,QUARTER,TIME_REMAINING,CHICAGO_ACTION,UTAH_ACTION,CHICAGO_SCORE,UTAH_SCORE
93,1,0:57.0,,C. Johnson misses 3-pt jump shot from 24 ft,25,23
94,1,0:56.0,,Offensive rebound by T. Burke,25,23
95,1,0:38.0,,T. Burke makes 3-pt jump shot from 24 ft (assist by T. Lyles),25,26
96,1,0:22.0,K. Hinrich misses 2-pt jump shot from 18 ft,,25,26
97,1,0:21.0,Offensive rebound by Team,,25,26
98,1,0:21.0,Personal foul by C. Johnson (drawn by P. Gasol),,25,26
99,1,0:21.0,P. Gasol makes free throw 1 of 2,,26,26
100,1,0:21.0,T. Snell enters the game for A. Brooks,,26,26
101,1,0:21.0,P. Gasol misses free throw 2 of 2,,26,26
102,1,0:21.0,,Defensive rebound by R. Gobert,26,26
103,1,0:06.0,,T. Burke misses 2-pt jump shot from 20 ft,26,26
104,1,0:05.0,Defensive rebound by J. Butler,,26,26
105,1,0:00.0,B. Portis misses 3-pt jump shot from 24 ft,,26,26
106,1,0:00.0,Offensive rebound by Team,,26,26
107,2,11:39.0,,R. Hood misses 2-pt jump shot from 17 ft,26,26
108,2,11:39.0,Defensive rebound by K. Hinrich,,26,26
109,2,11:24.0,D. McDermott makes 2-pt layup from 1 ft (assist by T. Gibson),,28,26
110,2,11:11.0,,R. Hood misses 2-pt jump shot from 3 ft,28,26
111,2,11:11.0,Defensive rebound by T. Snell,,28,26
112,2,11:02.0,T. Gibson misses 2-pt jump shot from 15 ft,,28,26
113,2,11:02.0,,Defensive rebound by T. Lyles,28,26
114,2,10:40.0,,T. Burke misses 3-pt jump shot from 24 ft,28,26
115,2,10:40.0,Defensive rebound by B. Portis,,28,26
116,2,10:20.0,B. Portis misses 2-pt jump shot from 12 ft,,28,26
117,2,10:20.0,,Defensive rebound by R. Hood,28,26
118,2,10:15.0,Offensive charge foul by R. Hood (drawn by K. Hinrich),,28,26
119,2,10:15.0,,Turnover by R. Hood (offensive foul),28,26
120,2,10:15.0,,T. Booker enters the game for T. Lyles,28,26
121,2,10:01.0,T. Snell makes 3-pt jump shot from 24 ft (assist by T. Gibson),,31,26
122,2,9:47.0,,T. Burke makes 3-pt jump shot from 24 ft (assist by R. Hood),31,29
123,2,9:19.0,T. Gibson misses 3-pt jump shot from 24 ft,,31,29
124,2,9:19.0,Offensive rebound by Team,,31,29
125,2,9:19.0,Turnover by Team (shot clock),,31,29
126,2,9:04.0,,R. Hood makes 3-pt jump shot from 24 ft (assist by T. Burke),31,32
127,2,8:43.0,Turnover by D. McDermott (lost ball),,31,32
128,2,8:43.0,,Utah full timeout,31,32
129,2,8:43.0,D. Rose enters the game for K. Hinrich,,31,32
130,2,8:28.0,,Shooting foul by T. Gibson (drawn by D. Favors),31,32
131,2,8:28.0,,D. Favors misses free throw 1 of 2,31,32
132,2,8:28.0,,Offensive rebound by Team,31,32
133,2,8:28.0,,D. Favors makes free throw 2 of 2,31,33
134,2,8:15.0,Turnover by D. McDermott (bad pass; steal by J. Ingles),,31,33
135,2,8:01.0,,Shooting foul by T. Snell (drawn by D. Favors),31,33
136,2,8:01.0,,D. Favors makes free throw 1 of 2,31,34
137,2,8:01.0,,R. Neto enters the game for T. Burke,31,34
138,2,8:01.0,,G. Hayward enters the game for R. Hood,31,34
139,2,8:01.0,J. Butler enters the game for T. Snell,,31,34
140,2,8:01.0,,D. Favors misses free throw 2 of 2,31,34
141,2,8:00.0,Defensive rebound by D. McDermott,,31,34
142,2,7:45.0,D. Rose misses 2-pt layup from 1 ft,,31,34
143,2,7:44.0,,Defensive rebound by T. Booker,31,34
144,2,7:30.0,,R. Neto makes 3-pt jump shot from 24 ft (assist by G. Hayward),31,37
145,2,7:12.0,D. McDermott misses 3-pt jump shot from 23 ft,,31,37
146,2,7:12.0,,Defensive rebound by T. Booker,31,37
147,2,6:58.0,,D. Favors misses 2-pt layup from 2 ft (block by T. Gibson),31,37
148,2,6:56.0,Defensive rebound by D. McDermott,,31,37
149,2,6:54.0,Turnover by J. Butler (bad pass),,31,37
150,2,6:42.0,,G. Hayward makes 3-pt jump shot from 24 ft (assist by T. Booker),31,40
151,2,6:42.0,Chicago full timeout,,31,40
152,2,6:42.0,P. Gasol enters the game for B. Portis,,31,40
153,2,6:24.0,D. McDermott misses 2-pt jump shot from 22 ft,,31,40
154,2,6:23.0,Offensive rebound by T. Gibson,,31,40
155,2,6:19.0,D. McDermott makes 3-pt jump shot from 24 ft (assist by T. Gibson),,34,40
156,2,6:02.0,,T. Booker misses 2-pt jump shot from 15 ft,34,40
157,2,6:02.0,Defensive rebound by T. Gibson,,34,40
158,2,5:50.0,D. Rose makes 2-pt jump shot from 8 ft,,36,40
159,2,5:31.0,,R. Neto misses 2-pt jump shot from 9 ft,36,40
160,2,5:31.0,,Offensive rebound by Team,36,40
161,2,5:31.0,,Personal foul by P. Gasol (drawn by D. Favors),36,40
162,2,5:31.0,,R. Gobert enters the game for T. Booker,36,40
163,2,5:31.0,,R. Hood enters the game for J. Ingles,36,40
164,2,5:26.0,,Turnover by G. Hayward (traveling),36,40
165,2,5:16.0,,T. Burke enters the game for R. Neto,36,40
166,2,5:11.0,D. McDermott makes 2-pt jump shot from 12 ft,,38,40
167,2,4:54.0,,D. Favors misses 2-pt jump shot from 6 ft,38,40
168,2,4:54.0,Defensive rebound by Team,,38,40
169,2,4:54.0,Personal foul by R. Gobert (drawn by P. Gasol),,38,40
170,2,4:44.0,J. Butler makes 3-pt jump shot from 24 ft,,41,40
171,2,4:44.0,,Utah full timeout,41,40
172,2,4:44.0,,T. Lyles enters the game for D. Favors,41,40
173,2,4:21.0,,T. Burke misses 3-pt jump shot from 24 ft (block by D. Rose),41,40
174,2,4:21.0,Defensive rebound by J. Butler,,41,40
175,2,4:12.0,Offensive foul by T. Gibson (drawn by G. Hayward),,41,40
176,2,4:12.0,Turnover by T. Gibson (offensive foul),,41,40
177,2,3:54.0,,T. Lyles makes 2-pt jump shot from 17 ft (assist by R. Hood),41,42
178,2,3:31.0,P. Gasol makes 2-pt jump shot from 13 ft,,43,42
179,2,3:13.0,,T. Burke misses 3-pt jump shot from 23 ft,43,42
180,2,3:12.0,Defensive rebound by T. Gibson,,43,42
181,2,2:59.0,P. Gasol misses 2-pt jump shot from 21 ft,,43,42
182,2,2:58.0,,Defensive rebound by R. Gobert,43,42
183,2,2:42.0,,R. Hood misses 2-pt jump shot from 9 ft,43,42
184,2,2:41.0,Defensive rebound by T. Gibson,,43,42
185,2,2:29.0,D. Rose makes 2-pt jump shot from 15 ft (assist by J. Butler),,45,42
186,2,2:11.0,,R. Hood misses 2-pt jump shot from 15 ft,45,42
187,2,2:10.0,Defensive rebound by J. Butler,,45,42
188,2,2:08.0,Personal foul by R. Hood (drawn by J. Butler),,45,42
189,2,2:08.0,J. Butler makes free throw 1 of 2,,46,42
190,2,2:08.0,E. Moore enters the game for D. McDermott,,46,42
191,2,2:08.0,,D. Favors enters the game for T. Lyles,46,42
192,2,2:08.0,,J. Ingles enters the game for R. Hood,46,42
193,2,2:08.0,J. Butler makes free throw 2 of 2,,47,42
194,2,1:48.0,,R. Gobert misses 2-pt jump shot from 4 ft,47,42
195,2,1:48.0,Defensive rebound by J. Butler,,47,42
196,2,1:38.0,T. Gibson misses 2-pt jump shot from 14 ft,,47,42
197,2,1:37.0,Offensive rebound by T. Gibson,,47,42
198,2,1:35.0,T. Gibson makes 2-pt dunk at rim,,49,42
199,2,1:35.0,,Utah full timeout,49,42
200,2,1:20.0,,D. Favors misses 2-pt jump shot from 15 ft,49,42
201,2,1:19.0,Defensive rebound by P. Gasol,,49,42
202,2,1:05.0,Personal foul by G. Hayward (drawn by J. Butler),,49,42
203,2,1:00.0,Turnover by D. Rose (bad pass; steal by G. Hayward),,49,42
204,2,0:57.0,,Shooting foul by D. Rose (drawn by G. Hayward),49,42
205,2,0:57.0,,G. Hayward makes free throw 1 of 2,49,43
206,2,0:57.0,,G. Hayward makes free throw 2 of 2,49,44
207,2,0:39.0,E. Moore makes 2-pt jump shot from 9 ft,,51,44
208,2,0:34.0,,Shooting foul by P. Gasol (drawn by R. Gobert),51,44
209,2,0:34.0,,R. Gobert misses free throw 1 of 2,51,44
210,2,0:34.0,,Offensive rebound by Team,51,44
211,2,0:34.0,B. Portis enters the game for P. Gasol,,51,44
212,2,0:34.0,,R. Gobert makes free throw 2 of 2,51,45
213,2,0:13.0,E. Moore misses 2-pt jump shot from 14 ft,,51,45
214,2,0:12.0,,Defensive rebound by R. Gobert,51,45
215,2,0:02.0,,T. Burke makes 2-pt layup from 3 ft,51,47
216,2,0:00.0,E. Moore misses 2-pt jump shot from 18 ft,,51,47
217,2,0:00.0,Offensive rebound by Team,,51,47
218,3,11:48.0,,Turnover by R. Hood (lost ball; steal by P. Gasol),51,47
219,3,11:30.0,E. Moore misses 3-pt jump shot from 24 ft,,51,47
220,3,11:29.0,,Defensive rebound by G. Hayward,51,47
221,3,11:20.0,,G. Hayward misses 2-pt jump shot from 19 ft,51,47
222,3,11:18.0,,Offensive rebound by G. Hayward,51,47
223,3,11:18.0,,G. Hayward makes 2-pt layup from 1 ft,51,49
224,3,11:06.0,Personal foul by G. Hayward (drawn by D. Rose),,51,49
225,3,10:54.0,P. Gasol makes 2-pt jump shot from 19 ft (assist by J. Butler),,53,49
226,3,10:30.0,,D. Favors misses 2-pt jump shot from 9 ft,53,49
227,3,10:29.0,Defensive rebound by E. Moore,,53,49
228,3,10:17.0,D. Rose makes 2-pt jump shot from 15 ft,,55,49
229,3,9:57.0,,R. Hood makes 2-pt jump shot from 8 ft,55,51
230,3,9:43.0,J. Butler misses 2-pt jump shot from 20 ft,,55,51
231,3,9:42.0,,Defensive rebound by R. Neto,55,51
232,3,9:32.0,,R. Gobert makes 2-pt dunk at rim (assist by G. Hayward),55,53
233,3,9:14.0,P. Gasol misses 2-pt jump shot from 21 ft,,55,53
234,3,9:14.0,,Defensive rebound by R. Gobert,55,53
235,3,9:06.0,,D. Favors misses 2-pt layup from 1 ft,55,53
236,3,9:05.0,Defensive rebound by P. Gasol,,55,53
237,3,9:03.0,Chicago full timeout,,55,53
238,3,8:59.0,Turnover by P. Gasol (bad pass),,55,53
239,3,8:51.0,,Turnover by G. Hayward (lost ball),55,53
240,3,8:36.0,D. Rose misses 2-pt hook shot from 4 ft,,55,53
241,3,8:35.0,Offensive rebound by T. Gibson,,55,53
242,3,8:33.0,T. Gibson makes 2-pt dunk at rim,,57,53
243,3,8:18.0,,R. Hood misses 2-pt layup from 2 ft,57,53
244,3,8:18.0,Defensive rebound by P. Gasol,,57,53
245,3,7:57.0,Shooting foul by R. Neto (drawn by T. Gibson),,57,53
246,3,7:57.0,T. Gibson makes free throw 1 of 2,,58,53
247,3,7:57.0,T. Gibson misses free throw 2 of 2,,58,53
248,3,7:56.0,,Defensive rebound by R. Gobert,58,53
249,3,7:39.0,,Personal foul by D. Rose (drawn by D. Favors),58,53
250,3,7:30.0,,D. Favors misses 2-pt layup from 1 ft (block by P. Gasol),58,53
251,3,7:29.0,Defensive rebound by J. Butler,,58,53
252,3,7:24.0,E. Moore misses 2-pt layup from 1 ft,,58,53
253,3,7:21.0,,Defensive rebound by R. Neto,58,53
254,3,7:16.0,,R. Hood makes 2-pt jump shot from 7 ft,58,55
255,3,7:00.0,E. Moore misses 2-pt layup from 1 ft,,58,55
256,3,6:59.0,,Defensive rebound by D. Favors,58,55
257,3,6:47.0,Offensive charge foul by R. Hood (drawn by E. Moore),,58,55
258,3,6:47.0,,Turnover by R. Hood (offensive foul),58,55
259,3,6:47.0,,C. Johnson enters the game for R. Hood,58,55
260,3,6:47.0,,Violation by Team (jump ball),58,55
261,3,6:35.0,J. Butler makes 2-pt layup from 1 ft (assist by P. Gasol),,60,55
262,3,6:28.0,,D. Favors makes 2-pt dunk at rim (assist by G. Hayward),60,57
263,3,6:12.0,D. Rose misses 2-pt layup from 2 ft (block by D. Favors),,60,57
264,3,6:12.0,Offensive rebound by Team,,60,57
265,3,6:09.0,J. Butler makes 2-pt jump shot from 20 ft (assist by D. Rose),,62,57
266,3,5:55.0,,G. Hayward makes 2-pt jump shot from 14 ft (assist by R. Gobert),62,59
267,3,5:41.0,E. Moore misses 3-pt jump shot from 24 ft,,62,59
268,3,5:39.0,,Defensive rebound by D. Favors,62,59
269,3,5:37.0,,Turnover by R. Neto (bad pass; steal by D. Rose),62,59
270,3,5:30.0,D. Rose misses 2-pt layup from 1 ft (block by D. Favors),,62,59
271,3,5:29.0,Offensive rebound by D. Rose,,62,59
272,3,5:27.0,D. Rose misses 2-pt layup from 2 ft (block by D. Favors),,62,59
273,3,5:25.0,,Defensive rebound by G. Hayward,62,59
274,3,5:22.0,,Shooting foul by T. Gibson (drawn by C. Johnson),62,59
275,3,5:22.0,,C. Johnson makes free throw 1 of 2,62,60
276,3,5:22.0,K. Hinrich enters the game for E. Moore,,62,60
277,3,5:22.0,D. McDermott enters the game for D. Rose,,62,60
278,3,5:22.0,,C. Johnson makes free throw 2 of 2,62,61
279,3,5:00.0,K. Hinrich misses 3-pt jump shot from 24 ft,,62,61
280,3,5:00.0,,Defensive rebound by Team,62,61
281,3,5:00.0,,T. Burke enters the game for R. Neto,62,61
282,3,4:48.0,,G. Hayward misses 3-pt jump shot from 24 ft,62,61
283,3,4:47.0,Defensive rebound by P. Gasol,,62,61
284,3,4:34.0,Personal foul by D. Favors (drawn by J. Butler),,62,61
285,3,4:20.0,D. McDermott misses 3-pt jump shot from 24 ft,,62,61
286,3,4:20.0,,Defensive rebound by G. Hayward,62,61
287,3,4:10.0,,T. Burke misses 2-pt jump shot from 19 ft,62,61
288,3,4:10.0,Defensive rebound by T. Gibson,,62,61
289,3,3:57.0,P. Gasol misses 2-pt hook shot from 8 ft,,62,61
290,3,3:56.0,,Defensive rebound by G. Hayward,62,61
291,3,3:44.0,,D. Favors misses 2-pt jump shot from 16 ft,62,61
292,3,3:44.0,Defensive rebound by Team,,62,61
293,3,3:44.0,Personal foul by R. Gobert (drawn by P. Gasol),,62,61
294,3,3:44.0,,T. Booker enters the game for D. Favors,62,61
295,3,3:44.0,,J. Ingles enters the game for G. Hayward,62,61
296,3,3:27.0,P. Gasol misses 2-pt jump shot from 5 ft,,62,61
297,3,3:27.0,,Defensive rebound by R. Gobert,62,61
298,3,3:13.0,,C. Johnson misses 2-pt layup from 2 ft,62,61
299,3,3:13.0,,Offensive rebound by Team,62,61
300,3,3:13.0,,Utah full timeout,62,61
301,3,3:13.0,A. Brooks enters the game for T. Gibson,,62,61
302,3,3:13.0,B. Portis enters the game for J. Butler,,62,61
303,3,3:08.0,,Personal foul by A. Brooks (drawn by T. Burke),62,61
304,3,3:01.0,,T. Burke misses 2-pt jump shot from 19 ft,62,61
305,3,3:01.0,Defensive rebound by P. Gasol,,62,61
306,3,2:48.0,B. Portis makes 2-pt jump shot from 12 ft (assist by A. Brooks),,64,61
307,3,2:38.0,,Personal foul by D. McDermott (drawn by R. Gobert),64,61
308,3,2:29.0,,J. Ingles makes 2-pt layup from 2 ft (assist by R. Gobert),64,63
309,3,2:11.0,A. Brooks makes 2-pt hook shot from 4 ft,,66,63
310,3,1:53.0,,C. Johnson misses 2-pt layup from 1 ft,66,63
311,3,1:52.0,,Offensive rebound by R. Gobert,66,63
312,3,1:52.0,,R. Gobert makes 2-pt layup from 1 ft,66,65
313,3,1:41.0,A. Brooks misses 3-pt jump shot from 24 ft,,66,65
314,3,1:40.0,,Defensive rebound by C. Johnson,66,65
315,3,1:25.0,,R. Gobert makes 2-pt dunk at rim (assist by J. Ingles),66,67
316,3,1:04.0,Turnover by K. Hinrich (bad pass; steal by J. Ingles),,66,67
317,3,1:01.0,,Turnover by J. Ingles (traveling),66,67
318,3,1:01.0,,G. Hayward enters the game for C. Johnson,66,67
319,3,1:01.0,J. Butler enters the game for D. McDermott,,66,67
320,3,1:01.0,,D. Favors enters the game for R. Gobert,66,67
321,3,0:43.0,P. Gasol makes 2-pt layup from 2 ft,,68,67
322,3,0:33.0,Offensive charge foul by D. Favors (drawn by K. Hinrich),,68,67
323,3,0:33.0,,Turnover by D. Favors (offensive foul),68,67
324,3,0:22.0,Turnover by J. Butler (lost ball),,68,67
325,3,0:22.0,T. Gibson enters the game for P. Gasol,,68,67
326,3,0:22.0,T. Snell enters the game for A. Brooks,,68,67
327,3,0:02.0,,G. Hayward misses 3-pt jump shot from 23 ft,68,67
328,3,0:01.0,Defensive rebound by Team,,68,67
329,4,11:45.0,B. Portis makes 2-pt dunk at rim (assist by J. Butler),,70,67
330,4,11:24.0,,T. Burke misses 3-pt jump shot from 24 ft,70,67
331,4,11:23.0,Defensive rebound by J. Butler,,70,67
332,4,11:18.0,Offensive foul by J. Butler (drawn by T. Booker),,70,67
333,4,11:18.0,Turnover by J. Butler (offensive foul),,70,67
334,4,11:18.0,,C. Johnson enters the game for J. Ingles,70,67
335,4,11:06.0,,Personal foul by K. Hinrich (drawn by D. Favors),70,67
336,4,10:51.0,,R. Hood misses 3-pt jump shot from 24 ft,70,67
337,4,10:51.0,Defensive rebound by T. Gibson,,70,67
338,4,10:44.0,K. Hinrich makes 2-pt layup from 2 ft,,72,67
339,4,10:24.0,,Shooting foul by K. Hinrich (drawn by D. Favors),72,67
340,4,10:24.0,,D. Favors makes free throw 1 of 2,72,68
341,4,10:24.0,,T. Lyles enters the game for T. Booker,72,68
342,4,10:24.0,,R. Neto enters the game for T. Burke,72,68
343,4,10:24.0,,D. Favors makes free throw 2 of 2,72,69
344,4,10:01.0,B. Portis misses 2-pt jump shot from 7 ft,,72,69
345,4,10:01.0,,Defensive rebound by D. Favors,72,69
346,4,9:40.0,,D. Favors misses 2-pt jump shot from 3 ft (block by T. Gibson),72,69
347,4,9:39.0,Defensive rebound by K. Hinrich,,72,69
348,4,9:38.0,Personal foul by D. Favors (drawn by K. Hinrich),,72,69
349,4,9:38.0,D. Rose enters the game for K. Hinrich,,72,69
350,4,9:38.0,,R. Gobert enters the game for D. Favors,72,69
351,4,9:38.0,D. McDermott enters the game for T. Snell,,72,69
352,4,9:22.0,J. Butler misses 2-pt jump shot from 13 ft,,72,69
353,4,9:21.0,,Defensive rebound by R. Hood,72,69
354,4,9:15.0,,R. Hood makes 2-pt jump shot from 7 ft,72,71
355,4,9:15.0,,Shooting foul by D. Rose (drawn by R. Hood),72,71
356,4,9:15.0,,G. Hayward enters the game for C. Johnson,72,71
357,4,9:15.0,,R. Hood makes free throw 1 of 1,72,72
358,4,8:56.0,J. Butler misses 3-pt jump shot from 24 ft,,72,72
359,4,8:54.0,Offensive rebound by Team,,72,72
360,4,8:54.0,Chicago full timeout,,72,72
361,4,8:45.0,J. Butler makes 2-pt jump shot from 15 ft,,74,72
362,4,8:23.0,,R. Hood misses 2-pt jump shot from 14 ft,74,72
363,4,8:22.0,Defensive rebound by B. Portis,,74,72
364,4,8:05.0,D. Rose misses 2-pt layup from 2 ft,,74,72
365,4,8:05.0,Offensive rebound by Team,,74,72
366,4,7:59.0,J. Butler misses 2-pt jump shot from 22 ft,,74,72
367,4,7:59.0,,Defensive rebound by R. Neto,74,72
368,4,7:47.0,,R. Neto makes 2-pt layup from 2 ft,74,74
369,4,7:27.0,J. Butler makes 2-pt jump shot from 19 ft,,76,74
370,4,7:02.0,,R. Neto makes 3-pt jump shot from 23 ft,76,77
371,4,6:50.0,D. Rose misses 2-pt jump shot from 7 ft,,76,77
372,4,6:50.0,,Defensive rebound by T. Lyles,76,77
373,4,6:37.0,,Def 3 sec tech foul by T. Gibson,76,77
374,4,6:37.0,,G. Hayward misses technical free throw,76,77
375,4,6:37.0,,Offensive rebound by Team,76,77
376,4,6:37.0,,D. Favors enters the game for T. Lyles,76,77
377,4,6:37.0,P. Gasol enters the game for B. Portis,,76,77
378,4,6:24.0,,R. Gobert makes 2-pt dunk at rim (assist by R. Neto),76,79
379,4,6:24.0,Chicago full timeout,,76,79
380,4,6:02.0,J. Butler makes 3-pt jump shot from 23 ft,,79,79
381,4,5:43.0,,Personal foul by D. McDermott (drawn by R. Gobert),79,79
382,4,5:43.0,E. Moore enters the game for D. McDermott,,79,79
383,4,5:30.0,,G. Hayward makes 2-pt jump shot from 11 ft,79,81
384,4,5:11.0,Def 3 sec tech foul by D. Favors,,79,81
385,4,5:11.0,J. Butler makes technical free throw,,80,81
386,4,5:00.0,J. Butler makes 2-pt jump shot from 15 ft,,82,81
387,4,4:37.0,,R. Hood misses 2-pt jump shot from 13 ft (block by E. Moore),82,81
388,4,4:34.0,Defensive rebound by T. Gibson,,82,81
389,4,4:21.0,D. Rose makes 2-pt layup from 2 ft,,84,81
390,4,4:02.0,,R. Gobert misses 2-pt layup from 2 ft,84,81
391,4,4:02.0,,Offensive rebound by G. Hayward,84,81
392,4,3:58.0,,R. Hood makes 3-pt jump shot from 24 ft (assist by G. Hayward),84,84
393,4,3:39.0,P. Gasol makes 2-pt jump shot from 19 ft (assist by D. Rose),,86,84
394,4,3:19.0,,R. Neto misses 2-pt jump shot from 6 ft,86,84
