,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,NEW YORK_ACTION,GOLDEN STATE_SCORE,NEW YORK_SCORE
383,4,4:20.0,K. Thompson misses 2-pt jump shot from 17 ft,,103,82
384,4,4:19.0,,Defensive rebound by S. Vujačić,103,82
385,4,4:04.0,,S. Vujačić makes 2-pt layup from 1 ft,103,84
386,4,4:04.0,,Shooting foul by K. Thompson (drawn by S. Vujačić),103,84
387,4,4:04.0,M. Speights enters the game for S. Curry,,103,84
388,4,4:04.0,I. Clark enters the game for D. Green,,103,84
389,4,4:04.0,,K. O'Quinn enters the game for C. Anthony,103,84
390,4,4:04.0,,T. Antetokounmpo enters the game for A. Afflalo,103,84
391,4,4:04.0,,S. Vujačić makes free throw 1 of 1,103,85
392,4,3:41.0,B. Rush makes 3-pt jump shot from 24 ft (assist by M. Speights),,106,85
393,4,3:23.0,,D. Williams misses 2-pt layup from 2 ft (block by B. Rush),106,85
394,4,3:22.0,Defensive rebound by M. Speights,,106,85
395,4,3:17.0,I. Clark misses 3-pt jump shot from 23 ft,,106,85
396,4,3:16.0,,Defensive rebound by L. Galloway,106,85
397,4,3:11.0,,Shooting foul by M. Speights (drawn by L. Galloway),106,85
398,4,3:11.0,,L. Galloway makes free throw 1 of 2,106,86
399,4,3:11.0,J. Thompson enters the game for K. Thompson,,106,86
400,4,3:11.0,,L. Amundson enters the game for D. Williams,106,86
401,4,3:11.0,,L. Galloway makes free throw 2 of 2,106,87
402,4,3:04.0,Flagrant foul type 1 by K. O'Quinn (drawn by I. Clark),,106,87
403,4,3:04.0,I. Clark makes flagrant free throw 1 of 2,,107,87
404,4,3:04.0,I. Clark makes flagrant free throw 2 of 2,,108,87
405,4,3:04.0,,J. Grant enters the game for L. Galloway,108,87
406,4,2:52.0,Shooting foul by L. Amundson (drawn by J. Thompson),,108,87
407,4,2:52.0,Golden State full timeout,,108,87
408,4,2:52.0,J. Thompson misses free throw 1 of 2,,108,87
409,4,2:52.0,Offensive rebound by Team,,108,87
410,4,2:52.0,J. Thompson makes free throw 2 of 2,,109,87
411,4,2:35.0,,L. Amundson misses 2-pt jump shot from 6 ft (block by J. Thompson),109,87
412,4,2:34.0,Defensive rebound by M. Speights,,109,87
413,4,2:11.0,M. Speights makes 3-pt jump shot from 23 ft (assist by L. Barbosa),,112,87
414,4,1:53.0,,L. Amundson misses 2-pt layup from 1 ft,112,87
415,4,1:52.0,,Offensive rebound by K. O'Quinn,112,87
416,4,1:51.0,,K. O'Quinn makes 2-pt layup at rim,112,89
417,4,1:50.0,Personal foul by T. Antetokounmpo (drawn by I. Clark),,112,89
418,4,1:50.0,I. Clark makes free throw 1 of 2,,113,89
419,4,1:50.0,I. Clark makes free throw 2 of 2,,114,89
420,4,1:35.0,,L. Amundson makes 2-pt layup from 1 ft,114,91
421,4,1:22.0,Shooting foul by L. Amundson (drawn by M. Speights),,114,91
422,4,1:22.0,M. Speights makes free throw 1 of 2,,115,91
423,4,1:22.0,M. Speights makes free throw 2 of 2,,116,91
424,4,1:13.0,,T. Antetokounmpo makes 2-pt dunk at rim,116,93
425,4,1:02.0,I. Clark misses 3-pt jump shot from 26 ft,,116,93
426,4,1:01.0,,Defensive rebound by S. Vujačić,116,93
427,4,0:55.0,,T. Antetokounmpo makes 2-pt dunk at rim (assist by L. Amundson),116,95
428,4,0:40.0,M. Speights misses 3-pt jump shot from 25 ft,,116,95
429,4,0:39.0,,Defensive rebound by T. Antetokounmpo,116,95
430,4,0:30.0,,L. Amundson misses 2-pt layup from 1 ft,116,95
431,4,0:29.0,Defensive rebound by B. Rush,,116,95
432,4,0:06.0,B. Rush misses 2-pt layup at rim,,116,95
433,4,0:05.0,,Defensive rebound by K. O'Quinn,116,95
434,4,0:00.0,,T. Antetokounmpo misses 3-pt jump shot from 27 ft,116,95
435,4,0:00.0,,Offensive rebound by Team,116,95
