,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,LA CLIPPERS_ACTION,MILWAUKEE_SCORE,LA CLIPPERS_SCORE
27,1,8:08.0,Turnover by K. Middleton (bad pass; steal by C. Paul),,9,7
28,1,7:55.0,,B. Griffin misses 2-pt jump shot from 16 ft,9,7
29,1,7:55.0,Defensive rebound by M. Carter-Williams,,9,7
30,1,7:45.0,M. Carter-Williams misses 2-pt jump shot from 10 ft,,9,7
31,1,7:43.0,,Defensive rebound by L. Mbah a Moute,9,7
32,1,7:32.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),9,9
33,1,7:17.0,M. Carter-Williams misses 2-pt layup at rim (block by D. Jordan),,9,9
34,1,7:17.0,Offensive rebound by Team,,9,9
35,1,7:07.0,G. Antetokounmpo misses 2-pt jump shot from 20 ft,,9,9
36,1,7:06.0,,Defensive rebound by B. Griffin,9,9
37,1,6:53.0,,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),9,11
38,1,6:45.0,Milwaukee full timeout,,9,11
39,1,6:45.0,Violation by Team (jump ball),,9,11
40,1,6:39.0,K. Middleton misses 2-pt jump shot from 13 ft,,9,11
41,1,6:39.0,,Defensive rebound by B. Griffin,9,11
42,1,6:39.0,Loose ball foul by J. Parker (drawn by B. Griffin),,9,11
43,1,6:39.0,J. O'Bryant enters the game for J. Parker,,9,11
44,1,6:24.0,,L. Mbah a Moute makes 3-pt jump shot from 23 ft (assist by B. Griffin),9,14
45,1,6:12.0,J. O'Bryant makes 2-pt jump shot from 17 ft (assist by M. Carter-Williams),,11,14
46,1,5:54.0,,B. Griffin makes 2-pt jump shot from 19 ft (assist by L. Mbah a Moute),11,16
47,1,5:39.0,M. Carter-Williams makes 2-pt layup from 3 ft,,13,16
48,1,5:18.0,,Turnover by J. Redick (bad pass; steal by K. Middleton),13,16
49,1,5:12.0,M. Carter-Williams makes 2-pt layup from 2 ft (assist by K. Middleton),,15,16
50,1,4:57.0,,J. Redick misses 3-pt jump shot from 26 ft,15,16
51,1,4:56.0,,Offensive rebound by D. Jordan,15,16
52,1,4:53.0,,LA Clippers full timeout,15,16
53,1,4:53.0,,W. Johnson enters the game for L. Mbah a Moute,15,16
54,1,4:49.0,,C. Paul misses 2-pt layup from 2 ft (block by M. Plumlee),15,16
55,1,4:49.0,,Offensive rebound by Team,15,16
56,1,4:43.0,,Shooting foul by M. Plumlee (drawn by J. Redick),15,16
57,1,4:43.0,,J. Redick makes free throw 1 of 2,15,17
58,1,4:43.0,,J. Redick makes free throw 2 of 2,15,18
59,1,4:19.0,M. Carter-Williams misses 2-pt jump shot from 9 ft,,15,18
60,1,4:18.0,Offensive rebound by M. Carter-Williams,,15,18
61,1,4:02.0,Turnover by M. Carter-Williams (lost ball),,15,18
62,1,4:02.0,,J. Crawford enters the game for J. Redick,15,18
63,1,4:02.0,,P. Pierce enters the game for D. Jordan,15,18
64,1,3:45.0,,C. Paul makes 2-pt jump shot from 15 ft,15,20
65,1,3:18.0,G. Antetokounmpo misses 2-pt jump shot from 15 ft,,15,20
66,1,3:17.0,,Defensive rebound by C. Paul,15,20
67,1,3:10.0,,Turnover by C. Paul (bad pass; steal by J. O'Bryant),15,20
68,1,3:05.0,M. Carter-Williams makes 2-pt jump shot from 10 ft,,17,20
69,1,2:46.0,,W. Johnson misses 3-pt jump shot from 24 ft,17,20
70,1,2:45.0,Defensive rebound by G. Antetokounmpo,,17,20
71,1,2:27.0,G. Antetokounmpo misses 2-pt layup from 1 ft,,17,20
72,1,2:27.0,,Defensive rebound by B. Griffin,17,20
73,1,2:14.0,,Personal foul by G. Antetokounmpo (drawn by C. Paul),17,20
74,1,2:14.0,,C. Paul makes free throw 1 of 2,17,21
75,1,2:14.0,,J. Smith enters the game for B. Griffin,17,21
76,1,2:14.0,J. Henson enters the game for M. Plumlee,,17,21
77,1,2:14.0,T. Ennis enters the game for M. Carter-Williams,,17,21
78,1,2:14.0,,C. Paul makes free throw 2 of 2,17,22
79,1,1:56.0,K. Middleton misses 2-pt jump shot from 7 ft,,17,22
80,1,1:55.0,Offensive rebound by G. Antetokounmpo,,17,22
81,1,1:48.0,G. Antetokounmpo misses 2-pt layup from 1 ft,,17,22
82,1,1:47.0,,Defensive rebound by C. Paul,17,22
83,1,1:41.0,,Turnover by J. Crawford (bad pass; steal by J. O'Bryant),17,22
84,1,1:28.0,J. Henson makes 2-pt layup from 2 ft (assist by K. Middleton),,19,22
85,1,1:03.0,,C. Paul makes 2-pt jump shot from 10 ft,19,24
86,1,0:47.0,Personal foul by W. Johnson (drawn by G. Antetokounmpo),,19,24
87,1,0:47.0,,A. Rivers enters the game for C. Paul,19,24
88,1,0:47.0,,L. Stephenson enters the game for W. Johnson,19,24
89,1,0:39.0,J. Henson misses 2-pt jump shot from 4 ft,,19,24
90,1,0:39.0,Offensive rebound by J. O'Bryant,,19,24
91,1,0:37.0,J. O'Bryant makes 2-pt layup from 1 ft,,21,24
92,1,0:29.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by L. Stephenson),21,27
93,1,0:11.0,Turnover by T. Ennis (lost ball),,21,27
94,1,0:01.0,,P. Pierce makes 2-pt jump shot from 17 ft (assist by L. Stephenson),21,29
95,2,11:37.0,G. Antetokounmpo misses 2-pt hook shot from 4 ft,,21,29
96,2,11:35.0,,Defensive rebound by A. Rivers,21,29
97,2,11:28.0,,P. Pierce misses 3-pt jump shot from 25 ft,21,29
98,2,11:27.0,,Offensive rebound by J. Smith,21,29
99,2,11:22.0,,J. Smith makes 2-pt layup at rim (assist by L. Stephenson),21,31
100,2,11:05.0,J. Parker misses 2-pt jump shot from 3 ft,,21,31
101,2,11:05.0,,Defensive rebound by P. Pierce,21,31
102,2,10:58.0,,A. Rivers misses 2-pt jump shot from 4 ft (block by J. Parker),21,31
103,2,10:57.0,Defensive rebound by O. Mayo,,21,31
104,2,10:48.0,O. Mayo misses 2-pt jump shot from 5 ft,,21,31
105,2,10:46.0,Offensive rebound by J. Henson,,21,31
106,2,10:44.0,J. Henson makes 2-pt layup from 1 ft,,23,31
107,2,10:19.0,,P. Pierce makes 2-pt layup from 1 ft (assist by A. Rivers),23,33
108,2,10:09.0,T. Ennis misses 2-pt layup from 2 ft,,23,33
109,2,10:09.0,Offensive rebound by J. Henson,,23,33
110,2,10:07.0,J. Henson makes 2-pt layup from 1 ft,,25,33
111,2,9:51.0,,J. Smith misses 2-pt jump shot from 19 ft,25,33
112,2,9:51.0,Defensive rebound by G. Antetokounmpo,,25,33
113,2,9:34.0,J. Henson makes 2-pt hook shot from 7 ft (assist by O. Mayo),,27,33
114,2,9:17.0,,P. Pierce misses 2-pt jump shot from 18 ft,27,33
115,2,9:16.0,Defensive rebound by G. Antetokounmpo,,27,33
116,2,9:13.0,Turnover by G. Antetokounmpo (lost ball),,27,33
117,2,8:53.0,,A. Rivers misses 2-pt jump shot from 21 ft,27,33
118,2,8:52.0,,Offensive rebound by L. Stephenson,27,33
119,2,8:51.0,,L. Stephenson makes 2-pt layup from 2 ft,27,35
120,2,8:45.0,Shooting foul by A. Rivers (drawn by J. Parker),,27,35
121,2,8:45.0,Official timeout,,27,35
122,2,8:45.0,J. Parker makes free throw 1 of 2,,28,35
123,2,8:45.0,J. Parker makes free throw 2 of 2,,29,35
124,2,8:19.0,,J. Smith misses 2-pt layup from 3 ft,29,35
125,2,8:18.0,Defensive rebound by O. Mayo,,29,35
126,2,7:58.0,J. Parker makes 2-pt jump shot from 15 ft,,31,35
127,2,7:35.0,,P. Pierce misses 3-pt jump shot from 26 ft,31,35
128,2,7:34.0,Defensive rebound by G. Antetokounmpo,,31,35
129,2,7:19.0,O. Mayo makes 2-pt jump shot from 19 ft,,33,35
130,2,7:05.0,,J. Crawford misses 2-pt jump shot from 6 ft,33,35
131,2,7:04.0,Defensive rebound by J. Parker,,33,35
132,2,6:54.0,Turnover by J. Henson (bad pass; steal by J. Smith),,33,35
133,2,6:30.0,,P. Pierce makes 2-pt layup from 3 ft (assist by L. Stephenson),33,37
134,2,6:04.0,T. Ennis misses 3-pt jump shot from 26 ft,,33,37
135,2,6:04.0,Offensive rebound by J. Henson,,33,37
136,2,5:53.0,O. Mayo misses 3-pt jump shot from 29 ft,,33,37
137,2,5:52.0,,Defensive rebound by P. Pierce,33,37
138,2,5:41.0,,A. Rivers misses 2-pt layup from 2 ft (block by J. Henson),33,37
139,2,5:40.0,Defensive rebound by G. Antetokounmpo,,33,37
140,2,5:33.0,O. Mayo misses 3-pt jump shot from 26 ft,,33,37
141,2,5:32.0,,Defensive rebound by A. Rivers,33,37
142,2,5:28.0,,LA Clippers full timeout,33,37
143,2,5:28.0,,C. Paul enters the game for J. Crawford,33,37
144,2,5:28.0,,J. Redick enters the game for P. Pierce,33,37
145,2,5:28.0,,D. Jordan enters the game for J. Smith,33,37
146,2,5:28.0,,B. Griffin enters the game for A. Rivers,33,37
147,2,5:28.0,M. Plumlee enters the game for G. Antetokounmpo,,33,37
148,2,5:28.0,K. Middleton enters the game for J. Henson,,33,37
149,2,5:28.0,M. Carter-Williams enters the game for T. Ennis,,33,37
150,2,5:17.0,,B. Griffin makes 2-pt layup from 1 ft (assist by J. Redick),33,39
151,2,5:03.0,Turnover by M. Carter-Williams (bad pass; steal by L. Stephenson),,33,39
152,2,4:58.0,,L. Stephenson makes 2-pt dunk at rim,33,41
153,2,4:47.0,J. Parker makes 2-pt jump shot from 5 ft (assist by M. Carter-Williams),,35,41
154,2,4:32.0,,Turnover by C. Paul (bad pass; steal by J. Parker),35,41
155,2,4:29.0,Shooting foul by C. Paul (drawn by M. Carter-Williams),,35,41
156,2,4:29.0,M. Carter-Williams misses free throw 1 of 2,,35,41
157,2,4:29.0,Offensive rebound by Team,,35,41
158,2,4:29.0,M. Carter-Williams makes free throw 2 of 2,,36,41
159,2,4:22.0,,Shooting foul by J. Parker (drawn by B. Griffin),36,41
160,2,4:22.0,,B. Griffin makes free throw 1 of 2,36,42
161,2,4:22.0,J. O'Bryant enters the game for J. Parker,,36,42
162,2,4:22.0,,B. Griffin misses free throw 2 of 2,36,42
163,2,4:21.0,Defensive rebound by M. Plumlee,,36,42
164,2,3:58.0,J. O'Bryant misses 2-pt hook shot from 4 ft,,36,42
165,2,3:56.0,,Defensive rebound by L. Stephenson,36,42
166,2,3:39.0,,B. Griffin misses 2-pt layup from 3 ft,36,42
167,2,3:39.0,Defensive rebound by M. Carter-Williams,,36,42
168,2,3:36.0,J. O'Bryant makes 2-pt layup from 2 ft,,38,42
169,2,3:36.0,Shooting foul by L. Stephenson (drawn by J. O'Bryant),,38,42
170,2,3:36.0,,W. Johnson enters the game for L. Stephenson,38,42
171,2,3:36.0,J. O'Bryant misses free throw 1 of 1,,38,42
172,2,3:35.0,,Defensive rebound by D. Jordan,38,42
173,2,3:23.0,,Personal foul by K. Middleton (drawn by J. Redick),38,42
174,2,3:17.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by B. Griffin),38,45
175,2,3:03.0,M. Carter-Williams misses 2-pt jump shot from 13 ft,,38,45
176,2,3:02.0,,Defensive rebound by W. Johnson,38,45
177,2,2:50.0,,W. Johnson misses 2-pt jump shot from 19 ft,38,45
178,2,2:50.0,,Offensive rebound by Team,38,45
179,2,2:50.0,Milwaukee full timeout,,38,45
180,2,2:44.0,,Personal foul by M. Plumlee (drawn by J. Redick),38,45
181,2,2:36.0,,Def 3 sec tech foul by M. Plumlee,38,45
182,2,2:36.0,,C. Paul makes technical free throw,38,46
183,2,2:26.0,,Turnover by W. Johnson (bad pass; steal by J. O'Bryant),38,46
184,2,2:16.0,O. Mayo misses 3-pt jump shot from 25 ft,,38,46
185,2,2:16.0,Offensive rebound by J. O'Bryant,,38,46
186,2,2:11.0,O. Mayo makes 3-pt jump shot from 25 ft (assist by J. O'Bryant),,41,46
187,2,1:50.0,,B. Griffin misses 2-pt jump shot from 20 ft,41,46
188,2,1:50.0,,Offensive rebound by Team,41,46
189,2,1:43.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),41,48
190,2,1:19.0,M. Carter-Williams makes 2-pt jump shot from 4 ft (assist by K. Middleton),,43,48
191,2,1:16.0,,Personal foul by J. O'Bryant (drawn by B. Griffin),43,48
192,2,1:07.0,,Turnover by D. Jordan (3 sec),43,48
193,2,1:07.0,,J. Crawford enters the game for W. Johnson,43,48
194,2,1:07.0,,Violation by Team (jump ball),43,48
195,2,0:52.0,M. Plumlee misses 2-pt hook shot from 5 ft,,43,48
196,2,0:50.0,,Defensive rebound by D. Jordan,43,48
197,2,0:40.0,,Personal foul by J. O'Bryant (drawn by B. Griffin),43,48
198,2,0:40.0,Technical foul by O. Mayo,,43,48
199,2,0:40.0,,C. Paul makes technical free throw,43,49
200,2,0:40.0,,B. Griffin makes free throw 1 of 2,43,50
201,2,0:40.0,G. Antetokounmpo enters the game for O. Mayo,,43,50
202,2,0:40.0,,L. Mbah a Moute enters the game for J. Crawford,43,50
203,2,0:40.0,,A. Rivers enters the game for J. Redick,43,50
204,2,0:40.0,,B. Griffin makes free throw 2 of 2,43,51
205,2,0:14.0,M. Plumlee misses 2-pt layup from 2 ft,,43,51
206,2,0:14.0,,Defensive rebound by L. Mbah a Moute,43,51
207,2,0:14.0,,LA Clippers full timeout,43,51
208,2,0:14.0,,W. Johnson enters the game for L. Mbah a Moute,43,51
209,2,0:14.0,,J. Crawford enters the game for D. Jordan,43,51
210,2,0:14.0,,J. Redick enters the game for A. Rivers,43,51
211,2,0:02.0,,B. Griffin makes 2-pt layup from 2 ft (assist by C. Paul),43,53
212,2,0:02.0,,Shooting foul by G. Antetokounmpo (drawn by B. Griffin),43,53
213,2,0:02.0,,D. Jordan enters the game for C. Paul,43,53
214,2,0:02.0,,A. Rivers enters the game for W. Johnson,43,53
215,2,0:02.0,,L. Mbah a Moute enters the game for J. Crawford,43,53
216,2,0:02.0,,B. Griffin makes free throw 1 of 1,43,54
217,2,0:00.0,K. Middleton misses 3-pt jump shot from 44 ft,,43,54
218,2,0:00.0,Offensive rebound by Team,,43,54
219,3,11:47.0,M. Carter-Williams makes 2-pt jump shot from 9 ft,,45,54
220,3,11:24.0,,B. Griffin misses 2-pt jump shot from 20 ft,45,54
221,3,11:23.0,,Offensive rebound by L. Mbah a Moute,45,54
222,3,11:21.0,,L. Mbah a Moute misses 2-pt layup from 1 ft (block by K. Middleton),45,54
223,3,11:18.0,,Offensive rebound by L. Mbah a Moute,45,54
224,3,11:10.0,,C. Paul makes 3-pt jump shot from 23 ft (assist by J. Redick),45,57
225,3,10:43.0,Turnover by M. Carter-Williams (bad pass; steal by J. Redick),,45,57
226,3,10:32.0,,C. Paul makes 2-pt jump shot from 15 ft,45,59
227,3,10:17.0,Personal foul by D. Jordan (drawn by M. Carter-Williams),,45,59
228,3,10:04.0,J. Parker makes 2-pt jump shot from 9 ft (assist by K. Middleton),,47,59
229,3,9:50.0,,L. Mbah a Moute makes 2-pt jump shot from 3 ft (assist by J. Redick),47,61
230,3,9:30.0,O. Mayo makes 3-pt jump shot from 25 ft (assist by K. Middleton),,50,61
231,3,9:13.0,,J. Redick misses 2-pt jump shot from 19 ft,50,61
232,3,9:12.0,Defensive rebound by M. Carter-Williams,,50,61
233,3,8:57.0,M. Carter-Williams misses 2-pt layup from 2 ft,,50,61
234,3,8:56.0,,Defensive rebound by D. Jordan,50,61
235,3,8:53.0,,Offensive foul by D. Jordan (drawn by M. Carter-Williams),50,61
236,3,8:53.0,,Turnover by D. Jordan (offensive foul),50,61
237,3,8:36.0,J. Parker misses 2-pt jump shot from 19 ft,,50,61
238,3,8:36.0,,Defensive rebound by C. Paul,50,61
239,3,8:36.0,,C. Paul misses 2-pt jump shot from 14 ft,50,61
240,3,8:23.0,,Offensive rebound by D. Jordan,50,61
241,3,8:22.0,,D. Jordan makes 2-pt layup at rim,50,63
242,3,8:01.0,O. Mayo makes 2-pt jump shot from 20 ft,,52,63
243,3,7:44.0,,Turnover by C. Paul (bad pass; steal by M. Carter-Williams),52,63
244,3,7:39.0,K. Middleton misses 3-pt jump shot from 24 ft,,52,63
245,3,7:35.0,Offensive rebound by J. Parker,,52,63
246,3,7:28.0,J. Parker misses 2-pt jump shot from 9 ft,,52,63
247,3,7:28.0,,Defensive rebound by D. Jordan,52,63
248,3,7:24.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),52,65
249,3,7:24.0,,Shooting foul by K. Middleton (drawn by D. Jordan),52,65
250,3,7:24.0,,W. Johnson enters the game for L. Mbah a Moute,52,65
251,3,7:24.0,,D. Jordan makes free throw 1 of 1,52,66
252,3,7:16.0,M. Carter-Williams misses 2-pt layup from 1 ft (block by D. Jordan),,52,66
253,3,7:16.0,Offensive rebound by Team,,52,66
254,3,7:06.0,M. Carter-Williams misses 2-pt jump shot from 10 ft,,52,66
255,3,7:05.0,,Defensive rebound by C. Paul,52,66
256,3,6:53.0,,J. Redick misses 3-pt jump shot from 28 ft,52,66
257,3,6:53.0,,Offensive rebound by D. Jordan,52,66
258,3,6:50.0,,Turnover by D. Jordan (lost ball),52,66
259,3,6:49.0,,Technical foul by D. Jordan,52,66
260,3,6:49.0,,Technical foul by D. Jordan,52,66
261,3,6:49.0,,J. Smith enters the game for D. Jordan,52,66
262,3,6:49.0,K. Middleton makes technical free throw,,53,66
263,3,6:49.0,K. Middleton makes technical free throw,,54,66
264,3,6:36.0,J. Parker misses 2-pt layup from 2 ft,,54,66
265,3,6:35.0,,Defensive rebound by B. Griffin,54,66
266,3,6:23.0,,B. Griffin misses 2-pt jump shot from 19 ft,54,66
267,3,6:23.0,,Offensive rebound by B. Griffin,54,66
268,3,6:14.0,,C. Paul makes 2-pt layup from 1 ft,54,68
269,3,6:04.0,O. Mayo misses 2-pt jump shot from 18 ft,,54,68
270,3,6:03.0,,Defensive rebound by J. Smith,54,68
271,3,5:45.0,,J. Redick misses 3-pt jump shot from 22 ft,54,68
272,3,5:44.0,Defensive rebound by K. Middleton,,54,68
273,3,5:40.0,Milwaukee full timeout,,54,68
274,3,5:40.0,J. Henson enters the game for M. Plumlee,,54,68
275,3,5:40.0,G. Antetokounmpo enters the game for J. Parker,,54,68
276,3,5:26.0,G. Antetokounmpo misses 2-pt jump shot from 20 ft,,54,68
277,3,5:24.0,,Defensive rebound by B. Griffin,54,68
278,3,5:11.0,,C. Paul misses 2-pt jump shot from 16 ft,54,68
279,3,5:10.0,Defensive rebound by J. Henson,,54,68
280,3,4:50.0,J. Henson misses 2-pt hook shot from 6 ft,,54,68
281,3,4:49.0,,Defensive rebound by B. Griffin,54,68
282,3,4:39.0,,Personal foul by G. Antetokounmpo (drawn by B. Griffin),54,68
283,3,4:39.0,,J. Crawford enters the game for J. Redick,54,68
284,3,4:36.0,,Turnover by C. Paul (bad pass; steal by O. Mayo),54,68
285,3,4:32.0,O. Mayo makes 2-pt layup from 3 ft,,56,68
286,3,4:17.0,,B. Griffin makes 2-pt jump shot from 21 ft (assist by C. Paul),56,70
287,3,4:02.0,O. Mayo misses 2-pt jump shot from 12 ft,,56,70
288,3,4:01.0,,Defensive rebound by C. Paul,56,70
289,3,3:51.0,,W. Johnson misses 3-pt jump shot from 22 ft,56,70
290,3,3:51.0,,Offensive rebound by J. Smith,56,70
291,3,3:42.0,,C. Paul misses 2-pt jump shot from 4 ft (block by J. Henson),56,70
292,3,3:41.0,Defensive rebound by M. Carter-Williams,,56,70
293,3,3:36.0,J. Henson misses 2-pt layup from 2 ft (block by W. Johnson),,56,70
294,3,3:36.0,Offensive rebound by Team,,56,70
295,3,3:31.0,K. Middleton misses 2-pt jump shot from 13 ft,,56,70
296,3,3:30.0,Offensive rebound by K. Middleton,,56,70
297,3,3:28.0,K. Middleton makes 2-pt layup at rim,,58,70
298,3,3:15.0,,Personal foul by O. Mayo (drawn by J. Crawford),58,70
299,3,3:15.0,,P. Pierce enters the game for B. Griffin,58,70
300,3,3:04.0,,Turnover by P. Pierce (bad pass; steal by O. Mayo),58,70
301,3,3:00.0,Personal foul by W. Johnson (drawn by K. Middleton),,58,70
302,3,2:46.0,K. Middleton makes 2-pt jump shot from 14 ft,,60,70
303,3,2:30.0,,Shooting foul by K. Middleton (drawn by J. Smith),60,70
304,3,2:30.0,,LA Clippers full timeout,60,70
305,3,2:30.0,,A. Rivers enters the game for C. Paul,60,70
306,3,2:30.0,,J. Smith misses free throw 1 of 2,60,70
307,3,2:30.0,,Offensive rebound by Team,60,70
308,3,2:30.0,,J. Smith misses free throw 2 of 2,60,70
309,3,2:28.0,Defensive rebound by G. Antetokounmpo,,60,70
310,3,2:14.0,Turnover by G. Antetokounmpo (bad pass; steal by J. Smith),,60,70
311,3,2:02.0,,J. Smith misses 2-pt jump shot from 17 ft,60,70
312,3,2:02.0,Defensive rebound by G. Antetokounmpo,,60,70
313,3,1:51.0,M. Carter-Williams makes 2-pt jump shot from 3 ft (assist by G. Antetokounmpo),,62,70
314,3,1:33.0,,Turnover by A. Rivers (bad pass; steal by O. Mayo),62,70
315,3,1:28.0,O. Mayo makes 2-pt layup from 1 ft,,64,70
316,3,1:06.0,,Shooting foul by M. Carter-Williams (drawn by J. Crawford),64,70
317,3,1:06.0,,J. Crawford makes free throw 1 of 2,64,71
318,3,1:06.0,,L. Stephenson enters the game for W. Johnson,64,71
319,3,1:06.0,,J. Crawford makes free throw 2 of 2,64,72
320,3,0:50.0,M. Carter-Williams misses 2-pt jump shot from 3 ft,,64,72
321,3,0:50.0,,Defensive rebound by J. Smith,64,72
322,3,0:42.0,,J. Smith makes 3-pt jump shot from 27 ft (assist by J. Crawford),64,75
323,3,0:25.0,G. Antetokounmpo misses 2-pt hook shot from 3 ft,,64,75
324,3,0:24.0,Offensive rebound by J. Henson,,64,75
325,3,0:24.0,J. Henson makes 2-pt layup from 1 ft,,66,75
326,3,0:03.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by P. Pierce),66,78
327,3,0:02.0,Turnover by O. Mayo (bad pass; steal by J. Crawford),,66,78
328,3,0:01.0,,J. Crawford misses 3-pt jump shot from 26 ft,66,78
329,3,0:00.0,,Offensive rebound by Team,66,78
330,4,11:40.0,,J. Smith makes 2-pt jump shot from 13 ft (assist by P. Pierce),66,80
331,4,11:32.0,K. Middleton misses 3-pt jump shot from 29 ft,,66,80
332,4,11:32.0,,Defensive rebound by P. Pierce,66,80
333,4,11:27.0,,J. Smith misses 2-pt jump shot from 4 ft (block by J. Henson),66,80
334,4,11:25.0,Defensive rebound by J. Henson,,66,80
335,4,11:24.0,Shooting foul by J. Crawford (drawn by K. Middleton),,66,80
336,4,11:24.0,K. Middleton makes free throw 1 of 2,,67,80
337,4,11:24.0,K. Middleton makes free throw 2 of 2,,68,80
338,4,11:12.0,,J. Crawford misses 2-pt jump shot from 6 ft,68,80
339,4,11:11.0,Defensive rebound by J. Henson,,68,80
340,4,10:47.0,Shooting foul by L. Stephenson (drawn by K. Middleton),,68,80
341,4,10:47.0,K. Middleton makes free throw 1 of 2,,69,80
342,4,10:47.0,K. Middleton makes free throw 2 of 2,,70,80
343,4,10:28.0,,Turnover by J. Smith (3 sec),70,80
344,4,10:10.0,O. Mayo makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,73,80
345,4,9:53.0,,Shooting foul by M. Carter-Williams (drawn by A. Rivers),73,80
346,4,9:53.0,,A. Rivers makes free throw 1 of 2,73,81
347,4,9:53.0,,B. Griffin enters the game for J. Smith,73,81
348,4,9:53.0,,A. Rivers makes free throw 2 of 2,73,82
349,4,9:30.0,O. Mayo misses 3-pt jump shot from 24 ft,,73,82
350,4,9:29.0,Offensive rebound by K. Middleton,,73,82
351,4,9:23.0,M. Carter-Williams makes 2-pt layup from 4 ft,,75,82
352,4,9:01.0,,P. Pierce misses 3-pt jump shot from 27 ft,75,82
353,4,9:01.0,Defensive rebound by J. Henson,,75,82
354,4,8:43.0,M. Carter-Williams misses 2-pt layup from 2 ft,,75,82
355,4,8:43.0,,Defensive rebound by Team,75,82
356,4,8:43.0,Official timeout,,75,82
357,4,8:32.0,,A. Rivers makes 2-pt layup from 1 ft,75,84
358,4,8:17.0,Offensive foul by G. Antetokounmpo (drawn by B. Griffin),,75,84
359,4,8:17.0,Turnover by G. Antetokounmpo (offensive foul),,75,84
360,4,8:01.0,,B. Griffin misses 2-pt jump shot from 19 ft,75,84
361,4,8:00.0,Defensive rebound by K. Middleton,,75,84
362,4,7:45.0,K. Middleton misses 3-pt jump shot from 26 ft,,75,84
363,4,7:45.0,Offensive rebound by G. Antetokounmpo,,75,84
364,4,7:45.0,G. Antetokounmpo misses 2-pt dunk at rim,,75,84
365,4,7:45.0,Offensive rebound by Team,,75,84
366,4,7:37.0,G. Antetokounmpo makes 2-pt hook shot from 2 ft (assist by O. Mayo),,77,84
367,4,7:21.0,,A. Rivers makes 3-pt jump shot from 27 ft (assist by B. Griffin),77,87
368,4,7:03.0,Personal foul by L. Stephenson (drawn by G. Antetokounmpo),,77,87
369,4,7:03.0,,C. Paul enters the game for A. Rivers,77,87
370,4,7:03.0,,J. Redick enters the game for J. Crawford,77,87
371,4,6:50.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by O. Mayo),,79,87
372,4,6:38.0,,J. Redick makes 2-pt jump shot from 21 ft (assist by B. Griffin),79,89
373,4,6:20.0,,L. Mbah a Moute enters the game for P. Pierce,79,89
374,4,6:13.0,Turnover by Team (shot clock),,79,89
375,4,5:53.0,,B. Griffin misses 2-pt jump shot from 19 ft,79,89
376,4,5:52.0,Defensive rebound by G. Antetokounmpo,,79,89
