,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,SACRAMENTO_ACTION,CHARLOTTE_SCORE,SACRAMENTO_SCORE
49,1,5:11.0,,Defensive rebound by D. Cousins,9,13
50,1,5:00.0,,R. Gay makes 3-pt jump shot from 25 ft (assist by B. McLemore),9,16
51,1,4:47.0,Charlotte full timeout,,9,16
52,1,4:47.0,F. Kaminsky enters the game for M. Williams,,9,16
53,1,4:47.0,,O. Casspi enters the game for W. Cauley-Stein,9,16
54,1,4:37.0,S. Hawes misses 3-pt jump shot from 24 ft,,9,16
55,1,4:37.0,,Defensive rebound by R. Gay,9,16
56,1,4:28.0,,D. Cousins misses 2-pt layup from 2 ft,9,16
57,1,4:27.0,Defensive rebound by F. Kaminsky,,9,16
58,1,4:16.0,S. Hawes misses 2-pt jump shot from 15 ft,,9,16
59,1,4:15.0,,Defensive rebound by R. Gay,9,16
60,1,4:05.0,,R. Rondo misses 2-pt jump shot from 17 ft,9,16
61,1,4:04.0,Defensive rebound by J. Lin,,9,16
62,1,3:59.0,J. Lin misses 2-pt layup from 2 ft (block by D. Cousins),,9,16
63,1,3:57.0,,Defensive rebound by R. Gay,9,16
64,1,3:53.0,,B. McLemore makes 2-pt dunk at rim (assist by R. Gay),9,18
65,1,3:53.0,Technical foul by Team,,9,18
66,1,3:53.0,,R. Gay makes technical free throw,9,19
67,1,3:53.0,,D. Collison enters the game for R. Rondo,9,19
68,1,3:53.0,T. Daniels enters the game for S. Hawes,,9,19
69,1,3:53.0,T. Hansbrough enters the game for J. Lin,,9,19
70,1,3:41.0,K. Walker misses 3-pt jump shot from 25 ft,,9,19
71,1,3:40.0,Offensive rebound by F. Kaminsky,,9,19
72,1,3:39.0,Shooting foul by R. Gay (drawn by F. Kaminsky),,9,19
73,1,3:39.0,F. Kaminsky makes free throw 1 of 2,,10,19
74,1,3:39.0,F. Kaminsky makes free throw 2 of 2,,11,19
75,1,3:34.0,,B. McLemore makes 2-pt dunk at rim (assist by D. Collison),11,21
76,1,3:31.0,Charlotte full timeout,,11,21
77,1,3:31.0,M. Williams enters the game for P. Hairston,,11,21
78,1,3:15.0,T. Daniels misses 2-pt jump shot from 8 ft,,11,21
79,1,3:15.0,,Defensive rebound by B. McLemore,11,21
80,1,3:10.0,,R. Gay makes 2-pt dunk at rim (assist by B. McLemore),11,23
81,1,2:48.0,K. Walker misses 2-pt jump shot from 8 ft (block by B. McLemore),,11,23
82,1,2:47.0,,Defensive rebound by D. Cousins,11,23
83,1,2:40.0,,Shooting foul by T. Hansbrough (drawn by R. Gay),11,23
84,1,2:40.0,,Sacramento full timeout,11,23
85,1,2:40.0,,M. Belinelli enters the game for B. McLemore,11,23
86,1,2:40.0,,R. Gay makes free throw 1 of 2,11,24
87,1,2:40.0,,R. Gay makes free throw 2 of 2,11,25
88,1,2:36.0,Personal foul by D. Collison (drawn by K. Walker),,11,25
89,1,2:24.0,Personal foul by M. Belinelli (drawn by M. Williams),,11,25
90,1,2:24.0,M. Williams makes free throw 1 of 2,,12,25
91,1,2:24.0,M. Williams makes free throw 2 of 2,,13,25
92,1,2:14.0,,Personal foul by T. Daniels (drawn by M. Belinelli),13,25
93,1,2:04.0,,D. Cousins makes 2-pt jump shot from 4 ft (assist by D. Collison),13,27
94,1,1:43.0,F. Kaminsky misses 2-pt jump shot from 7 ft,,13,27
95,1,1:43.0,,Defensive rebound by D. Cousins,13,27
96,1,1:37.0,,D. Cousins makes 2-pt layup from 3 ft,13,29
97,1,1:22.0,K. Walker misses 2-pt jump shot from 20 ft,,13,29
98,1,1:21.0,,Defensive rebound by O. Casspi,13,29
99,1,1:13.0,,Personal block foul by T. Hansbrough (drawn by D. Cousins),13,29
100,1,1:13.0,,K. Koufos enters the game for R. Gay,13,29
101,1,1:05.0,,Turnover by O. Casspi (bad pass),13,29
102,1,0:52.0,T. Daniels misses 3-pt jump shot from 25 ft,,13,29
103,1,0:52.0,,Defensive rebound by O. Casspi,13,29
104,1,0:39.0,,Offensive foul by D. Cousins (drawn by M. Williams),13,29
105,1,0:39.0,,Turnover by D. Cousins (offensive foul),13,29
106,1,0:39.0,,W. Cauley-Stein enters the game for D. Cousins,13,29
107,1,0:33.0,Personal foul by K. Koufos (drawn by K. Walker),,13,29
108,1,0:33.0,K. Walker makes free throw 1 of 2,,14,29
109,1,0:33.0,K. Walker misses free throw 2 of 2,,14,29
110,1,0:32.0,,Defensive rebound by O. Casspi,14,29
111,1,0:25.0,,D. Collison makes 2-pt jump shot from 5 ft,14,31
112,1,0:02.0,Shooting foul by D. Collison (drawn by K. Walker),,14,31
113,1,0:02.0,K. Walker makes free throw 1 of 2,,15,31
114,1,0:02.0,K. Walker makes free throw 2 of 2,,16,31
115,1,0:00.0,,M. Belinelli misses 3-pt jump shot from 48 ft,16,31
116,1,0:00.0,,Offensive rebound by Team,16,31
117,2,11:40.0,T. Daniels makes 3-pt jump shot from 23 ft (assist by B. Roberts),,19,31
118,2,11:24.0,,M. Belinelli misses 2-pt jump shot from 22 ft,19,31
119,2,11:24.0,Defensive rebound by T. Daniels,,19,31
120,2,11:15.0,F. Kaminsky misses 3-pt jump shot from 24 ft,,19,31
121,2,11:15.0,,Defensive rebound by K. Koufos,19,31
122,2,11:07.0,,D. Collison makes 2-pt layup from 2 ft,19,33
123,2,11:07.0,,Shooting foul by T. Hansbrough (drawn by D. Collison),19,33
124,2,11:07.0,,D. Collison makes free throw 1 of 1,19,34
125,2,11:00.0,Charlotte full timeout,,19,34
126,2,10:51.0,F. Kaminsky misses 2-pt jump shot from 5 ft,,19,34
127,2,10:49.0,Offensive rebound by T. Hansbrough,,19,34
128,2,10:40.0,T. Daniels makes 3-pt jump shot from 23 ft (assist by F. Kaminsky),,22,34
129,2,10:24.0,,Personal foul by T. Daniels (drawn by O. Casspi),22,34
130,2,10:24.0,A. Harrison enters the game for T. Daniels,,22,34
131,2,10:19.0,,Personal foul by B. Roberts (drawn by D. Collison),22,34
132,2,10:10.0,,O. Casspi makes 3-pt jump shot from 24 ft (assist by D. Collison),22,37
133,2,9:56.0,J. Lin makes 2-pt jump shot from 8 ft,,24,37
134,2,9:49.0,,Turnover by O. Casspi (bad pass),24,37
135,2,9:35.0,B. Roberts misses 2-pt jump shot from 9 ft,,24,37
136,2,9:34.0,,Defensive rebound by K. Koufos,24,37
137,2,9:24.0,,O. Casspi misses 2-pt jump shot from 3 ft,24,37
138,2,9:22.0,Defensive rebound by T. Hansbrough,,24,37
139,2,9:20.0,,Loose ball foul by K. Koufos (drawn by T. Hansbrough),24,37
140,2,9:08.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,24,37
141,2,9:07.0,,Defensive rebound by K. Koufos,24,37
142,2,8:54.0,,M. Belinelli misses 3-pt jump shot from 24 ft,24,37
143,2,8:54.0,Defensive rebound by T. Hansbrough,,24,37
144,2,8:44.0,B. Roberts makes 3-pt jump shot from 24 ft,,27,37
145,2,8:24.0,,K. Koufos misses 2-pt hook shot from 9 ft,27,37
146,2,8:24.0,Defensive rebound by F. Kaminsky,,27,37
147,2,8:11.0,Personal foul by M. Belinelli (drawn by J. Lin),,27,37
148,2,8:11.0,,D. Cousins enters the game for D. Collison,27,37
149,2,8:11.0,,R. Rondo enters the game for K. Koufos,27,37
150,2,8:11.0,S. Hawes enters the game for T. Hansbrough,,27,37
151,2,8:03.0,J. Lin makes 3-pt jump shot from 24 ft (assist by B. Roberts),,30,37
152,2,7:51.0,,D. Cousins misses 2-pt hook shot from 5 ft,30,37
153,2,7:50.0,Defensive rebound by J. Lin,,30,37
154,2,7:42.0,J. Lin makes 2-pt layup from 2 ft,,32,37
155,2,7:38.0,,Sacramento full timeout,32,37
156,2,7:38.0,,B. McLemore enters the game for M. Belinelli,32,37
157,2,7:16.0,,D. Cousins makes 2-pt jump shot from 17 ft,32,39
158,2,7:01.0,Turnover by F. Kaminsky (bad pass; steal by D. Cousins),,32,39
159,2,6:55.0,,D. Cousins makes 2-pt layup from 2 ft (assist by R. Rondo),32,41
160,2,6:34.0,B. Roberts makes 2-pt jump shot from 20 ft,,34,41
161,2,6:19.0,,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by R. Rondo),34,43
162,2,6:02.0,J. Lin misses 2-pt jump shot from 15 ft,,34,43
163,2,6:00.0,,Defensive rebound by W. Cauley-Stein,34,43
164,2,5:49.0,,D. Cousins misses 2-pt layup from 1 ft,34,43
165,2,5:48.0,Defensive rebound by F. Kaminsky,,34,43
166,2,5:40.0,S. Hawes makes 2-pt layup from 1 ft (assist by J. Lin),,36,43
167,2,5:12.0,,R. Rondo misses 2-pt jump shot from 16 ft,36,43
168,2,5:12.0,,Offensive rebound by W. Cauley-Stein,36,43
169,2,5:09.0,,Turnover by B. McLemore (dbl dribble),36,43
170,2,5:09.0,,R. Gay enters the game for O. Casspi,36,43
171,2,5:09.0,M. Williams enters the game for F. Kaminsky,,36,43
172,2,4:49.0,Shooting foul by B. McLemore (drawn by B. Roberts),,36,43
173,2,4:49.0,B. Roberts makes free throw 1 of 2,,37,43
174,2,4:49.0,B. Roberts makes free throw 2 of 2,,38,43
175,2,4:37.0,,Personal foul by M. Williams (drawn by D. Cousins),38,43
176,2,4:37.0,P. Hairston enters the game for A. Harrison,,38,43
177,2,4:29.0,,D. Cousins makes 2-pt jump shot from 4 ft (assist by R. Rondo),38,45
178,2,4:29.0,,Shooting foul by S. Hawes (drawn by D. Cousins),38,45
179,2,4:29.0,,D. Cousins misses free throw 1 of 1,38,45
180,2,4:27.0,,Offensive rebound by R. Gay,38,45
181,2,4:24.0,,Turnover by R. Gay (lost ball; steal by M. Williams),38,45
182,2,4:12.0,M. Williams misses 3-pt jump shot from 25 ft,,38,45
183,2,4:12.0,,Defensive rebound by R. Rondo,38,45
184,2,3:59.0,,B. McLemore misses 3-pt jump shot from 24 ft,38,45
185,2,3:59.0,Defensive rebound by P. Hairston,,38,45
186,2,3:52.0,Turnover by J. Lin (offensive foul),,38,45
187,2,3:52.0,,Offensive charge foul by J. Lin (drawn by D. Cousins),38,45
188,2,3:52.0,K. Walker enters the game for B. Roberts,,38,45
189,2,3:52.0,,D. Collison enters the game for B. McLemore,38,45
190,2,3:39.0,,D. Cousins misses 3-pt jump shot from 25 ft,38,45
191,2,3:39.0,Defensive rebound by J. Lin,,38,45
192,2,3:32.0,,Violation by W. Cauley-Stein (def goaltending),38,45
193,2,3:32.0,P. Hairston makes 2-pt jump shot from 7 ft,,40,45
194,2,3:32.0,Shooting foul by R. Rondo (drawn by P. Hairston),,40,45
195,2,3:32.0,P. Hairston misses free throw 1 of 1,,40,45
196,2,3:31.0,Offensive rebound by M. Williams,,40,45
197,2,3:26.0,P. Hairston misses 3-pt jump shot from 25 ft,,40,45
198,2,3:25.0,,Defensive rebound by D. Cousins,40,45
199,2,3:06.0,,D. Cousins makes 2-pt dunk at rim (assist by D. Collison),40,47
200,2,2:50.0,M. Williams misses 3-pt jump shot from 25 ft,,40,47
201,2,2:50.0,Offensive rebound by S. Hawes,,40,47
202,2,2:46.0,M. Williams misses 2-pt layup from 1 ft,,40,47
203,2,2:43.0,,Defensive rebound by R. Gay,40,47
204,2,2:37.0,,Shooting foul by K. Walker (drawn by D. Cousins),40,47
205,2,2:37.0,Official timeout,,40,47
206,2,2:37.0,,D. Cousins misses free throw 1 of 2,40,47
207,2,2:37.0,,Offensive rebound by Team,40,47
208,2,2:37.0,,D. Cousins makes free throw 2 of 2,40,48
209,2,2:25.0,S. Hawes makes 2-pt dunk at rim (assist by J. Lin),,42,48
210,2,1:59.0,,D. Cousins makes 2-pt hook shot from 7 ft (assist by R. Rondo),42,50
211,2,1:44.0,J. Lin makes 2-pt jump shot from 13 ft,,44,50
212,2,1:38.0,,W. Cauley-Stein misses 2-pt layup from 1 ft,44,50
213,2,1:37.0,Defensive rebound by S. Hawes,,44,50
214,2,1:26.0,J. Lin misses 3-pt jump shot from 26 ft,,44,50
215,2,1:25.0,,Defensive rebound by Team,44,50
216,2,1:25.0,Loose ball foul by S. Hawes (drawn by D. Cousins),,44,50
217,2,1:25.0,,D. Cousins makes free throw 1 of 2,44,51
218,2,1:25.0,,D. Cousins makes free throw 2 of 2,44,52
219,2,1:07.0,Turnover by S. Hawes (bad pass; steal by W. Cauley-Stein),,44,52
220,2,0:59.0,,D. Collison makes 2-pt layup from 2 ft,44,54
221,2,0:48.0,K. Walker misses 2-pt jump shot from 19 ft,,44,54
222,2,0:47.0,Offensive rebound by M. Williams,,44,54
223,2,0:43.0,J. Lin makes 2-pt layup from 2 ft (assist by M. Williams),,46,54
224,2,0:38.0,,Turnover by R. Gay (offensive foul),46,54
225,2,0:38.0,Offensive charge foul by R. Gay (drawn by P. Hairston),,46,54
226,2,0:38.0,,K. Koufos enters the game for D. Cousins,46,54
227,2,0:38.0,F. Kaminsky enters the game for S. Hawes,,46,54
228,2,0:32.0,,Violation by K. Koufos (kicked ball),46,54
229,2,0:27.0,F. Kaminsky misses 2-pt jump shot from 5 ft (block by K. Koufos),,46,54
230,2,0:25.0,,Defensive rebound by W. Cauley-Stein,46,54
231,2,0:19.0,,Sacramento full timeout,46,54
232,2,0:19.0,,D. Cousins enters the game for W. Cauley-Stein,46,54
233,2,0:19.0,,O. Casspi enters the game for K. Koufos,46,54
234,2,0:06.0,,R. Gay makes 2-pt hook shot from 6 ft (assist by R. Rondo),46,56
235,2,0:00.0,K. Walker misses 2-pt layup from 4 ft (block by R. Gay),,46,56
236,2,0:00.0,Offensive rebound by Team,,46,56
237,3,11:47.0,M. Williams makes 2-pt layup from 3 ft (assist by J. Lin),,48,56
238,3,11:34.0,Offensive charge foul by B. McLemore (drawn by J. Lin),,48,56
239,3,11:34.0,,Turnover by B. McLemore (offensive foul),48,56
240,3,11:19.0,M. Williams makes 2-pt jump shot from 19 ft (assist by J. Lin),,50,56
241,3,11:04.0,,Turnover by D. Cousins (lost ball; steal by K. Walker),50,56
242,3,11:03.0,Personal foul by R. Rondo (drawn by K. Walker),,50,56
243,3,10:50.0,S. Hawes makes 3-pt jump shot from 25 ft (assist by J. Lin),,53,56
244,3,10:33.0,,Shooting foul by S. Hawes (drawn by D. Cousins),53,56
245,3,10:33.0,,D. Cousins makes free throw 1 of 2,53,57
246,3,10:33.0,,D. Cousins misses free throw 2 of 2,53,57
247,3,10:32.0,,Offensive rebound by W. Cauley-Stein,53,57
248,3,10:30.0,,Turnover by W. Cauley-Stein (lost ball),53,57
249,3,10:12.0,M. Williams makes 3-pt jump shot from 23 ft (assist by K. Walker),,56,57
250,3,9:55.0,,D. Cousins makes 2-pt hook shot from 6 ft (assist by R. Rondo),56,59
251,3,9:55.0,,Shooting foul by S. Hawes (drawn by D. Cousins),56,59
252,3,9:55.0,,D. Cousins makes free throw 1 of 1,56,60
253,3,9:37.0,P. Hairston makes 3-pt jump shot from 23 ft (assist by J. Lin),,59,60
254,3,9:28.0,,D. Cousins makes 2-pt dunk at rim (assist by R. Rondo),59,62
255,3,9:08.0,S. Hawes makes 3-pt jump shot from 25 ft (assist by K. Walker),,62,62
256,3,9:01.0,,D. Cousins makes 2-pt layup from 2 ft (assist by R. Rondo),62,64
257,3,8:43.0,Personal foul by R. Rondo (drawn by S. Hawes),,62,64
258,3,8:43.0,,J. Anderson enters the game for W. Cauley-Stein,62,64
259,3,8:43.0,,D. Collison enters the game for B. McLemore,62,64
260,3,8:38.0,Personal foul by R. Gay (drawn by J. Lin),,62,64
261,3,8:28.0,,Offensive charge foul by M. Williams (drawn by D. Collison),62,64
262,3,8:28.0,Turnover by M. Williams (offensive foul),,62,64
263,3,8:18.0,,R. Rondo misses 2-pt jump shot from 16 ft,62,64
264,3,8:16.0,Defensive rebound by S. Hawes,,62,64
265,3,8:03.0,J. Lin makes 3-pt jump shot from 25 ft,,65,64
266,3,7:47.0,,D. Collison makes 3-pt jump shot from 23 ft (assist by J. Anderson),65,67
267,3,7:25.0,S. Hawes makes 3-pt jump shot from 25 ft (assist by J. Lin),,68,67
268,3,7:07.0,,D. Cousins misses 2-pt jump shot from 18 ft,68,67
269,3,7:06.0,Defensive rebound by K. Walker,,68,67
270,3,6:53.0,S. Hawes makes 3-pt jump shot from 27 ft (assist by K. Walker),,71,67
271,3,6:45.0,,D. Cousins makes 2-pt dunk at rim (assist by R. Rondo),71,69
272,3,6:28.0,K. Walker misses 2-pt jump shot from 6 ft,,71,69
273,3,6:27.0,,Defensive rebound by R. Rondo,71,69
274,3,6:20.0,,D. Cousins misses 3-pt jump shot from 26 ft,71,69
275,3,6:19.0,Defensive rebound by S. Hawes,,71,69
276,3,6:07.0,M. Williams makes 2-pt dunk at rim,,73,69
277,3,6:06.0,,Sacramento full timeout,73,69
278,3,5:52.0,,Shooting foul by P. Hairston (drawn by D. Collison),73,69
279,3,5:52.0,Technical foul by P. Hairston,,73,69
280,3,5:52.0,,D. Collison makes technical free throw,73,70
281,3,5:52.0,,D. Collison makes free throw 1 of 2,73,71
282,3,5:52.0,,D. Collison makes free throw 2 of 2,73,72
283,3,5:28.0,K. Walker misses 3-pt jump shot from 24 ft,,73,72
284,3,5:27.0,,Defensive rebound by R. Rondo,73,72
285,3,5:24.0,,Turnover by D. Cousins (offensive goaltending),73,72
286,3,5:10.0,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),,76,72
287,3,4:47.0,,J. Anderson misses 3-pt jump shot from 23 ft,76,72
288,3,4:45.0,Defensive rebound by J. Lin,,76,72
289,3,4:43.0,Offensive foul by J. Lin (drawn by D. Cousins),,76,72
290,3,4:43.0,Turnover by J. Lin (offensive foul),,76,72
291,3,4:43.0,T. Hansbrough enters the game for S. Hawes,,76,72
292,3,4:43.0,,O. Casspi enters the game for R. Gay,76,72
293,3,4:33.0,,Turnover by R. Rondo (bad pass; steal by P. Hairston),76,72
294,3,4:33.0,Personal foul by D. Cousins (drawn by T. Hansbrough),,76,72
295,3,4:33.0,,Technical foul by D. Cousins,76,72
296,3,4:33.0,K. Walker makes technical free throw,,77,72
297,3,4:21.0,M. Williams misses 2-pt jump shot from 8 ft (block by D. Cousins),,77,72
298,3,4:19.0,Offensive rebound by M. Williams,,77,72
299,3,4:18.0,M. Williams makes 2-pt jump shot from 3 ft,,79,72
300,3,4:02.0,,D. Cousins makes 2-pt jump shot from 4 ft (assist by R. Rondo),79,74
301,3,3:45.0,J. Lin misses 2-pt jump shot from 14 ft,,79,74
302,3,3:45.0,,Defensive rebound by D. Cousins,79,74
303,3,3:38.0,,Shooting block foul by M. Williams (drawn by O. Casspi),79,74
304,3,3:38.0,,O. Casspi makes free throw 1 of 2,79,75
305,3,3:38.0,T. Daniels enters the game for J. Lin,,79,75
306,3,3:38.0,,W. Cauley-Stein enters the game for R. Rondo,79,75
307,3,3:38.0,,O. Casspi makes free throw 2 of 2,79,76
308,3,3:25.0,M. Williams misses 3-pt jump shot from 25 ft,,79,76
309,3,3:24.0,Offensive rebound by T. Daniels,,79,76
310,3,3:10.0,K. Walker misses 2-pt jump shot from 21 ft,,79,76
311,3,3:07.0,Offensive rebound by M. Williams,,79,76
312,3,3:07.0,M. Williams makes 2-pt layup from 2 ft,,81,76
313,3,2:53.0,,D. Cousins makes 2-pt hook shot from 4 ft (assist by D. Collison),81,78
314,3,2:35.0,T. Hansbrough misses 2-pt layup from 2 ft,,81,78
315,3,2:34.0,,Defensive rebound by D. Cousins,81,78
316,3,2:20.0,,W. Cauley-Stein makes 2-pt jump shot from 12 ft (assist by D. Cousins),81,80
317,3,1:58.0,P. Hairston misses 3-pt jump shot from 25 ft,,81,80
318,3,1:58.0,,Defensive rebound by O. Casspi,81,80
319,3,1:50.0,,D. Collison misses 2-pt jump shot from 5 ft,81,80
320,3,1:50.0,Defensive rebound by T. Daniels,,81,80
321,3,1:39.0,T. Daniels makes 3-pt jump shot from 25 ft (assist by K. Walker),,84,80
322,3,1:21.0,,O. Casspi misses 3-pt jump shot from 24 ft,84,80
323,3,1:21.0,,Offensive rebound by Team,84,80
324,3,1:21.0,Loose ball foul by T. Hansbrough (drawn by W. Cauley-Stein),,84,80
325,3,1:21.0,Charlotte full timeout,,84,80
326,3,1:21.0,F. Kaminsky enters the game for M. Williams,,84,80
327,3,1:21.0,,M. Belinelli enters the game for D. Cousins,84,80
328,3,1:21.0,,K. Koufos enters the game for J. Anderson,84,80
329,3,1:21.0,,W. Cauley-Stein misses free throw 1 of 2,84,80
330,3,1:21.0,,Offensive rebound by Team,84,80
331,3,1:21.0,,W. Cauley-Stein makes free throw 2 of 2,84,81
332,3,1:07.0,T. Daniels makes 2-pt jump shot from 21 ft (assist by K. Walker),,86,81
333,3,0:56.0,,O. Casspi makes 3-pt jump shot from 24 ft (assist by M. Belinelli),86,84
334,3,0:37.0,P. Hairston misses 2-pt jump shot from 6 ft,,86,84
335,3,0:36.0,Offensive rebound by T. Hansbrough,,86,84
336,3,0:36.0,T. Hansbrough misses 2-pt layup from 3 ft,,86,84
337,3,0:35.0,,Defensive rebound by O. Casspi,86,84
338,3,0:25.0,,M. Belinelli misses 3-pt jump shot from 25 ft,86,84
339,3,0:24.0,Defensive rebound by K. Walker,,86,84
340,3,0:02.0,K. Walker makes 2-pt jump shot from 15 ft,,88,84
341,4,11:46.0,,O. Casspi misses 2-pt jump shot from 5 ft,88,84
342,4,11:45.0,Defensive rebound by F. Kaminsky,,88,84
343,4,11:30.0,T. Daniels misses 2-pt jump shot from 12 ft,,88,84
344,4,11:29.0,,Defensive rebound by O. Casspi,88,84
345,4,11:08.0,,D. Collison misses 2-pt jump shot from 19 ft,88,84
346,4,11:07.0,Defensive rebound by F. Kaminsky,,88,84
347,4,10:53.0,Shooting foul by W. Cauley-Stein (drawn by T. Daniels),,88,84
348,4,10:53.0,T. Daniels misses free throw 1 of 2,,88,84
349,4,10:53.0,Offensive rebound by Team,,88,84
350,4,10:53.0,,R. Gay enters the game for W. Cauley-Stein,88,84
351,4,10:53.0,T. Daniels misses free throw 2 of 2,,88,84
352,4,10:52.0,,Defensive rebound by O. Casspi,88,84
353,4,10:32.0,,R. Gay misses 3-pt jump shot from 25 ft,88,84
354,4,10:31.0,Defensive rebound by J. Lin,,88,84
355,4,10:22.0,J. Lin misses 2-pt jump shot from 19 ft,,88,84
356,4,10:21.0,,Defensive rebound by R. Gay,88,84
357,4,10:07.0,,O. Casspi misses 3-pt jump shot from 26 ft,88,84
358,4,10:06.0,Defensive rebound by T. Daniels,,88,84
359,4,9:50.0,F. Kaminsky makes 2-pt jump shot from 5 ft,,90,84
360,4,9:39.0,,D. Collison misses 2-pt jump shot from 8 ft,90,84
361,4,9:38.0,Defensive rebound by T. Daniels,,90,84
362,4,9:33.0,J. Lin misses 2-pt jump shot from 4 ft (block by R. Gay),,90,84
363,4,9:32.0,Offensive rebound by T. Daniels,,90,84
364,4,9:23.0,T. Hansbrough makes 2-pt dunk at rim (assist by J. Lin),,92,84
365,4,9:23.0,,Sacramento full timeout,92,84
366,4,9:23.0,,D. Cousins enters the game for K. Koufos,92,84
367,4,9:06.0,,Personal foul by T. Hansbrough (drawn by D. Cousins),92,84
368,4,8:55.0,,O. Casspi makes 3-pt jump shot from 26 ft (assist by D. Collison),92,87
369,4,8:37.0,J. Lin misses 2-pt layup from 2 ft,,92,87
370,4,8:36.0,,Defensive rebound by M. Belinelli,92,87
371,4,8:24.0,,M. Belinelli makes 2-pt layup from 4 ft (assist by D. Cousins),92,89
372,4,7:57.0,T. Daniels misses 3-pt jump shot from 22 ft,,92,89
373,4,7:56.0,,Defensive rebound by D. Cousins,92,89
374,4,7:46.0,,Turnover by R. Gay (lost ball; steal by F. Kaminsky),92,89
375,4,7:42.0,Personal foul by O. Casspi (drawn by B. Roberts),,92,89
376,4,7:42.0,,R. Rondo enters the game for D. Collison,92,89
377,4,7:23.0,B. Roberts misses 2-pt jump shot from 16 ft,,92,89
378,4,7:21.0,Offensive rebound by T. Hansbrough,,92,89
379,4,7:14.0,Turnover by B. Roberts (bad pass),,92,89
380,4,7:14.0,S. Hawes enters the game for T. Hansbrough,,92,89
