,QUARTER,TIME_REMAINING,INDIANA_ACTION,CHARLOTTE_ACTION,INDIANA_SCORE,CHARLOTTE_SCORE
42,1,5:55.0,M. Ellis misses 3-pt jump shot from 25 ft,,16,16
43,1,5:53.0,,Defensive rebound by M. Williams,16,16
44,1,5:44.0,,K. Walker misses 2-pt jump shot from 14 ft,16,16
45,1,5:43.0,Defensive rebound by I. Mahinmi,,16,16
46,1,5:35.0,P. George misses 2-pt jump shot from 14 ft,,16,16
47,1,5:34.0,Offensive rebound by I. Mahinmi,,16,16
48,1,5:27.0,P. George misses 3-pt jump shot from 22 ft,,16,16
49,1,5:26.0,,Defensive rebound by K. Walker,16,16
50,1,5:17.0,,C. Zeller misses 2-pt jump shot from 18 ft,16,16
51,1,5:16.0,Defensive rebound by G. Hill,,16,16
52,1,5:09.0,I. Mahinmi misses 2-pt dunk at rim (block by N. Batum),,16,16
53,1,5:07.0,Offensive rebound by M. Ellis,,16,16
54,1,5:07.0,M. Ellis misses 2-pt layup from 1 ft (block by C. Zeller),,16,16
55,1,5:04.0,,Defensive rebound by N. Batum,16,16
56,1,4:52.0,,Turnover by N. Batum (bad pass; steal by P. George),16,16
57,1,4:45.0,G. Hill makes 2-pt jump shot from 19 ft (assist by P. George),,18,16
58,1,4:45.0,,Charlotte full timeout,18,16
59,1,4:45.0,,A. Jefferson enters the game for C. Zeller,18,16
60,1,4:45.0,R. Stuckey enters the game for G. Hill,,18,16
61,1,4:25.0,,Turnover by N. Batum (bad pass; steal by P. George),18,16
62,1,4:09.0,I. Mahinmi makes 2-pt layup from 1 ft (assist by M. Ellis),,20,16
63,1,3:45.0,,A. Jefferson makes 2-pt jump shot from 7 ft,20,18
64,1,3:30.0,P. George misses 2-pt layup at rim (block by A. Jefferson),,20,18
65,1,3:28.0,Offensive rebound by P. George,,20,18
66,1,3:28.0,P. George misses 2-pt layup from 1 ft (block by N. Batum),,20,18
67,1,3:28.0,Offensive rebound by P. George,,20,18
68,1,3:28.0,Shooting foul by A. Jefferson (drawn by P. George),,20,18
69,1,3:28.0,P. George makes free throw 1 of 2,,21,18
70,1,3:28.0,,J. Lin enters the game for C. Lee,21,18
71,1,3:28.0,P. George makes free throw 2 of 2,,22,18
72,1,3:14.0,,N. Batum makes 2-pt layup from 1 ft,22,20
73,1,3:00.0,R. Stuckey makes 2-pt jump shot from 9 ft (assist by P. George),,24,20
74,1,3:00.0,Shooting foul by J. Lin (drawn by R. Stuckey),,24,20
75,1,3:00.0,,F. Kaminsky enters the game for M. Williams,24,20
76,1,3:00.0,M. Turner enters the game for S. Hill,,24,20
77,1,3:00.0,R. Stuckey makes free throw 1 of 1,,25,20
78,1,2:46.0,,N. Batum misses 3-pt jump shot from 26 ft,25,20
79,1,2:45.0,Defensive rebound by I. Mahinmi,,25,20
80,1,2:39.0,M. Ellis misses 2-pt jump shot from 6 ft,,25,20
81,1,2:38.0,,Defensive rebound by A. Jefferson,25,20
82,1,2:29.0,,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by K. Walker),25,23
83,1,2:14.0,Turnover by M. Ellis (bad pass),,25,23
84,1,2:10.0,,K. Walker makes 2-pt layup from 1 ft,25,25
85,1,2:10.0,,Shooting foul by M. Turner (drawn by K. Walker),25,25
86,1,2:10.0,J. Hill enters the game for I. Mahinmi,,25,25
87,1,2:10.0,,K. Walker makes free throw 1 of 1,25,26
88,1,1:53.0,M. Ellis misses 3-pt jump shot from 25 ft,,25,26
89,1,1:51.0,,Defensive rebound by N. Batum,25,26
90,1,1:32.0,,Personal foul by M. Ellis (drawn by K. Walker),25,26
91,1,1:32.0,G. Hill enters the game for M. Ellis,,25,26
92,1,1:23.0,,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by K. Walker),25,29
93,1,1:03.0,P. George makes 3-pt jump shot from 24 ft (assist by M. Turner),,28,29
94,1,0:50.0,,K. Walker makes 2-pt jump shot from 12 ft,28,31
95,1,0:33.0,Shooting foul by A. Jefferson (drawn by M. Turner),,28,31
96,1,0:33.0,M. Turner makes free throw 1 of 2,,29,31
97,1,0:33.0,M. Turner makes free throw 2 of 2,,30,31
98,1,0:24.0,,F. Kaminsky misses 2-pt jump shot from 6 ft,30,31
99,1,0:22.0,,Offensive rebound by N. Batum,30,31
100,1,0:00.0,,K. Walker misses 3-pt jump shot from 25 ft,30,31
101,1,0:00.0,,Offensive rebound by Team,30,31
102,2,11:45.0,R. Stuckey misses 2-pt jump shot from 3 ft,,30,31
103,2,11:44.0,,Defensive rebound by F. Kaminsky,30,31
104,2,11:33.0,,A. Jefferson misses 2-pt hook shot from 8 ft,30,31
105,2,11:32.0,Defensive rebound by J. Hill,,30,31
106,2,11:19.0,J. Hill makes 2-pt jump shot from 17 ft (assist by R. Stuckey),,32,31
107,2,10:56.0,,A. Jefferson makes 2-pt jump shot from 5 ft,32,33
108,2,10:38.0,G. Hill misses 3-pt jump shot from 24 ft,,32,33
109,2,10:37.0,,Defensive rebound by F. Kaminsky,32,33
110,2,10:27.0,,Shooting foul by C. Budinger (drawn by J. Lamb),32,33
111,2,10:27.0,,J. Lamb misses free throw 1 of 2,32,33
112,2,10:27.0,,Offensive rebound by Team,32,33
113,2,10:27.0,,J. Lamb makes free throw 2 of 2,32,34
114,2,10:15.0,M. Turner misses 2-pt jump shot from 14 ft,,32,34
115,2,10:14.0,,Defensive rebound by K. Walker,32,34
116,2,9:58.0,,A. Jefferson misses 2-pt jump shot from 4 ft,32,34
117,2,9:57.0,Defensive rebound by J. Hill,,32,34
118,2,9:49.0,Offensive foul by M. Turner (drawn by J. Lin),,32,34
119,2,9:49.0,Turnover by M. Turner (offensive foul),,32,34
120,2,9:48.0,,N. Batum enters the game for K. Walker,32,34
121,2,9:30.0,,Shooting foul by R. Stuckey (drawn by F. Kaminsky),32,34
122,2,9:30.0,,F. Kaminsky makes free throw 1 of 2,32,35
123,2,9:30.0,,F. Kaminsky makes free throw 2 of 2,32,36
124,2,9:17.0,R. Stuckey makes 2-pt jump shot from 20 ft (assist by J. Hill),,34,36
125,2,9:03.0,,J. Lin misses 2-pt jump shot from 18 ft,34,36
126,2,9:02.0,Defensive rebound by J. Hill,,34,36
127,2,8:45.0,C. Budinger makes 2-pt jump shot from 7 ft (assist by R. Stuckey),,36,36
128,2,8:24.0,,A. Jefferson misses 2-pt hook shot from 6 ft,36,36
129,2,8:22.0,Defensive rebound by C. Budinger,,36,36
130,2,8:16.0,R. Stuckey misses 2-pt layup from 2 ft,,36,36
131,2,8:16.0,,Defensive rebound by Team,36,36
132,2,8:16.0,Official timeout,,36,36
133,2,8:16.0,,C. Zeller enters the game for A. Jefferson,36,36
134,2,8:05.0,,N. Batum misses 2-pt jump shot from 15 ft,36,36
135,2,8:03.0,Defensive rebound by C. Budinger,,36,36
136,2,7:41.0,C. Budinger misses 3-pt jump shot from 22 ft,,36,36
137,2,7:41.0,Offensive rebound by Team,,36,36
138,2,7:30.0,J. Hill makes 2-pt layup from 1 ft (assist by C. Budinger),,38,36
139,2,7:19.0,,J. Lin misses 2-pt jump shot from 17 ft,38,36
140,2,7:18.0,Defensive rebound by R. Stuckey,,38,36
141,2,6:59.0,M. Turner misses 2-pt hook shot from 5 ft,,38,36
142,2,6:58.0,,Defensive rebound by J. Lamb,38,36
143,2,6:42.0,,J. Lin misses 2-pt jump shot from 14 ft,38,36
144,2,6:39.0,Defensive rebound by R. Stuckey,,38,36
145,2,6:32.0,R. Stuckey misses 2-pt jump shot from 18 ft,,38,36
146,2,6:31.0,,Defensive rebound by J. Lamb,38,36
147,2,6:16.0,,C. Zeller makes 2-pt layup from 1 ft (assist by N. Batum),38,38
148,2,6:16.0,Indiana full timeout,,38,38
149,2,6:16.0,M. Ellis enters the game for R. Stuckey,,38,38
150,2,6:16.0,,C. Lee enters the game for J. Lamb,38,38
151,2,6:04.0,G. Hill misses 2-pt layup from 2 ft (block by C. Zeller),,38,38
152,2,6:02.0,Offensive rebound by G. Hill,,38,38
153,2,5:59.0,C. Budinger misses 3-pt jump shot from 23 ft,,38,38
154,2,5:58.0,,Defensive rebound by C. Lee,38,38
155,2,5:50.0,,Personal block foul by C. Budinger (drawn by J. Lin),38,38
156,2,5:40.0,,F. Kaminsky misses 3-pt jump shot from 23 ft,38,38
157,2,5:39.0,Defensive rebound by J. Hill,,38,38
158,2,5:17.0,J. Hill makes 2-pt hook shot from 7 ft,,40,38
159,2,4:59.0,,J. Lin makes 3-pt jump shot from 25 ft (assist by C. Zeller),40,41
160,2,4:40.0,M. Turner misses 3-pt jump shot from 25 ft,,40,41
161,2,4:39.0,,Defensive rebound by J. Lin,40,41
162,2,4:35.0,,J. Lin misses 2-pt layup from 2 ft (block by M. Turner),40,41
163,2,4:30.0,,Offensive rebound by N. Batum,40,41
164,2,4:30.0,,N. Batum makes 2-pt layup at rim,40,43
165,2,4:13.0,Shooting foul by N. Batum (drawn by M. Turner),,40,43
166,2,4:13.0,M. Turner makes free throw 1 of 2,,41,43
167,2,4:13.0,S. Hill enters the game for J. Hill,,41,43
168,2,4:13.0,P. George enters the game for C. Budinger,,41,43
169,2,4:13.0,,K. Walker enters the game for J. Lin,41,43
170,2,4:13.0,,M. Williams enters the game for F. Kaminsky,41,43
171,2,4:13.0,M. Turner makes free throw 2 of 2,,42,43
172,2,3:57.0,,N. Batum makes 2-pt dunk at rim,42,45
173,2,3:39.0,G. Hill misses 3-pt jump shot from 22 ft,,42,45
174,2,3:39.0,,Defensive rebound by Team,42,45
175,2,3:39.0,I. Mahinmi enters the game for M. Turner,,42,45
176,2,3:26.0,,N. Batum makes 2-pt jump shot from 12 ft (assist by K. Walker),42,47
177,2,3:15.0,Personal foul by C. Zeller (drawn by I. Mahinmi),,42,47
178,2,2:58.0,P. George misses 2-pt jump shot from 20 ft,,42,47
179,2,2:55.0,,Defensive rebound by C. Zeller,42,47
180,2,2:45.0,,C. Lee misses 2-pt jump shot from 13 ft,42,47
181,2,2:43.0,Defensive rebound by I. Mahinmi,,42,47
182,2,2:34.0,G. Hill misses 3-pt jump shot from 24 ft,,42,47
183,2,2:33.0,,Defensive rebound by M. Williams,42,47
184,2,2:24.0,,C. Zeller misses 2-pt layup from 2 ft,42,47
185,2,2:23.0,Defensive rebound by I. Mahinmi,,42,47
186,2,2:19.0,,Offensive charge foul by G. Hill (drawn by K. Walker),42,47
187,2,2:19.0,Turnover by G. Hill (offensive foul),,42,47
188,2,2:19.0,,Charlotte full timeout,42,47
189,2,2:05.0,,C. Lee misses 2-pt layup at rim (block by I. Mahinmi),42,47
190,2,2:03.0,Defensive rebound by I. Mahinmi,,42,47
191,2,1:49.0,S. Hill makes 3-pt jump shot from 23 ft (assist by P. George),,45,47
192,2,1:37.0,,K. Walker makes 3-pt jump shot from 25 ft,45,50
193,2,1:18.0,I. Mahinmi makes 2-pt layup from 1 ft (assist by M. Ellis),,47,50
194,2,1:01.0,,K. Walker makes 2-pt jump shot from 15 ft,47,52
195,2,0:43.0,I. Mahinmi misses 2-pt layup from 2 ft,,47,52
196,2,0:42.0,,Defensive rebound by C. Zeller,47,52
197,2,0:33.0,,C. Zeller misses 2-pt jump shot from 3 ft (block by P. George),47,52
198,2,0:32.0,Defensive rebound by S. Hill,,47,52
199,2,0:25.0,P. George makes 3-pt jump shot from 23 ft (assist by M. Ellis),,50,52
200,2,0:04.0,,K. Walker makes 3-pt jump shot from 25 ft,50,55
201,2,0:00.0,P. George misses 3-pt jump shot from 40 ft,,50,55
202,2,0:00.0,Offensive rebound by Team,,50,55
203,3,11:48.0,Turnover by I. Mahinmi (traveling),,50,55
204,3,11:33.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by N. Batum),50,58
205,3,11:15.0,P. George makes 2-pt layup from 2 ft (assist by I. Mahinmi),,52,58
206,3,11:01.0,,Turnover by K. Walker (bad pass; steal by P. George),52,58
207,3,10:50.0,Shooting foul by C. Zeller (drawn by I. Mahinmi),,52,58
208,3,10:50.0,I. Mahinmi makes 2-pt layup from 1 ft (assist by P. George),,54,58
209,3,10:50.0,I. Mahinmi misses free throw 1 of 1,,54,58
210,3,10:49.0,,Defensive rebound by C. Zeller,54,58
211,3,10:31.0,,K. Walker makes 2-pt layup at rim (assist by N. Batum),54,60
212,3,10:13.0,G. Hill makes 2-pt layup from 1 ft (assist by P. George),,56,60
213,3,10:05.0,,Shooting foul by P. George (drawn by N. Batum),56,60
214,3,10:05.0,,N. Batum makes free throw 1 of 2,56,61
215,3,10:05.0,,N. Batum makes free throw 2 of 2,56,62
216,3,9:55.0,M. Ellis misses 2-pt jump shot from 16 ft,,56,62
217,3,9:54.0,,Defensive rebound by C. Zeller,56,62
218,3,9:45.0,,Turnover by N. Batum (lost ball; steal by S. Hill),56,62
219,3,9:42.0,Personal foul by C. Lee (drawn by S. Hill),,56,62
220,3,9:22.0,G. Hill misses 2-pt jump shot from 14 ft,,56,62
221,3,9:21.0,,Defensive rebound by M. Williams,56,62
222,3,9:14.0,,N. Batum makes 3-pt jump shot from 26 ft (assist by K. Walker),56,65
223,3,8:58.0,M. Ellis makes 2-pt jump shot from 19 ft (assist by P. George),,58,65
224,3,8:26.0,,Turnover by C. Zeller (lost ball; steal by P. George),58,65
225,3,8:21.0,P. George misses 3-pt jump shot from 25 ft (block by C. Lee),,58,65
226,3,8:19.0,,Defensive rebound by C. Zeller,58,65
227,3,8:14.0,,K. Walker misses 3-pt jump shot from 24 ft,58,65
228,3,8:11.0,Defensive rebound by G. Hill,,58,65
229,3,7:51.0,Shooting foul by M. Williams (drawn by P. George),,58,65
230,3,7:51.0,P. George makes free throw 1 of 2,,59,65
231,3,7:51.0,P. George makes free throw 2 of 2,,60,65
232,3,7:38.0,,N. Batum misses 3-pt jump shot from 25 ft,60,65
233,3,7:37.0,Defensive rebound by M. Ellis,,60,65
234,3,7:25.0,G. Hill misses 2-pt layup from 2 ft,,60,65
235,3,7:24.0,,Defensive rebound by C. Zeller,60,65
236,3,7:13.0,,N. Batum makes 2-pt jump shot from 9 ft,60,67
237,3,6:51.0,P. George makes 2-pt jump shot from 11 ft,,62,67
238,3,6:36.0,Personal foul by N. Batum (drawn by P. George),,62,67
239,3,6:36.0,,Personal foul by P. George,62,67
240,3,6:25.0,,N. Batum makes 2-pt layup at rim (assist by K. Walker),62,69
241,3,6:15.0,P. George makes 3-pt jump shot from 23 ft (assist by S. Hill),,65,69
242,3,6:08.0,,Charlotte full timeout,65,69
243,3,6:02.0,,C. Zeller misses 2-pt layup from 1 ft,65,69
244,3,6:01.0,Defensive rebound by I. Mahinmi,,65,69
245,3,5:41.0,G. Hill misses 3-pt jump shot from 24 ft,,65,69
246,3,5:41.0,,Defensive rebound by Team,65,69
247,3,5:41.0,Loose ball foul by S. Hill (drawn by C. Zeller),,65,69
248,3,5:41.0,,A. Jefferson enters the game for C. Zeller,65,69
249,3,5:26.0,,Shooting foul by G. Hill (drawn by K. Walker),65,69
250,3,5:26.0,,K. Walker makes free throw 1 of 2,65,70
251,3,5:26.0,,K. Walker makes free throw 2 of 2,65,71
252,3,5:13.0,I. Mahinmi makes 2-pt jump shot from 6 ft,,67,71
253,3,4:50.0,,K. Walker misses 3-pt jump shot from 25 ft,67,71
254,3,4:49.0,Defensive rebound by P. George,,67,71
255,3,4:43.0,P. George makes 2-pt jump shot from 5 ft,,69,71
256,3,4:43.0,Shooting foul by N. Batum (drawn by P. George),,69,71
257,3,4:43.0,P. George makes free throw 1 of 1,,70,71
258,3,4:29.0,,N. Batum misses 2-pt layup from 2 ft (block by I. Mahinmi),70,71
259,3,4:26.0,Defensive rebound by S. Hill,,70,71
260,3,4:10.0,P. George misses 2-pt jump shot from 16 ft,,70,71
261,3,4:09.0,,Defensive rebound by M. Williams,70,71
262,3,3:58.0,,K. Walker misses 3-pt jump shot from 25 ft,70,71
263,3,3:57.0,Defensive rebound by I. Mahinmi,,70,71
264,3,3:45.0,M. Ellis makes 2-pt layup from 1 ft (assist by I. Mahinmi),,72,71
265,3,3:20.0,,N. Batum misses 3-pt jump shot from 26 ft,72,71
266,3,3:19.0,Defensive rebound by G. Hill,,72,71
267,3,3:17.0,P. George makes 2-pt layup from 1 ft (assist by G. Hill),,74,71
268,3,3:17.0,Shooting foul by N. Batum (drawn by P. George),,74,71
269,3,3:17.0,,F. Kaminsky enters the game for N. Batum,74,71
270,3,3:17.0,,J. Lin enters the game for M. Williams,74,71
271,3,3:17.0,M. Turner enters the game for S. Hill,,74,71
272,3,3:17.0,R. Stuckey enters the game for G. Hill,,74,71
273,3,3:17.0,P. George misses free throw 1 of 1,,74,71
274,3,3:15.0,,Defensive rebound by F. Kaminsky,74,71
275,3,3:04.0,,A. Jefferson makes 2-pt dunk at rim (assist by K. Walker),74,73
276,3,2:57.0,Shooting foul by A. Jefferson (drawn by M. Ellis),,74,73
277,3,2:57.0,Indiana full timeout,,74,73
278,3,2:57.0,J. Hill enters the game for I. Mahinmi,,74,73
279,3,2:57.0,M. Ellis misses free throw 1 of 2,,74,73
280,3,2:57.0,Offensive rebound by Team,,74,73
281,3,2:57.0,M. Ellis makes free throw 2 of 2,,75,73
282,3,2:43.0,,Turnover by J. Lin (bad pass; steal by P. George),75,73
283,3,2:39.0,M. Ellis makes 2-pt layup at rim (assist by R. Stuckey),,77,73
284,3,2:39.0,Shooting foul by A. Jefferson (drawn by M. Ellis),,77,73
285,3,2:39.0,M. Ellis makes free throw 1 of 1,,78,73
286,3,2:25.0,,C. Lee misses 3-pt jump shot from 25 ft,78,73
287,3,2:24.0,Defensive rebound by M. Turner,,78,73
288,3,2:12.0,M. Ellis makes 2-pt jump shot from 10 ft,,80,73
289,3,2:05.0,,Shooting foul by M. Turner (drawn by K. Walker),80,73
290,3,2:05.0,,K. Walker makes free throw 1 of 2,80,74
291,3,2:05.0,,K. Walker makes free throw 2 of 2,80,75
292,3,1:44.0,R. Stuckey makes 2-pt jump shot from 16 ft,,82,75
293,3,1:24.0,,J. Lin misses 2-pt jump shot from 10 ft,82,75
294,3,1:23.0,Defensive rebound by P. George,,82,75
295,3,1:17.0,M. Ellis misses 2-pt jump shot from 12 ft,,82,75
296,3,1:14.0,,Defensive rebound by A. Jefferson,82,75
297,3,1:11.0,,Shooting foul by M. Ellis (drawn by K. Walker),82,75
298,3,1:11.0,,K. Walker makes free throw 1 of 2,82,76
299,3,1:11.0,,K. Walker makes free throw 2 of 2,82,77
300,3,0:52.0,J. Hill misses 2-pt jump shot from 7 ft (block by A. Jefferson),,82,77
301,3,0:51.0,,Defensive rebound by J. Lin,82,77
302,3,0:40.0,,Shooting foul by J. Hill (drawn by A. Jefferson),82,77
303,3,0:40.0,,A. Jefferson makes free throw 1 of 2,82,78
304,3,0:40.0,,A. Jefferson misses free throw 2 of 2,82,78
305,3,0:39.0,Defensive rebound by M. Turner,,82,78
306,3,0:27.0,M. Ellis misses 2-pt layup from 1 ft,,82,78
307,3,0:26.0,Offensive rebound by J. Hill,,82,78
308,3,0:05.0,Turnover by R. Stuckey (bad pass; steal by J. Lin),,82,78
309,3,0:01.0,,J. Lin makes 2-pt layup at rim (assist by F. Kaminsky),82,80
310,4,11:41.0,,A. Jefferson makes 2-pt jump shot from 16 ft (assist by C. Lee),82,82
311,4,11:21.0,R. Stuckey misses 2-pt jump shot from 3 ft (block by J. Lin),,82,82
312,4,11:18.0,Offensive rebound by J. Hill,,82,82
313,4,11:16.0,J. Hill misses 2-pt layup from 1 ft,,82,82
314,4,11:16.0,,Defensive rebound by Team,82,82
315,4,11:13.0,,Personal foul by G. Hill (drawn by J. Lin),82,82
316,4,11:00.0,,A. Jefferson makes 2-pt jump shot from 13 ft (assist by J. Lamb),82,84
317,4,10:44.0,J. Hill makes 2-pt hook shot from 6 ft,,84,84
318,4,10:25.0,,A. Jefferson makes 2-pt layup from 1 ft,84,86
319,4,10:02.0,J. Hill misses 2-pt hook shot from 6 ft,,84,86
320,4,10:01.0,,Defensive rebound by A. Jefferson,84,86
321,4,9:52.0,,J. Lin makes 2-pt jump shot from 16 ft,84,88
322,4,9:52.0,Indiana full timeout,,84,88
323,4,9:52.0,I. Mahinmi enters the game for J. Hill,,84,88
324,4,9:38.0,M. Turner misses 2-pt jump shot from 17 ft,,84,88
325,4,9:37.0,Offensive rebound by G. Hill,,84,88
326,4,9:30.0,Personal foul by J. Lin (drawn by G. Hill),,84,88
327,4,9:25.0,Turnover by I. Mahinmi (bad pass; steal by A. Jefferson),,84,88
328,4,9:09.0,,A. Jefferson misses 2-pt layup from 2 ft,84,88
329,4,9:08.0,Defensive rebound by I. Mahinmi,,84,88
330,4,8:50.0,R. Stuckey misses 3-pt jump shot from 25 ft,,84,88
331,4,8:48.0,Offensive rebound by G. Hill,,84,88
332,4,8:42.0,Turnover by R. Stuckey (bad pass; steal by J. Lamb),,84,88
333,4,8:40.0,,Turnover by J. Lamb (bad pass; steal by C. Budinger),84,88
334,4,8:21.0,G. Hill misses 2-pt jump shot from 9 ft,,84,88
335,4,8:20.0,,Defensive rebound by A. Jefferson,84,88
336,4,8:11.0,,Personal foul by G. Hill (drawn by J. Lin),84,88
337,4,8:11.0,P. George enters the game for R. Stuckey,,84,88
338,4,8:11.0,M. Ellis enters the game for M. Turner,,84,88
339,4,8:11.0,S. Hill enters the game for C. Budinger,,84,88
340,4,8:11.0,,N. Batum enters the game for C. Lee,84,88
341,4,8:06.0,,Turnover by J. Lin (bad pass; steal by M. Ellis),84,88
342,4,8:03.0,Personal foul by J. Lamb (drawn by M. Ellis),,84,88
343,4,7:54.0,I. Mahinmi misses 2-pt jump shot from 3 ft (block by F. Kaminsky),,84,88
344,4,7:54.0,Offensive rebound by Team,,84,88
345,4,7:53.0,Turnover by P. George (bad pass; steal by A. Jefferson),,84,88
346,4,7:47.0,,J. Lamb misses 3-pt jump shot from 25 ft,84,88
347,4,7:45.0,,Offensive rebound by F. Kaminsky,84,88
348,4,7:35.0,,J. Lamb makes 2-pt layup from 1 ft (assist by A. Jefferson),84,90
349,4,7:19.0,G. Hill makes 3-pt jump shot from 23 ft (assist by I. Mahinmi),,87,90
350,4,7:12.0,,Charlotte full timeout,87,90
351,4,7:12.0,R. Stuckey enters the game for G. Hill,,87,90
352,4,6:57.0,,N. Batum makes 3-pt jump shot from 22 ft,87,93
353,4,6:39.0,M. Ellis makes 3-pt jump shot from 26 ft,,90,93
354,4,6:17.0,,Personal foul by P. George (drawn by J. Lin),90,93
355,4,6:17.0,,K. Walker enters the game for J. Lamb,90,93
356,4,6:10.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by K. Walker),90,96
357,4,5:46.0,M. Ellis misses 2-pt layup from 2 ft,,90,96
358,4,5:45.0,,Defensive rebound by F. Kaminsky,90,96
359,4,5:30.0,,J. Lin misses 3-pt jump shot from 26 ft,90,96
360,4,5:28.0,Defensive rebound by I. Mahinmi,,90,96
361,4,5:24.0,Turnover by M. Ellis (offensive foul),,90,96
362,4,5:24.0,,Offensive charge foul by M. Ellis (drawn by J. Lin),90,96
363,4,5:24.0,,C. Zeller enters the game for A. Jefferson,90,96
364,4,5:24.0,,M. Williams enters the game for F. Kaminsky,90,96
365,4,5:24.0,G. Hill enters the game for R. Stuckey,,90,96
366,4,5:12.0,,M. Williams misses 3-pt jump shot from 25 ft,90,96
367,4,5:10.0,,Offensive rebound by C. Zeller,90,96
368,4,5:00.0,,K. Walker makes 2-pt jump shot from 6 ft,90,98
369,4,4:52.0,G. Hill misses 3-pt jump shot from 25 ft,,90,98
370,4,4:51.0,,Defensive rebound by C. Zeller,90,98
371,4,4:39.0,,M. Williams makes 3-pt jump shot from 22 ft (assist by K. Walker),90,101
372,4,4:39.0,Indiana full timeout,,90,101
373,4,4:32.0,Offensive foul by I. Mahinmi (drawn by N. Batum),,90,101
374,4,4:32.0,Turnover by I. Mahinmi (offensive foul),,90,101
375,4,4:26.0,,Turnover by M. Williams (offensive foul),90,101
376,4,4:26.0,,Offensive foul by M. Williams (drawn by P. George),90,101
377,4,4:12.0,P. George makes 2-pt jump shot from 16 ft,,92,101
378,4,3:55.0,,M. Williams misses 3-pt jump shot from 24 ft,92,101
379,4,3:54.0,Defensive rebound by I. Mahinmi,,92,101
380,4,3:45.0,Shooting foul by J. Lin (drawn by M. Ellis),,92,101
381,4,3:45.0,M. Ellis makes free throw 1 of 2,,93,101
382,4,3:45.0,,C. Lee enters the game for J. Lin,93,101
383,4,3:45.0,M. Ellis makes free throw 2 of 2,,94,101
384,4,3:25.0,,C. Zeller makes 2-pt dunk at rim (assist by K. Walker),94,103
385,4,3:09.0,M. Ellis misses 3-pt jump shot from 23 ft,,94,103
386,4,3:08.0,,Defensive rebound by M. Williams,94,103
