,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,LA LAKERS_ACTION,MEMPHIS_SCORE,LA LAKERS_SCORE
49,1,4:51.0,,J. Clarkson misses 2-pt jump shot from 18 ft,16,14
50,1,4:49.0,Defensive rebound by M. Barnes,,16,14
51,1,4:37.0,Z. Randolph misses 2-pt layup from 3 ft,,16,14
52,1,4:35.0,Offensive rebound by B. Wright,,16,14
53,1,4:35.0,B. Wright makes 2-pt layup at rim,,18,14
54,1,4:11.0,,J. Randle misses 2-pt jump shot from 10 ft,18,14
55,1,4:10.0,Defensive rebound by M. Barnes,,18,14
56,1,4:05.0,Personal foul by J. Randle (drawn by Z. Randolph),,18,14
57,1,4:05.0,V. Carter enters the game for M. Barnes,,18,14
58,1,4:05.0,J. Green enters the game for B. Wright,,18,14
59,1,4:05.0,,B. Bass enters the game for R. Hibbert,18,14
60,1,3:56.0,Z. Randolph makes 2-pt hook shot from 9 ft (assist by M. Chalmers),,20,14
61,1,3:34.0,,Shooting foul by M. Chalmers (drawn by J. Randle),20,14
62,1,3:34.0,,J. Randle misses free throw 1 of 2,20,14
63,1,3:34.0,,Offensive rebound by Team,20,14
64,1,3:34.0,,J. Randle makes free throw 2 of 2,20,15
65,1,3:19.0,J. Green makes 2-pt layup from 1 ft (assist by V. Carter),,22,15
66,1,3:09.0,,Shooting foul by J. Green (drawn by J. Randle),22,15
67,1,3:09.0,,J. Randle makes free throw 1 of 2,22,16
68,1,3:09.0,,N. Young enters the game for A. Brown,22,16
69,1,3:09.0,,J. Randle misses free throw 2 of 2,22,16
70,1,3:06.0,Defensive rebound by Z. Randolph,,22,16
71,1,3:00.0,Turnover by M. Chalmers (bad pass; steal by L. Williams),,22,16
72,1,2:52.0,,J. Randle misses 2-pt layup from 3 ft (block by J. Green),22,16
73,1,2:51.0,Defensive rebound by J. Green,,22,16
74,1,2:45.0,P. Hairston misses 3-pt jump shot from 24 ft,,22,16
75,1,2:43.0,,Defensive rebound by N. Young,22,16
76,1,2:39.0,,Shooting foul by P. Hairston (drawn by N. Young),22,16
77,1,2:39.0,Memphis full timeout,,22,16
78,1,2:39.0,L. Stephenson enters the game for P. Hairston,,22,16
79,1,2:39.0,,L. Nance enters the game for J. Randle,22,16
80,1,2:39.0,,N. Young misses free throw 1 of 2,22,16
81,1,2:39.0,,Offensive rebound by Team,22,16
82,1,2:39.0,,N. Young makes free throw 2 of 2,22,17
83,1,2:19.0,M. Chalmers misses 2-pt jump shot from 18 ft,,22,17
84,1,2:16.0,,Defensive rebound by N. Young,22,17
85,1,2:08.0,,L. Williams makes 2-pt layup from 2 ft,22,19
86,1,1:51.0,V. Carter makes 3-pt jump shot from 26 ft (assist by Z. Randolph),,25,19
87,1,1:31.0,,L. Williams misses 3-pt jump shot from 26 ft,25,19
88,1,1:30.0,Defensive rebound by Z. Randolph,,25,19
89,1,1:18.0,J. Green misses 2-pt jump shot from 17 ft,,25,19
90,1,1:17.0,,Defensive rebound by L. Nance,25,19
91,1,1:02.0,,J. Clarkson makes 2-pt layup from 1 ft,25,21
92,1,0:46.0,J. Green makes 2-pt dunk at rim (assist by M. Chalmers),,27,21
93,1,0:40.0,,L. Williams makes 2-pt jump shot from 10 ft,27,23
94,1,0:30.0,Z. Randolph makes 2-pt jump shot from 9 ft (assist by M. Chalmers),,29,23
95,1,0:11.0,,J. Clarkson makes 2-pt jump shot from 7 ft,29,25
96,1,0:01.0,Z. Randolph makes 3-pt jump shot from 25 ft (assist by M. Chalmers),,32,25
97,2,11:42.0,V. Carter makes 3-pt jump shot from 26 ft (assist by M. Conley),,35,25
98,2,11:22.0,,N. Young misses 3-pt jump shot from 28 ft,35,25
99,2,11:20.0,,Offensive rebound by Team,35,25
100,2,11:18.0,,Turnover by L. Williams (bad pass; steal by J. Green),35,25
101,2,11:11.0,M. Chalmers misses 2-pt layup from 1 ft,,35,25
102,2,11:09.0,,Defensive rebound by L. Nance,35,25
103,2,11:03.0,,D. Russell misses 2-pt jump shot from 13 ft,35,25
104,2,11:00.0,,Offensive rebound by L. Nance,35,25
105,2,11:00.0,,L. Nance misses 2-pt dunk at rim,35,25
106,2,10:56.0,Defensive rebound by M. Chalmers,,35,25
107,2,10:50.0,L. Stephenson makes 2-pt layup from 1 ft (assist by M. Conley),,37,25
108,2,10:23.0,,D. Russell makes 3-pt jump shot from 24 ft,37,28
109,2,10:10.0,L. Stephenson misses 2-pt layup from 2 ft (block by N. Young),,37,28
110,2,10:08.0,Offensive rebound by J. Green,,37,28
111,2,10:07.0,J. Green misses 2-pt layup from 2 ft (block by N. Young),,37,28
112,2,10:04.0,,Defensive rebound by D. Russell,37,28
113,2,10:01.0,,Shooting foul by V. Carter (drawn by B. Bass),37,28
114,2,10:01.0,,B. Bass misses free throw 1 of 2,37,28
115,2,10:01.0,,Offensive rebound by Team,37,28
116,2,10:01.0,C. Andersen enters the game for M. Chalmers,,37,28
117,2,10:01.0,,B. Bass makes free throw 2 of 2,37,29
118,2,9:45.0,J. Green makes 2-pt jump shot from 19 ft (assist by M. Conley),,39,29
119,2,9:21.0,,L. Nance misses 2-pt hook shot from 2 ft,39,29
120,2,9:19.0,Defensive rebound by L. Stephenson,,39,29
121,2,9:14.0,J. Green makes 2-pt layup from 2 ft (assist by L. Stephenson),,41,29
122,2,9:09.0,,LA Lakers full timeout,41,29
123,2,8:59.0,,L. Williams makes 2-pt jump shot from 15 ft,41,31
124,2,8:45.0,Turnover by J. Green (bad pass),,41,31
125,2,8:33.0,,N. Young misses 3-pt jump shot from 25 ft,41,31
126,2,8:32.0,Defensive rebound by C. Andersen,,41,31
127,2,8:26.0,L. Stephenson makes 2-pt layup from 1 ft,,43,31
128,2,8:12.0,,D. Russell misses 2-pt jump shot from 16 ft,43,31
129,2,8:10.0,,Offensive rebound by L. Nance,43,31
130,2,8:07.0,,N. Young makes 3-pt jump shot from 25 ft (assist by L. Nance),43,34
131,2,7:43.0,V. Carter makes 3-pt jump shot from 28 ft,,46,34
132,2,7:29.0,,L. Williams makes 3-pt jump shot from 25 ft,46,37
133,2,7:25.0,Memphis full timeout,,46,37
134,2,7:25.0,M. Barnes enters the game for J. Green,,46,37
135,2,7:25.0,,R. Hibbert enters the game for B. Bass,46,37
136,2,7:25.0,,J. Randle enters the game for L. Nance,46,37
137,2,7:04.0,M. Conley makes 2-pt jump shot from 17 ft,,48,37
138,2,6:45.0,,Shooting foul by C. Andersen (drawn by L. Williams),48,37
139,2,6:45.0,,L. Williams misses free throw 1 of 2,48,37
140,2,6:45.0,,Offensive rebound by Team,48,37
141,2,6:45.0,,L. Williams makes free throw 2 of 2,48,38
142,2,6:31.0,V. Carter makes 3-pt jump shot from 25 ft (assist by M. Conley),,51,38
143,2,6:11.0,,N. Young misses 3-pt jump shot from 27 ft,51,38
144,2,6:09.0,Defensive rebound by V. Carter,,51,38
145,2,6:03.0,V. Carter makes 3-pt jump shot from 27 ft,,54,38
146,2,5:38.0,,R. Hibbert misses 2-pt jump shot from 4 ft (block by M. Barnes),54,38
147,2,5:36.0,Defensive rebound by M. Barnes,,54,38
148,2,5:27.0,L. Stephenson misses 2-pt jump shot from 1 ft,,54,38
149,2,5:26.0,Offensive rebound by L. Stephenson,,54,38
150,2,5:26.0,L. Stephenson misses 2-pt layup from 1 ft,,54,38
151,2,5:24.0,,Defensive rebound by J. Randle,54,38
152,2,5:24.0,Loose ball foul by L. Stephenson (drawn by J. Randle),,54,38
153,2,5:24.0,P. Hairston enters the game for V. Carter,,54,38
154,2,5:24.0,,J. Clarkson enters the game for L. Williams,54,38
155,2,4:58.0,,J. Clarkson misses 2-pt layup from 2 ft (block by C. Andersen),54,38
156,2,4:57.0,Defensive rebound by P. Hairston,,54,38
157,2,4:38.0,M. Conley misses 2-pt jump shot from 19 ft,,54,38
158,2,4:35.0,Offensive rebound by C. Andersen,,54,38
159,2,4:23.0,L. Stephenson makes 2-pt jump shot from 17 ft,,56,38
160,2,4:13.0,,LA Lakers full timeout,56,38
161,2,4:13.0,,A. Brown enters the game for N. Young,56,38
162,2,4:13.0,Z. Randolph enters the game for L. Stephenson,,56,38
163,2,4:13.0,B. Wright enters the game for C. Andersen,,56,38
164,2,3:57.0,,Shooting foul by M. Barnes (drawn by J. Randle),56,38
165,2,3:57.0,,J. Randle makes free throw 1 of 2,56,39
166,2,3:57.0,,J. Randle makes free throw 2 of 2,56,40
167,2,3:36.0,P. Hairston makes 3-pt jump shot from 26 ft (assist by Z. Randolph),,59,40
168,2,3:19.0,,R. Hibbert misses 2-pt hook shot from 3 ft,59,40
169,2,3:17.0,,Offensive rebound by J. Randle,59,40
170,2,3:15.0,,J. Randle misses 2-pt layup from 3 ft (block by B. Wright),59,40
171,2,3:13.0,,Offensive rebound by J. Randle,59,40
172,2,3:12.0,,J. Randle makes 2-pt layup from 1 ft,59,42
173,2,3:01.0,Personal foul by R. Hibbert (drawn by M. Conley),,59,42
174,2,3:01.0,,Technical foul by R. Hibbert,59,42
175,2,3:01.0,M. Conley makes technical free throw,,60,42
176,2,2:54.0,M. Conley makes 2-pt layup from 2 ft,,62,42
177,2,2:34.0,,Shooting foul by Z. Randolph (drawn by J. Randle),62,42
178,2,2:34.0,Official timeout,,62,42
179,2,2:34.0,,J. Randle misses free throw 1 of 2,62,42
180,2,2:34.0,,Offensive rebound by Team,62,42
181,2,2:34.0,,J. Randle makes free throw 2 of 2,62,43
182,2,2:16.0,M. Barnes misses 3-pt jump shot from 25 ft,,62,43
183,2,2:15.0,,Defensive rebound by Team,62,43
184,2,1:53.0,,J. Randle misses 3-pt jump shot from 27 ft,62,43
185,2,1:52.0,Defensive rebound by P. Hairston,,62,43
186,2,1:38.0,P. Hairston makes 3-pt jump shot from 25 ft (assist by Z. Randolph),,65,43
187,2,1:11.0,,J. Clarkson misses 2-pt jump shot from 7 ft (block by B. Wright),65,43
188,2,1:08.0,Defensive rebound by M. Conley,,65,43
189,2,1:04.0,Turnover by M. Barnes (bad pass; steal by J. Clarkson),,65,43
190,2,1:00.0,,J. Randle makes 2-pt dunk at rim (assist by D. Russell),65,45
191,2,0:50.0,Shooting foul by D. Russell (drawn by Z. Randolph),,65,45
192,2,0:50.0,Z. Randolph makes free throw 1 of 2,,66,45
193,2,0:50.0,Z. Randolph makes free throw 2 of 2,,67,45
194,2,0:38.0,,J. Randle makes 2-pt layup from 2 ft (assist by D. Russell),67,47
195,2,0:30.0,M. Conley misses 3-pt jump shot from 25 ft,,67,47
196,2,0:29.0,,Defensive rebound by J. Randle,67,47
197,2,0:09.0,,D. Russell makes 3-pt jump shot from 25 ft,67,50
198,2,0:03.0,Z. Randolph misses 3-pt jump shot from 25 ft,,67,50
199,2,0:00.0,,Defensive rebound by J. Clarkson,67,50
200,3,11:37.0,M. Conley makes 3-pt jump shot from 24 ft,,70,50
201,3,11:19.0,,A. Brown misses 2-pt jump shot from 21 ft,70,50
202,3,11:18.0,Defensive rebound by P. Hairston,,70,50
203,3,11:08.0,P. Hairston makes 2-pt hook shot from 3 ft (assist by M. Conley),,72,50
204,3,10:59.0,,Personal foul by P. Hairston (drawn by A. Brown),72,50
205,3,10:53.0,,J. Clarkson misses 3-pt jump shot from 25 ft,72,50
206,3,10:52.0,Defensive rebound by B. Wright,,72,50
207,3,10:37.0,P. Hairston makes 3-pt jump shot from 25 ft (assist by Z. Randolph),,75,50
208,3,10:17.0,,A. Brown misses 3-pt jump shot from 26 ft,75,50
209,3,10:16.0,Defensive rebound by Z. Randolph,,75,50
210,3,10:10.0,Turnover by Z. Randolph (bad pass),,75,50
211,3,9:56.0,,J. Randle makes 2-pt dunk at rim (assist by J. Clarkson),75,52
212,3,9:43.0,Turnover by M. Conley (bad pass; steal by A. Brown),,75,52
213,3,9:40.0,,A. Brown misses 2-pt layup from 1 ft,75,52
214,3,9:37.0,Defensive rebound by M. Barnes,,75,52
215,3,9:30.0,Z. Randolph misses 2-pt jump shot from 20 ft,,75,52
216,3,9:30.0,,Defensive rebound by R. Hibbert,75,52
217,3,9:21.0,,J. Clarkson misses 3-pt jump shot from 26 ft,75,52
218,3,9:20.0,Defensive rebound by Z. Randolph,,75,52
219,3,9:01.0,Z. Randolph makes 2-pt layup from 3 ft (assist by M. Barnes),,77,52
220,3,8:52.0,,Personal foul by B. Wright (drawn by R. Hibbert),77,52
221,3,8:52.0,,Inbound foul by M. Conley,77,52
222,3,8:52.0,,D. Russell makes free throw 1 of 2,77,53
223,3,8:52.0,,D. Russell makes free throw 2 of 2,77,54
224,3,8:34.0,M. Conley makes 3-pt jump shot from 26 ft (assist by Z. Randolph),,80,54
225,3,8:12.0,,J. Clarkson misses 3-pt jump shot from 26 ft,80,54
226,3,8:11.0,Defensive rebound by Z. Randolph,,80,54
227,3,7:57.0,Personal foul by J. Randle (drawn by B. Wright),,80,54
228,3,7:43.0,M. Barnes misses 3-pt jump shot from 24 ft,,80,54
229,3,7:42.0,,Defensive rebound by J. Clarkson,80,54
230,3,7:37.0,,J. Clarkson misses 2-pt layup from 1 ft,80,54
231,3,7:35.0,Defensive rebound by Z. Randolph,,80,54
232,3,7:23.0,M. Conley misses 3-pt jump shot from 26 ft,,80,54
233,3,7:21.0,Offensive rebound by B. Wright,,80,54
234,3,7:20.0,Shooting foul by R. Hibbert (drawn by B. Wright),,80,54
235,3,7:20.0,B. Wright makes free throw 1 of 2,,81,54
236,3,7:20.0,M. Chalmers enters the game for M. Conley,,81,54
237,3,7:20.0,B. Wright makes free throw 2 of 2,,82,54
238,3,6:58.0,,J. Randle makes 2-pt hook shot from 4 ft,82,56
239,3,6:34.0,P. Hairston misses 3-pt jump shot from 26 ft,,82,56
240,3,6:32.0,,Defensive rebound by A. Brown,82,56
241,3,6:08.0,,J. Clarkson misses 3-pt jump shot from 26 ft,82,56
242,3,6:08.0,Defensive rebound by B. Wright,,82,56
243,3,5:49.0,Turnover by P. Hairston (bad pass; steal by D. Russell),,82,56
244,3,5:47.0,,Personal take foul by B. Wright (drawn by D. Russell),82,56
245,3,5:47.0,,LA Lakers full timeout,82,56
246,3,5:47.0,J. Green enters the game for B. Wright,,82,56
247,3,5:47.0,,T. Black enters the game for R. Hibbert,82,56
248,3,5:47.0,,L. Williams enters the game for J. Clarkson,82,56
249,3,5:26.0,,Shooting foul by M. Chalmers (drawn by D. Russell),82,56
250,3,5:26.0,,D. Russell misses free throw 1 of 2,82,56
251,3,5:26.0,,Offensive rebound by Team,82,56
252,3,5:26.0,,D. Russell misses free throw 2 of 2,82,56
253,3,5:24.0,Defensive rebound by M. Barnes,,82,56
254,3,5:10.0,Turnover by J. Green (lost ball; steal by J. Randle),,82,56
255,3,4:59.0,,D. Russell makes 2-pt layup from 2 ft,82,58
256,3,4:59.0,Memphis full timeout,,82,58
257,3,4:38.0,Z. Randolph makes 2-pt layup from 2 ft,,84,58
258,3,4:20.0,,D. Russell misses 2-pt jump shot from 13 ft,84,58
259,3,4:19.0,Defensive rebound by M. Chalmers,,84,58
260,3,4:19.0,Personal foul by D. Russell (drawn by M. Chalmers),,84,58
261,3,4:02.0,Z. Randolph misses 2-pt jump shot from 4 ft,,84,58
262,3,4:00.0,,Defensive rebound by J. Randle,84,58
263,3,3:52.0,,J. Randle misses 2-pt layup from 2 ft,84,58
264,3,3:49.0,Defensive rebound by Z. Randolph,,84,58
265,3,3:49.0,Personal foul by J. Randle (drawn by Z. Randolph),,84,58
266,3,3:49.0,,L. Nance enters the game for J. Randle,84,58
267,3,3:49.0,V. Carter enters the game for M. Barnes,,84,58
268,3,3:33.0,J. Green misses 2-pt jump shot from 18 ft,,84,58
269,3,3:32.0,,Defensive rebound by L. Nance,84,58
270,3,3:17.0,,A. Brown misses 3-pt jump shot from 25 ft,84,58
271,3,3:16.0,,Offensive rebound by L. Williams,84,58
272,3,3:12.0,,Personal foul by M. Chalmers (drawn by D. Russell),84,58
273,3,3:12.0,,D. Russell misses free throw 1 of 2,84,58
274,3,3:12.0,,Offensive rebound by Team,84,58
275,3,3:12.0,L. Stephenson enters the game for P. Hairston,,84,58
276,3,3:12.0,C. Andersen enters the game for Z. Randolph,,84,58
277,3,3:12.0,,D. Russell makes free throw 2 of 2,84,59
278,3,3:06.0,Personal foul by L. Nance (drawn by M. Chalmers),,84,59
279,3,3:06.0,M. Chalmers makes free throw 1 of 2,,85,59
280,3,3:06.0,M. Chalmers makes free throw 2 of 2,,86,59
281,3,2:53.0,,Shooting foul by C. Andersen (drawn by L. Williams),86,59
282,3,2:53.0,,L. Williams makes free throw 1 of 3,86,60
283,3,2:53.0,,L. Williams makes free throw 2 of 3,86,61
284,3,2:53.0,,L. Williams makes free throw 3 of 3,86,62
285,3,2:35.0,Turnover by L. Stephenson (bad pass; steal by L. Williams),,86,62
286,3,2:29.0,,L. Williams misses 3-pt jump shot from 23 ft,86,62
287,3,2:26.0,,Offensive rebound by T. Black,86,62
288,3,2:26.0,,T. Black misses 2-pt layup from 1 ft,86,62
289,3,2:24.0,Defensive rebound by L. Stephenson,,86,62
290,3,2:21.0,C. Andersen makes 2-pt layup from 1 ft (assist by L. Stephenson),,88,62
291,3,2:08.0,,Personal foul by M. Chalmers (drawn by D. Russell),88,62
292,3,2:08.0,,D. Russell makes free throw 1 of 2,88,63
293,3,2:08.0,,D. Russell misses free throw 2 of 2,88,63
294,3,2:06.0,,Offensive rebound by A. Brown,88,63
295,3,2:03.0,,A. Brown makes 2-pt jump shot from 18 ft,88,65
296,3,2:03.0,Memphis full timeout,,88,65
297,3,1:55.0,Turnover by V. Carter (lost ball; steal by L. Nance),,88,65
298,3,1:46.0,,Shooting foul by J. Green (drawn by T. Black),88,65
299,3,1:46.0,,T. Black misses free throw 1 of 2,88,65
300,3,1:46.0,,Offensive rebound by Team,88,65
301,3,1:46.0,,T. Black misses free throw 2 of 2,88,65
302,3,1:45.0,Defensive rebound by L. Stephenson,,88,65
303,3,1:24.0,C. Andersen misses 2-pt jump shot from 12 ft,,88,65
304,3,1:23.0,,Defensive rebound by T. Black,88,65
305,3,1:15.0,,D. Russell makes 2-pt layup from 3 ft,88,67
306,3,1:03.0,Shooting foul by A. Brown (drawn by M. Chalmers),,88,67
307,3,1:03.0,M. Chalmers misses free throw 1 of 2,,88,67
308,3,1:03.0,Offensive rebound by Team,,88,67
309,3,1:03.0,M. Chalmers makes free throw 2 of 2,,89,67
310,3,0:51.0,,L. Williams misses 3-pt jump shot from 26 ft,89,67
311,3,0:50.0,Defensive rebound by L. Stephenson,,89,67
312,3,0:43.0,V. Carter misses 3-pt jump shot from 24 ft,,89,67
313,3,0:42.0,,Defensive rebound by T. Black,89,67
314,3,0:32.0,,T. Black makes 2-pt layup from 3 ft (assist by L. Williams),89,69
315,3,0:17.0,Shooting foul by A. Brown (drawn by M. Chalmers),,89,69
316,3,0:17.0,M. Chalmers misses free throw 1 of 2,,89,69
317,3,0:17.0,Offensive rebound by Team,,89,69
318,3,0:17.0,M. Chalmers makes free throw 2 of 2,,90,69
319,3,0:03.0,,Shooting foul by M. Chalmers (drawn by D. Russell),90,69
320,3,0:03.0,,D. Russell makes free throw 1 of 2,90,70
321,3,0:03.0,,D. Russell makes free throw 2 of 2,90,71
322,3,0:00.0,L. Stephenson misses 3-pt jump shot from 27 ft,,90,71
323,3,0:00.0,Offensive rebound by Team,,90,71
324,4,11:36.0,,L. Nance makes 2-pt hook shot from 3 ft (assist by L. Williams),90,73
325,4,11:17.0,L. Stephenson misses 2-pt jump shot from 8 ft,,90,73
326,4,11:13.0,Offensive rebound by L. Stephenson,,90,73
327,4,11:09.0,L. Stephenson makes 2-pt layup from 4 ft,,92,73
328,4,10:59.0,,Personal foul by L. Stephenson (drawn by T. Black),92,73
329,4,10:48.0,,N. Young makes 2-pt jump shot from 18 ft,92,75
330,4,10:29.0,V. Carter makes 2-pt layup from 2 ft (assist by M. Conley),,94,75
331,4,10:13.0,,Turnover by N. Young (lost ball; steal by L. Stephenson),94,75
332,4,10:05.0,Shooting foul by L. Nance (drawn by J. Green),,94,75
333,4,10:05.0,J. Green makes free throw 1 of 2,,95,75
334,4,10:05.0,J. Green makes free throw 2 of 2,,96,75
335,4,9:48.0,,J. Clarkson misses 2-pt jump shot from 3 ft (block by C. Andersen),96,75
336,4,9:46.0,Defensive rebound by L. Stephenson,,96,75
337,4,9:44.0,L. Stephenson makes 2-pt layup from 1 ft,,98,75
338,4,9:39.0,M. Barnes enters the game for J. Green,,98,75
339,4,9:32.0,,L. Williams misses 3-pt jump shot from 26 ft,98,75
340,4,9:31.0,Defensive rebound by V. Carter,,98,75
341,4,9:27.0,L. Stephenson makes 2-pt layup from 1 ft (assist by V. Carter),,100,75
342,4,9:20.0,,LA Lakers full timeout,100,75
343,4,9:02.0,,Turnover by L. Nance (bad pass; steal by C. Andersen),100,75
344,4,8:47.0,V. Carter misses 3-pt jump shot from 27 ft,,100,75
345,4,8:47.0,Offensive rebound by Team,,100,75
346,4,8:47.0,,Loose ball foul by L. Nance (drawn by C. Andersen),100,75
347,4,8:37.0,V. Carter misses 2-pt layup from 2 ft (block by T. Black),,100,75
348,4,8:36.0,Offensive rebound by V. Carter,,100,75
349,4,8:33.0,V. Carter makes 2-pt layup from 1 ft,,102,75
350,4,8:17.0,,N. Young misses 3-pt jump shot from 29 ft,102,75
351,4,8:17.0,Defensive rebound by Team,,102,75
352,4,8:17.0,,B. Bass enters the game for L. Nance,102,75
353,4,8:02.0,L. Stephenson makes 2-pt layup from 2 ft (assist by M. Barnes),,104,75
354,4,7:47.0,,J. Clarkson misses 3-pt jump shot from 23 ft,104,75
355,4,7:45.0,Defensive rebound by M. Barnes,,104,75
356,4,7:36.0,L. Stephenson misses 2-pt jump shot from 9 ft,,104,75
357,4,7:33.0,,Defensive rebound by T. Black,104,75
358,4,7:25.0,,J. Clarkson makes 2-pt jump shot from 8 ft (assist by T. Black),104,77
359,4,7:06.0,M. Barnes misses 2-pt jump shot from 6 ft,,104,77
360,4,7:04.0,,Defensive rebound by T. Black,104,77
361,4,6:55.0,,Shooting foul by C. Andersen (drawn by B. Bass),104,77
362,4,6:55.0,,B. Bass makes free throw 1 of 2,104,78
363,4,6:55.0,P. Hairston enters the game for V. Carter,,104,78
364,4,6:55.0,,M. Huertas enters the game for J. Clarkson,104,78
365,4,6:55.0,,A. Brown enters the game for L. Williams,104,78
366,4,6:55.0,,B. Bass makes free throw 2 of 2,104,79
367,4,6:38.0,M. Barnes misses 3-pt jump shot from 26 ft,,104,79
368,4,6:37.0,,Defensive rebound by N. Young,104,79
369,4,6:18.0,,T. Black misses 2-pt jump shot from 5 ft,104,79
370,4,6:16.0,,Offensive rebound by M. Huertas,104,79
371,4,6:14.0,,Turnover by Team (shot clock),104,79
372,4,5:51.0,L. Stephenson misses 2-pt jump shot from 17 ft,,104,79
373,4,5:51.0,Offensive rebound by C. Andersen,,104,79
374,4,5:51.0,Memphis full timeout,,104,79
375,4,5:51.0,,LA Lakers full timeout,104,79
376,4,5:51.0,J. Green enters the game for M. Conley,,104,79
377,4,5:51.0,J. Ennis enters the game for C. Andersen,,104,79
378,4,5:51.0,,R. Kelly enters the game for N. Young,104,79
379,4,5:51.0,,R. Sacre enters the game for T. Black,104,79
380,4,5:40.0,P. Hairston misses 2-pt jump shot from 14 ft,,104,79
381,4,5:37.0,,Defensive rebound by A. Brown,104,79
382,4,5:16.0,,Turnover by Team (shot clock),104,79
383,4,5:03.0,J. Ennis misses 3-pt jump shot from 25 ft,,104,79
384,4,5:02.0,,Defensive rebound by A. Brown,104,79
385,4,4:57.0,,M. Huertas makes 2-pt jump shot from 2 ft (assist by A. Brown),104,81
386,4,4:34.0,P. Hairston makes 3-pt jump shot from 26 ft (assist by L. Stephenson),,107,81
387,4,4:20.0,,B. Bass makes 2-pt dunk at rim (assist by R. Kelly),107,83
388,4,4:05.0,Turnover by P. Hairston (traveling),,107,83
389,4,4:05.0,C. Andersen enters the game for M. Barnes,,107,83
390,4,3:49.0,,R. Kelly misses 2-pt jump shot from 7 ft,107,83
391,4,3:48.0,,Offensive rebound by R. Kelly,107,83
