,QUARTER,TIME_REMAINING,MIAMI_ACTION,SACRAMENTO_ACTION,MIAMI_SCORE,SACRAMENTO_SCORE
109,2,9:30.0,,Offensive rebound by Team,50,30
110,2,9:30.0,,J. Anderson enters the game for K. Koufos,50,30
111,2,9:21.0,,D. Collison makes 2-pt jump shot from 17 ft,50,32
112,2,9:11.0,Personal foul by D. Collison,,50,32
113,2,9:02.0,G. Dragić makes 2-pt jump shot from 16 ft,,52,32
114,2,8:49.0,,O. Casspi misses 2-pt jump shot from 6 ft,52,32
115,2,8:48.0,Defensive rebound by H. Whiteside,,52,32
116,2,8:44.0,Personal foul by O. Casspi,,52,32
117,2,8:44.0,Official timeout,,52,32
118,2,8:44.0,,R. Gay enters the game for O. Casspi,52,32
119,2,8:34.0,Turnover by H. Whiteside (lost ball; steal by B. McLemore),,52,32
120,2,8:25.0,,Turnover by B. McLemore (lost ball),52,32
121,2,8:11.0,J. Winslow misses 3-pt jump shot from 23 ft,,52,32
122,2,8:09.0,,Defensive rebound by W. Cauley-Stein,52,32
123,2,8:00.0,,B. McLemore makes 3-pt jump shot from 24 ft (assist by D. Collison),52,35
124,2,7:43.0,G. Green enters the game for G. Dragić,,52,35
125,2,7:34.0,Turnover by J. Richardson (bad pass),,52,35
126,2,7:19.0,Violation by G. Green (kicked ball),,52,35
127,2,7:19.0,J. Johnson enters the game for L. Deng,,52,35
128,2,7:06.0,,B. McLemore misses 3-pt jump shot from 26 ft,52,35
129,2,7:05.0,Defensive rebound by H. Whiteside,,52,35
130,2,6:48.0,J. Winslow misses 2-pt jump shot from 20 ft,,52,35
131,2,6:48.0,Offensive rebound by Team,,52,35
132,2,6:41.0,,Violation by W. Cauley-Stein (kicked ball),52,35
133,2,6:25.0,J. Winslow misses 2-pt layup from 2 ft,,52,35
134,2,6:23.0,Offensive rebound by J. Winslow,,52,35
135,2,6:22.0,J. Winslow makes 2-pt layup from 2 ft,,54,35
136,2,6:11.0,,R. Gay misses 3-pt jump shot from 25 ft,54,35
137,2,6:10.0,Defensive rebound by H. Whiteside,,54,35
138,2,5:53.0,J. Richardson misses 2-pt hook shot from 6 ft,,54,35
139,2,5:52.0,,Defensive rebound by R. Gay,54,35
140,2,5:42.0,,Personal foul by J. Richardson,54,35
141,2,5:42.0,,Sacramento full timeout,54,35
142,2,5:42.0,,S. Curry enters the game for B. McLemore,54,35
143,2,5:42.0,,R. Rondo enters the game for J. Anderson,54,35
144,2,5:26.0,,D. Collison misses 3-pt jump shot from 25 ft,54,35
145,2,5:24.0,,Offensive rebound by R. Gay,54,35
146,2,5:22.0,,Turnover by R. Gay (bad pass; steal by G. Green),54,35
147,2,5:11.0,G. Green makes 2-pt jump shot from 16 ft,,56,35
148,2,4:54.0,,W. Cauley-Stein misses 2-pt jump shot from 10 ft (block by H. Whiteside),56,35
149,2,4:54.0,,Offensive rebound by Team,56,35
150,2,4:49.0,,S. Curry misses 2-pt jump shot from 5 ft (block by H. Whiteside),56,35
151,2,4:49.0,,Offensive rebound by Team,56,35
152,2,4:49.0,,Turnover by Team (5 sec inbounds),56,35
153,2,4:24.0,J. Johnson makes 3-pt jump shot from 24 ft,,59,35
154,2,4:13.0,,R. Rondo misses 2-pt jump shot from 18 ft,59,35
155,2,4:12.0,Defensive rebound by G. Green,,59,35
156,2,4:07.0,G. Green misses 2-pt jump shot from 22 ft,,59,35
157,2,4:05.0,Offensive rebound by J. Winslow,,59,35
158,2,3:49.0,G. Green misses 2-pt jump shot from 14 ft,,59,35
159,2,3:48.0,,Defensive rebound by R. Gay,59,35
160,2,3:39.0,,D. Collison makes 3-pt jump shot from 23 ft (assist by S. Curry),59,38
161,2,3:30.0,Miami full timeout,,59,38
162,2,3:30.0,G. Dragić enters the game for J. Richardson,,59,38
163,2,3:30.0,,K. Koufos enters the game for W. Cauley-Stein,59,38
164,2,3:15.0,H. Whiteside misses 2-pt jump shot from 17 ft,,59,38
165,2,3:15.0,Offensive rebound by J. Winslow,,59,38
166,2,3:12.0,Turnover by J. Winslow (lost ball; steal by S. Curry),,59,38
167,2,3:06.0,,R. Gay makes 2-pt layup from 1 ft,59,40
168,2,2:49.0,J. Winslow misses 2-pt layup from 3 ft (block by K. Koufos),,59,40
169,2,2:49.0,Offensive rebound by Team,,59,40
170,2,2:45.0,Turnover by G. Dragić (bad pass; steal by R. Gay),,59,40
171,2,2:42.0,,Personal foul by J. Winslow,59,40
172,2,2:42.0,,D. Collison makes free throw 1 of 2,59,41
173,2,2:42.0,L. Deng enters the game for J. Winslow,,59,41
174,2,2:42.0,,D. Collison makes free throw 2 of 2,59,42
175,2,2:30.0,Turnover by G. Dragić (lost ball; steal by S. Curry),,59,42
176,2,2:29.0,,Personal foul by G. Dragić,59,42
177,2,2:29.0,A. Stoudemire enters the game for H. Whiteside,,59,42
178,2,2:17.0,,R. Rondo misses 2-pt layup from 2 ft (block by G. Dragić),59,42
179,2,2:17.0,,Offensive rebound by Team,59,42
180,2,2:09.0,,R. Gay makes 2-pt hook shot from 5 ft,59,44
181,2,1:54.0,G. Dragić misses 2-pt jump shot from 15 ft,,59,44
182,2,1:54.0,,Defensive rebound by R. Rondo,59,44
183,2,1:47.0,,R. Gay makes 2-pt layup from 2 ft (assist by R. Rondo),59,46
184,2,1:36.0,Miami full timeout,,59,46
185,2,1:18.0,G. Green makes 3-pt jump shot from 24 ft (assist by J. Johnson),,62,46
186,2,1:04.0,,Turnover by R. Gay (bad pass),62,46
187,2,1:04.0,J. Richardson enters the game for G. Dragić,,62,46
188,2,0:45.0,Shooting foul by R. Gay (drawn by A. Stoudemire),,62,46
189,2,0:45.0,A. Stoudemire makes free throw 1 of 2,,63,46
190,2,0:45.0,A. Stoudemire makes free throw 2 of 2,,64,46
191,2,0:40.0,,K. Koufos makes 2-pt jump shot from 8 ft (assist by R. Rondo),64,48
192,2,0:27.0,J. Johnson makes 2-pt jump shot from 7 ft,,66,48
193,2,0:07.0,,R. Rondo misses 2-pt layup from 2 ft,66,48
194,2,0:07.0,,Offensive rebound by K. Koufos,66,48
195,2,0:06.0,,Personal foul by A. Stoudemire,66,48
196,2,0:06.0,,K. Koufos misses free throw 1 of 2,66,48
197,2,0:06.0,,Offensive rebound by Team,66,48
198,2,0:06.0,,J. Anderson enters the game for R. Rondo,66,48
199,2,0:06.0,H. Whiteside enters the game for A. Stoudemire,,66,48
200,2,0:06.0,G. Dragić enters the game for J. Richardson,,66,48
201,2,0:06.0,,K. Koufos misses free throw 2 of 2,66,48
202,2,0:06.0,,Offensive rebound by K. Koufos,66,48
203,2,0:04.0,,K. Koufos misses 2-pt jump shot from 12 ft,66,48
204,2,0:02.0,Defensive rebound by J. Johnson,,66,48
205,2,0:00.0,J. Johnson misses 3-pt jump shot from 61 ft,,66,48
206,2,0:00.0,Offensive rebound by Team,,66,48
207,3,11:44.0,L. Deng makes 3-pt jump shot from 24 ft (assist by J. Johnson),,69,48
208,3,11:30.0,,Shooting foul by G. Dragić (drawn by S. Curry),69,48
209,3,11:30.0,,S. Curry makes free throw 1 of 3,69,49
210,3,11:30.0,,S. Curry makes free throw 2 of 3,69,50
211,3,11:30.0,,S. Curry misses free throw 3 of 3,69,50
212,3,11:29.0,,Offensive rebound by R. Gay,69,50
213,3,11:22.0,,J. Anderson makes 3-pt jump shot from 24 ft (assist by R. Rondo),69,53
214,3,11:01.0,Turnover by J. Johnson (bad pass; steal by R. Gay),,69,53
215,3,10:57.0,,Turnover by R. Gay (bad pass; steal by G. Green),69,53
216,3,10:50.0,Shooting foul by Q. Acy (drawn by G. Dragić),,69,53
217,3,10:50.0,G. Dragić makes free throw 1 of 2,,70,53
218,3,10:50.0,G. Dragić makes free throw 2 of 2,,71,53
219,3,10:35.0,,J. Anderson makes 2-pt layup from 3 ft,71,55
220,3,10:23.0,G. Green makes 2-pt jump shot from 16 ft (assist by G. Dragić),,73,55
221,3,10:13.0,,Q. Acy makes 2-pt jump shot from 20 ft (assist by R. Rondo),73,57
222,3,9:51.0,J. Johnson makes 2-pt jump shot from 12 ft,,75,57
223,3,9:45.0,,Turnover by R. Rondo (bad pass; steal by J. Johnson),75,57
224,3,9:39.0,G. Dragić makes 2-pt jump shot from 12 ft (assist by J. Johnson),,77,57
225,3,9:39.0,Violation by Team (jump ball),,77,57
226,3,9:28.0,,R. Gay makes 2-pt layup from 2 ft,77,59
227,3,9:05.0,L. Deng makes 2-pt jump shot from 7 ft (assist by J. Johnson),,79,59
228,3,8:57.0,,Personal foul by G. Dragić,79,59
229,3,8:57.0,J. Richardson enters the game for G. Dragić,,79,59
230,3,8:43.0,,Turnover by S. Curry (traveling),79,59
231,3,8:26.0,Turnover by J. Johnson (bad pass),,79,59
232,3,8:12.0,,S. Curry misses 2-pt jump shot from 10 ft,79,59
233,3,8:11.0,Defensive rebound by J. Johnson,,79,59
234,3,8:03.0,G. Green misses 3-pt jump shot from 25 ft,,79,59
235,3,8:03.0,,Defensive rebound by R. Rondo,79,59
236,3,8:00.0,,J. Anderson makes 2-pt dunk at rim (assist by R. Rondo),79,61
237,3,7:40.0,G. Green makes 2-pt jump shot from 16 ft (assist by J. Johnson),,81,61
238,3,7:27.0,,R. Rondo misses 2-pt layup from 3 ft,81,61
239,3,7:26.0,Defensive rebound by A. Stoudemire,,81,61
240,3,7:11.0,Personal foul by Q. Acy,,81,61
241,3,7:06.0,Turnover by J. Johnson (lost ball),,81,61
242,3,6:57.0,,R. Gay makes 2-pt dunk at rim (assist by S. Curry),81,63
243,3,6:34.0,G. Green misses 3-pt jump shot from 24 ft,,81,63
244,3,6:33.0,,Defensive rebound by R. Gay,81,63
245,3,6:20.0,,R. Gay misses 2-pt jump shot from 17 ft,81,63
246,3,6:20.0,Defensive rebound by J. Richardson,,81,63
247,3,6:10.0,G. Green makes 3-pt jump shot from 23 ft (assist by J. Johnson),,84,63
248,3,5:58.0,,Q. Acy misses 3-pt jump shot from 25 ft,84,63
249,3,5:57.0,Defensive rebound by J. Johnson,,84,63
250,3,5:51.0,Personal foul by R. Gay,,84,63
251,3,5:51.0,,Sacramento full timeout,84,63
252,3,5:51.0,,W. Cauley-Stein enters the game for Q. Acy,84,63
253,3,5:51.0,,D. Collison enters the game for S. Curry,84,63
254,3,5:51.0,G. Green makes free throw 1 of 3,,85,63
255,3,5:51.0,G. Green makes free throw 2 of 3,,86,63
256,3,5:51.0,G. Green makes free throw 3 of 3,,87,63
257,3,5:46.0,,Personal foul by L. Deng,87,63
258,3,5:46.0,J. Winslow enters the game for L. Deng,,87,63
259,3,5:36.0,,J. Anderson misses 3-pt jump shot from 25 ft,87,63
260,3,5:36.0,Defensive rebound by A. Stoudemire,,87,63
261,3,5:25.0,J. Richardson misses 2-pt layup from 4 ft (block by W. Cauley-Stein),,87,63
262,3,5:23.0,,Defensive rebound by R. Rondo,87,63
263,3,5:15.0,,Shooting foul by J. Johnson (drawn by D. Collison),87,63
264,3,5:15.0,,D. Collison makes free throw 1 of 2,87,64
265,3,5:15.0,,D. Collison makes free throw 2 of 2,87,65
266,3,4:53.0,J. Winslow misses 2-pt jump shot from 14 ft (block by J. Anderson),,87,65
267,3,4:52.0,Offensive rebound by Team,,87,65
268,3,4:49.0,G. Green misses 3-pt jump shot from 25 ft,,87,65
269,3,4:48.0,,Defensive rebound by W. Cauley-Stein,87,65
270,3,4:44.0,,Turnover by R. Gay (lost ball),87,65
271,3,4:44.0,H. Whiteside enters the game for A. Stoudemire,,87,65
272,3,4:35.0,Offensive foul by H. Whiteside (drawn by R. Gay),,87,65
273,3,4:35.0,Turnover by H. Whiteside (offensive foul),,87,65
274,3,4:16.0,,R. Gay makes 2-pt jump shot from 8 ft,87,67
275,3,4:05.0,J. Richardson makes 2-pt jump shot from 20 ft (assist by G. Green),,89,67
276,3,3:48.0,,D. Collison makes 2-pt jump shot from 17 ft (assist by R. Rondo),89,69
277,3,3:48.0,Miami full timeout,,89,69
278,3,3:31.0,G. Green misses 3-pt jump shot from 24 ft,,89,69
279,3,3:31.0,,Defensive rebound by R. Gay,89,69
280,3,3:23.0,,J. Anderson misses 3-pt jump shot from 24 ft,89,69
281,3,3:23.0,,Offensive rebound by W. Cauley-Stein,89,69
282,3,3:23.0,,W. Cauley-Stein misses 2-pt layup from 2 ft,89,69
283,3,3:23.0,,Offensive rebound by W. Cauley-Stein,89,69
284,3,3:23.0,,Shooting foul by G. Green (drawn by W. Cauley-Stein),89,69
285,3,3:23.0,,W. Cauley-Stein makes free throw 1 of 2,89,70
286,3,3:23.0,,W. Cauley-Stein makes free throw 2 of 2,89,71
287,3,2:58.0,J. Johnson misses 3-pt jump shot from 24 ft,,89,71
288,3,2:58.0,,Defensive rebound by R. Gay,89,71
289,3,2:51.0,,D. Collison misses 2-pt jump shot from 6 ft (block by J. Richardson),89,71
290,3,2:49.0,,Offensive rebound by D. Collison,89,71
291,3,2:45.0,,R. Gay makes 2-pt jump shot from 15 ft (assist by J. Anderson),89,73
292,3,2:27.0,J. Johnson misses 3-pt jump shot from 23 ft,,89,73
293,3,2:26.0,,Defensive rebound by R. Rondo,89,73
294,3,2:22.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by R. Rondo),89,75
295,3,1:57.0,Offensive foul by J. Johnson (drawn by W. Cauley-Stein),,89,75
296,3,1:57.0,Turnover by J. Johnson (offensive foul),,89,75
297,3,1:57.0,,B. McLemore enters the game for J. Anderson,89,75
298,3,1:32.0,,R. Rondo misses 2-pt layup from 3 ft,89,75
299,3,1:30.0,Defensive rebound by H. Whiteside,,89,75
300,3,1:21.0,Personal foul by B. McLemore,,89,75
301,3,1:21.0,L. Deng enters the game for J. Johnson,,89,75
302,3,1:12.0,Turnover by J. Richardson (traveling),,89,75
303,3,0:56.0,,W. Cauley-Stein misses 2-pt jump shot from 14 ft,89,75
304,3,0:56.0,Defensive rebound by H. Whiteside,,89,75
305,3,0:42.0,J. Winslow makes 2-pt layup from 4 ft,,91,75
306,3,0:42.0,Shooting block foul by W. Cauley-Stein (drawn by J. Winslow),,91,75
307,3,0:42.0,J. Winslow makes free throw 1 of 1,,92,75
308,3,0:36.0,,Personal foul by G. Green,92,75
309,3,0:36.0,,R. Rondo makes free throw 1 of 2,92,76
310,3,0:36.0,,J. Anderson enters the game for R. Gay,92,76
311,3,0:36.0,,R. Rondo misses free throw 2 of 2,92,76
312,3,0:36.0,Defensive rebound by H. Whiteside,,92,76
313,3,0:21.0,L. Deng misses 2-pt jump shot from 3 ft,,92,76
314,3,0:19.0,Offensive rebound by L. Deng,,92,76
315,3,0:03.0,J. Richardson misses 2-pt jump shot from 5 ft (block by W. Cauley-Stein),,92,76
316,3,0:01.0,Offensive rebound by G. Green,,92,76
317,3,0:00.0,G. Green misses 2-pt jump shot from 21 ft,,92,76
318,3,0:00.0,Offensive rebound by Team,,92,76
319,4,11:50.0,,B. McLemore makes 2-pt layup from 3 ft (assist by K. Koufos),92,78
320,4,11:26.0,G. Dragić misses 2-pt jump shot from 5 ft,,92,78
321,4,11:26.0,,Defensive rebound by K. Koufos,92,78
322,4,11:19.0,,B. McLemore misses 3-pt jump shot from 25 ft,92,78
323,4,11:18.0,Defensive rebound by H. Whiteside,,92,78
324,4,11:07.0,Turnover by G. Dragić (traveling),,92,78
325,4,10:47.0,,K. Koufos makes 2-pt hook shot from 7 ft (assist by D. Collison),92,80
326,4,10:24.0,H. Whiteside misses 2-pt jump shot from 6 ft,,92,80
327,4,10:24.0,,Defensive rebound by Team,92,80
328,4,10:24.0,Loose ball foul by H. Whiteside,,92,80
329,4,10:11.0,,Shooting foul by J. Richardson (drawn by D. Collison),92,80
330,4,10:11.0,,D. Collison makes free throw 1 of 2,92,81
331,4,10:11.0,,D. Collison makes free throw 2 of 2,92,82
332,4,9:47.0,G. Dragić makes 3-pt jump shot from 24 ft,,95,82
333,4,9:32.0,,B. McLemore misses 2-pt layup from 2 ft,95,82
334,4,9:31.0,Defensive rebound by L. Deng,,95,82
335,4,9:27.0,Turnover by L. Deng (bad pass; steal by B. McLemore),,95,82
336,4,9:22.0,,Offensive foul by D. Collison (drawn by G. Dragić),95,82
337,4,9:22.0,,Turnover by D. Collison (offensive foul),95,82
338,4,9:06.0,L. Deng misses 2-pt jump shot from 18 ft,,95,82
339,4,9:05.0,,Defensive rebound by K. Koufos,95,82
340,4,9:02.0,,D. Collison makes 2-pt layup from 2 ft,95,84
341,4,9:02.0,,Shooting foul by J. Richardson (drawn by D. Collison),95,84
342,4,9:02.0,,D. Collison makes free throw 1 of 1,95,85
343,4,8:45.0,J. Richardson misses 2-pt jump shot from 23 ft,,95,85
344,4,8:44.0,,Defensive rebound by K. Koufos,95,85
345,4,8:34.0,,S. Curry makes 3-pt jump shot from 25 ft,95,88
346,4,8:34.0,Miami full timeout,,95,88
347,4,8:12.0,G. Dragić misses 2-pt jump shot from 17 ft,,95,88
348,4,8:12.0,,Defensive rebound by J. Anderson,95,88
349,4,8:06.0,,D. Collison makes 2-pt layup from 2 ft,95,90
350,4,7:42.0,J. Winslow makes 2-pt jump shot from 3 ft,,97,90
351,4,7:28.0,,Shooting foul by J. Richardson (drawn by D. Collison),97,90
352,4,7:28.0,,D. Collison makes free throw 1 of 2,97,91
353,4,7:28.0,J. Johnson enters the game for J. Richardson,,97,91
354,4,7:28.0,,R. Gay enters the game for J. Anderson,97,91
355,4,7:28.0,,D. Collison makes free throw 2 of 2,97,92
356,4,7:09.0,L. Deng misses 2-pt jump shot from 14 ft,,97,92
357,4,7:08.0,,Defensive rebound by R. Gay,97,92
358,4,6:59.0,,Offensive foul by K. Koufos (drawn by G. Dragić),97,92
359,4,6:59.0,,Turnover by K. Koufos (offensive foul),97,92
360,4,6:59.0,,Technical foul by K. Koufos,97,92
361,4,6:59.0,J. Johnson makes technical free throw,,98,92
362,4,6:49.0,Turnover by J. Johnson (bad pass),,98,92
363,4,6:35.0,,R. Gay misses 3-pt jump shot from 25 ft,98,92
364,4,6:35.0,Defensive rebound by H. Whiteside,,98,92
365,4,6:15.0,G. Dragić misses 2-pt jump shot from 6 ft,,98,92
366,4,6:14.0,Offensive rebound by Team,,98,92
367,4,6:06.0,J. Winslow misses 2-pt jump shot from 9 ft,,98,92
368,4,6:04.0,,Defensive rebound by B. McLemore,98,92
369,4,5:55.0,,D. Collison makes 2-pt jump shot from 17 ft,98,94
370,4,5:39.0,Shooting foul by K. Koufos (drawn by G. Dragić),,98,94
371,4,5:39.0,Official timeout,,98,94
372,4,5:39.0,G. Dragić misses free throw 1 of 2,,98,94
373,4,5:39.0,Offensive rebound by Team,,98,94
374,4,5:39.0,G. Dragić makes free throw 2 of 2,,99,94
375,4,5:31.0,,Shooting foul by H. Whiteside (drawn by S. Curry),99,94
376,4,5:31.0,,S. Curry makes free throw 1 of 2,99,95
377,4,5:31.0,G. Green enters the game for L. Deng,,99,95
378,4,5:31.0,,S. Curry makes free throw 2 of 2,99,96
379,4,5:08.0,J. Johnson makes 2-pt jump shot from 5 ft,,101,96
380,4,4:46.0,,K. Koufos misses 2-pt jump shot from 9 ft,101,96
381,4,4:46.0,Defensive rebound by H. Whiteside,,101,96
382,4,4:32.0,G. Dragić misses 2-pt jump shot from 8 ft,,101,96
383,4,4:31.0,,Defensive rebound by B. McLemore,101,96
384,4,4:25.0,,S. Curry misses 3-pt jump shot from 25 ft,101,96
385,4,4:24.0,Defensive rebound by G. Dragić,,101,96
386,4,4:04.0,Shooting foul by K. Koufos (drawn by G. Dragić),,101,96
387,4,4:04.0,,Sacramento full timeout,101,96
388,4,4:04.0,G. Dragić makes free throw 1 of 2,,102,96
389,4,4:04.0,G. Dragić makes free throw 2 of 2,,103,96
