,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,BOSTON_ACTION,CHARLOTTE_SCORE,BOSTON_SCORE
28,1,6:48.0,Turnover by K. Walker (bad pass; steal by I. Thomas),,11,10
29,1,6:41.0,,I. Thomas makes 2-pt layup at rim (assist by J. Sullinger),11,12
30,1,6:30.0,Charlotte full timeout,,11,12
31,1,6:22.0,M. Williams makes 3-pt jump shot from 23 ft (assist by K. Walker),,14,12
32,1,6:07.0,,J. Crowder misses 2-pt jump shot from 19 ft,14,12
33,1,6:06.0,Defensive rebound by Team,,14,12
34,1,5:46.0,Personal foul by I. Thomas,,14,12
35,1,5:46.0,,E. Turner enters the game for J. Crowder,14,12
36,1,5:46.0,,M. Smart enters the game for J. Sullinger,14,12
37,1,5:34.0,M. Williams makes 2-pt jump shot from 13 ft,,16,12
38,1,5:23.0,,A. Johnson misses 2-pt layup at rim,16,12
39,1,5:22.0,Defensive rebound by A. Jefferson,,16,12
40,1,5:01.0,N. Batum makes 2-pt dunk at rim (assist by C. Lee),,18,12
41,1,4:46.0,,I. Thomas misses 3-pt jump shot from 24 ft,18,12
42,1,4:45.0,Defensive rebound by Team,,18,12
43,1,4:45.0,J. Lin enters the game for C. Lee,,18,12
44,1,4:29.0,Turnover by A. Jefferson (lost ball; steal by A. Johnson),,18,12
45,1,4:25.0,,A. Bradley misses 2-pt layup at rim (block by K. Walker),18,12
46,1,4:24.0,,Offensive rebound by Team,18,12
47,1,4:21.0,,A. Bradley makes 3-pt jump shot from 23 ft (assist by I. Thomas),18,15
48,1,4:01.0,M. Williams misses 3-pt jump shot from 25 ft,,18,15
49,1,4:00.0,,Defensive rebound by A. Johnson,18,15
50,1,3:48.0,,Turnover by A. Bradley (bad pass; steal by N. Batum),18,15
51,1,3:44.0,Shooting foul by A. Bradley (drawn by K. Walker),,18,15
52,1,3:44.0,K. Walker makes free throw 1 of 2,,19,15
53,1,3:44.0,S. Hawes enters the game for A. Jefferson,,19,15
54,1,3:44.0,,K. Olynyk enters the game for A. Johnson,19,15
55,1,3:44.0,K. Walker makes free throw 2 of 2,,20,15
56,1,3:25.0,,I. Thomas misses 2-pt layup from 1 ft (block by S. Hawes),20,15
57,1,3:24.0,,Offensive rebound by I. Thomas,20,15
58,1,3:23.0,,I. Thomas makes 2-pt layup at rim,20,17
59,1,3:04.0,M. Williams misses 2-pt jump shot from 11 ft,,20,17
60,1,3:03.0,,Defensive rebound by K. Olynyk,20,17
61,1,2:52.0,,Turnover by I. Thomas (discontinued dribble),20,17
62,1,2:52.0,,Boston full timeout,20,17
63,1,2:52.0,T. Daniels enters the game for N. Batum,,20,17
64,1,2:52.0,F. Kaminsky enters the game for M. Williams,,20,17
65,1,2:52.0,,J. Jerebko enters the game for I. Thomas,20,17
66,1,2:40.0,J. Lin misses 3-pt jump shot from 24 ft,,20,17
67,1,2:39.0,,Defensive rebound by J. Jerebko,20,17
68,1,2:19.0,,J. Jerebko misses 2-pt jump shot from 6 ft,20,17
69,1,2:18.0,,Offensive rebound by K. Olynyk,20,17
70,1,2:14.0,,K. Olynyk makes 3-pt jump shot from 24 ft,20,20
71,1,1:56.0,S. Hawes misses 2-pt hook shot from 5 ft,,20,20
72,1,1:54.0,,Defensive rebound by E. Turner,20,20
73,1,1:40.0,,A. Bradley makes 3-pt jump shot from 24 ft,20,23
74,1,1:25.0,F. Kaminsky makes 2-pt dunk at rim (assist by K. Walker),,22,23
75,1,1:13.0,,K. Olynyk makes 2-pt layup from 1 ft,22,25
76,1,0:51.0,J. Lin makes 2-pt jump shot from 19 ft,,24,25
77,1,0:33.0,,A. Bradley makes 3-pt jump shot from 23 ft (assist by K. Olynyk),24,28
78,1,0:14.0,Turnover by K. Walker (bad pass),,24,28
79,1,0:00.0,,K. Olynyk misses 2-pt jump shot from 17 ft,24,28
80,1,0:00.0,,Offensive rebound by Team,24,28
81,2,11:47.0,S. Hawes makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),,27,28
82,2,11:23.0,,E. Turner misses 2-pt jump shot from 16 ft,27,28
83,2,11:21.0,Defensive rebound by F. Kaminsky,,27,28
84,2,11:12.0,T. Daniels misses 2-pt jump shot from 19 ft,,27,28
85,2,11:11.0,,Defensive rebound by J. Crowder,27,28
86,2,10:58.0,,Shooting foul by T. Daniels (drawn by M. Smart),27,28
87,2,10:58.0,,M. Smart makes free throw 1 of 2,27,29
88,2,10:58.0,,M. Smart makes free throw 2 of 2,27,30
89,2,10:44.0,S. Hawes makes 2-pt hook shot from 4 ft,,29,30
90,2,10:30.0,,Shooting foul by S. Hawes (drawn by K. Olynyk),29,30
91,2,10:30.0,,K. Olynyk makes free throw 1 of 2,29,31
92,2,10:30.0,,K. Olynyk makes free throw 2 of 2,29,32
93,2,10:17.0,J. Lin makes 2-pt layup at rim,,31,32
94,2,10:09.0,,E. Turner misses 2-pt jump shot at rim,31,32
95,2,10:08.0,,Offensive rebound by E. Turner,31,32
96,2,10:08.0,,E. Turner misses 2-pt layup at rim,31,32
97,2,10:07.0,,Offensive rebound by J. Jerebko,31,32
98,2,10:05.0,,K. Olynyk makes 2-pt layup at rim,31,34
99,2,10:05.0,,Shooting foul by C. Lee (drawn by K. Olynyk),31,34
100,2,10:05.0,,K. Olynyk makes free throw 1 of 1,31,35
101,2,9:56.0,Shooting block foul by K. Olynyk (drawn by S. Hawes),,31,35
102,2,9:56.0,S. Hawes misses free throw 1 of 2,,31,35
103,2,9:56.0,Offensive rebound by Team,,31,35
104,2,9:56.0,S. Hawes makes free throw 2 of 2,,32,35
105,2,9:38.0,,E. Turner misses 2-pt jump shot from 13 ft,32,35
106,2,9:37.0,Defensive rebound by J. Lin,,32,35
107,2,9:32.0,C. Lee misses 2-pt layup at rim,,32,35
108,2,9:30.0,,Defensive rebound by E. Turner,32,35
109,2,9:21.0,,M. Smart misses 2-pt jump shot from 21 ft,32,35
110,2,9:21.0,,Offensive rebound by E. Turner,32,35
111,2,9:17.0,,E. Turner makes 2-pt layup at rim,32,37
112,2,9:03.0,Turnover by S. Hawes (traveling),,32,37
113,2,8:48.0,,Turnover by E. Turner (lost ball; steal by J. Lin),32,37
114,2,8:40.0,,Violation by J. Crowder (kicked ball),32,37
115,2,8:40.0,Official timeout,,32,37
116,2,8:30.0,F. Kaminsky misses 2-pt jump shot from 7 ft,,32,37
117,2,8:29.0,,Defensive rebound by K. Olynyk,32,37
118,2,8:16.0,,E. Turner misses 2-pt layup from 1 ft (block by F. Kaminsky),32,37
119,2,8:15.0,,Offensive rebound by K. Olynyk,32,37
120,2,8:09.0,,Shooting foul by T. Daniels (drawn by M. Smart),32,37
121,2,8:09.0,,M. Smart makes free throw 1 of 2,32,38
122,2,8:09.0,,M. Smart misses free throw 2 of 2,32,38
123,2,8:09.0,Defensive rebound by S. Hawes,,32,38
124,2,7:49.0,Shooting foul by M. Smart (drawn by J. Lin),,32,38
125,2,7:49.0,J. Lin makes free throw 1 of 2,,33,38
126,2,7:49.0,N. Batum enters the game for T. Daniels,,33,38
127,2,7:49.0,J. Lin makes free throw 2 of 2,,34,38
128,2,7:34.0,,J. Crowder misses 2-pt layup from 2 ft,34,38
129,2,7:33.0,Defensive rebound by J. Lin,,34,38
130,2,7:28.0,N. Batum misses 3-pt jump shot from 25 ft,,34,38
131,2,7:26.0,Offensive rebound by F. Kaminsky,,34,38
132,2,7:26.0,Shooting foul by K. Olynyk (drawn by F. Kaminsky),,34,38
133,2,7:26.0,F. Kaminsky makes free throw 1 of 2,,35,38
134,2,7:26.0,,J. Sullinger enters the game for J. Jerebko,35,38
135,2,7:26.0,F. Kaminsky makes free throw 2 of 2,,36,38
136,2,7:06.0,,Turnover by E. Turner (bad pass; steal by J. Lin),36,38
137,2,7:06.0,Personal block foul by K. Olynyk,,36,38
138,2,6:51.0,J. Lin makes 3-pt jump shot from 25 ft (assist by N. Batum),,39,38
139,2,6:40.0,,Turnover by M. Smart (bad pass; steal by J. Lin),39,38
140,2,6:38.0,Personal foul by M. Smart,,39,38
141,2,6:38.0,J. Lin makes free throw 1 of 2,,40,38
142,2,6:38.0,A. Jefferson enters the game for S. Hawes,,40,38
143,2,6:38.0,,I. Thomas enters the game for E. Turner,40,38
144,2,6:38.0,J. Lin makes free throw 2 of 2,,41,38
145,2,6:21.0,,J. Sullinger misses 2-pt layup at rim,41,38
146,2,6:20.0,Defensive rebound by F. Kaminsky,,41,38
147,2,6:12.0,J. Lin makes 2-pt jump shot from 20 ft,,43,38
148,2,6:05.0,,Boston full timeout,43,38
149,2,6:05.0,K. Walker enters the game for C. Lee,,43,38
150,2,6:05.0,,A. Johnson enters the game for K. Olynyk,43,38
151,2,5:54.0,,J. Crowder misses 3-pt jump shot from 25 ft,43,38
152,2,5:52.0,Defensive rebound by Team,,43,38
153,2,5:38.0,J. Lin makes 2-pt jump shot from 6 ft (assist by N. Batum),,45,38
154,2,5:30.0,,Shooting foul by A. Jefferson (drawn by I. Thomas),45,38
155,2,5:30.0,,I. Thomas misses free throw 1 of 2,45,38
156,2,5:30.0,,Offensive rebound by Team,45,38
157,2,5:30.0,,A. Bradley enters the game for M. Smart,45,38
158,2,5:30.0,,I. Thomas makes free throw 2 of 2,45,39
159,2,5:19.0,M. Williams enters the game for F. Kaminsky,,45,39
160,2,5:14.0,Shooting foul by A. Bradley (drawn by J. Lin),,45,39
161,2,5:14.0,J. Lin makes free throw 1 of 2,,46,39
162,2,5:14.0,J. Lin makes free throw 2 of 2,,47,39
163,2,5:00.0,,A. Bradley misses 3-pt jump shot from 25 ft,47,39
164,2,4:59.0,Defensive rebound by A. Jefferson,,47,39
165,2,4:35.0,K. Walker misses 3-pt jump shot from 25 ft,,47,39
166,2,4:33.0,Offensive rebound by A. Jefferson,,47,39
167,2,4:29.0,N. Batum misses 3-pt jump shot from 25 ft,,47,39
168,2,4:29.0,,Defensive rebound by J. Sullinger,47,39
169,2,4:19.0,,I. Thomas misses 2-pt jump shot from 6 ft (block by A. Jefferson),47,39
170,2,4:18.0,Defensive rebound by J. Lin,,47,39
171,2,4:18.0,Clear path foul by A. Bradley,,47,39
172,2,4:18.0,K. Walker misses clear path free throw 1 of 2,,47,39
173,2,4:18.0,Offensive rebound by Team,,47,39
174,2,4:18.0,K. Walker makes clear path free throw 2 of 2,,48,39
175,2,4:05.0,Personal foul by A. Bradley,,48,39
176,2,4:05.0,J. Lin makes free throw 1 of 2,,49,39
177,2,4:05.0,,J. Jerebko enters the game for J. Sullinger,49,39
178,2,4:05.0,,E. Turner enters the game for J. Crowder,49,39
179,2,4:05.0,,M. Smart enters the game for A. Bradley,49,39
180,2,4:05.0,J. Lin makes free throw 2 of 2,,50,39
181,2,3:53.0,,Turnover by E. Turner (bad pass; steal by J. Lin),50,39
182,2,3:45.0,K. Walker makes 2-pt layup at rim (assist by J. Lin),,52,39
183,2,3:34.0,,Turnover by I. Thomas (bad pass; steal by A. Jefferson),52,39
184,2,3:29.0,M. Williams misses 3-pt jump shot from 24 ft,,52,39
185,2,3:28.0,Offensive rebound by K. Walker,,52,39
186,2,3:28.0,Turnover by M. Williams (step out of bounds),,52,39
187,2,3:18.0,,Turnover by I. Thomas (lost ball; steal by K. Walker),52,39
188,2,3:12.0,K. Walker makes 2-pt layup at rim,,54,39
189,2,3:03.0,,Boston full timeout,54,39
190,2,3:03.0,,T. Rozier enters the game for A. Johnson,54,39
191,2,3:03.0,,T. Zeller enters the game for I. Thomas,54,39
192,2,2:58.0,,M. Smart misses 3-pt jump shot from 25 ft,54,39
193,2,2:57.0,Defensive rebound by N. Batum,,54,39
194,2,2:45.0,Turnover by K. Walker (bad pass),,54,39
195,2,2:45.0,Charlotte full timeout,,54,39
196,2,2:26.0,,T. Rozier misses 2-pt layup at rim,54,39
197,2,2:25.0,Defensive rebound by K. Walker,,54,39
198,2,2:12.0,Shooting foul by E. Turner (drawn by M. Williams),,54,39
199,2,2:12.0,M. Williams makes 2-pt layup from 2 ft (assist by A. Jefferson),,56,39
200,2,2:12.0,M. Williams misses free throw 1 of 1,,56,39
201,2,2:12.0,,Defensive rebound by T. Rozier,56,39
202,2,2:00.0,,T. Zeller misses 2-pt jump shot from 19 ft,56,39
203,2,1:58.0,Defensive rebound by K. Walker,,56,39
204,2,1:52.0,J. Lin misses 3-pt jump shot from 25 ft,,56,39
205,2,1:51.0,,Defensive rebound by T. Rozier,56,39
206,2,1:28.0,,T. Rozier misses 3-pt jump shot from 23 ft,56,39
207,2,1:26.0,,Offensive rebound by M. Smart,56,39
208,2,1:26.0,,M. Smart makes 2-pt layup from 1 ft,56,41
209,2,1:00.0,A. Jefferson makes 2-pt hook shot from 10 ft,,58,41
210,2,0:41.0,,E. Turner misses 2-pt layup from 2 ft (block by J. Lin),58,41
211,2,0:40.0,Defensive rebound by N. Batum,,58,41
212,2,0:31.0,M. Williams makes 3-pt jump shot from 25 ft (assist by N. Batum),,61,41
213,2,0:12.0,,J. Jerebko misses 2-pt jump shot from 16 ft,61,41
214,2,0:11.0,,Offensive rebound by M. Smart,61,41
215,2,0:11.0,,M. Smart misses 2-pt layup at rim,61,41
216,2,0:09.0,Defensive rebound by J. Lin,,61,41
217,2,0:03.0,Shooting foul by E. Turner (drawn by J. Lin),,61,41
218,2,0:03.0,J. Lin makes free throw 1 of 2,,62,41
219,2,0:03.0,J. Lin makes free throw 2 of 2,,63,41
220,2,0:00.0,,M. Smart misses 2-pt layup from 1 ft,63,41
221,2,0:00.0,,Offensive rebound by Team,63,41
222,3,11:42.0,C. Lee makes 2-pt jump shot from 3 ft (assist by N. Batum),,65,41
223,3,11:40.0,,Personal take foul by K. Walker,65,41
224,3,11:40.0,J. Lin enters the game for N. Batum,,65,41
225,3,11:25.0,,I. Thomas makes 2-pt layup at rim (assist by J. Sullinger),65,43
226,3,11:04.0,A. Jefferson makes 2-pt jump shot from 8 ft (assist by K. Walker),,67,43
227,3,10:50.0,,I. Thomas misses 2-pt jump shot from 6 ft,67,43
228,3,10:49.0,Defensive rebound by A. Jefferson,,67,43
229,3,10:48.0,Personal foul by I. Thomas,,67,43
230,3,10:35.0,K. Walker makes 2-pt layup at rim,,69,43
231,3,10:20.0,,A. Johnson misses 2-pt hook shot from 6 ft,69,43
232,3,10:18.0,Defensive rebound by A. Jefferson,,69,43
233,3,10:07.0,A. Jefferson misses 2-pt jump shot from 8 ft,,69,43
234,3,10:06.0,,Defensive rebound by J. Crowder,69,43
235,3,9:56.0,,Shooting foul by A. Jefferson (drawn by I. Thomas),69,43
236,3,9:56.0,,I. Thomas makes free throw 1 of 2,69,44
237,3,9:56.0,,I. Thomas misses free throw 2 of 2,69,44
238,3,9:56.0,Defensive rebound by A. Jefferson,,69,44
239,3,9:34.0,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),,72,44
240,3,9:13.0,,J. Sullinger misses 2-pt layup from 1 ft,72,44
241,3,9:12.0,,Offensive rebound by J. Sullinger,72,44
242,3,9:12.0,,J. Sullinger makes 2-pt layup from 1 ft,72,46
243,3,8:50.0,Turnover by K. Walker (lost ball; steal by A. Johnson),,72,46
244,3,8:44.0,,A. Johnson makes 2-pt layup at rim (assist by I. Thomas),72,48
245,3,8:31.0,M. Williams misses 2-pt layup at rim,,72,48
246,3,8:30.0,Offensive rebound by A. Jefferson,,72,48
247,3,8:29.0,A. Jefferson misses 2-pt layup from 2 ft (block by J. Crowder),,72,48
248,3,8:28.0,Offensive rebound by Team,,72,48
249,3,8:18.0,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),,75,48
250,3,8:05.0,,Personal foul by M. Williams,75,48
251,3,7:55.0,,A. Bradley makes 2-pt layup at rim (assist by J. Sullinger),75,50
252,3,7:36.0,M. Williams misses 3-pt jump shot from 24 ft,,75,50
253,3,7:35.0,,Defensive rebound by A. Johnson,75,50
254,3,7:28.0,,J. Sullinger misses 3-pt jump shot from 25 ft,75,50
255,3,7:27.0,Defensive rebound by A. Jefferson,,75,50
256,3,7:17.0,Turnover by C. Lee (discontinued dribble),,75,50
257,3,7:10.0,,A. Bradley makes 2-pt jump shot from 17 ft (assist by A. Johnson),75,52
258,3,6:55.0,J. Lin misses 2-pt jump shot from 3 ft,,75,52
259,3,6:54.0,Offensive rebound by M. Williams,,75,52
260,3,6:53.0,M. Williams misses 2-pt layup from 1 ft,,75,52
261,3,6:51.0,,Defensive rebound by J. Sullinger,75,52
262,3,6:39.0,,Shooting foul by A. Jefferson (drawn by I. Thomas),75,52
263,3,6:39.0,,I. Thomas makes free throw 1 of 2,75,53
264,3,6:39.0,,I. Thomas misses free throw 2 of 2,75,53
265,3,6:37.0,,Offensive rebound by A. Johnson,75,53
266,3,6:37.0,,A. Johnson misses 2-pt layup from 2 ft,75,53
267,3,6:36.0,Defensive rebound by C. Lee,,75,53
268,3,6:17.0,A. Jefferson makes 2-pt jump shot from 8 ft,,77,53
269,3,6:08.0,,I. Thomas misses 2-pt layup at rim,77,53
270,3,6:07.0,Defensive rebound by A. Jefferson,,77,53
271,3,5:58.0,C. Lee makes 3-pt jump shot from 23 ft (assist by M. Williams),,80,53
272,3,5:57.0,,Boston full timeout,80,53
273,3,5:45.0,,I. Thomas makes 3-pt jump shot from 24 ft (assist by J. Sullinger),80,56
274,3,5:28.0,Turnover by A. Jefferson (lost ball),,80,56
275,3,5:19.0,,Shooting foul by A. Jefferson (drawn by A. Johnson),80,56
276,3,5:19.0,,A. Johnson makes free throw 1 of 2,80,57
277,3,5:19.0,S. Hawes enters the game for A. Jefferson,,80,57
278,3,5:19.0,,A. Johnson misses free throw 2 of 2,80,57
279,3,5:17.0,Defensive rebound by S. Hawes,,80,57
280,3,5:05.0,J. Lin makes 2-pt layup from 1 ft (assist by K. Walker),,82,57
281,3,4:57.0,,I. Thomas makes 2-pt layup from 1 ft,82,59
282,3,4:57.0,,Shooting foul by S. Hawes (drawn by I. Thomas),82,59
283,3,4:57.0,,K. Olynyk enters the game for J. Crowder,82,59
284,3,4:57.0,,M. Smart enters the game for A. Bradley,82,59
285,3,4:57.0,,E. Turner enters the game for J. Sullinger,82,59
286,3,4:57.0,,I. Thomas makes free throw 1 of 1,82,60
287,3,4:45.0,J. Lin makes 2-pt layup from 2 ft,,84,60
288,3,4:36.0,,Turnover by I. Thomas (bad pass; steal by M. Williams),84,60
289,3,4:30.0,C. Lee misses 3-pt jump shot from 24 ft,,84,60
290,3,4:29.0,,Defensive rebound by A. Johnson,84,60
291,3,4:23.0,,E. Turner makes 2-pt jump shot from 18 ft (assist by I. Thomas),84,62
292,3,4:03.0,K. Walker misses 2-pt jump shot from 20 ft,,84,62
293,3,4:02.0,,Defensive rebound by E. Turner,84,62
294,3,3:55.0,,Offensive foul by I. Thomas (drawn by K. Walker),84,62
295,3,3:55.0,,Turnover by I. Thomas (offensive foul),84,62
296,3,3:55.0,,Technical foul by I. Thomas,84,62
297,3,3:55.0,K. Walker makes technical free throw,,85,62
298,3,3:55.0,,A. Bradley enters the game for I. Thomas,85,62
299,3,3:40.0,J. Lin misses 3-pt jump shot from 25 ft,,85,62
300,3,3:40.0,,Defensive rebound by K. Olynyk,85,62
301,3,3:26.0,,M. Smart misses 2-pt jump shot from 5 ft (block by M. Williams),85,62
302,3,3:25.0,Defensive rebound by S. Hawes,,85,62
303,3,3:16.0,S. Hawes makes 3-pt jump shot from 25 ft (assist by J. Lin),,88,62
304,3,3:14.0,,Boston full timeout,88,62
305,3,3:14.0,F. Kaminsky enters the game for M. Williams,,88,62
306,3,3:14.0,T. Daniels enters the game for C. Lee,,88,62
307,3,3:02.0,,A. Bradley misses 2-pt jump shot from 18 ft,88,62
308,3,3:01.0,Defensive rebound by F. Kaminsky,,88,62
309,3,2:38.0,F. Kaminsky misses 2-pt jump shot from 14 ft,,88,62
310,3,2:37.0,,Defensive rebound by K. Olynyk,88,62
311,3,2:24.0,,E. Turner makes 3-pt jump shot from 23 ft (assist by M. Smart),88,65
312,3,2:10.0,Offensive foul by J. Lin (drawn by M. Smart),,88,65
313,3,2:10.0,Turnover by J. Lin (offensive foul),,88,65
314,3,2:00.0,,A. Bradley makes 2-pt jump shot from 17 ft (assist by A. Johnson),88,67
315,3,1:59.0,Charlotte full timeout,,88,67
316,3,1:42.0,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by J. Lin),,91,67
317,3,1:21.0,,A. Bradley misses 2-pt jump shot from 18 ft,91,67
318,3,1:20.0,Defensive rebound by K. Walker,,91,67
319,3,1:12.0,K. Walker misses 2-pt jump shot from 19 ft,,91,67
320,3,1:11.0,,Defensive rebound by A. Johnson,91,67
321,3,1:07.0,,Personal foul by J. Lin,91,67
322,3,1:07.0,,E. Turner makes free throw 1 of 2,91,68
323,3,1:07.0,,J. Jerebko enters the game for A. Johnson,91,68
324,3,1:07.0,,E. Turner makes free throw 2 of 2,91,69
325,3,0:51.0,K. Walker misses 2-pt jump shot from 18 ft,,91,69
326,3,0:50.0,,Defensive rebound by A. Bradley,91,69
327,3,0:43.0,,K. Olynyk misses 3-pt jump shot from 26 ft,91,69
328,3,0:42.0,Defensive rebound by F. Kaminsky,,91,69
329,3,0:31.0,K. Walker misses 2-pt layup from 2 ft,,91,69
330,3,0:30.0,Offensive rebound by F. Kaminsky,,91,69
331,3,0:26.0,S. Hawes misses 2-pt jump shot from 10 ft,,91,69
332,3,0:25.0,Offensive rebound by S. Hawes,,91,69
333,3,0:03.0,K. Walker makes 3-pt jump shot from 26 ft,,94,69
334,3,0:01.0,,Shooting block foul by F. Kaminsky (drawn by M. Smart),94,69
335,3,0:01.0,,M. Smart makes free throw 1 of 3,94,70
336,3,0:01.0,,M. Smart makes free throw 2 of 3,94,71
337,3,0:01.0,,M. Smart makes free throw 3 of 3,94,72
338,4,11:43.0,,M. Smart misses 3-pt jump shot from 25 ft,94,72
339,4,11:42.0,Defensive rebound by S. Hawes,,94,72
340,4,11:24.0,T. Daniels makes 2-pt jump shot from 17 ft (assist by C. Lee),,96,72
341,4,11:13.0,,E. Turner makes 2-pt layup from 1 ft,96,74
342,4,10:53.0,T. Daniels makes 3-pt jump shot from 27 ft (assist by J. Lin),,99,74
343,4,10:52.0,Violation by Team (delay of game),,99,74
344,4,10:44.0,,J. Jerebko misses 3-pt jump shot from 25 ft,99,74
345,4,10:43.0,Defensive rebound by T. Daniels,,99,74
346,4,10:31.0,J. Lin misses 3-pt jump shot from 25 ft,,99,74
347,4,10:30.0,,Defensive rebound by K. Olynyk,99,74
348,4,10:17.0,,E. Turner makes 2-pt jump shot from 5 ft,99,76
349,4,10:05.0,F. Kaminsky misses 3-pt jump shot from 24 ft,,99,76
350,4,10:04.0,,Defensive rebound by K. Olynyk,99,76
351,4,9:56.0,,R. Hunter makes 3-pt jump shot from 23 ft,99,79
352,4,9:35.0,J. Lin misses 2-pt jump shot from 20 ft,,99,79
353,4,9:34.0,,Defensive rebound by J. Jerebko,99,79
354,4,9:28.0,,K. Olynyk makes 2-pt layup at rim (assist by E. Turner),99,81
355,4,9:28.0,Charlotte full timeout,,99,81
356,4,9:09.0,Shooting foul by K. Olynyk (drawn by F. Kaminsky),,99,81
357,4,9:09.0,F. Kaminsky makes free throw 1 of 2,,100,81
358,4,9:09.0,F. Kaminsky misses free throw 2 of 2,,100,81
359,4,9:09.0,,Defensive rebound by J. Jerebko,100,81
360,4,8:58.0,,Personal block foul by S. Hawes,100,81
361,4,8:46.0,,R. Hunter misses 2-pt jump shot from 20 ft,100,81
362,4,8:44.0,,Offensive rebound by Team,100,81
363,4,8:41.0,,K. Olynyk misses 3-pt jump shot from 23 ft,100,81
364,4,8:40.0,Defensive rebound by C. Lee,,100,81
365,4,8:23.0,T. Daniels misses 3-pt jump shot from 25 ft,,100,81
366,4,8:21.0,,Defensive rebound by Team,100,81
367,4,8:08.0,,E. Turner misses 2-pt jump shot from 3 ft,100,81
368,4,8:07.0,,Offensive rebound by K. Olynyk,100,81
369,4,8:06.0,,K. Olynyk misses 2-pt layup at rim,100,81
370,4,8:05.0,,Offensive rebound by E. Turner,100,81
371,4,8:05.0,,E. Turner makes 2-pt layup at rim,100,83
372,4,7:38.0,C. Lee misses 2-pt jump shot from 20 ft,,100,83
373,4,7:37.0,,Defensive rebound by R. Hunter,100,83
374,4,7:26.0,,K. Olynyk makes 2-pt layup from 2 ft (assist by M. Smart),100,85
375,4,7:05.0,T. Daniels makes 3-pt jump shot from 26 ft (assist by J. Lin),,103,85
376,4,6:45.0,,E. Turner misses 2-pt layup at rim,103,85
377,4,6:45.0,Defensive rebound by F. Kaminsky,,103,85
378,4,6:45.0,Personal foul by M. Smart,,103,85
379,4,6:45.0,M. Williams enters the game for S. Hawes,,103,85
380,4,6:45.0,K. Walker enters the game for T. Daniels,,103,85
381,4,6:45.0,A. Jefferson enters the game for F. Kaminsky,,103,85
382,4,6:22.0,A. Jefferson misses 2-pt jump shot from 7 ft,,103,85
383,4,6:21.0,,Defensive rebound by R. Hunter,103,85
384,4,6:15.0,,K. Olynyk misses 2-pt layup from 1 ft,103,85
385,4,6:12.0,,Offensive rebound by M. Smart,103,85
386,4,6:10.0,,R. Hunter makes 3-pt jump shot from 25 ft (assist by M. Smart),103,88
387,4,5:51.0,C. Lee misses 2-pt layup from 2 ft,,103,88
388,4,5:51.0,,Defensive rebound by K. Olynyk,103,88
389,4,5:47.0,,K. Olynyk misses 3-pt jump shot from 24 ft,103,88
390,4,5:45.0,Defensive rebound by Team,,103,88
391,4,5:45.0,Official timeout,,103,88
392,4,5:26.0,A. Jefferson makes 2-pt layup at rim,,105,88
