,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,LA LAKERS_ACTION,OKLAHOMA CITY_SCORE,LA LAKERS_SCORE
80,1,1:10.0,Offensive rebound by C. Payne,,30,25
81,1,0:55.0,D. Waiters misses 2-pt layup from 1 ft,,30,25
82,1,0:55.0,,Defensive rebound by B. Bass,30,25
83,1,0:49.0,,J. Clarkson misses 2-pt jump shot from 20 ft,30,25
84,1,0:47.0,Defensive rebound by K. Durant,,30,25
85,1,0:38.0,Turnover by D. Waiters (traveling),,30,25
86,1,0:38.0,N. Collison enters the game for S. Ibaka,,30,25
87,1,0:26.0,,D. Russell misses 2-pt jump shot from 19 ft,30,25
88,1,0:26.0,Defensive rebound by K. Durant,,30,25
89,1,0:04.0,C. Payne misses 2-pt jump shot from 15 ft,,30,25
90,1,0:04.0,Offensive rebound by E. Freedom,,30,25
91,1,0:03.0,E. Freedom misses 2-pt layup at rim,,30,25
92,1,0:02.0,Offensive rebound by E. Freedom,,30,25
93,1,0:02.0,E. Freedom makes 2-pt layup from 2 ft,,32,25
94,1,0:01.0,,J. Clarkson makes 3-pt jump shot from 40 ft,32,28
95,2,11:37.0,,L. Williams makes 2-pt jump shot from 9 ft (assist by D. Russell),32,30
96,2,11:23.0,Turnover by E. Freedom (traveling),,32,30
97,2,11:04.0,,J. Randle misses 2-pt jump shot from 15 ft,32,30
98,2,11:02.0,Defensive rebound by D. Waiters,,32,30
99,2,10:58.0,E. Freedom makes 2-pt layup from 1 ft (assist by D. Waiters),,34,30
100,2,10:58.0,Shooting foul by J. Randle (drawn by E. Freedom),,34,30
101,2,10:58.0,E. Freedom makes free throw 1 of 1,,35,30
102,2,10:39.0,,L. Williams misses 3-pt jump shot from 23 ft (block by D. Waiters),35,30
103,2,10:39.0,,Offensive rebound by Team,35,30
104,2,10:32.0,,J. Randle misses 2-pt jump shot from 21 ft,35,30
105,2,10:31.0,Defensive rebound by D. Waiters,,35,30
106,2,10:25.0,D. Waiters misses 3-pt jump shot from 25 ft,,35,30
107,2,10:25.0,,Defensive rebound by J. Randle,35,30
108,2,10:14.0,,D. Russell misses 3-pt jump shot from 26 ft,35,30
109,2,10:14.0,Defensive rebound by E. Freedom,,35,30
110,2,10:08.0,A. Morrow misses 3-pt jump shot from 25 ft,,35,30
111,2,10:08.0,,Defensive rebound by B. Bass,35,30
112,2,10:01.0,,Shooting foul by A. Morrow (drawn by B. Bass),35,30
113,2,10:01.0,,B. Bass makes free throw 1 of 2,35,31
114,2,10:01.0,,K. Bryant enters the game for A. Brown,35,31
115,2,10:01.0,,M. Huertas enters the game for D. Russell,35,31
116,2,10:01.0,,B. Bass makes free throw 2 of 2,35,32
117,2,9:45.0,C. Payne makes 2-pt jump shot from 14 ft,,37,32
118,2,9:31.0,,Turnover by M. Huertas (bad pass; steal by C. Payne),37,32
119,2,9:27.0,Turnover by D. Waiters (discontinued dribble),,37,32
120,2,9:07.0,,J. Randle misses 2-pt hook shot from 7 ft,37,32
121,2,9:05.0,Defensive rebound by E. Freedom,,37,32
122,2,8:58.0,N. Collison misses 2-pt hook shot from 4 ft,,37,32
123,2,8:58.0,Offensive rebound by E. Freedom,,37,32
124,2,8:58.0,Shooting foul by J. Randle (drawn by E. Freedom),,37,32
125,2,8:58.0,Official timeout,,37,32
126,2,8:58.0,E. Freedom makes free throw 1 of 2,,38,32
127,2,8:58.0,E. Freedom makes free throw 2 of 2,,39,32
128,2,8:41.0,,K. Bryant makes 2-pt jump shot from 23 ft (assist by B. Bass),39,34
129,2,8:24.0,C. Payne misses 2-pt jump shot from 15 ft,,39,34
130,2,8:23.0,,Defensive rebound by K. Bryant,39,34
131,2,8:12.0,,K. Bryant makes 3-pt jump shot from 22 ft,39,37
132,2,7:55.0,D. Waiters makes 2-pt jump shot from 21 ft,,41,37
133,2,7:47.0,,M. Huertas makes 2-pt layup from 1 ft,41,39
134,2,7:36.0,C. Payne makes 2-pt jump shot from 11 ft,,43,39
135,2,7:25.0,,K. Bryant misses 3-pt jump shot from 24 ft,43,39
136,2,7:25.0,Defensive rebound by E. Freedom,,43,39
137,2,7:15.0,D. Waiters misses 2-pt layup at rim,,43,39
138,2,7:14.0,,Defensive rebound by J. Randle,43,39
139,2,7:06.0,,L. Williams makes 2-pt layup at rim (assist by J. Randle),43,41
140,2,7:05.0,Oklahoma City full timeout,,43,41
141,2,7:05.0,S. Ibaka enters the game for D. Waiters,,43,41
142,2,7:05.0,K. Durant enters the game for E. Freedom,,43,41
143,2,7:05.0,R. Westbrook enters the game for A. Morrow,,43,41
144,2,7:05.0,,R. Hibbert enters the game for J. Randle,43,41
145,2,7:05.0,,L. Nance enters the game for B. Bass,43,41
146,2,6:52.0,S. Ibaka misses 2-pt hook shot from 8 ft,,43,41
147,2,6:50.0,,Defensive rebound by L. Nance,43,41
148,2,6:36.0,,K. Bryant makes 2-pt jump shot from 18 ft,43,43
149,2,6:22.0,R. Westbrook misses 2-pt layup at rim (block by R. Hibbert),,43,43
150,2,6:20.0,Offensive rebound by N. Collison,,43,43
151,2,6:18.0,S. Ibaka misses 3-pt jump shot from 24 ft,,43,43
152,2,6:17.0,,Defensive rebound by L. Williams,43,43
153,2,6:16.0,,Personal foul by S. Ibaka (drawn by L. Nance),43,43
154,2,6:16.0,S. Adams enters the game for N. Collison,,43,43
155,2,6:05.0,,L. Williams misses 3-pt jump shot from 25 ft,43,43
156,2,6:05.0,,Offensive rebound by K. Bryant,43,43
157,2,5:59.0,,K. Bryant misses 2-pt jump shot from 12 ft,43,43
158,2,5:58.0,,Offensive rebound by L. Nance,43,43
159,2,5:47.0,,K. Bryant makes 2-pt jump shot from 8 ft (assist by L. Williams),43,45
160,2,5:29.0,C. Payne makes 3-pt jump shot from 24 ft (assist by K. Durant),,46,45
161,2,5:15.0,,J. Clarkson enters the game for M. Huertas,46,45
162,2,5:05.0,,Turnover by K. Bryant (bad pass; steal by S. Adams),46,45
163,2,5:02.0,Personal take foul by K. Bryant (drawn by R. Westbrook),,46,45
164,2,4:49.0,R. Westbrook makes 2-pt layup from 1 ft,,48,45
165,2,4:49.0,Shooting foul by R. Hibbert (drawn by R. Westbrook),,48,45
166,2,4:49.0,R. Westbrook makes free throw 1 of 1,,49,45
167,2,4:35.0,,Turnover by K. Bryant (lost ball; steal by K. Durant),49,45
168,2,4:35.0,Personal foul by K. Bryant (drawn by R. Westbrook),,49,45
169,2,4:35.0,R. Westbrook misses free throw 1 of 2,,49,45
170,2,4:35.0,Offensive rebound by Team,,49,45
171,2,4:35.0,R. Westbrook makes free throw 2 of 2,,50,45
172,2,4:24.0,,K. Bryant misses 3-pt jump shot from 25 ft,50,45
173,2,4:24.0,Defensive rebound by Team,,50,45
174,2,4:10.0,Turnover by R. Westbrook (bad pass; steal by R. Hibbert),,50,45
175,2,4:00.0,,L. Williams misses 3-pt jump shot from 24 ft,50,45
176,2,4:00.0,Defensive rebound by S. Adams,,50,45
177,2,3:50.0,K. Durant makes 2-pt jump shot from 15 ft,,52,45
178,2,3:29.0,,Shooting foul by R. Westbrook (drawn by J. Clarkson),52,45
179,2,3:29.0,,J. Clarkson misses free throw 1 of 2,52,45
180,2,3:29.0,,Offensive rebound by Team,52,45
181,2,3:29.0,,J. Clarkson makes free throw 2 of 2,52,46
182,2,3:05.0,K. Durant misses 3-pt jump shot from 25 ft,,52,46
183,2,3:04.0,Offensive rebound by R. Westbrook,,52,46
184,2,3:04.0,Personal foul by J. Clarkson (drawn by R. Westbrook),,52,46
185,2,3:04.0,R. Westbrook makes free throw 1 of 2,,53,46
186,2,3:04.0,,A. Brown enters the game for K. Bryant,53,46
187,2,3:04.0,R. Westbrook makes free throw 2 of 2,,54,46
188,2,2:54.0,,Shooting foul by C. Payne (drawn by L. Williams),54,46
189,2,2:54.0,,LA Lakers full timeout,54,46
190,2,2:54.0,,L. Williams makes free throw 1 of 2,54,47
191,2,2:54.0,,L. Williams makes free throw 2 of 2,54,48
192,2,2:24.0,R. Westbrook misses 3-pt jump shot from 33 ft,,54,48
193,2,2:23.0,,Defensive rebound by L. Nance,54,48
194,2,2:02.0,,J. Clarkson misses 2-pt jump shot from 21 ft,54,48
195,2,2:02.0,Defensive rebound by K. Durant,,54,48
196,2,1:55.0,R. Westbrook misses 2-pt layup from 2 ft,,54,48
197,2,1:52.0,,Defensive rebound by L. Nance,54,48
198,2,1:50.0,,Turnover by J. Clarkson (lost ball; steal by K. Durant),54,48
199,2,1:44.0,R. Westbrook misses 2-pt dunk from 2 ft,,54,48
200,2,1:39.0,,Defensive rebound by L. Nance,54,48
201,2,1:22.0,,J. Clarkson makes 2-pt layup at rim,54,50
202,2,1:11.0,K. Durant makes 2-pt jump shot from 9 ft (assist by R. Westbrook),,56,50
203,2,0:49.0,,J. Clarkson misses 2-pt jump shot from 17 ft,56,50
204,2,0:49.0,Defensive rebound by R. Westbrook,,56,50
205,2,0:43.0,R. Westbrook makes 2-pt layup from 1 ft,,58,50
206,2,0:36.0,,L. Williams makes 3-pt jump shot from 25 ft,58,53
207,2,0:12.0,S. Ibaka makes 2-pt jump shot from 12 ft,,60,53
208,2,0:01.0,,Offensive foul by R. Hibbert (drawn by S. Adams),60,53
209,2,0:01.0,,Turnover by R. Hibbert (offensive foul),60,53
210,3,11:44.0,,L. Williams misses 3-pt jump shot from 25 ft,60,53
211,3,11:43.0,Defensive rebound by K. Durant,,60,53
212,3,11:25.0,Turnover by S. Ibaka (lost ball; steal by L. Nance),,60,53
213,3,11:19.0,,K. Bryant makes 2-pt jump shot from 19 ft,60,55
214,3,10:53.0,Turnover by Team (shot clock),,60,55
215,3,10:34.0,,K. Bryant misses 3-pt jump shot from 25 ft,60,55
216,3,10:34.0,Defensive rebound by S. Adams,,60,55
217,3,10:25.0,R. Westbrook misses 2-pt jump shot from 18 ft,,60,55
218,3,10:24.0,Offensive rebound by A. Roberson,,60,55
219,3,10:23.0,A. Roberson makes 2-pt layup from 2 ft,,62,55
220,3,9:58.0,,L. Williams makes 2-pt jump shot from 12 ft,62,57
221,3,9:44.0,S. Ibaka makes 2-pt dunk at rim (assist by S. Adams),,64,57
222,3,9:21.0,,J. Clarkson makes 2-pt jump shot from 7 ft,64,59
223,3,8:57.0,R. Westbrook makes 2-pt jump shot from 14 ft,,66,59
224,3,8:31.0,,K. Bryant makes 2-pt hook shot from 3 ft,66,61
225,3,8:18.0,R. Westbrook misses 2-pt jump shot from 11 ft,,66,61
226,3,8:18.0,Offensive rebound by A. Roberson,,66,61
227,3,8:18.0,Shooting foul by R. Hibbert (drawn by A. Roberson),,66,61
228,3,8:18.0,A. Roberson makes free throw 1 of 2,,67,61
229,3,8:18.0,A. Roberson misses free throw 2 of 2,,67,61
230,3,8:17.0,,Defensive rebound by R. Hibbert,67,61
231,3,8:06.0,,Shooting foul by A. Roberson (drawn by L. Williams),67,61
232,3,8:06.0,,L. Williams makes free throw 1 of 2,67,62
233,3,8:06.0,,L. Williams makes free throw 2 of 2,67,63
234,3,7:43.0,K. Durant makes 2-pt dunk at rim (assist by R. Westbrook),,69,63
235,3,7:33.0,,Personal foul by A. Roberson (drawn by K. Bryant),69,63
236,3,7:33.0,E. Freedom enters the game for S. Adams,,69,63
237,3,7:33.0,D. Waiters enters the game for A. Roberson,,69,63
238,3,7:24.0,,R. Hibbert makes 2-pt dunk at rim (assist by K. Bryant),69,65
239,3,7:09.0,R. Westbrook misses 2-pt layup from 2 ft,,69,65
240,3,7:08.0,,Defensive rebound by J. Clarkson,69,65
241,3,7:03.0,,L. Williams makes 3-pt jump shot from 24 ft (assist by K. Bryant),69,68
242,3,7:03.0,Oklahoma City full timeout,,69,68
243,3,7:03.0,A. Morrow enters the game for S. Ibaka,,69,68
244,3,6:53.0,E. Freedom misses 2-pt layup at rim,,69,68
245,3,6:52.0,Offensive rebound by R. Westbrook,,69,68
246,3,6:51.0,R. Westbrook misses 2-pt layup from 1 ft (block by L. Nance),,69,68
247,3,6:50.0,,Defensive rebound by L. Williams,69,68
248,3,6:45.0,,Shooting foul by A. Morrow (drawn by L. Nance),69,68
249,3,6:45.0,,L. Nance makes free throw 1 of 2,69,69
250,3,6:45.0,,L. Nance makes free throw 2 of 2,69,70
251,3,6:31.0,E. Freedom makes 2-pt layup at rim (assist by R. Westbrook),,71,70
252,3,6:04.0,,K. Bryant misses 2-pt jump shot from 8 ft,71,70
253,3,6:03.0,,Offensive rebound by K. Bryant,71,70
254,3,5:57.0,,K. Bryant makes 2-pt layup from 2 ft,71,72
255,3,5:43.0,Shooting foul by J. Clarkson (drawn by K. Durant),,71,72
256,3,5:43.0,K. Durant makes free throw 1 of 2,,72,72
257,3,5:43.0,,M. Huertas enters the game for L. Williams,72,72
258,3,5:43.0,K. Durant makes free throw 2 of 2,,73,72
259,3,5:23.0,,K. Bryant misses 2-pt hook shot from 5 ft,73,72
260,3,5:21.0,Defensive rebound by R. Westbrook,,73,72
261,3,5:19.0,Shooting foul by L. Nance (drawn by R. Westbrook),,73,72
262,3,5:19.0,R. Westbrook makes free throw 1 of 2,,74,72
263,3,5:19.0,,J. Randle enters the game for L. Nance,74,72
264,3,5:19.0,,B. Bass enters the game for R. Hibbert,74,72
265,3,5:19.0,R. Westbrook makes free throw 2 of 2,,75,72
266,3,5:00.0,,J. Clarkson misses 3-pt jump shot from 24 ft,75,72
267,3,4:59.0,Defensive rebound by E. Freedom,,75,72
268,3,4:50.0,Turnover by K. Durant (bad pass; steal by K. Bryant),,75,72
269,3,4:44.0,,K. Bryant makes 2-pt layup at rim,75,74
270,3,4:28.0,E. Freedom makes 2-pt layup from 1 ft (assist by R. Westbrook),,77,74
271,3,4:16.0,,Shooting foul by A. Morrow (drawn by K. Bryant),77,74
272,3,4:16.0,,K. Bryant makes free throw 1 of 2,77,75
273,3,4:16.0,,K. Bryant makes free throw 2 of 2,77,76
274,3,4:04.0,E. Freedom makes 2-pt dunk at rim (assist by R. Westbrook),,79,76
275,3,3:51.0,,B. Bass makes 2-pt dunk at rim (assist by M. Huertas),79,78
276,3,3:38.0,R. Westbrook misses 3-pt jump shot from 24 ft,,79,78
277,3,3:37.0,,Defensive rebound by J. Clarkson,79,78
278,3,3:18.0,,K. Bryant misses 2-pt jump shot from 13 ft,79,78
279,3,3:14.0,Defensive rebound by K. Durant,,79,78
280,3,3:08.0,A. Morrow makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,82,78
281,3,3:08.0,,LA Lakers full timeout,82,78
282,3,3:08.0,,A. Brown enters the game for K. Bryant,82,78
283,3,2:49.0,,J. Randle misses 2-pt jump shot from 6 ft (block by E. Freedom),82,78
284,3,2:47.0,Defensive rebound by R. Westbrook,,82,78
285,3,2:41.0,A. Morrow misses 3-pt jump shot from 25 ft,,82,78
286,3,2:38.0,,Defensive rebound by J. Randle,82,78
287,3,2:19.0,,A. Brown makes 3-pt jump shot from 27 ft (assist by J. Randle),82,81
288,3,2:10.0,,Violation by J. Clarkson (kicked ball),82,81
289,3,2:10.0,C. Payne enters the game for R. Westbrook,,82,81
290,3,1:58.0,K. Durant makes 3-pt jump shot from 24 ft (assist by C. Payne),,85,81
291,3,1:32.0,,B. Bass makes 2-pt dunk at rim (assist by J. Clarkson),85,83
292,3,1:16.0,K. Durant misses 3-pt jump shot from 24 ft,,85,83
293,3,1:15.0,,Defensive rebound by J. Clarkson,85,83
294,3,1:08.0,,J. Clarkson misses 2-pt dunk from 1 ft (block by K. Durant),85,83
295,3,1:06.0,,Offensive rebound by J. Randle,85,83
296,3,1:04.0,,Turnover by J. Randle (lost ball; steal by D. Waiters),85,83
297,3,1:00.0,C. Payne makes 2-pt layup at rim (assist by D. Waiters),,87,83
298,3,0:41.0,,J. Clarkson makes 2-pt jump shot from 7 ft,87,85
299,3,0:31.0,K. Durant makes 3-pt jump shot from 25 ft,,90,85
300,3,0:05.0,,J. Randle misses 3-pt jump shot from 23 ft,90,85
301,3,0:04.0,Defensive rebound by E. Freedom,,90,85
302,3,0:01.0,A. Morrow misses 3-pt jump shot from 22 ft (block by A. Brown),,90,85
303,3,0:00.0,Offensive rebound by Team,,90,85
304,4,11:42.0,D. Waiters misses 2-pt jump shot from 16 ft,,90,85
305,4,11:41.0,,Defensive rebound by A. Brown,90,85
306,4,11:27.0,Offensive charge foul by J. Randle (drawn by N. Collison),,90,85
307,4,11:27.0,,Turnover by J. Randle (offensive foul),90,85
308,4,11:08.0,A. Morrow makes 2-pt jump shot from 18 ft (assist by D. Waiters),,92,85
309,4,10:51.0,,J. Clarkson misses 2-pt jump shot from 9 ft,92,85
310,4,10:49.0,Defensive rebound by A. Morrow,,92,85
311,4,10:40.0,C. Payne makes 2-pt jump shot from 19 ft (assist by N. Collison),,94,85
312,4,10:24.0,,Turnover by Team (back court),94,85
313,4,10:24.0,,L. Williams enters the game for J. Clarkson,94,85
314,4,10:10.0,C. Payne misses 2-pt jump shot from 6 ft,,94,85
315,4,10:09.0,Offensive rebound by N. Collison,,94,85
316,4,10:04.0,N. Collison misses 2-pt layup from 1 ft,,94,85
317,4,10:02.0,,Defensive rebound by B. Bass,94,85
318,4,10:00.0,,Turnover by L. Williams (lost ball; steal by D. Waiters),94,85
319,4,9:54.0,D. Waiters misses 2-pt layup from 1 ft,,94,85
320,4,9:53.0,Offensive rebound by E. Freedom,,94,85
321,4,9:50.0,E. Freedom makes 2-pt layup at rim,,96,85
322,4,9:49.0,,LA Lakers full timeout,96,85
323,4,9:32.0,,L. Williams misses 3-pt jump shot from 27 ft,96,85
324,4,9:31.0,,Offensive rebound by M. Huertas,96,85
325,4,9:29.0,,M. Huertas misses 3-pt jump shot from 23 ft,96,85
326,4,9:29.0,,Offensive rebound by Team,96,85
327,4,9:29.0,,Turnover by Team (shot clock),96,85
328,4,9:19.0,Turnover by C. Payne (bad pass; steal by L. Williams),,96,85
329,4,9:13.0,,L. Williams makes 2-pt layup from 1 ft,96,87
330,4,8:51.0,A. Morrow misses 2-pt jump shot from 5 ft,,96,87
331,4,8:51.0,Offensive rebound by Team,,96,87
332,4,8:51.0,,Loose ball foul by J. Randle (drawn by E. Freedom),96,87
333,4,8:45.0,D. Waiters misses 2-pt jump shot from 21 ft,,96,87
334,4,8:45.0,,Defensive rebound by Team,96,87
335,4,8:45.0,Loose ball foul by E. Freedom (drawn by B. Bass),,96,87
336,4,8:30.0,,L. Williams makes 2-pt layup from 1 ft (assist by B. Bass),96,89
337,4,8:29.0,Oklahoma City full timeout,,96,89
338,4,8:29.0,K. Durant enters the game for D. Waiters,,96,89
339,4,8:29.0,R. Westbrook enters the game for N. Collison,,96,89
340,4,8:29.0,S. Ibaka enters the game for A. Morrow,,96,89
341,4,8:10.0,E. Freedom misses 2-pt layup at rim (block by A. Brown),,96,89
342,4,8:09.0,Offensive rebound by Team,,96,89
343,4,8:05.0,E. Freedom misses 3-pt jump shot from 24 ft,,96,89
344,4,8:04.0,,Defensive rebound by Team,96,89
345,4,7:48.0,,L. Williams makes 3-pt jump shot from 25 ft,96,92
346,4,7:28.0,R. Westbrook misses 2-pt layup from 1 ft,,96,92
347,4,7:27.0,Offensive rebound by R. Westbrook,,96,92
348,4,7:22.0,R. Westbrook makes 2-pt jump shot from 8 ft,,98,92
349,4,7:00.0,,L. Williams makes 2-pt jump shot from 19 ft,98,94
350,4,6:33.0,C. Payne misses 3-pt jump shot from 24 ft,,98,94
351,4,6:32.0,,Defensive rebound by M. Huertas,98,94
352,4,6:26.0,,L. Williams makes 3-pt jump shot from 25 ft (assist by M. Huertas),98,97
353,4,6:04.0,K. Durant misses 2-pt jump shot from 18 ft,,98,97
354,4,6:04.0,,Defensive rebound by J. Randle,98,97
355,4,5:54.0,,L. Williams misses 2-pt jump shot from 16 ft,98,97
356,4,5:54.0,,Offensive rebound by B. Bass,98,97
357,4,5:48.0,,B. Bass misses 2-pt layup from 1 ft,98,97
358,4,5:47.0,,Offensive rebound by J. Randle,98,97
359,4,5:44.0,,J. Randle makes 2-pt layup from 1 ft,98,99
360,4,5:35.0,R. Westbrook makes 3-pt jump shot from 25 ft,,101,99
361,4,5:14.0,,L. Williams makes 3-pt jump shot from 23 ft (assist by A. Brown),101,102
362,4,4:50.0,R. Westbrook misses 3-pt jump shot from 24 ft,,101,102
363,4,4:49.0,,Defensive rebound by J. Randle,101,102
364,4,4:36.0,,L. Williams misses 3-pt jump shot from 26 ft,101,102
365,4,4:36.0,,Offensive rebound by M. Huertas,101,102
366,4,4:18.0,,L. Williams makes 2-pt layup from 1 ft,101,104
367,4,4:18.0,Oklahoma City full timeout,,101,104
368,4,4:18.0,S. Adams enters the game for E. Freedom,,101,104
369,4,4:18.0,A. Roberson enters the game for C. Payne,,101,104
370,4,4:18.0,,J. Clarkson enters the game for A. Brown,101,104
371,4,4:18.0,,K. Bryant enters the game for M. Huertas,101,104
372,4,3:57.0,K. Durant makes 2-pt jump shot from 10 ft,,103,104
373,4,3:57.0,,Personal foul by S. Adams (drawn by J. Randle),103,104
374,4,3:57.0,Personal foul by J. Randle,,103,104
375,4,3:41.0,,L. Williams misses 2-pt jump shot from 15 ft,103,104
376,4,3:41.0,,Offensive rebound by B. Bass,103,104
377,4,3:31.0,,K. Bryant misses 3-pt jump shot from 24 ft,103,104
378,4,3:30.0,Defensive rebound by A. Roberson,,103,104
379,4,3:27.0,Shooting foul by B. Bass (drawn by R. Westbrook),,103,104
380,4,3:27.0,R. Westbrook makes free throw 1 of 2,,104,104
381,4,3:27.0,A. Morrow enters the game for S. Adams,,104,104
382,4,3:27.0,R. Westbrook makes free throw 2 of 2,,105,104
383,4,3:07.0,,Shooting foul by A. Roberson (drawn by L. Williams),105,104
384,4,3:07.0,,L. Williams makes free throw 1 of 3,105,105
385,4,3:07.0,,L. Williams makes free throw 2 of 3,105,106
386,4,3:07.0,,L. Williams makes free throw 3 of 3,105,107
