,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,MINNESOTA_ACTION,WASHINGTON_SCORE,MINNESOTA_SCORE
390,4,5:03.0,Washington full timeout,,97,87
391,4,5:03.0,M. Morris enters the game for J. Dudley,,97,87
392,4,4:38.0,G. Temple misses 2-pt jump shot from 15 ft,,97,87
393,4,4:37.0,,Defensive rebound by K. Towns,97,87
394,4,4:30.0,,R. Rubio makes 2-pt jump shot from 20 ft (assist by A. Wiggins),97,89
395,4,4:30.0,,Shooting foul by G. Temple (drawn by R. Rubio),97,89
396,4,4:30.0,,R. Rubio makes free throw 1 of 1,97,90
397,4,4:15.0,M. Morris misses 2-pt jump shot from 13 ft,,97,90
398,4,4:13.0,,Defensive rebound by K. Towns,97,90
399,4,4:08.0,,S. Muhammad misses 2-pt layup from 2 ft,97,90
400,4,4:06.0,Defensive rebound by G. Temple,,97,90
401,4,3:52.0,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),,100,90
402,4,3:29.0,,Turnover by R. Rubio (bad pass; steal by G. Temple),100,90
403,4,3:20.0,J. Wall misses 2-pt layup at rim,,100,90
404,4,3:19.0,,Defensive rebound by K. Towns,100,90
405,4,3:15.0,,Turnover by R. Rubio (bad pass),100,90
406,4,3:04.0,Personal foul by R. Rubio (drawn by J. Wall),,100,90
407,4,2:54.0,Turnover by J. Wall (lost ball; steal by R. Rubio),,100,90
408,4,2:49.0,,Turnover by R. Rubio (bad pass; steal by B. Beal),100,90
409,4,2:24.0,N. Hilário makes 2-pt jump shot from 17 ft (assist by J. Wall),,102,90
410,4,2:24.0,,Minnesota full timeout,102,90
411,4,2:24.0,,Minnesota full timeout,102,90
412,4,2:06.0,,Shooting block foul by G. Temple (drawn by K. Towns),102,90
413,4,2:06.0,,K. Towns makes free throw 1 of 2,102,91
414,4,2:06.0,,K. Towns makes free throw 2 of 2,102,92
415,4,1:48.0,B. Beal misses 3-pt jump shot from 24 ft,,102,92
416,4,1:47.0,,Defensive rebound by S. Muhammad,102,92
417,4,1:43.0,,Shooting foul by G. Temple (drawn by Z. LaVine),102,92
418,4,1:43.0,,Z. LaVine makes free throw 1 of 2,102,93
419,4,1:43.0,,Z. LaVine makes free throw 2 of 2,102,94
420,4,1:25.0,J. Wall misses 2-pt jump shot from 18 ft,,102,94
421,4,1:22.0,,Defensive rebound by S. Muhammad,102,94
422,4,1:18.0,,Shooting foul by N. Hilário (drawn by R. Rubio),102,94
423,4,1:18.0,,R. Rubio makes free throw 1 of 2,102,95
424,4,1:18.0,,R. Rubio makes free throw 2 of 2,102,96
425,4,0:54.0,B. Beal misses 2-pt jump shot from 15 ft,,102,96
426,4,0:53.0,,Defensive rebound by K. Towns,102,96
427,4,0:46.0,,Turnover by K. Towns (offensive foul),102,96
428,4,0:46.0,Offensive charge foul by K. Towns (drawn by N. Hilário),,102,96
429,4,0:27.0,J. Wall makes 2-pt jump shot from 18 ft,,104,96
430,4,0:27.0,,Minnesota full timeout,104,96
431,4,0:20.0,,K. Towns misses 3-pt jump shot from 25 ft,104,96
432,4,0:19.0,,Offensive rebound by S. Muhammad,104,96
433,4,0:19.0,,S. Muhammad makes 2-pt layup from 1 ft,104,98
434,4,0:09.0,Personal take foul by R. Rubio (drawn by B. Beal),,104,98
