,QUARTER,TIME_REMAINING,NEW YORK_ACTION,SAN ANTONIO_ACTION,NEW YORK_SCORE,SAN ANTONIO_SCORE
387,4,5:42.0,R. Lopez enters the game for K. Porziņģis,,80,90
388,4,5:38.0,,Personal foul by A. Afflalo (drawn by J. Simmons),80,90
389,4,5:27.0,,T. Parker makes 2-pt jump shot from 16 ft,80,92
390,4,5:05.0,R. Lopez misses 2-pt jump shot from 16 ft,,80,92
391,4,5:04.0,,Defensive rebound by L. Aldridge,80,92
392,4,4:47.0,,T. Parker misses 2-pt jump shot from 18 ft,80,92
393,4,4:46.0,Defensive rebound by R. Lopez,,80,92
394,4,4:36.0,Personal foul by L. Aldridge (drawn by C. Anthony),,80,92
395,4,4:24.0,R. Lopez makes 2-pt jump shot from 10 ft (assist by J. Calderón),,82,92
396,4,4:03.0,,T. Parker misses 3-pt jump shot from 23 ft,82,92
397,4,4:01.0,Defensive rebound by Team,,82,92
398,4,3:46.0,R. Lopez misses 2-pt hook shot from 5 ft,,82,92
399,4,3:45.0,Offensive rebound by C. Anthony,,82,92
400,4,3:45.0,C. Anthony makes 2-pt layup from 1 ft,,84,92
401,4,3:26.0,,K. Leonard misses 2-pt jump shot from 10 ft,84,92
402,4,3:24.0,Defensive rebound by L. Galloway,,84,92
403,4,3:22.0,L. Galloway makes 2-pt layup from 1 ft,,86,92
404,4,3:22.0,Shooting foul by D. Green (drawn by L. Galloway),,86,92
405,4,3:22.0,L. Galloway makes free throw 1 of 1,,87,92
406,4,3:00.0,,L. Aldridge misses 2-pt jump shot from 8 ft,87,92
407,4,2:58.0,Defensive rebound by J. Calderón,,87,92
408,4,2:49.0,C. Anthony makes 2-pt jump shot from 16 ft,,89,92
409,4,2:29.0,,Personal foul by C. Anthony (drawn by K. Leonard),89,92
410,4,2:29.0,Official timeout,,89,92
411,4,2:27.0,,M. Ginóbili enters the game for J. Simmons,89,92
412,4,2:24.0,,M. Ginóbili makes 2-pt layup from 1 ft (assist by L. Aldridge),89,94
413,4,2:08.0,L. Galloway misses 2-pt jump shot from 17 ft (block by M. Ginóbili),,89,94
414,4,2:06.0,Offensive rebound by A. Afflalo,,89,94
415,4,2:03.0,A. Afflalo makes 3-pt jump shot from 24 ft,,92,94
416,4,1:46.0,,L. Aldridge makes 2-pt jump shot from 18 ft (assist by T. Parker),92,96
417,4,1:27.0,C. Anthony makes 2-pt jump shot from 14 ft (assist by L. Galloway),,94,96
418,4,1:08.0,,T. Parker makes 2-pt layup from 1 ft (assist by M. Ginóbili),94,98
419,4,1:08.0,New York full timeout,,94,98
420,4,1:08.0,K. Porziņģis enters the game for R. Lopez,,94,98
421,4,0:50.0,A. Afflalo makes 3-pt jump shot from 24 ft,,97,98
422,4,0:33.0,,T. Parker makes 2-pt jump shot from 9 ft (assist by L. Aldridge),97,100
423,4,0:33.0,New York full timeout,,97,100
424,4,0:32.0,K. Porziņģis makes 2-pt dunk at rim (assist by A. Afflalo),,99,100
425,4,0:16.0,,T. Parker misses 2-pt jump shot from 20 ft,99,100
426,4,0:15.0,Defensive rebound by L. Galloway,,99,100
427,4,0:01.0,J. Calderón misses 3-pt jump shot from 24 ft,,99,100
428,4,0:00.0,,Defensive rebound by Team,99,100
