,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,BOSTON_ACTION,LA LAKERS_SCORE,BOSTON_SCORE
28,1,7:49.0,,J. Crowder makes 2-pt layup at rim (assist by J. Sullinger),7,6
29,1,7:38.0,Def 3 sec tech foul by A. Johnson,,7,6
30,1,7:38.0,K. Bryant misses technical free throw,,7,6
31,1,7:38.0,Offensive rebound by Team,,7,6
32,1,7:24.0,L. Nance makes 2-pt jump shot from 16 ft (assist by J. Clarkson),,9,6
33,1,7:06.0,,J. Crowder misses 3-pt jump shot from 26 ft,9,6
34,1,7:05.0,Defensive rebound by J. Clarkson,,9,6
35,1,6:59.0,L. Williams misses 3-pt jump shot from 24 ft,,9,6
36,1,6:58.0,,Defensive rebound by J. Sullinger,9,6
37,1,6:52.0,,Shooting foul by K. Bryant (drawn by J. Crowder),9,6
38,1,6:52.0,,J. Crowder makes 2-pt jump shot from 9 ft (assist by I. Thomas),9,8
39,1,6:52.0,,K. Olynyk enters the game for A. Johnson,9,8
40,1,6:52.0,,J. Crowder makes free throw 1 of 1,9,9
41,1,6:37.0,Shooting foul by K. Olynyk (drawn by L. Williams),,9,9
42,1,6:37.0,L. Williams makes free throw 1 of 2,,10,9
43,1,6:37.0,L. Williams makes free throw 2 of 2,,11,9
44,1,6:27.0,,K. Olynyk misses 2-pt jump shot from 19 ft,11,9
45,1,6:26.0,Defensive rebound by K. Bryant,,11,9
46,1,6:16.0,K. Bryant misses 2-pt layup from 2 ft,,11,9
47,1,6:15.0,,Defensive rebound by J. Sullinger,11,9
48,1,6:04.0,,J. Crowder misses 2-pt jump shot from 18 ft,11,9
49,1,6:03.0,Defensive rebound by L. Williams,,11,9
50,1,5:54.0,J. Clarkson makes 2-pt dunk at rim (assist by L. Williams),,13,9
51,1,5:54.0,,Boston full timeout,13,9
52,1,5:54.0,D. Russell enters the game for L. Williams,,13,9
53,1,5:54.0,,J. Jerebko enters the game for A. Bradley,13,9
54,1,5:45.0,,Shooting foul by K. Bryant (drawn by J. Crowder),13,9
55,1,5:45.0,,J. Crowder makes free throw 1 of 2,13,10
56,1,5:45.0,,J. Crowder makes free throw 2 of 2,13,11
57,1,5:24.0,R. Hibbert misses 2-pt hook shot from 5 ft,,13,11
58,1,5:23.0,Offensive rebound by L. Nance,,13,11
59,1,5:16.0,K. Bryant misses 3-pt jump shot from 24 ft,,13,11
60,1,5:16.0,Offensive rebound by K. Bryant,,13,11
61,1,5:14.0,Turnover by K. Bryant (bad pass),,13,11
62,1,5:07.0,,Personal foul by J. Clarkson (drawn by I. Thomas),13,11
63,1,5:00.0,,I. Thomas misses 2-pt jump shot from 11 ft,13,11
64,1,4:59.0,Defensive rebound by J. Clarkson,,13,11
65,1,4:49.0,Turnover by K. Bryant (bad pass; steal by K. Olynyk),,13,11
66,1,4:36.0,,Personal foul by L. Nance (drawn by K. Olynyk),13,11
67,1,4:28.0,,J. Crowder misses 3-pt jump shot from 24 ft,13,11
68,1,4:26.0,,Offensive rebound by J. Jerebko,13,11
69,1,4:21.0,,Shooting foul by L. Nance (drawn by J. Crowder),13,11
70,1,4:21.0,,J. Crowder makes free throw 1 of 2,13,12
71,1,4:21.0,J. Randle enters the game for L. Nance,,13,12
72,1,4:21.0,,J. Crowder makes free throw 2 of 2,13,13
73,1,4:06.0,J. Randle makes 2-pt hook shot from 6 ft,,15,13
74,1,3:53.0,,Shooting foul by R. Hibbert (drawn by I. Thomas),15,13
75,1,3:53.0,,I. Thomas makes free throw 1 of 2,15,14
76,1,3:53.0,N. Young enters the game for K. Bryant,,15,14
77,1,3:53.0,B. Bass enters the game for R. Hibbert,,15,14
78,1,3:53.0,,E. Turner enters the game for J. Sullinger,15,14
79,1,3:53.0,,I. Thomas makes free throw 2 of 2,15,15
80,1,3:41.0,D. Russell misses 2-pt jump shot from 2 ft,,15,15
81,1,3:40.0,Offensive rebound by D. Russell,,15,15
82,1,3:40.0,D. Russell misses 2-pt layup from 2 ft,,15,15
83,1,3:39.0,,Defensive rebound by J. Crowder,15,15
84,1,3:31.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by I. Thomas),15,18
85,1,3:14.0,J. Clarkson misses 2-pt jump shot from 19 ft,,15,18
86,1,3:13.0,,Defensive rebound by I. Thomas,15,18
87,1,3:02.0,,J. Jerebko misses 2-pt layup from 1 ft,15,18
88,1,3:01.0,,Offensive rebound by Team,15,18
89,1,2:58.0,,E. Turner makes 2-pt layup at rim (assist by I. Thomas),15,20
90,1,2:50.0,Personal foul by E. Turner (drawn by J. Clarkson),,15,20
91,1,2:50.0,LA Lakers full timeout,,15,20
92,1,2:41.0,N. Young misses 3-pt jump shot from 26 ft,,15,20
93,1,2:40.0,,Defensive rebound by J. Jerebko,15,20
94,1,2:23.0,,I. Thomas makes 2-pt layup at rim (assist by E. Turner),15,22
95,1,2:23.0,,Shooting foul by D. Russell (drawn by I. Thomas),15,22
96,1,2:23.0,,I. Thomas makes free throw 1 of 1,15,23
97,1,2:09.0,J. Randle misses 2-pt layup from 1 ft,,15,23
98,1,2:08.0,Offensive rebound by J. Randle,,15,23
99,1,2:07.0,Shooting foul by J. Jerebko (drawn by J. Randle),,15,23
100,1,2:07.0,J. Randle misses free throw 1 of 2,,15,23
101,1,2:07.0,Offensive rebound by Team,,15,23
102,1,2:07.0,,J. Young enters the game for I. Thomas,15,23
103,1,2:07.0,J. Randle makes free throw 2 of 2,,16,23
104,1,1:53.0,,E. Turner misses 2-pt jump shot from 15 ft,16,23
105,1,1:52.0,Defensive rebound by J. Randle,,16,23
106,1,1:46.0,N. Young makes 3-pt jump shot from 22 ft (assist by D. Russell),,19,23
107,1,1:32.0,,J. Crowder misses 3-pt jump shot from 24 ft,19,23
108,1,1:31.0,Defensive rebound by J. Randle,,19,23
109,1,1:21.0,J. Clarkson misses 2-pt layup from 2 ft,,19,23
110,1,1:20.0,Offensive rebound by B. Bass,,19,23
111,1,1:19.0,B. Bass makes 2-pt dunk at rim,,21,23
112,1,1:19.0,Shooting foul by K. Olynyk (drawn by B. Bass),,21,23
113,1,1:19.0,B. Bass makes free throw 1 of 1,,22,23
114,1,1:04.0,,E. Turner makes 2-pt layup from 2 ft,22,25
115,1,0:51.0,J. Clarkson makes 2-pt layup from 1 ft (assist by D. Russell),,24,25
116,1,0:51.0,Shooting foul by J. Young (drawn by J. Clarkson),,24,25
117,1,0:51.0,,A. Bradley enters the game for J. Crowder,24,25
118,1,0:51.0,,D. Lee enters the game for J. Jerebko,24,25
119,1,0:51.0,J. Clarkson misses free throw 1 of 1,,24,25
120,1,0:51.0,,Defensive rebound by D. Lee,24,25
121,1,0:33.0,,J. Young makes 2-pt jump shot from 3 ft (assist by E. Turner),24,27
122,1,0:25.0,N. Young misses 2-pt jump shot from 15 ft,,24,27
123,1,0:24.0,Offensive rebound by J. Randle,,24,27
124,1,0:03.0,J. Randle misses 2-pt jump shot from 22 ft,,24,27
125,1,0:02.0,,Defensive rebound by K. Olynyk,24,27
126,1,0:00.0,,D. Lee misses 3-pt jump shot from 39 ft,24,27
127,1,0:00.0,,Offensive rebound by Team,24,27
128,2,11:48.0,J. Randle makes 2-pt layup at rim (assist by D. Russell),,26,27
129,2,11:34.0,,D. Lee misses 2-pt jump shot from 3 ft,26,27
130,2,11:33.0,Defensive rebound by J. Randle,,26,27
131,2,11:25.0,Shooting foul by J. Young (drawn by L. Williams),,26,27
132,2,11:25.0,L. Williams makes free throw 1 of 2,,27,27
133,2,11:25.0,L. Williams makes free throw 2 of 2,,28,27
134,2,11:16.0,,A. Bradley makes 2-pt jump shot from 19 ft (assist by K. Olynyk),28,29
135,2,11:01.0,D. Russell makes 2-pt layup at rim,,30,29
136,2,10:48.0,,K. Olynyk makes 2-pt dunk at rim (assist by E. Turner),30,31
137,2,10:29.0,J. Randle misses 2-pt layup at rim,,30,31
138,2,10:28.0,,Defensive rebound by J. Young,30,31
139,2,10:19.0,,A. Bradley makes 3-pt jump shot from 25 ft (assist by K. Olynyk),30,34
140,2,10:06.0,Personal foul by J. Young,,30,34
141,2,10:06.0,K. Bryant enters the game for N. Young,,30,34
142,2,10:06.0,,A. Johnson enters the game for K. Olynyk,30,34
143,2,10:01.0,D. Russell makes 3-pt jump shot from 24 ft (assist by B. Bass),,33,34
144,2,9:48.0,,A. Bradley misses 3-pt jump shot from 25 ft,33,34
145,2,9:47.0,Defensive rebound by B. Bass,,33,34
146,2,9:38.0,D. Russell makes 2-pt jump shot from 19 ft,,35,34
147,2,9:27.0,,A. Bradley misses 3-pt jump shot from 23 ft,35,34
148,2,9:26.0,Defensive rebound by J. Randle,,35,34
149,2,9:15.0,D. Russell makes 2-pt layup at rim (assist by L. Williams),,37,34
150,2,9:15.0,,Boston full timeout,37,34
151,2,9:15.0,L. Nance enters the game for J. Randle,,37,34
152,2,8:59.0,,J. Young makes 3-pt jump shot from 25 ft (assist by E. Turner),37,37
153,2,8:39.0,L. Williams makes 2-pt jump shot from 21 ft (assist by B. Bass),,39,37
154,2,8:21.0,,J. Young misses 2-pt jump shot from 15 ft,39,37
155,2,8:20.0,Defensive rebound by B. Bass,,39,37
156,2,8:14.0,D. Russell misses 3-pt jump shot from 24 ft,,39,37
157,2,8:13.0,Offensive rebound by L. Nance,,39,37
158,2,8:08.0,K. Bryant misses 2-pt jump shot from 18 ft,,39,37
159,2,8:07.0,,Defensive rebound by D. Lee,39,37
160,2,7:54.0,,A. Bradley misses 2-pt jump shot from 19 ft,39,37
161,2,7:53.0,Defensive rebound by D. Russell,,39,37
162,2,7:28.0,D. Russell misses 3-pt jump shot from 26 ft,,39,37
163,2,7:27.0,,Defensive rebound by D. Lee,39,37
164,2,7:20.0,,Turnover by D. Lee (bad pass; steal by L. Williams),39,37
165,2,7:16.0,L. Williams makes 2-pt dunk at rim,,41,37
166,2,7:07.0,,J. Young misses 3-pt jump shot from 23 ft,41,37
167,2,7:06.0,,Offensive rebound by Team,41,37
168,2,7:06.0,J. Randle enters the game for L. Nance,,41,37
169,2,6:59.0,,E. Turner misses 2-pt jump shot from 14 ft,41,37
170,2,6:57.0,Defensive rebound by D. Russell,,41,37
171,2,6:53.0,B. Bass makes 2-pt dunk at rim (assist by K. Bryant),,43,37
172,2,6:42.0,,D. Lee makes 2-pt jump shot from 18 ft (assist by E. Turner),43,39
173,2,6:20.0,K. Bryant misses 2-pt jump shot from 4 ft (block by D. Lee),,43,39
174,2,6:19.0,,Defensive rebound by A. Bradley,43,39
175,2,6:17.0,,Turnover by E. Turner (lost ball),43,39
176,2,6:17.0,R. Hibbert enters the game for B. Bass,,43,39
177,2,6:17.0,,J. Crowder enters the game for J. Young,43,39
178,2,6:17.0,,J. Sullinger enters the game for D. Lee,43,39
179,2,6:02.0,K. Bryant misses 2-pt jump shot from 20 ft,,43,39
180,2,6:01.0,,Defensive rebound by E. Turner,43,39
181,2,5:49.0,,E. Turner misses 2-pt jump shot from 6 ft,43,39
182,2,5:48.0,,Offensive rebound by E. Turner,43,39
183,2,5:47.0,,E. Turner misses 2-pt jump shot from 8 ft (block by R. Hibbert),43,39
184,2,5:46.0,Defensive rebound by Team,,43,39
185,2,5:46.0,Official timeout,,43,39
186,2,5:46.0,,I. Thomas enters the game for E. Turner,43,39
187,2,5:23.0,J. Randle makes 2-pt layup from 1 ft,,45,39
188,2,4:58.0,,J. Sullinger makes 2-pt hook shot from 6 ft (assist by J. Crowder),45,41
189,2,4:41.0,L. Williams makes 2-pt layup from 1 ft (assist by J. Randle),,47,41
190,2,4:23.0,,J. Sullinger makes 3-pt jump shot from 25 ft (assist by I. Thomas),47,44
191,2,4:02.0,J. Randle misses 2-pt jump shot from 21 ft,,47,44
192,2,4:02.0,Offensive rebound by R. Hibbert,,47,44
193,2,3:57.0,K. Bryant makes 2-pt layup at rim (assist by R. Hibbert),,49,44
194,2,3:48.0,,A. Bradley misses 3-pt jump shot from 26 ft,49,44
195,2,3:45.0,Defensive rebound by K. Bryant,,49,44
196,2,3:33.0,K. Bryant makes 2-pt layup from 2 ft,,51,44
197,2,3:23.0,J. Clarkson enters the game for D. Russell,,51,44
198,2,3:23.0,,K. Olynyk enters the game for A. Johnson,51,44
199,2,3:23.0,,M. Smart enters the game for A. Bradley,51,44
200,2,3:18.0,,Turnover by J. Sullinger (traveling),51,44
201,2,3:04.0,K. Bryant misses 3-pt jump shot from 25 ft,,51,44
202,2,3:04.0,,Defensive rebound by I. Thomas,51,44
203,2,2:58.0,,I. Thomas makes 2-pt layup at rim (assist by M. Smart),51,46
204,2,2:43.0,J. Randle makes 2-pt dunk at rim,,53,46
205,2,2:36.0,,Personal block foul by J. Randle (drawn by I. Thomas),53,46
206,2,2:36.0,LA Lakers full timeout,,53,46
207,2,2:30.0,,M. Smart misses 2-pt jump shot from 9 ft,53,46
208,2,2:29.0,Defensive rebound by K. Bryant,,53,46
209,2,2:20.0,K. Bryant misses 2-pt jump shot from 7 ft,,53,46
210,2,2:19.0,,Defensive rebound by J. Sullinger,53,46
211,2,2:11.0,,M. Smart makes 2-pt layup at rim,53,48
212,2,1:56.0,Turnover by K. Bryant (bad pass; steal by J. Crowder),,53,48
213,2,1:52.0,,Shooting foul by L. Williams (drawn by I. Thomas),53,48
214,2,1:52.0,,I. Thomas makes free throw 1 of 2,53,49
215,2,1:52.0,,I. Thomas makes free throw 2 of 2,53,50
216,2,1:29.0,J. Randle misses 2-pt jump shot from 8 ft,,53,50
217,2,1:28.0,,Defensive rebound by M. Smart,53,50
218,2,1:17.0,,K. Olynyk misses 2-pt layup from 1 ft,53,50
219,2,1:16.0,,Offensive rebound by K. Olynyk,53,50
220,2,1:13.0,,M. Smart misses 3-pt jump shot from 25 ft,53,50
221,2,1:12.0,,Offensive rebound by J. Sullinger,53,50
222,2,1:07.0,,K. Olynyk makes 3-pt jump shot from 25 ft (assist by I. Thomas),53,53
223,2,0:44.0,J. Clarkson makes 2-pt jump shot from 21 ft,,55,53
224,2,0:39.0,,I. Thomas misses 3-pt jump shot from 25 ft,55,53
225,2,0:38.0,Defensive rebound by J. Randle,,55,53
226,2,0:31.0,Personal foul by K. Olynyk (drawn by R. Hibbert),,55,53
227,2,0:31.0,,J. Jerebko enters the game for K. Olynyk,55,53
228,2,0:15.0,J. Randle makes 3-pt jump shot from 24 ft (assist by K. Bryant),,58,53
229,2,0:15.0,,Boston full timeout,58,53
230,2,0:15.0,,K. Olynyk enters the game for J. Jerebko,58,53
231,2,0:15.0,,A. Bradley enters the game for M. Smart,58,53
232,2,0:15.0,B. Bass enters the game for R. Hibbert,,58,53
233,2,0:05.0,,J. Crowder makes 3-pt jump shot from 26 ft (assist by K. Olynyk),58,56
234,2,0:01.0,Turnover by J. Randle (lost ball),,58,56
235,3,11:41.0,R. Hibbert misses 2-pt layup from 1 ft,,58,56
236,3,11:40.0,,Defensive rebound by J. Sullinger,58,56
237,3,11:20.0,,J. Sullinger misses 2-pt jump shot from 19 ft,58,56
238,3,11:19.0,Defensive rebound by K. Bryant,,58,56
239,3,11:04.0,L. Williams makes 2-pt jump shot from 18 ft (assist by L. Nance),,60,56
240,3,10:47.0,,J. Crowder misses 3-pt jump shot from 26 ft,60,56
241,3,10:46.0,Defensive rebound by L. Nance,,60,56
242,3,10:45.0,Personal foul by K. Olynyk (drawn by L. Nance),,60,56
243,3,10:33.0,Turnover by K. Bryant (bad pass; steal by J. Crowder),,60,56
244,3,10:33.0,,Personal foul by L. Nance (drawn by J. Crowder),60,56
245,3,10:24.0,,Shooting foul by L. Nance (drawn by J. Crowder),60,56
246,3,10:24.0,,J. Crowder makes free throw 1 of 2,60,57
247,3,10:24.0,,J. Crowder makes free throw 2 of 2,60,58
248,3,10:03.0,J. Clarkson makes 2-pt jump shot from 20 ft,,62,58
249,3,9:45.0,,I. Thomas makes 2-pt jump shot from 18 ft,62,60
250,3,9:26.0,J. Clarkson misses 2-pt layup from 1 ft,,62,60
251,3,9:25.0,,Defensive rebound by J. Sullinger,62,60
252,3,9:16.0,,A. Bradley makes 2-pt layup at rim (assist by I. Thomas),62,62
253,3,8:52.0,R. Hibbert misses 2-pt hook shot from 5 ft,,62,62
254,3,8:51.0,,Defensive rebound by J. Sullinger,62,62
255,3,8:44.0,,I. Thomas makes 3-pt jump shot from 24 ft,62,65
256,3,8:33.0,R. Hibbert misses 2-pt jump shot from 5 ft (block by K. Olynyk),,62,65
257,3,8:32.0,,Defensive rebound by K. Olynyk,62,65
258,3,8:24.0,,J. Sullinger misses 3-pt jump shot from 25 ft,62,65
259,3,8:23.0,Defensive rebound by K. Bryant,,62,65
260,3,8:08.0,K. Bryant misses 2-pt jump shot from 15 ft,,62,65
261,3,8:07.0,,Defensive rebound by J. Crowder,62,65
262,3,8:01.0,,Turnover by A. Bradley (bad pass; steal by L. Williams),62,65
263,3,7:57.0,L. Williams makes 2-pt layup at rim,,64,65
264,3,7:36.0,,Shooting foul by R. Hibbert (drawn by J. Sullinger),64,65
265,3,7:36.0,,J. Sullinger misses free throw 1 of 2,64,65
266,3,7:36.0,,Offensive rebound by Team,64,65
267,3,7:36.0,,J. Sullinger misses free throw 2 of 2,64,65
268,3,7:36.0,Defensive rebound by K. Bryant,,64,65
269,3,7:27.0,Offensive foul by R. Hibbert (drawn by A. Bradley),,64,65
270,3,7:27.0,Turnover by R. Hibbert (offensive foul),,64,65
271,3,7:20.0,,Offensive foul by I. Thomas (drawn by J. Clarkson),64,65
272,3,7:20.0,,Turnover by I. Thomas (offensive foul),64,65
273,3,7:07.0,L. Nance misses 2-pt jump shot from 17 ft,,64,65
274,3,7:06.0,Offensive rebound by R. Hibbert,,64,65
275,3,6:48.0,L. Nance makes 2-pt jump shot from 17 ft (assist by J. Clarkson),,66,65
276,3,6:37.0,,I. Thomas misses 2-pt jump shot from 6 ft,66,65
277,3,6:36.0,Defensive rebound by K. Bryant,,66,65
278,3,6:19.0,K. Bryant makes 2-pt dunk at rim,,68,65
279,3,6:00.0,,A. Bradley misses 2-pt jump shot from 22 ft,68,65
280,3,5:59.0,,Offensive rebound by J. Crowder,68,65
281,3,5:56.0,,J. Crowder misses 3-pt jump shot from 24 ft,68,65
282,3,5:56.0,Defensive rebound by L. Nance,,68,65
283,3,5:51.0,L. Williams makes 2-pt jump shot from 7 ft (assist by L. Nance),,70,65
284,3,5:51.0,,Boston full timeout,70,65
285,3,5:51.0,D. Russell enters the game for L. Williams,,70,65
286,3,5:36.0,,J. Sullinger makes 2-pt layup from 2 ft (assist by A. Bradley),70,67
287,3,5:10.0,J. Clarkson makes 2-pt layup at rim,,72,67
288,3,4:54.0,,K. Olynyk misses 2-pt jump shot from 13 ft,72,67
289,3,4:53.0,Defensive rebound by D. Russell,,72,67
290,3,4:44.0,Turnover by D. Russell (lost ball; steal by A. Bradley),,72,67
291,3,4:39.0,,A. Bradley misses 2-pt layup from 1 ft,72,67
292,3,4:38.0,,Offensive rebound by J. Crowder,72,67
293,3,4:38.0,,J. Crowder misses 2-pt layup at rim,72,67
294,3,4:37.0,Defensive rebound by L. Nance,,72,67
295,3,4:27.0,Def 3 sec tech foul by K. Olynyk,,72,67
296,3,4:27.0,J. Clarkson makes technical free throw,,73,67
297,3,4:27.0,,A. Johnson enters the game for K. Olynyk,73,67
298,3,4:27.0,,E. Turner enters the game for A. Bradley,73,67
299,3,4:27.0,N. Young enters the game for K. Bryant,,73,67
300,3,4:27.0,J. Randle enters the game for L. Nance,,73,67
301,3,4:22.0,D. Russell misses 2-pt layup from 1 ft (block by J. Sullinger),,73,67
302,3,4:21.0,Offensive rebound by Team,,73,67
303,3,4:16.0,J. Clarkson makes 3-pt jump shot from 26 ft (assist by J. Randle),,76,67
304,3,4:00.0,,I. Thomas misses 3-pt jump shot from 25 ft,76,67
305,3,3:59.0,Defensive rebound by R. Hibbert,,76,67
306,3,3:55.0,Shooting foul by J. Crowder (drawn by J. Clarkson),,76,67
307,3,3:55.0,J. Clarkson makes free throw 1 of 2,,77,67
308,3,3:55.0,J. Clarkson makes free throw 2 of 2,,78,67
309,3,3:36.0,,I. Thomas makes 2-pt jump shot from 6 ft (assist by J. Sullinger),78,69
310,3,3:11.0,N. Young makes 3-pt jump shot from 24 ft (assist by J. Randle),,81,69
311,3,3:01.0,,Turnover by I. Thomas (lost ball),81,69
312,3,3:01.0,,M. Smart enters the game for J. Crowder,81,69
313,3,2:46.0,N. Young makes 2-pt jump shot from 15 ft,,83,69
314,3,2:38.0,,Shooting foul by R. Hibbert (drawn by E. Turner),83,69
315,3,2:38.0,,E. Turner makes 2-pt jump shot from 13 ft,83,71
316,3,2:38.0,LA Lakers full timeout,,83,71
317,3,2:38.0,B. Bass enters the game for R. Hibbert,,83,71
318,3,2:38.0,,J. Jerebko enters the game for J. Sullinger,83,71
319,3,2:38.0,,E. Turner makes free throw 1 of 1,83,72
320,3,2:23.0,D. Russell misses 3-pt jump shot from 28 ft,,83,72
321,3,2:22.0,,Defensive rebound by A. Johnson,83,72
322,3,2:06.0,,Turnover by I. Thomas (bad pass; steal by D. Russell),83,72
323,3,2:04.0,Personal take foul by J. Jerebko (drawn by D. Russell),,83,72
324,3,1:47.0,Shooting foul by J. Jerebko (drawn by J. Randle),,83,72
325,3,1:47.0,J. Randle makes free throw 1 of 2,,84,72
326,3,1:47.0,J. Randle misses free throw 2 of 2,,84,72
327,3,1:47.0,,Defensive rebound by J. Jerebko,84,72
328,3,1:29.0,,E. Turner makes 2-pt layup from 1 ft,84,74
329,3,1:15.0,N. Young misses 2-pt jump shot from 15 ft,,84,74
330,3,1:14.0,,Defensive rebound by J. Jerebko,84,74
331,3,1:03.0,,M. Smart misses 2-pt layup from 1 ft,84,74
332,3,1:02.0,Defensive rebound by B. Bass,,84,74
333,3,0:54.0,D. Russell makes 2-pt layup from 2 ft (assist by J. Clarkson),,86,74
334,3,0:35.0,,J. Jerebko makes 2-pt layup at rim (assist by E. Turner),86,76
335,3,0:28.0,D. Russell misses 3-pt jump shot from 25 ft,,86,76
336,3,0:27.0,,Defensive rebound by A. Johnson,86,76
337,3,0:07.0,,E. Turner misses 2-pt jump shot from 15 ft,86,76
338,3,0:06.0,,Offensive rebound by M. Smart,86,76
339,3,0:06.0,,M. Smart makes 2-pt dunk at rim,86,78
340,3,0:01.0,D. Russell makes 3-pt jump shot from 25 ft,,89,78
341,4,11:51.0,,Personal foul by J. Clarkson (drawn by M. Smart),89,78
342,4,11:43.0,,Personal foul by B. Bass (drawn by A. Johnson),89,78
343,4,11:37.0,,E. Turner makes 2-pt layup from 1 ft,89,80
344,4,11:18.0,J. Clarkson makes 2-pt jump shot from 18 ft (assist by J. Randle),,91,80
345,4,11:08.0,,J. Jerebko misses 2-pt jump shot from 7 ft,91,80
346,4,11:07.0,Defensive rebound by D. Russell,,91,80
347,4,10:54.0,J. Randle misses 2-pt jump shot from 10 ft,,91,80
348,4,10:53.0,,Defensive rebound by A. Johnson,91,80
349,4,10:44.0,,M. Smart misses 3-pt jump shot from 24 ft,91,80
350,4,10:43.0,Defensive rebound by B. Bass,,91,80
351,4,10:35.0,Turnover by D. Russell (lost ball; steal by M. Smart),,91,80
352,4,10:31.0,,Shooting foul by B. Bass (drawn by J. Jerebko),91,80
353,4,10:31.0,,J. Jerebko makes free throw 1 of 2,91,81
354,4,10:31.0,L. Williams enters the game for J. Clarkson,,91,81
355,4,10:31.0,,J. Jerebko misses free throw 2 of 2,91,81
356,4,10:31.0,Defensive rebound by J. Randle,,91,81
357,4,10:09.0,D. Russell makes 2-pt jump shot from 19 ft,,93,81
358,4,9:57.0,,E. Turner misses 2-pt jump shot from 11 ft,93,81
359,4,9:56.0,Defensive rebound by L. Williams,,93,81
360,4,9:56.0,Personal foul by J. Jerebko,,93,81
361,4,9:56.0,,D. Lee enters the game for A. Johnson,93,81
362,4,9:56.0,,J. Crowder enters the game for J. Jerebko,93,81
363,4,9:44.0,L. Williams misses 2-pt layup from 2 ft (block by D. Lee),,93,81
364,4,9:43.0,Offensive rebound by L. Williams,,93,81
365,4,9:41.0,J. Randle misses 2-pt hook shot from 2 ft,,93,81
366,4,9:41.0,,Defensive rebound by Team,93,81
367,4,9:41.0,Loose ball foul by J. Randle (drawn by D. Lee),,93,81
368,4,9:30.0,,J. Crowder misses 3-pt jump shot from 26 ft,93,81
369,4,9:29.0,Defensive rebound by J. Randle,,93,81
370,4,9:11.0,D. Russell misses 3-pt jump shot from 25 ft,,93,81
371,4,9:10.0,,Defensive rebound by E. Turner,93,81
372,4,9:02.0,,J. Crowder misses 2-pt layup from 3 ft,93,81
373,4,9:02.0,Defensive rebound by J. Randle,,93,81
374,4,8:52.0,D. Russell misses 2-pt layup from 1 ft,,93,81
375,4,8:51.0,Offensive rebound by J. Randle,,93,81
376,4,8:50.0,J. Randle misses 2-pt layup at rim (block by M. Smart),,93,81
377,4,8:50.0,,Defensive rebound by Team,93,81
378,4,8:50.0,Official timeout,,93,81
379,4,8:32.0,,E. Turner makes 2-pt layup at rim,93,83
380,4,8:08.0,J. Randle misses 2-pt jump shot from 10 ft,,93,83
381,4,8:07.0,,Defensive rebound by Team,93,83
382,4,7:55.0,,E. Turner makes 2-pt jump shot from 17 ft,93,85
383,4,7:34.0,B. Bass misses 2-pt jump shot from 16 ft,,93,85
384,4,7:32.0,,Defensive rebound by D. Lee,93,85
385,4,7:26.0,,E. Turner makes 2-pt layup from 1 ft,93,87
386,4,7:23.0,LA Lakers full timeout,,93,87
387,4,7:23.0,,I. Thomas enters the game for M. Smart,93,87
388,4,7:23.0,K. Bryant enters the game for N. Young,,93,87
389,4,7:11.0,Shooting foul by E. Turner (drawn by K. Bryant),,93,87
