,QUARTER,TIME_REMAINING,PHOENIX_ACTION,CHICAGO_ACTION,PHOENIX_SCORE,CHICAGO_SCORE
55,1,5:30.0,E. Bledsoe makes 2-pt layup from 2 ft,,15,18
56,1,5:25.0,,Personal foul by A. Len (drawn by D. Rose),15,18
57,1,5:25.0,T. Warren enters the game for J. Leuer,,15,18
58,1,5:25.0,M. Teletović enters the game for P. Tucker,,15,18
59,1,5:25.0,D. Booker enters the game for B. Knight,,15,18
60,1,5:16.0,,P. Gasol misses 2-pt layup from 2 ft (block by M. Teletović),15,18
61,1,5:16.0,,Offensive rebound by Team,15,18
62,1,5:09.0,,P. Gasol misses 2-pt jump shot from 3 ft (block by A. Len),15,18
63,1,5:08.0,,Offensive rebound by P. Gasol,15,18
64,1,5:08.0,,Personal foul by A. Len (drawn by P. Gasol),15,18
65,1,5:08.0,,P. Gasol makes free throw 1 of 2,15,19
66,1,5:08.0,M. Morris enters the game for A. Len,,15,19
67,1,5:08.0,Violation by Team (delay of game),,15,19
68,1,5:08.0,,P. Gasol misses free throw 2 of 2,15,19
69,1,5:08.0,Defensive rebound by E. Bledsoe,,15,19
70,1,4:56.0,M. Teletović makes 3-pt jump shot from 24 ft (assist by T. Warren),,18,19
71,1,4:45.0,,D. Rose misses 2-pt layup from 1 ft,18,19
72,1,4:44.0,,Offensive rebound by P. Gasol,18,19
73,1,4:44.0,,P. Gasol makes 2-pt dunk at rim,18,21
74,1,4:24.0,M. Morris misses 2-pt jump shot from 5 ft (block by P. Gasol),,18,21
75,1,4:21.0,Offensive rebound by E. Bledsoe,,18,21
76,1,4:21.0,E. Bledsoe makes 2-pt layup at rim,,20,21
77,1,4:12.0,,P. Gasol makes 2-pt jump shot from 4 ft,20,23
78,1,4:12.0,,Shooting foul by M. Morris (drawn by P. Gasol),20,23
79,1,4:12.0,,D. McDermott enters the game for T. Snell,20,23
80,1,4:12.0,,K. Hinrich enters the game for D. Rose,20,23
81,1,4:12.0,,P. Gasol makes free throw 1 of 1,20,24
82,1,4:02.0,Turnover by T. Warren (bad pass),,20,24
83,1,4:02.0,,J. Noah enters the game for P. Gasol,20,24
84,1,3:41.0,,J. Butler makes 2-pt layup from 1 ft (assist by N. Mirotić),20,26
85,1,3:28.0,M. Teletović makes 2-pt jump shot from 8 ft,,22,26
86,1,3:05.0,,N. Mirotić makes 2-pt jump shot from 21 ft (assist by J. Butler),22,28
87,1,2:42.0,T. Warren misses 2-pt jump shot from 14 ft,,22,28
88,1,2:41.0,,Defensive rebound by N. Mirotić,22,28
89,1,2:35.0,,Personal foul by E. Bledsoe (drawn by J. Noah),22,28
90,1,2:35.0,,Chicago full timeout,22,28
91,1,2:35.0,,T. Gibson enters the game for N. Mirotić,22,28
92,1,2:35.0,R. Price enters the game for E. Bledsoe,,22,28
93,1,2:35.0,,J. Noah misses free throw 1 of 2,22,28
94,1,2:35.0,,Offensive rebound by Team,22,28
95,1,2:35.0,,J. Noah misses free throw 2 of 2,22,28
96,1,2:33.0,Defensive rebound by M. Morris,,22,28
97,1,2:21.0,D. Booker misses 2-pt jump shot from 15 ft,,22,28
98,1,2:21.0,Offensive rebound by Team,,22,28
99,1,2:19.0,M. Teletović makes 2-pt layup from 2 ft (assist by T. Warren),,24,28
100,1,2:00.0,,T. Gibson makes 2-pt jump shot from 15 ft (assist by J. Noah),24,30
101,1,1:50.0,Turnover by M. Morris (bad pass),,24,30
102,1,1:28.0,,D. McDermott misses 3-pt jump shot from 24 ft,24,30
103,1,1:26.0,Defensive rebound by M. Morris,,24,30
104,1,1:17.0,D. Booker misses 2-pt layup from 1 ft,,24,30
105,1,1:16.0,,Defensive rebound by J. Noah,24,30
106,1,1:08.0,,D. McDermott misses 3-pt jump shot from 22 ft,24,30
107,1,1:06.0,Defensive rebound by M. Teletović,,24,30
108,1,1:00.0,T. Warren misses 2-pt jump shot from 17 ft,,24,30
109,1,0:58.0,,Defensive rebound by J. Noah,24,30
110,1,0:38.0,,T. Gibson misses 2-pt jump shot from 16 ft,24,30
111,1,0:36.0,Defensive rebound by D. Booker,,24,30
112,1,0:14.0,M. Morris misses 2-pt jump shot from 19 ft,,24,30
113,1,0:13.0,Offensive rebound by T. Warren,,24,30
114,1,0:10.0,D. Booker makes 3-pt jump shot from 25 ft (assist by T. Warren),,27,30
115,1,0:00.0,,T. Gibson misses 2-pt jump shot from 6 ft,27,30
116,1,0:00.0,,Offensive rebound by Team,27,30
117,2,11:40.0,,D. McDermott makes 2-pt jump shot from 21 ft (assist by T. Gibson),27,32
118,2,11:14.0,D. Booker makes 2-pt layup from 2 ft (assist by M. Teletović),,29,32
119,2,10:52.0,,K. Hinrich misses 2-pt layup from 1 ft,29,32
120,2,10:51.0,,Offensive rebound by J. Noah,29,32
121,2,10:51.0,,J. Noah misses 2-pt layup at rim,29,32
122,2,10:50.0,Defensive rebound by M. Morris,,29,32
123,2,10:38.0,M. Teletović misses 2-pt layup from 1 ft (block by T. Gibson),,29,32
124,2,10:36.0,,Defensive rebound by J. Noah,29,32
125,2,10:29.0,,E. Moore makes 2-pt jump shot from 17 ft (assist by J. Noah),29,34
126,2,10:05.0,Personal foul by K. Hinrich (drawn by M. Morris),,29,34
127,2,10:05.0,J. Leuer enters the game for R. Price,,29,34
128,2,10:05.0,B. Knight enters the game for M. Morris,,29,34
129,2,9:55.0,J. Leuer makes 2-pt jump shot from 8 ft,,31,34
130,2,9:35.0,,Turnover by K. Hinrich (bad pass; steal by T. Warren),31,34
131,2,9:26.0,J. Leuer misses 3-pt jump shot from 24 ft,,31,34
132,2,9:25.0,,Defensive rebound by K. Hinrich,31,34
133,2,9:12.0,,D. McDermott misses 2-pt jump shot from 10 ft,31,34
134,2,9:11.0,Defensive rebound by J. Leuer,,31,34
135,2,9:04.0,T. Warren misses 2-pt jump shot from 10 ft,,31,34
136,2,9:02.0,,Defensive rebound by J. Noah,31,34
137,2,8:48.0,,K. Hinrich misses 2-pt layup from 3 ft,31,34
138,2,8:46.0,Defensive rebound by J. Leuer,,31,34
139,2,8:40.0,T. Warren makes 2-pt layup from 1 ft (assist by B. Knight),,33,34
140,2,8:40.0,Shooting foul by D. McDermott (drawn by T. Warren),,33,34
141,2,8:40.0,Phoenix full timeout,,33,34
142,2,8:40.0,,D. Rose enters the game for D. McDermott,33,34
143,2,8:40.0,,T. Snell enters the game for K. Hinrich,33,34
144,2,8:40.0,T. Warren makes free throw 1 of 1,,34,34
145,2,8:26.0,,J. Noah misses 2-pt hook shot from 2 ft,34,34
146,2,8:24.0,Defensive rebound by D. Booker,,34,34
147,2,8:09.0,J. Leuer misses 3-pt jump shot from 24 ft,,34,34
148,2,8:08.0,,Defensive rebound by T. Snell,34,34
149,2,7:58.0,,D. Rose makes 2-pt jump shot from 21 ft (assist by T. Gibson),34,36
150,2,7:40.0,B. Knight misses 2-pt jump shot from 22 ft,,34,36
151,2,7:39.0,,Defensive rebound by D. Rose,34,36
152,2,7:31.0,,T. Gibson makes 2-pt hook shot from 3 ft (assist by J. Noah),34,38
153,2,7:04.0,T. Warren misses 2-pt jump shot from 20 ft,,34,38
154,2,7:04.0,Offensive rebound by Team,,34,38
155,2,7:04.0,Turnover by Team (shot clock),,34,38
156,2,7:04.0,,N. Mirotić enters the game for J. Noah,34,38
157,2,7:04.0,E. Bledsoe enters the game for T. Warren,,34,38
158,2,6:53.0,,D. Rose misses 2-pt layup from 1 ft (block by J. Leuer),34,38
159,2,6:49.0,,Offensive rebound by D. Rose,34,38
160,2,6:49.0,,T. Snell misses 3-pt jump shot from 23 ft,34,38
161,2,6:48.0,Defensive rebound by J. Leuer,,34,38
162,2,6:34.0,M. Teletović misses 2-pt jump shot from 21 ft,,34,38
163,2,6:33.0,,Defensive rebound by D. Rose,34,38
164,2,6:29.0,,Turnover by D. Rose (bad pass; steal by J. Leuer),34,38
165,2,6:20.0,M. Teletović makes 3-pt jump shot from 24 ft (assist by D. Booker),,37,38
166,2,6:03.0,,E. Moore misses 3-pt jump shot from 24 ft,37,38
167,2,6:02.0,Defensive rebound by E. Bledsoe,,37,38
168,2,5:54.0,Turnover by B. Knight (bad pass; steal by T. Gibson),,37,38
169,2,5:45.0,,T. Gibson makes 2-pt layup from 1 ft (assist by T. Snell),37,40
170,2,5:30.0,J. Leuer misses 3-pt jump shot from 25 ft,,37,40
171,2,5:29.0,,Defensive rebound by T. Gibson,37,40
172,2,5:19.0,,Chicago full timeout,37,40
173,2,5:19.0,A. Len enters the game for J. Leuer,,37,40
174,2,5:19.0,,P. Gasol enters the game for T. Gibson,37,40
175,2,5:19.0,,J. Butler enters the game for E. Moore,37,40
176,2,5:19.0,P. Tucker enters the game for M. Teletović,,37,40
177,2,5:14.0,,N. Mirotić misses 3-pt jump shot from 25 ft,37,40
178,2,5:12.0,Defensive rebound by B. Knight,,37,40
179,2,5:03.0,E. Bledsoe misses 2-pt jump shot from 8 ft,,37,40
180,2,5:03.0,Offensive rebound by Team,,37,40
181,2,4:58.0,A. Len makes 2-pt layup from 1 ft (assist by D. Booker),,39,40
182,2,4:58.0,Shooting foul by P. Gasol (drawn by A. Len),,39,40
183,2,4:58.0,A. Len makes free throw 1 of 1,,40,40
184,2,4:38.0,,Turnover by P. Gasol (bad pass; steal by E. Bledsoe),40,40
185,2,4:30.0,E. Bledsoe makes 2-pt layup from 1 ft,,42,40
186,2,4:18.0,,D. Rose misses 3-pt jump shot from 24 ft,42,40
187,2,4:16.0,,Offensive rebound by N. Mirotić,42,40
188,2,4:16.0,,Turnover by D. Rose (lost ball),42,40
189,2,4:01.0,A. Len misses 2-pt jump shot from 16 ft,,42,40
190,2,4:00.0,,Defensive rebound by D. Rose,42,40
191,2,3:46.0,,D. Rose misses 2-pt layup at rim,42,40
192,2,3:45.0,,Offensive rebound by N. Mirotić,42,40
193,2,3:45.0,,N. Mirotić makes 2-pt dunk at rim,42,42
194,2,3:29.0,E. Bledsoe misses 2-pt jump shot from 7 ft,,42,42
195,2,3:27.0,Offensive rebound by A. Len,,42,42
196,2,3:27.0,A. Len makes 2-pt dunk at rim,,44,42
197,2,3:19.0,,Turnover by J. Butler (bad pass; steal by A. Len),44,42
198,2,3:14.0,Turnover by P. Tucker (bad pass; steal by J. Butler),,44,42
199,2,3:10.0,,J. Butler makes 2-pt dunk at rim (assist by P. Gasol),44,44
200,2,2:46.0,Turnover by P. Tucker (lost ball; steal by D. Rose),,44,44
201,2,2:44.0,,Personal foul by D. Booker (drawn by D. Rose),44,44
202,2,2:44.0,Phoenix full timeout,,44,44
203,2,2:29.0,,N. Mirotić misses 2-pt jump shot from 14 ft,44,44
204,2,2:28.0,Defensive rebound by A. Len,,44,44
205,2,2:16.0,A. Len misses 2-pt layup from 1 ft (block by N. Mirotić),,44,44
206,2,2:14.0,,Defensive rebound by N. Mirotić,44,44
207,2,2:13.0,,Turnover by N. Mirotić (bad pass; steal by P. Tucker),44,44
208,2,2:10.0,A. Len misses 2-pt layup from 2 ft,,44,44
209,2,2:08.0,,Defensive rebound by P. Gasol,44,44
210,2,2:05.0,,T. Snell makes 2-pt layup from 1 ft (assist by P. Gasol),44,46
211,2,1:50.0,D. Booker makes 2-pt layup at rim (assist by A. Len),,46,46
212,2,1:23.0,,J. Butler misses 3-pt jump shot from 23 ft,46,46
213,2,1:22.0,,Offensive rebound by N. Mirotić,46,46
214,2,1:15.0,,J. Butler makes 3-pt jump shot from 23 ft (assist by P. Gasol),46,49
215,2,0:51.0,A. Len makes 2-pt jump shot from 7 ft (assist by E. Bledsoe),,48,49
216,2,0:31.0,,Shooting foul by A. Len (drawn by P. Gasol),48,49
217,2,0:31.0,,P. Gasol makes free throw 1 of 2,48,50
218,2,0:31.0,J. Leuer enters the game for A. Len,,48,50
219,2,0:31.0,M. Teletović enters the game for P. Tucker,,48,50
220,2,0:31.0,,P. Gasol makes free throw 2 of 2,48,51
221,2,0:15.0,E. Bledsoe makes 2-pt layup from 2 ft,,50,51
222,2,0:15.0,Shooting foul by J. Butler (drawn by E. Bledsoe),,50,51
223,2,0:15.0,E. Bledsoe makes free throw 1 of 1,,51,51
224,2,0:00.0,,N. Mirotić misses 3-pt jump shot from 23 ft,51,51
225,2,0:00.0,,Offensive rebound by Team,51,51
226,3,11:47.0,Violation by A. Len (kicked ball),,51,51
227,3,11:35.0,,N. Mirotić makes 3-pt jump shot from 24 ft (assist by J. Butler),51,54
228,3,11:20.0,B. Knight misses 2-pt jump shot from 16 ft,,51,54
229,3,11:19.0,,Defensive rebound by P. Gasol,51,54
230,3,11:09.0,,P. Gasol misses 2-pt jump shot from 19 ft,51,54
231,3,11:08.0,,Offensive rebound by N. Mirotić,51,54
232,3,11:04.0,,N. Mirotić makes 2-pt jump shot from 20 ft,51,56
233,3,10:54.0,Turnover by A. Len (bad pass; steal by D. Rose),,51,56
234,3,10:50.0,,D. Rose makes 2-pt layup at rim (assist by J. Butler),51,58
235,3,10:50.0,Phoenix full timeout,,51,58
236,3,10:34.0,J. Leuer misses 2-pt jump shot from 19 ft,,51,58
237,3,10:31.0,Offensive rebound by Team,,51,58
238,3,10:18.0,E. Bledsoe misses 2-pt layup from 1 ft,,51,58
239,3,10:17.0,Offensive rebound by J. Leuer,,51,58
240,3,10:17.0,J. Leuer makes 2-pt layup at rim,,53,58
241,3,9:53.0,,P. Gasol makes 3-pt jump shot from 25 ft (assist by N. Mirotić),53,61
242,3,9:31.0,J. Leuer misses 2-pt jump shot from 16 ft,,53,61
243,3,9:30.0,,Defensive rebound by P. Gasol,53,61
244,3,9:18.0,,D. Rose misses 3-pt jump shot from 24 ft,53,61
245,3,9:17.0,Defensive rebound by P. Tucker,,53,61
246,3,9:04.0,A. Len misses 2-pt jump shot from 14 ft,,53,61
247,3,9:02.0,,Defensive rebound by P. Gasol,53,61
248,3,8:51.0,,N. Mirotić misses 3-pt jump shot from 23 ft,53,61
249,3,8:51.0,,Offensive rebound by Team,53,61
250,3,8:51.0,Loose ball foul by E. Bledsoe (drawn by T. Snell),,53,61
251,3,8:44.0,,Personal foul by J. Leuer (drawn by N. Mirotić),53,61
252,3,8:26.0,,J. Butler misses 2-pt jump shot from 19 ft,53,61
253,3,8:25.0,,Offensive rebound by P. Gasol,53,61
254,3,8:23.0,,P. Gasol makes 2-pt layup from 3 ft,53,63
255,3,8:10.0,J. Leuer misses 2-pt layup from 1 ft (block by P. Gasol),,53,63
256,3,8:08.0,Offensive rebound by J. Leuer,,53,63
257,3,8:08.0,J. Leuer makes 2-pt layup from 1 ft,,55,63
258,3,7:57.0,,N. Mirotić makes 2-pt layup from 1 ft (assist by P. Gasol),55,65
259,3,7:47.0,E. Bledsoe makes 2-pt jump shot from 15 ft,,57,65
260,3,7:36.0,,D. Rose misses 2-pt layup from 3 ft,57,65
261,3,7:35.0,Defensive rebound by A. Len,,57,65
262,3,7:27.0,Turnover by B. Knight (bad pass),,57,65
263,3,7:13.0,,Turnover by P. Gasol (bad pass; steal by J. Leuer),57,65
264,3,7:07.0,B. Knight misses 3-pt jump shot from 25 ft,,57,65
265,3,7:06.0,,Defensive rebound by P. Gasol,57,65
266,3,6:59.0,,P. Gasol misses 2-pt jump shot from 9 ft,57,65
267,3,6:57.0,Defensive rebound by A. Len,,57,65
268,3,6:49.0,Shooting foul by P. Gasol (drawn by A. Len),,57,65
269,3,6:49.0,A. Len makes free throw 1 of 2,,58,65
270,3,6:49.0,M. Teletović enters the game for J. Leuer,,58,65
271,3,6:49.0,D. Booker enters the game for B. Knight,,58,65
272,3,6:49.0,A. Len misses free throw 2 of 2,,58,65
273,3,6:48.0,,Defensive rebound by N. Mirotić,58,65
274,3,6:33.0,,Turnover by D. Rose (bad pass; steal by P. Tucker),58,65
275,3,6:19.0,Turnover by E. Bledsoe (bad pass; steal by N. Mirotić),,58,65
276,3,6:16.0,,J. Butler makes 2-pt dunk at rim (assist by N. Mirotić),58,67
277,3,5:50.0,D. Booker misses 2-pt jump shot from 17 ft,,58,67
278,3,5:49.0,,Defensive rebound by J. Butler,58,67
279,3,5:49.0,,Personal foul by A. Len (drawn by J. Butler),58,67
280,3,5:49.0,J. Leuer enters the game for A. Len,,58,67
281,3,5:35.0,,T. Snell misses 2-pt jump shot from 22 ft,58,67
282,3,5:34.0,Defensive rebound by J. Leuer,,58,67
283,3,5:27.0,Personal foul by D. Rose (drawn by M. Teletović),,58,67
284,3,5:27.0,,J. Noah enters the game for P. Gasol,58,67
285,3,5:27.0,,D. McDermott enters the game for T. Snell,58,67
286,3,5:27.0,T. Warren enters the game for P. Tucker,,58,67
287,3,5:15.0,E. Bledsoe misses 2-pt layup from 1 ft,,58,67
288,3,5:14.0,,Defensive rebound by Team,58,67
289,3,5:05.0,,D. Rose makes 2-pt layup from 2 ft,58,69
290,3,4:43.0,M. Teletović makes 3-pt jump shot from 25 ft (assist by D. Booker),,61,69
291,3,4:32.0,,N. Mirotić misses 3-pt jump shot from 24 ft,61,69
292,3,4:30.0,,Offensive rebound by Team,61,69
293,3,4:30.0,,T. Gibson enters the game for N. Mirotić,61,69
294,3,4:23.0,,D. Rose misses 2-pt jump shot from 10 ft,61,69
295,3,4:22.0,,Offensive rebound by T. Gibson,61,69
296,3,4:19.0,,D. Rose makes 2-pt layup from 1 ft (assist by T. Gibson),61,71
297,3,4:04.0,Personal foul by T. Gibson (drawn by M. Teletović),,61,71
298,3,4:04.0,,K. Hinrich enters the game for D. Rose,61,71
299,3,3:59.0,M. Teletović misses 2-pt jump shot from 21 ft,,61,71
300,3,3:58.0,,Defensive rebound by J. Butler,61,71
301,3,3:47.0,,D. McDermott makes 2-pt jump shot from 3 ft (assist by J. Noah),61,73
302,3,3:35.0,E. Bledsoe misses 2-pt jump shot from 22 ft,,61,73
303,3,3:34.0,,Defensive rebound by T. Gibson,61,73
304,3,3:27.0,,Turnover by T. Gibson (traveling),61,73
305,3,3:15.0,E. Bledsoe misses 2-pt jump shot from 18 ft,,61,73
306,3,3:14.0,,Defensive rebound by J. Butler,61,73
307,3,3:05.0,,Turnover by J. Butler (bad pass),61,73
308,3,2:55.0,Turnover by D. Booker (bad pass; steal by T. Gibson),,61,73
309,3,2:51.0,,T. Gibson makes 2-pt layup from 1 ft,61,75
310,3,2:29.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,61,75
311,3,2:28.0,,Defensive rebound by T. Gibson,61,75
312,3,2:12.0,,Offensive foul by T. Gibson (drawn by T. Warren),61,75
313,3,2:12.0,,Turnover by T. Gibson (offensive foul),61,75
314,3,2:12.0,,Chicago full timeout,61,75
315,3,2:12.0,B. Knight enters the game for E. Bledsoe,,61,75
316,3,1:47.0,B. Knight misses 3-pt jump shot from 25 ft,,61,75
317,3,1:45.0,,Defensive rebound by J. Butler,61,75
318,3,1:34.0,,J. Butler misses 2-pt layup from 1 ft,61,75
319,3,1:33.0,Defensive rebound by J. Leuer,,61,75
320,3,1:14.0,M. Teletović misses 3-pt jump shot from 27 ft,,61,75
321,3,1:14.0,,Defensive rebound by Team,61,75
322,3,0:53.0,,K. Hinrich misses 3-pt jump shot from 25 ft,61,75
323,3,0:51.0,Defensive rebound by D. Booker,,61,75
324,3,0:47.0,Turnover by J. Leuer (bad pass),,61,75
325,3,0:35.0,,T. Gibson misses 2-pt jump shot from 8 ft,61,75
326,3,0:33.0,,Offensive rebound by T. Gibson,61,75
327,3,0:33.0,,T. Gibson misses 2-pt layup from 1 ft (block by M. Teletović),61,75
328,3,0:31.0,,Offensive rebound by T. Gibson,61,75
329,3,0:31.0,,T. Gibson misses 2-pt layup at rim,61,75
330,3,0:29.0,Defensive rebound by T. Warren,,61,75
331,3,0:14.0,T. Warren misses 2-pt jump shot from 17 ft,,61,75
332,3,0:12.0,,Defensive rebound by J. Noah,61,75
333,3,0:06.0,,Shooting foul by T. Warren (drawn by J. Butler),61,75
334,3,0:06.0,,J. Butler makes free throw 1 of 2,61,76
335,3,0:06.0,,J. Butler makes free throw 2 of 2,61,77
336,3,0:05.0,Personal take foul by K. Hinrich (drawn by B. Knight),,61,77
337,3,0:00.0,Turnover by B. Knight (lost ball; steal by J. Noah),,61,77
338,4,11:35.0,A. Len misses 2-pt jump shot from 6 ft,,61,77
339,4,11:34.0,,Defensive rebound by J. Noah,61,77
340,4,11:19.0,,Offensive foul by T. Gibson (drawn by B. Knight),61,77
341,4,11:19.0,,Turnover by T. Gibson (offensive foul),61,77
342,4,11:09.0,D. Booker misses 2-pt layup from 1 ft (block by T. Gibson),,61,77
343,4,11:09.0,Offensive rebound by Team,,61,77
344,4,11:04.0,M. Teletović makes 3-pt jump shot from 25 ft (assist by B. Knight),,64,77
345,4,10:47.0,,K. Hinrich misses 2-pt layup from 2 ft,64,77
346,4,10:45.0,,Offensive rebound by J. Noah,64,77
347,4,10:45.0,,Shooting foul by A. Len (drawn by J. Noah),64,77
348,4,10:45.0,,J. Noah misses free throw 1 of 2,64,77
349,4,10:45.0,,Offensive rebound by Team,64,77
350,4,10:45.0,,J. Noah makes free throw 2 of 2,64,78
351,4,10:33.0,D. Booker makes 2-pt jump shot from 18 ft,,66,78
352,4,10:19.0,,K. Hinrich misses 2-pt jump shot from 6 ft,66,78
353,4,10:17.0,Defensive rebound by T. Warren,,66,78
354,4,10:02.0,T. Warren makes 2-pt jump shot from 5 ft (assist by A. Len),,68,78
355,4,9:52.0,,Turnover by J. Noah (bad pass; steal by D. Booker),68,78
356,4,9:48.0,,D. Rose enters the game for K. Hinrich,68,78
357,4,9:48.0,,Offensive charge foul by T. Warren (drawn by K. Hinrich),68,78
358,4,9:48.0,Turnover by T. Warren (offensive foul),,68,78
359,4,9:38.0,,D. McDermott makes 2-pt layup from 1 ft (assist by J. Noah),68,80
360,4,9:22.0,Shooting foul by T. Gibson (drawn by A. Len),,68,80
361,4,9:22.0,A. Len makes 2-pt layup at rim (assist by B. Knight),,70,80
362,4,9:22.0,A. Len makes free throw 1 of 1,,71,80
363,4,9:09.0,,D. McDermott makes 2-pt jump shot from 20 ft (assist by J. Noah),71,82
364,4,8:51.0,Phoenix full timeout,,71,82
365,4,8:48.0,A. Len makes 2-pt layup from 2 ft (assist by D. Booker),,73,82
366,4,8:27.0,,Turnover by E. Moore (traveling),73,82
367,4,8:27.0,J. Leuer enters the game for A. Len,,73,82
368,4,8:14.0,D. Booker makes 2-pt layup from 1 ft (assist by M. Teletović),,75,82
369,4,8:04.0,,J. Noah makes 2-pt layup at rim (assist by D. Rose),75,84
370,4,7:58.0,Phoenix full timeout,,75,84
371,4,7:48.0,Turnover by J. Leuer (bad pass; steal by E. Moore),,75,84
372,4,7:45.0,,E. Moore makes 2-pt layup from 1 ft,75,86
373,4,7:21.0,Personal foul by D. McDermott (drawn by T. Warren),,75,86
374,4,7:14.0,B. Knight misses 2-pt jump shot from 17 ft,,75,86
375,4,7:13.0,,Defensive rebound by E. Moore,75,86
376,4,7:06.0,,D. Rose misses 3-pt jump shot from 24 ft,75,86
377,4,7:05.0,,Offensive rebound by T. Gibson,75,86
378,4,6:57.0,,D. Rose misses 2-pt layup from 3 ft,75,86
379,4,6:56.0,Defensive rebound by M. Teletović,,75,86
380,4,6:48.0,B. Knight makes 3-pt jump shot from 27 ft (assist by D. Booker),,78,86
381,4,6:26.0,,Turnover by D. Rose (bad pass),78,86
382,4,6:26.0,E. Bledsoe enters the game for D. Booker,,78,86
383,4,6:26.0,,J. Butler enters the game for E. Moore,78,86
384,4,6:14.0,B. Knight makes 2-pt jump shot from 21 ft,,80,86
385,4,5:58.0,,Shooting foul by T. Warren (drawn by J. Butler),80,86
386,4,5:58.0,,J. Butler makes free throw 1 of 2,80,87
387,4,5:58.0,,P. Gasol enters the game for J. Noah,80,87
388,4,5:58.0,,J. Butler makes free throw 2 of 2,80,88
