,QUARTER,TIME_REMAINING,TORONTO_ACTION,DALLAS_ACTION,TORONTO_SCORE,DALLAS_SCORE
225,2,1:25.0,Turnover by C. Joseph (lost ball; steal by D. Harris),,46,49
226,2,1:18.0,,D. Harris misses 3-pt jump shot from 24 ft,46,49
227,2,1:17.0,Defensive rebound by P. Patterson,,46,49
228,2,1:08.0,Shooting foul by D. Williams (drawn by J. Valančiūnas),,46,49
229,2,1:08.0,J. Valančiūnas misses free throw 1 of 2,,46,49
230,2,1:08.0,Offensive rebound by Team,,46,49
231,2,1:08.0,J. Valančiūnas makes free throw 2 of 2,,47,49
232,2,0:57.0,,D. Harris makes 2-pt layup from 1 ft (assist by W. Matthews),47,51
233,2,0:45.0,Personal take foul by D. Harris (drawn by C. Joseph),,47,51
234,2,0:45.0,C. Joseph makes free throw 1 of 2,,48,51
235,2,0:45.0,C. Joseph makes free throw 2 of 2,,49,51
236,2,0:31.0,,D. Williams misses 2-pt jump shot from 9 ft,49,51
237,2,0:29.0,Defensive rebound by D. Carroll,,49,51
238,2,0:09.0,P. Patterson misses 3-pt jump shot from 23 ft,,49,51
239,2,0:08.0,Offensive rebound by P. Patterson,,49,51
240,2,0:05.0,P. Patterson misses 2-pt jump shot from 11 ft,,49,51
241,2,0:03.0,,Defensive rebound by D. Harris,49,51
242,2,0:00.0,,D. Williams misses 3-pt jump shot from 26 ft,49,51
243,2,0:00.0,,Offensive rebound by Team,49,51
244,3,11:50.0,,D. Nowitzki misses 2-pt jump shot from 8 ft,49,51
245,3,11:49.0,Defensive rebound by J. Valančiūnas,,49,51
246,3,11:33.0,Turnover by J. Valančiūnas (3 sec),,49,51
247,3,11:23.0,,Turnover by W. Matthews (bad pass; steal by L. Scola),49,51
248,3,11:07.0,D. DeRozan misses 2-pt jump shot from 15 ft,,49,51
249,3,11:06.0,Offensive rebound by L. Scola,,49,51
250,3,11:04.0,L. Scola misses 2-pt layup from 2 ft,,49,51
251,3,11:03.0,,Defensive rebound by Z. Pachulia,49,51
252,3,10:57.0,,Shooting foul by J. Valančiūnas (drawn by W. Matthews),49,51
253,3,10:57.0,,W. Matthews makes free throw 1 of 2,49,52
254,3,10:57.0,,W. Matthews misses free throw 2 of 2,49,52
255,3,10:56.0,,Offensive rebound by Z. Pachulia,49,52
256,3,10:47.0,,Turnover by D. Nowitzki (bad pass; steal by K. Lowry),49,52
257,3,10:39.0,J. Valančiūnas makes 2-pt dunk at rim (assist by K. Lowry),,51,52
258,3,10:21.0,,D. Williams misses 2-pt layup from 3 ft,51,52
259,3,10:19.0,,Offensive rebound by Z. Pachulia,51,52
260,3,10:15.0,,W. Matthews makes 3-pt jump shot from 23 ft (assist by D. Nowitzki),51,55
261,3,9:57.0,Shooting foul by W. Matthews (drawn by D. DeRozan),,51,55
262,3,9:57.0,D. DeRozan makes free throw 1 of 2,,52,55
263,3,9:57.0,D. DeRozan makes free throw 2 of 2,,53,55
264,3,9:47.0,,R. Felton misses 2-pt jump shot from 20 ft,53,55
265,3,9:46.0,Defensive rebound by J. Valančiūnas,,53,55
266,3,9:36.0,K. Lowry makes 2-pt jump shot from 17 ft,,55,55
267,3,9:15.0,,Shooting foul by K. Lowry (drawn by D. Williams),55,55
268,3,9:15.0,,D. Williams makes free throw 1 of 2,55,56
269,3,9:15.0,,D. Williams makes free throw 2 of 2,55,57
270,3,8:58.0,D. DeRozan makes 2-pt jump shot from 14 ft (assist by K. Lowry),,57,57
271,3,8:46.0,,Z. Pachulia makes 2-pt hook shot at rim (assist by W. Matthews),57,59
272,3,8:35.0,D. DeRozan makes 2-pt dunk at rim,,59,59
273,3,8:15.0,,D. Nowitzki makes 2-pt jump shot from 13 ft (assist by D. Williams),59,61
274,3,7:50.0,J. Valančiūnas makes 2-pt jump shot from 5 ft,,61,61
275,3,7:36.0,,W. Matthews makes 2-pt jump shot from 19 ft,61,63
276,3,7:16.0,L. Scola makes 2-pt jump shot from 20 ft (assist by K. Lowry),,63,63
277,3,6:57.0,,R. Felton makes 2-pt jump shot from 18 ft,63,65
278,3,6:40.0,K. Lowry makes 2-pt jump shot from 7 ft,,65,65
279,3,6:28.0,,R. Felton makes 2-pt jump shot from 5 ft,65,67
280,3,6:08.0,Turnover by D. DeRozan (lost ball; steal by D. Nowitzki),,65,67
281,3,6:01.0,,W. Matthews misses 3-pt jump shot from 24 ft,65,67
282,3,6:00.0,Defensive rebound by L. Scola,,65,67
283,3,5:56.0,Toronto full timeout,,65,67
284,3,5:56.0,,D. Powell enters the game for D. Nowitzki,65,67
285,3,5:56.0,T. Ross enters the game for D. Carroll,,65,67
286,3,5:56.0,,D. Harris enters the game for W. Matthews,65,67
287,3,5:43.0,D. DeRozan misses 2-pt jump shot from 13 ft,,65,67
288,3,5:42.0,,Defensive rebound by R. Felton,65,67
289,3,5:29.0,,D. Powell misses 2-pt jump shot from 16 ft,65,67
290,3,5:28.0,Defensive rebound by K. Lowry,,65,67
291,3,5:19.0,K. Lowry misses 2-pt jump shot from 18 ft,,65,67
292,3,5:18.0,,Defensive rebound by D. Powell,65,67
293,3,5:12.0,,Turnover by Z. Pachulia (offensive foul),65,67
294,3,5:12.0,,Offensive foul by Z. Pachulia (drawn by T. Ross),65,67
295,3,4:50.0,T. Ross misses 3-pt jump shot from 23 ft,,65,67
296,3,4:49.0,Offensive rebound by L. Scola,,65,67
297,3,4:49.0,,Loose ball foul by Z. Pachulia (drawn by L. Scola),65,67
298,3,4:49.0,,C. Villanueva enters the game for Z. Pachulia,65,67
299,3,4:49.0,,Technical foul by Z. Pachulia,65,67
300,3,4:49.0,D. DeRozan makes technical free throw,,66,67
301,3,4:49.0,B. Biyombo enters the game for J. Valančiūnas,,66,67
302,3,4:42.0,Offensive foul by B. Biyombo (drawn by D. Harris),,66,67
303,3,4:42.0,Turnover by B. Biyombo (offensive foul),,66,67
304,3,4:33.0,,D. Powell misses 2-pt layup at rim (block by K. Lowry),66,67
305,3,4:30.0,,Offensive rebound by D. Williams,66,67
306,3,4:26.0,,R. Felton misses 2-pt layup at rim,66,67
307,3,4:24.0,Defensive rebound by K. Lowry,,66,67
308,3,4:11.0,Shooting foul by C. Villanueva (drawn by B. Biyombo),,66,67
309,3,4:11.0,B. Biyombo misses free throw 1 of 2,,66,67
310,3,4:11.0,Offensive rebound by Team,,66,67
311,3,4:11.0,B. Biyombo makes free throw 2 of 2,,67,67
312,3,4:00.0,,C. Villanueva makes 2-pt dunk at rim (assist by D. Powell),67,69
313,3,3:43.0,D. DeRozan misses 2-pt jump shot from 13 ft,,67,69
314,3,3:42.0,Offensive rebound by Team,,67,69
315,3,3:42.0,P. Patterson enters the game for L. Scola,,67,69
316,3,3:32.0,T. Ross misses 3-pt jump shot from 22 ft,,67,69
317,3,3:31.0,,Defensive rebound by D. Powell,67,69
318,3,3:23.0,,C. Villanueva misses 3-pt jump shot from 24 ft,67,69
319,3,3:22.0,,Offensive rebound by D. Harris,67,69
320,3,3:18.0,,D. Williams misses 3-pt jump shot from 25 ft,67,69
321,3,3:17.0,,Offensive rebound by D. Harris,67,69
322,3,3:15.0,,Personal foul by T. Ross (drawn by D. Harris),67,69
323,3,3:09.0,,Turnover by R. Felton (bad pass),67,69
324,3,2:59.0,K. Lowry makes 3-pt jump shot from 27 ft (assist by D. DeRozan),,70,69
325,3,2:52.0,,Dallas full timeout,70,69
326,3,2:52.0,,J. Barea enters the game for D. Williams,70,69
327,3,2:52.0,,W. Matthews enters the game for R. Felton,70,69
328,3,2:47.0,,Turnover by D. Harris (bad pass; steal by K. Lowry),70,69
329,3,2:43.0,K. Lowry makes 2-pt layup at rim,,72,69
330,3,2:21.0,,D. Harris misses 3-pt jump shot from 23 ft,72,69
331,3,2:20.0,,Offensive rebound by C. Villanueva,72,69
332,3,2:20.0,,C. Villanueva makes 2-pt layup at rim,72,71
333,3,1:57.0,Turnover by K. Lowry (back court),,72,71
334,3,1:57.0,C. Joseph enters the game for K. Lowry,,72,71
335,3,1:46.0,,D. Powell misses 2-pt layup from 2 ft,72,71
336,3,1:46.0,Defensive rebound by P. Patterson,,72,71
337,3,1:35.0,B. Biyombo makes 2-pt dunk at rim (assist by C. Joseph),,74,71
338,3,1:27.0,,Personal foul by T. Ross (drawn by W. Matthews),74,71
339,3,1:27.0,,D. Nowitzki enters the game for C. Villanueva,74,71
340,3,1:14.0,,Turnover by W. Matthews (lost ball; steal by P. Patterson),74,71
341,3,0:51.0,P. Patterson misses 3-pt jump shot from 23 ft,,74,71
342,3,0:50.0,,Defensive rebound by W. Matthews,74,71
343,3,0:28.0,,J. Barea makes 2-pt jump shot from 14 ft,74,73
344,3,0:11.0,Personal foul by W. Matthews (drawn by D. DeRozan),,74,73
345,3,0:11.0,,D. Williams enters the game for W. Matthews,74,73
346,3,0:01.0,D. DeRozan misses 2-pt jump shot from 20 ft (block by D. Harris),,74,73
347,3,0:00.0,Offensive rebound by D. DeRozan,,74,73
348,4,11:48.0,Shooting block foul by J. Barea (drawn by C. Joseph),,74,73
349,4,11:48.0,C. Joseph makes free throw 1 of 2,,75,73
350,4,11:48.0,C. Joseph makes free throw 2 of 2,,76,73
351,4,11:24.0,,D. Williams misses 2-pt jump shot from 21 ft (block by D. Carroll),76,73
352,4,11:23.0,,Offensive rebound by Team,76,73
353,4,11:23.0,,Turnover by Team (shot clock),76,73
354,4,11:08.0,T. Ross misses 2-pt jump shot from 9 ft,,76,73
355,4,11:06.0,,Defensive rebound by D. Harris,76,73
356,4,10:58.0,,D. Harris misses 2-pt layup from 1 ft,76,73
357,4,10:57.0,Defensive rebound by B. Biyombo,,76,73
358,4,10:47.0,C. Joseph misses 2-pt jump shot from 20 ft,,76,73
359,4,10:46.0,,Defensive rebound by D. Powell,76,73
360,4,10:38.0,,J. Barea makes 2-pt jump shot from 7 ft,76,75
361,4,10:19.0,D. Carroll misses 2-pt jump shot from 11 ft,,76,75
362,4,10:18.0,,Defensive rebound by D. Nowitzki,76,75
363,4,10:03.0,Violation by T. Ross (kicked ball),,76,75
364,4,10:03.0,,R. Felton enters the game for D. Harris,76,75
365,4,9:52.0,,J. Barea misses 2-pt jump shot from 11 ft,76,75
366,4,9:51.0,Defensive rebound by B. Biyombo,,76,75
367,4,9:41.0,D. Carroll misses 3-pt jump shot from 24 ft,,76,75
368,4,9:40.0,,Defensive rebound by D. Nowitzki,76,75
369,4,9:34.0,,Shooting foul by T. Ross (drawn by D. Williams),76,75
370,4,9:34.0,,D. Williams makes free throw 1 of 2,76,76
371,4,9:34.0,D. DeRozan enters the game for T. Ross,,76,76
372,4,9:34.0,,D. Williams makes free throw 2 of 2,76,77
373,4,9:29.0,Toronto full timeout,,76,77
374,4,9:29.0,J. Valančiūnas enters the game for B. Biyombo,,76,77
375,4,9:23.0,D. DeRozan makes 2-pt jump shot from 10 ft,,78,77
376,4,9:23.0,Shooting foul by R. Felton (drawn by D. DeRozan),,78,77
377,4,9:23.0,D. DeRozan makes free throw 1 of 1,,79,77
378,4,9:10.0,,R. Felton makes 2-pt jump shot from 5 ft (assist by D. Williams),79,79
379,4,8:47.0,Turnover by J. Valančiūnas (traveling),,79,79
380,4,8:36.0,,D. Williams makes 2-pt jump shot from 16 ft,79,81
381,4,8:22.0,Shooting foul by D. Williams (drawn by D. Carroll),,79,81
382,4,8:22.0,D. Carroll misses free throw 1 of 2,,79,81
383,4,8:22.0,Offensive rebound by Team,,79,81
384,4,8:22.0,K. Lowry enters the game for C. Joseph,,79,81
385,4,8:22.0,D. Carroll makes free throw 2 of 2,,80,81
