,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,BROOKLYN_ACTION,MINNESOTA_SCORE,BROOKLYN_SCORE
381,4,4:00.0,Personal foul by J. Johnson (drawn by G. Dieng),,95,77
382,4,3:51.0,K. Towns makes 2-pt jump shot from 19 ft (assist by R. Rubio),,97,77
383,4,3:33.0,,Shooting foul by A. Wiggins (drawn by J. Johnson),97,77
384,4,3:33.0,,J. Johnson makes free throw 1 of 2,97,78
385,4,3:33.0,,J. Johnson makes free throw 2 of 2,97,79
386,4,3:21.0,Turnover by G. Dieng (lost ball; steal by T. Young),,97,79
387,4,3:17.0,,Personal foul by G. Dieng (drawn by T. Young),97,79
388,4,3:17.0,,T. Young makes free throw 1 of 2,97,80
389,4,3:17.0,,T. Young makes free throw 2 of 2,97,81
390,4,3:03.0,K. Towns makes 2-pt jump shot from 6 ft (assist by R. Rubio),,99,81
391,4,3:03.0,Shooting foul by T. Young (drawn by K. Towns),,99,81
392,4,3:03.0,K. Towns makes free throw 1 of 1,,100,81
393,4,2:49.0,,T. Young makes 2-pt layup from 2 ft (assist by J. Johnson),100,83
394,4,2:31.0,K. Towns misses 2-pt layup from 2 ft (block by B. Lopez),,100,83
395,4,2:29.0,,Defensive rebound by B. Lopez,100,83
396,4,2:25.0,,J. Johnson makes 2-pt layup from 2 ft (assist by J. Jack),100,85
397,4,2:24.0,Minnesota full timeout,,100,85
398,4,2:24.0,S. Muhammad enters the game for R. Rubio,,100,85
399,4,2:24.0,A. Miller enters the game for A. Wiggins,,100,85
400,4,2:07.0,Z. LaVine misses 2-pt layup from 2 ft (block by B. Lopez),,100,85
401,4,2:05.0,,Defensive rebound by J. Johnson,100,85
402,4,1:59.0,,J. Jack misses 3-pt jump shot from 25 ft,100,85
403,4,1:58.0,Defensive rebound by K. Towns,,100,85
404,4,1:36.0,Z. LaVine misses 2-pt jump shot from 6 ft,,100,85
405,4,1:35.0,Offensive rebound by Team,,100,85
406,4,1:35.0,Turnover by Team (shot clock),,100,85
407,4,1:35.0,D. Rudež enters the game for K. Towns,,100,85
408,4,1:17.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,100,85
409,4,1:16.0,Defensive rebound by Z. LaVine,,100,85
410,4,0:58.0,S. Muhammad misses 3-pt jump shot from 25 ft,,100,85
411,4,0:56.0,,Defensive rebound by J. Jack,100,85
412,4,0:47.0,,B. Lopez misses 3-pt jump shot from 24 ft,100,85
413,4,0:46.0,Defensive rebound by D. Rudež,,100,85
414,4,0:23.0,D. Rudež misses 3-pt jump shot from 22 ft,,100,85
415,4,0:22.0,,Defensive rebound by J. Johnson,100,85
416,4,0:06.0,,B. Bogdanović misses 2-pt layup from 2 ft,100,85
417,4,0:05.0,Defensive rebound by G. Dieng,,100,85
