,QUARTER,TIME_REMAINING,DENVER_ACTION,ATLANTA_ACTION,DENVER_SCORE,ATLANTA_SCORE
100,1,0:06.0,,A. Horford enters the game for K. Humphries,23,33
101,1,0:06.0,,K. Korver enters the game for T. Sefolosha,23,33
102,1,0:02.0,,D. Schröder misses 2-pt layup from 1 ft (block by D. Augustin),23,33
103,1,0:02.0,Defensive rebound by J. Nurkić,,23,33
104,1,0:02.0,Turnover by J. Nurkić (traveling),,23,33
105,1,0:00.0,,A. Horford misses 2-pt jump shot from 18 ft,23,33
106,1,0:00.0,,Offensive rebound by Team,23,33
107,2,12:00.0,,Violation by Team (delay of game),23,33
108,2,11:43.0,,A. Horford misses 2-pt jump shot from 16 ft,23,33
109,2,11:41.0,Defensive rebound by A. Toupane,,23,33
110,2,11:25.0,J. Nurkić misses 2-pt jump shot from 6 ft,,23,33
111,2,11:23.0,Offensive rebound by J. Nurkić,,23,33
112,2,11:23.0,J. Nurkić makes 2-pt layup at rim,,25,33
113,2,11:02.0,,Turnover by D. Schröder (bad pass; steal by J. Nurkić),25,33
114,2,11:02.0,,Offensive charge foul by W. Barton (drawn by K. Hinrich),25,33
115,2,11:02.0,Turnover by W. Barton (offensive foul),,25,33
116,2,11:02.0,,K. Korver enters the game for T. Sefolosha,25,33
117,2,10:48.0,,A. Horford misses 2-pt jump shot from 18 ft,25,33
118,2,10:46.0,Defensive rebound by J. Lauvergne,,25,33
119,2,10:34.0,W. Barton misses 2-pt jump shot from 16 ft,,25,33
120,2,10:34.0,Offensive rebound by Team,,25,33
121,2,10:34.0,,Loose ball foul by M. Scott,25,33
122,2,10:31.0,D. Augustin makes 3-pt jump shot from 24 ft (assist by W. Barton),,28,33
123,2,10:14.0,,D. Schröder misses 3-pt jump shot from 24 ft,28,33
124,2,10:13.0,Defensive rebound by A. Toupane,,28,33
125,2,10:04.0,D. Augustin makes 2-pt jump shot from 16 ft,,30,33
126,2,9:57.0,,Atlanta full timeout,30,33
127,2,9:57.0,,T. Hardaway enters the game for K. Hinrich,30,33
128,2,9:48.0,,T. Hardaway misses 2-pt jump shot from 20 ft,30,33
129,2,9:46.0,Defensive rebound by J. Lauvergne,,30,33
130,2,9:41.0,A. Toupane misses 2-pt layup at rim,,30,33
131,2,9:40.0,,Defensive rebound by D. Schröder,30,33
132,2,9:22.0,,M. Scott misses 2-pt jump shot from 7 ft,30,33
133,2,9:20.0,Defensive rebound by J. Nurkić,,30,33
134,2,9:03.0,Turnover by A. Toupane (bad pass; steal by M. Scott),,30,33
135,2,9:00.0,,Shooting foul by J. Nurkić (drawn by T. Hardaway),30,33
136,2,9:00.0,,T. Hardaway makes free throw 1 of 2,30,34
137,2,9:00.0,,T. Hardaway makes free throw 2 of 2,30,35
138,2,8:40.0,J. Lauvergne misses 2-pt layup from 1 ft,,30,35
139,2,8:39.0,,Defensive rebound by M. Scott,30,35
140,2,8:23.0,,A. Horford makes 2-pt dunk at rim (assist by D. Schröder),30,37
141,2,7:56.0,D. Augustin makes 2-pt layup from 2 ft,,32,37
142,2,7:46.0,,M. Scott makes 2-pt layup from 1 ft (assist by D. Schröder),32,39
143,2,7:46.0,,Shooting foul by D. Augustin (drawn by M. Scott),32,39
144,2,7:46.0,,M. Scott makes free throw 1 of 1,32,40
145,2,7:27.0,A. Toupane misses 3-pt jump shot from 22 ft,,32,40
146,2,7:26.0,,Defensive rebound by T. Hardaway,32,40
147,2,7:21.0,,J. Teague enters the game for D. Schröder,32,40
148,2,7:09.0,,M. Scott misses 3-pt jump shot from 25 ft,32,40
149,2,7:07.0,Defensive rebound by J. Lauvergne,,32,40
150,2,6:57.0,W. Barton makes 3-pt jump shot from 25 ft (assist by D. Augustin),,35,40
151,2,6:29.0,,Shooting foul by D. Augustin (drawn by M. Scott),35,40
152,2,6:29.0,,M. Scott misses free throw 1 of 2,35,40
153,2,6:29.0,,Offensive rebound by Team,35,40
154,2,6:29.0,,P. Millsap enters the game for A. Horford,35,40
155,2,6:29.0,E. Mudiay enters the game for D. Augustin,,35,40
156,2,6:29.0,,M. Scott makes free throw 2 of 2,35,41
157,2,6:16.0,A. Toupane misses 3-pt jump shot from 22 ft,,35,41
158,2,6:15.0,,Defensive rebound by T. Hardaway,35,41
159,2,6:08.0,,T. Hardaway misses 2-pt layup at rim,35,41
160,2,6:05.0,Defensive rebound by W. Barton,,35,41
161,2,6:02.0,J. Lauvergne makes 2-pt dunk at rim (assist by W. Barton),,37,41
162,2,5:48.0,Official timeout,,37,41
163,2,5:48.0,G. Harris enters the game for A. Toupane,,37,41
164,2,5:40.0,,P. Millsap makes 2-pt layup at rim (assist by T. Hardaway),37,43
165,2,5:26.0,J. Nurkić misses 2-pt jump shot from 5 ft (block by P. Millsap),,37,43
166,2,5:26.0,,T. Sefolosha enters the game for K. Korver,37,43
167,2,5:26.0,Offensive rebound by Team,,37,43
168,2,5:14.0,G. Harris misses 3-pt jump shot from 24 ft,,37,43
169,2,5:13.0,,Defensive rebound by T. Sefolosha,37,43
170,2,4:53.0,,J. Teague misses 2-pt layup from 2 ft (block by J. Lauvergne),37,43
171,2,4:50.0,Defensive rebound by E. Mudiay,,37,43
172,2,4:40.0,G. Harris misses 2-pt layup from 3 ft,,37,43
173,2,4:37.0,,Defensive rebound by T. Sefolosha,37,43
174,2,4:28.0,,T. Hardaway makes 2-pt jump shot from 21 ft (assist by M. Scott),37,45
175,2,4:04.0,J. Lauvergne makes 2-pt layup from 1 ft (assist by W. Barton),,39,45
176,2,3:46.0,D. Arthur enters the game for J. Nurkić,,39,45
177,2,3:46.0,N. Jokić enters the game for J. Lauvergne,,39,45
178,2,3:45.0,,A. Horford enters the game for M. Scott,39,45
179,2,3:40.0,,J. Teague misses 3-pt jump shot from 24 ft,39,45
180,2,3:38.0,Defensive rebound by W. Barton,,39,45
181,2,3:35.0,Turnover by W. Barton (bad pass),,39,45
182,2,3:29.0,,J. Teague misses 2-pt layup from 1 ft,39,45
183,2,3:29.0,,Offensive rebound by Team,39,45
184,2,3:17.0,,Personal block foul by D. Arthur,39,45
185,2,3:13.0,,Turnover by J. Teague (lost ball; steal by N. Jokić),39,45
186,2,3:10.0,Shooting foul by T. Sefolosha (drawn by E. Mudiay),,39,45
187,2,3:10.0,E. Mudiay makes free throw 1 of 2,,40,45
188,2,3:10.0,,K. Korver enters the game for T. Hardaway,40,45
189,2,3:10.0,E. Mudiay makes free throw 2 of 2,,41,45
190,2,2:57.0,,J. Teague misses 2-pt jump shot from 16 ft,41,45
191,2,2:55.0,Defensive rebound by W. Barton,,41,45
192,2,2:41.0,N. Jokić makes 2-pt jump shot from 7 ft,,43,45
193,2,2:27.0,,P. Millsap misses 2-pt jump shot from 12 ft,43,45
194,2,2:25.0,Defensive rebound by N. Jokić,,43,45
195,2,2:15.0,E. Mudiay makes 3-pt jump shot from 24 ft (assist by W. Barton),,46,45
196,2,2:10.0,,Atlanta full timeout,46,45
197,2,2:10.0,Denver full timeout,,46,45
198,2,2:10.0,,D. Schröder enters the game for J. Teague,46,45
199,2,2:01.0,,P. Millsap makes 2-pt layup from 1 ft (assist by D. Schröder),46,47
200,2,1:43.0,N. Jokić misses 2-pt jump shot from 4 ft (block by A. Horford),,46,47
201,2,1:41.0,Offensive rebound by G. Harris,,46,47
202,2,1:36.0,E. Mudiay makes 2-pt jump shot from 18 ft,,48,47
203,2,1:18.0,,P. Millsap makes 3-pt jump shot from 24 ft,48,50
204,2,0:59.0,E. Mudiay misses 3-pt jump shot from 25 ft,,48,50
205,2,0:57.0,,Defensive rebound by P. Millsap,48,50
206,2,0:46.0,,T. Sefolosha makes 2-pt layup from 1 ft,48,52
207,2,0:25.0,N. Jokić misses 2-pt jump shot from 10 ft (block by A. Horford),,48,52
208,2,0:23.0,,Defensive rebound by P. Millsap,48,52
209,2,0:05.0,,D. Schröder makes 2-pt layup from 1 ft,48,54
210,2,0:05.0,,Technical foul by D. Schröder,48,54
211,2,0:05.0,G. Harris misses technical free throw,,48,54
212,2,0:05.0,Offensive rebound by Team,,48,54
213,2,0:01.0,W. Barton misses 2-pt layup at rim,,48,54
214,2,0:01.0,,Defensive rebound by D. Schröder,48,54
215,3,11:43.0,,A. Horford makes 2-pt hook shot from 5 ft (assist by K. Korver),48,56
216,3,11:30.0,G. Harris misses 2-pt layup at rim,,48,56
217,3,11:26.0,,Defensive rebound by P. Millsap,48,56
218,3,11:18.0,,Turnover by P. Millsap (lost ball; steal by G. Harris),48,56
219,3,11:15.0,Personal foul by J. Teague,,48,56
220,3,11:00.0,J. Sampson makes 2-pt jump shot from 6 ft (assist by G. Harris),,50,56
221,3,10:48.0,,Personal foul by E. Mudiay,50,56
222,3,10:35.0,,T. Hardaway misses 3-pt jump shot from 25 ft,50,56
223,3,10:33.0,Defensive rebound by J. Sampson,,50,56
224,3,10:26.0,N. Jokić makes 2-pt jump shot from 19 ft (assist by G. Harris),,52,56
225,3,10:15.0,,T. Hardaway makes 2-pt dunk at rim (assist by K. Korver),52,58
226,3,9:56.0,E. Mudiay misses 3-pt jump shot from 24 ft,,52,58
227,3,9:55.0,,Defensive rebound by P. Millsap,52,58
228,3,9:45.0,,P. Millsap makes 2-pt jump shot from 21 ft (assist by K. Korver),52,60
229,3,9:29.0,Shooting foul by A. Horford (drawn by G. Harris),,52,60
230,3,9:29.0,G. Harris makes free throw 1 of 2,,53,60
231,3,9:29.0,G. Harris makes free throw 2 of 2,,54,60
232,3,9:17.0,,J. Teague misses 2-pt jump shot from 11 ft,54,60
233,3,9:15.0,Defensive rebound by N. Jokić,,54,60
234,3,9:08.0,J. Sampson makes 2-pt layup at rim (assist by E. Mudiay),,56,60
235,3,8:58.0,,A. Horford makes 2-pt layup at rim (assist by P. Millsap),56,62
236,3,8:58.0,,Shooting foul by N. Jokić (drawn by A. Horford),56,62
237,3,8:58.0,,A. Horford makes free throw 1 of 1,56,63
238,3,8:49.0,E. Mudiay misses 2-pt layup from 1 ft (block by A. Horford),,56,63
239,3,8:46.0,,Defensive rebound by A. Horford,56,63
240,3,8:42.0,,J. Teague misses 3-pt jump shot from 24 ft,56,63
241,3,8:36.0,Defensive rebound by J. Sampson,,56,63
242,3,8:33.0,D. Arthur misses 2-pt jump shot from 16 ft,,56,63
243,3,8:32.0,,Defensive rebound by J. Teague,56,63
244,3,8:24.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by J. Teague),56,66
245,3,8:23.0,Denver full timeout,,56,66
246,3,8:01.0,Turnover by D. Arthur (lost ball; steal by T. Hardaway),,56,66
247,3,7:51.0,,J. Teague makes 3-pt jump shot from 24 ft (assist by T. Hardaway),56,69
248,3,7:29.0,G. Harris misses 2-pt jump shot from 11 ft,,56,69
249,3,7:28.0,,Defensive rebound by Team,56,69
250,3,7:19.0,,T. Hardaway makes 3-pt jump shot from 24 ft (assist by A. Horford),56,72
251,3,7:18.0,Denver full timeout,,56,72
252,3,7:18.0,D. Augustin enters the game for J. Sampson,,56,72
253,3,7:18.0,W. Barton enters the game for D. Arthur,,56,72
254,3,7:18.0,J. Lauvergne enters the game for N. Jokić,,56,72
255,3,7:18.0,J. Nurkić enters the game for E. Mudiay,,56,72
256,3,7:05.0,D. Augustin makes 2-pt jump shot from 11 ft,,58,72
257,3,6:51.0,,J. Teague makes 2-pt layup from 1 ft,58,74
258,3,6:31.0,G. Harris misses 2-pt layup from 1 ft (block by P. Millsap),,58,74
259,3,6:29.0,,Defensive rebound by A. Horford,58,74
260,3,6:20.0,,T. Hardaway makes 2-pt layup from 1 ft (assist by K. Korver),58,76
261,3,6:04.0,J. Nurkić makes 2-pt jump shot from 12 ft (assist by D. Augustin),,60,76
262,3,5:56.0,,Personal foul by G. Harris,60,76
263,3,5:49.0,,Turnover by J. Teague (bad pass),60,76
264,3,5:37.0,J. Nurkić makes 2-pt jump shot from 16 ft (assist by D. Augustin),,62,76
265,3,5:23.0,,A. Horford makes 2-pt jump shot from 21 ft (assist by J. Teague),62,78
266,3,5:06.0,D. Augustin misses 2-pt layup from 1 ft,,62,78
267,3,5:05.0,,Defensive rebound by P. Millsap,62,78
268,3,5:03.0,,Shooting foul by W. Barton (drawn by T. Hardaway),62,78
269,3,5:03.0,,T. Hardaway makes free throw 1 of 2,62,79
270,3,5:03.0,,K. Humphries enters the game for A. Horford,62,79
271,3,5:03.0,,T. Sefolosha enters the game for K. Korver,62,79
272,3,5:03.0,,D. Schröder enters the game for J. Teague,62,79
273,3,5:03.0,,T. Hardaway makes free throw 2 of 2,62,80
274,3,4:44.0,J. Nurkić misses 2-pt hook shot from 8 ft,,62,80
275,3,4:42.0,Offensive rebound by J. Nurkić,,62,80
276,3,4:41.0,J. Nurkić misses 2-pt layup at rim,,62,80
277,3,4:40.0,Offensive rebound by J. Lauvergne,,62,80
278,3,4:40.0,J. Lauvergne makes 2-pt layup at rim,,64,80
279,3,4:27.0,,Offensive foul by T. Sefolosha (drawn by D. Augustin),64,80
280,3,4:27.0,,Turnover by T. Sefolosha (offensive foul),64,80
281,3,4:12.0,G. Harris misses 2-pt layup from 2 ft (block by P. Millsap),,64,80
282,3,4:10.0,Offensive rebound by G. Harris,,64,80
283,3,4:09.0,G. Harris makes 2-pt layup at rim,,66,80
284,3,3:58.0,,K. Humphries misses 2-pt jump shot from 19 ft,66,80
285,3,3:55.0,Defensive rebound by J. Lauvergne,,66,80
286,3,3:49.0,Personal foul by T. Sefolosha,,66,80
287,3,3:49.0,,K. Hinrich enters the game for T. Hardaway,66,80
288,3,3:43.0,J. Nurkić makes 2-pt layup at rim,,68,80
289,3,3:38.0,,Atlanta full timeout,68,80
290,3,3:25.0,,P. Millsap misses 2-pt layup from 2 ft,68,80
291,3,3:23.0,Defensive rebound by J. Nurkić,,68,80
292,3,3:17.0,G. Harris misses 3-pt jump shot from 24 ft,,68,80
293,3,3:16.0,Offensive rebound by G. Harris,,68,80
294,3,3:12.0,G. Harris makes 2-pt jump shot from 6 ft,,70,80
295,3,2:54.0,,D. Schröder misses 3-pt jump shot from 24 ft,70,80
296,3,2:54.0,Defensive rebound by Team,,70,80
297,3,2:35.0,Turnover by J. Nurkić (lost ball; steal by T. Sefolosha),,70,80
298,3,2:27.0,,D. Schröder misses 3-pt jump shot from 23 ft,70,80
299,3,2:26.0,,Offensive rebound by K. Humphries,70,80
300,3,2:26.0,,Personal foul by G. Harris,70,80
301,3,2:26.0,,K. Humphries misses free throw 1 of 2,70,80
302,3,2:26.0,,Offensive rebound by Team,70,80
303,3,2:26.0,,A. Horford enters the game for P. Millsap,70,80
304,3,2:26.0,,K. Humphries makes free throw 2 of 2,70,81
305,3,2:05.0,J. Lauvergne makes 2-pt hook shot from 6 ft (assist by J. Nurkić),,72,81
306,3,1:50.0,,Shooting foul by W. Barton (drawn by T. Sefolosha),72,81
307,3,1:50.0,,T. Sefolosha makes free throw 1 of 2,72,82
308,3,1:50.0,,M. Scott enters the game for K. Humphries,72,82
309,3,1:50.0,,T. Sefolosha makes free throw 2 of 2,72,83
310,3,1:36.0,D. Augustin misses 2-pt jump shot from 15 ft,,72,83
311,3,1:34.0,,Defensive rebound by K. Hinrich,72,83
312,3,1:22.0,,D. Schröder makes 2-pt layup from 2 ft (assist by T. Sefolosha),72,85
313,3,1:02.0,G. Harris makes 2-pt layup at rim (assist by J. Nurkić),,74,85
314,3,0:48.0,,D. Schröder makes 2-pt layup from 1 ft (assist by A. Horford),74,87
315,3,0:31.0,G. Harris makes 2-pt jump shot from 16 ft (assist by D. Augustin),,76,87
316,3,0:14.0,,Turnover by K. Hinrich (step out of bounds),76,87
317,3,0:02.0,Personal foul by D. Schröder,,76,87
318,3,0:00.0,W. Barton misses 2-pt jump shot from 19 ft,,76,87
319,3,0:00.0,Offensive rebound by Team,,76,87
320,4,11:34.0,D. Augustin misses 3-pt jump shot from 25 ft,,76,87
321,4,11:32.0,,Defensive rebound by K. Hinrich,76,87
322,4,11:19.0,,Shooting foul by J. Nurkić (drawn by D. Schröder),76,87
323,4,11:19.0,,D. Schröder makes free throw 1 of 2,76,88
324,4,11:19.0,,D. Schröder makes free throw 2 of 2,76,89
325,4,11:03.0,W. Barton makes 3-pt jump shot from 24 ft (assist by D. Augustin),,79,89
326,4,10:43.0,,T. Sefolosha makes 3-pt jump shot from 23 ft (assist by M. Scott),79,92
327,4,10:26.0,D. Augustin makes 2-pt jump shot from 18 ft,,81,92
328,4,10:09.0,,T. Sefolosha misses 2-pt layup at rim (block by J. Nurkić),81,92
329,4,10:06.0,Defensive rebound by D. Augustin,,81,92
330,4,10:01.0,Turnover by D. Augustin (bad pass; steal by M. Scott),,81,92
331,4,9:56.0,,Turnover by M. Scott (bad pass; steal by A. Toupane),81,92
332,4,9:47.0,Shooting foul by M. Scott (drawn by J. Lauvergne),,81,92
333,4,9:47.0,J. Lauvergne makes free throw 1 of 2,,82,92
334,4,9:47.0,,K. Korver enters the game for K. Hinrich,82,92
335,4,9:47.0,J. Lauvergne makes free throw 2 of 2,,83,92
336,4,9:34.0,,T. Sefolosha makes 3-pt jump shot from 24 ft (assist by A. Horford),83,95
337,4,9:12.0,J. Nurkić makes 2-pt hook shot from 6 ft (assist by W. Barton),,85,95
338,4,9:00.0,,T. Sefolosha misses 3-pt jump shot from 24 ft,85,95
339,4,8:57.0,Defensive rebound by Team,,85,95
340,4,8:57.0,Official timeout,,85,95
341,4,8:57.0,,J. Teague enters the game for D. Schröder,85,95
342,4,8:57.0,,P. Millsap enters the game for M. Scott,85,95
343,4,8:44.0,Turnover by D. Augustin (bad pass),,85,95
344,4,8:26.0,,J. Teague misses 3-pt jump shot from 23 ft,85,95
345,4,8:25.0,Defensive rebound by W. Barton,,85,95
346,4,8:13.0,W. Barton misses 2-pt jump shot from 12 ft,,85,95
347,4,8:11.0,Offensive rebound by J. Nurkić,,85,95
348,4,8:10.0,J. Nurkić misses 2-pt layup at rim,,85,95
349,4,8:09.0,,Defensive rebound by P. Millsap,85,95
350,4,8:08.0,,Personal foul by A. Toupane,85,95
351,4,7:51.0,,J. Teague makes 2-pt jump shot from 18 ft,85,97
352,4,7:33.0,A. Toupane misses 3-pt jump shot from 23 ft,,85,97
353,4,7:31.0,,Defensive rebound by K. Korver,85,97
354,4,7:26.0,,T. Sefolosha makes 2-pt dunk at rim (assist by J. Teague),85,99
355,4,7:26.0,Denver full timeout,,85,99
356,4,7:26.0,,K. Humphries enters the game for A. Horford,85,99
357,4,7:26.0,Violation by Team (delay of game),,85,99
358,4,7:12.0,D. Augustin misses 3-pt jump shot from 25 ft,,85,99
359,4,7:09.0,,Defensive rebound by K. Humphries,85,99
360,4,7:00.0,,J. Teague makes 2-pt layup from 1 ft,85,101
361,4,6:35.0,Shooting foul by K. Humphries (drawn by D. Augustin),,85,101
362,4,6:35.0,D. Augustin misses free throw 1 of 2,,85,101
363,4,6:35.0,Offensive rebound by Team,,85,101
364,4,6:35.0,,T. Hardaway enters the game for T. Sefolosha,85,101
365,4,6:35.0,G. Harris enters the game for A. Toupane,,85,101
366,4,6:35.0,E. Mudiay enters the game for W. Barton,,85,101
367,4,6:35.0,D. Augustin makes free throw 2 of 2,,86,101
368,4,6:24.0,,P. Millsap makes 2-pt jump shot from 19 ft (assist by T. Hardaway),86,103
369,4,6:12.0,D. Augustin makes 3-pt jump shot from 25 ft,,89,103
370,4,5:54.0,,P. Millsap misses 2-pt jump shot from 13 ft,89,103
371,4,5:49.0,,Offensive rebound by T. Hardaway,89,103
372,4,5:37.0,,Shooting foul by J. Nurkić (drawn by J. Teague),89,103
373,4,5:37.0,,Atlanta full timeout,89,103
374,4,5:37.0,N. Jokić enters the game for J. Nurkić,,89,103
375,4,5:37.0,,J. Teague makes free throw 1 of 2,89,104
376,4,5:37.0,,J. Teague makes free throw 2 of 2,89,105
377,4,5:20.0,E. Mudiay misses 3-pt jump shot from 24 ft,,89,105
378,4,5:19.0,,Defensive rebound by P. Millsap,89,105
379,4,5:14.0,,Shooting foul by G. Harris (drawn by T. Hardaway),89,105
380,4,5:14.0,,T. Hardaway makes free throw 1 of 2,89,106
381,4,5:14.0,,T. Hardaway makes free throw 2 of 2,89,107
382,4,4:58.0,N. Jokić makes 2-pt jump shot from 6 ft (assist by J. Lauvergne),,91,107
383,4,4:45.0,,Turnover by P. Millsap (lost ball),91,107
384,4,4:45.0,,M. Scott enters the game for P. Millsap,91,107
385,4,4:37.0,Shooting block foul by K. Humphries (drawn by E. Mudiay),,91,107
