,QUARTER,TIME_REMAINING,UTAH_ACTION,WASHINGTON_ACTION,UTAH_SCORE,WASHINGTON_SCORE
394,4,6:21.0,R. Gobert enters the game for R. Neto,,79,91
395,4,6:21.0,C. Johnson enters the game for T. Lyles,,79,91
396,4,6:11.0,,J. Wall misses 2-pt jump shot from 20 ft,79,91
397,4,6:10.0,,Offensive rebound by J. Dudley,79,91
398,4,6:07.0,,Turnover by J. Wall (bad pass; steal by R. Gobert),79,91
399,4,5:47.0,Turnover by G. Hayward (bad pass; steal by G. Temple),,79,91
400,4,5:45.0,,Clear path foul by C. Johnson,79,91
401,4,5:45.0,,G. Temple misses clear path free throw 1 of 2,79,91
402,4,5:45.0,,Offensive rebound by Team,79,91
403,4,5:45.0,,G. Temple misses clear path free throw 2 of 2,79,91
404,4,5:45.0,,Offensive rebound by Team,79,91
405,4,5:38.0,,Turnover by M. Gortat (traveling),79,91
406,4,5:26.0,Turnover by R. Hood (bad pass; steal by M. Gortat),,79,91
407,4,5:21.0,,R. Sessions makes 2-pt layup at rim (assist by J. Dudley),79,93
408,4,5:08.0,G. Hayward misses 3-pt jump shot from 24 ft,,79,93
409,4,5:07.0,Offensive rebound by D. Favors,,79,93
410,4,5:02.0,C. Johnson misses 3-pt jump shot from 23 ft,,79,93
411,4,5:01.0,Offensive rebound by Team,,79,93
412,4,4:49.0,Shooting foul by J. Dudley (drawn by R. Gobert),,79,93
413,4,4:49.0,R. Gobert makes free throw 1 of 2,,80,93
414,4,4:49.0,R. Gobert makes free throw 2 of 2,,81,93
415,4,4:34.0,,M. Gortat makes 2-pt layup at rim (assist by J. Dudley),81,95
416,4,4:18.0,D. Favors misses 2-pt jump shot from 15 ft,,81,95
417,4,4:17.0,,Defensive rebound by M. Gortat,81,95
418,4,4:04.0,,J. Wall misses 3-pt jump shot from 25 ft,81,95
419,4,4:03.0,Defensive rebound by G. Hayward,,81,95
420,4,3:55.0,G. Hayward makes 2-pt jump shot from 17 ft,,83,95
421,4,3:32.0,,M. Gortat makes 2-pt jump shot from 3 ft (assist by J. Dudley),83,97
422,4,3:23.0,G. Hayward misses 2-pt jump shot from 4 ft (block by M. Gortat),,83,97
423,4,3:22.0,,Defensive rebound by R. Sessions,83,97
424,4,3:12.0,,M. Gortat makes 2-pt layup at rim (assist by J. Wall),83,99
425,4,3:12.0,,Shooting foul by R. Gobert (drawn by M. Gortat),83,99
426,4,3:12.0,,M. Gortat makes free throw 1 of 1,83,100
427,4,3:08.0,Utah full timeout,,83,100
428,4,3:08.0,,B. Beal enters the game for R. Sessions,83,100
429,4,2:54.0,Turnover by R. Hood (bad pass; steal by J. Wall),,83,100
430,4,2:31.0,,B. Beal makes 2-pt jump shot from 6 ft (assist by J. Wall),83,102
431,4,2:02.0,D. Favors makes 2-pt jump shot from 7 ft (assist by R. Hood),,85,102
432,4,1:50.0,,Personal take foul by G. Hayward (drawn by J. Wall),85,102
433,4,1:50.0,J. Withey enters the game for G. Hayward,,85,102
434,4,1:50.0,T. Lyles enters the game for D. Favors,,85,102
435,4,1:50.0,J. Ingles enters the game for R. Gobert,,85,102
436,4,1:50.0,T. Burke enters the game for R. Hood,,85,102
437,4,1:50.0,,R. Sessions enters the game for J. Wall,85,102
438,4,1:50.0,,K. Oubre enters the game for B. Beal,85,102
439,4,1:50.0,,D. Gooden enters the game for M. Gortat,85,102
440,4,1:41.0,,J. Dudley misses 2-pt jump shot from 21 ft,85,102
441,4,1:40.0,Defensive rebound by T. Lyles,,85,102
442,4,1:36.0,Personal take foul by K. Oubre (drawn by T. Burke),,85,102
443,4,1:36.0,,J. Eddie enters the game for G. Temple,85,102
444,4,1:24.0,J. Ingles misses 2-pt jump shot from 4 ft,,85,102
445,4,1:22.0,,Defensive rebound by D. Gooden,85,102
446,4,1:15.0,,K. Oubre misses 2-pt jump shot from 7 ft,85,102
447,4,1:14.0,Defensive rebound by T. Lyles,,85,102
448,4,1:05.0,T. Burke misses 2-pt jump shot from 5 ft (block by J. Dudley),,85,102
449,4,1:05.0,Offensive rebound by Team,,85,102
450,4,0:56.0,Shooting foul by D. Gooden (drawn by T. Lyles),,85,102
451,4,0:56.0,T. Lyles makes free throw 1 of 2,,86,102
452,4,0:56.0,T. Lyles makes free throw 2 of 2,,87,102
453,4,0:39.0,,Shooting foul by J. Withey (drawn by R. Sessions),87,102
454,4,0:39.0,,R. Sessions makes free throw 1 of 2,87,103
455,4,0:39.0,,R. Sessions misses free throw 2 of 2,87,103
456,4,0:38.0,Defensive rebound by T. Lyles,,87,103
457,4,0:26.0,T. Lyles makes 2-pt jump shot from 17 ft (assist by T. Burke),,89,103
458,4,0:01.0,,Turnover by Team (shot clock),89,103
