,QUARTER,TIME_REMAINING,CHICAGO_ACTION,HOUSTON_ACTION,CHICAGO_SCORE,HOUSTON_SCORE
392,4,2:08.0,,Offensive rebound by Team,94,91
393,4,1:48.0,,T. Ariza misses 3-pt jump shot from 25 ft,94,91
394,4,1:47.0,Defensive rebound by E. Moore,,94,91
395,4,1:30.0,E. Moore makes 3-pt jump shot from 25 ft (assist by J. Butler),,97,91
396,4,1:30.0,,Houston full timeout,97,91
397,4,1:30.0,,J. Terry enters the game for D. Howard,97,91
398,4,1:30.0,J. Holiday enters the game for P. Gasol,,97,91
399,4,1:18.0,,M. Beasley misses 2-pt jump shot from 5 ft (block by J. Butler),97,91
400,4,1:17.0,Defensive rebound by D. McDermott,,97,91
401,4,0:55.0,Turnover by Team (shot clock),,97,91
402,4,0:47.0,,J. Terry misses 3-pt jump shot from 25 ft,97,91
403,4,0:46.0,Defensive rebound by D. McDermott,,97,91
404,4,0:45.0,Personal foul by P. Beverley,,97,91
405,4,0:45.0,D. McDermott makes free throw 1 of 2,,98,91
406,4,0:45.0,D. McDermott makes free throw 2 of 2,,99,91
407,4,0:45.0,,Houston full timeout,99,91
408,4,0:40.0,,P. Beverley misses 2-pt jump shot from 7 ft,99,91
409,4,0:39.0,Defensive rebound by D. McDermott,,99,91
410,4,0:37.0,Offensive foul by D. McDermott (drawn by P. Beverley),,99,91
411,4,0:37.0,Turnover by D. McDermott (offensive foul),,99,91
412,4,0:36.0,,Personal foul by E. Moore,99,91
413,4,0:36.0,,Houston full timeout,99,91
414,4,0:31.0,,Shooting foul by N. Mirotić (drawn by T. Ariza),99,91
415,4,0:31.0,,T. Ariza makes free throw 1 of 3,99,92
416,4,0:31.0,,T. Ariza makes free throw 2 of 3,99,93
417,4,0:31.0,P. Gasol enters the game for J. Holiday,,99,93
418,4,0:31.0,,T. Ariza makes free throw 3 of 3,99,94
419,4,0:25.0,Chicago full timeout,,99,94
420,4,0:25.0,Chicago full timeout,,99,94
421,4,0:25.0,M. Dunleavy enters the game for E. Moore,,99,94
422,4,0:25.0,,C. Brewer enters the game for M. Beasley,99,94
423,4,0:25.0,,C. Capela enters the game for J. Terry,99,94
424,4,0:23.0,Personal take foul by C. Brewer,,99,94
425,4,0:23.0,M. Dunleavy makes free throw 1 of 2,,100,94
426,4,0:23.0,J. Holiday enters the game for D. McDermott,,100,94
427,4,0:23.0,E. Moore enters the game for P. Gasol,,100,94
428,4,0:23.0,,M. Beasley enters the game for C. Capela,100,94
429,4,0:23.0,,J. Terry enters the game for C. Brewer,100,94
430,4,0:23.0,M. Dunleavy misses free throw 2 of 2,,100,94
431,4,0:22.0,,Defensive rebound by M. Beasley,100,94
432,4,0:18.0,,P. Beverley makes 3-pt jump shot from 24 ft (assist by J. Harden),100,97
433,4,0:17.0,Personal take foul by J. Terry,,100,97
434,4,0:17.0,N. Mirotić makes free throw 1 of 2,,101,97
435,4,0:17.0,D. McDermott enters the game for M. Dunleavy,,101,97
436,4,0:17.0,N. Mirotić makes free throw 2 of 2,,102,97
437,4,0:11.0,,J. Harden makes 3-pt jump shot from 26 ft,102,100
438,4,0:10.0,Personal foul by P. Beverley,,102,100
439,4,0:10.0,J. Holiday makes free throw 1 of 2,,103,100
440,4,0:10.0,J. Holiday misses free throw 2 of 2,,103,100
441,4,0:09.0,,Defensive rebound by J. Harden,103,100
442,4,0:00.0,,T. Ariza misses 3-pt jump shot from 22 ft,103,100
443,4,0:00.0,,Offensive rebound by Team,103,100
