,QUARTER,TIME_REMAINING,NEW YORK_ACTION,MEMPHIS_ACTION,NEW YORK_SCORE,MEMPHIS_SCORE
43,1,6:26.0,,Shooting foul by K. Porziņģis (drawn by M. Chalmers),13,14
44,1,6:26.0,,M. Chalmers makes free throw 1 of 2,13,15
45,1,6:26.0,,M. Chalmers makes free throw 2 of 2,13,16
46,1,6:16.0,J. Calderón makes 2-pt jump shot from 19 ft,,15,16
47,1,6:01.0,,M. Gasol misses 2-pt jump shot from 19 ft,15,16
48,1,6:01.0,Defensive rebound by K. Porziņģis,,15,16
49,1,5:45.0,K. Porziņģis makes 2-pt layup from 1 ft,,17,16
50,1,5:45.0,Shooting foul by T. Allen (drawn by K. Porziņģis),,17,16
51,1,5:45.0,,Memphis full timeout,17,16
52,1,5:45.0,,J. Green enters the game for T. Allen,17,16
53,1,5:45.0,,M. Barnes enters the game for Z. Randolph,17,16
54,1,5:45.0,K. Porziņģis makes free throw 1 of 1,,18,16
55,1,5:35.0,,Personal foul by K. O'Quinn (drawn by M. Gasol),18,16
56,1,5:35.0,L. Thomas enters the game for K. Porziņģis,,18,16
57,1,5:23.0,,M. Gasol makes 2-pt layup from 1 ft,18,18
58,1,5:11.0,J. Calderón makes 2-pt jump shot from 18 ft,,20,18
59,1,4:56.0,,M. Gasol misses 2-pt hook shot from 7 ft,20,18
60,1,4:54.0,Defensive rebound by L. Galloway,,20,18
61,1,4:42.0,A. Afflalo misses 3-pt jump shot from 24 ft,,20,18
62,1,4:41.0,,Defensive rebound by M. Gasol,20,18
63,1,4:29.0,,Def 3 sec tech foul by K. O'Quinn,20,18
64,1,4:29.0,,C. Lee makes technical free throw,20,19
65,1,4:18.0,,J. Green makes 2-pt jump shot from 17 ft,20,21
66,1,4:03.0,A. Afflalo makes 2-pt jump shot from 10 ft (assist by L. Thomas),,22,21
67,1,3:50.0,,Shooting foul by L. Thomas (drawn by J. Green),22,21
68,1,3:50.0,,J. Green makes free throw 1 of 2,22,22
69,1,3:50.0,D. Williams enters the game for L. Galloway,,22,22
70,1,3:50.0,,J. Green makes free throw 2 of 2,22,23
71,1,3:40.0,Shooting foul by J. Green (drawn by L. Thomas),,22,23
72,1,3:40.0,L. Thomas makes free throw 1 of 2,,23,23
73,1,3:40.0,L. Thomas makes free throw 2 of 2,,24,23
74,1,3:26.0,,J. Green misses 2-pt layup from 2 ft,24,23
75,1,3:24.0,Defensive rebound by K. O'Quinn,,24,23
76,1,3:16.0,Shooting foul by M. Chalmers (drawn by K. O'Quinn),,24,23
77,1,3:16.0,K. O'Quinn misses free throw 1 of 2,,24,23
78,1,3:16.0,Offensive rebound by Team,,24,23
79,1,3:16.0,J. Grant enters the game for J. Calderón,,24,23
80,1,3:16.0,K. O'Quinn makes free throw 2 of 2,,25,23
81,1,3:00.0,,Shooting foul by A. Afflalo (drawn by M. Gasol),25,23
82,1,3:00.0,,M. Gasol makes free throw 1 of 2,25,24
83,1,3:00.0,L. Galloway enters the game for A. Afflalo,,25,24
84,1,3:00.0,,M. Gasol misses free throw 2 of 2,25,24
85,1,2:58.0,Defensive rebound by K. O'Quinn,,25,24
86,1,2:36.0,L. Thomas misses 2-pt jump shot from 22 ft,,25,24
87,1,2:34.0,Offensive rebound by L. Galloway,,25,24
88,1,2:30.0,Personal foul by M. Gasol (drawn by D. Williams),,25,24
89,1,2:30.0,New York full timeout,,25,24
90,1,2:30.0,,V. Carter enters the game for C. Lee,25,24
91,1,2:30.0,,E. Williams enters the game for M. Chalmers,25,24
92,1,2:30.0,D. Williams makes free throw 1 of 2,,26,24
93,1,2:30.0,D. Williams makes free throw 2 of 2,,27,24
94,1,2:12.0,,V. Carter misses 2-pt jump shot from 5 ft,27,24
95,1,2:10.0,Defensive rebound by K. O'Quinn,,27,24
96,1,1:45.0,L. Thomas misses 2-pt hook shot from 4 ft,,27,24
97,1,1:42.0,,Defensive rebound by M. Barnes,27,24
98,1,1:37.0,,M. Gasol makes 2-pt layup from 1 ft (assist by M. Barnes),27,26
99,1,1:23.0,K. O'Quinn misses 2-pt jump shot from 18 ft,,27,26
100,1,1:22.0,,Defensive rebound by E. Williams,27,26
101,1,1:12.0,,Turnover by M. Gasol (bad pass; steal by D. Williams),27,26
102,1,1:07.0,D. Williams misses 2-pt layup from 1 ft,,27,26
103,1,1:07.0,,Defensive rebound by Team,27,26
104,1,1:07.0,K. Séraphin enters the game for K. O'Quinn,,27,26
105,1,0:53.0,,V. Carter makes 2-pt jump shot from 23 ft (assist by M. Gasol),27,28
106,1,0:36.0,L. Galloway misses 3-pt jump shot from 25 ft,,27,28
107,1,0:35.0,Offensive rebound by L. Galloway,,27,28
108,1,0:25.0,K. Séraphin makes 2-pt jump shot from 15 ft (assist by L. Galloway),,29,28
109,1,0:08.0,,Turnover by V. Carter (bad pass; steal by D. Williams),29,28
110,1,0:01.0,L. Thomas makes 2-pt jump shot from 3 ft,,31,28
111,1,0:00.0,,J. Green misses 3-pt jump shot from 44 ft,31,28
112,1,0:00.0,,Offensive rebound by Team,31,28
113,2,11:41.0,D. Williams misses 3-pt jump shot from 24 ft,,31,28
114,2,11:40.0,,Defensive rebound by E. Williams,31,28
115,2,11:24.0,,J. Green makes 2-pt jump shot from 7 ft,31,30
116,2,11:17.0,J. Grant misses 2-pt jump shot from 14 ft,,31,30
117,2,11:12.0,,Defensive rebound by J. Green,31,30
118,2,10:57.0,,J. Green makes 2-pt jump shot from 12 ft (assist by E. Williams),31,32
119,2,10:33.0,Shooting foul by M. Barnes (drawn by D. Williams),,31,32
120,2,10:33.0,D. Williams misses free throw 1 of 2,,31,32
121,2,10:33.0,Offensive rebound by Team,,31,32
122,2,10:33.0,D. Williams makes free throw 2 of 2,,32,32
123,2,10:13.0,,J. Green makes 3-pt jump shot from 24 ft (assist by M. Barnes),32,35
124,2,10:04.0,Personal foul by E. Williams (drawn by J. Grant),,32,35
125,2,10:04.0,A. Afflalo enters the game for D. Williams,,32,35
126,2,9:51.0,A. Afflalo misses 3-pt jump shot from 22 ft,,32,35
127,2,9:51.0,Offensive rebound by Team,,32,35
128,2,9:35.0,K. Séraphin misses 2-pt layup from 2 ft (block by J. Green),,32,35
129,2,9:34.0,,Defensive rebound by J. Green,32,35
130,2,9:20.0,,J. Green makes 2-pt jump shot from 14 ft,32,37
131,2,9:00.0,A. Afflalo misses 2-pt jump shot from 18 ft,,32,37
132,2,8:59.0,,Defensive rebound by J. Green,32,37
133,2,8:44.0,,V. Carter misses 2-pt layup from 1 ft (block by K. Séraphin),32,37
134,2,8:41.0,Defensive rebound by K. Séraphin,,32,37
135,2,8:35.0,New York full timeout,,32,37
136,2,8:35.0,K. Porziņģis enters the game for J. Grant,,32,37
137,2,8:35.0,J. Calderón enters the game for K. Séraphin,,32,37
138,2,8:35.0,,T. Allen enters the game for V. Carter,32,37
139,2,8:20.0,Shooting foul by M. Barnes (drawn by A. Afflalo),,32,37
140,2,8:20.0,A. Afflalo makes free throw 1 of 2,,33,37
141,2,8:20.0,A. Afflalo makes free throw 2 of 2,,34,37
142,2,8:11.0,,Shooting foul by K. Porziņģis (drawn by J. Green),34,37
143,2,8:11.0,,J. Green makes free throw 1 of 2,34,38
144,2,8:11.0,,J. Green misses free throw 2 of 2,34,38
145,2,8:10.0,Defensive rebound by K. Porziņģis,,34,38
146,2,7:54.0,L. Thomas makes 2-pt jump shot from 22 ft,,36,38
147,2,7:32.0,,J. Green misses 2-pt layup from 2 ft,36,38
148,2,7:32.0,,Offensive rebound by J. Green,36,38
149,2,7:32.0,,Personal foul by J. Calderón (drawn by J. Green),36,38
150,2,7:32.0,,J. Green makes free throw 1 of 2,36,39
151,2,7:32.0,D. Williams enters the game for L. Thomas,,36,39
152,2,7:32.0,,J. Green misses free throw 2 of 2,36,39
153,2,7:32.0,Defensive rebound by D. Williams,,36,39
154,2,7:16.0,A. Afflalo misses 2-pt jump shot from 9 ft,,36,39
155,2,7:13.0,,Defensive rebound by J. Green,36,39
156,2,7:02.0,,J. Green misses 2-pt jump shot from 16 ft,36,39
157,2,7:01.0,Defensive rebound by J. Calderón,,36,39
158,2,6:43.0,L. Galloway misses 2-pt jump shot from 9 ft,,36,39
159,2,6:41.0,,Defensive rebound by M. Barnes,36,39
160,2,6:33.0,,Turnover by J. Green (offensive foul),36,39
161,2,6:33.0,,Offensive foul by J. Green (drawn by L. Galloway),36,39
162,2,6:33.0,,Z. Randolph enters the game for M. Barnes,36,39
163,2,6:19.0,K. Porziņģis makes 2-pt jump shot from 19 ft (assist by L. Galloway),,38,39
164,2,6:04.0,,Personal foul by A. Afflalo (drawn by J. Green),38,39
165,2,6:04.0,,M. Chalmers enters the game for E. Williams,38,39
166,2,6:04.0,R. Lopez enters the game for K. Porziņģis,,38,39
167,2,6:04.0,,Memphis full timeout,38,39
168,2,6:03.0,,Personal foul by R. Lopez (drawn by Z. Randolph),38,39
169,2,6:03.0,K. Porziņģis enters the game for R. Lopez,,38,39
170,2,5:48.0,,Z. Randolph misses 2-pt jump shot from 18 ft,38,39
171,2,5:47.0,Defensive rebound by Team,,38,39
172,2,5:26.0,D. Williams makes 2-pt layup from 1 ft,,40,39
173,2,5:26.0,Shooting foul by J. Green (drawn by D. Williams),,40,39
174,2,5:26.0,,M. Gasol enters the game for J. Green,40,39
175,2,5:26.0,K. O'Quinn enters the game for L. Galloway,,40,39
176,2,5:26.0,D. Williams makes free throw 1 of 1,,41,39
177,2,5:16.0,,Turnover by M. Chalmers (bad pass; steal by K. Porziņģis),41,39
178,2,5:11.0,D. Williams makes 2-pt layup from 2 ft (assist by K. Porziņģis),,43,39
179,2,4:59.0,,M. Chalmers misses 2-pt jump shot from 6 ft,43,39
180,2,4:56.0,,Offensive rebound by T. Allen,43,39
181,2,4:56.0,,T. Allen makes 2-pt layup from 2 ft,43,41
182,2,4:34.0,A. Afflalo makes 2-pt jump shot from 17 ft (assist by D. Williams),,45,41
183,2,4:16.0,,M. Gasol misses 2-pt jump shot from 11 ft,45,41
184,2,4:15.0,Defensive rebound by D. Williams,,45,41
185,2,4:05.0,Turnover by K. O'Quinn (traveling),,45,41
186,2,3:50.0,,J. Green misses 2-pt jump shot from 17 ft,45,41
187,2,3:49.0,,Offensive rebound by T. Allen,45,41
188,2,3:31.0,,M. Chalmers misses 2-pt layup from 3 ft,45,41
189,2,3:29.0,,Offensive rebound by Z. Randolph,45,41
190,2,3:29.0,,Z. Randolph makes 2-pt layup at rim,45,43
191,2,3:02.0,K. O'Quinn makes 2-pt jump shot from 18 ft (assist by J. Calderón),,47,43
192,2,2:43.0,,T. Allen misses 2-pt jump shot from 8 ft,47,43
193,2,2:41.0,Defensive rebound by K. Porziņģis,,47,43
194,2,2:35.0,Turnover by J. Calderón (bad pass),,47,43
195,2,2:35.0,,Memphis full timeout,47,43
196,2,2:35.0,,C. Lee enters the game for J. Green,47,43
197,2,2:21.0,,T. Allen misses 2-pt layup from 2 ft,47,43
198,2,2:20.0,,Offensive rebound by M. Gasol,47,43
199,2,2:20.0,,M. Gasol makes 2-pt dunk at rim,47,45
200,2,2:06.0,A. Afflalo misses 2-pt jump shot from 10 ft,,47,45
201,2,2:03.0,,Defensive rebound by Z. Randolph,47,45
202,2,1:52.0,,Z. Randolph makes 2-pt jump shot from 15 ft (assist by M. Chalmers),47,47
203,2,1:37.0,A. Afflalo makes 3-pt jump shot from 24 ft (assist by J. Calderón),,50,47
204,2,1:18.0,L. Amundson enters the game for K. Porziņģis,,50,47
205,2,1:10.0,,M. Chalmers makes 2-pt jump shot from 14 ft,50,49
206,2,0:50.0,D. Williams makes 2-pt layup from 3 ft,,52,49
207,2,0:32.0,,Turnover by C. Lee (traveling),52,49
208,2,0:14.0,K. O'Quinn makes 2-pt jump shot from 9 ft (assist by J. Calderón),,54,49
209,2,0:02.0,,C. Lee makes 3-pt jump shot from 24 ft (assist by M. Chalmers),54,52
210,3,11:41.0,J. Calderón makes 2-pt jump shot from 19 ft,,56,52
211,3,11:16.0,,M. Gasol makes 2-pt jump shot from 17 ft (assist by C. Lee),56,54
212,3,10:49.0,K. Porziņģis misses 2-pt jump shot from 6 ft,,56,54
213,3,10:47.0,,Defensive rebound by T. Allen,56,54
214,3,10:39.0,,Z. Randolph makes 2-pt layup from 4 ft (assist by M. Gasol),56,56
215,3,10:22.0,Turnover by R. Lopez (lost ball; steal by C. Lee),,56,56
216,3,10:20.0,,Turnover by M. Chalmers (lost ball),56,56
217,3,10:06.0,R. Lopez misses 2-pt jump shot from 6 ft (block by M. Gasol),,56,56
218,3,10:06.0,Offensive rebound by Team,,56,56
219,3,9:57.0,A. Afflalo misses 2-pt jump shot from 11 ft,,56,56
220,3,9:54.0,,Defensive rebound by M. Chalmers,56,56
221,3,9:41.0,,M. Gasol makes 2-pt hook shot from 9 ft,56,58
222,3,9:29.0,J. Calderón makes 2-pt layup from 2 ft,,58,58
223,3,9:10.0,,M. Gasol misses 2-pt jump shot from 16 ft,58,58
224,3,9:10.0,Defensive rebound by J. Calderón,,58,58
225,3,9:00.0,J. Calderón misses 2-pt jump shot from 16 ft,,58,58
226,3,8:59.0,,Defensive rebound by T. Allen,58,58
227,3,8:48.0,,Z. Randolph misses 2-pt jump shot from 20 ft,58,58
228,3,8:48.0,Defensive rebound by K. Porziņģis,,58,58
229,3,8:35.0,R. Lopez makes 2-pt hook shot from 4 ft (assist by J. Calderón),,60,58
230,3,8:16.0,,M. Gasol makes 2-pt jump shot from 15 ft (assist by M. Chalmers),60,60
231,3,7:44.0,K. Porziņģis misses 2-pt jump shot from 4 ft,,60,60
232,3,7:43.0,,Defensive rebound by T. Allen,60,60
233,3,7:40.0,,M. Chalmers makes 3-pt jump shot from 24 ft (assist by T. Allen),60,63
234,3,7:40.0,New York full timeout,,60,63
235,3,7:15.0,R. Lopez misses 2-pt jump shot from 4 ft (block by M. Gasol),,60,63
236,3,7:15.0,Offensive rebound by Team,,60,63
237,3,7:15.0,Turnover by Team (shot clock),,60,63
238,3,6:53.0,,T. Allen misses 2-pt jump shot from 7 ft (block by A. Afflalo),60,63
239,3,6:53.0,,Offensive rebound by Z. Randolph,60,63
240,3,6:53.0,,Shooting foul by R. Lopez (drawn by Z. Randolph),60,63
241,3,6:53.0,Violation by Team (delay of game),,60,63
242,3,6:53.0,,Z. Randolph misses free throw 1 of 2,60,63
243,3,6:53.0,,Offensive rebound by Team,60,63
244,3,6:53.0,,Z. Randolph makes free throw 2 of 2,60,64
245,3,6:41.0,K. Porziņģis makes 2-pt jump shot from 17 ft (assist by A. Afflalo),,62,64
246,3,6:19.0,,M. Gasol makes 2-pt jump shot from 6 ft,62,66
247,3,6:02.0,K. Porziņģis makes 2-pt jump shot from 16 ft,,64,66
248,3,5:42.0,,M. Gasol misses 2-pt layup from 2 ft (block by A. Afflalo),64,66
249,3,5:42.0,Defensive rebound by Team,,64,66
250,3,5:42.0,K. O'Quinn enters the game for R. Lopez,,64,66
251,3,5:23.0,K. O'Quinn makes 2-pt jump shot from 10 ft (assist by L. Galloway),,66,66
252,3,5:05.0,,Turnover by T. Allen (bad pass),66,66
253,3,4:55.0,Turnover by K. Porziņģis (traveling),,66,66
254,3,4:48.0,,M. Chalmers misses 2-pt jump shot from 19 ft,66,66
255,3,4:48.0,Defensive rebound by A. Afflalo,,66,66
256,3,4:42.0,L. Galloway makes 2-pt jump shot from 18 ft (assist by A. Afflalo),,68,66
257,3,4:28.0,,M. Gasol misses 2-pt jump shot from 14 ft,68,66
258,3,4:27.0,,Offensive rebound by Z. Randolph,68,66
259,3,4:13.0,,Z. Randolph misses 2-pt jump shot from 13 ft,68,66
260,3,4:12.0,Defensive rebound by J. Calderón,,68,66
261,3,4:00.0,Personal foul by M. Chalmers (drawn by J. Calderón),,68,66
262,3,4:00.0,,E. Williams enters the game for M. Chalmers,68,66
263,3,3:46.0,L. Galloway misses 3-pt jump shot from 24 ft,,68,66
264,3,3:46.0,,Defensive rebound by E. Williams,68,66
265,3,3:34.0,,M. Gasol makes 2-pt jump shot from 11 ft (assist by C. Lee),68,68
266,3,3:10.0,K. Porziņģis misses 3-pt jump shot from 25 ft,,68,68
267,3,3:09.0,,Defensive rebound by T. Allen,68,68
268,3,3:04.0,,Turnover by T. Allen (bad pass; steal by K. Porziņģis),68,68
269,3,3:02.0,Personal take foul by T. Allen (drawn by L. Galloway),,68,68
270,3,3:02.0,L. Amundson enters the game for K. Porziņģis,,68,68
271,3,3:02.0,,J. Green enters the game for T. Allen,68,68
272,3,3:02.0,,M. Barnes enters the game for Z. Randolph,68,68
273,3,2:57.0,Turnover by A. Afflalo (step out of bounds),,68,68
274,3,2:57.0,,Memphis full timeout,68,68
275,3,2:57.0,D. Williams enters the game for A. Afflalo,,68,68
276,3,2:57.0,L. Thomas enters the game for J. Calderón,,68,68
277,3,2:57.0,J. Grant enters the game for K. O'Quinn,,68,68
278,3,2:42.0,,J. Green misses 2-pt jump shot from 18 ft,68,68
279,3,2:40.0,Defensive rebound by D. Williams,,68,68
280,3,2:24.0,J. Grant misses 2-pt jump shot from 4 ft,,68,68
281,3,2:21.0,,Defensive rebound by M. Barnes,68,68
282,3,2:12.0,,Personal foul by L. Amundson,68,68
283,3,2:02.0,,C. Lee makes 2-pt jump shot from 15 ft (assist by E. Williams),68,70
284,3,1:38.0,L. Thomas makes 3-pt jump shot from 24 ft (assist by L. Galloway),,71,70
285,3,1:16.0,,M. Gasol makes 2-pt jump shot from 12 ft (assist by J. Green),71,72
286,3,1:16.0,,Shooting foul by L. Amundson (drawn by M. Gasol),71,72
287,3,1:16.0,,M. Gasol makes free throw 1 of 1,71,73
288,3,0:53.0,D. Williams misses 2-pt jump shot from 3 ft,,71,73
289,3,0:52.0,,Defensive rebound by M. Barnes,71,73
290,3,0:48.0,,C. Lee misses 3-pt jump shot from 24 ft,71,73
291,3,0:45.0,Defensive rebound by J. Grant,,71,73
292,3,0:35.0,L. Galloway makes 2-pt layup from 3 ft,,73,73
293,3,0:14.0,,M. Gasol misses 2-pt jump shot from 11 ft,73,73
294,3,0:12.0,Defensive rebound by L. Galloway,,73,73
295,3,0:00.0,J. Grant misses 2-pt jump shot from 6 ft (block by C. Lee),,73,73
296,3,0:00.0,,Defensive rebound by M. Gasol,73,73
297,4,11:38.0,,M. Barnes misses 2-pt layup from 1 ft (block by J. Grant),73,73
298,4,11:36.0,Defensive rebound by L. Thomas,,73,73
299,4,11:30.0,L. Thomas misses 2-pt jump shot from 20 ft,,73,73
300,4,11:29.0,Offensive rebound by D. Williams,,73,73
301,4,11:23.0,D. Williams misses 2-pt layup from 2 ft,,73,73
302,4,11:22.0,,Defensive rebound by M. Gasol,73,73
303,4,11:14.0,,M. Gasol makes 2-pt jump shot from 18 ft (assist by M. Barnes),73,75
304,4,11:01.0,L. Galloway misses 2-pt jump shot from 18 ft,,73,75
305,4,10:59.0,Offensive rebound by L. Galloway,,73,75
306,4,10:56.0,D. Williams misses 3-pt jump shot from 24 ft,,73,75
307,4,10:55.0,,Defensive rebound by J. Green,73,75
308,4,10:42.0,,E. Williams misses 2-pt jump shot from 18 ft,73,75
309,4,10:39.0,Defensive rebound by L. Galloway,,73,75
310,4,10:33.0,Turnover by L. Galloway (traveling),,73,75
311,4,10:33.0,A. Afflalo enters the game for L. Galloway,,73,75
312,4,10:25.0,,Personal foul by J. Grant (drawn by E. Williams),73,75
313,4,10:25.0,,T. Allen enters the game for C. Lee,73,75
314,4,10:15.0,,M. Gasol makes 2-pt dunk from 2 ft (assist by J. Green),73,77
315,4,9:53.0,K. O'Quinn makes 2-pt layup from 2 ft,,75,77
316,4,9:53.0,Technical foul by Team,,75,77
317,4,9:53.0,,M. Gasol makes technical free throw,75,78
318,4,9:31.0,,M. Gasol misses 2-pt jump shot from 11 ft,75,78
319,4,9:29.0,,Offensive rebound by E. Williams,75,78
320,4,9:29.0,,Turnover by Team (shot clock),75,78
321,4,9:05.0,J. Grant misses 3-pt jump shot from 25 ft,,75,78
322,4,9:05.0,Offensive rebound by Team,,75,78
323,4,9:05.0,Turnover by Team (shot clock),,75,78
324,4,8:52.0,,J. Green makes 2-pt jump shot from 9 ft,75,80
325,4,8:36.0,Shooting foul by M. Gasol (drawn by K. O'Quinn),,75,80
326,4,8:36.0,New York full timeout,,75,80
327,4,8:36.0,J. Calderón enters the game for J. Grant,,75,80
328,4,8:36.0,K. O'Quinn makes free throw 1 of 2,,76,80
329,4,8:36.0,K. O'Quinn makes free throw 2 of 2,,77,80
330,4,8:14.0,,M. Gasol misses 2-pt hook shot from 7 ft,77,80
331,4,8:13.0,,Offensive rebound by T. Allen,77,80
332,4,8:12.0,,Flagrant foul type 1 by K. O'Quinn (drawn by M. Gasol),77,80
333,4,8:12.0,R. Lopez enters the game for K. O'Quinn,,77,80
334,4,8:12.0,,M. Gasol makes flagrant free throw 1 of 2,77,81
335,4,8:12.0,,M. Gasol makes flagrant free throw 2 of 2,77,82
336,4,8:12.0,K. Porziņģis enters the game for L. Thomas,,77,82
337,4,8:01.0,,J. Green misses 3-pt jump shot from 22 ft,77,82
338,4,8:00.0,Defensive rebound by R. Lopez,,77,82
339,4,7:42.0,Turnover by A. Afflalo (lost ball; steal by E. Williams),,77,82
340,4,7:37.0,,T. Allen makes 2-pt dunk at rim (assist by J. Green),77,84
341,4,7:07.0,R. Lopez makes 2-pt hook shot from 7 ft,,79,84
342,4,6:43.0,,E. Williams makes 3-pt jump shot from 24 ft,79,87
343,4,6:25.0,J. Calderón misses 3-pt jump shot from 24 ft,,79,87
344,4,6:24.0,,Defensive rebound by M. Gasol,79,87
345,4,6:16.0,,Memphis full timeout,79,87
346,4,6:16.0,L. Galloway enters the game for D. Williams,,79,87
347,4,6:02.0,,M. Gasol makes 2-pt jump shot from 14 ft (assist by M. Barnes),79,89
348,4,5:46.0,Personal foul by T. Allen (drawn by A. Afflalo),,79,89
349,4,5:32.0,J. Calderón misses 2-pt jump shot from 19 ft,,79,89
350,4,5:32.0,Offensive rebound by Team,,79,89
351,4,5:32.0,Turnover by Team (shot clock),,79,89
352,4,5:15.0,,M. Chalmers enters the game for E. Williams,79,89
353,4,5:08.0,,M. Gasol misses 2-pt jump shot from 19 ft,79,89
354,4,5:08.0,Defensive rebound by R. Lopez,,79,89
355,4,4:56.0,Personal foul by M. Barnes (drawn by K. Porziņģis),,79,89
356,4,4:50.0,K. Porziņģis misses 3-pt jump shot from 24 ft,,79,89
357,4,4:49.0,,Defensive rebound by T. Allen,79,89
358,4,4:35.0,,J. Green misses 3-pt jump shot from 25 ft,79,89
359,4,4:32.0,,Offensive rebound by Team,79,89
360,4,4:13.0,,M. Gasol misses 2-pt jump shot from 19 ft,79,89
361,4,4:12.0,,Offensive rebound by M. Barnes,79,89
362,4,4:09.0,,M. Barnes misses 2-pt jump shot from 22 ft,79,89
363,4,4:08.0,,Offensive rebound by M. Chalmers,79,89
364,4,4:04.0,,M. Chalmers makes 2-pt layup at rim,79,91
365,4,4:04.0,New York full timeout,,79,91
366,4,4:04.0,D. Williams enters the game for R. Lopez,,79,91
367,4,3:48.0,L. Galloway misses 3-pt jump shot from 25 ft,,79,91
368,4,3:47.0,,Defensive rebound by M. Barnes,79,91
369,4,3:27.0,,M. Gasol misses 2-pt jump shot from 6 ft,79,91
370,4,3:25.0,,Offensive rebound by M. Barnes,79,91
371,4,3:22.0,,M. Chalmers makes 3-pt jump shot from 23 ft (assist by M. Barnes),79,94
372,4,3:08.0,Flagrant foul type 1 by M. Barnes (drawn by K. Porziņģis),,79,94
373,4,3:08.0,K. Porziņģis makes flagrant free throw 1 of 2,,80,94
374,4,3:08.0,K. Porziņģis misses flagrant free throw 2 of 2,,80,94
375,4,3:08.0,Offensive rebound by Team,,80,94
376,4,3:08.0,J. Grant enters the game for J. Calderón,,80,94
377,4,2:56.0,Shooting foul by M. Chalmers (drawn by A. Afflalo),,80,94
378,4,2:56.0,A. Afflalo makes free throw 1 of 2,,81,94
379,4,2:56.0,A. Afflalo makes free throw 2 of 2,,82,94
380,4,2:39.0,,M. Barnes misses 3-pt jump shot from 24 ft,82,94
381,4,2:38.0,Defensive rebound by L. Galloway,,82,94
382,4,2:32.0,A. Afflalo misses 3-pt jump shot from 24 ft,,82,94
383,4,2:29.0,,Defensive rebound by M. Barnes,82,94
