,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,PHOENIX_ACTION,OKLAHOMA CITY_SCORE,PHOENIX_SCORE
31,1,7:20.0,S. Ibaka misses 2-pt jump shot from 10 ft,,10,10
32,1,7:18.0,,Defensive rebound by M. Morris,10,10
33,1,6:59.0,,Turnover by M. Morris (bad pass; steal by S. Adams),10,10
34,1,6:44.0,S. Adams makes 2-pt jump shot from 9 ft (assist by D. Waiters),,12,10
35,1,6:32.0,,Personal foul by R. Westbrook (drawn by T. Chandler),12,10
36,1,6:25.0,,D. Booker misses 2-pt jump shot from 20 ft (block by D. Waiters),12,10
37,1,6:23.0,Defensive rebound by K. Durant,,12,10
38,1,6:17.0,S. Ibaka makes 2-pt jump shot from 18 ft (assist by D. Waiters),,14,10
39,1,5:53.0,,Turnover by M. Morris (traveling),14,10
40,1,5:53.0,,Phoenix full timeout,14,10
41,1,5:53.0,,A. Len enters the game for T. Chandler,14,10
42,1,5:46.0,R. Westbrook makes 2-pt dunk at rim,,16,10
43,1,5:29.0,,Shooting foul by S. Adams (drawn by A. Goodwin),16,10
44,1,5:29.0,,A. Goodwin makes free throw 1 of 2,16,11
45,1,5:29.0,E. Freedom enters the game for S. Adams,,16,11
46,1,5:29.0,,A. Goodwin makes free throw 2 of 2,16,12
47,1,5:14.0,S. Ibaka misses 3-pt jump shot from 23 ft,,16,12
48,1,5:12.0,Offensive rebound by K. Durant,,16,12
49,1,5:09.0,K. Durant makes 2-pt jump shot from 20 ft,,18,12
50,1,4:52.0,,Turnover by P. Tucker (offensive foul),18,12
51,1,4:52.0,,Offensive foul by P. Tucker (drawn by D. Waiters),18,12
52,1,4:39.0,Personal foul by M. Morris (drawn by K. Durant),,18,12
53,1,4:28.0,E. Freedom makes 2-pt jump shot from 10 ft,,20,12
54,1,4:16.0,,D. Booker misses 3-pt jump shot from 25 ft,20,12
55,1,4:14.0,Defensive rebound by R. Westbrook,,20,12
56,1,4:11.0,D. Waiters makes 2-pt dunk at rim (assist by R. Westbrook),,22,12
57,1,4:11.0,,Phoenix full timeout,22,12
58,1,4:00.0,,Turnover by M. Morris (bad pass),22,12
59,1,3:38.0,R. Westbrook makes 2-pt jump shot from 7 ft,,24,12
60,1,3:24.0,,Shooting foul by K. Durant (drawn by M. Morris),24,12
61,1,3:24.0,,M. Morris makes free throw 1 of 2,24,13
62,1,3:24.0,,M. Morris makes free throw 2 of 2,24,14
63,1,3:18.0,Personal foul by A. Len (drawn by K. Durant),,24,14
64,1,3:07.0,R. Westbrook misses 2-pt layup from 2 ft,,24,14
65,1,3:06.0,,Defensive rebound by Team,24,14
66,1,2:56.0,,Turnover by M. Morris (bad pass; steal by D. Waiters),24,14
67,1,2:52.0,Turnover by D. Waiters (bad pass),,24,14
68,1,2:39.0,,Personal foul by E. Freedom (drawn by A. Len),24,14
69,1,2:39.0,,A. Len makes free throw 1 of 2,24,15
70,1,2:39.0,C. Payne enters the game for R. Westbrook,,24,15
71,1,2:39.0,,J. McRae enters the game for A. Goodwin,24,15
72,1,2:39.0,,A. Len misses free throw 2 of 2,24,15
73,1,2:37.0,Defensive rebound by S. Ibaka,,24,15
74,1,2:22.0,S. Ibaka misses 2-pt hook shot from 6 ft,,24,15
75,1,2:19.0,,Defensive rebound by A. Len,24,15
76,1,2:00.0,,M. Morris misses 3-pt jump shot from 24 ft,24,15
77,1,1:58.0,,Offensive rebound by A. Len,24,15
78,1,1:58.0,,A. Len misses 2-pt layup from 1 ft,24,15
79,1,1:56.0,Defensive rebound by S. Ibaka,,24,15
80,1,1:51.0,Turnover by D. Waiters (bad pass; steal by M. Morris),,24,15
81,1,1:35.0,,D. Booker misses 3-pt jump shot from 24 ft,24,15
82,1,1:31.0,Defensive rebound by E. Freedom,,24,15
83,1,1:12.0,D. Waiters misses 3-pt jump shot from 24 ft,,24,15
84,1,1:10.0,,Defensive rebound by A. Len,24,15
85,1,1:02.0,,A. Len makes 2-pt dunk at rim (assist by D. Booker),24,17
86,1,0:42.0,K. Durant misses 2-pt jump shot from 16 ft,,24,17
87,1,0:41.0,Offensive rebound by S. Ibaka,,24,17
88,1,0:39.0,S. Ibaka makes 2-pt hook shot from 5 ft,,26,17
89,1,0:31.0,,Personal foul by S. Ibaka (drawn by M. Morris),26,17
90,1,0:31.0,,Technical foul by M. Morris,26,17
91,1,0:31.0,Technical foul by S. Ibaka,,26,17
92,1,0:31.0,,M. Morris makes free throw 1 of 2,26,18
93,1,0:31.0,N. Collison enters the game for D. Waiters,,26,18
94,1,0:31.0,K. Singler enters the game for S. Ibaka,,26,18
95,1,0:31.0,,M. Morris makes free throw 2 of 2,26,19
96,1,0:11.0,C. Payne misses 3-pt jump shot from 22 ft,,26,19
97,1,0:09.0,Offensive rebound by C. Payne,,26,19
98,1,0:08.0,E. Freedom makes 2-pt layup from 1 ft (assist by C. Payne),,28,19
99,1,0:03.0,,D. Booker misses 2-pt jump shot from 3 ft,28,19
100,1,0:01.0,Defensive rebound by E. Freedom,,28,19
101,2,11:40.0,,Shooting foul by N. Collison (drawn by M. Teletović),28,19
102,2,11:40.0,,M. Teletović makes free throw 1 of 2,28,20
103,2,11:40.0,,M. Teletović makes free throw 2 of 2,28,21
104,2,11:27.0,Personal foul by A. Goodwin (drawn by K. Singler),,28,21
105,2,11:18.0,Turnover by K. Singler (traveling),,28,21
106,2,11:00.0,,M. Teletović makes 2-pt jump shot from 17 ft (assist by S. Weems),28,23
107,2,10:36.0,E. Freedom misses 2-pt hook shot from 6 ft,,28,23
108,2,10:33.0,Offensive rebound by K. Singler,,28,23
109,2,10:33.0,K. Singler makes 2-pt layup from 1 ft,,30,23
110,2,10:23.0,,A. Len makes 2-pt dunk at rim (assist by S. Weems),30,25
111,2,10:04.0,A. Morrow makes 3-pt jump shot from 24 ft (assist by C. Payne),,33,25
112,2,9:51.0,,S. Weems misses 2-pt layup from 1 ft,33,25
113,2,9:51.0,,Offensive rebound by Team,33,25
114,2,9:51.0,Loose ball foul by C. Payne (drawn by A. Len),,33,25
115,2,9:51.0,S. Adams enters the game for E. Freedom,,33,25
116,2,9:44.0,,M. Teletović makes 2-pt jump shot from 17 ft (assist by A. Goodwin),33,27
117,2,9:17.0,C. Payne makes 3-pt jump shot from 24 ft,,36,27
118,2,9:03.0,,M. Teletović makes 2-pt jump shot from 10 ft (assist by S. Weems),36,29
119,2,8:47.0,Turnover by N. Collison (bad pass; steal by P. Tucker),,36,29
120,2,8:38.0,,Shooting block foul by N. Collison (drawn by M. Teletović),36,29
121,2,8:38.0,Official timeout,,36,29
122,2,8:38.0,R. Westbrook enters the game for N. Collison,,36,29
123,2,8:38.0,D. Waiters enters the game for A. Morrow,,36,29
124,2,8:38.0,,M. Teletović makes free throw 1 of 2,36,30
125,2,8:38.0,,M. Teletović makes free throw 2 of 2,36,31
126,2,8:26.0,K. Singler misses 2-pt hook shot from 12 ft,,36,31
127,2,8:22.0,,Defensive rebound by A. Len,36,31
128,2,8:08.0,,A. Len makes 2-pt jump shot from 17 ft (assist by A. Goodwin),36,33
129,2,7:51.0,C. Payne makes 3-pt jump shot from 23 ft (assist by D. Waiters),,39,33
130,2,7:26.0,,A. Len makes 2-pt jump shot from 17 ft (assist by A. Goodwin),39,35
131,2,7:06.0,K. Singler makes 3-pt jump shot from 24 ft (assist by R. Westbrook),,42,35
132,2,7:03.0,K. Durant enters the game for K. Singler,,42,35
133,2,6:45.0,,M. Teletović makes 2-pt layup at rim (assist by A. Len),42,37
134,2,6:32.0,R. Westbrook makes 3-pt jump shot from 25 ft,,45,37
135,2,6:08.0,,A. Goodwin makes 2-pt dunk at rim (assist by M. Teletović),45,39
136,2,5:54.0,Personal foul by P. Tucker (drawn by R. Westbrook),,45,39
137,2,5:54.0,,Phoenix full timeout,45,39
138,2,5:54.0,S. Ibaka enters the game for S. Adams,,45,39
139,2,5:47.0,Turnover by R. Westbrook (bad pass; steal by P. Tucker),,45,39
140,2,5:34.0,,Shooting foul by S. Ibaka (drawn by A. Len),45,39
141,2,5:34.0,,A. Len makes free throw 1 of 2,45,40
142,2,5:34.0,,A. Len makes free throw 2 of 2,45,41
143,2,5:22.0,R. Westbrook misses 2-pt jump shot from 8 ft,,45,41
144,2,5:18.0,,Defensive rebound by A. Len,45,41
145,2,5:11.0,,M. Teletović makes 2-pt jump shot from 13 ft (assist by A. Len),45,43
146,2,4:50.0,D. Waiters makes 3-pt jump shot from 25 ft (assist by K. Durant),,48,43
147,2,4:34.0,,S. Weems misses 2-pt layup from 2 ft,48,43
148,2,4:31.0,,Offensive rebound by A. Len,48,43
149,2,4:31.0,,A. Len makes 2-pt dunk at rim,48,45
150,2,4:16.0,Personal foul by S. Weems (drawn by K. Durant),,48,45
151,2,4:06.0,S. Ibaka makes 2-pt dunk at rim (assist by R. Westbrook),,50,45
152,2,3:51.0,,P. Tucker makes 2-pt layup from 1 ft,50,47
153,2,3:44.0,Oklahoma City full timeout,,50,47
154,2,3:33.0,Turnover by R. Westbrook (bad pass; steal by A. Len),,50,47
155,2,3:23.0,,P. Tucker makes 2-pt layup from 2 ft,50,49
156,2,3:08.0,S. Ibaka makes 2-pt jump shot from 13 ft (assist by K. Durant),,52,49
157,2,2:41.0,,A. Goodwin misses 2-pt jump shot from 4 ft,52,49
158,2,2:38.0,Defensive rebound by C. Payne,,52,49
159,2,2:37.0,Personal foul by S. Weems (drawn by R. Westbrook),,52,49
160,2,2:37.0,,D. Booker enters the game for A. Len,52,49
161,2,2:37.0,,T. Chandler enters the game for S. Weems,52,49
162,2,2:37.0,,M. Morris enters the game for M. Teletović,52,49
163,2,2:37.0,K. Singler enters the game for C. Payne,,52,49
164,2,2:32.0,Shooting foul by A. Goodwin (drawn by R. Westbrook),,52,49
165,2,2:32.0,R. Westbrook makes free throw 1 of 2,,53,49
166,2,2:32.0,R. Westbrook makes free throw 2 of 2,,54,49
167,2,2:20.0,,T. Chandler makes 2-pt dunk at rim (assist by A. Goodwin),54,51
168,2,2:01.0,K. Durant misses 2-pt jump shot from 15 ft,,54,51
169,2,1:58.0,,Defensive rebound by T. Chandler,54,51
170,2,1:53.0,,A. Goodwin misses 2-pt jump shot from 14 ft,54,51
171,2,1:53.0,,Offensive rebound by Team,54,51
172,2,1:53.0,Loose ball foul by K. Singler (drawn by M. Morris),,54,51
173,2,1:53.0,,M. Morris misses free throw 1 of 2,54,51
174,2,1:53.0,,Offensive rebound by Team,54,51
175,2,1:53.0,E. Freedom enters the game for K. Singler,,54,51
176,2,1:53.0,,M. Morris makes free throw 2 of 2,54,52
177,2,1:36.0,K. Durant misses 3-pt jump shot from 28 ft,,54,52
178,2,1:34.0,,Defensive rebound by A. Goodwin,54,52
179,2,1:30.0,,P. Tucker misses 3-pt jump shot from 23 ft,54,52
180,2,1:27.0,,Offensive rebound by M. Morris,54,52
181,2,1:25.0,,T. Chandler makes 2-pt layup from 2 ft (assist by P. Tucker),54,54
182,2,1:12.0,Shooting foul by A. Goodwin (drawn by R. Westbrook),,54,54
183,2,1:12.0,R. Westbrook makes free throw 1 of 2,,55,54
184,2,1:12.0,R. Westbrook misses free throw 2 of 2,,55,54
185,2,1:11.0,,Defensive rebound by T. Chandler,55,54
186,2,1:02.0,,A. Goodwin misses 2-pt layup from 1 ft,55,54
187,2,1:00.0,Defensive rebound by Team,,55,54
188,2,1:00.0,,S. Weems enters the game for A. Goodwin,55,54
189,2,0:52.0,Personal foul by S. Weems (drawn by R. Westbrook),,55,54
190,2,0:52.0,R. Westbrook makes free throw 1 of 2,,56,54
191,2,0:52.0,R. Westbrook makes free throw 2 of 2,,57,54
192,2,0:40.0,,M. Morris makes 2-pt layup from 2 ft,57,56
193,2,0:40.0,,Shooting foul by S. Ibaka (drawn by M. Morris),57,56
194,2,0:40.0,,M. Morris makes free throw 1 of 1,57,57
195,2,0:34.0,R. Westbrook misses 3-pt jump shot from 25 ft,,57,57
196,2,0:31.0,,Defensive rebound by P. Tucker,57,57
197,2,0:07.0,,Turnover by Team (shot clock),57,57
198,2,0:07.0,A. Morrow enters the game for S. Ibaka,,57,57
199,2,0:01.0,A. Morrow misses 3-pt jump shot from 26 ft,,57,57
200,2,0:00.0,,Defensive rebound by T. Chandler,57,57
201,3,11:48.0,,D. Booker misses 2-pt jump shot from 13 ft,57,57
202,3,11:46.0,Defensive rebound by S. Ibaka,,57,57
203,3,11:38.0,K. Durant makes 2-pt jump shot from 19 ft (assist by R. Westbrook),,59,57
204,3,11:25.0,,Personal foul by S. Ibaka (drawn by M. Morris),59,57
205,3,11:12.0,,Shooting foul by K. Durant (drawn by A. Goodwin),59,57
206,3,11:12.0,,A. Goodwin makes free throw 1 of 2,59,58
207,3,11:12.0,K. Singler enters the game for S. Ibaka,,59,58
208,3,11:12.0,,A. Goodwin makes free throw 2 of 2,59,59
209,3,10:57.0,R. Westbrook misses 3-pt jump shot from 25 ft,,59,59
210,3,10:56.0,,Defensive rebound by Team,59,59
211,3,10:42.0,,M. Morris makes 2-pt dunk at rim (assist by A. Goodwin),59,61
212,3,10:12.0,D. Waiters makes 2-pt jump shot from 18 ft,,61,61
213,3,9:59.0,,Personal foul by D. Waiters (drawn by D. Booker),61,61
214,3,9:47.0,,M. Morris misses 2-pt jump shot from 14 ft,61,61
215,3,9:46.0,Defensive rebound by R. Westbrook,,61,61
216,3,9:42.0,R. Westbrook misses 2-pt layup from 2 ft,,61,61
217,3,9:40.0,,Defensive rebound by T. Chandler,61,61
218,3,9:38.0,,Turnover by T. Chandler (lost ball; steal by R. Westbrook),61,61
219,3,9:35.0,D. Waiters misses 3-pt jump shot from 25 ft,,61,61
220,3,9:32.0,,Defensive rebound by T. Chandler,61,61
221,3,9:17.0,,T. Chandler makes 2-pt dunk at rim (assist by D. Booker),61,63
222,3,9:01.0,Turnover by K. Durant (step out of bounds),,61,63
223,3,8:48.0,,Personal foul by K. Singler (drawn by M. Morris),61,63
224,3,8:41.0,,M. Morris makes 2-pt jump shot from 16 ft,61,65
225,3,8:26.0,K. Durant makes 2-pt jump shot from 19 ft (assist by R. Westbrook),,63,65
226,3,8:05.0,,T. Chandler misses 2-pt jump shot from 14 ft,63,65
227,3,8:03.0,,Offensive rebound by P. Tucker,63,65
228,3,8:03.0,,Personal foul by R. Westbrook (drawn by P. Tucker),63,65
229,3,8:03.0,,P. Tucker makes free throw 1 of 2,63,66
230,3,8:03.0,E. Freedom enters the game for K. Singler,,63,66
231,3,8:03.0,,P. Tucker makes free throw 2 of 2,63,67
232,3,7:55.0,Personal foul by P. Tucker (drawn by K. Durant),,63,67
233,3,7:49.0,R. Westbrook misses 3-pt jump shot from 25 ft,,63,67
234,3,7:47.0,Offensive rebound by S. Adams,,63,67
235,3,7:44.0,S. Adams makes 2-pt layup from 1 ft,,65,67
236,3,7:37.0,,Offensive foul by D. Booker (drawn by R. Westbrook),65,67
237,3,7:37.0,,Turnover by D. Booker (offensive foul),65,67
238,3,7:22.0,E. Freedom makes 3-pt jump shot from 23 ft (assist by S. Adams),,68,67
239,3,7:03.0,,P. Tucker makes 2-pt layup from 1 ft (assist by M. Morris),68,69
240,3,6:51.0,R. Westbrook makes 2-pt jump shot from 12 ft,,70,69
241,3,6:42.0,,T. Chandler makes 2-pt dunk at rim (assist by A. Goodwin),70,71
242,3,6:22.0,K. Durant misses 3-pt jump shot from 25 ft,,70,71
243,3,6:21.0,,Defensive rebound by D. Booker,70,71
244,3,6:13.0,,Personal foul by E. Freedom (drawn by T. Chandler),70,71
245,3,6:13.0,,Technical foul by T. Chandler,70,71
246,3,6:13.0,Technical foul by D. Waiters,,70,71
247,3,6:13.0,Oklahoma City full timeout,,70,71
248,3,6:13.0,,T. Chandler misses free throw 1 of 2,70,71
249,3,6:13.0,,Offensive rebound by Team,70,71
250,3,6:13.0,,T. Chandler makes free throw 2 of 2,70,72
251,3,6:00.0,K. Durant misses 2-pt jump shot from 20 ft,,70,72
252,3,5:57.0,Offensive rebound by R. Westbrook,,70,72
253,3,5:47.0,E. Freedom misses 3-pt jump shot from 23 ft,,70,72
254,3,5:45.0,,Defensive rebound by M. Morris,70,72
255,3,5:30.0,,D. Booker misses 2-pt jump shot from 17 ft,70,72
256,3,5:29.0,Defensive rebound by K. Durant,,70,72
257,3,5:19.0,K. Durant misses 2-pt layup from 2 ft,,70,72
258,3,5:19.0,Offensive rebound by Team,,70,72
259,3,5:19.0,,Loose ball foul by M. Morris (drawn by E. Freedom),70,72
260,3,5:14.0,R. Westbrook misses 2-pt layup from 2 ft (block by M. Morris),,70,72
261,3,5:14.0,,Defensive rebound by Team,70,72
262,3,5:06.0,,Turnover by M. Morris (bad pass; steal by D. Waiters),70,72
263,3,5:02.0,Shooting foul by D. Booker (drawn by D. Waiters),,70,72
264,3,5:02.0,D. Waiters misses free throw 1 of 2,,70,72
265,3,5:02.0,Offensive rebound by Team,,70,72
266,3,5:02.0,D. Waiters makes free throw 2 of 2,,71,72
267,3,4:51.0,,D. Booker misses 3-pt jump shot from 24 ft,71,72
268,3,4:49.0,Defensive rebound by K. Durant,,71,72
269,3,4:43.0,Shooting foul by T. Chandler (drawn by S. Adams),,71,72
270,3,4:43.0,S. Adams makes free throw 1 of 2,,72,72
271,3,4:43.0,,A. Len enters the game for T. Chandler,72,72
272,3,4:43.0,S. Adams makes free throw 2 of 2,,73,72
273,3,4:29.0,,Turnover by D. Booker (bad pass; steal by K. Durant),73,72
274,3,4:23.0,K. Durant misses 2-pt jump shot from 23 ft,,73,72
275,3,4:20.0,,Defensive rebound by A. Len,73,72
276,3,4:07.0,,A. Len misses 2-pt jump shot from 18 ft,73,72
277,3,4:05.0,,Offensive rebound by P. Tucker,73,72
278,3,4:02.0,,P. Tucker makes 2-pt layup from 2 ft,73,74
279,3,3:53.0,Shooting foul by A. Len (drawn by S. Adams),,73,74
280,3,3:53.0,S. Adams misses free throw 1 of 2,,73,74
281,3,3:53.0,Offensive rebound by Team,,73,74
282,3,3:53.0,,M. Teletović enters the game for M. Morris,73,74
283,3,3:53.0,S. Adams misses free throw 2 of 2,,73,74
284,3,3:52.0,Offensive rebound by E. Freedom,,73,74
285,3,3:52.0,E. Freedom makes 2-pt layup at rim,,75,74
286,3,3:42.0,,M. Teletović makes 3-pt jump shot from 25 ft (assist by P. Tucker),75,77
287,3,3:15.0,K. Durant misses 3-pt jump shot from 24 ft,,75,77
288,3,3:13.0,,Defensive rebound by A. Goodwin,75,77
289,3,3:08.0,,A. Goodwin misses 2-pt layup from 1 ft,75,77
290,3,3:05.0,,Offensive rebound by A. Goodwin,75,77
291,3,3:05.0,,A. Goodwin makes 2-pt layup from 2 ft,75,79
292,3,3:05.0,Oklahoma City full timeout,,75,79
293,3,3:05.0,K. Singler enters the game for S. Adams,,75,79
294,3,2:55.0,K. Durant misses 2-pt jump shot from 5 ft,,75,79
295,3,2:53.0,Offensive rebound by E. Freedom,,75,79
296,3,2:53.0,E. Freedom misses 2-pt layup from 1 ft,,75,79
297,3,2:49.0,,Defensive rebound by A. Len,75,79
298,3,2:38.0,,D. Booker makes 2-pt jump shot from 7 ft,75,81
299,3,2:23.0,R. Westbrook misses 2-pt jump shot from 17 ft,,75,81
300,3,2:21.0,Offensive rebound by R. Westbrook,,75,81
301,3,2:19.0,R. Westbrook misses 2-pt jump shot from 7 ft (block by A. Len),,75,81
302,3,2:19.0,Offensive rebound by Team,,75,81
303,3,2:19.0,C. Payne enters the game for R. Westbrook,,75,81
304,3,2:19.0,,S. Weems enters the game for A. Goodwin,75,81
305,3,2:17.0,K. Durant makes 3-pt jump shot from 24 ft (assist by C. Payne),,78,81
306,3,1:56.0,,M. Teletović misses 3-pt jump shot from 25 ft,78,81
307,3,1:54.0,Defensive rebound by C. Payne,,78,81
308,3,1:49.0,Shooting block foul by M. Teletović (drawn by K. Durant),,78,81
309,3,1:49.0,K. Durant makes free throw 1 of 2,,79,81
310,3,1:49.0,K. Durant makes free throw 2 of 2,,80,81
311,3,1:40.0,,Personal foul by E. Freedom (drawn by D. Booker),80,81
312,3,1:40.0,,D. Booker makes free throw 1 of 2,80,82
313,3,1:40.0,,D. Booker makes free throw 2 of 2,80,83
314,3,1:25.0,Turnover by C. Payne (bad pass; steal by A. Len),,80,83
315,3,1:19.0,,P. Tucker makes 2-pt layup from 1 ft (assist by D. Booker),80,85
316,3,1:06.0,K. Durant makes 2-pt jump shot from 14 ft,,82,85
317,3,0:48.0,,M. Teletović misses 2-pt jump shot from 4 ft,82,85
318,3,0:42.0,Defensive rebound by E. Freedom,,82,85
319,3,0:38.0,D. Waiters makes 2-pt jump shot from 10 ft,,84,85
320,3,0:38.0,Shooting foul by D. Booker (drawn by D. Waiters),,84,85
321,3,0:38.0,D. Waiters misses free throw 1 of 1,,84,85
322,3,0:37.0,Offensive rebound by K. Singler,,84,85
323,3,0:33.0,K. Durant makes 3-pt jump shot from 24 ft (assist by K. Singler),,87,85
324,3,0:09.0,,Turnover by P. Tucker (bad pass; steal by D. Waiters),87,85
325,3,0:06.0,D. Waiters misses 2-pt layup from 2 ft (block by D. Booker),,87,85
326,3,0:05.0,Offensive rebound by K. Singler,,87,85
327,3,0:05.0,Shooting foul by A. Len (drawn by K. Singler),,87,85
328,3,0:05.0,K. Singler makes free throw 1 of 2,,88,85
329,3,0:05.0,,A. Goodwin enters the game for S. Weems,88,85
330,3,0:05.0,K. Singler makes free throw 2 of 2,,89,85
331,3,0:01.0,,A. Goodwin misses 3-pt jump shot from 26 ft,89,85
332,3,0:00.0,Defensive rebound by E. Freedom,,89,85
333,4,11:45.0,C. Payne makes 3-pt jump shot from 22 ft (assist by K. Singler),,92,85
334,4,11:33.0,,Personal foul by E. Freedom (drawn by A. Len),92,85
335,4,11:19.0,,A. Goodwin misses 2-pt jump shot from 21 ft,92,85
336,4,11:17.0,Defensive rebound by D. Waiters,,92,85
337,4,11:07.0,K. Durant makes 2-pt layup from 2 ft (assist by C. Payne),,94,85
338,4,11:07.0,Shooting block foul by A. Len (drawn by K. Durant),,94,85
339,4,11:07.0,K. Durant makes free throw 1 of 1,,95,85
340,4,10:54.0,,Shooting foul by K. Singler (drawn by A. Goodwin),95,85
341,4,10:54.0,,A. Goodwin misses free throw 1 of 2,95,85
342,4,10:54.0,,Offensive rebound by Team,95,85
343,4,10:54.0,,A. Goodwin makes free throw 2 of 2,95,86
344,4,10:31.0,E. Freedom misses 2-pt layup from 2 ft,,95,86
345,4,10:29.0,Offensive rebound by K. Durant,,95,86
346,4,10:19.0,D. Waiters misses 3-pt jump shot from 24 ft,,95,86
347,4,10:17.0,,Defensive rebound by S. Weems,95,86
348,4,10:03.0,,M. Teletović misses 2-pt jump shot from 4 ft (block by K. Durant),95,86
349,4,10:00.0,Defensive rebound by K. Singler,,95,86
350,4,9:59.0,Shooting foul by A. Goodwin (drawn by D. Waiters),,95,86
351,4,9:59.0,D. Waiters makes free throw 1 of 2,,96,86
352,4,9:59.0,S. Ibaka enters the game for K. Durant,,96,86
353,4,9:59.0,D. Waiters makes free throw 2 of 2,,97,86
354,4,9:44.0,,M. Teletović misses 3-pt jump shot from 24 ft,97,86
355,4,9:43.0,Defensive rebound by Team,,97,86
356,4,9:43.0,R. Westbrook enters the game for D. Waiters,,97,86
357,4,9:27.0,Offensive foul by E. Freedom (drawn by P. Tucker),,97,86
358,4,9:27.0,Turnover by E. Freedom (offensive foul),,97,86
359,4,9:27.0,,M. Morris enters the game for A. Len,97,86
360,4,9:27.0,,T. Chandler enters the game for S. Weems,97,86
361,4,9:27.0,,D. Booker enters the game for M. Teletović,97,86
362,4,9:27.0,S. Adams enters the game for E. Freedom,,97,86
363,4,9:19.0,,Personal foul by R. Westbrook (drawn by D. Booker),97,86
364,4,9:07.0,,A. Goodwin makes 2-pt layup from 2 ft (assist by M. Morris),97,88
365,4,8:48.0,R. Westbrook makes 2-pt jump shot from 16 ft,,99,88
366,4,8:40.0,,Turnover by A. Goodwin (bad pass; steal by R. Westbrook),99,88
367,4,8:36.0,C. Payne misses 2-pt layup from 2 ft,,99,88
368,4,8:34.0,,Defensive rebound by D. Booker,99,88
369,4,8:29.0,Offensive charge foul by D. Booker (drawn by C. Payne),,99,88
370,4,8:29.0,,Turnover by D. Booker (offensive foul),99,88
371,4,8:29.0,Official timeout,,99,88
372,4,8:14.0,Turnover by R. Westbrook (bad pass; steal by M. Morris),,99,88
373,4,7:57.0,,M. Morris misses 2-pt jump shot from 15 ft,99,88
374,4,7:55.0,Defensive rebound by S. Adams,,99,88
375,4,7:50.0,Turnover by R. Westbrook (bad pass),,99,88
376,4,7:33.0,,M. Morris misses 2-pt jump shot from 4 ft (block by S. Ibaka),99,88
377,4,7:32.0,Defensive rebound by Team,,99,88
378,4,7:28.0,Personal foul by D. Booker (drawn by C. Payne),,99,88
379,4,7:11.0,K. Singler misses 3-pt jump shot from 25 ft,,99,88
380,4,7:10.0,Offensive rebound by S. Adams,,99,88
381,4,7:10.0,Personal foul by D. Booker (drawn by S. Adams),,99,88
382,4,7:10.0,,S. Weems enters the game for D. Booker,99,88
383,4,7:04.0,S. Ibaka misses 3-pt jump shot from 25 ft,,99,88
384,4,7:02.0,,Defensive rebound by S. Weems,99,88
385,4,6:51.0,,M. Morris makes 2-pt jump shot from 7 ft,99,90
386,4,6:51.0,,Shooting foul by S. Adams (drawn by M. Morris),99,90
