,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,LA LAKERS_ACTION,MILWAUKEE_SCORE,LA LAKERS_SCORE
70,1,2:54.0,J. Henson makes 2-pt hook shot from 9 ft (assist by K. Middleton),,23,23
71,1,2:35.0,,R. Hibbert misses 2-pt hook shot from 4 ft,23,23
72,1,2:33.0,Defensive rebound by J. O'Bryant,,23,23
73,1,2:21.0,K. Middleton misses 2-pt jump shot from 14 ft,,23,23
74,1,2:20.0,Offensive rebound by J. O'Bryant,,23,23
75,1,2:17.0,J. O'Bryant makes 2-pt layup at rim,,25,23
76,1,2:09.0,,K. Bryant makes 3-pt jump shot from 26 ft (assist by D. Russell),25,26
77,1,1:51.0,K. Middleton misses 2-pt jump shot from 4 ft,,25,26
78,1,1:50.0,Offensive rebound by J. O'Bryant,,25,26
79,1,1:48.0,Turnover by J. Henson (traveling),,25,26
80,1,1:48.0,Milwaukee full timeout,,25,26
81,1,1:48.0,,R. Sacre enters the game for L. Nance,25,26
82,1,1:48.0,,J. Randle enters the game for R. Hibbert,25,26
83,1,1:31.0,G. Antetokounmpo enters the game for J. Henson,,25,26
84,1,1:31.0,,K. Bryant makes 2-pt jump shot from 15 ft,25,28
85,1,1:31.0,M. Plumlee enters the game for J. Parker,,25,28
86,1,1:21.0,Personal foul by K. Bryant (drawn by G. Antetokounmpo),,25,28
87,1,1:14.0,K. Middleton misses 2-pt layup from 2 ft,,25,28
88,1,1:14.0,Offensive rebound by Team,,25,28
89,1,1:09.0,K. Middleton misses 2-pt jump shot from 13 ft,,25,28
90,1,1:07.0,,Defensive rebound by L. Williams,25,28
91,1,0:50.0,,D. Russell misses 3-pt jump shot from 24 ft,25,28
92,1,0:49.0,Defensive rebound by G. Antetokounmpo,,25,28
93,1,0:39.0,M. Carter-Williams misses 2-pt dunk at rim (block by R. Sacre),,25,28
94,1,0:37.0,,Defensive rebound by J. Randle,25,28
95,1,0:28.0,,J. Randle misses 2-pt layup from 1 ft (block by J. O'Bryant),25,28
96,1,0:28.0,,Offensive rebound by J. Randle,25,28
97,1,0:26.0,,J. Randle makes 2-pt layup from 1 ft,25,30
98,1,0:07.0,M. Plumlee misses 2-pt layup at rim,,25,30
99,1,0:05.0,,Defensive rebound by K. Bryant,25,30
100,1,0:00.0,,R. Sacre misses 2-pt layup from 1 ft (block by M. Carter-Williams),25,30
101,1,0:00.0,,Offensive rebound by Team,25,30
102,2,11:51.0,,R. Sacre makes 2-pt dunk at rim (assist by D. Russell),25,32
103,2,11:30.0,Shooting foul by J. Clarkson (drawn by G. Antetokounmpo),,25,32
104,2,11:30.0,G. Antetokounmpo makes free throw 1 of 2,,26,32
105,2,11:30.0,G. Antetokounmpo makes free throw 2 of 2,,27,32
106,2,11:15.0,,Turnover by J. Randle (lost ball; steal by M. Carter-Williams),27,32
107,2,11:11.0,Turnover by M. Carter-Williams (lost ball),,27,32
108,2,10:57.0,,D. Russell misses 3-pt jump shot from 24 ft,27,32
109,2,10:55.0,Defensive rebound by M. Carter-Williams,,27,32
110,2,10:45.0,G. Antetokounmpo makes 2-pt jump shot from 20 ft (assist by M. Carter-Williams),,29,32
111,2,10:29.0,,Personal foul by M. Plumlee (drawn by D. Russell),29,32
112,2,10:21.0,,N. Young makes 3-pt jump shot from 24 ft (assist by J. Clarkson),29,35
113,2,9:59.0,M. Carter-Williams misses 2-pt jump shot from 18 ft,,29,35
114,2,9:59.0,Offensive rebound by J. O'Bryant,,29,35
115,2,9:48.0,M. Plumlee makes 2-pt layup at rim (assist by G. Antetokounmpo),,31,35
116,2,9:28.0,,J. Randle misses 2-pt jump shot from 3 ft,31,35
117,2,9:28.0,,Offensive rebound by J. Randle,31,35
118,2,9:24.0,,Personal foul by J. O'Bryant (drawn by J. Randle),31,35
119,2,9:14.0,,D. Russell makes 2-pt layup from 1 ft,31,37
120,2,9:02.0,M. Carter-Williams makes 2-pt layup from 1 ft,,33,37
121,2,8:34.0,,J. Clarkson misses 2-pt jump shot from 22 ft,33,37
122,2,8:32.0,,Offensive rebound by D. Russell,33,37
123,2,8:28.0,,J. Randle makes 2-pt dunk at rim (assist by D. Russell),33,39
124,2,8:05.0,G. Antetokounmpo makes 2-pt jump shot from 11 ft,,35,39
125,2,7:53.0,,R. Sacre misses 2-pt jump shot from 3 ft,35,39
126,2,7:52.0,Defensive rebound by G. Antetokounmpo,,35,39
127,2,7:48.0,Personal foul by N. Young (drawn by G. Antetokounmpo),,35,39
128,2,7:48.0,Official timeout,,35,39
129,2,7:48.0,O. Mayo enters the game for J. O'Bryant,,35,39
130,2,7:48.0,C. Copeland enters the game for R. Vaughn,,35,39
131,2,7:45.0,Personal foul by J. Randle (drawn by M. Plumlee),,35,39
132,2,7:37.0,G. Antetokounmpo misses 2-pt jump shot from 3 ft,,35,39
133,2,7:34.0,,Defensive rebound by J. Randle,35,39
134,2,7:28.0,,Personal foul by C. Copeland (drawn by J. Randle),35,39
135,2,7:17.0,,D. Russell misses 2-pt jump shot from 12 ft,35,39
136,2,7:17.0,Defensive rebound by M. Carter-Williams,,35,39
137,2,7:11.0,M. Carter-Williams misses 2-pt jump shot from 3 ft,,35,39
138,2,7:10.0,,Defensive rebound by J. Randle,35,39
139,2,7:10.0,,Personal foul by O. Mayo (drawn by J. Randle),35,39
140,2,6:55.0,,J. Randle misses 2-pt layup from 2 ft,35,39
141,2,6:54.0,,Offensive rebound by J. Randle,35,39
142,2,6:48.0,,N. Young misses 3-pt jump shot from 25 ft,35,39
143,2,6:46.0,Defensive rebound by G. Antetokounmpo,,35,39
144,2,6:27.0,O. Mayo makes 3-pt jump shot from 22 ft (assist by M. Carter-Williams),,38,39
145,2,6:15.0,,J. Clarkson misses 2-pt layup from 2 ft (block by M. Plumlee),38,39
146,2,6:14.0,Defensive rebound by M. Plumlee,,38,39
147,2,6:14.0,,Loose ball foul by D. Russell (drawn by G. Antetokounmpo),38,39
148,2,6:14.0,,R. Hibbert enters the game for D. Russell,38,39
149,2,6:14.0,,L. Williams enters the game for R. Sacre,38,39
150,2,5:59.0,M. Carter-Williams makes 2-pt dunk at rim (assist by G. Antetokounmpo),,40,39
151,2,5:44.0,,Shooting foul by M. Carter-Williams (drawn by J. Randle),40,39
152,2,5:44.0,,LA Lakers full timeout,40,39
153,2,5:44.0,,J. Randle makes free throw 1 of 2,40,40
154,2,5:44.0,,J. Randle makes free throw 2 of 2,40,41
155,2,5:34.0,Offensive foul by M. Plumlee (drawn by J. Randle),,40,41
156,2,5:34.0,Turnover by M. Plumlee (offensive foul),,40,41
157,2,5:34.0,,L. Nance enters the game for J. Randle,40,41
158,2,5:22.0,,N. Young misses 2-pt jump shot from 11 ft,40,41
159,2,5:21.0,Defensive rebound by M. Plumlee,,40,41
160,2,4:57.0,M. Carter-Williams misses 2-pt jump shot from 17 ft,,40,41
161,2,4:57.0,,Defensive rebound by J. Clarkson,40,41
162,2,4:49.0,,L. Williams misses 3-pt jump shot from 25 ft,40,41
163,2,4:48.0,Defensive rebound by G. Antetokounmpo,,40,41
164,2,4:41.0,C. Copeland misses 3-pt jump shot from 24 ft,,40,41
165,2,4:41.0,,Defensive rebound by J. Clarkson,40,41
166,2,4:35.0,,L. Nance makes 2-pt layup at rim (assist by J. Clarkson),40,43
167,2,4:20.0,O. Mayo misses 2-pt jump shot from 19 ft,,40,43
168,2,4:19.0,Offensive rebound by M. Plumlee,,40,43
169,2,4:16.0,M. Plumlee makes 2-pt hook shot from 9 ft,,42,43
170,2,3:51.0,,J. Clarkson makes 3-pt jump shot from 24 ft (assist by L. Nance),42,46
171,2,3:27.0,M. Plumlee misses 2-pt layup from 1 ft,,42,46
172,2,3:26.0,Offensive rebound by M. Carter-Williams,,42,46
173,2,3:26.0,M. Carter-Williams misses 2-pt layup at rim,,42,46
174,2,3:26.0,,Defensive rebound by R. Hibbert,42,46
175,2,3:26.0,Loose ball foul by M. Carter-Williams (drawn by R. Hibbert),,42,46
176,2,3:26.0,,R. Hibbert misses free throw 1 of 2,42,46
177,2,3:26.0,,Offensive rebound by Team,42,46
178,2,3:26.0,,K. Bryant enters the game for N. Young,42,46
179,2,3:26.0,J. Henson enters the game for M. Plumlee,,42,46
180,2,3:26.0,K. Middleton enters the game for M. Carter-Williams,,42,46
181,2,3:26.0,,R. Hibbert makes free throw 2 of 2,42,47
182,2,3:19.0,Turnover by O. Mayo (bad pass; steal by L. Williams),,42,47
183,2,3:16.0,,Shooting foul by O. Mayo (drawn by L. Williams),42,47
184,2,3:16.0,,L. Williams makes free throw 1 of 2,42,48
185,2,3:16.0,,L. Williams makes free throw 2 of 2,42,49
186,2,2:55.0,J. Henson misses 2-pt hook shot from 6 ft,,42,49
187,2,2:54.0,,Defensive rebound by J. Clarkson,42,49
188,2,2:45.0,,Shooting foul by J. Henson (drawn by L. Williams),42,49
189,2,2:45.0,Milwaukee full timeout,,42,49
190,2,2:45.0,J. Parker enters the game for C. Copeland,,42,49
191,2,2:45.0,,L. Williams makes free throw 1 of 2,42,50
192,2,2:45.0,,L. Williams makes free throw 2 of 2,42,51
193,2,2:22.0,O. Mayo makes 3-pt jump shot from 25 ft (assist by J. Parker),,45,51
194,2,2:02.0,,K. Bryant misses 2-pt jump shot from 21 ft,45,51
195,2,2:01.0,Defensive rebound by J. Henson,,45,51
196,2,1:58.0,Turnover by O. Mayo (lost ball; steal by J. Clarkson),,45,51
197,2,1:51.0,,K. Bryant misses 3-pt jump shot from 25 ft,45,51
198,2,1:50.0,,Offensive rebound by L. Nance,45,51
199,2,1:36.0,,Shooting foul by O. Mayo (drawn by J. Clarkson),45,51
200,2,1:36.0,,J. Clarkson misses free throw 1 of 2,45,51
201,2,1:36.0,,Offensive rebound by Team,45,51
202,2,1:36.0,M. Carter-Williams enters the game for O. Mayo,,45,51
203,2,1:36.0,,J. Clarkson makes free throw 2 of 2,45,52
204,2,1:21.0,M. Carter-Williams misses 2-pt jump shot from 11 ft,,45,52
205,2,1:20.0,,Defensive rebound by R. Hibbert,45,52
206,2,1:09.0,,L. Williams misses 3-pt jump shot from 22 ft,45,52
207,2,1:09.0,,Offensive rebound by L. Nance,45,52
208,2,0:59.0,,L. Williams makes 2-pt jump shot from 8 ft (assist by R. Hibbert),45,54
209,2,0:37.0,M. Carter-Williams misses 2-pt layup from 1 ft,,45,54
210,2,0:35.0,,Defensive rebound by J. Clarkson,45,54
211,2,0:33.0,,Turnover by J. Clarkson (bad pass; steal by K. Middleton),45,54
212,2,0:29.0,Shooting foul by L. Nance (drawn by J. Parker),,45,54
213,2,0:29.0,J. Parker misses free throw 1 of 2,,45,54
214,2,0:29.0,Offensive rebound by Team,,45,54
215,2,0:29.0,J. Parker makes free throw 2 of 2,,46,54
216,2,0:07.0,,Def 3 sec tech foul by J. Parker,46,54
217,2,0:07.0,,K. Bryant makes technical free throw,46,55
218,2,0:01.0,,K. Bryant misses 2-pt jump shot from 16 ft,46,55
219,2,0:00.0,,Offensive rebound by Team,46,55
220,3,11:45.0,,R. Hibbert makes 2-pt jump shot from 14 ft (assist by K. Bryant),46,57
221,3,11:29.0,O. Mayo misses 3-pt jump shot from 22 ft,,46,57
222,3,11:29.0,,Defensive rebound by R. Hibbert,46,57
223,3,11:10.0,,K. Bryant misses 2-pt jump shot from 17 ft,46,57
224,3,11:10.0,,Offensive rebound by Team,46,57
225,3,11:10.0,Loose ball foul by J. Henson (drawn by R. Hibbert),,46,57
226,3,11:02.0,,R. Hibbert misses 2-pt layup from 1 ft,46,57
227,3,11:00.0,Defensive rebound by J. Parker,,46,57
228,3,10:50.0,Offensive foul by G. Antetokounmpo (drawn by R. Hibbert),,46,57
229,3,10:50.0,Turnover by G. Antetokounmpo (offensive foul),,46,57
230,3,10:36.0,,L. Nance makes 2-pt dunk at rim (assist by L. Williams),46,59
231,3,10:22.0,G. Antetokounmpo makes 2-pt jump shot from 19 ft,,48,59
232,3,9:58.0,,J. Clarkson makes 2-pt jump shot from 10 ft,48,61
233,3,9:45.0,J. Henson misses 2-pt layup from 2 ft,,48,61
234,3,9:44.0,,Defensive rebound by R. Hibbert,48,61
235,3,9:35.0,,J. Clarkson misses 3-pt jump shot from 25 ft,48,61
236,3,9:35.0,,Offensive rebound by J. Clarkson,48,61
237,3,9:29.0,,K. Bryant makes 2-pt layup at rim (assist by R. Hibbert),48,63
238,3,9:28.0,Milwaukee full timeout,,48,63
239,3,9:10.0,J. Parker misses 2-pt jump shot from 19 ft,,48,63
240,3,9:10.0,,Defensive rebound by J. Clarkson,48,63
241,3,8:47.0,,K. Bryant makes 2-pt jump shot from 17 ft,48,65
242,3,8:37.0,Shooting foul by K. Bryant (drawn by J. Henson),,48,65
243,3,8:37.0,J. Henson misses free throw 1 of 2,,48,65
244,3,8:37.0,Offensive rebound by Team,,48,65
245,3,8:37.0,J. Henson misses free throw 2 of 2,,48,65
246,3,8:36.0,,Defensive rebound by R. Hibbert,48,65
247,3,8:21.0,,Turnover by J. Clarkson (lost ball; steal by O. Mayo),48,65
248,3,8:11.0,Shooting foul by R. Hibbert (drawn by J. Parker),,48,65
249,3,8:11.0,J. Parker misses free throw 1 of 2,,48,65
250,3,8:11.0,Offensive rebound by Team,,48,65
251,3,8:11.0,J. Parker makes free throw 2 of 2,,49,65
252,3,7:53.0,,J. Clarkson misses 2-pt jump shot from 3 ft,49,65
253,3,7:51.0,Defensive rebound by G. Antetokounmpo,,49,65
254,3,7:42.0,G. Antetokounmpo makes 2-pt jump shot from 16 ft,,51,65
255,3,7:25.0,,Turnover by K. Bryant (lost ball),51,65
256,3,7:12.0,O. Mayo misses 2-pt layup from 2 ft,,51,65
257,3,7:12.0,Offensive rebound by J. Parker,,51,65
258,3,7:11.0,J. Parker makes 2-pt layup at rim,,53,65
259,3,6:51.0,,Turnover by K. Bryant (bad pass),53,65
260,3,6:42.0,O. Mayo misses 3-pt jump shot from 24 ft,,53,65
261,3,6:41.0,Offensive rebound by J. Parker,,53,65
262,3,6:35.0,K. Middleton misses 3-pt jump shot from 23 ft,,53,65
263,3,6:34.0,,Defensive rebound by R. Hibbert,53,65
264,3,6:22.0,,L. Williams makes 2-pt jump shot from 3 ft,53,67
265,3,6:07.0,Turnover by K. Middleton (bad pass; steal by J. Clarkson),,53,67
266,3,6:04.0,,Turnover by J. Clarkson (bad pass),53,67
267,3,5:44.0,J. Parker misses 3-pt jump shot from 23 ft,,53,67
268,3,5:43.0,,Defensive rebound by L. Williams,53,67
269,3,5:40.0,,K. Bryant makes 3-pt jump shot from 26 ft (assist by L. Nance),53,70
270,3,5:40.0,,Shooting foul by O. Mayo (drawn by K. Bryant),53,70
271,3,5:40.0,M. Carter-Williams enters the game for O. Mayo,,53,70
272,3,5:40.0,,D. Russell enters the game for L. Williams,53,70
273,3,5:40.0,,K. Bryant makes free throw 1 of 1,53,71
274,3,5:19.0,G. Antetokounmpo misses 2-pt jump shot from 20 ft (block by R. Hibbert),,53,71
275,3,5:19.0,,Defensive rebound by Team,53,71
276,3,5:01.0,,R. Hibbert makes 2-pt layup from 1 ft (assist by K. Bryant),53,73
277,3,4:45.0,J. Parker misses 2-pt jump shot from 12 ft,,53,73
278,3,4:44.0,,Defensive rebound by K. Bryant,53,73
279,3,4:34.0,,D. Russell makes 2-pt layup from 2 ft (assist by K. Bryant),53,75
280,3,4:34.0,Milwaukee full timeout,,53,75
281,3,4:34.0,,J. Randle enters the game for L. Nance,53,75
282,3,4:34.0,,R. Sacre enters the game for R. Hibbert,53,75
283,3,4:34.0,J. O'Bryant enters the game for J. Parker,,53,75
284,3,4:15.0,M. Carter-Williams makes 2-pt jump shot from 4 ft,,55,75
285,3,3:59.0,,K. Bryant misses 3-pt jump shot from 24 ft,55,75
286,3,3:58.0,Defensive rebound by K. Middleton,,55,75
287,3,3:54.0,Shooting foul by R. Sacre (drawn by K. Middleton),,55,75
288,3,3:54.0,K. Middleton makes free throw 1 of 2,,56,75
289,3,3:54.0,K. Middleton makes free throw 2 of 2,,57,75
290,3,3:33.0,,J. Randle makes 2-pt jump shot from 3 ft,57,77
291,3,3:17.0,K. Middleton misses 3-pt jump shot from 25 ft,,57,77
292,3,3:17.0,Offensive rebound by J. O'Bryant,,57,77
293,3,3:13.0,J. O'Bryant misses 2-pt layup at rim (block by R. Sacre),,57,77
294,3,3:11.0,,Defensive rebound by J. Randle,57,77
295,3,3:04.0,,R. Sacre makes 2-pt jump shot from 13 ft (assist by K. Bryant),57,79
296,3,2:48.0,Personal foul by D. Russell (drawn by M. Carter-Williams),,57,79
297,3,2:42.0,J. O'Bryant makes 2-pt jump shot from 18 ft (assist by G. Antetokounmpo),,59,79
298,3,2:16.0,,J. Clarkson misses 2-pt jump shot from 16 ft,59,79
299,3,2:14.0,Defensive rebound by M. Carter-Williams,,59,79
300,3,2:10.0,Shooting foul by R. Sacre (drawn by G. Antetokounmpo),,59,79
301,3,2:10.0,G. Antetokounmpo makes free throw 1 of 2,,60,79
302,3,2:10.0,M. Plumlee enters the game for J. Henson,,60,79
303,3,2:10.0,G. Antetokounmpo misses free throw 2 of 2,,60,79
304,3,2:09.0,,Defensive rebound by J. Randle,60,79
305,3,1:51.0,,J. Clarkson makes 2-pt layup from 2 ft (assist by D. Russell),60,81
306,3,1:38.0,J. O'Bryant misses 2-pt jump shot from 17 ft,,60,81
307,3,1:37.0,Offensive rebound by M. Plumlee,,60,81
308,3,1:34.0,M. Plumlee makes 2-pt layup at rim,,62,81
309,3,1:21.0,,Turnover by J. Randle (bad pass),62,81
310,3,1:08.0,M. Carter-Williams makes 2-pt jump shot from 3 ft,,64,81
311,3,0:46.0,,Shooting foul by J. O'Bryant (drawn by K. Bryant),64,81
312,3,0:46.0,,K. Bryant makes free throw 1 of 3,64,82
313,3,0:46.0,,K. Bryant makes free throw 2 of 3,64,83
314,3,0:46.0,,K. Bryant makes free throw 3 of 3,64,84
315,3,0:35.0,M. Carter-Williams makes 2-pt jump shot from 3 ft,,66,84
316,3,0:20.0,,K. Bryant misses 3-pt jump shot from 26 ft,66,84
317,3,0:20.0,Defensive rebound by M. Plumlee,,66,84
318,3,0:20.0,,Loose ball foul by J. Randle (drawn by M. Plumlee),66,84
319,3,0:20.0,M. Plumlee misses free throw 1 of 2,,66,84
320,3,0:20.0,Offensive rebound by Team,,66,84
321,3,0:20.0,M. Plumlee misses free throw 2 of 2,,66,84
322,3,0:19.0,,Defensive rebound by K. Bryant,66,84
323,3,0:00.0,,Personal foul by M. Carter-Williams (drawn by D. Russell),66,84
324,3,0:00.0,,D. Russell makes free throw 1 of 2,66,85
325,3,0:00.0,,D. Russell makes free throw 2 of 2,66,86
326,4,11:40.0,M. Carter-Williams makes 2-pt jump shot from 4 ft (assist by J. O'Bryant),,68,86
327,4,11:17.0,,Turnover by J. Randle (lost ball; steal by K. Middleton),68,86
328,4,11:12.0,K. Middleton makes 2-pt dunk at rim,,70,86
329,4,10:52.0,,N. Young makes 3-pt jump shot from 23 ft (assist by D. Russell),70,89
330,4,10:39.0,K. Middleton makes 2-pt jump shot from 13 ft (assist by J. O'Bryant),,72,89
331,4,10:24.0,,N. Young misses 3-pt jump shot from 24 ft,72,89
332,4,10:23.0,,Offensive rebound by J. Randle,72,89
333,4,10:17.0,,D. Russell makes 3-pt jump shot from 24 ft (assist by J. Randle),72,92
334,4,10:04.0,M. Carter-Williams makes 2-pt layup from 1 ft (assist by O. Mayo),,74,92
335,4,9:42.0,,D. Russell makes 3-pt jump shot from 25 ft (assist by J. Clarkson),74,95
336,4,9:25.0,M. Carter-Williams misses 2-pt jump shot from 7 ft,,74,95
337,4,9:24.0,,Defensive rebound by R. Sacre,74,95
338,4,9:13.0,,N. Young misses 3-pt jump shot from 22 ft,74,95
339,4,9:13.0,Defensive rebound by O. Mayo,,74,95
340,4,9:04.0,J. O'Bryant makes 2-pt hook shot from 3 ft (assist by O. Mayo),,76,95
341,4,9:04.0,,LA Lakers full timeout,76,95
342,4,9:04.0,,L. Williams enters the game for J. Clarkson,76,95
343,4,8:48.0,,N. Young misses 2-pt jump shot from 8 ft,76,95
344,4,8:48.0,,Offensive rebound by J. Randle,76,95
345,4,8:44.0,,J. Randle misses 2-pt layup from 1 ft,76,95
346,4,8:42.0,Defensive rebound by J. O'Bryant,,76,95
347,4,8:41.0,O. Mayo misses 2-pt jump shot from 4 ft,,76,95
348,4,8:41.0,Offensive rebound by Team,,76,95
349,4,8:41.0,,Loose ball foul by J. Randle (drawn by M. Plumlee),76,95
350,4,8:32.0,M. Plumlee makes 2-pt dunk at rim (assist by M. Carter-Williams),,78,95
351,4,8:18.0,,Shooting foul by M. Plumlee (drawn by D. Russell),78,95
352,4,8:18.0,,D. Russell misses free throw 1 of 2,78,95
353,4,8:18.0,,Offensive rebound by Team,78,95
354,4,8:18.0,,D. Russell makes free throw 2 of 2,78,96
355,4,8:07.0,K. Middleton makes 3-pt jump shot from 24 ft (assist by M. Carter-Williams),,81,96
356,4,7:56.0,,D. Russell misses 2-pt layup from 1 ft,81,96
357,4,7:56.0,,Offensive rebound by J. Randle,81,96
358,4,7:52.0,,J. Randle makes 2-pt layup at rim,81,98
359,4,7:41.0,Turnover by O. Mayo (bad pass; steal by D. Russell),,81,98
360,4,7:35.0,,D. Russell makes 2-pt layup at rim,81,100
361,4,7:25.0,O. Mayo misses 3-pt jump shot from 24 ft,,81,100
362,4,7:24.0,,Defensive rebound by L. Williams,81,100
363,4,7:05.0,,D. Russell misses 3-pt jump shot from 25 ft,81,100
364,4,7:03.0,Defensive rebound by M. Plumlee,,81,100
365,4,6:52.0,K. Middleton misses 2-pt jump shot from 3 ft,,81,100
366,4,6:51.0,,Defensive rebound by N. Young,81,100
367,4,6:50.0,,Shooting foul by J. O'Bryant (drawn by N. Young),81,100
368,4,6:50.0,,N. Young makes free throw 1 of 2,81,101
369,4,6:50.0,J. Parker enters the game for J. O'Bryant,,81,101
370,4,6:50.0,,N. Young misses free throw 2 of 2,81,101
371,4,6:48.0,Defensive rebound by K. Middleton,,81,101
372,4,6:35.0,M. Carter-Williams misses 2-pt jump shot from 6 ft,,81,101
373,4,6:33.0,,Defensive rebound by J. Randle,81,101
374,4,6:19.0,,Turnover by J. Randle (bad pass; steal by O. Mayo),81,101
375,4,6:11.0,J. Parker makes 2-pt layup at rim (assist by K. Middleton),,83,101
376,4,5:56.0,,R. Sacre misses 2-pt jump shot from 3 ft,83,101
377,4,5:54.0,Defensive rebound by M. Plumlee,,83,101
