,QUARTER,TIME_REMAINING,PORTLAND_ACTION,CHARLOTTE_ACTION,PORTLAND_SCORE,CHARLOTTE_SCORE
383,4,5:12.0,C. Alexander makes 2-pt jump shot from 1 ft,,86,98
384,4,5:00.0,Violation by D. Lillard (kicked ball),,86,98
385,4,4:53.0,,J. Lamb misses 3-pt jump shot from 25 ft,86,98
386,4,4:51.0,Defensive rebound by D. Lillard,,86,98
387,4,4:45.0,Shooting foul by A. Jefferson (drawn by D. Lillard),,86,98
388,4,4:45.0,D. Lillard makes free throw 1 of 2,,87,98
389,4,4:45.0,M. Harkless enters the game for C. Alexander,,87,98
390,4,4:45.0,D. Lillard makes free throw 2 of 2,,88,98
391,4,4:25.0,,N. Batum misses 2-pt jump shot from 6 ft,88,98
392,4,4:24.0,Defensive rebound by E. Davis,,88,98
393,4,4:18.0,D. Lillard misses 3-pt jump shot from 25 ft,,88,98
394,4,4:17.0,,Defensive rebound by K. Walker,88,98
395,4,4:02.0,,A. Jefferson misses 2-pt hook shot from 10 ft,88,98
396,4,4:01.0,Defensive rebound by D. Lillard,,88,98
397,4,3:52.0,Turnover by D. Lillard (bad pass; steal by A. Jefferson),,88,98
398,4,3:34.0,,A. Jefferson misses 2-pt jump shot from 4 ft (block by E. Davis),88,98
399,4,3:34.0,,Offensive rebound by Team,88,98
400,4,3:34.0,C. McCollum enters the game for A. Crabbe,,88,98
401,4,3:28.0,,K. Walker misses 2-pt layup from 3 ft,88,98
402,4,3:28.0,Defensive rebound by Team,,88,98
403,4,3:28.0,,Violation by Team (delay of game),88,98
404,4,3:28.0,Portland full timeout,,88,98
405,4,3:16.0,E. Davis makes 2-pt layup from 2 ft (assist by C. McCollum),,90,98
406,4,3:07.0,,Offensive foul by A. Jefferson (drawn by D. Lillard),90,98
407,4,3:07.0,,Turnover by A. Jefferson (offensive foul),90,98
408,4,3:07.0,A. Crabbe enters the game for M. Harkless,,90,98
409,4,2:59.0,E. Davis makes 2-pt layup from 1 ft (assist by D. Lillard),,92,98
410,4,2:41.0,,Shooting foul by E. Davis (drawn by K. Walker),92,98
411,4,2:41.0,,K. Walker makes free throw 1 of 2,92,99
412,4,2:41.0,,J. Lin enters the game for J. Lamb,92,99
413,4,2:41.0,,K. Walker makes free throw 2 of 2,92,100
414,4,2:30.0,A. Aminu misses 3-pt jump shot from 24 ft,,92,100
415,4,2:27.0,Offensive rebound by D. Lillard,,92,100
416,4,2:19.0,Personal foul by M. Williams (drawn by A. Aminu),,92,100
417,4,2:18.0,Offensive foul by E. Davis (drawn by J. Lin),,92,100
418,4,2:18.0,Turnover by E. Davis (offensive foul),,92,100
419,4,2:18.0,M. Plumlee enters the game for E. Davis,,92,100
420,4,2:00.0,,A. Jefferson makes 2-pt jump shot from 19 ft (assist by K. Walker),92,102
421,4,1:43.0,C. McCollum misses 2-pt jump shot from 18 ft,,92,102
422,4,1:42.0,,Defensive rebound by N. Batum,92,102
423,4,1:34.0,,Personal foul by A. Aminu (drawn by N. Batum),92,102
424,4,1:34.0,,N. Batum makes free throw 1 of 2,92,103
425,4,1:34.0,,N. Batum makes free throw 2 of 2,92,104
426,4,1:34.0,Portland full timeout,,92,104
427,4,1:28.0,C. McCollum misses 2-pt jump shot from 7 ft,,92,104
428,4,1:27.0,,Defensive rebound by N. Batum,92,104
429,4,1:08.0,,A. Jefferson makes 2-pt layup from 1 ft (assist by J. Lin),92,106
430,4,1:08.0,Portland full timeout,,92,106
431,4,1:08.0,P. Connaughton enters the game for A. Aminu,,92,106
432,4,1:08.0,N. Vonleh enters the game for M. Plumlee,,92,106
433,4,1:08.0,T. Frazier enters the game for C. McCollum,,92,106
434,4,1:08.0,C. Alexander enters the game for D. Lillard,,92,106
435,4,0:53.0,C. Alexander makes 2-pt dunk at rim (assist by T. Frazier),,94,106
436,4,0:39.0,,N. Batum misses 3-pt jump shot from 24 ft,94,106
437,4,0:39.0,Defensive rebound by Team,,94,106
438,4,0:28.0,T. Frazier misses 2-pt layup from 1 ft,,94,106
439,4,0:27.0,,Defensive rebound by K. Walker,94,106
440,4,0:03.0,,Turnover by Team (shot clock),94,106
