,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,CHICAGO_ACTION,LA CLIPPERS_SCORE,CHICAGO_SCORE
386,4,4:31.0,,P. Gasol makes 3-pt jump shot from 23 ft (assist by A. Brooks),69,76
387,4,4:11.0,L. Stephenson misses 3-pt jump shot from 24 ft,,69,76
388,4,4:10.0,,Defensive rebound by P. Gasol,69,76
389,4,3:55.0,,D. Rose misses 3-pt jump shot from 26 ft,69,76
390,4,3:54.0,Defensive rebound by J. Redick,,69,76
391,4,3:48.0,C. Paul makes 3-pt jump shot from 25 ft,,72,76
392,4,3:24.0,,D. Rose makes 2-pt layup from 1 ft (assist by J. Butler),72,78
393,4,3:07.0,Personal foul by A. Brooks (drawn by J. Redick),,72,78
394,4,2:52.0,C. Paul makes 3-pt jump shot from 31 ft (assist by J. Redick),,75,78
395,4,2:28.0,,Shooting foul by C. Paul (drawn by A. Brooks),75,78
396,4,2:28.0,,Chicago full timeout,75,78
397,4,2:28.0,,A. Brooks makes free throw 1 of 3,75,79
398,4,2:28.0,,A. Brooks makes free throw 2 of 3,75,80
399,4,2:28.0,,A. Brooks makes free throw 3 of 3,75,81
400,4,2:08.0,Turnover by C. Paul (offensive foul),,75,81
401,4,2:08.0,Offensive foul by C. Paul (drawn by P. Gasol),,75,81
402,4,2:08.0,J. Smith enters the game for J. Crawford,,75,81
403,4,1:52.0,L. Mbah a Moute enters the game for J. Redick,,75,81
404,4,1:48.0,,A. Brooks misses 3-pt jump shot from 22 ft,75,81
405,4,1:47.0,Defensive rebound by J. Smith,,75,81
406,4,1:44.0,D. Jordan makes 2-pt dunk at rim (assist by J. Smith),,77,81
407,4,1:27.0,,Turnover by D. Rose (bad pass; steal by D. Jordan),77,81
408,4,1:24.0,,Offensive charge foul by L. Mbah a Moute (drawn by A. Brooks),77,81
409,4,1:24.0,Turnover by L. Mbah a Moute (offensive foul),,77,81
410,4,1:03.0,,Turnover by A. Brooks (lost ball; steal by C. Paul),77,81
411,4,0:59.0,C. Paul misses 2-pt layup from 1 ft,,77,81
412,4,0:59.0,,Defensive rebound by Team,77,81
413,4,0:45.0,,D. Rose makes 2-pt jump shot from 6 ft,77,83
414,4,0:45.0,LA Clippers full timeout,,77,83
415,4,0:45.0,J. Redick enters the game for L. Mbah a Moute,,77,83
416,4,0:45.0,W. Johnson enters the game for J. Smith,,77,83
417,4,0:45.0,J. Crawford enters the game for L. Stephenson,,77,83
418,4,0:39.0,C. Paul misses 2-pt layup from 3 ft,,77,83
419,4,0:38.0,Offensive rebound by D. Jordan,,77,83
420,4,0:38.0,D. Jordan misses 2-pt layup from 1 ft,,77,83
421,4,0:36.0,Offensive rebound by W. Johnson,,77,83
422,4,0:30.0,W. Johnson makes 3-pt jump shot from 23 ft (assist by J. Redick),,80,83
423,4,0:07.0,,J. Butler misses 2-pt jump shot from 7 ft,80,83
424,4,0:06.0,Defensive rebound by D. Jordan,,80,83
425,4,0:06.0,LA Clippers full timeout,,80,83
426,4,0:06.0,,K. Hinrich enters the game for A. Brooks,80,83
427,4,0:01.0,C. Paul misses 3-pt jump shot from 27 ft,,80,83
428,4,0:00.0,,Defensive rebound by J. Butler,80,83
