,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,MIAMI_ACTION,BROOKLYN_SCORE,MIAMI_SCORE
50,1,4:52.0,,H. Whiteside makes 2-pt dunk at rim,16,15
51,1,4:36.0,Turnover by J. Jack (lost ball),,16,15
52,1,4:36.0,Loose ball foul by B. Lopez (drawn by H. Whiteside),,16,15
53,1,4:23.0,,D. Wade makes 2-pt dunk at rim (assist by G. Green),16,17
54,1,4:05.0,J. Johnson misses 2-pt jump shot from 4 ft,,16,17
55,1,4:04.0,Offensive rebound by B. Lopez,,16,17
56,1,4:03.0,B. Lopez misses 2-pt layup from 2 ft,,16,17
57,1,4:02.0,Offensive rebound by B. Lopez,,16,17
58,1,4:01.0,B. Lopez misses 2-pt layup from 1 ft,,16,17
59,1,4:00.0,,Defensive rebound by Team,16,17
60,1,4:00.0,Loose ball foul by J. Johnson (drawn by H. Whiteside),,16,17
61,1,4:00.0,,T. Johnson enters the game for D. Wade,16,17
62,1,4:00.0,W. Reed enters the game for B. Lopez,,16,17
63,1,4:00.0,W. Ellington enters the game for B. Bogdanović,,16,17
64,1,3:47.0,,G. Green makes 2-pt layup from 2 ft,16,19
65,1,3:31.0,J. Johnson misses 3-pt jump shot from 25 ft,,16,19
66,1,3:30.0,,Defensive rebound by G. Dragić,16,19
67,1,3:12.0,,G. Dragić misses 2-pt jump shot from 7 ft,16,19
68,1,3:11.0,,Offensive rebound by H. Whiteside,16,19
69,1,3:10.0,,H. Whiteside makes 2-pt layup at rim,16,21
70,1,3:10.0,Brooklyn full timeout,,16,21
71,1,2:55.0,Shooting foul by T. Johnson (drawn by W. Reed),,16,21
72,1,2:55.0,W. Reed misses free throw 1 of 2,,16,21
73,1,2:55.0,Offensive rebound by Team,,16,21
74,1,2:55.0,W. Reed misses free throw 2 of 2,,16,21
75,1,2:54.0,,Defensive rebound by L. Deng,16,21
76,1,2:28.0,,T. Johnson misses 2-pt jump shot from 20 ft,16,21
77,1,2:27.0,Defensive rebound by W. Ellington,,16,21
78,1,2:17.0,W. Ellington misses 2-pt jump shot from 18 ft,,16,21
79,1,2:16.0,Offensive rebound by T. Young,,16,21
80,1,2:09.0,W. Ellington makes 3-pt jump shot from 24 ft (assist by J. Jack),,19,21
81,1,1:50.0,,G. Dragić misses 2-pt jump shot from 4 ft,19,21
82,1,1:49.0,Defensive rebound by W. Ellington,,19,21
83,1,1:42.0,Shooting foul by G. Dragić (drawn by J. Jack),,19,21
84,1,1:42.0,J. Jack makes free throw 1 of 2,,20,21
85,1,1:42.0,,B. Udrih enters the game for L. Deng,20,21
86,1,1:42.0,,A. Stoudemire enters the game for H. Whiteside,20,21
87,1,1:42.0,,C. Bosh enters the game for G. Dragić,20,21
88,1,1:42.0,A. Bargnani enters the game for T. Young,,20,21
89,1,1:42.0,B. Lopez enters the game for W. Reed,,20,21
90,1,1:42.0,J. Jack makes free throw 2 of 2,,21,21
91,1,1:26.0,,C. Bosh makes 3-pt jump shot from 23 ft (assist by G. Green),21,24
92,1,1:16.0,Shooting foul by T. Johnson (drawn by J. Jack),,21,24
93,1,1:16.0,J. Jack makes free throw 1 of 2,,22,24
94,1,1:16.0,J. Jack makes free throw 2 of 2,,23,24
95,1,0:56.0,,B. Udrih misses 2-pt jump shot from 19 ft,23,24
96,1,0:54.0,Defensive rebound by Team,,23,24
97,1,0:54.0,S. Larkin enters the game for J. Jack,,23,24
98,1,0:38.0,Personal foul by A. Stoudemire (drawn by B. Lopez),,23,24
99,1,0:38.0,B. Lopez makes free throw 1 of 2,,24,24
100,1,0:38.0,B. Bogdanović enters the game for J. Johnson,,24,24
101,1,0:38.0,B. Lopez misses free throw 2 of 2,,24,24
102,1,0:38.0,Offensive rebound by B. Lopez,,24,24
103,1,0:34.0,S. Larkin misses 3-pt jump shot from 24 ft,,24,24
104,1,0:33.0,,Defensive rebound by C. Bosh,24,24
105,1,0:08.0,,C. Bosh makes 2-pt layup from 3 ft (assist by B. Udrih),24,26
106,2,11:42.0,,G. Green misses 2-pt layup from 2 ft,24,26
107,2,11:42.0,,Offensive rebound by C. Bosh,24,26
108,2,11:41.0,,C. Bosh makes 2-pt layup from 1 ft,24,28
109,2,11:23.0,S. Larkin makes 3-pt jump shot from 25 ft (assist by W. Ellington),,27,28
110,2,11:01.0,,B. Udrih misses 2-pt jump shot from 16 ft,27,28
111,2,11:00.0,Defensive rebound by W. Ellington,,27,28
112,2,10:48.0,S. Larkin misses 2-pt layup from 2 ft,,27,28
113,2,10:47.0,,Defensive rebound by A. Stoudemire,27,28
114,2,10:38.0,,G. Green misses 2-pt jump shot from 18 ft,27,28
115,2,10:37.0,Defensive rebound by W. Ellington,,27,28
116,2,10:25.0,B. Lopez misses 2-pt jump shot from 7 ft,,27,28
117,2,10:24.0,,Defensive rebound by C. Bosh,27,28
118,2,10:08.0,,Shooting foul by S. Larkin (drawn by G. Green),27,28
119,2,10:08.0,,G. Green makes free throw 1 of 2,27,29
120,2,10:08.0,,G. Green makes free throw 2 of 2,27,30
121,2,9:52.0,B. Lopez makes 2-pt layup from 2 ft,,29,30
122,2,9:38.0,,Shooting foul by S. Larkin (drawn by C. Bosh),29,30
123,2,9:38.0,,C. Bosh makes free throw 1 of 2,29,31
124,2,9:38.0,,C. Bosh makes free throw 2 of 2,29,32
125,2,9:28.0,S. Larkin misses 2-pt layup from 1 ft,,29,32
126,2,9:27.0,,Defensive rebound by G. Green,29,32
127,2,9:20.0,,A. Stoudemire misses 2-pt layup from 2 ft,29,32
128,2,9:19.0,Defensive rebound by W. Ellington,,29,32
129,2,9:11.0,A. Bargnani misses 2-pt jump shot from 16 ft,,29,32
130,2,9:09.0,,Defensive rebound by G. Green,29,32
131,2,9:02.0,,Turnover by G. Green (bad pass; steal by B. Lopez),29,32
132,2,8:47.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,29,32
133,2,8:46.0,,Defensive rebound by T. Johnson,29,32
134,2,8:27.0,,Personal foul by A. Bargnani (drawn by A. Stoudemire),29,32
135,2,8:27.0,Official timeout,,29,32
136,2,8:27.0,T. Young enters the game for A. Bargnani,,29,32
137,2,8:15.0,,G. Green makes 3-pt jump shot from 23 ft (assist by A. Stoudemire),29,35
138,2,7:54.0,B. Lopez misses 2-pt jump shot from 10 ft,,29,35
139,2,7:53.0,Offensive rebound by B. Lopez,,29,35
140,2,7:53.0,Shooting foul by C. Bosh (drawn by B. Lopez),,29,35
141,2,7:53.0,B. Lopez makes free throw 1 of 2,,30,35
142,2,7:53.0,B. Lopez makes free throw 2 of 2,,31,35
143,2,7:35.0,,B. Udrih makes 2-pt jump shot from 19 ft,31,37
144,2,7:19.0,W. Ellington misses 2-pt jump shot from 4 ft (block by T. Johnson),,31,37
145,2,7:18.0,,Defensive rebound by A. Stoudemire,31,37
146,2,7:13.0,,Personal foul by T. Young (drawn by C. Bosh),31,37
147,2,7:13.0,,L. Deng enters the game for C. Bosh,31,37
148,2,7:13.0,,H. Whiteside enters the game for T. Johnson,31,37
149,2,7:13.0,,D. Wade enters the game for A. Stoudemire,31,37
150,2,7:13.0,J. Johnson enters the game for W. Ellington,,31,37
151,2,7:13.0,J. Jack enters the game for S. Larkin,,31,37
152,2,7:03.0,,L. Deng misses 3-pt jump shot from 22 ft,31,37
153,2,7:02.0,Defensive rebound by B. Lopez,,31,37
154,2,6:57.0,T. Young makes 2-pt layup from 2 ft (assist by J. Jack),,33,37
155,2,6:30.0,,L. Deng makes 2-pt jump shot from 16 ft (assist by B. Udrih),33,39
156,2,6:18.0,J. Jack misses 2-pt jump shot from 9 ft,,33,39
157,2,6:17.0,,Defensive rebound by L. Deng,33,39
158,2,6:10.0,,Personal foul by T. Young (drawn by D. Wade),33,39
159,2,6:10.0,,D. Wade makes free throw 1 of 2,33,40
160,2,6:10.0,,G. Dragić enters the game for B. Udrih,33,40
161,2,6:10.0,W. Reed enters the game for B. Lopez,,33,40
162,2,6:10.0,,D. Wade misses free throw 2 of 2,33,40
163,2,6:09.0,Defensive rebound by B. Bogdanović,,33,40
164,2,5:51.0,W. Reed misses 2-pt jump shot from 15 ft,,33,40
165,2,5:50.0,Offensive rebound by J. Johnson,,33,40
166,2,5:36.0,J. Jack makes 3-pt jump shot from 22 ft,,36,40
167,2,5:19.0,,G. Dragić makes 3-pt jump shot from 25 ft (assist by D. Wade),36,43
168,2,5:11.0,B. Bogdanović makes 2-pt jump shot from 4 ft (assist by J. Jack),,38,43
169,2,4:48.0,,G. Green misses 3-pt jump shot from 23 ft,38,43
170,2,4:47.0,Defensive rebound by B. Bogdanović,,38,43
171,2,4:36.0,W. Reed makes 2-pt jump shot from 3 ft (assist by J. Jack),,40,43
172,2,4:28.0,,Miami full timeout,40,43
173,2,4:18.0,,D. Wade makes 2-pt jump shot from 6 ft,40,45
174,2,4:02.0,Shooting foul by D. Wade (drawn by B. Bogdanović),,40,45
175,2,4:02.0,B. Bogdanović makes free throw 1 of 2,,41,45
176,2,4:02.0,B. Bogdanović makes free throw 2 of 2,,42,45
177,2,3:45.0,,Personal foul by J. Johnson (drawn by D. Wade),42,45
178,2,3:45.0,,D. Wade makes free throw 1 of 2,42,46
179,2,3:45.0,,C. Bosh enters the game for G. Green,42,46
180,2,3:45.0,,D. Wade makes free throw 2 of 2,42,47
181,2,3:38.0,Def 3 sec tech foul by C. Bosh,,42,47
182,2,3:38.0,J. Jack makes technical free throw,,43,47
183,2,3:22.0,J. Jack misses 2-pt jump shot from 16 ft (block by H. Whiteside),,43,47
184,2,3:21.0,,Defensive rebound by C. Bosh,43,47
185,2,3:11.0,,Turnover by H. Whiteside (traveling),43,47
186,2,2:52.0,J. Jack misses 3-pt jump shot from 23 ft,,43,47
187,2,2:51.0,,Defensive rebound by C. Bosh,43,47
188,2,2:48.0,,Turnover by C. Bosh (bad pass; steal by T. Young),43,47
189,2,2:43.0,B. Bogdanović misses 2-pt jump shot from 10 ft (block by H. Whiteside),,43,47
190,2,2:42.0,Offensive rebound by J. Johnson,,43,47
191,2,2:36.0,Turnover by J. Johnson (bad pass; steal by L. Deng),,43,47
192,2,2:31.0,,G. Dragić makes 2-pt layup from 1 ft,43,49
193,2,2:25.0,Brooklyn full timeout,,43,49
194,2,2:25.0,B. Lopez enters the game for W. Reed,,43,49
195,2,2:10.0,B. Lopez misses 2-pt layup from 1 ft,,43,49
196,2,2:09.0,,Defensive rebound by L. Deng,43,49
197,2,2:00.0,,Turnover by C. Bosh (bad pass; steal by T. Young),43,49
198,2,1:51.0,B. Bogdanović misses 3-pt jump shot from 22 ft,,43,49
199,2,1:50.0,Offensive rebound by B. Bogdanović,,43,49
200,2,1:39.0,B. Lopez misses 2-pt layup from 1 ft,,43,49
201,2,1:38.0,,Defensive rebound by H. Whiteside,43,49
202,2,1:23.0,,L. Deng makes 3-pt jump shot from 22 ft (assist by C. Bosh),43,52
203,2,1:15.0,Personal foul by H. Whiteside (drawn by B. Lopez),,43,52
204,2,1:09.0,B. Lopez misses 2-pt jump shot from 14 ft,,43,52
205,2,1:08.0,,Defensive rebound by C. Bosh,43,52
206,2,0:58.0,,Personal foul by B. Bogdanović (drawn by D. Wade),43,52
207,2,0:58.0,,D. Wade makes free throw 1 of 2,43,53
208,2,0:58.0,,D. Wade makes free throw 2 of 2,43,54
209,2,0:48.0,B. Lopez misses 2-pt hook shot from 3 ft,,43,54
210,2,0:47.0,Offensive rebound by T. Young,,43,54
211,2,0:46.0,Personal foul by L. Deng (drawn by T. Young),,43,54
212,2,0:46.0,T. Young makes free throw 1 of 2,,44,54
213,2,0:46.0,T. Young misses free throw 2 of 2,,44,54
214,2,0:45.0,,Defensive rebound by H. Whiteside,44,54
215,2,0:23.0,,H. Whiteside makes 2-pt jump shot from 1 ft (assist by C. Bosh),44,56
216,2,0:18.0,Brooklyn full timeout,,44,56
217,2,0:18.0,A. Bargnani enters the game for T. Young,,44,56
218,2,0:18.0,,G. Green enters the game for L. Deng,44,56
219,2,0:07.0,Offensive foul by B. Lopez (drawn by G. Dragić),,44,56
220,2,0:07.0,Turnover by B. Lopez (offensive foul),,44,56
221,2,0:07.0,T. Young enters the game for B. Lopez,,44,56
222,2,0:06.0,,Miami full timeout,44,56
223,2,0:06.0,W. Reed enters the game for A. Bargnani,,44,56
224,2,0:02.0,,H. Whiteside makes 2-pt dunk at rim (assist by D. Wade),44,58
225,3,11:44.0,,Shooting foul by T. Young (drawn by H. Whiteside),44,58
226,3,11:44.0,,H. Whiteside makes free throw 1 of 2,44,59
227,3,11:44.0,,H. Whiteside makes free throw 2 of 2,44,60
228,3,11:22.0,B. Lopez makes 2-pt hook shot from 7 ft (assist by S. Larkin),,46,60
229,3,11:07.0,,L. Deng misses 3-pt jump shot from 25 ft,46,60
230,3,11:06.0,Defensive rebound by S. Larkin,,46,60
231,3,10:55.0,W. Ellington makes 3-pt jump shot from 23 ft (assist by S. Larkin),,49,60
232,3,10:46.0,,Turnover by H. Whiteside (bad pass; steal by W. Ellington),49,60
233,3,10:43.0,W. Ellington misses 2-pt layup from 2 ft (block by H. Whiteside),,49,60
234,3,10:42.0,Offensive rebound by S. Larkin,,49,60
235,3,10:41.0,S. Larkin makes 2-pt layup from 1 ft,,51,60
236,3,10:12.0,,L. Deng makes 3-pt jump shot from 22 ft (assist by G. Dragić),51,63
237,3,9:49.0,B. Lopez makes 2-pt layup from 2 ft (assist by S. Larkin),,53,63
238,3,9:31.0,,C. Bosh makes 3-pt jump shot from 23 ft (assist by D. Wade),53,66
239,3,9:20.0,T. Young makes 3-pt jump shot from 24 ft (assist by J. Johnson),,56,66
240,3,8:53.0,,L. Deng makes 2-pt layup from 2 ft,56,68
241,3,8:38.0,B. Lopez makes 2-pt jump shot from 10 ft (assist by S. Larkin),,58,68
242,3,8:17.0,,Shooting foul by T. Young (drawn by C. Bosh),58,68
243,3,8:17.0,,C. Bosh misses free throw 1 of 2,58,68
244,3,8:17.0,,Offensive rebound by Team,58,68
245,3,8:17.0,T. Robinson enters the game for T. Young,,58,68
246,3,8:17.0,,C. Bosh makes free throw 2 of 2,58,69
247,3,8:05.0,B. Lopez misses 2-pt jump shot from 11 ft,,58,69
248,3,8:04.0,Offensive rebound by T. Robinson,,58,69
249,3,8:03.0,T. Robinson makes 2-pt layup at rim,,60,69
250,3,7:43.0,,L. Deng misses 2-pt jump shot from 8 ft,60,69
251,3,7:42.0,,Offensive rebound by H. Whiteside,60,69
252,3,7:41.0,,H. Whiteside misses 2-pt layup from 1 ft,60,69
253,3,7:40.0,Defensive rebound by T. Robinson,,60,69
254,3,7:27.0,Personal foul by L. Deng (drawn by J. Johnson),,60,69
255,3,7:19.0,S. Larkin misses 2-pt layup from 1 ft (block by H. Whiteside),,60,69
256,3,7:18.0,,Defensive rebound by G. Dragić,60,69
257,3,7:11.0,,L. Deng misses 2-pt jump shot from 7 ft,60,69
258,3,7:10.0,Defensive rebound by J. Johnson,,60,69
259,3,7:05.0,Turnover by B. Lopez (bad pass),,60,69
260,3,6:51.0,,C. Bosh misses 2-pt jump shot from 13 ft,60,69
261,3,6:50.0,Defensive rebound by J. Johnson,,60,69
262,3,6:37.0,B. Lopez misses 2-pt jump shot from 19 ft,,60,69
263,3,6:36.0,,Defensive rebound by C. Bosh,60,69
264,3,6:24.0,,D. Wade misses 2-pt jump shot from 15 ft,60,69
265,3,6:23.0,Defensive rebound by B. Lopez,,60,69
266,3,6:11.0,B. Lopez makes 2-pt hook shot from 6 ft (assist by W. Ellington),,62,69
267,3,6:11.0,,Miami full timeout,62,69
268,3,6:11.0,,G. Green enters the game for C. Bosh,62,69
269,3,5:55.0,,Turnover by L. Deng (traveling),62,69
270,3,5:47.0,Personal foul by H. Whiteside (drawn by B. Lopez),,62,69
271,3,5:31.0,J. Johnson makes 3-pt jump shot from 27 ft (assist by S. Larkin),,65,69
272,3,5:12.0,,G. Green misses 3-pt jump shot from 23 ft,65,69
273,3,5:11.0,Defensive rebound by S. Larkin,,65,69
274,3,5:02.0,W. Ellington makes 3-pt jump shot from 23 ft (assist by J. Johnson),,68,69
275,3,4:38.0,,G. Dragić misses 3-pt jump shot from 25 ft,68,69
276,3,4:37.0,Defensive rebound by B. Lopez,,68,69
277,3,4:28.0,Turnover by S. Larkin (bad pass; steal by G. Dragić),,68,69
278,3,4:24.0,,G. Dragić makes 2-pt layup at rim,68,71
279,3,4:10.0,T. Robinson makes 2-pt layup from 1 ft,,70,71
280,3,3:51.0,,Turnover by D. Wade (lost ball),70,71
281,3,3:51.0,,Loose ball foul by D. Wade (drawn by T. Robinson),70,71
282,3,3:51.0,,C. Bosh enters the game for L. Deng,70,71
283,3,3:51.0,,T. Johnson enters the game for D. Wade,70,71
284,3,3:37.0,W. Ellington misses 2-pt jump shot from 19 ft,,70,71
285,3,3:36.0,,Defensive rebound by G. Green,70,71
286,3,3:18.0,,T. Johnson misses 2-pt jump shot from 20 ft,70,71
287,3,3:17.0,,Offensive rebound by C. Bosh,70,71
288,3,3:10.0,,G. Green misses 3-pt jump shot from 23 ft,70,71
289,3,3:09.0,,Offensive rebound by C. Bosh,70,71
290,3,2:51.0,,C. Bosh makes 3-pt jump shot from 24 ft (assist by T. Johnson),70,74
291,3,2:32.0,B. Lopez makes 2-pt layup from 1 ft (assist by S. Larkin),,72,74
292,3,2:32.0,Shooting foul by H. Whiteside (drawn by B. Lopez),,72,74
293,3,2:32.0,Brooklyn full timeout,,72,74
294,3,2:32.0,,A. Stoudemire enters the game for H. Whiteside,72,74
295,3,2:32.0,B. Lopez makes free throw 1 of 1,,73,74
296,3,2:07.0,,G. Green misses 3-pt jump shot from 26 ft,73,74
297,3,2:06.0,Defensive rebound by B. Lopez,,73,74
298,3,1:44.0,W. Ellington makes 3-pt jump shot from 24 ft (assist by S. Larkin),,76,74
299,3,1:28.0,,T. Johnson misses 3-pt jump shot from 25 ft,76,74
300,3,1:27.0,,Offensive rebound by T. Johnson,76,74
301,3,1:11.0,,Shooting foul by B. Lopez (drawn by A. Stoudemire),76,74
302,3,1:11.0,,A. Stoudemire makes free throw 1 of 2,76,75
303,3,1:11.0,B. Bogdanović enters the game for J. Johnson,,76,75
304,3,1:11.0,,B. Udrih enters the game for G. Dragić,76,75
305,3,1:11.0,,A. Stoudemire makes free throw 2 of 2,76,76
306,3,0:57.0,W. Ellington misses 2-pt jump shot from 12 ft,,76,76
307,3,0:56.0,Offensive rebound by B. Bogdanović,,76,76
308,3,0:47.0,B. Lopez misses 2-pt jump shot from 8 ft,,76,76
309,3,0:44.0,,Defensive rebound by T. Johnson,76,76
310,3,0:35.0,,Shooting foul by T. Robinson (drawn by C. Bosh),76,76
311,3,0:35.0,,C. Bosh makes free throw 1 of 2,76,77
312,3,0:35.0,,C. Bosh misses free throw 2 of 2,76,77
313,3,0:34.0,Defensive rebound by B. Lopez,,76,77
314,3,0:24.0,W. Ellington makes 2-pt jump shot from 18 ft,,78,77
315,3,0:00.0,,Turnover by A. Stoudemire (offensive goaltending),78,77
316,4,11:43.0,W. Ellington misses 2-pt jump shot from 21 ft,,78,77
317,4,11:42.0,,Defensive rebound by T. Johnson,78,77
318,4,11:38.0,,Personal foul by J. Jack (drawn by B. Udrih),78,77
319,4,11:22.0,,G. Green misses 3-pt jump shot from 24 ft,78,77
320,4,11:21.0,Defensive rebound by Team,,78,77
321,4,11:00.0,T. Young misses 2-pt layup from 2 ft,,78,77
322,4,10:59.0,Offensive rebound by W. Reed,,78,77
323,4,10:58.0,W. Reed makes 2-pt layup at rim,,80,77
324,4,10:35.0,,B. Udrih misses 3-pt jump shot from 25 ft,80,77
325,4,10:34.0,Defensive rebound by T. Young,,80,77
326,4,10:26.0,Turnover by J. Jack (bad pass; steal by T. Johnson),,80,77
327,4,10:20.0,,T. Johnson misses 2-pt layup from 1 ft,80,77
328,4,10:19.0,Defensive rebound by B. Bogdanović,,80,77
329,4,10:10.0,W. Ellington misses 3-pt jump shot from 23 ft,,80,77
330,4,10:09.0,,Defensive rebound by A. Stoudemire,80,77
331,4,9:50.0,,A. Stoudemire misses 2-pt dunk at rim,80,77
332,4,9:49.0,Defensive rebound by W. Ellington,,80,77
333,4,9:39.0,J. Jack misses 3-pt jump shot from 24 ft,,80,77
334,4,9:38.0,Offensive rebound by W. Reed,,80,77
335,4,9:35.0,W. Ellington makes 3-pt jump shot from 24 ft (assist by W. Reed),,83,77
336,4,9:18.0,,Personal foul by J. Jack (drawn by B. Udrih),83,77
337,4,9:03.0,,T. Johnson makes 2-pt layup from 1 ft,83,79
338,4,8:39.0,B. Bogdanović makes 3-pt jump shot from 22 ft,,86,79
339,4,8:17.0,,A. Stoudemire makes 2-pt dunk at rim (assist by C. Bosh),86,81
340,4,7:57.0,Shooting foul by A. Stoudemire (drawn by J. Jack),,86,81
341,4,7:57.0,Official timeout,,86,81
342,4,7:57.0,J. Jack makes free throw 1 of 2,,87,81
343,4,7:57.0,J. Jack makes free throw 2 of 2,,88,81
344,4,7:42.0,,B. Udrih misses 2-pt jump shot from 14 ft,88,81
345,4,7:41.0,Defensive rebound by T. Young,,88,81
346,4,7:23.0,Turnover by W. Ellington (bad pass; steal by G. Green),,88,81
347,4,7:11.0,,T. Johnson misses 2-pt layup from 1 ft (block by W. Reed),88,81
348,4,7:10.0,Defensive rebound by W. Reed,,88,81
349,4,7:09.0,Turnover by W. Reed (lost ball; steal by A. Stoudemire),,88,81
350,4,7:08.0,,A. Stoudemire misses 2-pt layup from 2 ft (block by W. Reed),88,81
351,4,7:07.0,Defensive rebound by J. Jack,,88,81
352,4,6:59.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by J. Jack),,91,81
353,4,6:59.0,,Miami full timeout,91,81
354,4,6:59.0,,D. Wade enters the game for C. Bosh,91,81
355,4,6:59.0,,H. Whiteside enters the game for T. Johnson,91,81
356,4,6:59.0,,L. Deng enters the game for A. Stoudemire,91,81
357,4,6:59.0,,G. Dragić enters the game for B. Udrih,91,81
358,4,6:51.0,,Personal foul by W. Ellington (drawn by D. Wade),91,81
359,4,6:33.0,,G. Dragić misses 2-pt jump shot from 21 ft,91,81
360,4,6:32.0,,Offensive rebound by H. Whiteside,91,81
361,4,6:32.0,,Shooting foul by W. Reed (drawn by H. Whiteside),91,81
362,4,6:32.0,,H. Whiteside makes free throw 1 of 2,91,82
363,4,6:32.0,,H. Whiteside misses free throw 2 of 2,91,82
364,4,6:31.0,Defensive rebound by B. Bogdanović,,91,82
365,4,6:14.0,W. Ellington makes 2-pt jump shot from 19 ft,,93,82
366,4,5:55.0,,H. Whiteside makes 2-pt layup from 1 ft (assist by D. Wade),93,84
367,4,5:55.0,,Shooting foul by W. Reed (drawn by H. Whiteside),93,84
368,4,5:55.0,B. Lopez enters the game for W. Reed,,93,84
369,4,5:55.0,J. Johnson enters the game for B. Bogdanović,,93,84
370,4,5:55.0,,H. Whiteside makes free throw 1 of 1,93,85
371,4,5:42.0,T. Young misses 2-pt jump shot from 4 ft (block by L. Deng),,93,85
372,4,5:42.0,Offensive rebound by Team,,93,85
373,4,5:33.0,J. Jack makes 2-pt jump shot from 8 ft,,95,85
374,4,5:19.0,,H. Whiteside makes 2-pt jump shot from 5 ft (assist by D. Wade),95,87
375,4,4:57.0,W. Ellington misses 3-pt jump shot from 26 ft,,95,87
376,4,4:56.0,,Defensive rebound by D. Wade,95,87
377,4,4:44.0,,L. Deng misses 2-pt jump shot from 20 ft,95,87
378,4,4:43.0,Defensive rebound by J. Johnson,,95,87
379,4,4:28.0,Shooting foul by G. Dragić (drawn by T. Young),,95,87
380,4,4:28.0,T. Young misses free throw 1 of 2,,95,87
381,4,4:28.0,Offensive rebound by Team,,95,87
382,4,4:28.0,T. Young makes free throw 2 of 2,,96,87
383,4,4:16.0,,G. Green misses 3-pt jump shot from 24 ft,96,87
384,4,4:15.0,,Offensive rebound by H. Whiteside,96,87
385,4,4:04.0,,D. Wade misses 2-pt jump shot from 18 ft,96,87
386,4,4:03.0,Defensive rebound by J. Jack,,96,87
387,4,3:45.0,Shooting foul by H. Whiteside (drawn by B. Lopez),,96,87
