,QUARTER,TIME_REMAINING,TORONTO_ACTION,LA LAKERS_ACTION,TORONTO_SCORE,LA LAKERS_SCORE
34,1,7:01.0,D. DeRozan makes 3-pt jump shot from 23 ft (assist by J. Valančiūnas),,11,11
35,1,6:46.0,,J. Clarkson makes 2-pt layup from 1 ft (assist by R. Hibbert),11,13
36,1,6:30.0,D. Carroll misses 3-pt jump shot from 24 ft,,11,13
37,1,6:29.0,,Defensive rebound by J. Clarkson,11,13
38,1,6:22.0,,K. Bryant makes 2-pt jump shot from 11 ft (assist by J. Clarkson),11,15
39,1,6:01.0,D. DeRozan misses 2-pt jump shot from 17 ft,,11,15
40,1,6:00.0,,Defensive rebound by D. Russell,11,15
41,1,5:43.0,,R. Hibbert misses 2-pt hook shot from 2 ft,11,15
42,1,5:41.0,Defensive rebound by D. Carroll,,11,15
43,1,5:26.0,L. Scola makes 2-pt hook shot from 5 ft,,13,15
44,1,5:26.0,,Violation by R. Hibbert (def goaltending),13,15
45,1,5:13.0,,K. Bryant misses 3-pt jump shot from 25 ft,13,15
46,1,5:13.0,Defensive rebound by Team,,13,15
47,1,4:54.0,J. Valančiūnas misses 2-pt layup from 2 ft (block by R. Hibbert),,13,15
48,1,4:52.0,,Defensive rebound by J. Randle,13,15
49,1,4:47.0,,J. Clarkson misses 3-pt jump shot from 25 ft,13,15
50,1,4:45.0,Defensive rebound by D. Carroll,,13,15
51,1,4:36.0,K. Lowry makes 3-pt jump shot from 24 ft (assist by D. Carroll),,16,15
52,1,4:15.0,,Shooting foul by D. Carroll (drawn by R. Hibbert),16,15
53,1,4:15.0,,R. Hibbert makes free throw 1 of 2,16,16
54,1,4:15.0,,M. World Peace enters the game for K. Bryant,16,16
55,1,4:15.0,,R. Hibbert makes free throw 2 of 2,16,17
56,1,3:53.0,D. Carroll misses 2-pt jump shot from 8 ft,,16,17
57,1,3:52.0,Offensive rebound by L. Scola,,16,17
58,1,3:52.0,L. Scola misses 2-pt jump shot from 6 ft,,16,17
59,1,3:49.0,,Defensive rebound by D. Russell,16,17
60,1,3:42.0,,Offensive foul by J. Randle (drawn by K. Lowry),16,17
61,1,3:42.0,,Turnover by J. Randle (offensive foul),16,17
62,1,3:21.0,D. DeRozan misses 2-pt jump shot from 13 ft,,16,17
63,1,3:21.0,,Defensive rebound by J. Randle,16,17
64,1,3:21.0,Loose ball foul by D. Carroll (drawn by J. Randle),,16,17
65,1,3:21.0,,L. Nance enters the game for J. Randle,16,17
66,1,3:21.0,T. Ross enters the game for D. Carroll,,16,17
67,1,3:21.0,P. Patterson enters the game for L. Scola,,16,17
68,1,3:09.0,,Turnover by R. Hibbert (3 sec),16,17
69,1,2:52.0,T. Ross makes 3-pt jump shot from 25 ft (assist by K. Lowry),,19,17
70,1,2:30.0,,J. Clarkson misses 2-pt layup from 2 ft,19,17
71,1,2:30.0,Defensive rebound by J. Valančiūnas,,19,17
72,1,2:22.0,T. Ross misses 3-pt jump shot from 23 ft,,19,17
73,1,2:21.0,,Defensive rebound by D. Russell,19,17
74,1,2:04.0,,Turnover by J. Clarkson (traveling),19,17
75,1,2:04.0,,LA Lakers full timeout,19,17
76,1,2:04.0,,N. Young enters the game for J. Clarkson,19,17
77,1,2:04.0,,L. Williams enters the game for D. Russell,19,17
78,1,2:04.0,C. Joseph enters the game for K. Lowry,,19,17
79,1,1:49.0,T. Ross makes 2-pt jump shot from 13 ft (assist by J. Valančiūnas),,21,17
80,1,1:31.0,,R. Hibbert makes 2-pt jump shot from 19 ft (assist by L. Williams),21,19
81,1,1:10.0,Personal foul by R. Hibbert (drawn by J. Valančiūnas),,21,19
82,1,1:10.0,,B. Bass enters the game for R. Hibbert,21,19
83,1,1:10.0,B. Biyombo enters the game for J. Valančiūnas,,21,19
84,1,1:02.0,D. DeRozan makes 2-pt jump shot at rim (assist by C. Joseph),,23,19
85,1,0:42.0,,L. Williams makes 2-pt jump shot at rim (assist by B. Bass),23,21
86,1,0:34.0,Personal foul by M. World Peace (drawn by C. Joseph),,23,21
87,1,0:34.0,C. Joseph makes free throw 1 of 2,,24,21
88,1,0:34.0,C. Joseph makes free throw 2 of 2,,25,21
89,1,0:16.0,,Turnover by B. Bass (traveling),25,21
90,1,0:04.0,C. Joseph makes 2-pt jump shot from 12 ft,,27,21
91,1,0:01.0,,M. World Peace misses 3-pt jump shot from 23 ft,27,21
92,1,0:00.0,,Offensive rebound by Team,27,21
93,2,11:44.0,T. Ross misses 2-pt jump shot from 10 ft,,27,21
94,2,11:42.0,,Defensive rebound by K. Bryant,27,21
95,2,11:31.0,,N. Young makes 3-pt jump shot from 24 ft (assist by L. Nance),27,24
96,2,11:24.0,Turnover by J. Johnson (lost ball; steal by N. Young),,27,24
97,2,11:10.0,,N. Young makes 3-pt jump shot from 22 ft (assist by L. Nance),27,27
98,2,10:48.0,C. Joseph misses 2-pt jump shot from 9 ft,,27,27
99,2,10:46.0,,Defensive rebound by L. Nance,27,27
100,2,10:28.0,,B. Bass makes 2-pt jump shot from 2 ft (assist by L. Williams),27,29
101,2,10:10.0,Turnover by J. Johnson (lost ball; steal by L. Williams),,27,29
102,2,10:04.0,,L. Williams misses 2-pt jump shot from 17 ft,27,29
103,2,10:00.0,Defensive rebound by P. Patterson,,27,29
104,2,9:51.0,T. Ross misses 2-pt jump shot from 8 ft,,27,29
105,2,9:49.0,,Defensive rebound by K. Bryant,27,29
106,2,9:35.0,,Def 3 sec tech foul by B. Biyombo,27,29
107,2,9:35.0,,L. Williams misses technical free throw,27,29
108,2,9:35.0,,Offensive rebound by Team,27,29
109,2,9:35.0,K. Lowry enters the game for T. Ross,,27,29
110,2,9:34.0,,Turnover by N. Young (lost ball),27,29
111,2,9:21.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by P. Patterson),,30,29
112,2,8:54.0,,K. Bryant misses 2-pt hook shot from 3 ft,30,29
113,2,8:50.0,Defensive rebound by J. Johnson,,30,29
114,2,8:48.0,P. Patterson makes 3-pt jump shot from 24 ft (assist by K. Lowry),,33,29
115,2,8:40.0,,Turnover by L. Williams (step out of bounds),33,29
116,2,8:40.0,Official timeout,,33,29
117,2,8:30.0,Shooting foul by N. Young (drawn by K. Lowry),,33,29
118,2,8:30.0,K. Lowry makes free throw 1 of 2,,34,29
119,2,8:30.0,K. Lowry makes free throw 2 of 2,,35,29
120,2,8:07.0,,L. Nance misses 2-pt jump shot from 4 ft,35,29
121,2,8:05.0,Defensive rebound by C. Joseph,,35,29
122,2,7:50.0,P. Patterson misses 3-pt jump shot from 24 ft,,35,29
123,2,7:49.0,,Defensive rebound by B. Bass,35,29
124,2,7:42.0,,Turnover by K. Bryant (bad pass; steal by K. Lowry),35,29
125,2,7:36.0,K. Lowry misses 2-pt layup from 2 ft (block by L. Williams),,35,29
126,2,7:35.0,,Defensive rebound by L. Nance,35,29
127,2,7:24.0,,K. Bryant misses 3-pt jump shot from 23 ft,35,29
128,2,7:23.0,,Offensive rebound by B. Bass,35,29
129,2,7:18.0,,N. Young makes 2-pt jump shot from 12 ft (assist by B. Bass),35,31
130,2,7:02.0,K. Lowry misses 3-pt jump shot from 24 ft,,35,31
131,2,7:00.0,Offensive rebound by P. Patterson,,35,31
132,2,6:57.0,P. Patterson makes 2-pt dunk at rim,,37,31
133,2,6:46.0,,J. Randle enters the game for L. Nance,37,31
134,2,6:46.0,D. Carroll enters the game for J. Johnson,,37,31
135,2,6:46.0,J. Valančiūnas enters the game for B. Biyombo,,37,31
136,2,6:46.0,,R. Hibbert enters the game for B. Bass,37,31
137,2,6:46.0,,D. Russell enters the game for L. Williams,37,31
138,2,6:46.0,,J. Clarkson enters the game for N. Young,37,31
139,2,6:41.0,,D. Russell misses 2-pt jump shot from 9 ft,37,31
140,2,6:38.0,,Offensive rebound by R. Hibbert,37,31
141,2,6:26.0,,D. Russell misses 3-pt jump shot from 24 ft,37,31
142,2,6:25.0,Defensive rebound by P. Patterson,,37,31
143,2,6:10.0,J. Valančiūnas makes 2-pt jump shot from 16 ft (assist by K. Lowry),,39,31
144,2,5:59.0,,LA Lakers full timeout,39,31
145,2,5:59.0,D. DeRozan enters the game for P. Patterson,,39,31
146,2,5:59.0,L. Scola enters the game for C. Joseph,,39,31
147,2,5:59.0,,M. World Peace enters the game for K. Bryant,39,31
148,2,5:50.0,,R. Hibbert makes 2-pt layup from 1 ft (assist by J. Clarkson),39,33
149,2,5:23.0,L. Scola makes 2-pt layup from 1 ft (assist by K. Lowry),,41,33
150,2,5:00.0,,J. Randle makes 2-pt jump shot from 8 ft,41,35
151,2,4:49.0,D. DeRozan misses 2-pt jump shot from 17 ft,,41,35
152,2,4:48.0,,Defensive rebound by J. Randle,41,35
153,2,4:39.0,,D. Russell misses 2-pt jump shot from 15 ft,41,35
154,2,4:38.0,,Offensive rebound by R. Hibbert,41,35
155,2,4:25.0,,J. Randle makes 2-pt hook shot from 7 ft,41,37
156,2,4:05.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by L. Scola),,44,37
157,2,3:39.0,,R. Hibbert makes 2-pt layup at rim,44,39
158,2,3:36.0,Turnover by J. Valančiūnas (bad pass; steal by J. Clarkson),,44,39
159,2,3:34.0,,J. Clarkson misses 2-pt layup at rim,44,39
160,2,3:34.0,Defensive rebound by K. Lowry,,44,39
161,2,3:34.0,Turnover by K. Lowry (traveling),,44,39
162,2,3:26.0,,J. Randle misses 2-pt jump shot from 18 ft,44,39
163,2,3:26.0,Defensive rebound by Team,,44,39
164,2,3:07.0,D. Carroll misses 3-pt jump shot from 24 ft,,44,39
165,2,3:06.0,,Defensive rebound by R. Hibbert,44,39
166,2,2:59.0,,D. Russell misses 3-pt jump shot from 24 ft,44,39
167,2,2:57.0,,Offensive rebound by R. Hibbert,44,39
168,2,2:52.0,,J. Clarkson makes 3-pt jump shot from 24 ft (assist by R. Hibbert),44,42
169,2,2:45.0,Toronto full timeout,,44,42
170,2,2:45.0,,K. Bryant enters the game for M. World Peace,44,42
171,2,2:32.0,Shooting foul by D. Russell (drawn by K. Lowry),,44,42
172,2,2:32.0,K. Lowry makes free throw 1 of 2,,45,42
173,2,2:32.0,K. Lowry makes free throw 2 of 2,,46,42
174,2,2:29.0,,Turnover by D. Russell (bad pass; steal by K. Lowry),46,42
175,2,2:22.0,D. Carroll makes 2-pt jump shot at rim (assist by K. Lowry),,48,42
176,2,2:05.0,,J. Clarkson makes 2-pt jump shot from 6 ft,48,44
177,2,1:47.0,D. DeRozan misses 3-pt jump shot from 24 ft,,48,44
178,2,1:46.0,Offensive rebound by D. Carroll,,48,44
179,2,1:43.0,D. Carroll misses 2-pt layup at rim (block by D. Russell),,48,44
180,2,1:42.0,,Defensive rebound by J. Randle,48,44
181,2,1:37.0,,D. Russell makes 2-pt layup at rim,48,46
182,2,1:11.0,L. Scola misses 2-pt jump shot from 11 ft,,48,46
183,2,1:11.0,,Defensive rebound by J. Clarkson,48,46
184,2,1:09.0,,Shooting block foul by K. Lowry (drawn by J. Randle),48,46
185,2,1:09.0,,J. Randle makes free throw 1 of 2,48,47
186,2,1:09.0,,J. Randle makes free throw 2 of 2,48,48
187,2,0:55.0,Shooting foul by K. Bryant (drawn by J. Valančiūnas),,48,48
188,2,0:55.0,Toronto full timeout,,48,48
189,2,0:55.0,J. Valančiūnas makes free throw 1 of 2,,49,48
190,2,0:55.0,C. Joseph enters the game for D. Carroll,,49,48
191,2,0:55.0,J. Valančiūnas misses free throw 2 of 2,,49,48
192,2,0:55.0,,Defensive rebound by J. Randle,49,48
193,2,0:41.0,,K. Bryant misses 3-pt jump shot from 24 ft,49,48
194,2,0:41.0,Defensive rebound by L. Scola,,49,48
195,2,0:39.0,Turnover by L. Scola (bad pass; steal by D. Russell),,49,48
196,2,0:39.0,,D. Russell makes 2-pt layup from 1 ft,49,50
197,2,0:32.0,J. Valančiūnas misses 2-pt jump shot from 1 ft,,49,50
198,2,0:31.0,,Defensive rebound by J. Randle,49,50
199,2,0:09.0,,D. Russell misses 2-pt jump shot from 15 ft,49,50
200,2,0:08.0,Defensive rebound by L. Scola,,49,50
201,2,0:00.0,K. Lowry misses 2-pt jump shot from 12 ft,,49,50
202,2,0:00.0,Offensive rebound by Team,,49,50
203,3,11:45.0,L. Scola makes 2-pt jump shot from 16 ft (assist by D. DeRozan),,51,50
204,3,11:27.0,,Shooting foul by L. Scola (drawn by J. Randle),51,50
205,3,11:27.0,,J. Randle makes free throw 1 of 2,51,51
206,3,11:27.0,,J. Randle makes free throw 2 of 2,51,52
207,3,11:15.0,L. Scola misses 2-pt jump shot from 18 ft,,51,52
208,3,11:14.0,Offensive rebound by D. Carroll,,51,52
209,3,11:02.0,L. Scola makes 3-pt jump shot from 22 ft (assist by D. Carroll),,54,52
210,3,10:42.0,Violation by B. Biyombo (def goaltending),,54,52
211,3,10:42.0,,J. Randle makes 2-pt jump shot from 3 ft,54,54
212,3,10:21.0,L. Scola makes 2-pt jump shot from 6 ft,,56,54
213,3,9:58.0,,K. Bryant makes 2-pt jump shot from 12 ft (assist by J. Clarkson),56,56
214,3,9:39.0,Personal foul by J. Clarkson (drawn by D. DeRozan),,56,56
215,3,9:32.0,Personal foul by J. Randle (drawn by L. Scola),,56,56
216,3,9:27.0,L. Scola misses 2-pt jump shot from 14 ft,,56,56
217,3,9:26.0,,Defensive rebound by R. Hibbert,56,56
218,3,9:14.0,,Turnover by K. Bryant (bad pass; steal by K. Lowry),56,56
219,3,9:07.0,Turnover by D. DeRozan (step out of bounds),,56,56
220,3,8:42.0,,D. Russell makes 3-pt jump shot from 23 ft (assist by R. Hibbert),56,59
221,3,8:19.0,K. Lowry misses 2-pt jump shot from 20 ft,,56,59
222,3,8:18.0,,Defensive rebound by J. Randle,56,59
223,3,8:13.0,,J. Randle makes 2-pt layup from 1 ft,56,61
224,3,7:48.0,Turnover by D. Carroll (lost ball; steal by R. Hibbert),,56,61
225,3,7:42.0,,J. Clarkson misses 2-pt layup at rim,56,61
226,3,7:39.0,Defensive rebound by B. Biyombo,,56,61
227,3,7:35.0,Toronto full timeout,,56,61
228,3,7:21.0,D. Carroll misses 2-pt jump shot from 3 ft,,56,61
229,3,7:21.0,Offensive rebound by B. Biyombo,,56,61
230,3,7:15.0,L. Scola misses 3-pt jump shot from 24 ft,,56,61
231,3,7:15.0,,Defensive rebound by R. Hibbert,56,61
232,3,6:52.0,,J. Randle makes 2-pt jump shot from 4 ft,56,63
233,3,6:31.0,Shooting foul by R. Hibbert (drawn by B. Biyombo),,56,63
234,3,6:31.0,B. Biyombo misses free throw 1 of 2,,56,63
235,3,6:31.0,Offensive rebound by Team,,56,63
236,3,6:31.0,P. Patterson enters the game for L. Scola,,56,63
237,3,6:31.0,B. Biyombo makes free throw 2 of 2,,57,63
238,3,6:11.0,,Personal foul by D. DeRozan (drawn by J. Clarkson),57,63
239,3,5:56.0,,K. Bryant misses 2-pt jump shot from 11 ft,57,63
240,3,5:56.0,Defensive rebound by B. Biyombo,,57,63
241,3,5:50.0,Shooting foul by J. Randle (drawn by D. DeRozan),,57,63
242,3,5:50.0,D. DeRozan makes free throw 1 of 2,,58,63
243,3,5:50.0,D. DeRozan makes free throw 2 of 2,,59,63
244,3,5:36.0,,Personal foul by K. Lowry (drawn by K. Bryant),59,63
245,3,5:28.0,,Turnover by D. Russell (bad pass; steal by D. Carroll),59,63
246,3,5:23.0,Shooting block foul by J. Randle (drawn by D. Carroll),,59,63
247,3,5:23.0,D. Carroll misses free throw 1 of 2,,59,63
248,3,5:23.0,Offensive rebound by Team,,59,63
249,3,5:23.0,,L. Nance enters the game for J. Randle,59,63
250,3,5:23.0,D. Carroll makes free throw 2 of 2,,60,63
251,3,5:09.0,,D. Russell makes 2-pt jump shot from 9 ft (assist by K. Bryant),60,65
252,3,4:53.0,K. Lowry misses 3-pt jump shot from 24 ft,,60,65
253,3,4:51.0,,Defensive rebound by D. Russell,60,65
254,3,4:32.0,,Turnover by R. Hibbert (bad pass; steal by D. DeRozan),60,65
255,3,4:32.0,Personal foul by K. Bryant (drawn by D. DeRozan),,60,65
256,3,4:32.0,D. DeRozan makes free throw 1 of 2,,61,65
257,3,4:32.0,,L. Williams enters the game for J. Clarkson,61,65
258,3,4:32.0,C. Joseph enters the game for D. Carroll,,61,65
259,3,4:32.0,D. DeRozan makes free throw 2 of 2,,62,65
260,3,4:11.0,,K. Bryant misses 2-pt layup from 2 ft (block by B. Biyombo),62,65
261,3,4:10.0,Defensive rebound by D. DeRozan,,62,65
262,3,3:55.0,C. Joseph misses 2-pt jump shot from 17 ft,,62,65
263,3,3:54.0,Offensive rebound by B. Biyombo,,62,65
264,3,3:50.0,B. Biyombo misses 2-pt jump shot from 8 ft,,62,65
265,3,3:50.0,,Defensive rebound by R. Hibbert,62,65
266,3,3:35.0,,L. Nance misses 2-pt jump shot from 9 ft,62,65
267,3,3:34.0,Defensive rebound by K. Lowry,,62,65
268,3,3:19.0,K. Lowry makes 3-pt jump shot from 24 ft,,65,65
269,3,3:02.0,,Personal foul by P. Patterson (drawn by R. Hibbert),65,65
270,3,3:02.0,,M. World Peace enters the game for K. Bryant,65,65
271,3,3:02.0,,N. Young enters the game for D. Russell,65,65
272,3,3:02.0,,B. Bass enters the game for R. Hibbert,65,65
273,3,2:53.0,,L. Williams misses 3-pt jump shot from 23 ft,65,65
274,3,2:52.0,Defensive rebound by P. Patterson,,65,65
275,3,2:47.0,K. Lowry misses 3-pt jump shot from 25 ft,,65,65
276,3,2:45.0,,Defensive rebound by B. Bass,65,65
277,3,2:41.0,,Shooting foul by B. Biyombo (drawn by L. Williams),65,65
278,3,2:41.0,,LA Lakers full timeout,65,65
279,3,2:41.0,T. Ross enters the game for D. DeRozan,,65,65
280,3,2:41.0,J. Johnson enters the game for B. Biyombo,,65,65
281,3,2:41.0,,L. Williams misses free throw 1 of 2,65,65
282,3,2:41.0,,Offensive rebound by Team,65,65
283,3,2:41.0,,L. Williams makes free throw 2 of 2,65,66
284,3,2:23.0,Shooting block foul by L. Nance (drawn by C. Joseph),,65,66
285,3,2:23.0,C. Joseph misses free throw 1 of 2,,65,66
286,3,2:23.0,Offensive rebound by Team,,65,66
287,3,2:23.0,C. Joseph makes free throw 2 of 2,,66,66
288,3,2:07.0,,N. Young misses 2-pt jump shot from 10 ft,66,66
289,3,2:06.0,Defensive rebound by T. Ross,,66,66
290,3,1:48.0,K. Lowry makes 3-pt jump shot from 24 ft (assist by C. Joseph),,69,66
291,3,1:29.0,,B. Bass misses 2-pt jump shot from 14 ft,69,66
292,3,1:29.0,,Offensive rebound by M. World Peace,69,66
293,3,1:29.0,Loose ball foul by T. Ross (drawn by M. World Peace),,69,66
294,3,1:29.0,,M. World Peace misses free throw 1 of 2,69,66
295,3,1:29.0,,Offensive rebound by Team,69,66
296,3,1:29.0,,M. World Peace makes free throw 2 of 2,69,67
297,3,1:12.0,J. Johnson makes 2-pt jump shot at rim (assist by C. Joseph),,71,67
298,3,1:00.0,,Shooting foul by T. Ross (drawn by B. Bass),71,67
299,3,1:00.0,,B. Bass misses free throw 1 of 2,71,67
300,3,1:00.0,,Offensive rebound by Team,71,67
301,3,1:00.0,,B. Bass makes free throw 2 of 2,71,68
302,3,0:44.0,T. Ross makes 3-pt jump shot from 23 ft (assist by C. Joseph),,74,68
303,3,0:32.0,,L. Williams misses 3-pt jump shot from 25 ft,74,68
304,3,0:31.0,Defensive rebound by P. Patterson,,74,68
305,3,0:10.0,K. Lowry misses 2-pt jump shot from 3 ft,,74,68
306,3,0:09.0,Offensive rebound by P. Patterson,,74,68
307,3,0:09.0,P. Patterson makes 2-pt dunk at rim,,76,68
308,3,0:01.0,,N. Young misses 2-pt layup from 2 ft,76,68
309,3,0:00.0,,Offensive rebound by B. Bass,76,68
310,4,11:43.0,,B. Bass makes 2-pt dunk at rim (assist by L. Williams),76,70
311,4,11:22.0,D. Carroll makes 3-pt jump shot from 25 ft (assist by C. Joseph),,79,70
312,4,11:10.0,,L. Williams makes 3-pt jump shot from 24 ft (assist by K. Bryant),79,73
313,4,10:51.0,J. Johnson makes 3-pt jump shot from 22 ft (assist by P. Patterson),,82,73
314,4,10:32.0,,N. Young misses 3-pt jump shot from 24 ft,82,73
315,4,10:31.0,Defensive rebound by J. Johnson,,82,73
316,4,10:16.0,C. Joseph makes 2-pt layup at rim,,84,73
317,4,10:16.0,,LA Lakers full timeout,84,73
318,4,9:53.0,,K. Bryant makes 2-pt jump shot from 14 ft,84,75
319,4,9:30.0,C. Joseph makes 2-pt jump shot from 11 ft,,86,75
320,4,9:08.0,,Turnover by L. Williams (bad pass; steal by P. Patterson),86,75
321,4,8:46.0,P. Patterson misses 3-pt jump shot from 25 ft,,86,75
322,4,8:46.0,Offensive rebound by J. Johnson,,86,75
323,4,8:32.0,Turnover by C. Joseph (bad pass; steal by L. Williams),,86,75
324,4,8:26.0,,L. Williams misses 2-pt layup from 2 ft (block by J. Johnson),86,75
325,4,8:25.0,Defensive rebound by D. Carroll,,86,75
326,4,8:19.0,P. Patterson misses 3-pt jump shot from 23 ft,,86,75
327,4,8:16.0,Offensive rebound by D. Carroll,,86,75
328,4,8:12.0,D. Carroll makes 2-pt layup at rim,,88,75
329,4,8:04.0,,Turnover by K. Bryant (bad pass; steal by D. Carroll),88,75
330,4,7:58.0,D. Carroll makes 3-pt jump shot from 24 ft (assist by P. Patterson),,91,75
331,4,7:56.0,,LA Lakers full timeout,91,75
332,4,7:56.0,,D. Russell enters the game for L. Nance,91,75
333,4,7:56.0,,J. Clarkson enters the game for L. Williams,91,75
334,4,7:56.0,,J. Randle enters the game for N. Young,91,75
335,4,7:40.0,,Shooting foul by J. Johnson (drawn by B. Bass),91,75
336,4,7:40.0,,B. Bass makes free throw 1 of 2,91,76
337,4,7:40.0,,B. Bass makes free throw 2 of 2,91,77
338,4,7:21.0,C. Joseph misses 3-pt jump shot from 24 ft,,91,77
339,4,7:21.0,,Defensive rebound by K. Bryant,91,77
340,4,7:14.0,,K. Bryant misses 3-pt jump shot from 24 ft,91,77
341,4,7:13.0,Defensive rebound by D. Carroll,,91,77
342,4,6:48.0,C. Joseph misses 3-pt jump shot from 28 ft,,91,77
343,4,6:45.0,,Defensive rebound by J. Clarkson,91,77
344,4,6:40.0,,J. Randle makes 2-pt dunk at rim,91,79
345,4,6:25.0,Shooting foul by D. Russell (drawn by C. Joseph),,91,79
346,4,6:25.0,C. Joseph makes free throw 1 of 2,,92,79
347,4,6:25.0,,M. World Peace enters the game for B. Bass,92,79
348,4,6:25.0,D. DeRozan enters the game for T. Ross,,92,79
349,4,6:25.0,C. Joseph makes free throw 2 of 2,,93,79
350,4,6:17.0,,D. Russell makes 3-pt jump shot from 25 ft (assist by K. Bryant),93,82
351,4,5:48.0,C. Joseph misses 2-pt jump shot from 10 ft,,93,82
352,4,5:45.0,,Defensive rebound by J. Randle,93,82
353,4,5:26.0,,D. Russell misses 3-pt jump shot from 23 ft,93,82
354,4,5:25.0,Defensive rebound by J. Johnson,,93,82
355,4,5:02.0,P. Patterson misses 3-pt jump shot from 25 ft,,93,82
356,4,5:02.0,,Defensive rebound by J. Randle,93,82
357,4,4:42.0,,K. Bryant makes 2-pt jump shot from 7 ft,93,84
358,4,4:42.0,Toronto full timeout,,93,84
359,4,4:42.0,K. Lowry enters the game for C. Joseph,,93,84
360,4,4:42.0,L. Scola enters the game for J. Johnson,,93,84
361,4,4:26.0,D. DeRozan misses 2-pt jump shot from 3 ft (block by J. Randle),,93,84
362,4,4:25.0,Offensive rebound by D. DeRozan,,93,84
363,4,4:21.0,D. Carroll misses 3-pt jump shot from 23 ft,,93,84
364,4,4:19.0,Offensive rebound by P. Patterson,,93,84
365,4,4:16.0,Offensive foul by L. Scola (drawn by M. World Peace),,93,84
366,4,4:16.0,Turnover by L. Scola (offensive foul),,93,84
367,4,4:05.0,,M. World Peace misses 3-pt jump shot from 24 ft,93,84
368,4,4:05.0,,Offensive rebound by Team,93,84
369,4,4:05.0,Loose ball foul by P. Patterson (drawn by J. Randle),,93,84
370,4,3:58.0,,J. Clarkson misses 3-pt jump shot from 23 ft,93,84
371,4,3:57.0,,Offensive rebound by J. Randle,93,84
372,4,3:49.0,,M. World Peace makes 3-pt jump shot from 23 ft (assist by J. Randle),93,87
373,4,3:34.0,Shooting foul by J. Randle (drawn by D. DeRozan),,93,87
374,4,3:34.0,D. DeRozan makes free throw 1 of 2,,94,87
375,4,3:34.0,D. DeRozan makes free throw 2 of 2,,95,87
376,4,3:24.0,,D. Russell misses 2-pt layup from 2 ft,95,87
377,4,3:24.0,Defensive rebound by D. DeRozan,,95,87
378,4,3:05.0,D. DeRozan misses 2-pt jump shot from 1 ft,,95,87
379,4,3:04.0,Offensive rebound by D. DeRozan,,95,87
380,4,3:00.0,D. DeRozan makes 2-pt jump shot at rim,,97,87
381,4,2:47.0,,M. World Peace misses 3-pt jump shot from 24 ft,97,87
382,4,2:46.0,Defensive rebound by K. Lowry,,97,87
383,4,2:24.0,Turnover by Team (shot clock),,97,87
384,4,2:12.0,,J. Clarkson makes 2-pt layup at rim,97,89
385,4,1:53.0,Turnover by D. DeRozan (lost ball; steal by K. Bryant),,97,89
