,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,CHICAGO_ACTION,MEMPHIS_SCORE,CHICAGO_SCORE
55,1,4:16.0,,T. Snell makes 2-pt jump shot from 20 ft (assist by D. Rose),16,16
56,1,4:04.0,,Violation by D. Rose (kicked ball),16,16
57,1,4:04.0,,D. McDermott enters the game for T. Snell,16,16
58,1,4:04.0,M. Chalmers enters the game for M. Conley,,16,16
59,1,3:55.0,C. Lee makes 2-pt layup from 1 ft (assist by M. Chalmers),,18,16
60,1,3:39.0,,D. Rose makes 2-pt layup from 2 ft,18,18
61,1,3:22.0,J. Green misses 2-pt jump shot from 14 ft (block by D. McDermott),,18,18
62,1,3:20.0,,Defensive rebound by P. Gasol,18,18
63,1,3:17.0,,J. Butler makes 2-pt layup from 1 ft (assist by D. Rose),18,20
64,1,3:05.0,,K. Hinrich enters the game for D. Rose,18,20
65,1,2:51.0,M. Chalmers misses 3-pt jump shot from 24 ft (block by J. Butler),,18,20
66,1,2:51.0,Offensive rebound by Team,,18,20
67,1,2:51.0,Turnover by Team (shot clock),,18,20
68,1,2:51.0,Memphis full timeout,,18,20
69,1,2:43.0,,Shooting foul by M. Chalmers (drawn by J. Noah),18,20
70,1,2:43.0,,J. Noah misses free throw 1 of 2,18,20
71,1,2:43.0,,Offensive rebound by Team,18,20
72,1,2:43.0,,J. Noah misses free throw 2 of 2,18,20
73,1,2:41.0,Defensive rebound by M. Gasol,,18,20
74,1,2:27.0,J. Green misses 2-pt layup from 2 ft (block by P. Gasol),,18,20
75,1,2:25.0,,Defensive rebound by J. Noah,18,20
76,1,2:16.0,,J. Butler makes 2-pt jump shot from 6 ft,18,22
77,1,2:16.0,,Shooting foul by M. Gasol (drawn by J. Butler),18,22
78,1,2:16.0,,J. Butler makes free throw 1 of 1,18,23
79,1,2:05.0,Turnover by Z. Randolph (bad pass),,18,23
80,1,1:44.0,,Turnover by K. Hinrich (bad pass; steal by C. Lee),18,23
81,1,1:41.0,M. Chalmers makes 2-pt layup from 2 ft (assist by C. Lee),,20,23
82,1,1:41.0,Shooting foul by D. McDermott (drawn by M. Chalmers),,20,23
83,1,1:41.0,M. Barnes enters the game for M. Gasol,,20,23
84,1,1:41.0,,N. Mirotić enters the game for P. Gasol,20,23
85,1,1:41.0,J. Green enters the game for J. Green,,20,23
86,1,1:41.0,M. Chalmers makes free throw 1 of 1,,21,23
87,1,1:29.0,,K. Hinrich makes 3-pt jump shot from 24 ft,21,26
88,1,1:06.0,Z. Randolph makes 2-pt hook shot from 7 ft,,23,26
89,1,0:51.0,,D. McDermott misses 3-pt jump shot from 24 ft,23,26
90,1,0:50.0,Defensive rebound by Z. Randolph,,23,26
91,1,0:45.0,C. Lee makes 3-pt jump shot from 24 ft (assist by M. Chalmers),,26,26
92,1,0:33.0,,J. Noah makes 2-pt layup from 1 ft (assist by K. Hinrich),26,28
93,1,0:16.0,Z. Randolph misses 2-pt jump shot from 21 ft,,26,28
94,1,0:15.0,,Defensive rebound by K. Hinrich,26,28
95,1,0:04.0,,K. Hinrich makes 2-pt layup from 2 ft,26,30
96,2,11:45.0,Shooting foul by J. Noah (drawn by Z. Randolph),,26,30
97,2,11:45.0,Z. Randolph makes free throw 1 of 2,,27,30
98,2,11:45.0,Z. Randolph makes free throw 2 of 2,,28,30
99,2,11:33.0,,N. Mirotić misses 3-pt jump shot from 24 ft,28,30
100,2,11:32.0,Defensive rebound by J. Ennis,,28,30
101,2,11:26.0,M. Chalmers makes 2-pt layup from 1 ft,,30,30
102,2,11:12.0,,Turnover by A. Brooks (lost ball),30,30
103,2,11:05.0,Personal foul by A. Brooks (drawn by M. Chalmers),,30,30
104,2,10:55.0,M. Chalmers misses 2-pt layup from 2 ft,,30,30
105,2,10:54.0,,Defensive rebound by J. Noah,30,30
106,2,10:47.0,,A. Brooks misses 2-pt jump shot from 11 ft,30,30
107,2,10:46.0,Defensive rebound by Z. Randolph,,30,30
108,2,10:35.0,M. Barnes misses 3-pt jump shot from 25 ft,,30,30
109,2,10:34.0,Offensive rebound by J. Green,,30,30
110,2,10:34.0,Shooting foul by K. Hinrich (drawn by J. Green),,30,30
111,2,10:34.0,J. Green misses free throw 1 of 2,,30,30
112,2,10:34.0,Offensive rebound by Team,,30,30
113,2,10:34.0,J. Green misses free throw 2 of 2,,30,30
114,2,10:32.0,,Defensive rebound by N. Mirotić,30,30
115,2,10:17.0,,D. McDermott misses 3-pt jump shot from 24 ft,30,30
116,2,10:15.0,,Offensive rebound by J. Noah,30,30
117,2,10:14.0,,J. Noah misses 2-pt jump shot from 10 ft,30,30
118,2,10:13.0,,Offensive rebound by Team,30,30
119,2,10:09.0,,Personal foul by J. Green (drawn by N. Mirotić),30,30
120,2,10:06.0,,D. McDermott makes 2-pt jump shot from 4 ft (assist by N. Mirotić),30,32
121,2,10:06.0,,Shooting foul by M. Barnes (drawn by D. McDermott),30,32
122,2,10:06.0,,D. McDermott makes free throw 1 of 1,30,33
123,2,9:50.0,Shooting foul by J. Noah (drawn by J. Green),,30,33
124,2,9:50.0,J. Green misses free throw 1 of 2,,30,33
125,2,9:50.0,Offensive rebound by Team,,30,33
126,2,9:50.0,J. Green makes free throw 2 of 2,,31,33
127,2,9:38.0,,N. Mirotić makes 3-pt jump shot from 24 ft (assist by J. Noah),31,36
128,2,9:12.0,Z. Randolph misses 2-pt jump shot from 13 ft,,31,36
129,2,9:11.0,Offensive rebound by J. Ennis,,31,36
130,2,9:09.0,J. Ennis misses 2-pt layup from 2 ft,,31,36
131,2,9:07.0,,Defensive rebound by Team,31,36
132,2,8:50.0,,Shooting foul by M. Barnes (drawn by J. Noah),31,36
133,2,8:50.0,,Chicago full timeout,31,36
134,2,8:50.0,,D. Rose enters the game for K. Hinrich,31,36
135,2,8:50.0,M. Conley enters the game for J. Ennis,,31,36
136,2,8:50.0,,J. Noah misses free throw 1 of 2,31,36
137,2,8:50.0,,Offensive rebound by Team,31,36
138,2,8:50.0,,J. Noah makes free throw 2 of 2,31,37
139,2,8:37.0,Turnover by J. Green (traveling),,31,37
140,2,8:22.0,,Turnover by D. Rose (lost ball; steal by J. Green),31,37
141,2,8:13.0,Def 3 sec tech foul by J. Noah,,31,37
142,2,8:13.0,M. Chalmers misses technical free throw,,31,37
143,2,8:13.0,Offensive rebound by Team,,31,37
144,2,8:01.0,J. Green makes 2-pt dunk at rim (assist by Z. Randolph),,33,37
145,2,7:41.0,,Turnover by A. Brooks (bad pass),33,37
146,2,7:32.0,M. Conley misses 3-pt jump shot from 25 ft,,33,37
147,2,7:31.0,,Defensive rebound by D. Rose,33,37
148,2,7:25.0,,A. Brooks makes 3-pt jump shot from 25 ft (assist by D. Rose),33,40
149,2,7:11.0,J. Green makes 2-pt jump shot from 20 ft (assist by M. Chalmers),,35,40
150,2,6:57.0,,D. McDermott makes 3-pt jump shot from 24 ft (assist by J. Noah),35,43
151,2,6:36.0,M. Barnes makes 2-pt layup from 2 ft (assist by Z. Randolph),,37,43
152,2,6:35.0,,Technical foul by N. Mirotić,37,43
153,2,6:35.0,Technical foul by J. Green,,37,43
154,2,6:35.0,M. Gasol enters the game for J. Green,,37,43
155,2,6:35.0,,J. Butler enters the game for D. McDermott,37,43
156,2,6:25.0,,A. Brooks misses 2-pt layup from 1 ft,37,43
157,2,6:24.0,,Offensive rebound by J. Noah,37,43
158,2,6:18.0,,D. Rose misses 3-pt jump shot from 24 ft,37,43
159,2,6:17.0,Defensive rebound by M. Chalmers,,37,43
160,2,5:59.0,M. Gasol misses 2-pt jump shot from 6 ft,,37,43
161,2,5:58.0,,Defensive rebound by J. Butler,37,43
162,2,5:50.0,,J. Butler makes 3-pt jump shot from 25 ft,37,46
163,2,5:39.0,Memphis full timeout,,37,46
164,2,5:39.0,,P. Gasol enters the game for N. Mirotić,37,46
165,2,5:31.0,M. Conley misses 3-pt jump shot from 23 ft,,37,46
166,2,5:30.0,,Defensive rebound by A. Brooks,37,46
167,2,5:17.0,,J. Butler misses 2-pt jump shot from 17 ft,37,46
168,2,5:16.0,Defensive rebound by M. Conley,,37,46
169,2,5:10.0,Shooting foul by A. Brooks (drawn by M. Chalmers),,37,46
170,2,5:10.0,M. Chalmers makes free throw 1 of 2,,38,46
171,2,5:10.0,J. Green enters the game for Z. Randolph,,38,46
172,2,5:10.0,C. Lee enters the game for M. Barnes,,38,46
173,2,5:10.0,M. Chalmers makes free throw 2 of 2,,39,46
174,2,4:57.0,,Turnover by D. Rose (bad pass; steal by M. Conley),39,46
175,2,4:42.0,M. Gasol makes 2-pt jump shot from 18 ft (assist by M. Conley),,41,46
176,2,4:25.0,,J. Noah misses 2-pt layup from 2 ft (block by M. Chalmers),41,46
177,2,4:22.0,Defensive rebound by C. Lee,,41,46
178,2,4:16.0,M. Chalmers misses 2-pt jump shot from 8 ft (block by A. Brooks),,41,46
179,2,4:16.0,Offensive rebound by Team,,41,46
180,2,4:16.0,,T. Gibson enters the game for J. Noah,41,46
181,2,4:07.0,J. Green makes 3-pt jump shot from 24 ft (assist by C. Lee),,44,46
182,2,3:57.0,,Turnover by D. Rose (bad pass),44,46
183,2,3:50.0,Personal foul by A. Brooks (drawn by M. Chalmers),,44,46
184,2,3:50.0,M. Chalmers makes free throw 1 of 2,,45,46
185,2,3:50.0,,T. Snell enters the game for A. Brooks,45,46
186,2,3:50.0,M. Chalmers misses free throw 2 of 2,,45,46
187,2,3:48.0,,Defensive rebound by P. Gasol,45,46
188,2,3:36.0,,J. Butler misses 2-pt layup from 3 ft (block by M. Conley),45,46
189,2,3:36.0,,Offensive rebound by Team,45,46
190,2,3:27.0,,J. Butler misses 2-pt jump shot from 22 ft,45,46
191,2,3:26.0,Defensive rebound by J. Green,,45,46
192,2,3:11.0,M. Conley makes 2-pt layup from 2 ft (assist by M. Gasol),,47,46
193,2,3:10.0,,Chicago full timeout,47,46
194,2,2:53.0,,P. Gasol misses 2-pt jump shot from 6 ft,47,46
195,2,2:52.0,Defensive rebound by M. Chalmers,,47,46
196,2,2:39.0,C. Lee misses 2-pt jump shot from 19 ft,,47,46
197,2,2:38.0,,Defensive rebound by T. Snell,47,46
198,2,2:28.0,,D. Rose misses 2-pt layup from 2 ft,47,46
199,2,2:27.0,,Offensive rebound by T. Gibson,47,46
200,2,2:22.0,,J. Butler misses 3-pt jump shot from 25 ft,47,46
201,2,2:21.0,Defensive rebound by M. Gasol,,47,46
202,2,2:14.0,J. Green makes 2-pt layup from 2 ft,,49,46
203,2,2:07.0,,Personal foul by M. Conley (drawn by J. Butler),49,46
204,2,1:54.0,,Turnover by J. Butler (bad pass; steal by C. Lee),49,46
205,2,1:41.0,J. Green misses 3-pt jump shot from 24 ft,,49,46
206,2,1:40.0,,Defensive rebound by T. Gibson,49,46
207,2,1:32.0,,D. Rose misses 2-pt layup from 3 ft,49,46
208,2,1:31.0,Defensive rebound by M. Conley,,49,46
209,2,1:08.0,M. Gasol misses 2-pt jump shot from 14 ft,,49,46
210,2,1:07.0,,Defensive rebound by P. Gasol,49,46
211,2,0:57.0,,J. Butler makes 2-pt layup from 3 ft,49,48
212,2,0:51.0,C. Lee makes 2-pt layup from 2 ft (assist by M. Chalmers),,51,48
213,2,0:42.0,,T. Snell misses 3-pt jump shot from 23 ft,51,48
214,2,0:41.0,,Offensive rebound by T. Gibson,51,48
215,2,0:41.0,,Shooting foul by J. Green (drawn by T. Gibson),51,48
216,2,0:41.0,,T. Gibson makes free throw 1 of 2,51,49
217,2,0:41.0,Z. Randolph enters the game for M. Chalmers,,51,49
218,2,0:41.0,,T. Gibson makes free throw 2 of 2,51,50
219,2,0:34.0,M. Conley misses 3-pt jump shot from 24 ft,,51,50
220,2,0:33.0,Offensive rebound by M. Conley,,51,50
221,2,0:15.0,J. Green makes 2-pt layup from 2 ft (assist by M. Gasol),,53,50
222,2,0:00.0,,J. Butler misses 3-pt jump shot from 25 ft,53,50
223,2,0:00.0,,Offensive rebound by Team,53,50
224,3,11:47.0,J. Green misses 2-pt jump shot from 18 ft,,53,50
225,3,11:46.0,,Defensive rebound by T. Snell,53,50
226,3,11:42.0,,T. Snell misses 2-pt layup from 2 ft (block by J. Green),53,50
227,3,11:41.0,Defensive rebound by M. Conley,,53,50
228,3,11:33.0,Turnover by M. Conley (step out of bounds),,53,50
229,3,11:12.0,,D. Rose misses 2-pt layup from 1 ft,53,50
230,3,11:11.0,Defensive rebound by M. Gasol,,53,50
231,3,10:53.0,M. Conley misses 3-pt jump shot from 24 ft,,53,50
232,3,10:52.0,,Defensive rebound by J. Butler,53,50
233,3,10:42.0,,T. Gibson makes 2-pt layup from 2 ft (assist by J. Butler),53,52
234,3,10:24.0,C. Lee makes 3-pt jump shot from 23 ft (assist by M. Gasol),,56,52
235,3,10:13.0,,Personal foul by M. Barnes (drawn by J. Butler),56,52
236,3,10:07.0,,J. Butler misses 3-pt jump shot from 24 ft,56,52
237,3,10:06.0,Defensive rebound by C. Lee,,56,52
238,3,9:48.0,M. Gasol misses 2-pt jump shot from 19 ft,,56,52
239,3,9:47.0,,Defensive rebound by T. Snell,56,52
240,3,9:35.0,,D. Rose misses 3-pt jump shot from 25 ft,56,52
241,3,9:33.0,,Offensive rebound by J. Butler,56,52
242,3,9:29.0,,P. Gasol makes 2-pt jump shot from 20 ft (assist by J. Butler),56,54
243,3,9:08.0,M. Gasol misses 2-pt layup from 2 ft (block by P. Gasol),,56,54
244,3,9:08.0,Offensive rebound by Team,,56,54
245,3,9:05.0,M. Conley misses 2-pt jump shot from 11 ft,,56,54
246,3,9:03.0,,Defensive rebound by T. Snell,56,54
247,3,8:44.0,,T. Gibson misses 2-pt jump shot from 5 ft (block by M. Barnes),56,54
248,3,8:43.0,,Offensive rebound by T. Gibson,56,54
249,3,8:40.0,,T. Gibson makes 2-pt jump shot from 4 ft,56,56
250,3,8:22.0,Turnover by M. Barnes (bad pass; steal by T. Gibson),,56,56
251,3,8:18.0,,J. Butler makes 2-pt layup from 2 ft,56,58
252,3,8:16.0,Memphis full timeout,,56,58
253,3,7:59.0,M. Barnes misses 3-pt jump shot from 25 ft,,56,58
254,3,7:57.0,,Defensive rebound by D. Rose,56,58
255,3,7:39.0,,P. Gasol misses 3-pt jump shot from 23 ft,56,58
256,3,7:39.0,,Offensive rebound by Team,56,58
257,3,7:39.0,Z. Randolph enters the game for M. Barnes,,56,58
258,3,7:25.0,,D. Rose makes 2-pt jump shot from 6 ft (assist by J. Butler),56,60
259,3,6:59.0,Turnover by Team (shot clock),,56,60
260,3,6:47.0,,P. Gasol makes 2-pt layup from 1 ft (assist by D. Rose),56,62
261,3,6:47.0,,Shooting foul by C. Lee (drawn by P. Gasol),56,62
262,3,6:47.0,,P. Gasol makes free throw 1 of 1,56,63
263,3,6:22.0,C. Lee misses 2-pt jump shot from 11 ft,,56,63
264,3,6:22.0,Offensive rebound by Team,,56,63
265,3,6:12.0,M. Conley makes 2-pt jump shot from 9 ft (assist by Z. Randolph),,58,63
266,3,5:59.0,,D. Rose makes 2-pt layup at rim,58,65
267,3,5:47.0,Turnover by M. Gasol (bad pass; steal by D. Rose),,58,65
268,3,5:42.0,,D. Rose makes 2-pt layup from 1 ft,58,67
269,3,5:24.0,Z. Randolph makes 2-pt layup from 1 ft (assist by C. Lee),,60,67
270,3,5:11.0,,D. Rose misses 3-pt jump shot from 25 ft,60,67
271,3,5:10.0,Defensive rebound by Z. Randolph,,60,67
272,3,5:01.0,J. Green misses 2-pt layup from 2 ft,,60,67
273,3,5:00.0,,Defensive rebound by T. Gibson,60,67
274,3,4:52.0,,T. Gibson misses 2-pt layup at rim,60,67
275,3,4:51.0,Defensive rebound by M. Conley,,60,67
276,3,4:37.0,Z. Randolph misses 2-pt jump shot from 17 ft,,60,67
277,3,4:36.0,,Defensive rebound by J. Butler,60,67
278,3,4:28.0,,J. Butler misses 2-pt hook shot from 5 ft,60,67
279,3,4:27.0,Defensive rebound by Z. Randolph,,60,67
280,3,4:12.0,Turnover by M. Gasol (lost ball; steal by J. Butler),,60,67
281,3,4:08.0,,J. Butler makes 2-pt layup from 1 ft,60,69
282,3,4:07.0,Memphis full timeout,,60,69
283,3,4:07.0,,J. Noah enters the game for T. Gibson,60,69
284,3,4:07.0,M. Chalmers enters the game for M. Gasol,,60,69
285,3,4:07.0,J. Green enters the game for M. Conley,,60,69
286,3,3:55.0,Turnover by J. Green (traveling),,60,69
287,3,3:40.0,,J. Butler misses 2-pt layup from 2 ft,60,69
288,3,3:39.0,Defensive rebound by M. Chalmers,,60,69
289,3,3:29.0,Turnover by M. Chalmers (bad pass),,60,69
290,3,3:29.0,,N. Mirotić enters the game for P. Gasol,60,69
291,3,3:16.0,,D. Rose misses 2-pt jump shot from 21 ft,60,69
292,3,3:15.0,Defensive rebound by Z. Randolph,,60,69
293,3,2:54.0,J. Green makes 2-pt layup from 4 ft (assist by Z. Randolph),,62,69
294,3,2:31.0,,T. Snell misses 2-pt jump shot from 7 ft,62,69
295,3,2:30.0,Defensive rebound by Z. Randolph,,62,69
296,3,2:13.0,J. Green misses 2-pt jump shot from 17 ft,,62,69
297,3,2:12.0,,Defensive rebound by N. Mirotić,62,69
298,3,2:06.0,,D. Rose misses 2-pt layup from 2 ft,62,69
299,3,2:05.0,Defensive rebound by Z. Randolph,,62,69
300,3,1:54.0,Turnover by M. Chalmers (bad pass; steal by N. Mirotić),,62,69
301,3,1:39.0,,J. Butler makes 2-pt dunk at rim (assist by J. Noah),62,71
302,3,1:38.0,Memphis full timeout,,62,71
303,3,1:38.0,J. Ennis enters the game for J. Green,,62,71
304,3,1:38.0,,A. Brooks enters the game for T. Snell,62,71
305,3,1:38.0,,D. McDermott enters the game for D. Rose,62,71
306,3,1:23.0,Shooting foul by N. Mirotić (drawn by J. Green),,62,71
307,3,1:23.0,J. Green makes free throw 1 of 2,,63,71
308,3,1:23.0,J. Green makes free throw 2 of 2,,64,71
309,3,1:10.0,,J. Butler misses 2-pt jump shot from 15 ft,64,71
310,3,1:09.0,Defensive rebound by J. Green,,64,71
311,3,0:59.0,Z. Randolph misses 2-pt jump shot from 8 ft (block by J. Noah),,64,71
312,3,0:56.0,,Defensive rebound by J. Noah,64,71
313,3,0:56.0,,Turnover by J. Noah (bad pass),64,71
314,3,0:43.0,J. Green makes 2-pt jump shot from 13 ft (assist by C. Lee),,66,71
315,3,0:33.0,,J. Noah misses 2-pt layup from 3 ft,66,71
316,3,0:32.0,Defensive rebound by Z. Randolph,,66,71
317,3,0:23.0,Turnover by J. Ennis (bad pass),,66,71
318,3,0:02.0,,D. McDermott makes 3-pt jump shot from 26 ft (assist by A. Brooks),66,74
319,3,0:00.0,J. Green misses 3-pt jump shot from 51 ft,,66,74
320,3,0:00.0,Offensive rebound by Team,,66,74
321,4,11:49.0,,Turnover by D. McDermott (traveling),66,74
322,4,11:25.0,J. Green misses 2-pt jump shot from 22 ft,,66,74
323,4,11:25.0,Offensive rebound by Team,,66,74
324,4,11:25.0,Turnover by Team (shot clock),,66,74
325,4,11:17.0,,Turnover by J. Noah (bad pass),66,74
326,4,11:08.0,Personal foul by K. Hinrich (drawn by M. Chalmers),,66,74
327,4,10:55.0,Turnover by C. Lee (lost ball; steal by N. Mirotić),,66,74
328,4,10:48.0,,A. Brooks misses 3-pt jump shot from 26 ft,66,74
329,4,10:47.0,Defensive rebound by C. Lee,,66,74
330,4,10:37.0,Turnover by J. Green (step out of bounds),,66,74
331,4,10:37.0,Memphis full timeout,,66,74
332,4,10:24.0,,D. McDermott misses 2-pt jump shot from 22 ft,66,74
333,4,10:23.0,,Offensive rebound by A. Brooks,66,74
334,4,10:10.0,,D. McDermott makes 3-pt jump shot from 23 ft (assist by N. Mirotić),66,77
335,4,9:53.0,Z. Randolph makes 2-pt layup from 1 ft (assist by J. Ennis),,68,77
336,4,9:29.0,,K. Hinrich misses 2-pt jump shot from 10 ft,68,77
337,4,9:29.0,Defensive rebound by Z. Randolph,,68,77
338,4,9:29.0,Personal foul by J. Noah (drawn by Z. Randolph),,68,77
339,4,9:29.0,M. Conley enters the game for C. Lee,,68,77
340,4,9:20.0,Shooting foul by A. Brooks (drawn by M. Chalmers),,68,77
341,4,9:20.0,M. Chalmers misses free throw 1 of 2,,68,77
342,4,9:20.0,Offensive rebound by Team,,68,77
343,4,9:20.0,M. Chalmers misses free throw 2 of 2,,68,77
344,4,9:18.0,,Defensive rebound by D. McDermott,68,77
345,4,9:10.0,,Shooting foul by M. Chalmers (drawn by A. Brooks),68,77
346,4,9:10.0,,A. Brooks misses free throw 1 of 2,68,77
347,4,9:10.0,,Offensive rebound by Team,68,77
348,4,9:10.0,M. Gasol enters the game for J. Green,,68,77
349,4,9:10.0,,A. Brooks makes free throw 2 of 2,68,78
350,4,8:56.0,Offensive foul by M. Gasol (drawn by D. McDermott),,68,78
351,4,8:56.0,Turnover by M. Gasol (offensive foul),,68,78
352,4,8:56.0,,P. Gasol enters the game for N. Mirotić,68,78
353,4,8:45.0,,D. McDermott misses 2-pt jump shot from 19 ft,68,78
354,4,8:44.0,Defensive rebound by Z. Randolph,,68,78
355,4,8:37.0,Shooting foul by D. McDermott (drawn by J. Ennis),,68,78
356,4,8:37.0,J. Ennis makes free throw 1 of 2,,69,78
357,4,8:37.0,J. Ennis misses free throw 2 of 2,,69,78
358,4,8:35.0,,Defensive rebound by P. Gasol,69,78
359,4,8:18.0,,A. Brooks makes 3-pt jump shot from 25 ft (assist by K. Hinrich),69,81
360,4,8:02.0,J. Ennis makes 3-pt jump shot from 25 ft (assist by M. Gasol),,72,81
361,4,7:38.0,,D. McDermott misses 3-pt jump shot from 23 ft (block by J. Ennis),72,81
362,4,7:36.0,,Offensive rebound by A. Brooks,72,81
363,4,7:34.0,,A. Brooks misses 2-pt hook shot from 5 ft,72,81
364,4,7:34.0,,Offensive rebound by Team,72,81
365,4,7:34.0,,Turnover by Team (shot clock),72,81
366,4,7:34.0,,J. Butler enters the game for K. Hinrich,72,81
367,4,7:34.0,J. Green enters the game for J. Ennis,,72,81
368,4,7:22.0,M. Gasol makes 2-pt layup from 2 ft (assist by J. Green),,74,81
369,4,7:06.0,,D. McDermott makes 3-pt jump shot from 24 ft (assist by P. Gasol),74,84
370,4,6:40.0,M. Conley misses 3-pt jump shot from 24 ft,,74,84
371,4,6:39.0,,Defensive rebound by P. Gasol,74,84
372,4,6:23.0,,Personal foul by Z. Randolph (drawn by P. Gasol),74,84
373,4,6:08.0,,A. Brooks misses 3-pt jump shot from 27 ft,74,84
374,4,6:07.0,Defensive rebound by M. Gasol,,74,84
375,4,5:57.0,Z. Randolph makes 2-pt hook shot from 6 ft (assist by J. Green),,76,84
376,4,5:30.0,,A. Brooks misses 2-pt jump shot from 6 ft,76,84
377,4,5:29.0,Defensive rebound by Z. Randolph,,76,84
378,4,5:07.0,Z. Randolph misses 2-pt jump shot from 18 ft,,76,84
379,4,5:06.0,,Defensive rebound by P. Gasol,76,84
380,4,4:59.0,,Personal foul by M. Chalmers (drawn by J. Butler),76,84
381,4,4:59.0,,Chicago full timeout,76,84
382,4,4:59.0,,D. Rose enters the game for A. Brooks,76,84
383,4,4:59.0,C. Lee enters the game for M. Chalmers,,76,84
384,4,4:46.0,,D. Rose makes 2-pt jump shot from 8 ft,76,86
385,4,4:27.0,M. Conley makes 3-pt jump shot from 26 ft (assist by M. Gasol),,79,86
386,4,4:14.0,,D. McDermott makes 2-pt layup at rim (assist by J. Noah),79,88
387,4,3:54.0,M. Conley misses 2-pt jump shot from 12 ft,,79,88
388,4,3:53.0,,Defensive rebound by P. Gasol,79,88
389,4,3:29.0,,J. Butler misses 2-pt jump shot from 8 ft,79,88
390,4,3:28.0,Defensive rebound by M. Gasol,,79,88
