,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,ATLANTA_ACTION,NEW ORLEANS_SCORE,ATLANTA_SCORE
381,4,5:10.0,L. Babbitt enters the game for D. Cunningham,,85,93
382,4,5:10.0,,K. Korver enters the game for D. Schröder,85,93
383,4,4:49.0,E. Gordon misses 2-pt jump shot from 3 ft (block by M. Muscala),,85,93
384,4,4:44.0,Offensive rebound by R. Anderson,,85,93
385,4,4:44.0,R. Anderson makes 2-pt layup at rim,,87,93
386,4,4:39.0,,J. Teague makes 2-pt layup at rim,87,95
387,4,4:25.0,E. Gordon makes 3-pt jump shot from 25 ft,,90,95
388,4,4:00.0,,K. Bazemore makes 2-pt jump shot from 19 ft,90,97
389,4,3:50.0,E. Gordon misses 3-pt jump shot from 25 ft,,90,97
390,4,3:49.0,,Defensive rebound by P. Millsap,90,97
391,4,3:42.0,,J. Teague misses 2-pt layup from 2 ft,90,97
392,4,3:42.0,Defensive rebound by Team,,90,97
393,4,3:42.0,,A. Horford enters the game for M. Muscala,90,97
394,4,3:36.0,Shooting foul by J. Teague (drawn by L. Babbitt),,90,97
395,4,3:36.0,L. Babbitt misses free throw 1 of 2,,90,97
396,4,3:36.0,Offensive rebound by Team,,90,97
397,4,3:36.0,L. Babbitt makes free throw 2 of 2,,91,97
398,4,3:21.0,,P. Millsap makes 2-pt jump shot from 11 ft (assist by K. Bazemore),91,99
399,4,3:21.0,,Shooting foul by A. Gee (drawn by P. Millsap),91,99
400,4,3:21.0,T. Douglas enters the game for L. Babbitt,,91,99
401,4,3:21.0,,P. Millsap makes free throw 1 of 1,91,100
402,4,3:11.0,I. Smith misses 2-pt layup from 2 ft,,91,100
403,4,3:09.0,,Defensive rebound by A. Horford,91,100
404,4,3:03.0,,J. Teague misses 2-pt jump shot from 5 ft,91,100
405,4,3:01.0,,Offensive rebound by P. Millsap,91,100
406,4,3:00.0,,Atlanta full timeout,91,100
407,4,2:48.0,,Turnover by A. Horford (bad pass),91,100
408,4,2:31.0,E. Gordon misses 2-pt layup from 1 ft,,91,100
409,4,2:29.0,,Defensive rebound by K. Korver,91,100
410,4,2:12.0,,K. Bazemore makes 2-pt layup at rim (assist by A. Horford),91,102
411,4,2:02.0,T. Douglas misses 2-pt layup from 1 ft,,91,102
412,4,2:00.0,Offensive rebound by R. Anderson,,91,102
413,4,2:00.0,R. Anderson misses 2-pt layup at rim,,91,102
414,4,1:59.0,,Defensive rebound by P. Millsap,91,102
415,4,1:40.0,,P. Millsap makes 2-pt jump shot from 19 ft,91,104
416,4,1:40.0,,Shooting foul by A. Gee (drawn by P. Millsap),91,104
417,4,1:40.0,,M. Muscala enters the game for A. Horford,91,104
418,4,1:40.0,,P. Millsap makes free throw 1 of 1,91,105
419,4,1:40.0,New Orleans full timeout,,91,105
420,4,1:40.0,,D. Schröder enters the game for K. Korver,91,105
421,4,1:40.0,,T. Sefolosha enters the game for M. Muscala,91,105
422,4,1:29.0,E. Gordon makes 2-pt dunk at rim,,93,105
423,4,1:09.0,,J. Teague misses 2-pt layup from 1 ft,93,105
424,4,1:07.0,Defensive rebound by R. Anderson,,93,105
425,4,0:53.0,A. Gee makes 2-pt dunk at rim (assist by I. Smith),,95,105
426,4,0:29.0,,K. Bazemore misses 2-pt jump shot from 6 ft,95,105
427,4,0:26.0,,Offensive rebound by T. Sefolosha,95,105
428,4,0:06.0,,Shooting foul by E. Gordon (drawn by J. Teague),95,105
429,4,0:06.0,,J. Teague misses free throw 1 of 2,95,105
430,4,0:06.0,,Offensive rebound by Team,95,105
431,4,0:06.0,,M. Muscala enters the game for P. Millsap,95,105
432,4,0:06.0,,J. Teague makes free throw 2 of 2,95,106
433,4,0:00.0,T. Douglas makes 3-pt jump shot from 24 ft (assist by I. Smith),,98,106
