,QUARTER,TIME_REMAINING,ORLANDO_ACTION,SACRAMENTO_ACTION,ORLANDO_SCORE,SACRAMENTO_SCORE
82,1,1:49.0,E. Fournier makes 2-pt layup from 2 ft,,25,11
83,1,1:28.0,,O. Casspi misses 3-pt jump shot from 24 ft,25,11
84,1,1:28.0,,Offensive rebound by K. Koufos,25,11
85,1,1:27.0,,K. Koufos makes 2-pt layup from 2 ft,25,13
86,1,1:27.0,,Shooting foul by J. Smith (drawn by K. Koufos),25,13
87,1,1:27.0,E. İlyasova enters the game for A. Gordon,,25,13
88,1,1:27.0,B. Jennings enters the game for C. Watson,,25,13
89,1,1:27.0,,K. Koufos makes free throw 1 of 1,25,14
90,1,1:17.0,Turnover by J. Smith (bad pass; steal by R. Rondo),,25,14
91,1,1:14.0,,R. Rondo makes 2-pt dunk at rim,25,16
92,1,1:03.0,Personal foul by M. Belinelli,,25,16
93,1,1:03.0,M. Hezonja makes free throw 1 of 2,,26,16
94,1,1:03.0,M. Hezonja makes free throw 2 of 2,,27,16
95,1,0:51.0,,K. Koufos misses 2-pt layup from 3 ft,27,16
96,1,0:49.0,Defensive rebound by J. Smith,,27,16
97,1,0:48.0,Turnover by J. Smith (bad pass),,27,16
98,1,0:39.0,,K. Koufos makes 2-pt jump shot from 9 ft (assist by R. Rondo),27,18
99,1,0:28.0,J. Smith misses 2-pt layup from 3 ft (block by K. Koufos),,27,18
100,1,0:26.0,,Defensive rebound by M. Belinelli,27,18
101,1,0:08.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by R. Rondo),27,21
102,2,11:44.0,V. Oladipo makes 2-pt layup from 3 ft,,29,21
103,2,11:32.0,,Personal foul by E. İlyasova,29,21
104,2,11:24.0,,S. Curry misses 3-pt jump shot from 25 ft,29,21
105,2,11:23.0,Defensive rebound by J. Smith,,29,21
106,2,11:14.0,V. Oladipo misses 2-pt jump shot from 20 ft,,29,21
107,2,11:13.0,,Defensive rebound by S. Curry,29,21
108,2,11:05.0,,S. Curry misses 2-pt jump shot from 9 ft,29,21
109,2,11:04.0,Defensive rebound by J. Smith,,29,21
110,2,10:53.0,Turnover by M. Hezonja (bad pass; steal by S. Curry),,29,21
111,2,10:47.0,,D. Collison misses 2-pt jump shot from 17 ft,29,21
112,2,10:47.0,Defensive rebound by M. Hezonja,,29,21
113,2,10:41.0,Turnover by M. Hezonja (bad pass; steal by D. Collison),,29,21
114,2,10:35.0,,O. Casspi makes 2-pt layup from 2 ft (assist by D. Collison),29,23
115,2,10:11.0,Turnover by B. Jennings (lost ball),,29,23
116,2,10:11.0,Loose ball foul by E. İlyasova,,29,23
117,2,10:11.0,E. Fournier enters the game for M. Hezonja,,29,23
118,2,10:11.0,,R. Gay enters the game for O. Casspi,29,23
119,2,9:58.0,,Turnover by R. Gay (bad pass; steal by V. Oladipo),29,23
120,2,9:46.0,J. Smith makes 2-pt jump shot from 18 ft (assist by V. Oladipo),,31,23
121,2,9:36.0,,Shooting foul by B. Jennings (drawn by D. Collison),31,23
122,2,9:36.0,,D. Collison makes free throw 1 of 2,31,24
123,2,9:36.0,,D. Collison makes free throw 2 of 2,31,25
124,2,9:20.0,Turnover by E. İlyasova (3 sec),,31,25
125,2,9:00.0,,D. Collison makes 2-pt jump shot from 19 ft,31,27
126,2,8:49.0,E. Fournier makes 2-pt jump shot from 6 ft,,33,27
127,2,8:40.0,,Personal foul by E. Fournier,33,27
128,2,8:40.0,Official timeout,,33,27
129,2,8:27.0,,R. Gay misses 2-pt jump shot from 4 ft,33,27
130,2,8:26.0,,Offensive rebound by R. Gay,33,27
131,2,8:24.0,,R. Gay makes 2-pt layup from 2 ft,33,29
132,2,8:03.0,J. Smith makes 2-pt layup from 2 ft (assist by E. Fournier),,35,29
133,2,7:46.0,,Turnover by R. Gay (traveling),35,29
134,2,7:46.0,,W. Cauley-Stein enters the game for K. Koufos,35,29
135,2,7:33.0,J. Smith misses 2-pt jump shot from 19 ft,,35,29
136,2,7:33.0,,Defensive rebound by M. Belinelli,35,29
137,2,7:22.0,,Shooting foul by J. Smith (drawn by R. Gay),35,29
138,2,7:22.0,,R. Gay makes free throw 1 of 2,35,30
139,2,7:22.0,D. Dedmon enters the game for J. Smith,,35,30
140,2,7:22.0,,R. Gay makes free throw 2 of 2,35,31
141,2,7:06.0,B. Jennings makes 2-pt jump shot from 14 ft (assist by V. Oladipo),,37,31
142,2,6:55.0,,M. Belinelli makes 3-pt jump shot from 24 ft (assist by D. Collison),37,34
143,2,6:31.0,B. Jennings misses 3-pt jump shot from 25 ft,,37,34
144,2,6:30.0,Offensive rebound by D. Dedmon,,37,34
145,2,6:28.0,D. Dedmon makes 2-pt layup from 2 ft,,39,34
146,2,6:13.0,,M. Belinelli makes 3-pt jump shot from 24 ft,39,37
147,2,5:59.0,E. Fournier makes 2-pt layup from 1 ft,,41,37
148,2,5:45.0,,S. Curry misses 2-pt jump shot from 20 ft,41,37
149,2,5:45.0,Defensive rebound by D. Dedmon,,41,37
150,2,5:38.0,Shooting foul by M. Belinelli (drawn by V. Oladipo),,41,37
151,2,5:38.0,,Sacramento full timeout,41,37
152,2,5:38.0,A. Gordon enters the game for E. İlyasova,,41,37
153,2,5:38.0,,R. Rondo enters the game for S. Curry,41,37
154,2,5:38.0,V. Oladipo misses free throw 1 of 2,,41,37
155,2,5:38.0,Offensive rebound by Team,,41,37
156,2,5:38.0,V. Oladipo makes free throw 2 of 2,,42,37
157,2,5:27.0,,Personal foul by A. Gordon,42,37
158,2,5:27.0,,R. Gay makes free throw 1 of 2,42,38
159,2,5:27.0,C. Watson enters the game for B. Jennings,,42,38
160,2,5:27.0,,R. Gay makes free throw 2 of 2,42,39
161,2,5:14.0,E. Fournier misses 3-pt jump shot from 26 ft,,42,39
162,2,5:13.0,,Defensive rebound by R. Gay,42,39
163,2,5:00.0,,W. Cauley-Stein misses 2-pt jump shot from 17 ft,42,39
164,2,4:59.0,,Offensive rebound by Team,42,39
165,2,4:57.0,,M. Belinelli misses 2-pt jump shot from 6 ft,42,39
166,2,4:56.0,,Offensive rebound by R. Gay,42,39
167,2,4:54.0,,R. Gay misses 2-pt layup from 2 ft (block by D. Dedmon),42,39
168,2,4:53.0,,Offensive rebound by R. Gay,42,39
169,2,4:43.0,,W. Cauley-Stein misses 2-pt hook shot from 6 ft,42,39
170,2,4:42.0,Defensive rebound by A. Gordon,,42,39
171,2,4:39.0,Turnover by A. Gordon (lost ball; steal by R. Gay),,42,39
172,2,4:31.0,,Turnover by R. Rondo (bad pass),42,39
173,2,4:17.0,E. Fournier misses 2-pt jump shot from 3 ft,,42,39
174,2,4:16.0,,Defensive rebound by D. Collison,42,39
175,2,4:11.0,,M. Belinelli makes 2-pt jump shot from 10 ft,42,41
176,2,4:11.0,,Shooting foul by V. Oladipo (drawn by M. Belinelli),42,41
177,2,4:11.0,,O. Casspi enters the game for R. Gay,42,41
178,2,4:11.0,,M. Belinelli makes free throw 1 of 1,42,42
179,2,3:48.0,A. Gordon misses 2-pt jump shot from 20 ft,,42,42
180,2,3:46.0,Offensive rebound by D. Dedmon,,42,42
181,2,3:44.0,Turnover by D. Dedmon (bad pass; steal by O. Casspi),,42,42
182,2,3:38.0,,Turnover by W. Cauley-Stein (lost ball; steal by V. Oladipo),42,42
183,2,3:34.0,C. Watson makes 2-pt layup from 1 ft (assist by A. Gordon),,44,42
184,2,3:17.0,,Shooting foul by C. Watson (drawn by O. Casspi),44,42
185,2,3:17.0,,O. Casspi makes free throw 1 of 2,44,43
186,2,3:17.0,,Q. Acy enters the game for W. Cauley-Stein,44,43
187,2,3:17.0,,O. Casspi makes free throw 2 of 2,44,44
188,2,3:06.0,V. Oladipo misses 3-pt jump shot from 24 ft,,44,44
189,2,3:04.0,Offensive rebound by A. Gordon,,44,44
190,2,3:03.0,A. Gordon makes 2-pt dunk at rim,,46,44
191,2,2:55.0,,M. Belinelli misses 3-pt jump shot from 24 ft,46,44
192,2,2:54.0,Defensive rebound by A. Gordon,,46,44
193,2,2:51.0,Orlando full timeout,,46,44
194,2,2:51.0,,R. Gay enters the game for M. Belinelli,46,44
195,2,2:36.0,A. Gordon misses 2-pt jump shot from 14 ft,,46,44
196,2,2:35.0,Offensive rebound by D. Dedmon,,46,44
197,2,2:33.0,A. Gordon misses 2-pt jump shot from 18 ft,,46,44
198,2,2:33.0,Offensive rebound by Team,,46,44
199,2,2:33.0,,Loose ball foul by O. Casspi,46,44
200,2,2:13.0,C. Watson misses 2-pt jump shot from 19 ft,,46,44
201,2,2:13.0,,Defensive rebound by Team,46,44
202,2,2:00.0,,O. Casspi misses 2-pt layup from 3 ft,46,44
203,2,2:00.0,Defensive rebound by A. Gordon,,46,44
204,2,1:56.0,Shooting foul by D. Collison (drawn by E. Fournier),,46,44
205,2,1:56.0,E. Fournier makes free throw 1 of 2,,47,44
206,2,1:56.0,,S. Curry enters the game for D. Collison,47,44
207,2,1:56.0,E. Fournier makes free throw 2 of 2,,48,44
208,2,1:41.0,,R. Rondo misses 2-pt jump shot from 5 ft,48,44
209,2,1:40.0,Defensive rebound by A. Gordon,,48,44
210,2,1:32.0,Def 3 sec tech foul by O. Casspi,,48,44
211,2,1:32.0,E. Fournier misses technical free throw,,48,44
212,2,1:32.0,Offensive rebound by Team,,48,44
213,2,1:32.0,M. Hezonja enters the game for E. Fournier,,48,44
214,2,1:26.0,Shooting block foul by R. Gay (drawn by V. Oladipo),,48,44
215,2,1:26.0,V. Oladipo makes free throw 1 of 2,,49,44
216,2,1:26.0,,C. Butler enters the game for R. Gay,49,44
217,2,1:26.0,V. Oladipo makes free throw 2 of 2,,50,44
218,2,1:09.0,,R. Rondo makes 2-pt layup from 1 ft,50,46
219,2,0:54.0,M. Hezonja misses 3-pt jump shot from 25 ft,,50,46
220,2,0:54.0,,Defensive rebound by Q. Acy,50,46
221,2,0:47.0,,O. Casspi makes 3-pt jump shot from 24 ft (assist by R. Rondo),50,49
222,2,0:25.0,A. Gordon misses 2-pt jump shot from 15 ft,,50,49
223,2,0:24.0,,Defensive rebound by O. Casspi,50,49
224,2,0:02.0,,S. Curry misses 2-pt jump shot from 20 ft,50,49
225,2,0:01.0,Defensive rebound by C. Watson,,50,49
226,3,11:46.0,E. Fournier makes 2-pt jump shot from 16 ft,,52,49
227,3,11:21.0,,R. Gay misses 2-pt jump shot from 6 ft,52,49
228,3,11:20.0,,Offensive rebound by R. Gay,52,49
229,3,11:18.0,,R. Gay misses 2-pt layup from 2 ft (block by V. Oladipo),52,49
230,3,11:18.0,Defensive rebound by Team,,52,49
231,3,11:10.0,Turnover by C. Watson (bad pass; steal by D. Collison),,52,49
232,3,10:55.0,,R. Rondo misses 3-pt jump shot from 26 ft,52,49
233,3,10:55.0,Defensive rebound by E. Fournier,,52,49
234,3,10:38.0,A. Gordon makes 2-pt hook shot from 6 ft,,54,49
235,3,10:15.0,,K. Koufos makes 2-pt dunk at rim (assist by Q. Acy),54,51
236,3,9:59.0,Turnover by V. Oladipo (bad pass),,54,51
237,3,9:41.0,,R. Rondo makes 3-pt jump shot from 23 ft (assist by D. Collison),54,54
238,3,9:33.0,V. Oladipo makes 2-pt jump shot from 19 ft (assist by C. Watson),,56,54
239,3,9:23.0,,R. Rondo makes 2-pt layup from 3 ft,56,56
240,3,9:03.0,E. Fournier makes 3-pt jump shot from 25 ft,,59,56
241,3,8:48.0,,K. Koufos makes 2-pt hook shot from 5 ft (assist by R. Rondo),59,58
242,3,8:31.0,C. Watson misses 2-pt jump shot from 10 ft,,59,58
243,3,8:30.0,,Defensive rebound by Q. Acy,59,58
244,3,8:24.0,,D. Collison misses 2-pt jump shot from 6 ft (block by C. Watson),59,58
245,3,8:23.0,Defensive rebound by E. Fournier,,59,58
246,3,8:20.0,Shooting foul by Q. Acy (drawn by A. Gordon),,59,58
247,3,8:20.0,A. Gordon misses free throw 1 of 2,,59,58
248,3,8:20.0,Offensive rebound by Team,,59,58
249,3,8:20.0,A. Gordon misses free throw 2 of 2,,59,58
250,3,8:19.0,,Defensive rebound by Team,59,58
251,3,8:09.0,,Offensive foul by R. Gay (drawn by C. Watson),59,58
252,3,8:09.0,,Turnover by R. Gay (offensive foul),59,58
253,3,8:09.0,,O. Casspi enters the game for R. Gay,59,58
254,3,7:46.0,A. Gordon makes 2-pt jump shot from 12 ft,,61,58
255,3,7:22.0,,O. Casspi misses 3-pt jump shot from 25 ft,61,58
256,3,7:20.0,,Offensive rebound by Q. Acy,61,58
257,3,7:19.0,,Sacramento full timeout,61,58
258,3,7:19.0,E. İlyasova enters the game for A. Gordon,,61,58
259,3,7:14.0,,Q. Acy makes 2-pt dunk at rim (assist by R. Rondo),61,60
260,3,7:14.0,,Shooting foul by E. İlyasova (drawn by Q. Acy),61,60
261,3,7:14.0,,Q. Acy makes free throw 1 of 1,61,61
262,3,7:02.0,Turnover by V. Oladipo (traveling),,61,61
263,3,6:38.0,,R. Rondo makes 3-pt jump shot from 25 ft (assist by D. Collison),61,64
264,3,6:16.0,V. Oladipo misses 3-pt jump shot from 24 ft,,61,64
265,3,6:16.0,,Defensive rebound by Q. Acy,61,64
266,3,6:09.0,,Turnover by R. Rondo (lost ball; steal by V. Oladipo),61,64
267,3,5:58.0,E. İlyasova makes 3-pt jump shot from 24 ft (assist by V. Oladipo),,64,64
268,3,5:28.0,,D. Collison misses 2-pt jump shot from 9 ft,64,64
269,3,5:28.0,Defensive rebound by E. İlyasova,,64,64
270,3,5:20.0,Shooting foul by R. Rondo (drawn by D. Dedmon),,64,64
271,3,5:20.0,D. Dedmon makes 2-pt layup from 1 ft (assist by C. Watson),,66,64
272,3,5:20.0,,M. Belinelli enters the game for Q. Acy,66,64
273,3,5:20.0,M. Hezonja enters the game for V. Oladipo,,66,64
274,3,5:20.0,D. Dedmon makes free throw 1 of 1,,67,64
275,3,5:07.0,,K. Koufos makes 2-pt dunk at rim (assist by R. Rondo),67,66
276,3,4:51.0,C. Watson makes 2-pt jump shot from 16 ft,,69,66
277,3,4:46.0,,Turnover by R. Rondo (bad pass; steal by C. Watson),69,66
278,3,4:44.0,Personal foul by K. Koufos,,69,66
279,3,4:35.0,M. Hezonja misses 2-pt jump shot from 4 ft,,69,66
280,3,4:35.0,,Defensive rebound by R. Rondo,69,66
281,3,4:30.0,,R. Rondo makes 2-pt layup from 3 ft,69,68
282,3,4:19.0,D. Dedmon misses 2-pt jump shot from 19 ft,,69,68
283,3,4:18.0,,Defensive rebound by M. Belinelli,69,68
284,3,4:09.0,,D. Collison misses 3-pt jump shot from 24 ft,69,68
285,3,4:08.0,,Offensive rebound by K. Koufos,69,68
286,3,4:04.0,,O. Casspi misses 2-pt jump shot from 11 ft,69,68
287,3,4:03.0,Defensive rebound by D. Dedmon,,69,68
288,3,4:00.0,Shooting block foul by K. Koufos (drawn by E. İlyasova),,69,68
289,3,4:00.0,E. İlyasova misses free throw 1 of 2,,69,68
290,3,4:00.0,Offensive rebound by Team,,69,68
291,3,4:00.0,,W. Cauley-Stein enters the game for D. Collison,69,68
292,3,4:00.0,,S. Curry enters the game for K. Koufos,69,68
293,3,4:00.0,E. İlyasova makes free throw 2 of 2,,70,68
294,3,3:47.0,,R. Rondo misses 3-pt jump shot from 26 ft,70,68
295,3,3:45.0,,Offensive rebound by W. Cauley-Stein,70,68
296,3,3:45.0,,W. Cauley-Stein misses 2-pt layup from 3 ft,70,68
297,3,3:43.0,,Offensive rebound by S. Curry,70,68
298,3,3:33.0,,O. Casspi misses 3-pt jump shot from 22 ft,70,68
299,3,3:32.0,Defensive rebound by E. İlyasova,,70,68
300,3,3:21.0,C. Watson makes 2-pt jump shot from 8 ft,,72,68
301,3,3:13.0,,W. Cauley-Stein misses 2-pt layup from 3 ft,72,68
302,3,3:13.0,Defensive rebound by E. Fournier,,72,68
303,3,3:06.0,E. Fournier misses 2-pt layup from 4 ft,,72,68
304,3,3:06.0,,Defensive rebound by S. Curry,72,68
305,3,2:55.0,,Shooting foul by D. Dedmon (drawn by W. Cauley-Stein),72,68
306,3,2:55.0,J. Smith enters the game for D. Dedmon,,72,68
307,3,2:55.0,,W. Cauley-Stein makes free throw 1 of 2,72,69
308,3,2:55.0,,W. Cauley-Stein makes free throw 2 of 2,72,70
309,3,2:40.0,Shooting foul by R. Rondo (drawn by J. Smith),,72,70
310,3,2:40.0,J. Smith makes free throw 1 of 2,,73,70
311,3,2:40.0,J. Smith makes free throw 2 of 2,,74,70
312,3,2:28.0,,S. Curry misses 3-pt jump shot from 24 ft,74,70
313,3,2:27.0,Defensive rebound by C. Watson,,74,70
314,3,2:13.0,E. İlyasova makes 2-pt layup from 3 ft (assist by M. Hezonja),,76,70
315,3,1:52.0,,R. Rondo misses 2-pt layup from 3 ft (block by J. Smith),76,70
316,3,1:51.0,Defensive rebound by M. Hezonja,,76,70
317,3,1:34.0,C. Watson makes 2-pt jump shot from 13 ft (assist by E. Fournier),,78,70
318,3,1:13.0,,O. Casspi misses 2-pt jump shot from 3 ft,78,70
319,3,1:12.0,Defensive rebound by J. Smith,,78,70
320,3,1:05.0,C. Watson misses 2-pt jump shot from 3 ft,,78,70
321,3,1:03.0,Offensive rebound by E. İlyasova,,78,70
322,3,1:00.0,E. İlyasova misses 3-pt jump shot from 23 ft,,78,70
323,3,1:00.0,,Defensive rebound by W. Cauley-Stein,78,70
324,3,0:55.0,,M. Belinelli makes 3-pt jump shot from 24 ft (assist by R. Rondo),78,73
325,3,0:32.0,C. Watson misses 3-pt jump shot from 24 ft,,78,73
326,3,0:32.0,Offensive rebound by E. İlyasova,,78,73
327,3,0:31.0,E. İlyasova makes 2-pt layup from 2 ft,,80,73
328,3,0:20.0,,Shooting foul by E. İlyasova (drawn by W. Cauley-Stein),80,73
329,3,0:20.0,,W. Cauley-Stein makes free throw 1 of 2,80,74
330,3,0:20.0,,D. Collison enters the game for R. Rondo,80,74
331,3,0:20.0,,W. Cauley-Stein makes free throw 2 of 2,80,75
332,3,0:00.0,E. Fournier misses 3-pt jump shot from 27 ft,,80,75
333,3,0:00.0,Offensive rebound by Team,,80,75
334,4,11:44.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by D. Collison),80,77
335,4,11:28.0,V. Oladipo misses 2-pt jump shot from 19 ft,,80,77
336,4,11:27.0,Offensive rebound by E. İlyasova,,80,77
337,4,11:24.0,E. İlyasova makes 2-pt layup from 2 ft,,82,77
338,4,11:14.0,,M. Belinelli misses 3-pt jump shot from 24 ft,82,77
339,4,11:14.0,Defensive rebound by J. Smith,,82,77
340,4,10:56.0,J. Smith makes 2-pt jump shot from 21 ft (assist by V. Oladipo),,84,77
341,4,10:43.0,,O. Casspi misses 2-pt layup from 3 ft,84,77
342,4,10:42.0,Defensive rebound by B. Jennings,,84,77
343,4,10:32.0,J. Smith misses 2-pt jump shot from 16 ft,,84,77
344,4,10:31.0,,Defensive rebound by M. Belinelli,84,77
345,4,10:25.0,,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by M. Belinelli),84,79
346,4,10:08.0,M. Hezonja makes 2-pt jump shot from 3 ft (assist by B. Jennings),,86,79
347,4,9:57.0,,D. Collison misses 3-pt jump shot from 25 ft,86,79
348,4,9:55.0,Defensive rebound by E. İlyasova,,86,79
349,4,9:46.0,V. Oladipo misses 2-pt jump shot from 17 ft,,86,79
350,4,9:45.0,,Defensive rebound by O. Casspi,86,79
351,4,9:39.0,,D. Collison misses 2-pt jump shot from 7 ft (block by B. Jennings),86,79
352,4,9:39.0,Defensive rebound by Team,,86,79
353,4,9:39.0,,R. Gay enters the game for O. Casspi,86,79
354,4,9:39.0,,R. Rondo enters the game for S. Curry,86,79
355,4,9:28.0,M. Hezonja misses 3-pt jump shot from 25 ft,,86,79
356,4,9:28.0,,Defensive rebound by W. Cauley-Stein,86,79
357,4,9:13.0,,Turnover by M. Belinelli (bad pass; steal by J. Smith),86,79
358,4,9:08.0,Shooting foul by D. Collison (drawn by J. Smith),,86,79
359,4,9:08.0,,Sacramento full timeout,86,79
360,4,9:08.0,,K. Koufos enters the game for W. Cauley-Stein,86,79
361,4,9:08.0,J. Smith misses free throw 1 of 2,,86,79
362,4,9:08.0,Offensive rebound by Team,,86,79
363,4,9:08.0,J. Smith makes free throw 2 of 2,,87,79
364,4,8:42.0,,D. Collison misses 3-pt jump shot from 27 ft,87,79
365,4,8:42.0,Defensive rebound by V. Oladipo,,87,79
366,4,8:23.0,B. Jennings makes 2-pt jump shot from 6 ft,,89,79
367,4,8:21.0,Violation by Team (delay of game),,89,79
368,4,8:08.0,,R. Rondo misses 2-pt jump shot from 13 ft,89,79
369,4,8:06.0,Defensive rebound by M. Hezonja,,89,79
370,4,8:03.0,Turnover by B. Jennings (lost ball; steal by K. Koufos),,89,79
371,4,7:52.0,,D. Collison makes 2-pt jump shot from 18 ft (assist by R. Rondo),89,81
372,4,7:33.0,V. Oladipo makes 2-pt jump shot from 21 ft,,91,81
373,4,7:19.0,,Turnover by M. Belinelli (bad pass; steal by J. Smith),91,81
374,4,7:13.0,V. Oladipo makes 2-pt dunk at rim (assist by J. Smith),,93,81
375,4,7:13.0,,Sacramento full timeout,93,81
376,4,6:57.0,,Turnover by M. Belinelli (bad pass; steal by B. Jennings),93,81
377,4,6:53.0,V. Oladipo makes 2-pt dunk at rim (assist by B. Jennings),,95,81
378,4,6:41.0,,R. Gay misses 2-pt jump shot from 5 ft (block by E. İlyasova),95,81
379,4,6:40.0,Defensive rebound by B. Jennings,,95,81
380,4,6:36.0,M. Hezonja misses 2-pt dunk at rim,,95,81
381,4,6:36.0,,Defensive rebound by Team,95,81
382,4,6:27.0,,Shooting foul by E. İlyasova (drawn by K. Koufos),95,81
383,4,6:27.0,,K. Koufos makes free throw 1 of 2,95,82
