,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,CHARLOTTE_ACTION,MILWAUKEE_SCORE,CHARLOTTE_SCORE
384,4,2:14.0,,C. Zeller misses 3-pt jump shot from 28 ft,76,80
385,4,2:13.0,Defensive rebound by G. Antetokounmpo,,76,80
386,4,2:08.0,,Charlotte full timeout,76,80
387,4,2:08.0,,J. Lamb enters the game for J. Lin,76,80
388,4,2:00.0,G. Antetokounmpo makes 2-pt jump shot from 7 ft,,78,80
389,4,1:39.0,,N. Batum misses 3-pt jump shot from 28 ft,78,80
390,4,1:37.0,,Offensive rebound by K. Walker,78,80
391,4,1:19.0,,K. Walker misses 2-pt layup at rim,78,80
392,4,1:18.0,,Offensive rebound by N. Batum,78,80
393,4,1:18.0,,N. Batum misses 2-pt layup at rim (block by G. Antetokounmpo),78,80
394,4,1:18.0,Defensive rebound by J. Bayless,,78,80
395,4,1:18.0,Personal foul by N. Batum (drawn by J. Bayless),,78,80
396,4,1:04.0,G. Monroe makes 2-pt layup from 1 ft (assist by K. Middleton),,80,80
397,4,0:46.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by J. Lamb),80,83
398,4,0:46.0,Milwaukee full timeout,,80,83
399,4,0:41.0,Turnover by K. Middleton (bad pass; steal by N. Batum),,80,83
400,4,0:25.0,,K. Walker makes 2-pt jump shot from 6 ft,80,85
401,4,0:25.0,Milwaukee full timeout,,80,85
402,4,0:23.0,K. Middleton misses 3-pt jump shot from 26 ft,,80,85
403,4,0:21.0,,Defensive rebound by J. Lamb,80,85
404,4,0:18.0,,Personal foul by O. Mayo (drawn by K. Walker),80,85
405,4,0:18.0,,K. Walker makes free throw 1 of 2,80,86
406,4,0:18.0,,K. Walker makes free throw 2 of 2,80,87
407,4,0:08.0,G. Monroe makes 2-pt layup from 1 ft (assist by O. Mayo),,82,87
