,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,MILWAUKEE_ACTION,CHARLOTTE_SCORE,MILWAUKEE_SCORE
144,2,7:23.0,C. Zeller makes 2-pt jump shot from 6 ft,,38,35
145,2,7:09.0,,Turnover by M. Carter-Williams (bad pass; steal by N. Batum),38,35
146,2,7:03.0,J. Lamb makes 2-pt layup from 1 ft (assist by J. Lin),,40,35
147,2,6:52.0,,G. Antetokounmpo misses 2-pt jump shot from 6 ft,40,35
148,2,6:52.0,,Offensive rebound by M. Plumlee,40,35
149,2,6:52.0,,Shooting foul by T. Hansbrough (drawn by G. Antetokounmpo),40,35
150,2,6:52.0,,G. Antetokounmpo misses free throw 1 of 2,40,35
151,2,6:52.0,,Offensive rebound by Team,40,35
152,2,6:52.0,,G. Antetokounmpo makes free throw 2 of 2,40,36
153,2,6:35.0,J. Lin misses 3-pt jump shot from 25 ft,,40,36
154,2,6:33.0,,Defensive rebound by M. Plumlee,40,36
155,2,6:24.0,,M. Carter-Williams makes 2-pt jump shot from 17 ft,40,38
156,2,6:18.0,Charlotte full timeout,,40,38
157,2,6:18.0,F. Kaminsky enters the game for C. Zeller,,40,38
158,2,6:18.0,,K. Middleton enters the game for M. Carter-Williams,40,38
159,2,6:08.0,N. Batum makes 3-pt jump shot from 25 ft,,43,38
160,2,5:54.0,,Turnover by J. Parker (traveling),43,38
161,2,5:43.0,Turnover by J. Lin (bad pass; steal by M. Plumlee),,43,38
162,2,5:37.0,,O. Mayo misses 3-pt jump shot from 24 ft (block by N. Batum),43,38
163,2,5:37.0,,Offensive rebound by Team,43,38
164,2,5:29.0,K. Walker enters the game for J. Lin,,43,38
165,2,5:29.0,M. Williams enters the game for J. Lamb,,43,38
166,2,5:26.0,,K. Middleton misses 2-pt jump shot from 13 ft,43,38
167,2,5:24.0,Defensive rebound by M. Williams,,43,38
168,2,5:08.0,N. Batum misses 3-pt jump shot from 26 ft,,43,38
169,2,5:06.0,,Defensive rebound by M. Plumlee,43,38
170,2,4:55.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by K. Middleton),43,40
171,2,4:31.0,Turnover by F. Kaminsky (lost ball; steal by K. Middleton),,43,40
172,2,4:22.0,,O. Mayo makes 3-pt jump shot from 25 ft (assist by J. Parker),43,43
173,2,3:59.0,M. Williams makes 2-pt jump shot from 9 ft (assist by K. Walker),,45,43
174,2,3:43.0,,J. Parker makes 2-pt dunk at rim (assist by K. Middleton),45,45
175,2,3:25.0,T. Hansbrough misses 2-pt layup from 2 ft (block by M. Plumlee),,45,45
176,2,3:21.0,,Defensive rebound by G. Antetokounmpo,45,45
177,2,3:17.0,,J. Parker misses 2-pt layup from 2 ft (block by N. Batum),45,45
178,2,3:14.0,Defensive rebound by F. Kaminsky,,45,45
179,2,3:09.0,M. Williams makes 3-pt jump shot from 23 ft,,48,45
180,2,2:54.0,,J. Parker makes 2-pt layup at rim (assist by K. Middleton),48,47
181,2,2:47.0,Charlotte full timeout,,48,47
182,2,2:47.0,,Milwaukee full timeout,48,47
183,2,2:47.0,A. Jefferson enters the game for N. Batum,,48,47
184,2,2:47.0,J. Lin enters the game for T. Hansbrough,,48,47
185,2,2:29.0,F. Kaminsky misses 2-pt jump shot from 20 ft (block by M. Plumlee),,48,47
186,2,2:29.0,Offensive rebound by Team,,48,47
187,2,2:28.0,M. Williams misses 2-pt layup from 1 ft,,48,47
188,2,2:24.0,Offensive rebound by Team,,48,47
189,2,2:15.0,Turnover by Team (shot clock),,48,47
190,2,2:06.0,,K. Middleton misses 2-pt jump shot from 13 ft,48,47
191,2,2:04.0,Defensive rebound by K. Walker,,48,47
192,2,1:57.0,F. Kaminsky makes 2-pt layup from 2 ft,,50,47
193,2,1:57.0,,Violation by M. Plumlee (def goaltending),50,47
194,2,1:34.0,,M. Plumlee misses 2-pt hook shot from 9 ft,50,47
195,2,1:31.0,,Offensive rebound by J. Parker,50,47
196,2,1:26.0,,K. Middleton makes 3-pt jump shot from 23 ft (assist by J. Parker),50,50
197,2,1:15.0,Turnover by A. Jefferson (bad pass),,50,50
198,2,1:02.0,,Shooting foul by A. Jefferson (drawn by G. Antetokounmpo),50,50
199,2,1:02.0,,G. Antetokounmpo makes free throw 1 of 2,50,51
200,2,1:02.0,,G. Antetokounmpo makes free throw 2 of 2,50,52
201,2,0:46.0,M. Williams misses 3-pt jump shot from 23 ft,,50,52
202,2,0:43.0,,Defensive rebound by M. Plumlee,50,52
203,2,0:33.0,,Turnover by K. Middleton (bad pass; steal by J. Lin),50,52
204,2,0:23.0,F. Kaminsky misses 2-pt layup from 1 ft (block by M. Plumlee),,50,52
205,2,0:22.0,Offensive rebound by F. Kaminsky,,50,52
206,2,0:19.0,F. Kaminsky makes 2-pt layup from 1 ft,,52,52
207,2,0:03.0,,Turnover by K. Middleton (bad pass; steal by J. Lin),52,52
208,2,0:00.0,M. Williams misses 2-pt layup at rim (block by G. Antetokounmpo),,52,52
209,2,0:00.0,Offensive rebound by Team,,52,52
210,3,11:50.0,,Turnover by G. Antetokounmpo (lost ball; steal by M. Williams),52,52
211,3,11:40.0,Shooting foul by M. Plumlee (drawn by M. Williams),,52,52
212,3,11:40.0,M. Williams makes free throw 1 of 2,,53,52
213,3,11:40.0,M. Williams makes free throw 2 of 2,,54,52
214,3,11:28.0,,K. Middleton misses 2-pt jump shot from 13 ft,54,52
215,3,11:26.0,Defensive rebound by C. Zeller,,54,52
216,3,11:17.0,Shooting foul by O. Mayo (drawn by K. Walker),,54,52
217,3,11:17.0,K. Walker misses free throw 1 of 3,,54,52
218,3,11:17.0,Offensive rebound by Team,,54,52
219,3,11:17.0,K. Walker makes free throw 2 of 3,,55,52
220,3,11:17.0,K. Walker makes free throw 3 of 3,,56,52
221,3,11:09.0,,Personal foul by N. Batum,56,52
222,3,11:01.0,,M. Plumlee misses 2-pt layup at rim (block by M. Williams),56,52
223,3,10:58.0,Defensive rebound by C. Zeller,,56,52
224,3,10:52.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,56,52
225,3,10:50.0,,Defensive rebound by K. Middleton,56,52
226,3,10:46.0,,J. Parker misses 2-pt layup from 1 ft,56,52
227,3,10:40.0,,Offensive rebound by M. Plumlee,56,52
228,3,10:40.0,,M. Plumlee makes 2-pt dunk at rim,56,54
229,3,10:20.0,N. Batum makes 2-pt jump shot from 20 ft (assist by C. Zeller),,58,54
230,3,10:09.0,,J. Parker makes 2-pt jump shot from 12 ft (assist by M. Plumlee),58,56
231,3,9:54.0,Offensive foul by F. Kaminsky (drawn by K. Middleton),,58,56
232,3,9:54.0,Turnover by F. Kaminsky (offensive foul),,58,56
233,3,9:42.0,,J. Parker misses 2-pt jump shot from 4 ft,58,56
234,3,9:40.0,,Offensive rebound by M. Plumlee,58,56
235,3,9:40.0,,M. Plumlee makes 2-pt dunk at rim,58,58
236,3,9:26.0,N. Batum misses 2-pt jump shot from 17 ft,,58,58
237,3,9:25.0,,Defensive rebound by G. Antetokounmpo,58,58
238,3,9:11.0,,J. Parker makes 2-pt jump shot from 20 ft,58,60
239,3,8:56.0,M. Williams misses 3-pt jump shot from 25 ft,,58,60
240,3,8:55.0,Offensive rebound by Team,,58,60
241,3,8:55.0,,Loose ball foul by J. Parker,58,60
242,3,8:41.0,C. Zeller misses 2-pt jump shot from 13 ft,,58,60
243,3,8:40.0,,Defensive rebound by J. Parker,58,60
244,3,8:34.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,58,60
245,3,8:32.0,,Offensive rebound by O. Mayo,58,60
246,3,8:17.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by O. Mayo),58,62
247,3,7:58.0,F. Kaminsky misses 2-pt jump shot from 7 ft,,58,62
248,3,7:55.0,Offensive rebound by C. Zeller,,58,62
249,3,7:55.0,C. Zeller makes 2-pt layup at rim,,60,62
250,3,7:42.0,,K. Middleton makes 3-pt jump shot from 26 ft (assist by O. Mayo),60,65
251,3,7:25.0,K. Walker misses 3-pt jump shot from 24 ft,,60,65
252,3,7:23.0,Offensive rebound by Team,,60,65
253,3,7:17.0,M. Williams misses 3-pt jump shot from 23 ft,,60,65
254,3,7:15.0,Offensive rebound by F. Kaminsky,,60,65
255,3,7:07.0,K. Walker misses 2-pt jump shot from 14 ft (block by O. Mayo),,60,65
256,3,7:05.0,,Defensive rebound by G. Antetokounmpo,60,65
257,3,7:01.0,,Shooting foul by M. Williams (drawn by G. Antetokounmpo),60,65
258,3,7:01.0,,G. Antetokounmpo makes free throw 1 of 2,60,66
259,3,7:01.0,,G. Antetokounmpo misses free throw 2 of 2,60,66
260,3,7:00.0,Defensive rebound by F. Kaminsky,,60,66
261,3,6:43.0,Shooting block foul by M. Plumlee (drawn by M. Williams),,60,66
262,3,6:43.0,M. Williams misses free throw 1 of 2,,60,66
263,3,6:43.0,Offensive rebound by Team,,60,66
264,3,6:43.0,M. Williams makes free throw 2 of 2,,61,66
265,3,6:24.0,,J. Parker makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),61,68
266,3,6:07.0,A. Jefferson enters the game for C. Zeller,,61,68
267,3,6:07.0,,G. Monroe enters the game for M. Plumlee,61,68
268,3,6:00.0,K. Walker misses 3-pt jump shot from 26 ft,,61,68
269,3,5:59.0,,Defensive rebound by J. Parker,61,68
270,3,5:56.0,,Turnover by J. Parker (offensive foul),61,68
271,3,5:56.0,Offensive charge foul by J. Parker (drawn by N. Batum),,61,68
272,3,5:56.0,,Milwaukee full timeout,61,68
273,3,5:56.0,,M. Carter-Williams enters the game for O. Mayo,61,68
274,3,5:36.0,K. Walker misses 2-pt jump shot from 19 ft,,61,68
275,3,5:34.0,,Defensive rebound by G. Antetokounmpo,61,68
276,3,5:23.0,Violation by K. Walker (kicked ball),,61,68
277,3,5:19.0,,G. Antetokounmpo misses 2-pt jump shot from 22 ft,61,68
278,3,5:17.0,Defensive rebound by F. Kaminsky,,61,68
279,3,4:56.0,K. Walker misses 3-pt jump shot from 24 ft,,61,68
280,3,4:54.0,,Defensive rebound by G. Monroe,61,68
281,3,4:44.0,,K. Middleton makes 3-pt jump shot from 25 ft,61,71
282,3,4:32.0,Charlotte full timeout,,61,71
283,3,4:32.0,J. Lin enters the game for F. Kaminsky,,61,71
284,3,4:17.0,J. Lin misses 2-pt jump shot from 8 ft,,61,71
285,3,4:16.0,,Defensive rebound by G. Monroe,61,71
286,3,3:59.0,,M. Carter-Williams makes 2-pt jump shot from 6 ft (assist by G. Antetokounmpo),61,73
287,3,3:49.0,N. Batum misses 3-pt jump shot from 25 ft,,61,73
288,3,3:43.0,,Defensive rebound by M. Carter-Williams,61,73
289,3,3:43.0,,Shooting foul by J. Lin (drawn by K. Middleton),61,73
290,3,3:43.0,,K. Middleton makes free throw 1 of 2,61,74
291,3,3:43.0,,K. Middleton misses free throw 2 of 2,61,74
292,3,3:42.0,Defensive rebound by N. Batum,,61,74
293,3,3:23.0,A. Jefferson makes 2-pt layup from 1 ft,,63,74
294,3,2:59.0,,J. Parker misses 2-pt jump shot from 17 ft,63,74
295,3,2:56.0,Defensive rebound by Team,,63,74
296,3,2:55.0,,Loose ball foul by G. Antetokounmpo,63,74
297,3,2:55.0,J. Lin makes free throw 1 of 2,,64,74
298,3,2:55.0,J. Lin makes free throw 2 of 2,,65,74
299,3,2:47.0,,Personal foul by N. Batum,65,74
300,3,2:47.0,,R. Vaughn enters the game for J. Parker,65,74
301,3,2:34.0,,Turnover by K. Middleton (bad pass; steal by J. Lin),65,74
302,3,2:26.0,J. Lin misses 2-pt jump shot from 3 ft (block by K. Middleton),,65,74
303,3,2:22.0,,Defensive rebound by M. Carter-Williams,65,74
304,3,2:18.0,,R. Vaughn misses 3-pt jump shot from 23 ft,65,74
305,3,2:16.0,Defensive rebound by M. Williams,,65,74
306,3,2:07.0,M. Williams misses 2-pt jump shot from 4 ft,,65,74
307,3,2:05.0,,Defensive rebound by G. Monroe,65,74
308,3,1:56.0,,G. Antetokounmpo misses 2-pt jump shot from 17 ft,65,74
309,3,1:54.0,Defensive rebound by N. Batum,,65,74
310,3,1:44.0,Turnover by K. Walker (bad pass; steal by G. Antetokounmpo),,65,74
311,3,1:38.0,,G. Antetokounmpo makes 2-pt dunk at rim,65,76
312,3,1:21.0,J. Lin makes 2-pt layup at rim,,67,76
313,3,1:13.0,,R. Vaughn misses 2-pt jump shot from 18 ft (block by M. Williams),67,76
314,3,1:13.0,Defensive rebound by Team,,67,76
315,3,1:13.0,J. Lamb enters the game for K. Walker,,67,76
316,3,1:01.0,J. Lin misses 2-pt jump shot from 9 ft (block by M. Carter-Williams),,67,76
317,3,0:59.0,,Defensive rebound by M. Carter-Williams,67,76
318,3,0:58.0,,M. Carter-Williams makes 2-pt layup from 2 ft,67,78
319,3,0:46.0,J. Lamb makes 3-pt jump shot from 26 ft (assist by J. Lin),,70,78
320,3,0:27.0,,G. Antetokounmpo misses 2-pt jump shot from 11 ft,70,78
321,3,0:25.0,Defensive rebound by A. Jefferson,,70,78
322,3,0:02.0,Turnover by N. Batum (bad pass),,70,78
323,3,0:01.0,,G. Antetokounmpo misses 3-pt jump shot from 26 ft,70,78
324,3,0:00.0,,Offensive rebound by Team,70,78
325,4,11:42.0,Turnover by K. Walker (bad pass),,70,78
326,4,11:31.0,,R. Vaughn misses 3-pt jump shot from 23 ft,70,78
327,4,11:29.0,Defensive rebound by K. Walker,,70,78
328,4,11:12.0,A. Jefferson misses 2-pt jump shot from 5 ft (block by G. Monroe),,70,78
329,4,11:12.0,Offensive rebound by C. Zeller,,70,78
330,4,11:10.0,C. Zeller makes 2-pt dunk at rim,,72,78
331,4,10:54.0,,J. Parker makes 2-pt jump shot from 17 ft (assist by R. Vaughn),72,80
332,4,10:35.0,A. Jefferson misses 2-pt hook shot from 12 ft,,72,80
333,4,10:32.0,,Defensive rebound by J. Parker,72,80
334,4,10:10.0,,J. Parker misses 3-pt jump shot from 24 ft,72,80
335,4,10:08.0,,Offensive rebound by O. Mayo,72,80
336,4,10:04.0,,Turnover by O. Mayo (bad pass; steal by J. Lamb),72,80
337,4,9:57.0,C. Zeller makes 2-pt layup at rim (assist by J. Lamb),,74,80
338,4,9:42.0,,Turnover by J. Parker (lost ball; steal by A. Jefferson),74,80
339,4,9:40.0,Turnover by J. Lamb (step out of bounds),,74,80
340,4,9:30.0,,Turnover by J. Parker (bad pass),74,80
341,4,9:16.0,J. Lamb makes 3-pt jump shot from 26 ft (assist by K. Walker),,77,80
342,4,9:03.0,,G. Monroe misses 2-pt jump shot from 6 ft,77,80
343,4,9:01.0,Defensive rebound by K. Walker,,77,80
344,4,8:59.0,Turnover by J. Lin (traveling),,77,80
345,4,8:59.0,Official timeout,,77,80
346,4,8:59.0,,K. Middleton enters the game for R. Vaughn,77,80
347,4,8:45.0,,Turnover by G. Monroe (bad pass; steal by J. Lamb),77,80
348,4,8:41.0,J. Lamb makes 2-pt layup from 1 ft,,79,80
349,4,8:29.0,,M. Carter-Williams misses 3-pt jump shot from 24 ft,79,80
350,4,8:27.0,Defensive rebound by J. Lamb,,79,80
351,4,8:07.0,J. Lamb misses 3-pt jump shot from 26 ft,,79,80
352,4,8:05.0,,Defensive rebound by O. Mayo,79,80
353,4,7:54.0,,Turnover by K. Middleton (traveling),79,80
354,4,7:54.0,N. Batum enters the game for J. Lin,,79,80
355,4,7:37.0,Charlotte full timeout,,79,80
356,4,7:37.0,,G. Antetokounmpo enters the game for O. Mayo,79,80
357,4,7:33.0,J. Lamb misses 3-pt jump shot from 25 ft,,79,80
358,4,7:31.0,Offensive rebound by C. Zeller,,79,80
359,4,7:17.0,Turnover by J. Lamb (offensive foul),,79,80
360,4,7:17.0,,Offensive charge foul by J. Lamb (drawn by K. Middleton),79,80
361,4,7:00.0,,Turnover by G. Monroe (lost ball),79,80
362,4,6:43.0,K. Walker makes 3-pt jump shot from 26 ft (assist by J. Lamb),,82,80
363,4,6:25.0,,J. Parker makes 2-pt layup from 2 ft (assist by M. Carter-Williams),82,82
364,4,6:01.0,N. Batum misses 2-pt jump shot from 19 ft,,82,82
365,4,5:58.0,,Defensive rebound by G. Antetokounmpo,82,82
366,4,5:42.0,,J. Parker misses 2-pt jump shot from 21 ft,82,82
367,4,5:41.0,Defensive rebound by J. Lamb,,82,82
368,4,5:30.0,K. Walker makes 2-pt layup at rim (assist by A. Jefferson),,84,82
369,4,5:18.0,,Personal foul by J. Lamb,84,82
370,4,5:11.0,,K. Middleton makes 2-pt jump shot from 17 ft,84,84
371,4,4:53.0,Personal foul by G. Antetokounmpo,,84,84
372,4,4:39.0,A. Jefferson misses 2-pt jump shot from 9 ft (block by G. Monroe),,84,84
373,4,4:35.0,,Defensive rebound by G. Monroe,84,84
374,4,4:24.0,,K. Middleton makes 2-pt layup from 1 ft,84,86
375,4,4:12.0,K. Walker misses 3-pt jump shot from 23 ft (block by M. Carter-Williams),,84,86
376,4,4:09.0,,Defensive rebound by G. Monroe,84,86
377,4,4:08.0,,Turnover by G. Antetokounmpo (traveling),84,86
378,4,3:54.0,J. Lamb misses 3-pt jump shot from 25 ft,,84,86
379,4,3:52.0,,Defensive rebound by J. Parker,84,86
380,4,3:36.0,,G. Antetokounmpo misses 2-pt jump shot from 4 ft (block by A. Jefferson),84,86
381,4,3:34.0,Defensive rebound by C. Zeller,,84,86
