,QUARTER,TIME_REMAINING,CHICAGO_ACTION,SACRAMENTO_ACTION,CHICAGO_SCORE,SACRAMENTO_SCORE
90,1,0:56.0,K. Hinrich enters the game for E. Moore,,33,23
91,1,0:56.0,D. Rose makes free throw 2 of 2,,34,23
92,1,0:40.0,,R. Gay misses 2-pt jump shot from 11 ft,34,23
93,1,0:40.0,Defensive rebound by B. Portis,,34,23
94,1,0:30.0,D. Rose misses 2-pt jump shot from 12 ft (block by K. Koufos),,34,23
95,1,0:30.0,,Defensive rebound by Team,34,23
96,1,0:30.0,Loose ball foul by D. Rose (drawn by B. McLemore),,34,23
97,1,0:09.0,,O. Casspi makes 2-pt jump shot from 8 ft,34,25
98,2,11:40.0,,D. Collison misses 3-pt jump shot from 24 ft,34,25
99,2,11:38.0,Defensive rebound by T. Gibson,,34,25
100,2,11:18.0,D. McDermott makes 3-pt jump shot from 24 ft (assist by K. Hinrich),,37,25
101,2,10:54.0,,D. Collison makes 2-pt layup from 2 ft,37,27
102,2,10:33.0,D. McDermott misses 3-pt jump shot from 25 ft,,37,27
103,2,10:33.0,Offensive rebound by K. Hinrich,,37,27
104,2,10:28.0,B. Portis makes 2-pt jump shot from 15 ft (assist by K. Hinrich),,39,27
105,2,10:20.0,,D. Collison makes 2-pt layup from 2 ft,39,29
106,2,9:59.0,A. Brooks misses 2-pt jump shot from 6 ft,,39,29
107,2,9:59.0,,Defensive rebound by O. Casspi,39,29
108,2,9:52.0,,O. Casspi misses 3-pt jump shot from 24 ft,39,29
109,2,9:51.0,Defensive rebound by T. Gibson,,39,29
110,2,9:47.0,Personal foul by B. McLemore (drawn by D. McDermott),,39,29
111,2,9:47.0,D. McDermott misses free throw 1 of 2,,39,29
112,2,9:47.0,Offensive rebound by Team,,39,29
113,2,9:47.0,,D. Cousins enters the game for K. Koufos,39,29
114,2,9:47.0,D. McDermott makes free throw 2 of 2,,40,29
115,2,9:32.0,,R. Gay misses 2-pt layup from 2 ft,40,29
116,2,9:31.0,Defensive rebound by K. Hinrich,,40,29
117,2,9:21.0,B. Portis misses 3-pt jump shot from 23 ft,,40,29
118,2,9:21.0,,Defensive rebound by O. Casspi,40,29
119,2,9:20.0,,Personal foul by T. Gibson (drawn by O. Casspi),40,29
120,2,9:02.0,,B. McLemore makes 3-pt jump shot from 22 ft (assist by R. Gay),40,32
121,2,8:46.0,T. Gibson makes 2-pt jump shot from 6 ft (assist by K. Hinrich),,42,32
122,2,8:31.0,,B. McLemore makes 2-pt layup from 3 ft,42,34
123,2,8:20.0,Turnover by B. Portis (lost ball; steal by B. McLemore),,42,34
124,2,8:17.0,,D. Collison makes 2-pt layup from 2 ft (assist by B. McLemore),42,36
125,2,8:17.0,Chicago full timeout,,42,36
126,2,8:17.0,E. Moore enters the game for D. McDermott,,42,36
127,2,8:17.0,,M. Belinelli enters the game for R. Gay,42,36
128,2,7:59.0,A. Brooks misses 2-pt jump shot from 17 ft,,42,36
129,2,7:58.0,,Defensive rebound by B. McLemore,42,36
130,2,7:42.0,,O. Casspi makes 3-pt jump shot from 25 ft (assist by D. Cousins),42,39
131,2,7:23.0,K. Hinrich makes 3-pt jump shot from 25 ft,,45,39
132,2,7:04.0,,Shooting foul by T. Gibson (drawn by D. Cousins),45,39
133,2,7:04.0,,D. Cousins makes free throw 1 of 2,45,40
134,2,7:04.0,P. Gasol enters the game for B. Portis,,45,40
135,2,7:04.0,T. Snell enters the game for A. Brooks,,45,40
136,2,7:04.0,,D. Cousins makes free throw 2 of 2,45,41
137,2,6:47.0,K. Hinrich misses 2-pt jump shot from 8 ft,,45,41
138,2,6:47.0,,Defensive rebound by O. Casspi,45,41
139,2,6:39.0,,D. Cousins misses 2-pt jump shot from 4 ft,45,41
140,2,6:37.0,Defensive rebound by T. Snell,,45,41
141,2,6:27.0,T. Snell misses 2-pt layup from 3 ft (block by O. Casspi),,45,41
142,2,6:26.0,Offensive rebound by T. Snell,,45,41
143,2,6:24.0,T. Snell makes 2-pt layup from 2 ft,,47,41
144,2,6:11.0,,D. Collison makes 2-pt jump shot from 5 ft,47,43
145,2,6:11.0,,Shooting foul by K. Hinrich (drawn by D. Collison),47,43
146,2,6:11.0,D. Rose enters the game for T. Gibson,,47,43
147,2,6:11.0,B. Portis enters the game for K. Hinrich,,47,43
148,2,6:11.0,,D. Collison misses free throw 1 of 1,47,43
149,2,6:10.0,Defensive rebound by P. Gasol,,47,43
150,2,5:46.0,T. Snell makes 2-pt jump shot from 18 ft (assist by P. Gasol),,49,43
151,2,5:38.0,,D. Cousins misses 2-pt jump shot from 5 ft,49,43
152,2,5:37.0,Defensive rebound by P. Gasol,,49,43
153,2,5:31.0,E. Moore misses 3-pt jump shot from 23 ft,,49,43
154,2,5:31.0,,Defensive rebound by B. McLemore,49,43
155,2,5:20.0,,D. Cousins makes 2-pt layup from 2 ft (assist by B. McLemore),49,45
156,2,5:03.0,P. Gasol misses 2-pt jump shot from 20 ft,,49,45
157,2,5:02.0,Offensive rebound by B. Portis,,49,45
158,2,4:59.0,B. Portis makes 2-pt layup from 3 ft,,51,45
159,2,4:45.0,,O. Casspi makes 2-pt jump shot from 6 ft (assist by D. Collison),51,47
160,2,4:35.0,,Technical foul by O. Casspi,51,47
161,2,4:35.0,Technical foul by B. Portis,,51,47
162,2,4:35.0,Official timeout,,51,47
163,2,4:35.0,D. McDermott enters the game for B. Portis,,51,47
164,2,4:35.0,,W. Cauley-Stein enters the game for O. Casspi,51,47
165,2,4:35.0,,R. Rondo enters the game for B. McLemore,51,47
166,2,4:30.0,D. Rose misses 2-pt jump shot from 10 ft,,51,47
167,2,4:29.0,,Defensive rebound by W. Cauley-Stein,51,47
168,2,4:11.0,Loose ball foul by D. McDermott (drawn by W. Cauley-Stein),,51,47
169,2,3:57.0,,D. Collison misses 3-pt jump shot from 28 ft,51,47
170,2,3:56.0,Defensive rebound by D. McDermott,,51,47
171,2,3:44.0,P. Gasol misses 2-pt layup from 3 ft,,51,47
172,2,3:42.0,Offensive rebound by P. Gasol,,51,47
173,2,3:42.0,P. Gasol makes 2-pt layup from 1 ft,,53,47
174,2,3:27.0,,M. Belinelli misses 2-pt jump shot from 15 ft,53,47
175,2,3:26.0,Defensive rebound by P. Gasol,,53,47
176,2,3:23.0,T. Snell makes 2-pt dunk at rim (assist by D. Rose),,55,47
177,2,3:04.0,,D. Cousins misses 2-pt jump shot from 20 ft,55,47
178,2,3:03.0,Defensive rebound by T. Snell,,55,47
179,2,2:56.0,D. McDermott makes 2-pt jump shot from 15 ft (assist by D. Rose),,57,47
180,2,2:39.0,,R. Rondo misses 2-pt layup from 2 ft,57,47
181,2,2:38.0,Defensive rebound by D. Rose,,57,47
182,2,2:28.0,Turnover by P. Gasol (bad pass; steal by D. Cousins),,57,47
183,2,2:14.0,,M. Belinelli makes 3-pt jump shot from 23 ft (assist by D. Cousins),57,50
184,2,2:00.0,Personal foul by W. Cauley-Stein (drawn by P. Gasol),,57,50
185,2,2:00.0,,Sacramento full timeout,57,50
186,2,2:00.0,,R. Gay enters the game for W. Cauley-Stein,57,50
187,2,2:00.0,,B. McLemore enters the game for D. Collison,57,50
188,2,1:56.0,P. Gasol misses 2-pt layup from 2 ft,,57,50
189,2,1:55.0,,Defensive rebound by B. McLemore,57,50
190,2,1:44.0,,D. Cousins misses 3-pt jump shot from 24 ft,57,50
191,2,1:43.0,Defensive rebound by T. Snell,,57,50
192,2,1:35.0,Shooting foul by D. Cousins (drawn by D. Rose),,57,50
193,2,1:35.0,D. Rose makes free throw 1 of 2,,58,50
194,2,1:35.0,D. Rose misses free throw 2 of 2,,58,50
195,2,1:35.0,,Defensive rebound by R. Gay,58,50
196,2,1:19.0,,D. Cousins makes 2-pt jump shot from 19 ft (assist by R. Rondo),58,52
197,2,1:07.0,P. Gasol misses 2-pt jump shot from 4 ft,,58,52
198,2,1:06.0,,Defensive rebound by D. Cousins,58,52
199,2,1:03.0,,Turnover by D. Cousins (bad pass; steal by E. Moore),58,52
200,2,1:00.0,E. Moore makes 2-pt jump shot from 5 ft,,60,52
201,2,0:44.0,,R. Gay makes 2-pt layup from 3 ft,60,54
202,2,0:35.0,D. Rose misses 2-pt jump shot from 14 ft,,60,54
203,2,0:34.0,,Defensive rebound by M. Belinelli,60,54
204,2,0:26.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by D. Cousins),60,57
205,2,0:26.0,Chicago full timeout,,60,57
206,2,0:26.0,,K. Koufos enters the game for R. Gay,60,57
207,2,0:26.0,,O. Casspi enters the game for D. Cousins,60,57
208,2,0:00.0,E. Moore misses 2-pt jump shot from 15 ft,,60,57
209,2,0:00.0,Offensive rebound by Team,,60,57
210,3,11:33.0,,R. Gay misses 3-pt jump shot from 25 ft,60,57
211,3,11:32.0,,Offensive rebound by R. Rondo,60,57
212,3,11:31.0,,Turnover by R. Rondo (lost ball),60,57
213,3,11:12.0,Turnover by D. Rose (step out of bounds),,60,57
214,3,11:10.0,Violation by Team (jump ball),,60,57
215,3,11:01.0,,M. Belinelli misses 2-pt jump shot from 10 ft,60,57
216,3,10:59.0,,Offensive rebound by W. Cauley-Stein,60,57
217,3,10:59.0,,W. Cauley-Stein misses 2-pt layup from 3 ft,60,57
218,3,10:58.0,Defensive rebound by T. Snell,,60,57
219,3,10:48.0,T. Gibson misses 2-pt layup from 3 ft,,60,57
220,3,10:47.0,,Defensive rebound by D. Cousins,60,57
221,3,10:31.0,,M. Belinelli misses 3-pt jump shot from 23 ft,60,57
222,3,10:30.0,,Offensive rebound by R. Gay,60,57
223,3,10:27.0,,R. Gay makes 2-pt layup from 2 ft,60,59
224,3,10:08.0,Turnover by T. Gibson (bad pass; steal by M. Belinelli),,60,59
225,3,10:00.0,,Shooting foul by T. Gibson (drawn by D. Cousins),60,59
226,3,10:00.0,,D. Cousins makes free throw 1 of 2,60,60
227,3,10:00.0,,D. Cousins misses free throw 2 of 2,60,60
228,3,9:59.0,Defensive rebound by E. Moore,,60,60
229,3,9:38.0,P. Gasol misses 2-pt hook shot from 8 ft,,60,60
230,3,9:37.0,Offensive rebound by Team,,60,60
231,3,9:35.0,P. Gasol misses 2-pt jump shot from 4 ft (block by W. Cauley-Stein),,60,60
232,3,9:33.0,,Defensive rebound by D. Cousins,60,60
233,3,9:20.0,,W. Cauley-Stein makes 2-pt hook shot from 5 ft (assist by D. Cousins),60,62
234,3,9:06.0,D. Rose makes 2-pt jump shot from 11 ft,,62,62
235,3,8:55.0,,Personal foul by E. Moore (drawn by R. Gay),62,62
236,3,8:49.0,,M. Belinelli misses 2-pt jump shot from 4 ft,62,62
237,3,8:48.0,Defensive rebound by P. Gasol,,62,62
238,3,8:44.0,T. Gibson makes 2-pt dunk at rim (assist by E. Moore),,64,62
239,3,8:44.0,Shooting foul by W. Cauley-Stein (drawn by T. Gibson),,64,62
240,3,8:44.0,,Sacramento full timeout,64,62
241,3,8:44.0,T. Gibson makes free throw 1 of 1,,65,62
242,3,8:26.0,,R. Gay misses 2-pt jump shot from 5 ft,65,62
243,3,8:26.0,Defensive rebound by P. Gasol,,65,62
244,3,8:17.0,Turnover by D. Rose (bad pass; steal by D. Cousins),,65,62
245,3,8:16.0,,Personal foul by E. Moore (drawn by D. Cousins),65,62
246,3,7:47.0,,Turnover by Team (shot clock),65,62
247,3,7:31.0,T. Gibson makes 2-pt hook shot from 4 ft (assist by P. Gasol),,67,62
248,3,7:09.0,,R. Rondo misses 3-pt jump shot from 24 ft,67,62
249,3,7:08.0,,Offensive rebound by R. Gay,67,62
250,3,7:03.0,,R. Gay makes 2-pt jump shot from 8 ft,67,64
251,3,6:53.0,Turnover by P. Gasol (bad pass; steal by R. Rondo),,67,64
252,3,6:53.0,,Personal foul by P. Gasol (drawn by R. Rondo),67,64
253,3,6:53.0,,K. Koufos enters the game for W. Cauley-Stein,67,64
254,3,6:35.0,,Turnover by R. Rondo (lost ball),67,64
255,3,6:18.0,T. Gibson makes 2-pt dunk at rim (assist by E. Moore),,69,64
256,3,6:03.0,,Turnover by D. Cousins (bad pass; steal by D. Rose),69,64
257,3,6:02.0,Personal foul by M. Belinelli (drawn by D. Rose),,69,64
258,3,5:52.0,Offensive foul by P. Gasol (drawn by K. Koufos),,69,64
259,3,5:52.0,Turnover by P. Gasol (offensive foul),,69,64
260,3,5:38.0,,Turnover by M. Belinelli (lost ball),69,64
261,3,5:27.0,Turnover by P. Gasol (lost ball; steal by M. Belinelli),,69,64
262,3,5:26.0,,Turnover by M. Belinelli (step out of bounds),69,64
263,3,5:20.0,E. Moore misses 2-pt jump shot from 19 ft,,69,64
264,3,5:19.0,,Defensive rebound by K. Koufos,69,64
265,3,5:14.0,,Turnover by R. Rondo (bad pass; steal by T. Snell),69,64
266,3,5:09.0,E. Moore misses 2-pt layup from 3 ft (block by D. Cousins),,69,64
267,3,5:06.0,,Defensive rebound by D. Cousins,69,64
268,3,5:04.0,Offensive charge foul by R. Gay (drawn by D. Rose),,69,64
269,3,5:04.0,,Turnover by R. Gay (offensive foul),69,64
270,3,5:04.0,B. Portis enters the game for P. Gasol,,69,64
271,3,4:52.0,D. Rose misses 2-pt jump shot from 14 ft (block by R. Gay),,69,64
272,3,4:51.0,,Defensive rebound by M. Belinelli,69,64
273,3,4:40.0,,R. Gay makes 2-pt jump shot from 20 ft (assist by R. Rondo),69,66
274,3,4:40.0,Chicago full timeout,,69,66
275,3,4:40.0,D. McDermott enters the game for T. Snell,,69,66
276,3,4:40.0,,O. Casspi enters the game for K. Koufos,69,66
277,3,4:24.0,D. Rose misses 2-pt jump shot from 18 ft,,69,66
278,3,4:23.0,,Defensive rebound by O. Casspi,69,66
279,3,4:18.0,,R. Rondo misses 2-pt layup from 3 ft,69,66
280,3,4:15.0,Defensive rebound by D. McDermott,,69,66
281,3,4:05.0,E. Moore makes 3-pt jump shot from 25 ft (assist by T. Gibson),,72,66
282,3,3:48.0,,D. Cousins makes 2-pt jump shot from 20 ft (assist by R. Rondo),72,68
283,3,3:32.0,D. Rose makes 2-pt jump shot from 12 ft,,74,68
284,3,3:18.0,,D. Cousins makes 2-pt jump shot from 19 ft (assist by R. Rondo),74,70
285,3,3:01.0,D. Rose misses 2-pt jump shot from 16 ft,,74,70
286,3,3:00.0,,Defensive rebound by R. Gay,74,70
287,3,2:48.0,,R. Gay misses 2-pt jump shot from 20 ft,74,70
288,3,2:47.0,Defensive rebound by E. Moore,,74,70
289,3,2:34.0,B. Portis misses 2-pt jump shot from 19 ft,,74,70
290,3,2:32.0,,Defensive rebound by O. Casspi,74,70
291,3,2:27.0,,Shooting foul by B. Portis (drawn by D. Cousins),74,70
292,3,2:27.0,,D. Cousins makes free throw 1 of 2,74,71
293,3,2:27.0,P. Gasol enters the game for T. Gibson,,74,71
294,3,2:27.0,,D. Collison enters the game for R. Gay,74,71
295,3,2:27.0,,B. McLemore enters the game for M. Belinelli,74,71
296,3,2:27.0,,D. Cousins misses free throw 2 of 2,74,71
297,3,2:23.0,Defensive rebound by D. Rose,,74,71
298,3,2:03.0,E. Moore misses 2-pt jump shot from 11 ft,,74,71
299,3,2:02.0,Offensive rebound by E. Moore,,74,71
300,3,1:56.0,E. Moore makes 2-pt jump shot from 10 ft,,76,71
301,3,1:50.0,,O. Casspi misses 2-pt jump shot from 21 ft,76,71
302,3,1:49.0,Defensive rebound by D. Rose,,76,71
303,3,1:40.0,E. Moore makes 2-pt jump shot from 6 ft (assist by D. Rose),,78,71
304,3,1:23.0,,D. Cousins makes 2-pt layup from 3 ft (assist by O. Casspi),78,73
305,3,1:22.0,Chicago full timeout,,78,73
306,3,1:22.0,,K. Koufos enters the game for D. Cousins,78,73
307,3,1:04.0,Personal foul by R. Rondo (drawn by P. Gasol),,78,73
308,3,1:04.0,K. Hinrich enters the game for D. Rose,,78,73
309,3,1:00.0,D. McDermott misses 3-pt jump shot from 26 ft,,78,73
310,3,1:00.0,,Defensive rebound by O. Casspi,78,73
311,3,0:50.0,,O. Casspi misses 2-pt layup from 3 ft,78,73
312,3,0:49.0,Defensive rebound by P. Gasol,,78,73
313,3,0:40.0,P. Gasol makes 2-pt jump shot from 17 ft (assist by K. Hinrich),,80,73
314,3,0:25.0,,R. Rondo makes 2-pt jump shot from 19 ft,80,75
315,3,0:03.0,E. Moore misses 2-pt jump shot from 8 ft,,80,75
316,3,0:02.0,,Defensive rebound by K. Koufos,80,75
317,4,11:37.0,A. Brooks misses 3-pt jump shot from 27 ft,,80,75
318,4,11:37.0,,Defensive rebound by K. Koufos,80,75
319,4,11:34.0,,Personal foul by A. Brooks (drawn by R. Gay),80,75
320,4,11:23.0,,R. Gay misses 3-pt jump shot from 25 ft,80,75
321,4,11:22.0,Defensive rebound by K. Hinrich,,80,75
322,4,11:09.0,B. Portis makes 2-pt jump shot from 3 ft,,82,75
323,4,10:55.0,,D. Collison makes 2-pt jump shot from 18 ft,82,77
324,4,10:39.0,Shooting foul by R. Gay (drawn by T. Gibson),,82,77
325,4,10:39.0,T. Gibson makes free throw 1 of 2,,83,77
326,4,10:39.0,T. Gibson misses free throw 2 of 2,,83,77
327,4,10:39.0,,Defensive rebound by K. Koufos,83,77
328,4,10:15.0,,O. Casspi makes 3-pt jump shot from 25 ft,83,80
329,4,9:52.0,D. McDermott makes 3-pt jump shot from 27 ft (assist by K. Hinrich),,86,80
330,4,9:44.0,,B. McLemore misses 2-pt jump shot from 4 ft,86,80
331,4,9:43.0,Defensive rebound by B. Portis,,86,80
332,4,9:28.0,B. Portis misses 2-pt hook shot from 5 ft,,86,80
333,4,9:27.0,,Defensive rebound by R. Gay,86,80
334,4,9:19.0,,Turnover by B. McLemore (lost ball; steal by T. Gibson),86,80
335,4,9:02.0,A. Brooks makes 3-pt jump shot from 25 ft,,89,80
336,4,9:02.0,,Sacramento full timeout,89,80
337,4,9:02.0,,M. Belinelli enters the game for B. McLemore,89,80
338,4,8:38.0,,M. Belinelli misses 3-pt jump shot from 24 ft,89,80
339,4,8:37.0,Defensive rebound by A. Brooks,,89,80
340,4,8:22.0,D. McDermott misses 3-pt jump shot from 25 ft,,89,80
341,4,8:22.0,,Defensive rebound by K. Koufos,89,80
342,4,8:13.0,,Shooting foul by B. Portis (drawn by R. Gay),89,80
343,4,8:13.0,,R. Gay makes free throw 1 of 2,89,81
344,4,8:13.0,,D. Cousins enters the game for K. Koufos,89,81
345,4,8:13.0,P. Gasol enters the game for B. Portis,,89,81
346,4,8:13.0,,R. Gay makes free throw 2 of 2,89,82
347,4,7:59.0,D. McDermott misses 3-pt jump shot from 24 ft,,89,82
348,4,7:58.0,Offensive rebound by T. Gibson,,89,82
349,4,7:55.0,D. McDermott makes 2-pt dunk at rim (assist by T. Gibson),,91,82
350,4,7:38.0,,R. Gay misses 2-pt jump shot from 7 ft,91,82
351,4,7:38.0,Defensive rebound by P. Gasol,,91,82
352,4,7:38.0,Personal foul by R. Gay (drawn by P. Gasol),,91,82
353,4,7:38.0,,R. Rondo enters the game for O. Casspi,91,82
354,4,7:38.0,,W. Cauley-Stein enters the game for R. Gay,91,82
355,4,7:21.0,A. Brooks misses 2-pt jump shot from 8 ft,,91,82
356,4,7:21.0,Offensive rebound by Team,,91,82
357,4,7:17.0,P. Gasol misses 2-pt jump shot from 19 ft,,91,82
358,4,7:17.0,,Defensive rebound by M. Belinelli,91,82
359,4,7:08.0,,Def 3 sec tech foul by T. Gibson,91,82
360,4,7:08.0,,M. Belinelli makes technical free throw,91,83
361,4,7:01.0,,Turnover by D. Cousins (bad pass; steal by P. Gasol),91,83
362,4,6:51.0,P. Gasol makes 2-pt jump shot from 17 ft (assist by A. Brooks),,93,83
363,4,6:34.0,,R. Rondo misses 2-pt layup from 4 ft,93,83
364,4,6:34.0,Defensive rebound by T. Gibson,,93,83
365,4,6:22.0,A. Brooks misses 3-pt jump shot from 27 ft,,93,83
366,4,6:21.0,,Defensive rebound by D. Collison,93,83
367,4,6:17.0,,Shooting foul by K. Hinrich (drawn by D. Collison),93,83
368,4,6:17.0,,D. Collison makes free throw 1 of 2,93,84
369,4,6:17.0,D. Rose enters the game for K. Hinrich,,93,84
370,4,6:17.0,E. Moore enters the game for A. Brooks,,93,84
371,4,6:17.0,,D. Collison makes free throw 2 of 2,93,85
372,4,6:04.0,Turnover by P. Gasol (bad pass; steal by M. Belinelli),,93,85
373,4,6:03.0,,Personal foul by T. Gibson (drawn by M. Belinelli),93,85
374,4,5:45.0,,D. Cousins misses 2-pt layup from 2 ft,93,85
375,4,5:43.0,Defensive rebound by T. Gibson,,93,85
376,4,5:36.0,D. McDermott misses 2-pt jump shot from 8 ft (block by W. Cauley-Stein),,93,85
377,4,5:35.0,Offensive rebound by P. Gasol,,93,85
378,4,5:34.0,P. Gasol misses 2-pt layup from 1 ft,,93,85
379,4,5:32.0,,Defensive rebound by D. Cousins,93,85
380,4,5:27.0,,R. Rondo misses 2-pt layup from 3 ft,93,85
381,4,5:25.0,,Offensive rebound by D. Cousins,93,85
