,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,INDIANA_ACTION,OKLAHOMA CITY_SCORE,INDIANA_SCORE
102,2,9:36.0,,Personal foul by C. Payne,33,32
103,2,9:30.0,,Shooting foul by K. Durant (drawn by J. Hill),33,32
104,2,9:30.0,,J. Hill misses free throw 1 of 2,33,32
105,2,9:30.0,,Offensive rebound by Team,33,32
106,2,9:30.0,,J. Hill misses free throw 2 of 2,33,32
107,2,9:30.0,Defensive rebound by K. Durant,,33,32
108,2,9:18.0,E. Freedom makes 2-pt layup at rim (assist by R. Foye),,35,32
109,2,9:10.0,,Turnover by R. Stuckey (lost ball),35,32
110,2,8:55.0,R. Foye misses 2-pt jump shot from 19 ft,,35,32
111,2,8:55.0,,Defensive rebound by M. Ellis,35,32
112,2,8:47.0,,M. Ellis misses 2-pt jump shot from 7 ft,35,32
113,2,8:46.0,Defensive rebound by R. Foye,,35,32
114,2,8:41.0,C. Payne misses 2-pt layup from 1 ft,,35,32
115,2,8:41.0,,Defensive rebound by J. Hill,35,32
116,2,8:31.0,,J. Hill misses 2-pt layup at rim,35,32
117,2,8:31.0,Defensive rebound by E. Freedom,,35,32
118,2,8:24.0,E. Freedom misses 2-pt layup from 1 ft,,35,32
119,2,8:24.0,,Defensive rebound by J. Hill,35,32
120,2,8:16.0,,Turnover by M. Ellis (bad pass),35,32
121,2,8:16.0,Official timeout,,35,32
122,2,8:16.0,R. Westbrook enters the game for R. Foye,,35,32
123,2,8:16.0,A. Roberson enters the game for D. Waiters,,35,32
124,2,8:16.0,A. Morrow enters the game for C. Payne,,35,32
125,2,8:16.0,S. Ibaka enters the game for K. Durant,,35,32
126,2,8:16.0,,L. Allen enters the game for J. Hill,35,32
127,2,8:08.0,E. Freedom makes 2-pt layup from 1 ft (assist by R. Westbrook),,37,32
128,2,8:08.0,Shooting foul by L. Allen (drawn by E. Freedom),,37,32
129,2,8:08.0,,J. Hill enters the game for S. Hill,37,32
130,2,8:08.0,E. Freedom makes free throw 1 of 1,,38,32
131,2,7:55.0,,C. Miles misses 3-pt jump shot from 27 ft,38,32
132,2,7:54.0,Defensive rebound by R. Westbrook,,38,32
133,2,7:48.0,S. Ibaka makes 2-pt layup at rim (assist by R. Westbrook),,40,32
134,2,7:37.0,,M. Ellis makes 2-pt layup from 2 ft (assist by R. Stuckey),40,34
135,2,7:37.0,,Shooting foul by A. Roberson (drawn by M. Ellis),40,34
136,2,7:37.0,,M. Ellis makes free throw 1 of 1,40,35
137,2,7:30.0,Personal foul by M. Ellis,,40,35
138,2,7:23.0,E. Freedom makes 2-pt layup from 1 ft (assist by R. Westbrook),,42,35
139,2,7:06.0,,C. Miles misses 2-pt layup from 2 ft (block by E. Freedom),42,35
140,2,7:05.0,Defensive rebound by S. Ibaka,,42,35
141,2,6:50.0,S. Ibaka misses 3-pt jump shot from 22 ft,,42,35
142,2,6:50.0,Offensive rebound by R. Westbrook,,42,35
143,2,6:47.0,A. Morrow makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,45,35
144,2,6:46.0,,Indiana full timeout,45,35
145,2,6:46.0,,G. Hill enters the game for J. Hill,45,35
146,2,6:46.0,,M. Turner enters the game for R. Stuckey,45,35
147,2,6:46.0,,I. Mahinmi enters the game for C. Miles,45,35
148,2,6:46.0,,P. George enters the game for L. Allen,45,35
149,2,6:34.0,,I. Mahinmi misses 2-pt hook shot from 5 ft,45,35
150,2,6:33.0,Defensive rebound by S. Ibaka,,45,35
151,2,6:21.0,A. Morrow makes 2-pt jump shot from 9 ft,,47,35
152,2,6:06.0,,P. George makes 2-pt jump shot from 3 ft,47,37
153,2,5:44.0,Turnover by R. Westbrook (bad pass; steal by G. Hill),,47,37
154,2,5:41.0,,Shooting foul by A. Morrow (drawn by P. George),47,37
155,2,5:41.0,,P. George makes 2-pt layup from 1 ft (assist by G. Hill),47,39
156,2,5:41.0,K. Durant enters the game for A. Morrow,,47,39
157,2,5:41.0,,P. George makes free throw 1 of 1,47,40
158,2,5:20.0,S. Ibaka makes 2-pt jump shot from 11 ft (assist by K. Durant),,49,40
159,2,5:05.0,,M. Ellis misses 3-pt jump shot from 25 ft,49,40
160,2,5:05.0,Defensive rebound by K. Durant,,49,40
161,2,5:02.0,Personal foul by M. Ellis,,49,40
162,2,5:02.0,A. Roberson makes free throw 1 of 2,,50,40
163,2,5:02.0,A. Roberson makes free throw 2 of 2,,51,40
164,2,4:50.0,,Shooting foul by E. Freedom (drawn by I. Mahinmi),51,40
165,2,4:50.0,,I. Mahinmi misses free throw 1 of 2,51,40
166,2,4:50.0,,Offensive rebound by Team,51,40
167,2,4:50.0,,I. Mahinmi misses free throw 2 of 2,51,40
168,2,4:50.0,Defensive rebound by K. Durant,,51,40
169,2,4:35.0,E. Freedom misses 3-pt jump shot from 23 ft,,51,40
170,2,4:34.0,,Defensive rebound by M. Turner,51,40
171,2,4:23.0,,I. Mahinmi misses 2-pt hook shot from 1 ft,51,40
172,2,4:22.0,Defensive rebound by K. Durant,,51,40
173,2,4:18.0,Shooting foul by I. Mahinmi (drawn by E. Freedom),,51,40
174,2,4:18.0,E. Freedom makes free throw 1 of 2,,52,40
175,2,4:18.0,E. Freedom makes free throw 2 of 2,,53,40
176,2,4:06.0,S. Adams enters the game for E. Freedom,,53,40
177,2,4:01.0,,P. George makes 2-pt dunk at rim,53,42
178,2,3:41.0,S. Adams makes 2-pt hook shot from 8 ft (assist by K. Durant),,55,42
179,2,3:30.0,,Personal foul by A. Roberson,55,42
180,2,3:30.0,,P. George makes free throw 1 of 2,55,43
181,2,3:30.0,,P. George makes free throw 2 of 2,55,44
182,2,3:18.0,K. Durant misses 3-pt jump shot from 24 ft,,55,44
183,2,3:18.0,Offensive rebound by Team,,55,44
184,2,3:18.0,,Loose ball foul by I. Mahinmi,55,44
185,2,3:18.0,S. Adams makes free throw 1 of 2,,56,44
186,2,3:18.0,S. Adams misses free throw 2 of 2,,56,44
187,2,3:18.0,,Defensive rebound by M. Ellis,56,44
188,2,3:03.0,,M. Turner makes 2-pt jump shot from 20 ft (assist by G. Hill),56,46
189,2,2:48.0,R. Westbrook misses 3-pt jump shot from 24 ft,,56,46
190,2,2:48.0,,Defensive rebound by M. Ellis,56,46
191,2,2:41.0,,G. Hill makes 2-pt jump shot from 20 ft,56,48
192,2,2:35.0,Oklahoma City full timeout,,56,48
193,2,2:29.0,Shooting foul by M. Turner (drawn by K. Durant),,56,48
194,2,2:29.0,K. Durant makes free throw 1 of 2,,57,48
195,2,2:29.0,K. Durant makes free throw 2 of 2,,58,48
196,2,2:17.0,,M. Turner makes 2-pt jump shot from 16 ft (assist by M. Ellis),58,50
197,2,1:59.0,Turnover by R. Westbrook (bad pass; steal by G. Hill),,58,50
198,2,1:54.0,,Personal foul by S. Ibaka,58,50
199,2,1:54.0,,P. George makes free throw 1 of 2,58,51
200,2,1:54.0,R. Foye enters the game for S. Ibaka,,58,51
201,2,1:54.0,,P. George makes free throw 2 of 2,58,52
202,2,1:44.0,A. Roberson makes 2-pt dunk at rim (assist by R. Westbrook),,60,52
203,2,1:24.0,,P. George misses 2-pt jump shot from 18 ft,60,52
204,2,1:22.0,Defensive rebound by K. Durant,,60,52
205,2,1:11.0,S. Adams makes 2-pt dunk at rim (assist by K. Durant),,62,52
206,2,1:11.0,,Indiana full timeout,62,52
207,2,0:58.0,,M. Turner misses 2-pt layup from 1 ft,62,52
208,2,0:58.0,Defensive rebound by K. Durant,,62,52
209,2,0:54.0,K. Durant makes 2-pt dunk at rim (assist by R. Westbrook),,64,52
210,2,0:41.0,,M. Turner misses 2-pt layup from 1 ft,64,52
211,2,0:40.0,,Offensive rebound by P. George,64,52
212,2,0:34.0,,M. Ellis misses 3-pt jump shot from 25 ft,64,52
213,2,0:33.0,Defensive rebound by R. Westbrook,,64,52
214,2,0:13.0,Turnover by R. Westbrook (lost ball),,64,52
215,2,0:02.0,,Shooting foul by R. Westbrook (drawn by G. Hill),64,52
216,2,0:02.0,,G. Hill makes free throw 1 of 2,64,53
217,2,0:02.0,,S. Hill enters the game for M. Ellis,64,53
218,2,0:02.0,,L. Allen enters the game for I. Mahinmi,64,53
219,2,0:02.0,,G. Hill makes free throw 2 of 2,64,54
220,2,0:02.0,Oklahoma City full timeout,,64,54
221,2,0:02.0,A. Morrow enters the game for A. Roberson,,64,54
222,2,0:02.0,,R. Stuckey enters the game for M. Turner,64,54
223,2,0:00.0,K. Durant misses 3-pt jump shot from 25 ft,,64,54
224,2,0:00.0,Offensive rebound by Team,,64,54
225,3,11:42.0,,P. George makes 2-pt jump shot from 20 ft,64,56
226,3,11:27.0,K. Durant misses 3-pt jump shot from 27 ft,,64,56
227,3,11:27.0,,Defensive rebound by M. Turner,64,56
228,3,11:18.0,,I. Mahinmi makes 2-pt layup at rim (assist by M. Ellis),64,58
229,3,11:01.0,S. Ibaka makes 2-pt jump shot from 18 ft (assist by K. Durant),,66,58
230,3,10:45.0,,I. Mahinmi misses 2-pt layup from 1 ft (block by S. Ibaka),66,58
231,3,10:44.0,Defensive rebound by A. Roberson,,66,58
232,3,10:39.0,R. Westbrook misses 2-pt layup from 1 ft,,66,58
233,3,10:38.0,,Defensive rebound by P. George,66,58
234,3,10:29.0,,P. George misses 2-pt jump shot from 19 ft,66,58
235,3,10:28.0,,Offensive rebound by M. Ellis,66,58
236,3,10:21.0,,Shooting foul by K. Durant (drawn by I. Mahinmi),66,58
237,3,10:21.0,,I. Mahinmi makes free throw 1 of 2,66,59
238,3,10:21.0,,I. Mahinmi misses free throw 2 of 2,66,59
239,3,10:21.0,Defensive rebound by R. Westbrook,,66,59
240,3,9:57.0,R. Westbrook makes 3-pt jump shot from 30 ft (assist by A. Roberson),,69,59
241,3,9:43.0,,Personal foul by A. Roberson,69,59
242,3,9:32.0,,Turnover by M. Turner (traveling),69,59
243,3,9:17.0,S. Ibaka misses 2-pt jump shot from 6 ft,,69,59
244,3,9:15.0,Offensive rebound by S. Adams,,69,59
245,3,9:15.0,S. Adams misses 2-pt layup from 1 ft,,69,59
246,3,9:14.0,,Defensive rebound by M. Turner,69,59
247,3,8:56.0,,P. George makes 2-pt jump shot from 19 ft (assist by G. Hill),69,61
248,3,8:42.0,K. Durant makes 2-pt jump shot from 14 ft (assist by R. Westbrook),,71,61
249,3,8:26.0,,I. Mahinmi makes 2-pt hook shot from 4 ft (assist by M. Ellis),71,63
250,3,8:12.0,R. Westbrook misses 3-pt jump shot from 25 ft,,71,63
251,3,8:12.0,,Defensive rebound by I. Mahinmi,71,63
252,3,8:12.0,Loose ball foul by A. Roberson,,71,63
253,3,8:12.0,D. Waiters enters the game for A. Roberson,,71,63
254,3,7:55.0,,Turnover by I. Mahinmi (lost ball; steal by K. Durant),71,63
255,3,7:50.0,Turnover by R. Westbrook (bad pass; steal by P. George),,71,63
256,3,7:46.0,,Shooting block foul by S. Adams (drawn by P. George),71,63
257,3,7:46.0,Oklahoma City full timeout,,71,63
258,3,7:46.0,R. Foye enters the game for S. Ibaka,,71,63
259,3,7:46.0,,P. George makes free throw 1 of 2,71,64
260,3,7:46.0,,P. George makes free throw 2 of 2,71,65
261,3,7:31.0,S. Adams makes 2-pt layup from 1 ft (assist by K. Durant),,73,65
262,3,7:13.0,,Turnover by M. Ellis (bad pass; steal by S. Adams),73,65
263,3,7:05.0,Turnover by R. Foye (bad pass; steal by M. Ellis),,73,65
264,3,7:01.0,,M. Ellis makes 2-pt layup at rim (assist by G. Hill),73,67
265,3,6:46.0,R. Foye makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,76,67
266,3,6:29.0,,I. Mahinmi misses 2-pt layup from 1 ft,76,67
267,3,6:28.0,Defensive rebound by K. Durant,,76,67
268,3,6:18.0,Shooting foul by I. Mahinmi (drawn by K. Durant),,76,67
269,3,6:18.0,K. Durant makes free throw 1 of 2,,77,67
270,3,6:18.0,K. Durant makes free throw 2 of 2,,78,67
271,3,6:04.0,,Shooting foul by R. Foye (drawn by P. George),78,67
272,3,6:04.0,,P. George makes free throw 1 of 2,78,68
273,3,6:04.0,,P. George makes free throw 2 of 2,78,69
274,3,5:55.0,R. Foye misses 3-pt jump shot from 26 ft,,78,69
275,3,5:53.0,Offensive rebound by R. Westbrook,,78,69
276,3,5:49.0,D. Waiters misses 3-pt jump shot from 25 ft,,78,69
277,3,5:49.0,Offensive rebound by Team,,78,69
278,3,5:49.0,,Loose ball foul by M. Ellis,78,69
279,3,5:49.0,S. Ibaka enters the game for K. Durant,,78,69
280,3,5:35.0,D. Waiters makes 2-pt layup from 1 ft,,80,69
281,3,5:19.0,,G. Hill makes 3-pt jump shot from 25 ft (assist by P. George),80,72
282,3,5:05.0,R. Westbrook misses 3-pt jump shot from 27 ft,,80,72
283,3,5:04.0,Offensive rebound by R. Westbrook,,80,72
284,3,4:57.0,R. Westbrook misses 2-pt jump shot from 20 ft,,80,72
285,3,4:55.0,,Defensive rebound by Team,80,72
286,3,4:55.0,Loose ball foul by S. Adams,,80,72
287,3,4:55.0,,G. Hill makes free throw 1 of 2,80,73
288,3,4:55.0,,G. Hill makes free throw 2 of 2,80,74
289,3,4:33.0,D. Waiters misses 2-pt jump shot from 17 ft,,80,74
290,3,4:33.0,,Defensive rebound by Team,80,74
291,3,4:33.0,Loose ball foul by S. Ibaka,,80,74
292,3,4:33.0,,P. George makes free throw 1 of 2,80,75
293,3,4:33.0,,P. George makes free throw 2 of 2,80,76
294,3,4:16.0,E. Freedom enters the game for S. Adams,,80,76
295,3,4:15.0,Turnover by D. Waiters (step out of bounds),,80,76
296,3,4:02.0,,M. Turner misses 2-pt layup from 2 ft (block by R. Foye),80,76
297,3,3:59.0,Defensive rebound by R. Westbrook,,80,76
298,3,3:55.0,R. Foye misses 3-pt jump shot from 26 ft,,80,76
299,3,3:54.0,,Defensive rebound by P. George,80,76
300,3,3:54.0,,M. Turner misses 2-pt layup at rim,80,76
301,3,3:54.0,,Offensive rebound by M. Turner,80,76
302,3,3:45.0,,Shooting foul by D. Waiters (drawn by M. Turner),80,76
303,3,3:45.0,,M. Turner makes free throw 1 of 2,80,77
304,3,3:45.0,,M. Turner makes free throw 2 of 2,80,78
305,3,3:31.0,R. Westbrook misses 2-pt jump shot from 19 ft,,80,78
306,3,3:30.0,,Defensive rebound by M. Turner,80,78
307,3,3:26.0,,Personal block foul by D. Waiters,80,78
308,3,3:26.0,,P. George misses free throw 1 of 2,80,78
309,3,3:26.0,,Offensive rebound by Team,80,78
310,3,3:26.0,,P. George makes free throw 2 of 2,80,79
311,3,3:11.0,Turnover by R. Westbrook (lost ball; steal by M. Ellis),,80,79
312,3,3:06.0,,G. Hill misses 2-pt layup at rim,80,79
313,3,3:05.0,Defensive rebound by E. Freedom,,80,79
314,3,2:59.0,R. Westbrook makes 3-pt jump shot from 22 ft (assist by D. Waiters),,83,79
315,3,2:58.0,,Indiana full timeout,83,79
316,3,2:58.0,K. Durant enters the game for R. Westbrook,,83,79
317,3,2:58.0,,R. Stuckey enters the game for M. Turner,83,79
318,3,2:58.0,,L. Allen enters the game for M. Ellis,83,79
319,3,2:45.0,,P. George misses 2-pt jump shot from 16 ft,83,79
320,3,2:44.0,Defensive rebound by S. Ibaka,,83,79
321,3,2:26.0,Turnover by D. Waiters (bad pass),,83,79
322,3,2:26.0,C. Payne enters the game for S. Ibaka,,83,79
323,3,2:22.0,,P. George makes 3-pt jump shot from 24 ft (assist by G. Hill),83,82
324,3,2:01.0,D. Waiters makes 2-pt jump shot from 21 ft,,85,82
325,3,1:37.0,,P. George makes 3-pt jump shot from 24 ft (assist by R. Stuckey),85,85
326,3,1:14.0,Offensive foul by E. Freedom (drawn by I. Mahinmi),,85,85
327,3,1:14.0,Turnover by E. Freedom (offensive foul),,85,85
328,3,1:00.0,,P. George misses 2-pt jump shot from 9 ft,85,85
329,3,1:00.0,,Offensive rebound by P. George,85,85
330,3,0:51.0,,P. George misses 2-pt jump shot from 18 ft,85,85
331,3,0:49.0,Defensive rebound by K. Durant,,85,85
332,3,0:37.0,Turnover by D. Waiters (bad pass; steal by P. George),,85,85
333,3,0:33.0,,P. George makes 2-pt layup at rim,85,87
334,3,0:11.0,K. Durant makes 3-pt jump shot from 26 ft,,88,87
335,3,0:01.0,,P. George misses 2-pt layup at rim (block by K. Durant),88,87
336,3,0:00.0,Defensive rebound by E. Freedom,,88,87
337,4,11:50.0,Personal foul by S. Hill,,88,87
338,4,11:50.0,A. Morrow enters the game for D. Waiters,,88,87
339,4,11:45.0,K. Durant makes 2-pt jump shot from 13 ft,,90,87
340,4,11:21.0,,R. Stuckey makes 2-pt jump shot from 19 ft (assist by S. Hill),90,89
341,4,11:03.0,E. Freedom misses 2-pt layup at rim (block by M. Turner),,90,89
342,4,11:03.0,,Defensive rebound by M. Turner,90,89
343,4,10:44.0,,R. Stuckey makes 2-pt jump shot from 18 ft,90,91
344,4,10:30.0,A. Morrow makes 2-pt jump shot from 18 ft,,92,91
345,4,10:05.0,,M. Ellis makes 3-pt jump shot from 23 ft (assist by R. Stuckey),92,94
346,4,10:05.0,Oklahoma City full timeout,,92,94
347,4,10:05.0,A. Roberson enters the game for C. Payne,,92,94
348,4,10:05.0,,P. George enters the game for S. Hill,92,94
349,4,9:51.0,E. Freedom misses 2-pt layup from 1 ft,,92,94
350,4,9:50.0,,Defensive rebound by L. Allen,92,94
351,4,9:35.0,,P. George misses 3-pt jump shot from 24 ft,92,94
352,4,9:33.0,,Offensive rebound by L. Allen,92,94
353,4,9:33.0,,L. Allen makes 2-pt layup at rim,92,96
354,4,9:13.0,Shooting foul by R. Stuckey (drawn by R. Foye),,92,96
355,4,9:13.0,R. Foye makes free throw 1 of 2,,93,96
356,4,9:13.0,R. Foye makes free throw 2 of 2,,94,96
357,4,9:02.0,,P. George misses 3-pt jump shot from 26 ft,94,96
358,4,9:00.0,Defensive rebound by K. Durant,,94,96
359,4,8:55.0,K. Durant makes 3-pt jump shot from 24 ft,,97,96
360,4,8:42.0,,Personal foul by A. Morrow,97,96
361,4,8:42.0,R. Westbrook enters the game for K. Durant,,97,96
362,4,8:28.0,,L. Allen makes 2-pt jump shot from 9 ft (assist by R. Stuckey),97,98
363,4,8:03.0,R. Foye makes 3-pt jump shot from 28 ft,,100,98
364,4,7:53.0,,Personal foul by R. Westbrook,100,98
365,4,7:53.0,S. Adams enters the game for R. Foye,,100,98
366,4,7:44.0,,M. Turner misses 2-pt jump shot from 9 ft,100,98
367,4,7:43.0,Defensive rebound by R. Westbrook,,100,98
368,4,7:24.0,Offensive foul by A. Morrow (drawn by R. Stuckey),,100,98
369,4,7:24.0,Turnover by A. Morrow (offensive foul),,100,98
370,4,7:24.0,,G. Hill enters the game for R. Stuckey,100,98
371,4,7:24.0,,I. Mahinmi enters the game for M. Turner,100,98
372,4,7:09.0,,M. Ellis misses 2-pt jump shot from 18 ft,100,98
373,4,7:08.0,Defensive rebound by R. Westbrook,,100,98
374,4,6:55.0,R. Westbrook misses 2-pt jump shot from 18 ft,,100,98
375,4,6:54.0,,Defensive rebound by G. Hill,100,98
376,4,6:32.0,,G. Hill misses 3-pt jump shot from 25 ft,100,98
377,4,6:30.0,Defensive rebound by R. Westbrook,,100,98
378,4,6:24.0,Oklahoma City full timeout,,100,98
379,4,6:24.0,R. Foye enters the game for S. Adams,,100,98
380,4,6:24.0,K. Durant enters the game for A. Morrow,,100,98
381,4,6:24.0,,M. Turner enters the game for L. Allen,100,98
382,4,6:15.0,K. Durant makes 2-pt jump shot from 19 ft (assist by R. Westbrook),,102,98
383,4,5:49.0,,Turnover by P. George (bad pass; steal by R. Foye),102,98
384,4,5:47.0,Shooting foul by G. Hill (drawn by R. Westbrook),,102,98
385,4,5:47.0,R. Westbrook makes free throw 1 of 2,,103,98
386,4,5:47.0,R. Westbrook makes free throw 2 of 2,,104,98
387,4,5:28.0,,I. Mahinmi misses 2-pt jump shot from 19 ft,104,98
388,4,5:28.0,Defensive rebound by E. Freedom,,104,98
389,4,5:13.0,K. Durant makes 2-pt jump shot from 19 ft (assist by R. Westbrook),,106,98
390,4,5:13.0,,Indiana full timeout,106,98
391,4,5:13.0,,S. Hill enters the game for M. Turner,106,98
