,QUARTER,TIME_REMAINING,HOUSTON_ACTION,CLEVELAND_ACTION,HOUSTON_SCORE,CLEVELAND_SCORE
398,4,8:28.0,Personal foul by I. Shumpert,,80,89
399,4,8:28.0,Official timeout,,80,89
400,4,8:28.0,,J. Smith enters the game for I. Shumpert,80,89
401,4,8:28.0,,K. Love enters the game for C. Frye,80,89
402,4,8:13.0,P. Beverley misses 2-pt jump shot from 21 ft,,80,89
403,4,8:13.0,Offensive rebound by Team,,80,89
404,4,8:13.0,Turnover by Team (shot clock),,80,89
405,4,7:48.0,,J. Smith misses 3-pt jump shot from 27 ft,80,89
406,4,7:48.0,Defensive rebound by C. Capela,,80,89
407,4,7:33.0,J. Harden misses 3-pt jump shot from 26 ft,,80,89
408,4,7:32.0,,Defensive rebound by T. Thompson,80,89
409,4,7:19.0,,Turnover by T. Thompson (bad pass; steal by C. Brewer),80,89
410,4,7:16.0,Shooting foul by M. Dellavedova (drawn by C. Brewer),,80,89
411,4,7:16.0,C. Brewer makes free throw 1 of 2,,81,89
412,4,7:16.0,,K. Irving enters the game for R. Jefferson,81,89
413,4,7:16.0,T. Ariza enters the game for C. Capela,,81,89
414,4,7:16.0,D. Howard enters the game for K. McDaniels,,81,89
415,4,7:16.0,C. Brewer misses free throw 2 of 2,,81,89
416,4,7:14.0,Offensive rebound by Team,,81,89
417,4,7:14.0,,Violation by M. Dellavedova (kicked ball),81,89
418,4,7:14.0,M. Beasley enters the game for C. Brewer,,81,89
419,4,6:57.0,M. Beasley makes 2-pt jump shot from 9 ft (assist by P. Beverley),,83,89
420,4,6:36.0,,T. Thompson makes 2-pt jump shot from 3 ft (assist by M. Dellavedova),83,91
421,4,6:28.0,Personal foul by T. Thompson,,83,91
422,4,6:28.0,J. Harden makes free throw 1 of 2,,84,91
423,4,6:28.0,J. Harden makes free throw 2 of 2,,85,91
424,4,6:15.0,,M. Dellavedova misses 3-pt jump shot from 25 ft,85,91
425,4,6:14.0,,Offensive rebound by T. Thompson,85,91
426,4,6:05.0,,K. Irving misses 3-pt jump shot from 24 ft,85,91
427,4,6:05.0,Defensive rebound by M. Beasley,,85,91
428,4,5:59.0,J. Harden makes 2-pt layup from 1 ft,,87,91
429,4,5:47.0,,K. Love misses 3-pt jump shot from 24 ft,87,91
430,4,5:47.0,Defensive rebound by P. Beverley,,87,91
431,4,5:37.0,Personal foul by T. Thompson,,87,91
432,4,5:37.0,,Cleveland full timeout,87,91
433,4,5:37.0,D. Howard makes free throw 1 of 2,,88,91
434,4,5:37.0,D. Howard misses free throw 2 of 2,,88,91
435,4,5:36.0,,Defensive rebound by K. Love,88,91
436,4,5:11.0,,J. Smith misses 2-pt jump shot from 17 ft,88,91
437,4,5:11.0,Defensive rebound by T. Ariza,,88,91
438,4,4:57.0,T. Ariza misses 3-pt jump shot from 25 ft,,88,91
439,4,4:57.0,,Defensive rebound by M. Dellavedova,88,91
440,4,4:46.0,,J. Smith misses 2-pt jump shot from 5 ft,88,91
441,4,4:46.0,Defensive rebound by T. Ariza,,88,91
442,4,4:38.0,M. Beasley makes 2-pt jump shot from 16 ft (assist by T. Ariza),,90,91
443,4,4:07.0,,M. Dellavedova misses 3-pt jump shot from 25 ft,90,91
444,4,4:07.0,Defensive rebound by M. Beasley,,90,91
445,4,4:03.0,Personal foul by M. Dellavedova,,90,91
446,4,4:03.0,D. Howard misses free throw 1 of 2,,90,91
447,4,4:03.0,Offensive rebound by Team,,90,91
448,4,4:03.0,,I. Shumpert enters the game for M. Dellavedova,90,91
449,4,4:03.0,D. Howard makes free throw 2 of 2,,91,91
450,4,3:51.0,,I. Shumpert misses 3-pt jump shot from 25 ft,91,91
451,4,3:51.0,Defensive rebound by D. Howard,,91,91
452,4,3:42.0,P. Beverley makes 3-pt jump shot from 24 ft (assist by J. Harden),,94,91
453,4,3:42.0,,Cleveland full timeout,94,91
454,4,3:28.0,,Turnover by I. Shumpert (bad pass),94,91
455,4,3:28.0,Personal foul by J. Smith,,94,91
456,4,3:28.0,D. Howard misses free throw 1 of 2,,94,91
457,4,3:28.0,Offensive rebound by Team,,94,91
458,4,3:28.0,D. Howard misses free throw 2 of 2,,94,91
459,4,3:26.0,,Defensive rebound by J. Smith,94,91
460,4,3:04.0,,J. Smith misses 3-pt jump shot from 25 ft,94,91
461,4,3:03.0,Defensive rebound by P. Beverley,,94,91
462,4,2:52.0,M. Beasley misses 3-pt jump shot from 25 ft,,94,91
463,4,2:51.0,,Defensive rebound by T. Thompson,94,91
464,4,2:44.0,,Shooting foul by P. Beverley (drawn by K. Irving),94,91
465,4,2:44.0,,K. Irving misses free throw 1 of 2,94,91
466,4,2:44.0,,Offensive rebound by Team,94,91
467,4,2:44.0,C. Brewer enters the game for D. Howard,,94,91
468,4,2:44.0,,K. Irving makes free throw 2 of 2,94,92
469,4,2:31.0,,Offensive charge foul by M. Beasley (drawn by K. Love),94,92
470,4,2:31.0,Turnover by M. Beasley (offensive foul),,94,92
471,4,2:31.0,D. Howard enters the game for C. Brewer,,94,92
472,4,2:17.0,,K. Irving makes 2-pt jump shot from 13 ft,94,94
473,4,2:13.0,Personal foul by K. Irving,,94,94
474,4,2:13.0,D. Howard makes free throw 1 of 2,,95,94
475,4,2:13.0,D. Howard misses free throw 2 of 2,,95,94
476,4,2:13.0,,Defensive rebound by T. Thompson,95,94
477,4,1:54.0,,I. Shumpert misses 2-pt jump shot from 15 ft,95,94
478,4,1:53.0,Defensive rebound by D. Howard,,95,94
479,4,1:42.0,J. Harden makes 3-pt jump shot from 24 ft,,98,94
480,4,1:30.0,,K. Irving makes 3-pt jump shot from 25 ft,98,97
481,4,1:04.0,J. Harden misses 3-pt jump shot from 24 ft,,98,97
482,4,1:03.0,,Defensive rebound by J. Smith,98,97
483,4,0:40.0,,T. Thompson misses 2-pt layup from 1 ft,98,97
484,4,0:39.0,Defensive rebound by M. Beasley,,98,97
485,4,0:17.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by P. Beverley),,101,97
486,4,0:17.0,,Cleveland full timeout,101,97
487,4,0:13.0,,K. Irving misses 2-pt jump shot from 17 ft,101,97
488,4,0:13.0,Defensive rebound by M. Beasley,,101,97
489,4,0:11.0,Personal foul by J. Smith,,101,97
490,4,0:11.0,J. Harden makes free throw 1 of 2,,102,97
491,4,0:11.0,J. Harden makes free throw 2 of 2,,103,97
492,4,0:11.0,,Cleveland full timeout,103,97
493,4,0:08.0,,Shooting foul by T. Ariza (drawn by K. Irving),103,97
494,4,0:08.0,,K. Irving makes free throw 1 of 3,103,98
495,4,0:08.0,,K. Irving makes free throw 2 of 3,103,99
496,4,0:08.0,,K. Irving makes free throw 3 of 3,103,100
497,4,0:08.0,Flagrant foul type 1 by T. Thompson,,103,100
498,4,0:08.0,D. Howard makes flagrant free throw 1 of 2,,104,100
499,4,0:08.0,D. Howard misses flagrant free throw 2 of 2,,104,100
500,4,0:08.0,Offensive rebound by Team,,104,100
501,4,0:08.0,Houston full timeout,,104,100
502,4,0:08.0,J. Terry enters the game for D. Howard,,104,100
503,4,0:05.0,Personal foul by J. Smith,,104,100
504,4,0:05.0,J. Harden makes free throw 1 of 2,,105,100
505,4,0:05.0,D. Howard enters the game for J. Terry,,105,100
506,4,0:05.0,J. Harden makes free throw 2 of 2,,106,100
