,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,DENVER_ACTION,WASHINGTON_SCORE,DENVER_SCORE
46,1,6:05.0,,Turnover by J. Sampson (traveling),14,14
47,1,6:05.0,,W. Barton enters the game for J. Sampson,14,14
48,1,5:52.0,G. Temple makes 3-pt jump shot from 24 ft (assist by J. Wall),,17,14
49,1,5:37.0,,Turnover by N. Jokić (bad pass),17,14
50,1,5:26.0,J. Wall misses 2-pt jump shot from 3 ft,,17,14
51,1,5:26.0,,Defensive rebound by N. Jokić,17,14
52,1,5:17.0,,G. Harris misses 2-pt layup from 1 ft,17,14
53,1,5:15.0,,Offensive rebound by G. Harris,17,14
54,1,5:09.0,,E. Mudiay misses 3-pt jump shot from 25 ft,17,14
55,1,5:09.0,Defensive rebound by G. Temple,,17,14
56,1,5:01.0,M. Morris misses 3-pt jump shot from 24 ft,,17,14
57,1,5:00.0,,Defensive rebound by N. Jokić,17,14
58,1,4:57.0,,Personal foul by M. Morris,17,14
59,1,4:57.0,,D. Arthur enters the game for K. Faried,17,14
60,1,4:57.0,R. Sessions enters the game for O. Porter,,17,14
61,1,4:48.0,,G. Harris makes 2-pt layup from 1 ft (assist by N. Jokić),17,16
62,1,4:35.0,Shooting foul by N. Jokić (drawn by N. Hilário),,17,16
63,1,4:35.0,N. Hilário misses free throw 1 of 2,,17,16
64,1,4:35.0,Offensive rebound by Team,,17,16
65,1,4:35.0,,J. Lauvergne enters the game for N. Jokić,17,16
66,1,4:35.0,N. Hilário misses free throw 2 of 2,,17,16
67,1,4:35.0,,Defensive rebound by D. Arthur,17,16
68,1,4:25.0,,Turnover by E. Mudiay (lost ball),17,16
69,1,4:11.0,R. Sessions misses 3-pt jump shot from 23 ft,,17,16
70,1,4:09.0,,Defensive rebound by W. Barton,17,16
71,1,4:03.0,,W. Barton makes 2-pt jump shot from 15 ft,17,18
72,1,3:44.0,N. Hilário misses 2-pt hook shot from 6 ft,,17,18
73,1,3:43.0,,Defensive rebound by J. Lauvergne,17,18
74,1,3:33.0,,D. Arthur misses 2-pt jump shot from 22 ft,17,18
75,1,3:33.0,,Offensive rebound by J. Lauvergne,17,18
76,1,3:30.0,,Turnover by J. Lauvergne (bad pass; steal by N. Hilário),17,18
77,1,3:26.0,M. Morris misses 2-pt layup from 2 ft,,17,18
78,1,3:24.0,,Defensive rebound by W. Barton,17,18
79,1,3:18.0,,D. Arthur makes 2-pt layup from 1 ft (assist by W. Barton),17,20
80,1,3:12.0,Washington full timeout,,17,20
81,1,3:12.0,,D. Augustin enters the game for E. Mudiay,17,20
82,1,3:12.0,J. Dudley enters the game for M. Morris,,17,20
83,1,3:01.0,R. Sessions misses 3-pt jump shot from 26 ft,,17,20
84,1,3:00.0,,Defensive rebound by J. Lauvergne,17,20
85,1,2:34.0,,D. Arthur misses 2-pt hook shot from 4 ft,17,20
86,1,2:34.0,Defensive rebound by J. Dudley,,17,20
87,1,2:29.0,Turnover by R. Sessions (lost ball; steal by G. Harris),,17,20
88,1,2:24.0,,G. Harris makes 2-pt layup from 1 ft,17,22
89,1,2:01.0,R. Sessions misses 2-pt layup from 2 ft,,17,22
90,1,2:00.0,,Defensive rebound by J. Lauvergne,17,22
91,1,1:52.0,,W. Barton misses 3-pt jump shot from 25 ft,17,22
92,1,1:50.0,Defensive rebound by G. Temple,,17,22
93,1,1:34.0,N. Hilário makes 2-pt jump shot from 11 ft (assist by J. Dudley),,19,22
94,1,1:15.0,,J. Lauvergne makes 2-pt layup from 1 ft (assist by D. Augustin),19,24
95,1,1:09.0,G. Temple makes 2-pt layup from 1 ft (assist by J. Wall),,21,24
96,1,0:55.0,,Turnover by D. Augustin (bad pass; steal by J. Dudley),21,24
97,1,0:50.0,J. Wall misses 2-pt layup at rim,,21,24
98,1,0:49.0,Offensive rebound by G. Temple,,21,24
99,1,0:48.0,Turnover by G. Temple (bad pass),,21,24
100,1,0:48.0,O. Porter enters the game for G. Temple,,21,24
101,1,0:42.0,M. Thornton enters the game for J. Wall,,21,24
102,1,0:38.0,,D. Augustin makes 3-pt jump shot from 24 ft (assist by D. Arthur),21,27
103,1,0:18.0,Turnover by N. Hilário (bad pass; steal by J. Lauvergne),,21,27
104,1,0:14.0,,Turnover by D. Arthur (lost ball; steal by O. Porter),21,27
105,1,0:13.0,J. Dudley makes 2-pt layup from 2 ft (assist by O. Porter),,23,27
106,1,0:01.0,,D. Augustin misses 3-pt jump shot from 23 ft,23,27
107,1,0:00.0,Defensive rebound by Team,,23,27
108,2,11:38.0,,D. Augustin misses 2-pt layup from 2 ft,23,27
109,2,11:38.0,Defensive rebound by R. Sessions,,23,27
110,2,11:33.0,R. Sessions makes 2-pt layup from 2 ft,,25,27
111,2,11:10.0,,W. Barton misses 2-pt jump shot from 19 ft,25,27
112,2,11:09.0,Defensive rebound by J. Dudley,,25,27
113,2,10:51.0,,Offensive charge foul by M. Thornton (drawn by W. Barton),25,27
114,2,10:51.0,Turnover by M. Thornton (offensive foul),,25,27
115,2,10:42.0,,W. Barton makes 2-pt jump shot from 17 ft,25,29
116,2,10:24.0,Personal foul by A. Toupane,,25,29
117,2,10:19.0,N. Hilário makes 2-pt hook shot from 4 ft,,27,29
118,2,10:06.0,,D. Arthur makes 2-pt layup from 2 ft (assist by W. Barton),27,31
119,2,9:46.0,N. Hilário misses 2-pt jump shot from 10 ft,,27,31
120,2,9:46.0,,Defensive rebound by D. Arthur,27,31
121,2,9:30.0,,Turnover by D. Augustin (lost ball; steal by O. Porter),27,31
122,2,9:26.0,O. Porter misses 2-pt layup from 2 ft (block by D. Arthur),,27,31
123,2,9:25.0,Offensive rebound by O. Porter,,27,31
124,2,9:24.0,O. Porter misses 2-pt layup from 2 ft (block by W. Barton),,27,31
125,2,9:23.0,,Defensive rebound by W. Barton,27,31
126,2,9:22.0,,Personal foul by J. Dudley,27,31
127,2,9:22.0,M. Gortat enters the game for N. Hilário,,27,31
128,2,9:15.0,,Turnover by D. Augustin (bad pass; steal by M. Thornton),27,31
129,2,9:10.0,R. Sessions makes 2-pt dunk at rim (assist by M. Thornton),,29,31
130,2,8:52.0,,J. Lauvergne misses 2-pt hook shot from 3 ft,29,31
131,2,8:50.0,,Offensive rebound by D. Arthur,29,31
132,2,8:50.0,,D. Arthur makes 2-pt layup from 1 ft,29,33
133,2,8:40.0,O. Porter misses 3-pt jump shot from 24 ft,,29,33
134,2,8:39.0,,Defensive rebound by J. Lauvergne,29,33
135,2,8:32.0,,D. Augustin misses 3-pt jump shot from 25 ft,29,33
136,2,8:31.0,Defensive rebound by M. Thornton,,29,33
137,2,8:24.0,M. Thornton misses 2-pt jump shot from 6 ft,,29,33
138,2,8:23.0,Offensive rebound by M. Gortat,,29,33
139,2,8:22.0,M. Gortat misses 2-pt layup from 2 ft,,29,33
140,2,8:21.0,,Defensive rebound by Team,29,33
141,2,8:21.0,Official timeout,,29,33
142,2,8:21.0,,J. Nurkić enters the game for J. Lauvergne,29,33
143,2,8:07.0,,W. Barton makes 2-pt jump shot from 6 ft,29,35
144,2,7:48.0,M. Gortat misses 2-pt layup from 2 ft (block by A. Toupane),,29,35
145,2,7:48.0,Offensive rebound by Team,,29,35
146,2,7:44.0,O. Porter makes 3-pt jump shot from 23 ft (assist by J. Dudley),,32,35
147,2,7:24.0,,D. Arthur misses 2-pt jump shot from 22 ft,32,35
148,2,7:24.0,Defensive rebound by R. Sessions,,32,35
149,2,7:18.0,Turnover by R. Sessions (bad pass; steal by A. Toupane),,32,35
150,2,7:15.0,,Personal take foul by O. Porter,32,35
151,2,7:07.0,,D. Augustin misses 3-pt jump shot from 25 ft,32,35
152,2,7:06.0,,Offensive rebound by J. Nurkić,32,35
153,2,7:00.0,,J. Nurkić misses 2-pt hook shot from 4 ft,32,35
154,2,6:59.0,Defensive rebound by R. Sessions,,32,35
155,2,6:49.0,M. Thornton misses 3-pt jump shot from 24 ft,,32,35
156,2,6:48.0,,Defensive rebound by J. Nurkić,32,35
157,2,6:34.0,,D. Arthur misses 2-pt jump shot from 4 ft,32,35
158,2,6:34.0,,Offensive rebound by Team,32,35
159,2,6:34.0,Loose ball foul by M. Gortat,,32,35
160,2,6:34.0,J. Wall enters the game for R. Sessions,,32,35
161,2,6:34.0,G. Temple enters the game for M. Thornton,,32,35
162,2,6:33.0,J. Hickson enters the game for M. Gortat,,32,35
163,2,6:22.0,,D. Arthur makes 3-pt jump shot from 27 ft (assist by D. Augustin),32,38
164,2,6:12.0,J. Dudley makes 2-pt layup from 2 ft (assist by J. Wall),,34,38
165,2,5:48.0,,Turnover by J. Nurkić (kicked ball),34,38
166,2,5:48.0,,Denver full timeout,34,38
167,2,5:48.0,,K. Faried enters the game for D. Arthur,34,38
168,2,5:38.0,J. Dudley misses 2-pt jump shot from 17 ft,,34,38
169,2,5:37.0,Offensive rebound by J. Hickson,,34,38
170,2,5:34.0,J. Hickson misses 2-pt jump shot from 5 ft (block by A. Toupane),,34,38
171,2,5:32.0,,Defensive rebound by D. Augustin,34,38
172,2,5:21.0,,Turnover by W. Barton (traveling),34,38
173,2,5:21.0,M. Morris enters the game for J. Dudley,,34,38
174,2,5:10.0,J. Wall misses 2-pt jump shot from 15 ft,,34,38
175,2,5:09.0,,Defensive rebound by W. Barton,34,38
176,2,4:57.0,Offensive charge foul by J. Nurkić (drawn by M. Morris),,34,38
177,2,4:57.0,,Turnover by J. Nurkić (offensive foul),34,38
178,2,4:57.0,,E. Mudiay enters the game for W. Barton,34,38
179,2,4:57.0,,G. Harris enters the game for A. Toupane,34,38
180,2,4:42.0,G. Temple misses 3-pt jump shot from 22 ft,,34,38
181,2,4:41.0,,Defensive rebound by K. Faried,34,38
182,2,4:32.0,,Turnover by K. Faried (bad pass; steal by O. Porter),34,38
183,2,4:26.0,Shooting foul by J. Nurkić (drawn by J. Hickson),,34,38
184,2,4:26.0,J. Hickson makes free throw 1 of 2,,35,38
185,2,4:26.0,J. Hickson makes free throw 2 of 2,,36,38
186,2,4:06.0,,D. Augustin makes 2-pt layup from 2 ft,36,40
187,2,3:51.0,J. Hickson makes 2-pt jump shot from 5 ft,,38,40
188,2,3:51.0,Shooting foul by J. Nurkić (drawn by J. Hickson),,38,40
189,2,3:51.0,,N. Jokić enters the game for J. Nurkić,38,40
190,2,3:51.0,J. Hickson misses free throw 1 of 1,,38,40
191,2,3:50.0,Offensive rebound by Team,,38,40
192,2,3:49.0,Turnover by J. Hickson (traveling),,38,40
193,2,3:40.0,,Turnover by E. Mudiay (bad pass; steal by M. Morris),38,40
194,2,3:36.0,O. Porter misses 2-pt layup from 2 ft,,38,40
195,2,3:35.0,Offensive rebound by G. Temple,,38,40
196,2,3:34.0,G. Temple makes 2-pt layup from 2 ft,,40,40
197,2,3:34.0,,Denver full timeout,40,40
198,2,3:22.0,Technical foul by M. Morris,,40,40
199,2,3:22.0,,G. Harris makes technical free throw,40,41
200,2,3:10.0,,G. Harris misses 3-pt jump shot from 25 ft,40,41
201,2,3:09.0,Defensive rebound by J. Hickson,,40,41
202,2,3:01.0,,Technical foul by G. Harris,40,41
203,2,3:01.0,M. Morris makes technical free throw,,41,41
204,2,2:54.0,O. Porter makes 2-pt jump shot from 4 ft (assist by M. Morris),,43,41
205,2,2:35.0,,K. Faried misses 2-pt jump shot from 4 ft,43,41
206,2,2:34.0,Defensive rebound by J. Wall,,43,41
207,2,2:27.0,Turnover by M. Morris (traveling),,43,41
208,2,2:13.0,,E. Mudiay makes 2-pt layup from 1 ft,43,43
209,2,2:00.0,M. Morris misses 2-pt jump shot from 19 ft,,43,43
210,2,1:59.0,,Defensive rebound by N. Jokić,43,43
211,2,1:46.0,,Shooting foul by O. Porter (drawn by D. Augustin),43,43
212,2,1:46.0,,D. Augustin makes free throw 1 of 2,43,44
213,2,1:46.0,M. Thornton enters the game for O. Porter,,43,44
214,2,1:46.0,,D. Arthur enters the game for N. Jokić,43,44
215,2,1:46.0,,D. Augustin misses free throw 2 of 2,43,44
216,2,1:44.0,Defensive rebound by J. Hickson,,43,44
217,2,1:31.0,Shooting foul by E. Mudiay (drawn by J. Wall),,43,44
218,2,1:31.0,J. Wall makes free throw 1 of 2,,44,44
219,2,1:31.0,J. Wall makes free throw 2 of 2,,45,44
220,2,1:17.0,,K. Faried misses 2-pt hook shot from 3 ft,45,44
221,2,1:17.0,,Offensive rebound by K. Faried,45,44
222,2,1:17.0,,K. Faried makes 2-pt layup from 3 ft,45,46
223,2,1:02.0,M. Thornton makes 3-pt jump shot from 23 ft (assist by J. Wall),,48,46
224,2,0:57.0,,K. Faried makes 2-pt dunk at rim (assist by E. Mudiay),48,48
225,2,0:42.0,G. Temple misses 3-pt jump shot from 24 ft,,48,48
226,2,0:40.0,,Defensive rebound by G. Harris,48,48
227,2,0:35.0,,G. Harris makes 2-pt layup from 1 ft (assist by D. Augustin),48,50
228,2,0:31.0,J. Wall makes 2-pt layup from 2 ft,,50,50
229,2,0:10.0,Violation by M. Morris (def goaltending),,50,50
230,2,0:10.0,,K. Faried makes 2-pt hook shot from 4 ft (assist by E. Mudiay),50,52
231,2,0:03.0,J. Wall misses 2-pt jump shot from 15 ft,,50,52
232,2,0:02.0,Offensive rebound by M. Morris,,50,52
233,2,0:02.0,M. Morris misses 2-pt layup at rim,,50,52
234,2,0:01.0,Offensive rebound by J. Hickson,,50,52
235,2,0:01.0,J. Hickson misses 2-pt layup from 2 ft,,50,52
236,2,0:00.0,Offensive rebound by Team,,50,52
237,3,11:36.0,,E. Mudiay misses 3-pt jump shot from 26 ft,50,52
238,3,11:35.0,Defensive rebound by J. Wall,,50,52
239,3,11:23.0,M. Gortat misses 2-pt dunk at rim,,50,52
240,3,11:22.0,,Defensive rebound by J. Sampson,50,52
241,3,11:19.0,,Turnover by G. Harris (lost ball),50,52
242,3,11:05.0,Personal foul by J. Sampson,,50,52
243,3,10:55.0,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),,52,52
244,3,10:40.0,,E. Mudiay misses 2-pt jump shot from 6 ft (block by J. Wall),52,52
245,3,10:40.0,Offensive rebound by Team,,52,52
246,3,10:28.0,M. Morris makes 2-pt jump shot from 14 ft,,54,52
247,3,10:17.0,,Personal foul by M. Gortat,54,52
248,3,10:17.0,N. Hilário enters the game for M. Gortat,,54,52
249,3,10:06.0,,J. Sampson makes 3-pt jump shot from 24 ft (assist by N. Jokić),54,55
250,3,9:52.0,J. Wall misses 3-pt jump shot from 25 ft,,54,55
251,3,9:50.0,Offensive rebound by N. Hilário,,54,55
252,3,9:40.0,O. Porter makes 3-pt jump shot from 23 ft (assist by J. Wall),,57,55
253,3,9:21.0,,E. Mudiay misses 2-pt jump shot from 3 ft (block by M. Morris),57,55
254,3,9:20.0,Defensive rebound by M. Morris,,57,55
255,3,9:19.0,,Loose ball foul by K. Faried,57,55
256,3,9:11.0,Turnover by J. Wall (bad pass),,57,55
257,3,8:50.0,,K. Faried makes 2-pt jump shot from 17 ft (assist by G. Harris),57,57
258,3,8:31.0,Personal foul by N. Jokić,,57,57
259,3,8:23.0,O. Porter makes 2-pt layup from 1 ft (assist by N. Hilário),,59,57
260,3,8:23.0,,Denver full timeout,59,57
261,3,8:08.0,,J. Sampson misses 3-pt jump shot from 24 ft,59,57
262,3,8:07.0,Defensive rebound by G. Temple,,59,57
263,3,7:58.0,M. Morris misses 2-pt jump shot from 17 ft,,59,57
264,3,7:55.0,,Defensive rebound by G. Harris,59,57
265,3,7:35.0,,G. Harris misses 2-pt layup from 2 ft,59,57
266,3,7:35.0,Defensive rebound by N. Hilário,,59,57
267,3,7:28.0,Turnover by J. Wall (lost ball; steal by E. Mudiay),,59,57
268,3,7:23.0,,G. Harris makes 2-pt layup from 1 ft,59,59
269,3,6:58.0,N. Hilário misses 2-pt jump shot from 2 ft (block by G. Harris),,59,59
270,3,6:57.0,,Defensive rebound by Team,59,59
271,3,6:51.0,,Turnover by E. Mudiay (bad pass; steal by G. Temple),59,59
272,3,6:50.0,,Loose ball foul by E. Mudiay,59,59
273,3,6:28.0,M. Morris makes 2-pt jump shot from 13 ft,,61,59
274,3,6:09.0,,Shooting foul by M. Morris (drawn by J. Sampson),61,59
275,3,6:09.0,,J. Sampson misses free throw 1 of 2,61,59
276,3,6:09.0,,Offensive rebound by Team,61,59
277,3,6:09.0,,J. Sampson makes free throw 2 of 2,61,60
278,3,5:57.0,Shooting foul by G. Harris (drawn by N. Hilário),,61,60
279,3,5:57.0,N. Hilário misses free throw 1 of 2,,61,60
280,3,5:57.0,Offensive rebound by Team,,61,60
281,3,5:57.0,N. Hilário makes free throw 2 of 2,,62,60
282,3,5:36.0,,Personal foul by N. Hilário,62,60
283,3,5:23.0,,E. Mudiay makes 2-pt jump shot from 15 ft,62,62
284,3,5:08.0,Turnover by J. Wall (step out of bounds),,62,62
285,3,4:59.0,,Offensive foul by N. Jokić (drawn by G. Temple),62,62
286,3,4:59.0,,Turnover by N. Jokić (offensive foul),62,62
287,3,4:59.0,,J. Lauvergne enters the game for N. Jokić,62,62
288,3,4:48.0,J. Wall makes 2-pt layup from 2 ft,,64,62
289,3,4:48.0,Shooting foul by J. Lauvergne (drawn by J. Wall),,64,62
290,3,4:48.0,,W. Barton enters the game for J. Sampson,64,62
291,3,4:48.0,J. Wall makes free throw 1 of 1,,65,62
292,3,4:25.0,,J. Lauvergne misses 2-pt jump shot from 21 ft,65,62
293,3,4:23.0,Defensive rebound by N. Hilário,,65,62
294,3,4:19.0,,Violation by K. Faried (def goaltending),65,62
295,3,4:19.0,J. Wall makes 2-pt layup from 1 ft,,67,62
296,3,4:04.0,,Turnover by K. Faried (bad pass; steal by N. Hilário),67,62
297,3,4:01.0,O. Porter makes 2-pt layup from 1 ft,,69,62
298,3,4:01.0,Shooting foul by J. Lauvergne (drawn by O. Porter),,69,62
299,3,4:01.0,,D. Arthur enters the game for K. Faried,69,62
300,3,4:01.0,,J. Nurkić enters the game for J. Lauvergne,69,62
301,3,4:01.0,O. Porter makes free throw 1 of 1,,70,62
302,3,3:47.0,,W. Barton misses 2-pt layup from 2 ft (block by N. Hilário),70,62
303,3,3:45.0,Defensive rebound by J. Wall,,70,62
304,3,3:31.0,G. Temple misses 2-pt jump shot from 16 ft,,70,62
305,3,3:31.0,Offensive rebound by O. Porter,,70,62
306,3,3:31.0,O. Porter makes 2-pt layup at rim,,72,62
307,3,3:31.0,Shooting foul by E. Mudiay (drawn by O. Porter),,72,62
308,3,3:31.0,,D. Augustin enters the game for E. Mudiay,72,62
309,3,3:31.0,O. Porter misses free throw 1 of 1,,72,62
310,3,3:30.0,,Defensive rebound by W. Barton,72,62
311,3,3:20.0,,Personal foul by N. Hilário,72,62
312,3,3:20.0,M. Thornton enters the game for O. Porter,,72,62
313,3,3:20.0,J. Hickson enters the game for N. Hilário,,72,62
314,3,3:07.0,,D. Arthur misses 3-pt jump shot from 26 ft,72,62
315,3,3:06.0,,Offensive rebound by Team,72,62
316,3,3:06.0,,Personal foul by J. Hickson,72,62
317,3,3:06.0,,J. Nurkić misses free throw 1 of 2,72,62
318,3,3:06.0,,Offensive rebound by Team,72,62
319,3,3:06.0,J. Dudley enters the game for M. Morris,,72,62
320,3,3:06.0,,J. Nurkić makes free throw 2 of 2,72,63
321,3,2:49.0,Shooting foul by W. Barton (drawn by J. Hickson),,72,63
322,3,2:49.0,Washington full timeout,,72,63
323,3,2:49.0,J. Hickson makes free throw 1 of 2,,73,63
324,3,2:49.0,J. Hickson makes free throw 2 of 2,,74,63
325,3,2:33.0,,J. Nurkić misses 2-pt layup from 1 ft,74,63
326,3,2:33.0,Defensive rebound by J. Dudley,,74,63
327,3,2:30.0,,Violation by G. Harris (kicked ball),74,63
328,3,2:22.0,M. Thornton misses 3-pt jump shot from 22 ft,,74,63
329,3,2:21.0,,Defensive rebound by G. Harris,74,63
330,3,2:16.0,,G. Harris makes 2-pt layup from 2 ft,74,65
331,3,2:08.0,M. Thornton makes 2-pt jump shot from 13 ft,,76,65
332,3,1:50.0,,W. Barton misses 2-pt jump shot from 17 ft,76,65
333,3,1:50.0,,Offensive rebound by Team,76,65
334,3,1:50.0,Loose ball foul by G. Temple,,76,65
335,3,1:50.0,,J. Nurkić makes free throw 1 of 2,76,66
336,3,1:50.0,R. Sessions enters the game for G. Temple,,76,66
337,3,1:50.0,,J. Nurkić makes free throw 2 of 2,76,67
338,3,1:33.0,J. Wall misses 2-pt jump shot from 18 ft,,76,67
339,3,1:32.0,,Defensive rebound by D. Arthur,76,67
340,3,1:23.0,,Shooting foul by J. Dudley (drawn by J. Nurkić),76,67
341,3,1:23.0,,J. Nurkić makes free throw 1 of 2,76,68
342,3,1:23.0,,J. Nurkić makes free throw 2 of 2,76,69
343,3,1:11.0,J. Hickson makes 2-pt jump shot from 10 ft (assist by J. Wall),,78,69
344,3,1:00.0,,Personal foul by J. Hickson,78,69
345,3,1:00.0,,J. Nurkić makes free throw 1 of 2,78,70
346,3,1:00.0,,J. Nurkić makes free throw 2 of 2,78,71
347,3,0:46.0,J. Hickson makes 2-pt layup from 1 ft (assist by R. Sessions),,80,71
348,3,0:36.0,,J. Nurkić makes 2-pt layup from 2 ft (assist by D. Arthur),80,73
349,3,0:32.0,Shooting foul by D. Arthur (drawn by J. Wall),,80,73
350,3,0:32.0,J. Wall misses free throw 1 of 2,,80,73
351,3,0:32.0,Offensive rebound by Team,,80,73
352,3,0:32.0,J. Wall makes free throw 2 of 2,,81,73
353,3,0:21.0,,G. Harris misses 3-pt jump shot from 23 ft,81,73
354,3,0:18.0,,Offensive rebound by J. Nurkić,81,73
355,3,0:18.0,,J. Nurkić misses 2-pt layup from 1 ft,81,73
356,3,0:18.0,,Offensive rebound by D. Arthur,81,73
357,3,0:18.0,,Shooting foul by J. Dudley (drawn by D. Arthur),81,73
358,3,0:18.0,,D. Arthur makes free throw 1 of 2,81,74
359,3,0:18.0,,D. Arthur makes free throw 2 of 2,81,75
360,3,0:18.0,Washington full timeout,,81,75
361,3,0:18.0,,J. Sampson enters the game for J. Nurkić,81,75
362,3,0:00.0,J. Wall makes 2-pt jump shot from 14 ft,,83,75
363,4,11:44.0,J. Hickson misses 2-pt layup from 2 ft (block by J. Nurkić),,83,75
364,4,11:42.0,,Defensive rebound by D. Augustin,83,75
365,4,11:38.0,,W. Barton misses 3-pt jump shot from 24 ft,83,75
366,4,11:37.0,Defensive rebound by Team,,83,75
367,4,11:24.0,Shooting foul by D. Arthur (drawn by J. Dudley),,83,75
368,4,11:24.0,J. Dudley misses free throw 1 of 2,,83,75
369,4,11:24.0,Offensive rebound by Team,,83,75
370,4,11:24.0,J. Dudley makes free throw 2 of 2,,84,75
371,4,11:14.0,,J. Nurkić makes 2-pt layup from 2 ft (assist by D. Augustin),84,77
372,4,10:52.0,J. Wall makes 2-pt jump shot from 17 ft,,86,77
373,4,10:41.0,,Personal foul by R. Sessions,86,77
374,4,10:41.0,N. Hilário enters the game for J. Hickson,,86,77
375,4,10:35.0,,W. Barton makes 3-pt jump shot from 24 ft (assist by D. Augustin),86,80
376,4,10:21.0,J. Dudley misses 3-pt jump shot from 23 ft,,86,80
377,4,10:20.0,,Defensive rebound by Team,86,80
378,4,10:20.0,,Personal foul by M. Thornton,86,80
379,4,10:07.0,,D. Augustin makes 2-pt layup from 2 ft,86,82
380,4,9:49.0,N. Hilário misses 2-pt jump shot from 17 ft,,86,82
381,4,9:48.0,,Defensive rebound by W. Barton,86,82
382,4,9:33.0,,D. Augustin misses 3-pt jump shot from 26 ft,86,82
383,4,9:31.0,Defensive rebound by M. Thornton,,86,82
384,4,9:19.0,M. Thornton makes 3-pt jump shot from 24 ft (assist by J. Wall),,89,82
385,4,9:00.0,,D. Arthur makes 3-pt jump shot from 23 ft (assist by A. Toupane),89,85
386,4,8:41.0,Offensive foul by N. Hilário (drawn by A. Toupane),,89,85
387,4,8:41.0,Turnover by N. Hilário (offensive foul),,89,85
388,4,8:41.0,Official timeout,,89,85
389,4,8:41.0,G. Temple enters the game for R. Sessions,,89,85
390,4,8:30.0,,Personal foul by G. Temple,89,85
391,4,8:25.0,,J. Nurkić makes 2-pt dunk at rim (assist by D. Augustin),89,87
392,4,7:58.0,Turnover by Team (shot clock),,89,87
393,4,7:38.0,,J. Nurkić makes 2-pt dunk at rim (assist by D. Augustin),89,89
