,QUARTER,TIME_REMAINING,ATLANTA_ACTION,MEMPHIS_ACTION,ATLANTA_SCORE,MEMPHIS_SCORE
97,2,11:29.0,,J. Green misses 2-pt layup from 1 ft,29,36
98,2,11:27.0,,Offensive rebound by Team,29,36
99,2,11:19.0,,Turnover by M. Chalmers (lost ball; steal by K. Bazemore),29,36
100,2,11:03.0,M. Scott misses 2-pt jump shot from 10 ft,,29,36
101,2,11:01.0,,Defensive rebound by J. Green,29,36
102,2,10:51.0,,Personal foul by D. Schröder (drawn by J. Green),29,36
103,2,10:44.0,,C. Lee misses 2-pt jump shot from 13 ft,29,36
104,2,10:43.0,Defensive rebound by D. Schröder,,29,36
105,2,10:27.0,Personal foul by M. Chalmers (drawn by D. Schröder),,29,36
106,2,10:11.0,K. Bazemore misses 2-pt jump shot from 20 ft,,29,36
107,2,10:09.0,,Defensive rebound by J. Green,29,36
108,2,9:58.0,,C. Lee makes 3-pt jump shot from 22 ft (assist by V. Carter),29,39
109,2,9:41.0,M. Scott misses 2-pt layup at rim,,29,39
110,2,9:39.0,,Defensive rebound by J. Green,29,39
111,2,9:33.0,,C. Lee misses 3-pt jump shot from 25 ft,29,39
112,2,9:32.0,Defensive rebound by D. Schröder,,29,39
113,2,9:28.0,,Offensive charge foul by M. Scott (drawn by V. Carter),29,39
114,2,9:28.0,Turnover by M. Scott (offensive foul),,29,39
115,2,9:12.0,,J. Green misses 2-pt jump shot from 20 ft,29,39
116,2,9:11.0,Defensive rebound by D. Schröder,,29,39
117,2,9:02.0,Turnover by K. Bazemore (traveling),,29,39
118,2,8:51.0,,Turnover by M. Chalmers (lost ball; steal by D. Schröder),29,39
119,2,8:47.0,M. Scott makes 2-pt dunk at rim (assist by K. Bazemore),,31,39
120,2,8:47.0,,Memphis full timeout,31,39
121,2,8:47.0,,M. Barnes enters the game for J. Green,31,39
122,2,8:47.0,,M. Conley enters the game for M. Chalmers,31,39
123,2,8:32.0,,M. Barnes makes 2-pt jump shot from 8 ft (assist by C. Lee),31,41
124,2,8:18.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by M. Scott),,34,41
125,2,7:52.0,,M. Barnes misses 3-pt jump shot from 27 ft,34,41
126,2,7:51.0,Defensive rebound by M. Scott,,34,41
127,2,7:37.0,D. Schröder misses 3-pt jump shot from 24 ft,,34,41
128,2,7:37.0,Offensive rebound by M. Scott,,34,41
129,2,7:32.0,K. Bazemore makes 2-pt layup at rim,,36,41
130,2,7:11.0,,V. Carter makes 3-pt jump shot from 23 ft (assist by M. Conley),36,44
131,2,6:56.0,D. Schröder misses 3-pt jump shot from 25 ft,,36,44
132,2,6:56.0,,Defensive rebound by J. Green,36,44
133,2,6:42.0,,J. Green makes 2-pt jump shot from 13 ft (assist by M. Conley),36,46
134,2,6:13.0,T. Hardaway misses 2-pt jump shot from 18 ft,,36,46
135,2,6:11.0,,Defensive rebound by J. Green,36,46
136,2,6:03.0,,Shooting foul by K. Bazemore (drawn by M. Conley),36,46
137,2,6:03.0,,M. Conley makes free throw 1 of 2,36,47
138,2,6:03.0,,M. Gasol enters the game for J. Green,36,47
139,2,6:03.0,,T. Allen enters the game for C. Lee,36,47
140,2,6:03.0,K. Korver enters the game for A. Horford,,36,47
141,2,6:03.0,J. Teague enters the game for D. Schröder,,36,47
142,2,6:03.0,M. Muscala enters the game for T. Hardaway,,36,47
143,2,6:03.0,P. Millsap enters the game for M. Scott,,36,47
144,2,6:03.0,,M. Conley makes free throw 2 of 2,36,48
145,2,5:43.0,K. Bazemore misses 3-pt jump shot from 24 ft,,36,48
146,2,5:43.0,,Defensive rebound by M. Conley,36,48
147,2,5:34.0,,M. Conley misses 2-pt jump shot from 21 ft,36,48
148,2,5:33.0,Defensive rebound by M. Muscala,,36,48
149,2,5:21.0,P. Millsap misses 2-pt layup from 1 ft (block by V. Carter),,36,48
150,2,5:17.0,Offensive rebound by M. Muscala,,36,48
151,2,5:17.0,M. Muscala makes 2-pt layup from 1 ft,,38,48
152,2,4:55.0,,M. Barnes misses 3-pt jump shot from 25 ft,38,48
153,2,4:54.0,Defensive rebound by M. Muscala,,38,48
154,2,4:44.0,K. Bazemore makes 2-pt layup from 1 ft,,40,48
155,2,4:26.0,,M. Gasol misses 2-pt jump shot from 15 ft,40,48
156,2,4:25.0,Defensive rebound by P. Millsap,,40,48
157,2,4:14.0,Shooting foul by M. Barnes (drawn by P. Millsap),,40,48
158,2,4:14.0,Atlanta full timeout,,40,48
159,2,4:14.0,L. Patterson enters the game for K. Bazemore,,40,48
160,2,4:14.0,,J. Green enters the game for M. Barnes,40,48
161,2,4:14.0,P. Millsap misses free throw 1 of 2,,40,48
162,2,4:14.0,Offensive rebound by Team,,40,48
163,2,4:14.0,P. Millsap makes free throw 2 of 2,,41,48
164,2,4:01.0,Violation by J. Teague (kicked ball),,41,48
165,2,3:54.0,,V. Carter misses 3-pt jump shot from 25 ft,41,48
166,2,3:53.0,Defensive rebound by M. Muscala,,41,48
167,2,3:41.0,M. Muscala misses 3-pt jump shot from 25 ft,,41,48
168,2,3:41.0,,Defensive rebound by J. Green,41,48
169,2,3:36.0,Violation by P. Millsap (kicked ball),,41,48
170,2,3:23.0,,M. Gasol makes 2-pt hook shot at rim,41,50
171,2,2:57.0,L. Patterson misses 3-pt jump shot from 24 ft,,41,50
172,2,2:57.0,Offensive rebound by Team,,41,50
173,2,2:57.0,,Loose ball foul by J. Green (drawn by P. Millsap),41,50
174,2,2:57.0,Atlanta full timeout,,41,50
175,2,2:57.0,A. Horford enters the game for M. Muscala,,41,50
176,2,2:50.0,K. Korver makes 3-pt jump shot from 25 ft (assist by L. Patterson),,44,50
177,2,2:30.0,,T. Allen misses 2-pt jump shot from 5 ft,44,50
178,2,2:29.0,Defensive rebound by K. Korver,,44,50
179,2,2:24.0,K. Korver misses 3-pt jump shot from 24 ft,,44,50
180,2,2:24.0,Offensive rebound by Team,,44,50
181,2,2:24.0,,Loose ball foul by J. Green (drawn by P. Millsap),44,50
182,2,2:24.0,,J. Green enters the game for J. Green,44,50
183,2,2:18.0,Turnover by P. Millsap (lost ball; steal by T. Allen),,44,50
184,2,2:08.0,,V. Carter makes 3-pt jump shot from 26 ft (assist by J. Green),44,53
185,2,1:48.0,K. Korver makes 2-pt jump shot from 11 ft (assist by J. Teague),,46,53
186,2,1:32.0,,T. Allen misses 2-pt jump shot from 8 ft,46,53
187,2,1:31.0,Defensive rebound by A. Horford,,46,53
188,2,1:22.0,J. Teague makes 3-pt jump shot from 25 ft,,49,53
189,2,0:59.0,,Shooting foul by P. Millsap (drawn by M. Gasol),49,53
190,2,0:59.0,,M. Gasol makes free throw 1 of 2,49,54
191,2,0:59.0,,M. Gasol makes free throw 2 of 2,49,55
192,2,0:50.0,Offensive foul by K. Korver (drawn by M. Conley),,49,55
193,2,0:50.0,Turnover by K. Korver (offensive foul),,49,55
194,2,0:40.0,,V. Carter makes 3-pt jump shot from 25 ft (assist by M. Conley),49,58
195,2,0:31.0,L. Patterson misses 3-pt jump shot from 25 ft,,49,58
196,2,0:30.0,Offensive rebound by P. Millsap,,49,58
197,2,0:29.0,,Loose ball foul by V. Carter (drawn by P. Millsap),49,58
198,2,0:29.0,P. Millsap makes free throw 1 of 2,,50,58
199,2,0:29.0,,C. Lee enters the game for T. Allen,50,58
200,2,0:29.0,P. Millsap makes free throw 2 of 2,,51,58
201,2,0:08.0,,V. Carter misses 3-pt jump shot from 26 ft,51,58
202,2,0:07.0,Defensive rebound by P. Millsap,,51,58
203,2,0:01.0,P. Millsap makes 2-pt layup from 1 ft,,53,58
204,2,0:00.0,,M. Conley misses 3-pt jump shot from 62 ft,53,58
205,2,0:00.0,,Offensive rebound by Team,53,58
206,3,11:48.0,J. Teague makes 3-pt jump shot from 23 ft (assist by P. Millsap),,56,58
207,3,11:31.0,,M. Conley makes 3-pt jump shot from 25 ft (assist by M. Gasol),56,61
208,3,11:10.0,Personal foul by T. Allen (drawn by J. Teague),,56,61
209,3,11:04.0,A. Horford misses 2-pt jump shot from 17 ft,,56,61
210,3,11:03.0,,Defensive rebound by J. Green,56,61
211,3,10:50.0,Violation by K. Korver (kicked ball),,56,61
212,3,10:45.0,,T. Allen misses 2-pt layup at rim,56,61
213,3,10:43.0,Defensive rebound by P. Millsap,,56,61
214,3,10:35.0,K. Bazemore makes 2-pt layup from 1 ft,,58,61
215,3,10:17.0,,M. Gasol misses 2-pt layup at rim,58,61
216,3,10:16.0,Defensive rebound by P. Millsap,,58,61
217,3,10:07.0,K. Korver makes 3-pt jump shot from 24 ft (assist by P. Millsap),,61,61
218,3,9:43.0,Offensive charge foul by J. Green (drawn by K. Korver),,61,61
219,3,9:43.0,,Turnover by J. Green (offensive foul),61,61
220,3,9:28.0,A. Horford makes 2-pt jump shot from 21 ft (assist by J. Teague),,63,61
221,3,9:22.0,,Memphis full timeout,63,61
222,3,9:22.0,,V. Carter enters the game for J. Green,63,61
223,3,9:07.0,,M. Conley makes 3-pt jump shot from 25 ft (assist by M. Gasol),63,64
224,3,8:47.0,J. Teague misses 3-pt jump shot from 25 ft,,63,64
225,3,8:46.0,,Defensive rebound by V. Carter,63,64
226,3,8:24.0,,T. Allen misses 3-pt jump shot from 23 ft,63,64
227,3,8:23.0,Defensive rebound by J. Teague,,63,64
228,3,8:16.0,Personal foul by V. Carter (drawn by P. Millsap),,63,64
229,3,8:05.0,Shooting foul by M. Barnes (drawn by P. Millsap),,63,64
230,3,8:05.0,P. Millsap misses free throw 1 of 2,,63,64
231,3,8:05.0,Offensive rebound by Team,,63,64
232,3,8:05.0,P. Millsap makes free throw 2 of 2,,64,64
233,3,7:51.0,,Shooting foul by A. Horford (drawn by M. Gasol),64,64
234,3,7:51.0,,M. Gasol makes free throw 1 of 2,64,65
235,3,7:51.0,,M. Gasol misses free throw 2 of 2,64,65
236,3,7:50.0,Defensive rebound by P. Millsap,,64,65
237,3,7:41.0,Turnover by J. Teague (lost ball; steal by T. Allen),,64,65
238,3,7:36.0,,T. Allen misses 2-pt layup at rim,64,65
239,3,7:35.0,,Offensive rebound by M. Barnes,64,65
240,3,7:35.0,,M. Barnes makes 2-pt layup from 1 ft,64,67
241,3,7:19.0,K. Korver misses 3-pt jump shot from 22 ft,,64,67
242,3,7:18.0,,Defensive rebound by M. Gasol,64,67
243,3,7:05.0,,V. Carter misses 3-pt jump shot from 25 ft,64,67
244,3,7:04.0,Defensive rebound by K. Bazemore,,64,67
245,3,6:56.0,J. Teague makes 3-pt jump shot from 24 ft (assist by K. Bazemore),,67,67
246,3,6:32.0,,Shooting foul by A. Horford (drawn by M. Gasol),67,67
247,3,6:32.0,,M. Gasol makes free throw 1 of 2,67,68
248,3,6:32.0,M. Muscala enters the game for A. Horford,,67,68
249,3,6:32.0,L. Patterson enters the game for K. Bazemore,,67,68
250,3,6:32.0,,J. Green enters the game for M. Barnes,67,68
251,3,6:32.0,,M. Gasol makes free throw 2 of 2,67,69
252,3,6:23.0,P. Millsap makes 2-pt jump shot from 5 ft,,69,69
253,3,6:23.0,Shooting foul by J. Green (drawn by P. Millsap),,69,69
254,3,6:23.0,P. Millsap makes free throw 1 of 1,,70,69
255,3,6:05.0,,Turnover by T. Allen (bad pass; steal by J. Teague),70,69
256,3,6:04.0,Personal take foul by T. Allen (drawn by J. Teague),,70,69
257,3,6:04.0,J. Teague makes free throw 1 of 2,,71,69
258,3,6:04.0,J. Teague makes free throw 2 of 2,,72,69
259,3,5:43.0,,T. Allen makes 2-pt jump shot from 6 ft (assist by M. Conley),72,71
260,3,5:32.0,P. Millsap makes 2-pt jump shot from 13 ft (assist by J. Teague),,74,71
261,3,5:20.0,,M. Conley misses 2-pt layup from 1 ft,74,71
262,3,5:20.0,,Offensive rebound by Team,74,71
263,3,5:20.0,,Personal foul by L. Patterson (drawn by M. Conley),74,71
264,3,5:20.0,,M. Chalmers enters the game for T. Allen,74,71
265,3,5:04.0,,V. Carter misses 2-pt layup from 1 ft,74,71
266,3,5:03.0,,Offensive rebound by J. Green,74,71
267,3,5:03.0,,J. Green makes 2-pt layup from 1 ft,74,73
268,3,4:45.0,M. Muscala makes 2-pt jump shot from 18 ft (assist by J. Teague),,76,73
269,3,4:34.0,,Turnover by M. Chalmers (bad pass),76,73
270,3,4:34.0,D. Schröder enters the game for J. Teague,,76,73
271,3,4:34.0,,Technical foul by M. Gasol,76,73
272,3,4:34.0,K. Korver misses technical free throw,,76,73
273,3,4:34.0,Offensive rebound by Team,,76,73
274,3,4:26.0,Personal foul by V. Carter (drawn by D. Schröder),,76,73
275,3,4:26.0,D. Schröder makes free throw 1 of 2,,77,73
276,3,4:26.0,D. Schröder makes free throw 2 of 2,,78,73
277,3,4:10.0,,J. Green makes 2-pt layup from 1 ft (assist by M. Chalmers),78,75
278,3,3:49.0,M. Muscala misses 3-pt jump shot from 24 ft,,78,75
279,3,3:49.0,,Defensive rebound by V. Carter,78,75
280,3,3:41.0,,M. Chalmers misses 3-pt jump shot from 25 ft,78,75
281,3,3:40.0,Defensive rebound by P. Millsap,,78,75
282,3,3:30.0,K. Korver misses 3-pt jump shot from 25 ft,,78,75
283,3,3:29.0,,Defensive rebound by M. Chalmers,78,75
284,3,3:28.0,,Personal take foul by P. Millsap (drawn by M. Chalmers),78,75
285,3,3:19.0,,Personal foul by K. Korver (drawn by V. Carter),78,75
286,3,3:19.0,,V. Carter makes free throw 1 of 2,78,76
287,3,3:19.0,,C. Lee enters the game for M. Conley,78,76
288,3,3:19.0,,V. Carter makes free throw 2 of 2,78,77
289,3,3:15.0,Atlanta full timeout,,78,77
290,3,3:15.0,,J. Green enters the game for M. Gasol,78,77
291,3,3:06.0,P. Millsap misses 3-pt jump shot from 23 ft,,78,77
292,3,3:06.0,,Defensive rebound by V. Carter,78,77
293,3,2:45.0,,J. Green makes 2-pt jump shot from 18 ft (assist by M. Chalmers),78,79
294,3,2:34.0,Shooting foul by M. Chalmers (drawn by D. Schröder),,78,79
295,3,2:34.0,D. Schröder makes free throw 1 of 2,,79,79
296,3,2:34.0,A. Horford enters the game for P. Millsap,,79,79
297,3,2:34.0,K. Bazemore enters the game for K. Korver,,79,79
298,3,2:34.0,D. Schröder makes free throw 2 of 2,,80,79
299,3,2:27.0,,Personal foul by D. Schröder (drawn by M. Chalmers),80,79
300,3,2:27.0,,M. Chalmers misses free throw 1 of 2,80,79
301,3,2:27.0,,Offensive rebound by Team,80,79
302,3,2:27.0,,M. Chalmers makes free throw 2 of 2,80,80
303,3,2:15.0,Personal foul by M. Chalmers (drawn by A. Horford),,80,80
304,3,2:15.0,A. Horford makes free throw 1 of 2,,81,80
305,3,2:15.0,A. Horford makes free throw 2 of 2,,82,80
306,3,1:59.0,,Turnover by M. Chalmers (lost ball),82,80
307,3,1:46.0,K. Bazemore misses 3-pt jump shot from 25 ft,,82,80
308,3,1:46.0,,Defensive rebound by C. Lee,82,80
309,3,1:31.0,,J. Green misses 2-pt jump shot from 19 ft,82,80
310,3,1:30.0,,Offensive rebound by Team,82,80
311,3,1:25.0,,Turnover by M. Chalmers (offensive foul),82,80
312,3,1:25.0,,Offensive foul by M. Chalmers (drawn by D. Schröder),82,80
313,3,1:25.0,,M. Conley enters the game for M. Chalmers,82,80
314,3,1:07.0,A. Horford misses 2-pt jump shot from 19 ft,,82,80
315,3,1:07.0,,Defensive rebound by C. Lee,82,80
316,3,0:59.0,,V. Carter misses 3-pt jump shot from 25 ft,82,80
317,3,0:58.0,Defensive rebound by L. Patterson,,82,80
318,3,0:49.0,D. Schröder makes 3-pt jump shot from 24 ft,,85,80
319,3,0:37.0,,M. Conley makes 2-pt jump shot from 5 ft,85,82
320,3,0:32.0,Turnover by M. Muscala (traveling),,85,82
321,3,0:26.0,,J. Green misses 2-pt layup from 2 ft,85,82
322,3,0:24.0,Defensive rebound by A. Horford,,85,82
323,3,0:03.0,M. Muscala misses 3-pt jump shot from 22 ft,,85,82
324,3,0:02.0,,Defensive rebound by V. Carter,85,82
325,3,0:00.0,,V. Carter misses 3-pt jump shot from 73 ft,85,82
326,3,0:00.0,,Offensive rebound by Team,85,82
327,4,11:43.0,,M. Conley misses 2-pt jump shot from 11 ft,85,82
328,4,11:42.0,Defensive rebound by K. Bazemore,,85,82
329,4,11:30.0,Shooting foul by J. Green (drawn by K. Bazemore),,85,82
330,4,11:30.0,K. Bazemore makes free throw 1 of 2,,86,82
331,4,11:30.0,K. Bazemore makes free throw 2 of 2,,87,82
332,4,11:18.0,,Personal foul by K. Bazemore (drawn by J. Green),87,82
333,4,11:14.0,,Turnover by J. Green (illegal screen),87,82
334,4,11:02.0,A. Horford misses 2-pt jump shot from 21 ft,,87,82
335,4,11:01.0,,Defensive rebound by J. Green,87,82
336,4,10:50.0,,C. Lee makes 3-pt jump shot from 25 ft (assist by M. Conley),87,85
337,4,10:23.0,L. Patterson misses 3-pt jump shot from 22 ft,,87,85
338,4,10:22.0,,Defensive rebound by M. Gasol,87,85
339,4,10:02.0,,M. Conley makes 2-pt layup at rim,87,87
340,4,10:02.0,Atlanta full timeout,,87,87
341,4,10:02.0,P. Millsap enters the game for M. Muscala,,87,87
342,4,10:02.0,K. Korver enters the game for L. Patterson,,87,87
343,4,10:02.0,J. Teague enters the game for D. Schröder,,87,87
344,4,10:02.0,,M. Barnes enters the game for J. Green,87,87
345,4,9:41.0,A. Horford makes 2-pt layup at rim,,89,87
346,4,9:21.0,,Personal foul by J. Teague (drawn by M. Conley),89,87
347,4,9:08.0,,C. Lee misses 2-pt jump shot from 13 ft,89,87
348,4,9:08.0,,Offensive rebound by C. Lee,89,87
349,4,9:08.0,,Turnover by Team (shot clock),89,87
350,4,8:44.0,A. Horford makes 2-pt layup from 2 ft (assist by J. Teague),,91,87
351,4,8:24.0,,M. Conley misses 3-pt jump shot from 26 ft,91,87
352,4,8:23.0,Defensive rebound by K. Korver,,91,87
353,4,8:10.0,A. Horford makes 3-pt jump shot from 24 ft (assist by P. Millsap),,94,87
354,4,7:52.0,,M. Barnes misses 2-pt layup from 1 ft,94,87
355,4,7:50.0,Defensive rebound by P. Millsap,,94,87
356,4,7:42.0,A. Horford misses 3-pt jump shot from 24 ft,,94,87
357,4,7:42.0,,Defensive rebound by M. Barnes,94,87
358,4,7:28.0,,J. Green makes 2-pt layup from 2 ft,94,89
359,4,7:28.0,,Shooting foul by A. Horford (drawn by J. Green),94,89
360,4,7:28.0,M. Muscala enters the game for K. Bazemore,,94,89
361,4,7:28.0,L. Patterson enters the game for A. Horford,,94,89
362,4,7:28.0,,J. Green makes free throw 1 of 1,94,90
363,4,7:11.0,L. Patterson misses 3-pt jump shot from 24 ft,,94,90
364,4,7:11.0,,Defensive rebound by M. Gasol,94,90
365,4,6:49.0,,C. Lee misses 2-pt jump shot from 18 ft,94,90
366,4,6:49.0,Defensive rebound by P. Millsap,,94,90
367,4,6:34.0,J. Teague misses 3-pt jump shot from 25 ft,,94,90
368,4,6:33.0,,Defensive rebound by M. Gasol,94,90
369,4,6:26.0,,M. Barnes makes 3-pt jump shot from 22 ft (assist by M. Conley),94,93
370,4,6:10.0,Shooting foul by J. Green (drawn by P. Millsap),,94,93
371,4,6:10.0,P. Millsap makes free throw 1 of 2,,95,93
372,4,6:10.0,,J. Green enters the game for J. Green,95,93
373,4,6:10.0,P. Millsap makes free throw 2 of 2,,96,93
374,4,5:49.0,,J. Green misses 2-pt layup at rim (block by M. Muscala),96,93
375,4,5:49.0,Defensive rebound by Team,,96,93
376,4,5:49.0,Atlanta full timeout,,96,93
377,4,5:35.0,P. Millsap makes 2-pt layup from 1 ft (assist by M. Muscala),,98,93
378,4,5:21.0,,Personal foul by M. Muscala (drawn by M. Gasol),98,93
379,4,5:21.0,A. Horford enters the game for M. Muscala,,98,93
380,4,5:07.0,,M. Barnes misses 2-pt jump shot from 10 ft,98,93
381,4,5:04.0,Defensive rebound by A. Horford,,98,93
382,4,4:51.0,L. Patterson makes 2-pt layup from 2 ft (assist by P. Millsap),,100,93
383,4,4:40.0,,Personal foul by A. Horford (drawn by M. Conley),100,93
384,4,4:40.0,,M. Conley makes free throw 1 of 2,100,94
385,4,4:40.0,,M. Conley makes free throw 2 of 2,100,95
386,4,4:27.0,A. Horford makes 3-pt jump shot from 25 ft (assist by J. Teague),,103,95
387,4,4:16.0,,Turnover by M. Conley (bad pass; steal by K. Korver),103,95
388,4,4:08.0,Shooting foul by M. Gasol (drawn by P. Millsap),,103,95
389,4,4:08.0,P. Millsap makes free throw 1 of 2,,104,95
390,4,4:08.0,M. Muscala enters the game for A. Horford,,104,95
391,4,4:08.0,P. Millsap makes free throw 2 of 2,,105,95
392,4,4:06.0,,Memphis full timeout,105,95
393,4,3:59.0,,M. Gasol makes 2-pt jump shot from 5 ft (assist by M. Conley),105,97
