,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,WASHINGTON_ACTION,OKLAHOMA CITY_SCORE,WASHINGTON_SCORE
389,4,8:02.0,,R. Sessions misses 2-pt jump shot from 13 ft,106,83
390,4,8:01.0,Defensive rebound by S. Adams,,106,83
391,4,7:41.0,D. Waiters makes 3-pt jump shot from 28 ft (assist by D. Augustin),,109,83
392,4,7:27.0,,G. Temple misses 3-pt jump shot from 22 ft,109,83
393,4,7:26.0,Defensive rebound by D. Waiters,,109,83
394,4,7:24.0,Personal take foul by R. Sessions (drawn by D. Waiters),,109,83
395,4,7:16.0,S. Adams misses 2-pt layup at rim,,109,83
396,4,7:15.0,,Defensive rebound by D. Blair,109,83
397,4,7:15.0,,Personal foul by S. Adams (drawn by D. Blair),109,83
398,4,6:58.0,,Turnover by R. Sessions (bad pass),109,83
399,4,6:39.0,A. Morrow misses 3-pt jump shot from 23 ft,,109,83
400,4,6:38.0,,Defensive rebound by Team,109,83
401,4,6:27.0,,Turnover by G. Temple (bad pass; steal by S. Adams),109,83
402,4,6:23.0,Shooting foul by G. Temple (drawn by D. Waiters),,109,83
403,4,6:23.0,D. Waiters makes free throw 1 of 2,,110,83
404,4,6:23.0,D. Waiters makes free throw 2 of 2,,111,83
405,4,6:13.0,,J. Dudley misses 2-pt jump shot from 19 ft,111,83
406,4,6:12.0,,Offensive rebound by D. Blair,111,83
407,4,6:07.0,,D. Blair misses 2-pt layup from 2 ft,111,83
408,4,6:06.0,,Offensive rebound by D. Blair,111,83
409,4,6:05.0,,D. Blair misses 2-pt layup from 2 ft,111,83
410,4,6:04.0,,Offensive rebound by J. Dudley,111,83
411,4,6:02.0,,J. Dudley misses 2-pt jump shot from 18 ft,111,83
412,4,6:02.0,Defensive rebound by S. Adams,,111,83
413,4,6:02.0,Personal foul by D. Blair (drawn by S. Adams),,111,83
414,4,5:50.0,S. Ibaka misses 2-pt jump shot from 20 ft,,111,83
415,4,5:49.0,,Defensive rebound by J. Dudley,111,83
416,4,5:40.0,,K. Oubre misses 2-pt jump shot from 18 ft,111,83
417,4,5:39.0,Defensive rebound by D. Augustin,,111,83
418,4,5:29.0,S. Ibaka misses 2-pt jump shot from 12 ft,,111,83
419,4,5:28.0,Offensive rebound by S. Adams,,111,83
420,4,5:28.0,Shooting foul by D. Blair (drawn by S. Adams),,111,83
421,4,5:28.0,,Washington full timeout,111,83
422,4,5:28.0,N. Collison enters the game for S. Ibaka,,111,83
423,4,5:28.0,S. Adams misses free throw 1 of 2,,111,83
424,4,5:28.0,Offensive rebound by Team,,111,83
425,4,5:28.0,S. Adams misses free throw 2 of 2,,111,83
426,4,5:27.0,,Defensive rebound by D. Blair,111,83
427,4,5:14.0,,D. Blair makes 2-pt layup from 2 ft,111,85
428,4,4:49.0,D. Augustin makes 2-pt jump shot from 17 ft (assist by D. Waiters),,113,85
429,4,4:41.0,,G. Temple makes 2-pt layup at rim,113,87
430,4,4:23.0,N. Collison misses 2-pt jump shot from 3 ft,,113,87
431,4,4:22.0,,Defensive rebound by K. Oubre,113,87
432,4,4:17.0,,Personal foul by A. Morrow (drawn by D. Blair),113,87
433,4,4:17.0,M. McGary enters the game for S. Adams,,113,87
434,4,4:01.0,,R. Sessions makes 2-pt jump shot from 16 ft,113,89
435,4,3:48.0,A. Morrow misses 3-pt jump shot from 28 ft,,113,89
436,4,3:47.0,,Defensive rebound by D. Blair,113,89
437,4,3:35.0,,Personal foul by D. Waiters (drawn by G. Temple),113,89
438,4,3:35.0,,G. Temple makes free throw 1 of 2,113,90
439,4,3:35.0,,G. Temple makes free throw 2 of 2,113,91
440,4,3:22.0,Shooting foul by D. Blair (drawn by M. McGary),,113,91
441,4,3:22.0,,K. Humphries enters the game for D. Blair,113,91
442,4,3:22.0,K. Singler enters the game for D. Waiters,,113,91
443,4,3:22.0,C. Payne enters the game for D. Augustin,,113,91
444,4,3:22.0,M. McGary misses free throw 1 of 2,,113,91
445,4,3:22.0,Offensive rebound by Team,,113,91
446,4,3:22.0,M. McGary makes free throw 2 of 2,,114,91
447,4,3:05.0,,G. Temple makes 2-pt layup at rim,114,93
448,4,2:34.0,C. Payne makes 2-pt layup from 1 ft,,116,93
449,4,2:29.0,,R. Sessions makes 2-pt jump shot from 5 ft,116,95
450,4,2:29.0,,Shooting foul by C. Payne (drawn by R. Sessions),116,95
451,4,2:29.0,Oklahoma City full timeout,,116,95
452,4,2:29.0,,R. Sessions misses free throw 1 of 1,116,95
453,4,2:28.0,Defensive rebound by M. McGary,,116,95
454,4,2:12.0,M. McGary makes 2-pt jump shot from 21 ft,,118,95
455,4,1:57.0,,Shooting foul by K. Singler (drawn by K. Oubre),118,95
456,4,1:57.0,,K. Oubre misses free throw 1 of 2,118,95
457,4,1:57.0,,Offensive rebound by Team,118,95
458,4,1:57.0,,K. Oubre makes free throw 2 of 2,118,96
459,4,1:39.0,N. Collison makes 2-pt jump shot from 15 ft (assist by M. McGary),,120,96
460,4,1:27.0,,G. Temple misses 3-pt jump shot from 28 ft,120,96
461,4,1:26.0,Defensive rebound by M. McGary,,120,96
462,4,1:07.0,C. Payne misses 3-pt jump shot from 26 ft,,120,96
463,4,1:06.0,,Defensive rebound by K. Oubre,120,96
464,4,1:00.0,,Turnover by K. Oubre (lost ball; steal by K. Singler),120,96
465,4,0:55.0,C. Payne misses 2-pt jump shot from 11 ft (block by R. Sessions),,120,96
466,4,0:53.0,Offensive rebound by A. Morrow,,120,96
467,4,0:53.0,A. Morrow makes 2-pt layup from 2 ft,,122,96
468,4,0:46.0,,K. Humphries makes 2-pt jump shot from 12 ft,122,98
469,4,0:32.0,K. Singler makes 3-pt jump shot from 26 ft (assist by C. Payne),,125,98
470,4,0:23.0,,J. Dudley makes 3-pt jump shot from 25 ft (assist by R. Sessions),125,101
