,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,MINNESOTA_ACTION,SACRAMENTO_SCORE,MINNESOTA_SCORE
37,1,7:24.0,R. Rondo makes 2-pt layup from 1 ft,,9,14
38,1,7:02.0,,R. Rubio makes 3-pt jump shot from 24 ft (assist by A. Wiggins),9,17
39,1,6:42.0,R. Gay misses 3-pt jump shot from 24 ft,,9,17
40,1,6:40.0,,Defensive rebound by K. Towns,9,17
41,1,6:30.0,,K. Towns makes 3-pt jump shot from 24 ft (assist by R. Rubio),9,20
42,1,6:13.0,R. Gay makes 2-pt layup at rim (assist by R. Rondo),,11,20
43,1,6:00.0,,K. Towns misses 2-pt layup from 1 ft,11,20
44,1,5:59.0,Defensive rebound by B. McLemore,,11,20
45,1,5:45.0,D. Cousins misses 2-pt jump shot from 6 ft,,11,20
46,1,5:45.0,,Defensive rebound by K. Towns,11,20
47,1,5:42.0,,Personal foul by B. McLemore (drawn by A. Wiggins),11,20
48,1,5:42.0,,G. Dieng enters the game for K. Garnett,11,20
49,1,5:35.0,,R. Rubio makes 3-pt jump shot from 25 ft (assist by G. Dieng),11,23
50,1,5:09.0,R. Rondo misses 2-pt jump shot from 7 ft,,11,23
51,1,5:08.0,,Defensive rebound by Team,11,23
52,1,5:08.0,M. Belinelli enters the game for R. Gay,,11,23
53,1,5:08.0,K. Koufos enters the game for B. McLemore,,11,23
54,1,4:58.0,,Turnover by R. Rubio (bad pass; steal by D. Cousins),11,23
55,1,4:54.0,Turnover by O. Casspi (lost ball),,11,23
56,1,4:54.0,R. Gay enters the game for O. Casspi,,11,23
57,1,4:37.0,,T. Prince makes 2-pt jump shot from 18 ft (assist by A. Wiggins),11,25
58,1,4:20.0,D. Cousins makes 2-pt layup at rim,,13,25
59,1,4:04.0,,A. Wiggins misses 2-pt jump shot from 17 ft,13,25
60,1,4:03.0,Defensive rebound by M. Belinelli,,13,25
61,1,3:55.0,M. Belinelli makes 2-pt jump shot from 11 ft (assist by R. Rondo),,15,25
62,1,3:47.0,,Minnesota full timeout,15,25
63,1,3:37.0,,A. Wiggins makes 2-pt jump shot from 3 ft (assist by R. Rubio),15,27
64,1,3:22.0,R. Rondo misses 2-pt layup from 2 ft,,15,27
65,1,3:21.0,Offensive rebound by R. Gay,,15,27
66,1,3:21.0,R. Gay makes 2-pt layup at rim,,17,27
67,1,3:05.0,,R. Rubio misses 3-pt jump shot from 24 ft,17,27
68,1,3:04.0,,Offensive rebound by K. Towns,17,27
69,1,2:50.0,,G. Dieng misses 2-pt jump shot from 10 ft,17,27
70,1,2:48.0,Defensive rebound by D. Cousins,,17,27
71,1,2:34.0,M. Belinelli misses 2-pt jump shot from 13 ft,,17,27
72,1,2:33.0,,Defensive rebound by G. Dieng,17,27
73,1,2:24.0,,Turnover by G. Dieng (lost ball),17,27
74,1,2:24.0,,Z. LaVine enters the game for R. Rubio,17,27
75,1,2:24.0,,K. Martin enters the game for T. Prince,17,27
76,1,2:14.0,D. Cousins makes 2-pt layup from 1 ft (assist by R. Rondo),,19,27
77,1,1:51.0,,Turnover by A. Wiggins (lost ball; steal by R. Rondo),19,27
78,1,1:45.0,R. Gay makes 2-pt layup from 1 ft (assist by R. Rondo),,21,27
79,1,1:45.0,,Violation by G. Dieng (def goaltending),21,27
80,1,1:30.0,,Shooting foul by R. Gay (drawn by A. Wiggins),21,27
81,1,1:30.0,,A. Wiggins makes free throw 1 of 2,21,28
82,1,1:30.0,,N. Bjelica enters the game for K. Towns,21,28
83,1,1:30.0,O. Casspi enters the game for D. Cousins,,21,28
84,1,1:30.0,D. Collison enters the game for R. Gay,,21,28
85,1,1:30.0,,A. Wiggins makes free throw 2 of 2,21,29
86,1,1:21.0,Turnover by M. Belinelli (bad pass),,21,29
87,1,0:59.0,,K. Martin misses 2-pt jump shot from 20 ft,21,29
88,1,0:57.0,,Offensive rebound by A. Wiggins,21,29
89,1,0:57.0,,A. Wiggins makes 2-pt dunk at rim,21,31
90,1,0:49.0,M. Belinelli misses 3-pt jump shot from 25 ft,,21,31
91,1,0:47.0,,Defensive rebound by Team,21,31
92,1,0:47.0,S. Curry enters the game for R. Rondo,,21,31
93,1,0:41.0,,A. Wiggins misses 3-pt jump shot from 24 ft,21,31
94,1,0:39.0,Defensive rebound by K. Koufos,,21,31
95,1,0:23.0,O. Casspi makes 3-pt jump shot from 24 ft (assist by M. Belinelli),,24,31
96,1,0:00.0,,K. Martin misses 2-pt jump shot from 19 ft,24,31
97,1,0:00.0,,Offensive rebound by Team,24,31
98,2,11:47.0,Shooting block foul by N. Bjelica (drawn by O. Casspi),,24,31
99,2,11:47.0,O. Casspi makes free throw 1 of 2,,25,31
100,2,11:47.0,O. Casspi makes free throw 2 of 2,,26,31
101,2,11:31.0,,S. Muhammad makes 3-pt jump shot from 23 ft (assist by G. Dieng),26,34
102,2,11:15.0,M. Belinelli makes 2-pt jump shot from 20 ft (assist by D. Collison),,28,34
103,2,11:01.0,,S. Muhammad makes 2-pt jump shot from 15 ft,28,36
104,2,10:43.0,O. Casspi misses 2-pt layup from 2 ft (block by N. Bjelica),,28,36
105,2,10:41.0,,Defensive rebound by G. Dieng,28,36
106,2,10:32.0,,N. Bjelica misses 2-pt hook shot from 4 ft,28,36
107,2,10:31.0,Defensive rebound by K. Koufos,,28,36
108,2,10:23.0,D. Collison makes 2-pt jump shot from 13 ft,,30,36
109,2,9:56.0,,Z. LaVine misses 3-pt jump shot from 24 ft,30,36
110,2,9:55.0,Defensive rebound by Team,,30,36
111,2,9:34.0,Shooting foul by N. Bjelica (drawn by K. Koufos),,30,36
112,2,9:34.0,K. Koufos makes free throw 1 of 2,,31,36
113,2,9:34.0,,A. Miller enters the game for N. Bjelica,31,36
114,2,9:34.0,K. Koufos makes free throw 2 of 2,,32,36
115,2,9:18.0,,A. Miller makes 2-pt layup from 1 ft (assist by G. Dieng),32,38
116,2,8:55.0,Turnover by M. Belinelli (lost ball),,32,38
117,2,8:55.0,,Minnesota full timeout,32,38
118,2,8:43.0,,Z. LaVine misses 2-pt jump shot from 6 ft,32,38
119,2,8:42.0,Defensive rebound by S. Curry,,32,38
120,2,8:36.0,D. Collison makes 3-pt jump shot from 25 ft (assist by S. Curry),,35,38
121,2,8:14.0,,Z. LaVine makes 2-pt jump shot from 17 ft,35,40
122,2,7:46.0,Turnover by Team (shot clock),,35,40
123,2,7:22.0,Offensive charge foul by Z. LaVine (drawn by S. Curry),,35,40
124,2,7:22.0,,Turnover by Z. LaVine (offensive foul),35,40
125,2,7:22.0,D. Cousins enters the game for K. Koufos,,35,40
126,2,7:22.0,R. Gay enters the game for O. Casspi,,35,40
127,2,6:58.0,S. Curry misses 3-pt jump shot from 24 ft,,35,40
128,2,6:56.0,,Defensive rebound by Z. LaVine,35,40
129,2,6:52.0,,Z. LaVine makes 2-pt dunk at rim,35,42
130,2,6:38.0,Shooting foul by A. Miller (drawn by D. Collison),,35,42
131,2,6:38.0,D. Collison misses free throw 1 of 2,,35,42
132,2,6:38.0,Offensive rebound by Team,,35,42
133,2,6:38.0,D. Collison makes free throw 2 of 2,,36,42
134,2,6:26.0,,Turnover by Z. LaVine (lost ball; steal by D. Cousins),36,42
135,2,6:22.0,D. Collison makes 2-pt layup at rim (assist by D. Cousins),,38,42
136,2,6:06.0,,K. Martin makes 2-pt dunk at rim (assist by A. Miller),38,44
137,2,5:51.0,Shooting foul by S. Muhammad (drawn by R. Gay),,38,44
138,2,5:51.0,,Minnesota full timeout,38,44
139,2,5:51.0,B. McLemore enters the game for M. Belinelli,,38,44
140,2,5:51.0,R. Rondo enters the game for S. Curry,,38,44
141,2,5:51.0,,K. Towns enters the game for G. Dieng,38,44
142,2,5:51.0,,A. Wiggins enters the game for Z. LaVine,38,44
143,2,5:51.0,R. Gay makes free throw 1 of 2,,39,44
144,2,5:51.0,R. Gay makes free throw 2 of 2,,40,44
145,2,5:26.0,,K. Towns misses 2-pt jump shot from 7 ft,40,44
146,2,5:25.0,,Offensive rebound by S. Muhammad,40,44
147,2,5:24.0,,S. Muhammad makes 2-pt layup from 1 ft,40,46
148,2,5:07.0,D. Cousins misses 2-pt layup at rim,,40,46
149,2,5:05.0,Offensive rebound by D. Cousins,,40,46
150,2,5:05.0,D. Cousins makes 2-pt layup at rim,,42,46
151,2,4:48.0,,Turnover by K. Towns (lost ball; steal by D. Cousins),42,46
152,2,4:42.0,B. McLemore makes 2-pt layup at rim (assist by R. Rondo),,44,46
153,2,4:33.0,,Minnesota full timeout,44,46
154,2,4:33.0,,R. Rubio enters the game for A. Miller,44,46
155,2,4:23.0,,A. Wiggins misses 2-pt jump shot from 21 ft,44,46
156,2,4:22.0,Defensive rebound by R. Rondo,,44,46
157,2,4:17.0,B. McLemore misses 2-pt layup at rim,,44,46
158,2,4:16.0,,Defensive rebound by K. Martin,44,46
159,2,4:06.0,,Personal foul by B. McLemore (drawn by S. Muhammad),44,46
160,2,3:55.0,,Personal foul by R. Rondo (drawn by K. Towns),44,46
161,2,3:46.0,,Turnover by K. Martin (lost ball; steal by R. Rondo),44,46
162,2,3:41.0,D. Collison makes 2-pt layup at rim (assist by R. Rondo),,46,46
163,2,3:25.0,,S. Muhammad misses 2-pt jump shot from 3 ft (block by R. Gay),46,46
164,2,3:25.0,,Offensive rebound by Team,46,46
165,2,3:14.0,,R. Rubio misses 3-pt jump shot from 23 ft,46,46
166,2,3:12.0,,Offensive rebound by S. Muhammad,46,46
167,2,3:12.0,,S. Muhammad makes 2-pt dunk at rim,46,48
168,2,2:51.0,R. Gay misses 3-pt jump shot from 23 ft,,46,48
169,2,2:50.0,Offensive rebound by D. Cousins,,46,48
170,2,2:50.0,,Loose ball foul by K. Towns (drawn by D. Cousins),46,48
171,2,2:50.0,Sacramento full timeout,,46,48
172,2,2:50.0,,G. Dieng enters the game for K. Towns,46,48
173,2,2:50.0,,T. Prince enters the game for K. Martin,46,48
174,2,2:50.0,O. Casspi enters the game for D. Collison,,46,48
175,2,2:50.0,D. Cousins makes free throw 1 of 2,,47,48
176,2,2:50.0,D. Cousins misses free throw 2 of 2,,47,48
177,2,2:50.0,,Defensive rebound by G. Dieng,47,48
178,2,2:34.0,,A. Wiggins misses 2-pt layup at rim,47,48
179,2,2:33.0,,Offensive rebound by A. Wiggins,47,48
180,2,2:33.0,,A. Wiggins makes 2-pt layup at rim,47,50
181,2,2:27.0,D. Cousins makes 2-pt layup at rim (assist by R. Rondo),,49,50
182,2,2:10.0,,G. Dieng misses 2-pt layup from 1 ft (block by D. Cousins),49,50
183,2,2:10.0,Defensive rebound by Team,,49,50
184,2,1:44.0,R. Gay makes 3-pt jump shot from 26 ft,,52,50
185,2,1:33.0,,S. Muhammad misses 3-pt jump shot from 25 ft,52,50
186,2,1:31.0,Defensive rebound by R. Rondo,,52,50
187,2,1:24.0,D. Cousins misses 3-pt jump shot from 24 ft,,52,50
188,2,1:22.0,,Defensive rebound by G. Dieng,52,50
189,2,1:05.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by R. Rubio),52,52
190,2,1:05.0,,Shooting foul by O. Casspi (drawn by A. Wiggins),52,52
191,2,1:05.0,,A. Wiggins makes free throw 1 of 1,52,53
192,2,0:58.0,R. Rondo makes 2-pt layup at rim,,54,53
193,2,0:43.0,,S. Muhammad makes 3-pt jump shot from 23 ft (assist by A. Wiggins),54,56
194,2,0:32.0,R. Rondo misses 2-pt jump shot from 22 ft,,54,56
195,2,0:30.0,,Defensive rebound by R. Rubio,54,56
196,2,0:09.0,,R. Rubio makes 2-pt layup from 1 ft,54,58
197,2,0:01.0,D. Cousins misses 3-pt jump shot from 25 ft,,54,58
198,2,0:00.0,,Defensive rebound by A. Wiggins,54,58
199,3,11:44.0,Turnover by D. Cousins (bad pass),,54,58
200,3,11:31.0,,A. Wiggins misses 2-pt jump shot from 20 ft,54,58
201,3,11:29.0,,Offensive rebound by R. Rubio,54,58
202,3,11:16.0,,K. Towns misses 2-pt layup at rim,54,58
203,3,11:15.0,Defensive rebound by D. Cousins,,54,58
204,3,11:04.0,D. Cousins makes 2-pt layup from 1 ft,,56,58
205,3,10:54.0,,Shooting foul by D. Cousins (drawn by A. Wiggins),56,58
206,3,10:54.0,,A. Wiggins makes free throw 1 of 2,56,59
207,3,10:54.0,,A. Wiggins makes free throw 2 of 2,56,60
208,3,10:53.0,,Technical foul by K. Garnett,56,60
209,3,10:53.0,Technical foul by O. Casspi,,56,60
210,3,10:38.0,D. Cousins misses 2-pt layup from 2 ft,,56,60
211,3,10:37.0,,Defensive rebound by K. Towns,56,60
212,3,10:28.0,,K. Garnett makes 2-pt jump shot from 21 ft (assist by R. Rubio),56,62
213,3,10:17.0,Turnover by B. McLemore (traveling),,56,62
214,3,10:07.0,,K. Towns makes 2-pt jump shot from 20 ft (assist by R. Rubio),56,64
215,3,10:00.0,Offensive foul by D. Cousins (drawn by K. Towns),,56,64
216,3,10:00.0,Turnover by D. Cousins (offensive foul),,56,64
217,3,9:40.0,,R. Rubio misses 2-pt jump shot from 19 ft,56,64
218,3,9:39.0,Defensive rebound by D. Cousins,,56,64
219,3,9:27.0,D. Cousins makes 2-pt jump shot from 4 ft (assist by R. Rondo),,58,64
220,3,9:06.0,,R. Rubio misses 3-pt jump shot from 25 ft,58,64
221,3,9:04.0,Defensive rebound by D. Cousins,,58,64
222,3,8:52.0,D. Cousins misses 2-pt jump shot from 20 ft,,58,64
223,3,8:51.0,,Defensive rebound by K. Garnett,58,64
224,3,8:45.0,,A. Wiggins makes 2-pt jump shot from 18 ft (assist by R. Rubio),58,66
225,3,8:26.0,B. McLemore makes 2-pt layup from 2 ft,,60,66
226,3,8:26.0,Shooting foul by K. Towns (drawn by B. McLemore),,60,66
227,3,8:26.0,B. McLemore misses free throw 1 of 1,,60,66
228,3,8:25.0,,Defensive rebound by K. Towns,60,66
229,3,8:02.0,,K. Towns makes 2-pt layup from 1 ft,60,68
230,3,7:52.0,D. Cousins misses 2-pt layup at rim,,60,68
231,3,7:51.0,,Defensive rebound by K. Towns,60,68
232,3,7:45.0,,Shooting foul by B. McLemore (drawn by K. Towns),60,68
233,3,7:45.0,Sacramento full timeout,,60,68
234,3,7:45.0,,K. Towns makes free throw 1 of 2,60,69
235,3,7:45.0,,K. Towns makes free throw 2 of 2,60,70
236,3,7:37.0,Personal foul by R. Rubio (drawn by R. Rondo),,60,70
237,3,7:27.0,O. Casspi makes 3-pt jump shot from 23 ft (assist by B. McLemore),,63,70
238,3,7:10.0,,Turnover by K. Towns (bad pass; steal by O. Casspi),63,70
239,3,7:05.0,,Violation by K. Garnett (kicked ball),63,70
240,3,6:58.0,B. McLemore misses 3-pt jump shot from 24 ft,,63,70
241,3,6:57.0,,Defensive rebound by R. Rubio,63,70
242,3,6:51.0,,Turnover by R. Rubio (bad pass; steal by B. McLemore),63,70
243,3,6:37.0,R. Gay misses 2-pt jump shot from 14 ft,,63,70
244,3,6:35.0,Offensive rebound by R. Gay,,63,70
245,3,6:33.0,R. Gay misses 2-pt layup from 2 ft,,63,70
246,3,6:31.0,Offensive rebound by D. Cousins,,63,70
247,3,6:31.0,D. Cousins misses 2-pt layup at rim,,63,70
248,3,6:30.0,,Defensive rebound by R. Rubio,63,70
249,3,6:13.0,,T. Prince makes 2-pt jump shot from 20 ft (assist by K. Garnett),63,72
250,3,5:50.0,R. Rondo makes 2-pt jump shot from 21 ft (assist by D. Cousins),,65,72
251,3,5:29.0,,Turnover by K. Towns (offensive foul),65,72
252,3,5:29.0,,Offensive foul by K. Towns (drawn by R. Rondo),65,72
253,3,5:29.0,,G. Dieng enters the game for K. Towns,65,72
254,3,5:29.0,K. Koufos enters the game for O. Casspi,,65,72
255,3,5:29.0,,S. Muhammad enters the game for K. Garnett,65,72
256,3,5:18.0,D. Cousins makes 2-pt layup from 2 ft (assist by R. Rondo),,67,72
257,3,5:18.0,Shooting foul by G. Dieng (drawn by D. Cousins),,67,72
258,3,5:18.0,,Minnesota full timeout,67,72
259,3,5:18.0,D. Cousins makes free throw 1 of 1,,68,72
260,3,4:57.0,,R. Rubio misses 2-pt jump shot from 19 ft,68,72
261,3,4:56.0,,Offensive rebound by A. Wiggins,68,72
262,3,4:52.0,,S. Muhammad makes 2-pt jump shot from 9 ft (assist by A. Wiggins),68,74
263,3,4:32.0,R. Gay makes 2-pt jump shot from 8 ft,,70,74
264,3,4:09.0,,Turnover by A. Wiggins (lost ball),70,74
265,3,4:09.0,D. Collison enters the game for B. McLemore,,70,74
266,3,4:09.0,,A. Payne enters the game for T. Prince,70,74
267,3,3:51.0,Turnover by D. Cousins (lost ball; steal by R. Rubio),,70,74
268,3,3:34.0,,G. Dieng makes 2-pt jump shot from 16 ft (assist by A. Payne),70,76
269,3,3:23.0,R. Gay makes 2-pt dunk at rim (assist by R. Rondo),,72,76
270,3,3:04.0,,A. Wiggins misses 2-pt jump shot from 18 ft,72,76
271,3,3:03.0,Defensive rebound by K. Koufos,,72,76
272,3,2:50.0,D. Cousins makes 2-pt jump shot from 3 ft,,74,76
273,3,2:30.0,,Z. LaVine enters the game for R. Rubio,74,76
274,3,2:30.0,M. Belinelli enters the game for D. Cousins,,74,76
275,3,2:26.0,,A. Wiggins makes 3-pt jump shot from 24 ft (assist by G. Dieng),74,79
276,3,2:07.0,Turnover by R. Rondo (bad pass),,74,79
277,3,1:52.0,,Z. LaVine misses 2-pt jump shot from 19 ft,74,79
278,3,1:51.0,Defensive rebound by K. Koufos,,74,79
279,3,1:41.0,R. Gay misses 2-pt jump shot from 6 ft (block by G. Dieng),,74,79
280,3,1:39.0,,Defensive rebound by A. Wiggins,74,79
281,3,1:36.0,,Z. LaVine makes 2-pt layup from 1 ft (assist by A. Wiggins),74,81
282,3,1:14.0,K. Koufos misses 2-pt jump shot from 6 ft,,74,81
283,3,1:13.0,,Defensive rebound by S. Muhammad,74,81
284,3,0:55.0,,S. Muhammad makes 2-pt jump shot from 7 ft (assist by G. Dieng),74,83
285,3,0:55.0,Sacramento full timeout,,74,83
286,3,0:55.0,O. Casspi enters the game for R. Rondo,,74,83
287,3,0:55.0,,K. Martin enters the game for A. Wiggins,74,83
288,3,0:38.0,O. Casspi makes 3-pt jump shot from 24 ft (assist by M. Belinelli),,77,83
289,3,0:22.0,,A. Payne misses 2-pt jump shot from 7 ft,77,83
290,3,0:20.0,,Offensive rebound by G. Dieng,77,83
291,3,0:04.0,,Turnover by Z. LaVine (discontinued dribble),77,83
292,3,0:01.0,D. Collison misses 3-pt jump shot from 28 ft,,77,83
293,3,0:00.0,,Defensive rebound by G. Dieng,77,83
294,4,11:42.0,,Z. LaVine makes 2-pt jump shot from 2 ft,77,85
295,4,11:15.0,R. Gay misses 2-pt jump shot from 5 ft (block by A. Payne),,77,85
296,4,11:13.0,,Defensive rebound by S. Muhammad,77,85
297,4,11:08.0,,Z. LaVine misses 3-pt jump shot from 24 ft,77,85
298,4,11:07.0,,Offensive rebound by Z. LaVine,77,85
299,4,11:06.0,,Personal foul by D. Collison (drawn by Z. LaVine),77,85
300,4,10:52.0,,S. Muhammad misses 2-pt jump shot from 11 ft,77,85
301,4,10:51.0,Defensive rebound by Team,,77,85
302,4,10:51.0,,Loose ball foul by A. Payne (drawn by O. Casspi),77,85
303,4,10:37.0,K. Koufos misses 2-pt hook shot from 4 ft,,77,85
304,4,10:36.0,,Defensive rebound by G. Dieng,77,85
305,4,10:16.0,,S. Muhammad misses 2-pt jump shot from 8 ft,77,85
306,4,10:15.0,Defensive rebound by R. Gay,,77,85
307,4,9:58.0,D. Collison misses 3-pt jump shot from 24 ft,,77,85
308,4,9:57.0,,Defensive rebound by G. Dieng,77,85
309,4,9:51.0,,Personal block foul by D. Collison (drawn by Z. LaVine),77,85
310,4,9:39.0,,K. Martin misses 2-pt jump shot from 8 ft,77,85
311,4,9:38.0,Defensive rebound by O. Casspi,,77,85
312,4,9:34.0,D. Collison makes 2-pt layup from 1 ft,,79,85
313,4,9:34.0,Shooting foul by Z. LaVine (drawn by D. Collison),,79,85
314,4,9:34.0,D. Cousins enters the game for R. Gay,,79,85
315,4,9:34.0,D. Collison misses free throw 1 of 1,,79,85
316,4,9:34.0,,Defensive rebound by S. Muhammad,79,85
317,4,9:15.0,,Turnover by A. Payne (lost ball; steal by D. Cousins),79,85
318,4,9:06.0,D. Collison misses 2-pt jump shot from 19 ft,,79,85
319,4,9:05.0,,Defensive rebound by K. Martin,79,85
320,4,8:45.0,,Turnover by Z. LaVine (lost ball),79,85
321,4,8:45.0,Sacramento full timeout,,79,85
322,4,8:45.0,,R. Rubio enters the game for K. Martin,79,85
323,4,8:45.0,,K. Towns enters the game for A. Payne,79,85
324,4,8:23.0,D. Cousins misses 2-pt layup from 3 ft,,79,85
325,4,8:22.0,,Defensive rebound by S. Muhammad,79,85
326,4,8:08.0,,K. Towns misses 2-pt jump shot from 13 ft,79,85
327,4,8:07.0,,Offensive rebound by G. Dieng,79,85
328,4,8:02.0,Offensive charge foul by K. Towns (drawn by D. Cousins),,79,85
329,4,8:02.0,,Turnover by K. Towns (offensive foul),79,85
330,4,8:02.0,,K. Garnett enters the game for K. Towns,79,85
331,4,7:49.0,D. Cousins misses 2-pt layup from 1 ft (block by K. Garnett),,79,85
332,4,7:48.0,Offensive rebound by Team,,79,85
333,4,7:48.0,Offensive foul by D. Cousins (drawn by G. Dieng),,79,85
334,4,7:48.0,Turnover by D. Cousins (offensive foul),,79,85
335,4,7:48.0,Violation by Team (delay of game),,79,85
336,4,7:48.0,R. Rondo enters the game for M. Belinelli,,79,85
337,4,7:30.0,,Z. LaVine misses 2-pt jump shot from 20 ft,79,85
338,4,7:29.0,,Offensive rebound by Team,79,85
339,4,7:29.0,,A. Wiggins enters the game for S. Muhammad,79,85
340,4,7:17.0,,R. Rubio misses 2-pt jump shot from 15 ft,79,85
341,4,7:16.0,Defensive rebound by R. Rondo,,79,85
342,4,7:08.0,O. Casspi misses 3-pt jump shot from 24 ft,,79,85
343,4,7:07.0,,Defensive rebound by G. Dieng,79,85
344,4,6:53.0,,Z. LaVine misses 3-pt jump shot from 26 ft,79,85
345,4,6:52.0,Defensive rebound by O. Casspi,,79,85
346,4,6:37.0,D. Cousins misses 2-pt jump shot from 5 ft,,79,85
347,4,6:35.0,,Defensive rebound by K. Garnett,79,85
348,4,6:24.0,,A. Wiggins misses 2-pt jump shot from 20 ft,79,85
349,4,6:23.0,Defensive rebound by D. Cousins,,79,85
350,4,6:11.0,K. Koufos makes 2-pt dunk at rim (assist by D. Cousins),,81,85
351,4,5:53.0,,Z. LaVine misses 3-pt jump shot from 23 ft,81,85
352,4,5:52.0,Defensive rebound by D. Cousins,,81,85
353,4,5:31.0,Shooting foul by R. Rubio (drawn by R. Rondo),,81,85
354,4,5:31.0,,Minnesota full timeout,81,85
355,4,5:31.0,R. Gay enters the game for K. Koufos,,81,85
356,4,5:31.0,,S. Muhammad enters the game for Z. LaVine,81,85
357,4,5:31.0,R. Rondo makes free throw 1 of 2,,82,85
358,4,5:31.0,R. Rondo makes free throw 2 of 2,,83,85
359,4,5:15.0,,A. Wiggins makes 2-pt jump shot from 6 ft,83,87
360,4,4:54.0,D. Collison misses 3-pt jump shot from 25 ft,,83,87
361,4,4:53.0,,Defensive rebound by G. Dieng,83,87
362,4,4:38.0,,Personal foul by O. Casspi (drawn by R. Rubio),83,87
363,4,4:31.0,,G. Dieng makes 2-pt dunk at rim (assist by S. Muhammad),83,89
364,4,4:17.0,R. Gay makes 2-pt jump shot from 12 ft (assist by R. Rondo),,85,89
365,4,3:58.0,,S. Muhammad misses 2-pt jump shot from 12 ft,85,89
366,4,3:57.0,Defensive rebound by O. Casspi,,85,89
367,4,3:45.0,D. Collison makes 3-pt jump shot from 23 ft (assist by R. Rondo),,88,89
368,4,3:19.0,,Turnover by A. Wiggins (offensive foul),88,89
369,4,3:19.0,Offensive charge foul by A. Wiggins (drawn by D. Cousins),,88,89
370,4,3:19.0,,K. Towns enters the game for G. Dieng,88,89
371,4,3:05.0,R. Gay misses 2-pt layup from 1 ft,,88,89
372,4,3:04.0,Offensive rebound by D. Cousins,,88,89
373,4,3:03.0,D. Cousins makes 2-pt layup at rim,,90,89
374,4,2:52.0,,Turnover by A. Wiggins (lost ball; steal by R. Rondo),90,89
375,4,2:26.0,R. Rondo misses 3-pt jump shot from 23 ft,,90,89
376,4,2:25.0,,Defensive rebound by S. Muhammad,90,89
377,4,2:15.0,,K. Towns misses 2-pt layup from 2 ft,90,89
378,4,2:14.0,,Offensive rebound by A. Wiggins,90,89
379,4,2:11.0,,Personal foul by D. Cousins (drawn by K. Towns),90,89
380,4,2:11.0,Sacramento full timeout,,90,89
381,4,2:04.0,,A. Wiggins makes 2-pt layup from 2 ft,90,91
382,4,1:48.0,R. Gay misses 3-pt jump shot from 25 ft,,90,91
383,4,1:47.0,Offensive rebound by R. Rondo,,90,91
