,QUARTER,TIME_REMAINING,DETROIT_ACTION,OKLAHOMA CITY_ACTION,DETROIT_SCORE,OKLAHOMA CITY_SCORE
29,1,8:07.0,,Shooting foul by R. Jackson (drawn by K. Durant),4,11
30,1,8:07.0,,K. Durant makes free throw 1 of 2,4,12
31,1,8:07.0,,K. Durant makes free throw 2 of 2,4,13
32,1,7:44.0,A. Drummond makes 2-pt hook shot from 5 ft,,6,13
33,1,7:29.0,,S. Adams makes 2-pt layup from 2 ft (assist by R. Westbrook),6,15
34,1,7:18.0,Shooting foul by R. Westbrook (drawn by R. Jackson),,6,15
35,1,7:18.0,R. Jackson makes 2-pt layup from 2 ft,,8,15
36,1,7:18.0,R. Jackson makes free throw 1 of 1,,9,15
37,1,7:08.0,,R. Westbrook misses 2-pt jump shot from 12 ft,9,15
38,1,7:08.0,Defensive rebound by A. Drummond,,9,15
39,1,6:59.0,E. İlyasova misses 3-pt jump shot from 24 ft,,9,15
40,1,6:58.0,Offensive rebound by R. Jackson,,9,15
41,1,6:52.0,R. Jackson makes 3-pt jump shot from 24 ft,,12,15
42,1,6:41.0,,K. Durant misses 2-pt jump shot from 13 ft,12,15
43,1,6:40.0,,Offensive rebound by K. Durant,12,15
44,1,6:39.0,,Shooting foul by R. Jackson (drawn by K. Durant),12,15
45,1,6:39.0,S. Blake enters the game for R. Jackson,,12,15
46,1,6:39.0,,K. Durant makes free throw 1 of 2,12,16
47,1,6:39.0,,K. Durant makes free throw 2 of 2,12,17
48,1,6:27.0,M. Morris misses 3-pt jump shot from 24 ft,,12,17
49,1,6:26.0,,Defensive rebound by A. Roberson,12,17
50,1,6:20.0,,Turnover by R. Westbrook (bad pass; steal by A. Drummond),12,17
51,1,6:15.0,Shooting foul by A. Roberson (drawn by K. Caldwell-Pope),,12,17
52,1,6:15.0,K. Caldwell-Pope makes free throw 1 of 2,,13,17
53,1,6:15.0,K. Caldwell-Pope makes free throw 2 of 2,,14,17
54,1,5:55.0,,S. Ibaka makes 2-pt jump shot from 18 ft,14,19
55,1,5:32.0,Shooting foul by S. Ibaka (drawn by K. Caldwell-Pope),,14,19
56,1,5:32.0,K. Caldwell-Pope makes free throw 1 of 2,,15,19
57,1,5:32.0,K. Caldwell-Pope misses free throw 2 of 2,,15,19
58,1,5:31.0,,Defensive rebound by S. Adams,15,19
59,1,5:26.0,,Offensive foul by R. Westbrook (drawn by K. Caldwell-Pope),15,19
60,1,5:26.0,,Turnover by R. Westbrook (offensive foul),15,19
61,1,5:09.0,A. Drummond makes 2-pt hook shot from 8 ft,,17,19
62,1,4:47.0,,R. Westbrook misses 2-pt jump shot from 16 ft,17,19
63,1,4:46.0,,Offensive rebound by S. Adams,17,19
64,1,4:40.0,,Turnover by K. Durant (bad pass; steal by M. Morris),17,19
65,1,4:30.0,M. Morris misses 2-pt jump shot from 16 ft,,17,19
66,1,4:29.0,,Defensive rebound by A. Roberson,17,19
67,1,4:16.0,,R. Westbrook misses 2-pt layup from 1 ft,17,19
68,1,4:14.0,,Offensive rebound by S. Adams,17,19
69,1,4:14.0,,S. Adams makes 2-pt layup at rim,17,21
70,1,4:06.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,17,21
71,1,4:06.0,,Defensive rebound by K. Durant,17,21
72,1,3:58.0,,K. Durant misses 3-pt jump shot from 25 ft,17,21
73,1,3:58.0,Defensive rebound by K. Caldwell-Pope,,17,21
74,1,3:52.0,S. Blake misses 3-pt jump shot from 25 ft,,17,21
75,1,3:50.0,Offensive rebound by E. İlyasova,,17,21
76,1,3:48.0,E. İlyasova makes 2-pt jump shot from 4 ft,,19,21
77,1,3:34.0,,Turnover by K. Durant (bad pass; steal by S. Blake),19,21
78,1,3:25.0,M. Morris makes 2-pt layup from 2 ft (assist by S. Blake),,21,21
79,1,3:18.0,,Oklahoma City full timeout,21,21
80,1,3:17.0,,D. Waiters enters the game for S. Ibaka,21,21
81,1,3:17.0,,D. Augustin enters the game for A. Roberson,21,21
82,1,3:17.0,,N. Collison enters the game for R. Westbrook,21,21
83,1,3:17.0,S. Johnson enters the game for M. Morris,,21,21
84,1,3:17.0,A. Tolliver enters the game for E. İlyasova,,21,21
85,1,3:06.0,,K. Durant misses 2-pt jump shot from 8 ft,21,21
86,1,3:06.0,Defensive rebound by A. Drummond,,21,21
87,1,2:54.0,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by S. Blake),,23,21
88,1,2:40.0,,Turnover by D. Waiters (bad pass; steal by K. Caldwell-Pope),23,21
89,1,2:34.0,S. Blake makes 3-pt jump shot from 24 ft (assist by K. Caldwell-Pope),,26,21
90,1,2:18.0,,D. Waiters misses 3-pt jump shot from 24 ft,26,21
91,1,2:17.0,,Offensive rebound by S. Adams,26,21
92,1,2:13.0,,K. Durant makes 3-pt jump shot from 24 ft (assist by S. Adams),26,24
93,1,1:48.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by S. Blake),,29,24
94,1,1:30.0,,S. Adams misses 2-pt hook shot from 3 ft,29,24
95,1,1:29.0,Defensive rebound by S. Blake,,29,24
96,1,1:20.0,A. Drummond misses 2-pt layup from 2 ft,,29,24
97,1,1:19.0,,Defensive rebound by S. Adams,29,24
98,1,1:14.0,,Shooting foul by S. Johnson (drawn by K. Durant),29,24
99,1,1:14.0,Violation by Team (delay of game),,29,24
100,1,1:14.0,,K. Durant makes free throw 1 of 2,29,25
101,1,1:14.0,,E. Freedom enters the game for S. Adams,29,25
102,1,1:14.0,,K. Durant makes free throw 2 of 2,29,26
103,1,1:03.0,K. Caldwell-Pope misses 2-pt jump shot from 11 ft,,29,26
104,1,1:03.0,,Defensive rebound by K. Durant,29,26
105,1,0:55.0,,Shooting foul by A. Drummond (drawn by E. Freedom),29,26
106,1,0:55.0,,E. Freedom makes free throw 1 of 2,29,27
107,1,0:55.0,A. Baynes enters the game for A. Drummond,,29,27
108,1,0:55.0,,E. Freedom misses free throw 2 of 2,29,27
109,1,0:54.0,Defensive rebound by Team,,29,27
110,1,0:45.0,S. Blake makes 2-pt layup from 1 ft,,31,27
111,1,0:33.0,,D. Waiters makes 2-pt jump shot from 5 ft (assist by K. Durant),31,29
112,1,0:27.0,Personal foul by D. Waiters (drawn by K. Caldwell-Pope),,31,29
113,1,0:16.0,Turnover by S. Johnson (step out of bounds),,31,29
114,1,0:00.0,,D. Augustin misses 2-pt jump shot from 19 ft,31,29
115,1,0:00.0,,Offensive rebound by Team,31,29
116,2,11:41.0,S. Blake misses 2-pt jump shot from 20 ft,,31,29
117,2,11:40.0,Offensive rebound by A. Baynes,,31,29
118,2,11:39.0,A. Baynes misses 2-pt hook shot from 3 ft,,31,29
119,2,11:35.0,Offensive rebound by A. Baynes,,31,29
120,2,11:35.0,A. Baynes misses 2-pt layup at rim,,31,29
121,2,11:34.0,,Defensive rebound by E. Freedom,31,29
122,2,11:26.0,,D. Waiters misses 2-pt layup from 1 ft,31,29
123,2,11:25.0,Defensive rebound by A. Baynes,,31,29
124,2,11:20.0,S. Johnson makes 3-pt jump shot from 23 ft (assist by S. Blake),,34,29
125,2,11:01.0,,E. Freedom misses 2-pt jump shot from 11 ft,34,29
126,2,11:01.0,Defensive rebound by A. Tolliver,,34,29
127,2,10:53.0,K. Caldwell-Pope makes 2-pt layup at rim (assist by S. Blake),,36,29
128,2,10:35.0,,A. Morrow misses 3-pt jump shot from 23 ft,36,29
129,2,10:35.0,Defensive rebound by Team,,36,29
130,2,10:35.0,M. Morris enters the game for K. Caldwell-Pope,,36,29
131,2,10:23.0,S. Johnson makes 2-pt jump shot from 13 ft,,38,29
132,2,10:04.0,,E. Freedom makes 2-pt layup from 1 ft (assist by D. Waiters),38,31
133,2,9:47.0,M. Morris makes 2-pt layup at rim,,40,31
134,2,9:30.0,,A. Morrow makes 3-pt jump shot from 24 ft (assist by N. Collison),40,34
135,2,9:14.0,Shooting foul by A. Morrow (drawn by M. Morris),,40,34
136,2,9:14.0,,Technical foul by A. Morrow,40,34
137,2,9:14.0,Technical foul by M. Morris,,40,34
138,2,9:14.0,M. Morris makes free throw 1 of 2,,41,34
139,2,9:14.0,,R. Westbrook enters the game for D. Waiters,41,34
140,2,9:14.0,M. Morris misses free throw 2 of 2,,41,34
141,2,9:13.0,,Defensive rebound by N. Collison,41,34
142,2,8:58.0,,Shooting foul by A. Baynes (drawn by E. Freedom),41,34
143,2,8:58.0,Official timeout,,41,34
144,2,8:58.0,R. Jackson enters the game for S. Blake,,41,34
145,2,8:58.0,,E. Freedom makes free throw 1 of 2,41,35
146,2,8:58.0,,E. Freedom makes free throw 2 of 2,41,36
147,2,8:38.0,Turnover by S. Johnson (traveling),,41,36
148,2,8:31.0,,Personal foul by A. Baynes (drawn by R. Westbrook),41,36
149,2,8:25.0,,R. Westbrook misses 2-pt jump shot from 18 ft,41,36
150,2,8:25.0,Defensive rebound by R. Jackson,,41,36
151,2,8:17.0,R. Jackson misses 2-pt layup from 3 ft,,41,36
152,2,8:16.0,,Defensive rebound by N. Collison,41,36
153,2,8:04.0,,Personal foul by R. Jackson (drawn by R. Westbrook),41,36
154,2,8:04.0,S. Blake enters the game for R. Jackson,,41,36
155,2,7:55.0,,R. Westbrook misses 3-pt jump shot from 24 ft,41,36
156,2,7:52.0,,Offensive rebound by R. Westbrook,41,36
157,2,7:52.0,,R. Westbrook misses 2-pt layup from 1 ft,41,36
158,2,7:51.0,Defensive rebound by A. Baynes,,41,36
159,2,7:42.0,S. Johnson misses 2-pt jump shot from 12 ft,,41,36
160,2,7:40.0,,Defensive rebound by N. Collison,41,36
161,2,7:36.0,,A. Morrow misses 3-pt jump shot from 24 ft,41,36
162,2,7:35.0,,Offensive rebound by R. Westbrook,41,36
163,2,7:24.0,,E. Freedom misses 2-pt hook shot from 3 ft,41,36
164,2,7:23.0,Defensive rebound by A. Baynes,,41,36
165,2,7:06.0,Offensive foul by S. Johnson (drawn by N. Collison),,41,36
166,2,7:06.0,Turnover by S. Johnson (offensive foul),,41,36
167,2,7:06.0,,K. Durant enters the game for D. Augustin,41,36
168,2,7:06.0,,S. Ibaka enters the game for N. Collison,41,36
169,2,6:50.0,,Turnover by K. Durant (lost ball; steal by S. Blake),41,36
170,2,6:44.0,M. Morris makes 2-pt layup at rim,,43,36
171,2,6:29.0,,E. Freedom misses 2-pt jump shot from 12 ft,43,36
172,2,6:29.0,Defensive rebound by S. Blake,,43,36
173,2,6:13.0,M. Morris misses 2-pt jump shot from 18 ft,,43,36
174,2,6:12.0,,Defensive rebound by K. Durant,43,36
175,2,5:57.0,,Turnover by R. Westbrook (bad pass),43,36
176,2,5:57.0,,Oklahoma City full timeout,43,36
177,2,5:57.0,A. Drummond enters the game for S. Johnson,,43,36
178,2,5:57.0,K. Caldwell-Pope enters the game for A. Baynes,,43,36
179,2,5:57.0,,A. Roberson enters the game for E. Freedom,43,36
180,2,5:42.0,Turnover by S. Blake (bad pass; steal by R. Westbrook),,43,36
181,2,5:38.0,,R. Westbrook makes 2-pt dunk at rim (assist by A. Morrow),43,38
182,2,5:21.0,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by A. Drummond),,45,38
183,2,5:08.0,,Turnover by R. Westbrook (bad pass; steal by S. Blake),45,38
184,2,4:48.0,A. Drummond makes 2-pt hook shot from 3 ft (assist by S. Blake),,47,38
185,2,4:34.0,,K. Durant misses 2-pt jump shot from 9 ft,47,38
186,2,4:33.0,Defensive rebound by M. Morris,,47,38
187,2,4:24.0,A. Tolliver makes 3-pt jump shot from 22 ft (assist by S. Blake),,50,38
188,2,4:16.0,,Oklahoma City full timeout,50,38
189,2,4:16.0,,S. Adams enters the game for A. Morrow,50,38
190,2,4:01.0,,R. Westbrook makes 2-pt layup at rim (assist by K. Durant),50,40
191,2,3:43.0,S. Blake misses 3-pt jump shot from 22 ft,,50,40
192,2,3:41.0,Offensive rebound by A. Tolliver,,50,40
193,2,3:31.0,Shooting foul by S. Ibaka (drawn by A. Drummond),,50,40
194,2,3:31.0,A. Drummond misses free throw 1 of 2,,50,40
195,2,3:31.0,Offensive rebound by Team,,50,40
196,2,3:31.0,E. İlyasova enters the game for A. Tolliver,,50,40
197,2,3:31.0,,D. Waiters enters the game for A. Roberson,50,40
198,2,3:31.0,A. Drummond makes free throw 2 of 2,,51,40
199,2,3:21.0,,K. Durant misses 2-pt jump shot from 18 ft,51,40
200,2,3:21.0,Defensive rebound by S. Blake,,51,40
201,2,3:06.0,Shooting foul by S. Adams (drawn by M. Morris),,51,40
202,2,3:06.0,M. Morris makes free throw 1 of 2,,52,40
203,2,3:06.0,M. Morris makes free throw 2 of 2,,53,40
204,2,2:55.0,,S. Ibaka makes 2-pt jump shot from 19 ft (assist by R. Westbrook),53,42
205,2,2:37.0,Detroit full timeout,,53,42
206,2,2:32.0,Shooting foul by D. Waiters (drawn by M. Morris),,53,42
207,2,2:32.0,E. İlyasova makes free throw 1 of 2,,54,42
208,2,2:32.0,A. Baynes enters the game for A. Drummond,,54,42
209,2,2:32.0,,A. Roberson enters the game for S. Ibaka,54,42
210,2,2:32.0,E. İlyasova makes free throw 2 of 2,,55,42
211,2,2:22.0,,R. Westbrook makes 2-pt layup from 1 ft,55,44
212,2,1:57.0,M. Morris misses 2-pt jump shot from 16 ft,,55,44
213,2,1:57.0,,Defensive rebound by A. Roberson,55,44
214,2,1:48.0,,S. Adams makes 2-pt hook shot from 1 ft (assist by D. Waiters),55,46
215,2,1:29.0,K. Caldwell-Pope misses 2-pt jump shot from 12 ft,,55,46
216,2,1:29.0,,Defensive rebound by K. Durant,55,46
217,2,1:21.0,,K. Durant makes 2-pt layup from 2 ft,55,48
218,2,1:00.0,S. Blake misses 3-pt jump shot from 25 ft,,55,48
219,2,0:59.0,,Defensive rebound by D. Waiters,55,48
220,2,0:56.0,,Personal foul by K. Caldwell-Pope (drawn by D. Waiters),55,48
221,2,0:42.0,,K. Durant misses 2-pt layup from 1 ft,55,48
222,2,0:41.0,Defensive rebound by M. Morris,,55,48
223,2,0:19.0,S. Blake misses 3-pt jump shot from 25 ft (block by K. Durant),,55,48
224,2,0:18.0,,Defensive rebound by R. Westbrook,55,48
225,2,0:00.0,,D. Waiters misses 3-pt jump shot from 22 ft,55,48
226,2,0:00.0,,Offensive rebound by Team,55,48
227,3,11:38.0,A. Drummond misses 2-pt hook shot from 3 ft,,55,48
228,3,11:37.0,,Defensive rebound by S. Ibaka,55,48
229,3,11:32.0,,R. Westbrook misses 2-pt layup from 1 ft,55,48
230,3,11:31.0,Defensive rebound by A. Drummond,,55,48
231,3,11:31.0,Personal foul by R. Westbrook (drawn by A. Drummond),,55,48
232,3,11:20.0,A. Drummond makes 2-pt layup from 1 ft (assist by R. Jackson),,57,48
233,3,11:00.0,,R. Westbrook misses 3-pt jump shot from 25 ft,57,48
234,3,10:57.0,Defensive rebound by R. Jackson,,57,48
235,3,10:45.0,R. Jackson misses 3-pt jump shot from 24 ft,,57,48
236,3,10:45.0,,Defensive rebound by Team,57,48
237,3,10:24.0,,K. Durant misses 3-pt jump shot from 25 ft,57,48
238,3,10:23.0,,Offensive rebound by S. Adams,57,48
239,3,10:14.0,,S. Adams makes 2-pt hook shot from 4 ft,57,50
240,3,9:55.0,R. Jackson misses 2-pt jump shot from 16 ft,,57,50
241,3,9:55.0,,Defensive rebound by K. Durant,57,50
242,3,9:50.0,,R. Westbrook misses 2-pt layup from 2 ft,57,50
243,3,9:49.0,Defensive rebound by A. Drummond,,57,50
244,3,9:43.0,K. Caldwell-Pope misses 2-pt layup from 3 ft (block by K. Durant),,57,50
245,3,9:42.0,Offensive rebound by E. İlyasova,,57,50
246,3,9:35.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,57,50
247,3,9:35.0,,Defensive rebound by S. Adams,57,50
248,3,9:21.0,,A. Roberson misses 3-pt jump shot from 23 ft,57,50
249,3,9:20.0,Defensive rebound by E. İlyasova,,57,50
250,3,9:10.0,E. İlyasova misses 2-pt layup from 1 ft,,57,50
251,3,9:08.0,,Defensive rebound by S. Adams,57,50
252,3,9:05.0,,Turnover by R. Westbrook (lost ball; steal by R. Jackson),57,50
253,3,8:59.0,E. İlyasova misses 3-pt jump shot from 24 ft,,57,50
254,3,8:58.0,,Defensive rebound by S. Adams,57,50
255,3,8:57.0,,Personal foul by A. Drummond (drawn by S. Adams),57,50
256,3,8:35.0,,S. Ibaka makes 2-pt jump shot from 13 ft (assist by K. Durant),57,52
257,3,8:18.0,Turnover by A. Drummond (offensive goaltending),,57,52
258,3,8:09.0,,Turnover by R. Westbrook (step out of bounds),57,52
259,3,7:48.0,K. Caldwell-Pope misses 2-pt jump shot from 8 ft,,57,52
260,3,7:47.0,,Defensive rebound by R. Westbrook,57,52
261,3,7:41.0,,R. Westbrook makes 2-pt layup from 2 ft,57,54
262,3,7:15.0,R. Jackson misses 2-pt jump shot from 6 ft,,57,54
263,3,7:14.0,Offensive rebound by A. Drummond,,57,54
264,3,7:14.0,A. Drummond makes 2-pt layup from 1 ft,,59,54
265,3,7:01.0,,K. Durant makes 3-pt jump shot from 25 ft (assist by R. Westbrook),59,57
266,3,6:47.0,E. İlyasova makes 3-pt jump shot from 24 ft (assist by R. Jackson),,62,57
267,3,6:30.0,,K. Durant makes 3-pt jump shot from 25 ft (assist by R. Westbrook),62,60
268,3,6:03.0,R. Jackson misses 3-pt jump shot from 25 ft,,62,60
269,3,6:03.0,,Defensive rebound by K. Durant,62,60
270,3,5:55.0,,K. Durant misses 3-pt jump shot from 26 ft,62,60
271,3,5:54.0,Defensive rebound by K. Caldwell-Pope,,62,60
272,3,5:43.0,M. Morris makes 3-pt jump shot from 23 ft (assist by K. Caldwell-Pope),,65,60
273,3,5:30.0,,Personal foul by K. Caldwell-Pope (drawn by R. Westbrook),65,60
274,3,5:30.0,,Oklahoma City full timeout,65,60
275,3,5:30.0,Technical foul by K. Caldwell-Pope,,65,60
276,3,5:30.0,,D. Waiters enters the game for S. Ibaka,65,60
277,3,5:30.0,,R. Westbrook makes technical free throw,65,61
278,3,5:17.0,,D. Waiters misses 2-pt jump shot from 18 ft,65,61
279,3,5:16.0,Defensive rebound by M. Morris,,65,61
280,3,5:04.0,A. Drummond misses 2-pt hook shot from 4 ft,,65,61
281,3,5:04.0,,Defensive rebound by A. Roberson,65,61
282,3,4:59.0,,Shooting foul by A. Drummond (drawn by R. Westbrook),65,61
283,3,4:59.0,,R. Westbrook makes free throw 1 of 2,65,62
284,3,4:59.0,,R. Westbrook misses free throw 2 of 2,65,62
285,3,4:58.0,Defensive rebound by R. Jackson,,65,62
286,3,4:41.0,M. Morris misses 3-pt jump shot from 25 ft,,65,62
287,3,4:40.0,,Defensive rebound by K. Durant,65,62
288,3,4:30.0,,K. Durant makes 2-pt jump shot from 4 ft,65,64
289,3,4:14.0,Turnover by A. Drummond (bad pass; steal by D. Waiters),,65,64
290,3,4:05.0,,D. Waiters makes 2-pt layup from 2 ft,65,66
291,3,3:44.0,M. Morris misses 2-pt layup from 2 ft,,65,66
292,3,3:44.0,,Defensive rebound by S. Adams,65,66
293,3,3:40.0,,Offensive foul by R. Westbrook (drawn by E. İlyasova),65,66
294,3,3:40.0,,Turnover by R. Westbrook (offensive foul),65,66
295,3,3:40.0,A. Baynes enters the game for A. Drummond,,65,66
296,3,3:40.0,S. Johnson enters the game for M. Morris,,65,66
297,3,3:40.0,,D. Augustin enters the game for R. Westbrook,65,66
298,3,3:32.0,Shooting foul by S. Adams (drawn by R. Jackson),,65,66
299,3,3:32.0,R. Jackson makes free throw 1 of 2,,66,66
300,3,3:32.0,,E. Freedom enters the game for S. Adams,66,66
301,3,3:32.0,R. Jackson makes free throw 2 of 2,,67,66
302,3,3:16.0,,K. Durant makes 2-pt jump shot from 13 ft (assist by D. Augustin),67,68
303,3,2:58.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,67,68
304,3,2:54.0,,Defensive rebound by A. Roberson,67,68
305,3,2:45.0,,K. Durant misses 3-pt jump shot from 23 ft,67,68
306,3,2:45.0,Defensive rebound by A. Baynes,,67,68
307,3,2:37.0,Shooting block foul by E. Freedom (drawn by R. Jackson),,67,68
308,3,2:37.0,Detroit full timeout,,67,68
309,3,2:37.0,A. Tolliver enters the game for E. İlyasova,,67,68
310,3,2:37.0,R. Jackson makes free throw 1 of 2,,68,68
311,3,2:37.0,R. Jackson makes free throw 2 of 2,,69,68
312,3,2:17.0,,D. Waiters misses 2-pt layup from 1 ft,69,68
313,3,2:16.0,,Offensive rebound by E. Freedom,69,68
314,3,2:16.0,,E. Freedom makes 2-pt layup from 1 ft,69,70
315,3,1:57.0,R. Jackson misses 2-pt jump shot from 11 ft,,69,70
316,3,1:56.0,Offensive rebound by R. Jackson,,69,70
317,3,1:43.0,A. Baynes makes 2-pt jump shot from 7 ft (assist by K. Caldwell-Pope),,71,70
318,3,1:24.0,,K. Durant makes 2-pt jump shot from 10 ft,71,72
319,3,1:09.0,R. Jackson misses 3-pt jump shot from 24 ft,,71,72
320,3,1:09.0,,Defensive rebound by K. Durant,71,72
321,3,1:00.0,,Shooting foul by A. Baynes (drawn by K. Durant),71,72
322,3,1:00.0,,K. Durant makes free throw 1 of 2,71,73
323,3,1:00.0,S. Blake enters the game for R. Jackson,,71,73
324,3,1:00.0,,K. Durant makes free throw 2 of 2,71,74
325,3,0:52.0,A. Baynes misses 2-pt layup from 2 ft (block by K. Durant),,71,74
326,3,0:51.0,,Defensive rebound by D. Waiters,71,74
327,3,0:44.0,,D. Augustin misses 3-pt jump shot from 26 ft,71,74
328,3,0:43.0,,Offensive rebound by D. Waiters,71,74
329,3,0:30.0,,D. Waiters misses 3-pt jump shot from 25 ft,71,74
330,3,0:30.0,,Offensive rebound by Team,71,74
331,3,0:30.0,,Personal foul by A. Baynes (drawn by E. Freedom),71,74
332,3,0:30.0,,E. Freedom makes free throw 1 of 2,71,75
333,3,0:30.0,,E. Freedom makes free throw 2 of 2,71,76
334,3,0:14.0,Personal foul by D. Augustin (drawn by S. Blake),,71,76
335,3,0:06.0,A. Tolliver misses 3-pt jump shot from 25 ft,,71,76
336,3,0:02.0,Offensive rebound by S. Johnson,,71,76
337,3,0:02.0,S. Johnson misses 2-pt layup from 4 ft,,71,76
338,3,0:01.0,,Defensive rebound by E. Freedom,71,76
339,3,0:00.0,,A. Roberson misses 3-pt jump shot from 78 ft,71,76
340,3,0:00.0,,Offensive rebound by Team,71,76
341,4,11:44.0,,Oklahoma City full timeout,71,76
342,4,11:39.0,,D. Waiters makes 2-pt jump shot from 12 ft,71,78
343,4,11:23.0,A. Baynes makes 2-pt jump shot from 14 ft,,73,78
344,4,11:10.0,,Turnover by D. Waiters (lost ball; steal by S. Johnson),73,78
345,4,10:56.0,A. Tolliver misses 3-pt jump shot from 23 ft (block by S. Ibaka),,73,78
346,4,10:56.0,,Defensive rebound by D. Augustin,73,78
347,4,10:51.0,,D. Waiters misses 2-pt layup from 3 ft (block by A. Tolliver),73,78
348,4,10:51.0,,Offensive rebound by Team,73,78
349,4,10:44.0,,Shooting foul by S. Blake (drawn by D. Augustin),73,78
350,4,10:44.0,,D. Augustin makes 2-pt layup from 2 ft,73,80
351,4,10:44.0,,D. Augustin makes free throw 1 of 1,73,81
352,4,10:35.0,Personal foul by A. Roberson (drawn by M. Morris),,73,81
353,4,10:35.0,,Technical foul by D. Waiters,73,81
354,4,10:35.0,Technical foul by S. Johnson,,73,81
355,4,10:22.0,Shooting foul by A. Roberson (drawn by M. Morris),,73,81
356,4,10:22.0,M. Morris makes free throw 1 of 2,,74,81
357,4,10:22.0,M. Morris makes free throw 2 of 2,,75,81
358,4,10:02.0,,D. Augustin makes 3-pt jump shot from 24 ft,75,84
359,4,9:46.0,S. Blake misses 3-pt jump shot from 24 ft,,75,84
360,4,9:45.0,,Defensive rebound by A. Roberson,75,84
361,4,9:36.0,,S. Ibaka makes 2-pt jump shot from 15 ft (assist by D. Augustin),75,86
362,4,9:36.0,Detroit full timeout,,75,86
363,4,9:36.0,A. Drummond enters the game for S. Blake,,75,86
364,4,9:36.0,R. Jackson enters the game for A. Baynes,,75,86
365,4,9:06.0,R. Jackson makes 3-pt jump shot from 24 ft (assist by A. Drummond),,78,86
366,4,8:52.0,,D. Augustin misses 3-pt jump shot from 23 ft,78,86
367,4,8:51.0,Defensive rebound by S. Johnson,,78,86
368,4,8:44.0,S. Johnson misses 2-pt layup at rim (block by S. Ibaka),,78,86
369,4,8:43.0,,Defensive rebound by D. Augustin,78,86
370,4,8:40.0,,Shooting foul by R. Jackson (drawn by E. Freedom),78,86
371,4,8:40.0,,E. Freedom makes free throw 1 of 2,78,87
372,4,8:40.0,K. Caldwell-Pope enters the game for S. Johnson,,78,87
373,4,8:40.0,,E. Freedom misses free throw 2 of 2,78,87
374,4,8:39.0,Defensive rebound by A. Tolliver,,78,87
375,4,8:17.0,R. Jackson misses 2-pt jump shot from 16 ft,,78,87
376,4,8:16.0,,Defensive rebound by A. Roberson,78,87
377,4,8:06.0,,S. Ibaka makes 2-pt jump shot from 5 ft (assist by D. Waiters),78,89
378,4,7:41.0,K. Caldwell-Pope makes 2-pt jump shot from 17 ft,,80,89
379,4,7:17.0,,S. Ibaka misses 2-pt jump shot from 16 ft,80,89
380,4,7:17.0,,Offensive rebound by E. Freedom,80,89
381,4,7:13.0,,E. Freedom makes 2-pt layup at rim,80,91
382,4,7:00.0,A. Drummond makes 2-pt hook shot from 6 ft,,82,91
383,4,6:45.0,,Shooting foul by A. Tolliver (drawn by E. Freedom),82,91
384,4,6:45.0,,E. Freedom makes free throw 1 of 2,82,92
