,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,ATLANTA_ACTION,PHILADELPHIA_SCORE,ATLANTA_SCORE
387,4,5:40.0,,L. Patterson enters the game for M. Scott,91,116
388,4,5:40.0,I. Canaan enters the game for J. Grant,,91,116
389,4,5:30.0,,Turnover by S. Mack (bad pass; steal by R. Holmes),91,116
390,4,5:21.0,R. Covington makes 2-pt layup at rim (assist by K. Marshall),,93,116
391,4,5:07.0,,S. Mack misses 3-pt jump shot from 23 ft,93,116
392,4,5:05.0,Defensive rebound by R. Holmes,,93,116
393,4,4:49.0,I. Canaan makes 3-pt jump shot from 22 ft,,96,116
394,4,4:30.0,,Turnover by M. Muscala (lost ball),96,116
395,4,4:19.0,I. Canaan makes 3-pt jump shot from 23 ft (assist by K. Marshall),,99,116
396,4,4:04.0,,S. Mack misses 2-pt jump shot from 17 ft,99,116
397,4,4:02.0,Defensive rebound by R. Holmes,,99,116
398,4,3:45.0,R. Covington misses 2-pt layup at rim,,99,116
399,4,3:44.0,Offensive rebound by R. Covington,,99,116
400,4,3:44.0,R. Covington makes 2-pt layup at rim,,101,116
401,4,3:44.0,,Atlanta full timeout,101,116
402,4,3:44.0,,M. Scott enters the game for L. Patterson,101,116
403,4,3:44.0,,D. Schröder enters the game for J. Holiday,101,116
404,4,3:32.0,,M. Scott makes 3-pt jump shot from 23 ft (assist by M. Muscala),101,119
405,4,3:16.0,Turnover by K. Marshall (bad pass; steal by D. Schröder),,101,119
406,4,3:11.0,,Personal foul by J. Sampson (drawn by M. Scott),101,119
407,4,3:11.0,T. McConnell enters the game for K. Marshall,,101,119
408,4,3:10.0,,Atlanta full timeout,101,119
409,4,3:05.0,,Shooting foul by R. Covington (drawn by D. Schröder),101,119
410,4,3:05.0,,D. Schröder misses free throw 1 of 2,101,119
411,4,3:05.0,,Offensive rebound by Team,101,119
412,4,3:05.0,,J. Holiday enters the game for T. Sefolosha,101,119
413,4,3:05.0,,D. Schröder makes free throw 2 of 2,101,120
414,4,2:51.0,Personal foul by J. Holiday (drawn by R. Covington),,101,120
415,4,2:42.0,Turnover by I. Canaan (offensive foul),,101,120
416,4,2:42.0,,Offensive charge foul by I. Canaan (drawn by D. Schröder),101,120
417,4,2:42.0,H. Thompson enters the game for R. Covington,,101,120
418,4,2:42.0,,T. Sefolosha enters the game for D. Schröder,101,120
419,4,2:29.0,,Turnover by M. Scott (traveling),101,120
420,4,2:29.0,C. Wood enters the game for I. Canaan,,101,120
421,4,2:11.0,R. Holmes makes 2-pt jump shot from 9 ft (assist by T. McConnell),,103,120
422,4,1:53.0,,Personal foul by J. Sampson (drawn by T. Sefolosha),103,120
423,4,1:53.0,,T. Sefolosha makes free throw 1 of 2,103,121
424,4,1:53.0,,T. Sefolosha misses free throw 2 of 2,103,121
425,4,1:51.0,Defensive rebound by C. Wood,,103,121
426,4,1:44.0,H. Thompson misses 2-pt jump shot from 20 ft,,103,121
427,4,1:43.0,,Defensive rebound by M. Scott,103,121
428,4,1:25.0,,S. Mack makes 2-pt jump shot from 19 ft,103,123
429,4,1:09.0,Shooting foul by M. Muscala (drawn by J. Sampson),,103,123
430,4,1:09.0,J. Sampson misses free throw 1 of 2,,103,123
431,4,1:09.0,Offensive rebound by Team,,103,123
432,4,1:09.0,J. Sampson misses free throw 2 of 2,,103,123
433,4,1:08.0,,Defensive rebound by T. Sefolosha,103,123
434,4,0:50.0,,M. Scott makes 2-pt jump shot from 21 ft (assist by S. Mack),103,125
435,4,0:39.0,T. McConnell misses 2-pt jump shot from 17 ft,,103,125
436,4,0:38.0,,Defensive rebound by M. Muscala,103,125
437,4,0:18.0,,S. Mack makes 2-pt layup at rim,103,127
438,4,0:01.0,H. Thompson makes 3-pt jump shot from 25 ft (assist by J. Sampson),,106,127
