,QUARTER,TIME_REMAINING,ATLANTA_ACTION,MINNESOTA_ACTION,ATLANTA_SCORE,MINNESOTA_SCORE
390,4,7:32.0,Defensive rebound by A. Horford,,80,81
391,4,7:08.0,T. Hardaway misses 2-pt jump shot from 20 ft,,80,81
392,4,7:07.0,,Defensive rebound by G. Dieng,80,81
393,4,6:43.0,,D. Rudež makes 3-pt jump shot from 24 ft (assist by G. Dieng),80,84
394,4,6:32.0,Atlanta full timeout,,80,84
395,4,6:32.0,P. Millsap enters the game for T. Hardaway,,80,84
396,4,6:32.0,M. Muscala enters the game for A. Horford,,80,84
397,4,6:32.0,K. Korver enters the game for M. Scott,,80,84
398,4,6:21.0,M. Muscala makes 3-pt jump shot from 23 ft (assist by J. Teague),,83,84
399,4,6:02.0,,T. Prince misses 2-pt jump shot from 15 ft,83,84
400,4,6:01.0,,Offensive rebound by Z. LaVine,83,84
401,4,5:57.0,,Shooting foul by K. Korver (drawn by T. Prince),83,84
402,4,5:57.0,,T. Prince makes free throw 1 of 2,83,85
403,4,5:57.0,,T. Prince makes free throw 2 of 2,83,86
404,4,5:48.0,J. Teague misses 3-pt jump shot from 25 ft,,83,86
405,4,5:47.0,,Defensive rebound by G. Dieng,83,86
406,4,5:34.0,,G. Dieng makes 2-pt layup at rim (assist by Z. LaVine),83,88
407,4,5:22.0,Shooting foul by D. Rudež (drawn by P. Millsap),,83,88
408,4,5:22.0,P. Millsap makes free throw 1 of 2,,84,88
409,4,5:22.0,P. Millsap makes free throw 2 of 2,,85,88
410,4,5:07.0,,Turnover by A. Wiggins (lost ball; steal by J. Teague),85,88
411,4,5:05.0,Turnover by M. Muscala (lost ball; steal by G. Dieng),,85,88
412,4,4:58.0,,Personal foul by M. Muscala (drawn by Z. LaVine),85,88
413,4,4:50.0,,A. Wiggins makes 2-pt jump shot from 3 ft (assist by Z. LaVine),85,90
414,4,4:43.0,Personal foul by G. Dieng (drawn by P. Millsap),,85,90
415,4,4:43.0,P. Millsap makes free throw 1 of 2,,86,90
416,4,4:43.0,P. Millsap makes free throw 2 of 2,,87,90
417,4,4:31.0,,Z. LaVine makes 2-pt jump shot from 5 ft,87,92
418,4,4:26.0,Personal foul by D. Rudež (drawn by M. Muscala),,87,92
419,4,4:26.0,M. Muscala misses free throw 1 of 2,,87,92
420,4,4:26.0,Offensive rebound by Team,,87,92
421,4,4:26.0,M. Muscala makes free throw 2 of 2,,88,92
422,4,4:22.0,,Minnesota full timeout,88,92
423,4,4:22.0,T. Hardaway enters the game for T. Sefolosha,,88,92
424,4,4:22.0,A. Horford enters the game for M. Muscala,,88,92
425,4,4:22.0,T. Sefolosha enters the game for T. Hardaway,,88,92
426,4,4:13.0,,A. Wiggins misses 2-pt jump shot from 6 ft,88,92
427,4,4:12.0,,Offensive rebound by Team,88,92
428,4,4:03.0,,Z. LaVine makes 2-pt jump shot from 21 ft,88,94
429,4,3:44.0,P. Millsap misses 3-pt jump shot from 25 ft,,88,94
430,4,3:43.0,,Defensive rebound by T. Prince,88,94
431,4,3:27.0,,Z. LaVine misses 3-pt jump shot from 25 ft,88,94
432,4,3:25.0,Defensive rebound by K. Korver,,88,94
433,4,3:21.0,T. Sefolosha makes 2-pt layup from 1 ft (assist by J. Teague),,90,94
434,4,2:56.0,,A. Wiggins misses 3-pt jump shot from 25 ft,90,94
435,4,2:55.0,Defensive rebound by P. Millsap,,90,94
436,4,2:35.0,J. Teague makes 2-pt jump shot from 7 ft,,92,94
437,4,2:18.0,,Z. LaVine misses 2-pt jump shot from 6 ft,92,94
438,4,2:16.0,,Offensive rebound by G. Dieng,92,94
439,4,2:16.0,,G. Dieng misses 2-pt layup at rim,92,94
440,4,2:14.0,Defensive rebound by J. Teague,,92,94
441,4,2:08.0,A. Horford makes 2-pt dunk at rim (assist by J. Teague),,94,94
442,4,1:52.0,,Personal foul by P. Millsap (drawn by D. Rudež),94,94
443,4,1:52.0,,D. Rudež makes free throw 1 of 2,94,95
444,4,1:52.0,,D. Rudež makes free throw 2 of 2,94,96
445,4,1:40.0,P. Millsap misses 2-pt layup at rim,,94,96
446,4,1:39.0,,Defensive rebound by D. Rudež,94,96
447,4,1:25.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by Z. LaVine),94,98
448,4,1:25.0,,Shooting foul by P. Millsap (drawn by A. Wiggins),94,98
449,4,1:25.0,,A. Wiggins misses free throw 1 of 1,94,98
450,4,1:25.0,Defensive rebound by A. Horford,,94,98
451,4,1:09.0,Turnover by A. Horford (lost ball; steal by T. Prince),,94,98
452,4,0:46.0,,Z. LaVine misses 2-pt jump shot from 17 ft (block by T. Sefolosha),94,98
453,4,0:45.0,,Offensive rebound by G. Dieng,94,98
454,4,0:44.0,,Turnover by Team (shot clock),94,98
455,4,0:44.0,Atlanta full timeout,,94,98
456,4,0:44.0,,K. Garnett enters the game for D. Rudež,94,98
457,4,0:42.0,P. Millsap misses 2-pt layup from 2 ft,,94,98
458,4,0:41.0,,Defensive rebound by G. Dieng,94,98
459,4,0:21.0,,A. Wiggins misses 2-pt jump shot from 6 ft,94,98
460,4,0:19.0,Defensive rebound by J. Teague,,94,98
461,4,0:15.0,Personal foul by Z. LaVine (drawn by J. Teague),,94,98
462,4,0:15.0,J. Teague makes free throw 1 of 2,,95,98
463,4,0:15.0,J. Teague misses free throw 2 of 2,,95,98
464,4,0:14.0,Offensive rebound by A. Horford,,95,98
465,4,0:09.0,Atlanta full timeout,,95,98
466,4,0:09.0,,K. Martin enters the game for G. Dieng,95,98
467,4,0:07.0,J. Teague misses 3-pt jump shot from 24 ft,,95,98
468,4,0:06.0,,Defensive rebound by K. Martin,95,98
469,4,0:05.0,,Personal foul by P. Millsap (drawn by K. Martin),95,98
470,4,0:05.0,,K. Martin misses free throw 1 of 2,95,98
471,4,0:05.0,,Offensive rebound by Team,95,98
472,4,0:05.0,,K. Martin makes free throw 2 of 2,95,99
473,4,0:05.0,Atlanta full timeout,,95,99
474,4,0:02.0,P. Millsap misses 3-pt jump shot from 24 ft,,95,99
475,4,0:01.0,Offensive rebound by A. Horford,,95,99
476,4,0:00.0,A. Horford misses 2-pt jump shot from 7 ft,,95,99
477,4,0:00.0,Offensive rebound by Team,,95,99
