,QUARTER,TIME_REMAINING,ATLANTA_ACTION,PHOENIX_ACTION,ATLANTA_SCORE,PHOENIX_SCORE
135,2,8:53.0,D. Schröder makes 3-pt jump shot from 26 ft (assist by T. Hardaway),,31,35
136,2,8:30.0,,T. Chandler makes 2-pt dunk at rim (assist by L. Brown),31,37
137,2,8:16.0,Turnover by A. Horford (bad pass; steal by L. Brown),,31,37
138,2,8:12.0,,T. Warren makes 2-pt layup at rim (assist by L. Brown),31,39
139,2,7:52.0,Turnover by D. Schröder (bad pass; steal by T. Chandler),,31,39
140,2,7:48.0,,Turnover by T. Chandler (bad pass; steal by A. Horford),31,39
141,2,7:40.0,T. Splitter makes 2-pt layup from 1 ft (assist by A. Horford),,33,39
142,2,7:24.0,,T. Warren makes 2-pt jump shot from 10 ft (assist by L. Brown),33,41
143,2,7:23.0,Atlanta full timeout,,33,41
144,2,7:23.0,J. Teague enters the game for A. Horford,,33,41
145,2,7:23.0,M. Scott enters the game for T. Hardaway,,33,41
146,2,7:08.0,M. Scott makes 2-pt jump shot from 6 ft (assist by K. Korver),,35,41
147,2,6:49.0,,M. Teletović misses 3-pt jump shot from 26 ft,35,41
148,2,6:49.0,Defensive rebound by Team,,35,41
149,2,6:48.0,K. Bazemore enters the game for D. Schröder,,35,41
150,2,6:35.0,J. Teague misses 3-pt jump shot from 25 ft,,35,41
151,2,6:35.0,,Defensive rebound by T. Warren,35,41
152,2,6:14.0,Offensive charge foul by M. Teletović (drawn by T. Splitter),,35,41
153,2,6:14.0,,Turnover by M. Teletović (offensive foul),35,41
154,2,6:14.0,,P. Tucker enters the game for M. Teletović,35,41
155,2,6:14.0,,A. Goodwin enters the game for L. Brown,35,41
156,2,6:00.0,J. Teague misses 2-pt layup at rim (block by T. Warren),,35,41
157,2,6:00.0,Offensive rebound by Team,,35,41
158,2,5:48.0,M. Scott makes 2-pt jump shot from 15 ft (assist by J. Teague),,37,41
159,2,5:30.0,,T. Warren misses 2-pt jump shot from 8 ft,37,41
160,2,5:29.0,Defensive rebound by M. Scott,,37,41
161,2,5:19.0,M. Scott makes 2-pt layup at rim (assist by T. Splitter),,39,41
162,2,4:52.0,,A. Goodwin misses 3-pt jump shot from 26 ft,39,41
163,2,4:51.0,,Offensive rebound by T. Chandler,39,41
164,2,4:35.0,,A. Goodwin misses 2-pt layup at rim,39,41
165,2,4:34.0,,Offensive rebound by P. Tucker,39,41
166,2,4:32.0,,P. Tucker misses 2-pt jump shot from 4 ft (block by M. Scott),39,41
167,2,4:30.0,Defensive rebound by T. Splitter,,39,41
168,2,4:28.0,Personal take foul by S. Weems (drawn by M. Scott),,39,41
169,2,4:28.0,Official timeout,,39,41
170,2,4:28.0,,D. Booker enters the game for T. Warren,39,41
171,2,4:28.0,,A. Len enters the game for S. Weems,39,41
172,2,4:28.0,A. Horford enters the game for T. Splitter,,39,41
173,2,4:12.0,Turnover by J. Teague (bad pass),,39,41
174,2,3:50.0,,P. Tucker misses 2-pt hook shot from 5 ft,39,41
175,2,3:50.0,,Offensive rebound by Team,39,41
176,2,3:49.0,,D. Booker misses 2-pt jump shot from 3 ft,39,41
177,2,3:49.0,,Offensive rebound by T. Chandler,39,41
178,2,3:49.0,,T. Chandler misses 2-pt layup from 2 ft,39,41
179,2,3:47.0,,Offensive rebound by T. Chandler,39,41
180,2,3:47.0,,Shooting foul by M. Scott (drawn by T. Chandler),39,41
181,2,3:47.0,,T. Chandler makes free throw 1 of 2,39,42
182,2,3:47.0,,T. Chandler makes free throw 2 of 2,39,43
183,2,3:26.0,K. Bazemore misses 2-pt jump shot from 6 ft,,39,43
184,2,3:25.0,,Defensive rebound by P. Tucker,39,43
185,2,3:21.0,,Turnover by P. Tucker (discontinued dribble),39,43
186,2,3:01.0,Turnover by K. Korver (traveling),,39,43
187,2,2:48.0,,D. Booker misses 2-pt jump shot from 19 ft,39,43
188,2,2:46.0,Defensive rebound by K. Korver,,39,43
189,2,2:39.0,Turnover by J. Teague (bad pass; steal by P. Tucker),,39,43
190,2,2:37.0,,Shooting foul by K. Korver (drawn by P. Tucker),39,43
191,2,2:37.0,,Phoenix full timeout,39,43
192,2,2:37.0,T. Sefolosha enters the game for K. Korver,,39,43
193,2,2:37.0,,P. Tucker misses free throw 1 of 2,39,43
194,2,2:37.0,,Offensive rebound by Team,39,43
195,2,2:37.0,,P. Tucker makes free throw 2 of 2,39,44
196,2,2:23.0,T. Sefolosha misses 2-pt jump shot from 16 ft,,39,44
197,2,2:22.0,,Defensive rebound by T. Chandler,39,44
198,2,2:09.0,,Turnover by A. Goodwin (bad pass; steal by T. Sefolosha),39,44
199,2,2:02.0,M. Scott misses 2-pt layup at rim,,39,44
200,2,2:00.0,,Defensive rebound by A. Len,39,44
201,2,1:43.0,,P. Tucker misses 2-pt jump shot from 3 ft,39,44
202,2,1:42.0,,Offensive rebound by T. Chandler,39,44
203,2,1:42.0,,T. Chandler misses 2-pt layup from 1 ft,39,44
204,2,1:41.0,Defensive rebound by A. Horford,,39,44
205,2,1:40.0,Personal foul by T. Chandler (drawn by A. Horford),,39,44
206,2,1:29.0,J. Teague misses 2-pt jump shot from 5 ft,,39,44
207,2,1:29.0,,Defensive rebound by Team,39,44
208,2,1:29.0,Loose ball foul by M. Scott (drawn by T. Chandler),,39,44
209,2,1:29.0,,T. Chandler makes free throw 1 of 2,39,45
210,2,1:29.0,,T. Chandler makes free throw 2 of 2,39,46
211,2,1:14.0,J. Teague misses 2-pt jump shot from 12 ft,,39,46
212,2,1:12.0,Offensive rebound by T. Sefolosha,,39,46
213,2,1:08.0,A. Horford misses 2-pt jump shot from 21 ft,,39,46
214,2,1:08.0,,Defensive rebound by A. Goodwin,39,46
215,2,0:56.0,,Shooting foul by J. Teague (drawn by A. Goodwin),39,46
216,2,0:56.0,,A. Goodwin makes free throw 1 of 2,39,47
217,2,0:56.0,K. Korver enters the game for K. Bazemore,,39,47
218,2,0:56.0,,A. Goodwin makes free throw 2 of 2,39,48
219,2,0:41.0,M. Scott misses 3-pt jump shot from 25 ft,,39,48
220,2,0:41.0,,Defensive rebound by T. Chandler,39,48
221,2,0:17.0,,D. Booker misses 2-pt jump shot from 20 ft,39,48
222,2,0:17.0,Defensive rebound by M. Scott,,39,48
223,2,0:04.0,J. Teague misses 2-pt jump shot from 3 ft,,39,48
224,2,0:03.0,,Defensive rebound by T. Chandler,39,48
225,2,0:01.0,,P. Tucker misses 3-pt jump shot from 30 ft,39,48
226,2,0:00.0,,Offensive rebound by Team,39,48
227,3,11:41.0,,A. Len makes 2-pt dunk at rim (assist by P. Tucker),39,50
228,3,11:25.0,K. Bazemore misses 2-pt layup from 1 ft,,39,50
229,3,11:23.0,,Defensive rebound by T. Chandler,39,50
230,3,11:22.0,,Shooting foul by J. Teague (drawn by A. Goodwin),39,50
231,3,11:22.0,,A. Goodwin makes free throw 1 of 2,39,51
232,3,11:22.0,,A. Goodwin makes free throw 2 of 2,39,52
233,3,11:11.0,J. Teague makes 2-pt jump shot from 11 ft,,41,52
234,3,10:44.0,,T. Chandler misses 2-pt layup from 1 ft,41,52
235,3,10:43.0,Defensive rebound by T. Splitter,,41,52
236,3,10:37.0,Turnover by J. Teague (bad pass; steal by A. Goodwin),,41,52
237,3,10:34.0,,D. Booker misses 2-pt layup from 2 ft (block by J. Teague),41,52
238,3,10:34.0,Defensive rebound by Team,,41,52
239,3,10:23.0,Turnover by J. Teague (lost ball),,41,52
240,3,10:03.0,,T. Chandler misses 2-pt jump shot from 13 ft,41,52
241,3,10:03.0,Defensive rebound by A. Horford,,41,52
242,3,9:51.0,K. Bazemore misses 3-pt jump shot from 23 ft,,41,52
243,3,9:51.0,,Defensive rebound by T. Chandler,41,52
244,3,9:40.0,,A. Goodwin makes 2-pt jump shot from 19 ft,41,54
245,3,9:24.0,K. Bazemore misses 3-pt jump shot from 25 ft,,41,54
246,3,9:24.0,,Defensive rebound by A. Len,41,54
247,3,9:13.0,,Shooting foul by K. Bazemore (drawn by A. Len),41,54
248,3,9:13.0,,A. Len makes free throw 1 of 2,41,55
249,3,9:13.0,M. Scott enters the game for T. Splitter,,41,55
250,3,9:13.0,,A. Len makes free throw 2 of 2,41,56
251,3,9:00.0,M. Scott makes 3-pt jump shot from 23 ft (assist by J. Teague),,44,56
252,3,8:42.0,,A. Goodwin misses 2-pt jump shot from 21 ft,44,56
253,3,8:40.0,Defensive rebound by K. Korver,,44,56
254,3,8:32.0,K. Bazemore makes 3-pt jump shot from 23 ft (assist by J. Teague),,47,56
255,3,8:32.0,,Phoenix full timeout,47,56
256,3,8:31.0,,Turnover by D. Booker (bad pass),47,56
257,3,8:28.0,K. Bazemore makes 2-pt layup from 1 ft (assist by K. Korver),,49,56
258,3,8:18.0,,Turnover by A. Len (offensive foul),49,56
259,3,8:18.0,,Offensive foul by A. Len (drawn by M. Scott),49,56
260,3,8:01.0,Turnover by K. Bazemore (bad pass; steal by D. Booker),,49,56
261,3,7:52.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by A. Goodwin),49,59
262,3,7:40.0,K. Korver misses 2-pt jump shot from 22 ft,,49,59
263,3,7:40.0,Offensive rebound by A. Horford,,49,59
264,3,7:31.0,J. Teague makes 3-pt jump shot from 24 ft (assist by M. Scott),,52,59
265,3,7:12.0,,D. Booker misses 2-pt jump shot from 8 ft,52,59
266,3,7:12.0,Defensive rebound by K. Korver,,52,59
267,3,6:59.0,J. Teague misses 3-pt jump shot from 24 ft,,52,59
268,3,6:58.0,,Defensive rebound by A. Len,52,59
269,3,6:44.0,,Turnover by A. Goodwin (lost ball; steal by J. Teague),52,59
270,3,6:36.0,K. Korver misses 3-pt jump shot from 24 ft,,52,59
271,3,6:35.0,,Defensive rebound by A. Len,52,59
272,3,6:12.0,,Shooting foul by J. Teague (drawn by A. Len),52,59
273,3,6:12.0,,A. Len makes free throw 1 of 2,52,60
274,3,6:12.0,T. Sefolosha enters the game for K. Bazemore,,52,60
275,3,6:12.0,,A. Len makes free throw 2 of 2,52,61
276,3,5:51.0,M. Scott makes 2-pt jump shot from 5 ft (assist by K. Korver),,54,61
277,3,5:31.0,,Turnover by D. Booker (bad pass),54,61
278,3,5:31.0,D. Schröder enters the game for J. Teague,,54,61
279,3,5:31.0,K. Bazemore enters the game for K. Korver,,54,61
280,3,5:10.0,K. Bazemore misses 2-pt layup from 2 ft,,54,61
281,3,5:09.0,,Defensive rebound by P. Tucker,54,61
282,3,4:53.0,,Turnover by A. Len (bad pass),54,61
283,3,4:44.0,T. Sefolosha misses 2-pt jump shot from 6 ft (block by P. Tucker),,54,61
284,3,4:43.0,,Defensive rebound by A. Len,54,61
285,3,4:32.0,,A. Len makes 2-pt jump shot from 9 ft (assist by A. Goodwin),54,63
286,3,4:17.0,D. Schröder makes 2-pt layup at rim,,56,63
287,3,4:11.0,,D. Booker misses 3-pt jump shot from 25 ft,56,63
288,3,4:08.0,Defensive rebound by K. Bazemore,,56,63
289,3,3:52.0,M. Scott misses 2-pt dunk at rim,,56,63
290,3,3:51.0,Offensive rebound by D. Schröder,,56,63
291,3,3:48.0,A. Horford misses 3-pt jump shot from 23 ft,,56,63
292,3,3:47.0,,Defensive rebound by A. Len,56,63
293,3,3:31.0,,P. Tucker misses 3-pt jump shot from 24 ft,56,63
294,3,3:30.0,Defensive rebound by K. Bazemore,,56,63
295,3,3:25.0,Atlanta full timeout,,56,63
296,3,3:25.0,,T. Warren enters the game for A. Len,56,63
297,3,3:25.0,,M. Teletović enters the game for D. Booker,56,63
298,3,3:25.0,T. Splitter enters the game for K. Bazemore,,56,63
299,3,3:25.0,T. Hardaway enters the game for A. Horford,,56,63
300,3,3:09.0,Shooting foul by T. Chandler (drawn by T. Sefolosha),,56,63
301,3,3:09.0,T. Sefolosha makes free throw 1 of 2,,57,63
302,3,3:09.0,T. Sefolosha makes free throw 2 of 2,,58,63
303,3,2:55.0,,T. Warren makes 2-pt jump shot from 18 ft,58,65
304,3,2:42.0,Turnover by D. Schröder (bad pass),,58,65
305,3,2:28.0,,Shooting foul by T. Hardaway (drawn by A. Goodwin),58,65
306,3,2:28.0,,A. Goodwin makes free throw 1 of 2,58,66
307,3,2:28.0,,A. Goodwin makes free throw 2 of 2,58,67
308,3,2:17.0,Turnover by T. Hardaway (traveling),,58,67
309,3,2:05.0,,Shooting foul by D. Schröder (drawn by T. Chandler),58,67
310,3,2:05.0,,T. Chandler misses free throw 1 of 2,58,67
311,3,2:05.0,,Offensive rebound by Team,58,67
312,3,2:05.0,,T. Chandler misses free throw 2 of 2,58,67
313,3,2:04.0,Defensive rebound by T. Sefolosha,,58,67
314,3,1:45.0,T. Sefolosha misses 2-pt jump shot from 3 ft,,58,67
315,3,1:44.0,,Defensive rebound by P. Tucker,58,67
316,3,1:30.0,,Shooting foul by T. Splitter (drawn by T. Chandler),58,67
317,3,1:30.0,,T. Chandler makes free throw 1 of 2,58,68
318,3,1:30.0,A. Horford enters the game for M. Scott,,58,68
319,3,1:30.0,,T. Chandler makes free throw 2 of 2,58,69
320,3,1:21.0,D. Schröder makes 2-pt jump shot from 17 ft,,60,69
321,3,0:58.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by T. Warren),60,72
322,3,0:48.0,D. Schröder misses 2-pt jump shot from 12 ft (block by A. Goodwin),,60,72
323,3,0:47.0,Offensive rebound by T. Splitter,,60,72
324,3,0:44.0,T. Splitter misses 2-pt jump shot from 4 ft,,60,72
325,3,0:43.0,,Defensive rebound by T. Chandler,60,72
326,3,0:32.0,,Turnover by T. Warren (traveling),60,72
327,3,0:32.0,K. Korver enters the game for T. Splitter,,60,72
328,3,0:32.0,,S. Weems enters the game for M. Teletović,60,72
329,3,0:28.0,A. Horford makes 2-pt dunk at rim (assist by D. Schröder),,62,72
330,3,0:07.0,,A. Goodwin misses 2-pt layup from 1 ft,62,72
331,3,0:06.0,,Offensive rebound by T. Chandler,62,72
332,3,0:06.0,,T. Chandler makes 2-pt dunk at rim,62,74
333,3,0:01.0,Shooting foul by S. Weems (drawn by T. Sefolosha),,62,74
334,3,0:01.0,T. Sefolosha makes free throw 1 of 2,,63,74
335,3,0:01.0,,A. Len enters the game for S. Weems,63,74
336,3,0:01.0,,Violation by Team (delay of game),63,74
337,3,0:01.0,T. Sefolosha makes free throw 2 of 2,,64,74
338,3,0:01.0,,T. Warren misses 3-pt jump shot from 47 ft,64,74
339,3,0:00.0,,Offensive rebound by Team,64,74
340,4,11:44.0,A. Horford misses 3-pt jump shot from 25 ft,,64,74
341,4,11:44.0,,Defensive rebound by P. Tucker,64,74
342,4,11:34.0,,Turnover by T. Warren (lost ball; steal by T. Sefolosha),64,74
343,4,11:30.0,Shooting foul by P. Tucker (drawn by D. Schröder),,64,74
344,4,11:30.0,D. Schröder makes free throw 1 of 2,,65,74
345,4,11:30.0,D. Schröder makes free throw 2 of 2,,66,74
346,4,11:09.0,,A. Goodwin enters the game for L. Brown,66,74
347,4,11:04.0,,A. Goodwin misses 2-pt jump shot from 18 ft,66,74
348,4,11:03.0,Defensive rebound by A. Horford,,66,74
349,4,10:59.0,Shooting foul by A. Len (drawn by T. Sefolosha),,66,74
350,4,10:59.0,T. Sefolosha makes free throw 1 of 2,,67,74
351,4,10:59.0,T. Sefolosha makes free throw 2 of 2,,68,74
352,4,10:38.0,,A. Len misses 2-pt jump shot from 18 ft,68,74
353,4,10:37.0,Defensive rebound by A. Horford,,68,74
354,4,10:28.0,K. Korver makes 3-pt jump shot from 24 ft (assist by D. Schröder),,71,74
355,4,10:15.0,,M. Teletović misses 3-pt jump shot from 24 ft,71,74
356,4,10:15.0,Defensive rebound by T. Sefolosha,,71,74
357,4,10:02.0,T. Sefolosha misses 3-pt jump shot from 23 ft,,71,74
358,4,10:02.0,Offensive rebound by A. Horford,,71,74
359,4,9:59.0,K. Korver makes 3-pt jump shot from 24 ft (assist by A. Horford),,74,74
360,4,9:59.0,,Phoenix full timeout,74,74
361,4,9:59.0,,T. Chandler enters the game for M. Teletović,74,74
362,4,9:59.0,,D. Booker enters the game for T. Warren,74,74
363,4,9:41.0,,A. Goodwin misses 2-pt layup at rim,74,74
364,4,9:40.0,,Offensive rebound by A. Len,74,74
365,4,9:34.0,,D. Booker misses 3-pt jump shot from 26 ft,74,74
366,4,9:33.0,Defensive rebound by A. Horford,,74,74
367,4,9:27.0,K. Korver misses 3-pt jump shot from 24 ft,,74,74
368,4,9:26.0,,Defensive rebound by A. Len,74,74
369,4,9:09.0,,D. Booker makes 3-pt jump shot from 25 ft (assist by A. Len),74,77
370,4,8:47.0,T. Sefolosha misses 3-pt jump shot from 24 ft,,74,77
371,4,8:46.0,,Defensive rebound by A. Len,74,77
372,4,8:24.0,,A. Len misses 2-pt jump shot from 12 ft,74,77
373,4,8:24.0,Defensive rebound by T. Sefolosha,,74,77
374,4,8:06.0,D. Schröder misses 3-pt jump shot from 24 ft,,74,77
375,4,8:05.0,,Defensive rebound by A. Len,74,77
376,4,7:51.0,,Turnover by P. Tucker (traveling),74,77
377,4,7:51.0,M. Scott enters the game for T. Sefolosha,,74,77
378,4,7:51.0,K. Bazemore enters the game for D. Schröder,,74,77
379,4,7:51.0,J. Teague enters the game for T. Hardaway,,74,77
380,4,7:37.0,Personal foul by D. Booker (drawn by K. Bazemore),,74,77
381,4,7:22.0,K. Bazemore makes 3-pt jump shot from 23 ft (assist by A. Horford),,77,77
382,4,7:08.0,,A. Goodwin makes 2-pt dunk at rim,77,79
383,4,6:56.0,,Offensive charge foul by J. Teague (drawn by A. Goodwin),77,79
384,4,6:56.0,Turnover by J. Teague (offensive foul),,77,79
385,4,6:40.0,,Personal foul by J. Teague (drawn by A. Goodwin),77,79
386,4,6:40.0,T. Sefolosha enters the game for A. Horford,,77,79
387,4,6:30.0,,A. Len makes 2-pt jump shot from 4 ft (assist by P. Tucker),77,81
388,4,6:16.0,J. Teague misses 3-pt jump shot from 24 ft,,77,81
389,4,6:16.0,Offensive rebound by T. Sefolosha,,77,81
390,4,6:07.0,K. Bazemore misses 3-pt jump shot from 24 ft,,77,81
