,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,DETROIT_ACTION,MEMPHIS_SCORE,DETROIT_SCORE
384,4,2:37.0,,E. İlyasova misses free throw 1 of 1,85,89
385,4,2:35.0,Defensive rebound by M. Barnes,,85,89
386,4,2:17.0,M. Conley misses 3-pt jump shot from 24 ft,,85,89
387,4,2:17.0,Offensive rebound by Team,,85,89
388,4,2:17.0,Personal foul by E. İlyasova (drawn by Z. Randolph),,85,89
389,4,2:17.0,Z. Randolph makes free throw 1 of 2,,86,89
390,4,2:17.0,Z. Randolph misses free throw 2 of 2,,86,89
391,4,2:15.0,Offensive rebound by M. Barnes,,86,89
392,4,2:10.0,Personal foul by K. Caldwell-Pope (drawn by M. Conley),,86,89
393,4,2:10.0,M. Conley makes free throw 1 of 2,,87,89
394,4,2:10.0,M. Conley misses free throw 2 of 2,,87,89
395,4,2:09.0,,Defensive rebound by A. Drummond,87,89
396,4,1:48.0,,R. Jackson makes 3-pt jump shot from 24 ft,87,92
397,4,1:36.0,Z. Randolph misses 2-pt layup at rim,,87,92
398,4,1:36.0,Offensive rebound by Z. Randolph,,87,92
399,4,1:34.0,Z. Randolph makes 2-pt layup from 1 ft,,89,92
400,4,1:12.0,,Turnover by Team (shot clock),89,92
401,4,1:03.0,M. Conley misses 3-pt jump shot from 24 ft,,89,92
402,4,1:03.0,,Defensive rebound by A. Drummond,89,92
403,4,0:51.0,,Detroit full timeout,89,92
404,4,0:51.0,,Detroit full timeout,89,92
405,4,0:41.0,,R. Jackson misses 3-pt jump shot from 25 ft,89,92
406,4,0:40.0,Defensive rebound by M. Barnes,,89,92
407,4,0:29.0,Shooting foul by E. İlyasova (drawn by M. Gasol),,89,92
408,4,0:29.0,M. Gasol misses free throw 1 of 2,,89,92
409,4,0:29.0,Offensive rebound by Team,,89,92
410,4,0:29.0,M. Gasol makes free throw 2 of 2,,90,92
411,4,0:09.0,,M. Morris misses 2-pt jump shot from 15 ft,90,92
412,4,0:08.0,,Offensive rebound by E. İlyasova,90,92
413,4,0:08.0,,E. İlyasova misses 2-pt layup at rim,90,92
414,4,0:07.0,,Offensive rebound by A. Drummond,90,92
415,4,0:07.0,,A. Drummond misses 2-pt layup at rim,90,92
416,4,0:06.0,Defensive rebound by M. Barnes,,90,92
417,4,0:01.0,M. Barnes makes 3-pt jump shot from 30 ft,,93,92
418,4,0:01.0,,Detroit full timeout,93,92
419,4,0:01.0,,S. Blake enters the game for E. İlyasova,93,92
420,4,0:01.0,,M. Morris misses 3-pt jump shot from 24 ft,93,92
421,4,0:00.0,,Offensive rebound by Team,93,92
