,QUARTER,TIME_REMAINING,HOUSTON_ACTION,MIAMI_ACTION,HOUSTON_SCORE,MIAMI_SCORE
59,1,5:25.0,,H. Whiteside makes 2-pt layup from 1 ft (assist by D. Wade),21,16
60,1,5:12.0,M. Thornton misses 2-pt jump shot from 14 ft,,21,16
61,1,5:11.0,,Defensive rebound by H. Whiteside,21,16
62,1,5:09.0,,Turnover by H. Whiteside (bad pass; steal by J. Harden),21,16
63,1,5:02.0,M. Thornton makes 3-pt jump shot from 24 ft (assist by J. Harden),,24,16
64,1,4:49.0,,D. Wade misses 2-pt jump shot from 6 ft,24,16
65,1,4:48.0,,Offensive rebound by H. Whiteside,24,16
66,1,4:48.0,,H. Whiteside makes 2-pt hook shot from 2 ft,24,18
67,1,4:48.0,,Shooting foul by M. Thornton (drawn by H. Whiteside),24,18
68,1,4:48.0,,M. Chalmers enters the game for G. Dragić,24,18
69,1,4:48.0,C. Brewer enters the game for M. Thornton,,24,18
70,1,4:48.0,,H. Whiteside makes free throw 1 of 1,24,19
71,1,4:35.0,J. Harden misses 2-pt jump shot from 16 ft,,24,19
72,1,4:34.0,,Defensive rebound by D. Wade,24,19
73,1,4:25.0,,H. Whiteside makes 2-pt dunk at rim (assist by D. Wade),24,21
74,1,3:58.0,P. Beverley makes 2-pt layup from 2 ft,,26,21
75,1,3:36.0,,D. Wade misses 2-pt jump shot from 7 ft (block by M. Harrell),26,21
76,1,3:35.0,Defensive rebound by P. Beverley,,26,21
77,1,3:26.0,C. Brewer makes 2-pt layup from 1 ft (assist by J. Harden),,28,21
78,1,3:06.0,,Turnover by M. Chalmers (bad pass; steal by T. Ariza),28,21
79,1,3:02.0,C. Brewer makes 2-pt layup from 1 ft (assist by T. Ariza),,30,21
80,1,2:54.0,,Miami full timeout,30,21
81,1,2:54.0,Houston full timeout,,30,21
82,1,2:54.0,T. Lawson enters the game for T. Ariza,,30,21
83,1,2:54.0,,G. Green enters the game for D. Wade,30,21
84,1,2:42.0,,Shooting foul by T. Lawson (drawn by L. Deng),30,21
85,1,2:42.0,,L. Deng misses free throw 1 of 2,30,21
86,1,2:42.0,,Offensive rebound by Team,30,21
87,1,2:42.0,,C. Bosh enters the game for H. Whiteside,30,21
88,1,2:42.0,,L. Deng makes free throw 2 of 2,30,22
89,1,2:32.0,C. Brewer misses 2-pt jump shot from 4 ft,,30,22
90,1,2:31.0,,Defensive rebound by L. Deng,30,22
91,1,2:16.0,,L. Deng misses 2-pt hook shot from 8 ft,30,22
92,1,2:15.0,Defensive rebound by J. Harden,,30,22
93,1,2:10.0,Turnover by J. Harden (bad pass; steal by M. Chalmers),,30,22
94,1,2:06.0,,J. Winslow misses 2-pt layup from 2 ft,30,22
95,1,2:05.0,,Offensive rebound by L. Deng,30,22
96,1,2:04.0,,L. Deng misses 2-pt layup from 1 ft,30,22
97,1,2:00.0,,Offensive rebound by M. Chalmers,30,22
98,1,1:59.0,,M. Chalmers makes 2-pt layup from 1 ft,30,24
99,1,1:51.0,J. Harden misses 3-pt jump shot from 24 ft,,30,24
100,1,1:50.0,,Defensive rebound by C. Bosh,30,24
101,1,1:38.0,,G. Green misses 3-pt jump shot from 24 ft,30,24
102,1,1:37.0,,Offensive rebound by J. Winslow,30,24
103,1,1:27.0,,C. Bosh misses 2-pt jump shot from 18 ft,30,24
104,1,1:26.0,,Offensive rebound by L. Deng,30,24
105,1,1:23.0,,L. Deng makes 2-pt jump shot from 3 ft,30,26
106,1,1:14.0,T. Lawson misses 2-pt jump shot from 20 ft,,30,26
107,1,1:13.0,,Defensive rebound by L. Deng,30,26
108,1,1:07.0,,G. Green makes 2-pt layup from 1 ft,30,28
109,1,0:50.0,Personal foul by J. Winslow (drawn by J. Harden),,30,28
110,1,0:50.0,J. Harden makes free throw 1 of 3,,31,28
111,1,0:50.0,J. Harden makes free throw 2 of 3,,32,28
112,1,0:50.0,,J. McRoberts enters the game for L. Deng,32,28
113,1,0:50.0,J. Harden makes free throw 3 of 3,,33,28
114,1,0:48.0,,Turnover by M. Chalmers (bad pass; steal by T. Lawson),33,28
115,1,0:45.0,Shooting foul by M. Chalmers (drawn by T. Lawson),,33,28
116,1,0:45.0,T. Lawson makes free throw 1 of 2,,34,28
117,1,0:45.0,T. Ariza enters the game for J. Harden,,34,28
118,1,0:45.0,T. Lawson makes free throw 2 of 2,,35,28
119,1,0:31.0,,J. Winslow makes 2-pt layup from 2 ft,35,30
120,1,0:23.0,Turnover by P. Beverley (bad pass),,35,30
121,1,0:03.0,,J. Winslow misses 2-pt jump shot from 19 ft,35,30
122,1,0:02.0,Defensive rebound by T. Ariza,,35,30
123,2,11:43.0,C. Brewer misses 2-pt layup from 1 ft (block by C. Bosh),,35,30
124,2,11:42.0,Offensive rebound by M. Harrell,,35,30
125,2,11:41.0,M. Harrell makes 2-pt dunk at rim,,37,30
126,2,11:24.0,,C. Bosh misses 2-pt jump shot from 11 ft,37,30
127,2,11:23.0,Defensive rebound by P. Beverley,,37,30
128,2,11:15.0,P. Beverley makes 2-pt jump shot from 18 ft,,39,30
129,2,10:51.0,,G. Green misses 2-pt jump shot from 18 ft,39,30
130,2,10:50.0,Defensive rebound by T. Lawson,,39,30
131,2,10:35.0,T. Lawson misses 2-pt jump shot from 5 ft,,39,30
132,2,10:34.0,,Defensive rebound by C. Bosh,39,30
133,2,10:26.0,,Turnover by J. Winslow (bad pass; steal by T. Ariza),39,30
134,2,10:16.0,C. Brewer misses 3-pt jump shot from 23 ft,,39,30
135,2,10:15.0,,Defensive rebound by C. Bosh,39,30
136,2,10:00.0,C. Hayes enters the game for M. Harrell,,39,30
137,2,10:00.0,,G. Dragić enters the game for M. Chalmers,39,30
138,2,9:53.0,,Turnover by J. McRoberts (bad pass; steal by C. Brewer),39,30
139,2,9:39.0,C. Brewer misses 3-pt jump shot from 24 ft,,39,30
140,2,9:38.0,,Defensive rebound by J. McRoberts,39,30
141,2,9:29.0,,G. Dragić misses 2-pt jump shot from 3 ft,39,30
142,2,9:28.0,Defensive rebound by T. Lawson,,39,30
143,2,9:17.0,P. Beverley makes 3-pt jump shot from 24 ft (assist by C. Brewer),,42,30
144,2,9:17.0,,Miami full timeout,42,30
145,2,9:17.0,J. Terry enters the game for T. Ariza,,42,30
146,2,9:17.0,J. Harden enters the game for T. Lawson,,42,30
147,2,9:00.0,,Turnover by J. McRoberts (bad pass; steal by C. Brewer),42,30
148,2,8:43.0,J. Terry makes 3-pt jump shot from 24 ft (assist by J. Harden),,45,30
149,2,8:36.0,,Personal foul by J. Harden (drawn by J. McRoberts),45,30
150,2,8:36.0,,D. Wade enters the game for J. Winslow,45,30
151,2,8:23.0,Offensive charge foul by G. Dragić (drawn by P. Beverley),,45,30
152,2,8:23.0,,Turnover by G. Dragić (offensive foul),45,30
153,2,8:00.0,J. Harden misses 3-pt jump shot from 24 ft,,45,30
154,2,7:59.0,,Defensive rebound by J. McRoberts,45,30
155,2,7:51.0,,C. Bosh misses 3-pt jump shot from 23 ft,45,30
156,2,7:50.0,Defensive rebound by P. Beverley,,45,30
157,2,7:44.0,J. Terry misses 3-pt jump shot from 24 ft,,45,30
158,2,7:43.0,,Defensive rebound by C. Bosh,45,30
159,2,7:39.0,,Personal foul by C. Brewer (drawn by G. Dragić),45,30
160,2,7:39.0,T. Ariza enters the game for C. Brewer,,45,30
161,2,7:39.0,M. Thornton enters the game for P. Beverley,,45,30
162,2,7:39.0,,H. Whiteside enters the game for J. McRoberts,45,30
163,2,7:30.0,,D. Wade makes 2-pt jump shot from 12 ft,45,32
164,2,7:15.0,Personal foul by G. Green (drawn by J. Harden),,45,32
165,2,7:15.0,,L. Deng enters the game for C. Bosh,45,32
166,2,7:03.0,M. Thornton makes 2-pt jump shot from 19 ft,,47,32
167,2,6:50.0,,Turnover by H. Whiteside (traveling),47,32
168,2,6:42.0,J. Harden misses 3-pt jump shot from 24 ft,,47,32
169,2,6:41.0,,Defensive rebound by H. Whiteside,47,32
170,2,6:28.0,,G. Green misses 3-pt jump shot from 23 ft,47,32
171,2,6:27.0,Defensive rebound by T. Ariza,,47,32
172,2,6:15.0,Shooting foul by L. Deng (drawn by J. Harden),,47,32
173,2,6:15.0,J. Harden makes free throw 1 of 2,,48,32
174,2,6:15.0,J. Harden makes free throw 2 of 2,,49,32
175,2,5:59.0,,G. Dragić makes 2-pt jump shot from 15 ft (assist by H. Whiteside),49,34
176,2,5:40.0,M. Thornton misses 2-pt layup from 2 ft,,49,34
177,2,5:39.0,,Defensive rebound by H. Whiteside,49,34
178,2,5:25.0,,Shooting foul by C. Hayes (drawn by H. Whiteside),49,34
179,2,5:25.0,,H. Whiteside makes 2-pt layup from 2 ft (assist by D. Wade),49,36
180,2,5:25.0,Official timeout,,49,36
181,2,5:25.0,,T. Johnson enters the game for G. Green,49,36
182,2,5:25.0,,H. Whiteside misses free throw 1 of 1,49,36
183,2,5:24.0,Defensive rebound by C. Hayes,,49,36
184,2,5:01.0,J. Terry misses 3-pt jump shot from 25 ft,,49,36
185,2,4:59.0,,Defensive rebound by G. Dragić,49,36
186,2,4:45.0,,H. Whiteside misses 2-pt hook shot from 10 ft,49,36
187,2,4:43.0,Defensive rebound by J. Harden,,49,36
188,2,4:37.0,M. Thornton makes 3-pt jump shot from 22 ft (assist by J. Harden),,52,36
189,2,4:15.0,,L. Deng misses 3-pt jump shot from 24 ft,52,36
190,2,4:15.0,,Offensive rebound by Team,52,36
191,2,4:15.0,,Personal foul by C. Hayes (drawn by H. Whiteside),52,36
192,2,4:15.0,C. Capela enters the game for C. Hayes,,52,36
193,2,4:15.0,T. Lawson enters the game for J. Terry,,52,36
194,2,3:56.0,,H. Whiteside makes 2-pt dunk at rim (assist by D. Wade),52,38
195,2,3:33.0,M. Thornton makes 3-pt jump shot from 25 ft (assist by J. Harden),,55,38
196,2,3:16.0,,G. Dragić misses 3-pt jump shot from 24 ft,55,38
197,2,3:15.0,Defensive rebound by T. Lawson,,55,38
198,2,3:11.0,Turnover by T. Ariza (bad pass),,55,38
199,2,2:48.0,,L. Deng misses 2-pt layup from 1 ft,55,38
200,2,2:47.0,,Offensive rebound by Team,55,38
201,2,2:47.0,,Turnover by Team (shot clock),55,38
202,2,2:47.0,Houston full timeout,,55,38
203,2,2:31.0,T. Ariza misses 2-pt jump shot from 16 ft,,55,38
204,2,2:30.0,,Defensive rebound by G. Dragić,55,38
205,2,2:21.0,,T. Johnson misses 3-pt jump shot from 23 ft,55,38
206,2,2:20.0,Defensive rebound by C. Capela,,55,38
207,2,2:15.0,Turnover by J. Harden (bad pass; steal by H. Whiteside),,55,38
208,2,2:12.0,Violation by T. Ariza (def goaltending),,55,38
209,2,2:12.0,,G. Dragić makes 2-pt layup from 2 ft,55,40
210,2,1:48.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Harden),,58,40
211,2,1:28.0,,D. Wade misses 3-pt jump shot from 25 ft,58,40
212,2,1:27.0,,Offensive rebound by T. Johnson,58,40
213,2,1:26.0,,T. Johnson makes 2-pt layup from 2 ft,58,42
214,2,1:08.0,Personal foul by G. Dragić (drawn by J. Harden),,58,42
215,2,1:08.0,J. Harden makes free throw 1 of 3,,59,42
216,2,1:08.0,J. Harden misses free throw 2 of 3,,59,42
217,2,1:08.0,Offensive rebound by Team,,59,42
218,2,1:08.0,,J. Winslow enters the game for G. Dragić,59,42
219,2,1:08.0,J. Harden makes free throw 3 of 3,,60,42
220,2,0:58.0,,H. Whiteside misses 2-pt layup from 1 ft (block by C. Capela),60,42
221,2,0:57.0,Defensive rebound by C. Capela,,60,42
222,2,0:50.0,M. Thornton makes 3-pt jump shot from 24 ft (assist by J. Harden),,63,42
223,2,0:35.0,,L. Deng misses 2-pt layup from 1 ft,63,42
224,2,0:34.0,Defensive rebound by C. Capela,,63,42
225,2,0:26.0,J. Harden misses 3-pt jump shot from 25 ft,,63,42
226,2,0:25.0,,Defensive rebound by H. Whiteside,63,42
227,2,0:02.0,,D. Wade makes 2-pt jump shot from 20 ft,63,44
228,2,0:00.0,M. Thornton misses 3-pt jump shot from 47 ft,,63,44
229,2,0:00.0,Offensive rebound by Team,,63,44
230,3,11:43.0,Personal foul by C. Bosh (drawn by T. Ariza),,63,44
231,3,11:33.0,C. Capela makes 2-pt dunk at rim (assist by M. Thornton),,65,44
232,3,11:07.0,,Turnover by Team (shot clock),65,44
233,3,10:43.0,T. Ariza misses 3-pt jump shot from 23 ft,,65,44
234,3,10:42.0,,Defensive rebound by H. Whiteside,65,44
235,3,10:25.0,,Shooting foul by M. Thornton (drawn by D. Wade),65,44
236,3,10:25.0,,D. Wade makes free throw 1 of 2,65,45
237,3,10:25.0,,D. Wade makes free throw 2 of 2,65,46
238,3,10:07.0,Turnover by M. Thornton (step out of bounds),,65,46
239,3,9:55.0,,D. Wade misses 2-pt jump shot from 19 ft,65,46
240,3,9:54.0,Defensive rebound by T. Ariza,,65,46
241,3,9:48.0,T. Lawson makes 2-pt layup from 2 ft,,67,46
242,3,9:27.0,,Personal foul by T. Ariza (drawn by C. Bosh),67,46
243,3,9:12.0,,D. Wade makes 2-pt jump shot from 18 ft,67,48
244,3,8:59.0,Turnover by J. Harden (bad pass; steal by D. Wade),,67,48
245,3,8:48.0,,H. Whiteside makes 2-pt dunk at rim (assist by G. Dragić),67,50
246,3,8:30.0,Turnover by T. Lawson (bad pass; steal by H. Whiteside),,67,50
247,3,8:14.0,,H. Whiteside misses 2-pt hook shot from 4 ft,67,50
248,3,8:13.0,,Offensive rebound by L. Deng,67,50
249,3,8:12.0,,L. Deng makes 2-pt layup from 1 ft,67,52
250,3,8:12.0,Houston full timeout,,67,52
251,3,7:57.0,C. Capela makes 2-pt dunk at rim (assist by M. Thornton),,69,52
252,3,7:32.0,,L. Deng makes 3-pt jump shot from 23 ft (assist by G. Dragić),69,55
253,3,7:08.0,T. Ariza misses 2-pt layup from 2 ft,,69,55
254,3,7:07.0,,Defensive rebound by G. Dragić,69,55
255,3,7:06.0,,Personal foul by T. Lawson (drawn by G. Dragić),69,55
256,3,6:56.0,,D. Wade misses 2-pt jump shot from 15 ft,69,55
257,3,6:55.0,Defensive rebound by J. Harden,,69,55
258,3,6:48.0,J. Harden misses 2-pt layup from 1 ft (block by H. Whiteside),,69,55
259,3,6:47.0,,Defensive rebound by D. Wade,69,55
260,3,6:40.0,,D. Wade makes 2-pt jump shot from 5 ft,69,57
261,3,6:31.0,Shooting foul by G. Dragić (drawn by J. Harden),,69,57
262,3,6:31.0,J. Harden misses free throw 1 of 3,,69,57
263,3,6:31.0,Offensive rebound by Team,,69,57
264,3,6:31.0,J. Harden makes free throw 2 of 3,,70,57
265,3,6:31.0,,J. Winslow enters the game for C. Bosh,70,57
266,3,6:31.0,M. Harrell enters the game for C. Capela,,70,57
267,3,6:31.0,P. Beverley enters the game for T. Lawson,,70,57
268,3,6:31.0,J. Harden makes free throw 3 of 3,,71,57
269,3,6:17.0,,D. Wade makes 3-pt jump shot from 23 ft (assist by G. Dragić),71,60
270,3,5:58.0,Turnover by J. Harden (lost ball),,71,60
271,3,5:46.0,,D. Wade misses 2-pt jump shot from 18 ft,71,60
272,3,5:45.0,Defensive rebound by T. Ariza,,71,60
273,3,5:38.0,Personal foul by D. Wade (drawn by J. Harden),,71,60
274,3,5:38.0,C. Brewer enters the game for T. Ariza,,71,60
275,3,5:25.0,Turnover by P. Beverley (bad pass; steal by G. Dragić),,71,60
276,3,5:20.0,,L. Deng makes 2-pt layup from 2 ft (assist by G. Dragić),71,62
277,3,4:59.0,M. Thornton misses 3-pt jump shot from 24 ft,,71,62
278,3,4:58.0,Offensive rebound by M. Harrell,,71,62
279,3,4:53.0,M. Thornton misses 2-pt jump shot from 15 ft,,71,62
280,3,4:52.0,,Defensive rebound by H. Whiteside,71,62
281,3,4:45.0,,G. Dragić misses 2-pt jump shot from 13 ft,71,62
282,3,4:44.0,,Offensive rebound by Team,71,62
283,3,4:41.0,Loose ball foul by C. Brewer (drawn by L. Deng),,71,62
284,3,4:41.0,,Personal foul by P. Beverley (drawn by G. Dragić),71,62
285,3,4:41.0,,G. Dragić makes free throw 1 of 2,71,63
286,3,4:41.0,,G. Green enters the game for D. Wade,71,63
287,3,4:41.0,,G. Dragić makes free throw 2 of 2,71,64
288,3,4:27.0,P. Beverley makes 2-pt dunk at rim,,73,64
289,3,4:10.0,,G. Green misses 3-pt jump shot from 25 ft,73,64
290,3,4:09.0,Defensive rebound by J. Harden,,73,64
291,3,4:03.0,M. Thornton misses 3-pt jump shot from 23 ft,,73,64
292,3,4:02.0,,Defensive rebound by H. Whiteside,73,64
293,3,3:56.0,,G. Dragić misses 2-pt layup from 1 ft,73,64
294,3,3:55.0,Defensive rebound by M. Thornton,,73,64
295,3,3:47.0,M. Thornton makes 2-pt layup from 1 ft,,75,64
296,3,3:47.0,,Miami full timeout,75,64
297,3,3:47.0,T. Lawson enters the game for M. Thornton,,75,64
298,3,3:47.0,,M. Chalmers enters the game for L. Deng,75,64
299,3,3:47.0,,T. Johnson enters the game for G. Dragić,75,64
300,3,3:25.0,,H. Whiteside makes 2-pt layup from 1 ft (assist by T. Johnson),75,66
301,3,3:25.0,,Shooting foul by M. Harrell (drawn by H. Whiteside),75,66
302,3,3:25.0,,H. Whiteside misses free throw 1 of 1,75,66
303,3,3:24.0,Defensive rebound by M. Harrell,,75,66
304,3,3:08.0,J. Harden misses 3-pt jump shot from 24 ft,,75,66
305,3,3:07.0,,Defensive rebound by H. Whiteside,75,66
306,3,2:57.0,,J. Winslow makes 3-pt jump shot from 24 ft (assist by M. Chalmers),75,69
307,3,2:48.0,Turnover by T. Lawson (bad pass; steal by T. Johnson),,75,69
308,3,2:45.0,,Shooting foul by C. Brewer (drawn by G. Green),75,69
309,3,2:45.0,,G. Green makes free throw 1 of 2,75,70
310,3,2:45.0,,G. Green makes free throw 2 of 2,75,71
311,3,2:25.0,Turnover by P. Beverley (traveling),,75,71
312,3,2:13.0,,J. Winslow misses 2-pt jump shot from 19 ft,75,71
313,3,2:12.0,Defensive rebound by Team,,75,71
314,3,2:12.0,,Loose ball foul by H. Whiteside (drawn by M. Harrell),75,71
315,3,2:12.0,Technical foul by M. Harrell,,75,71
316,3,2:12.0,,M. Chalmers makes technical free throw,75,72
317,3,2:12.0,T. Ariza enters the game for J. Harden,,75,72
318,3,2:12.0,,C. Bosh enters the game for H. Whiteside,75,72
319,3,1:56.0,C. Brewer misses 2-pt jump shot from 8 ft (block by C. Bosh),,75,72
320,3,1:55.0,Offensive rebound by Team,,75,72
321,3,1:46.0,P. Beverley misses 3-pt jump shot from 25 ft,,75,72
322,3,1:45.0,,Defensive rebound by T. Johnson,75,72
323,3,1:39.0,,G. Green misses 3-pt jump shot from 23 ft,75,72
324,3,1:38.0,Defensive rebound by T. Lawson,,75,72
325,3,1:14.0,C. Brewer misses 3-pt jump shot from 24 ft,,75,72
326,3,1:13.0,,Defensive rebound by J. Winslow,75,72
327,3,0:54.0,,G. Green makes 3-pt jump shot from 25 ft (assist by J. Winslow),75,75
328,3,0:43.0,T. Ariza misses 3-pt jump shot from 25 ft,,75,75
329,3,0:41.0,,Defensive rebound by C. Bosh,75,75
330,3,0:23.0,,M. Chalmers misses 3-pt jump shot from 24 ft,75,75
331,3,0:22.0,Defensive rebound by M. Harrell,,75,75
332,3,0:02.0,P. Beverley misses 3-pt jump shot from 25 ft,,75,75
333,3,0:01.0,,Defensive rebound by C. Bosh,75,75
334,4,11:39.0,,C. Bosh misses 2-pt jump shot from 16 ft,75,75
335,4,11:38.0,Defensive rebound by C. Brewer,,75,75
336,4,11:30.0,Personal block foul by G. Green (drawn by C. Brewer),,75,75
337,4,11:14.0,P. Beverley misses 2-pt jump shot from 21 ft,,75,75
338,4,11:13.0,Offensive rebound by Team,,75,75
339,4,11:04.0,M. Harrell makes 2-pt dunk at rim (assist by C. Brewer),,77,75
340,4,10:41.0,,T. Johnson misses 2-pt jump shot from 19 ft,77,75
341,4,10:40.0,Defensive rebound by M. Harrell,,77,75
342,4,10:28.0,C. Brewer makes 2-pt jump shot from 9 ft (assist by T. Lawson),,79,75
343,4,10:18.0,,Personal foul by P. Beverley (drawn by M. Chalmers),79,75
344,4,10:06.0,,C. Bosh makes 3-pt jump shot from 24 ft (assist by T. Johnson),79,78
345,4,9:51.0,M. Harrell makes 2-pt hook shot from 5 ft (assist by C. Brewer),,81,78
346,4,9:27.0,,C. Bosh makes 2-pt layup from 2 ft,81,80
347,4,9:20.0,T. Ariza misses 2-pt layup from 1 ft (block by T. Johnson),,81,80
348,4,9:19.0,,Defensive rebound by C. Bosh,81,80
349,4,9:17.0,,Personal foul by P. Beverley (drawn by M. Chalmers),81,80
350,4,9:14.0,,Turnover by M. Chalmers (bad pass; steal by T. Ariza),81,80
351,4,9:02.0,C. Brewer makes 2-pt jump shot from 6 ft (assist by T. Lawson),,83,80
352,4,8:46.0,,M. Chalmers misses 2-pt layup from 2 ft,83,80
353,4,8:46.0,,Offensive rebound by T. Johnson,83,80
354,4,8:46.0,,T. Johnson makes 2-pt layup at rim,83,82
355,4,8:46.0,,Shooting foul by T. Lawson (drawn by T. Johnson),83,82
356,4,8:46.0,Official timeout,,83,82
357,4,8:46.0,J. Harden enters the game for M. Harrell,,83,82
358,4,8:46.0,C. Hayes enters the game for P. Beverley,,83,82
359,4,8:46.0,,T. Johnson misses free throw 1 of 1,83,82
360,4,8:45.0,Defensive rebound by T. Ariza,,83,82
361,4,8:27.0,C. Brewer misses 2-pt hook shot from 11 ft,,83,82
362,4,8:27.0,,Defensive rebound by Team,83,82
363,4,8:27.0,Loose ball foul by T. Ariza (drawn by M. Chalmers),,83,82
364,4,8:11.0,,C. Bosh makes 3-pt jump shot from 25 ft (assist by T. Johnson),83,85
365,4,7:54.0,Turnover by T. Lawson (bad pass; steal by M. Chalmers),,83,85
366,4,7:49.0,,C. Bosh makes 2-pt dunk at rim (assist by M. Chalmers),83,87
367,4,7:49.0,Houston full timeout,,83,87
368,4,7:49.0,M. Thornton enters the game for C. Brewer,,83,87
369,4,7:49.0,,D. Wade enters the game for G. Green,83,87
370,4,7:34.0,J. Harden misses 3-pt jump shot from 24 ft,,83,87
371,4,7:33.0,,Defensive rebound by T. Johnson,83,87
372,4,7:16.0,,D. Wade misses 2-pt jump shot from 6 ft (block by J. Harden),83,87
373,4,7:15.0,Defensive rebound by J. Harden,,83,87
374,4,7:00.0,Turnover by T. Ariza (bad pass),,83,87
375,4,6:47.0,,Turnover by D. Wade (bad pass; steal by J. Harden),83,87
376,4,6:46.0,Personal foul by J. Winslow (drawn by J. Harden),,83,87
377,4,6:46.0,,H. Whiteside enters the game for C. Bosh,83,87
378,4,6:35.0,M. Thornton misses 2-pt jump shot from 3 ft,,83,87
379,4,6:34.0,,Defensive rebound by H. Whiteside,83,87
380,4,6:18.0,,J. Winslow makes 2-pt layup from 1 ft,83,89
381,4,6:02.0,J. Harden misses 2-pt jump shot from 17 ft,,83,89
382,4,6:01.0,,Defensive rebound by H. Whiteside,83,89
383,4,5:47.0,,D. Wade misses 2-pt jump shot from 7 ft,83,89
384,4,5:46.0,,Offensive rebound by J. Winslow,83,89
385,4,5:44.0,,J. Winslow misses 2-pt dunk at rim,83,89
386,4,5:43.0,Defensive rebound by J. Harden,,83,89
387,4,5:30.0,J. Harden misses 3-pt jump shot from 25 ft,,83,89
388,4,5:29.0,,Defensive rebound by H. Whiteside,83,89
