,QUARTER,TIME_REMAINING,INDIANA_ACTION,UTAH_ACTION,INDIANA_SCORE,UTAH_SCORE
115,2,10:29.0,,T. Burke misses 3-pt jump shot from 24 ft,21,27
116,2,10:28.0,,Offensive rebound by T. Booker,21,27
117,2,10:24.0,,G. Hayward makes 3-pt jump shot from 24 ft,21,30
118,2,10:04.0,J. Hill makes 2-pt hook shot from 3 ft (assist by R. Stuckey),,23,30
119,2,9:49.0,,T. Booker misses 2-pt jump shot from 4 ft (block by G. Hill),23,30
120,2,9:46.0,Defensive rebound by L. Allen,,23,30
121,2,9:41.0,Turnover by C. Budinger (bad pass; steal by G. Hayward),,23,30
122,2,9:37.0,,Shooting foul by L. Allen (drawn by T. Booker),23,30
123,2,9:37.0,,T. Booker makes free throw 1 of 2,23,31
124,2,9:37.0,,D. Favors enters the game for J. Withey,23,31
125,2,9:37.0,,T. Booker misses free throw 2 of 2,23,31
126,2,9:36.0,Defensive rebound by C. Budinger,,23,31
127,2,9:24.0,Indiana full timeout,,23,31
128,2,9:24.0,,T. Lyles enters the game for T. Booker,23,31
129,2,9:13.0,J. Hill misses 2-pt layup from 1 ft,,23,31
130,2,9:12.0,Offensive rebound by L. Allen,,23,31
131,2,9:12.0,L. Allen misses 2-pt layup from 1 ft,,23,31
132,2,9:10.0,,Defensive rebound by A. Burks,23,31
133,2,9:01.0,,Personal foul by C. Budinger (drawn by G. Hayward),23,31
134,2,8:54.0,,Personal foul by C. Budinger (drawn by G. Hayward),23,31
135,2,8:47.0,,T. Burke misses 3-pt jump shot from 24 ft,23,31
136,2,8:46.0,Defensive rebound by J. Hill,,23,31
137,2,8:37.0,Def 3 sec tech foul by T. Lyles,,23,31
138,2,8:37.0,R. Stuckey makes technical free throw,,24,31
139,2,8:27.0,C. Budinger misses 2-pt jump shot from 9 ft,,24,31
140,2,8:27.0,Offensive rebound by Team,,24,31
141,2,8:27.0,,Loose ball foul by A. Burks (drawn by R. Stuckey),24,31
142,2,8:27.0,R. Stuckey makes free throw 1 of 2,,25,31
143,2,8:27.0,,R. Hood enters the game for A. Burks,25,31
144,2,8:27.0,R. Stuckey makes free throw 2 of 2,,26,31
145,2,8:10.0,,D. Favors makes 2-pt dunk from 1 ft (assist by T. Burke),26,33
146,2,7:58.0,R. Stuckey makes 2-pt jump shot from 14 ft,,28,33
147,2,7:46.0,,D. Favors makes 2-pt jump shot from 10 ft (assist by T. Burke),28,35
148,2,7:31.0,J. Hill makes 2-pt hook shot from 7 ft,,30,35
149,2,7:18.0,,T. Lyles misses 2-pt jump shot from 17 ft,30,35
150,2,7:17.0,Defensive rebound by C. Budinger,,30,35
151,2,7:05.0,G. Hill misses 3-pt jump shot from 24 ft,,30,35
152,2,7:05.0,Offensive rebound by J. Hill,,30,35
153,2,7:01.0,C. Budinger misses 2-pt layup from 2 ft,,30,35
154,2,6:59.0,,Defensive rebound by T. Lyles,30,35
155,2,6:55.0,,Shooting foul by J. Hill (drawn by G. Hayward),30,35
156,2,6:55.0,,G. Hayward makes free throw 1 of 2,30,36
157,2,6:55.0,I. Mahinmi enters the game for J. Hill,,30,36
158,2,6:55.0,C. Miles enters the game for L. Allen,,30,36
159,2,6:55.0,,J. Ingles enters the game for T. Lyles,30,36
160,2,6:55.0,,R. Neto enters the game for T. Burke,30,36
161,2,6:55.0,,G. Hayward makes free throw 2 of 2,30,37
162,2,6:41.0,R. Stuckey makes 2-pt jump shot from 9 ft,,32,37
163,2,6:26.0,,D. Favors makes 2-pt layup from 1 ft (assist by G. Hayward),32,39
164,2,6:14.0,Shooting foul by D. Favors (drawn by R. Stuckey),,32,39
165,2,6:14.0,R. Stuckey misses free throw 1 of 2,,32,39
166,2,6:14.0,Offensive rebound by Team,,32,39
167,2,6:14.0,M. Ellis enters the game for G. Hill,,32,39
168,2,6:14.0,R. Stuckey makes free throw 2 of 2,,33,39
169,2,5:57.0,,Personal foul by R. Stuckey (drawn by G. Hayward),33,39
170,2,5:57.0,,Utah full timeout,33,39
171,2,5:57.0,,G. Hayward makes free throw 1 of 2,33,40
172,2,5:57.0,,G. Hayward makes free throw 2 of 2,33,41
173,2,5:48.0,C. Budinger makes 2-pt dunk at rim (assist by M. Ellis),,35,41
174,2,5:27.0,,D. Favors misses 2-pt layup from 1 ft,35,41
175,2,5:27.0,Defensive rebound by M. Ellis,,35,41
176,2,5:19.0,M. Ellis makes 2-pt jump shot from 8 ft,,37,41
177,2,5:05.0,,R. Hood misses 2-pt jump shot from 17 ft,37,41
178,2,5:04.0,Defensive rebound by I. Mahinmi,,37,41
179,2,4:56.0,I. Mahinmi makes 2-pt layup from 2 ft (assist by M. Ellis),,39,41
180,2,4:31.0,,R. Hood misses 2-pt layup from 2 ft,39,41
181,2,4:31.0,Defensive rebound by I. Mahinmi,,39,41
182,2,4:25.0,Shooting foul by R. Hood (drawn by C. Miles),,39,41
183,2,4:25.0,C. Miles makes free throw 1 of 3,,40,41
184,2,4:25.0,C. Miles makes free throw 2 of 3,,41,41
185,2,4:25.0,P. George enters the game for C. Budinger,,41,41
186,2,4:25.0,,A. Burks enters the game for R. Hood,41,41
187,2,4:25.0,,Utah full timeout,41,41
188,2,4:25.0,,T. Burke enters the game for R. Neto,41,41
189,2,4:25.0,,T. Booker enters the game for J. Ingles,41,41
190,2,4:25.0,C. Miles makes free throw 3 of 3,,42,41
191,2,4:04.0,,T. Burke makes 3-pt jump shot from 25 ft,42,44
192,2,4:04.0,,Shooting foul by M. Ellis (drawn by T. Burke),42,44
193,2,4:04.0,G. Hill enters the game for M. Ellis,,42,44
194,2,4:04.0,,T. Burke makes free throw 1 of 1,42,45
195,2,3:40.0,P. George makes 2-pt jump shot from 18 ft,,44,45
196,2,3:27.0,,G. Hayward misses 2-pt jump shot from 6 ft,44,45
197,2,3:27.0,,Offensive rebound by T. Booker,44,45
198,2,3:24.0,,T. Booker makes 2-pt layup from 1 ft,44,47
199,2,3:14.0,C. Miles misses 3-pt jump shot from 24 ft,,44,47
200,2,3:14.0,,Defensive rebound by T. Booker,44,47
201,2,3:07.0,,A. Burks makes 2-pt layup from 2 ft,44,49
202,2,2:58.0,Turnover by P. George (bad pass),,44,49
203,2,2:44.0,,D. Favors makes 2-pt jump shot from 14 ft (assist by G. Hayward),44,51
204,2,2:27.0,P. George makes 3-pt jump shot from 24 ft (assist by R. Stuckey),,47,51
205,2,2:10.0,,T. Booker misses 2-pt layup from 2 ft,47,51
206,2,2:09.0,,Offensive rebound by D. Favors,47,51
207,2,2:09.0,,D. Favors makes 2-pt layup from 2 ft,47,53
208,2,1:57.0,R. Stuckey misses 2-pt jump shot from 12 ft,,47,53
209,2,1:56.0,,Defensive rebound by A. Burks,47,53
210,2,1:36.0,,Shooting foul by C. Miles (drawn by G. Hayward),47,53
211,2,1:36.0,,G. Hayward misses free throw 1 of 2,47,53
212,2,1:36.0,,Offensive rebound by Team,47,53
213,2,1:36.0,C. Budinger enters the game for R. Stuckey,,47,53
214,2,1:36.0,,G. Hayward makes free throw 2 of 2,47,54
215,2,1:18.0,Personal block foul by T. Booker (drawn by P. George),,47,54
216,2,1:15.0,P. George makes 3-pt jump shot from 24 ft (assist by G. Hill),,50,54
217,2,1:15.0,Shooting foul by A. Burks (drawn by P. George),,50,54
218,2,1:15.0,P. George misses free throw 1 of 1,,50,54
219,2,1:14.0,,Defensive rebound by T. Booker,50,54
220,2,1:01.0,,Turnover by G. Hayward (lost ball; steal by I. Mahinmi),50,54
221,2,0:56.0,P. George misses 2-pt jump shot from 4 ft,,50,54
222,2,0:55.0,Offensive rebound by C. Miles,,50,54
223,2,0:55.0,Shooting foul by T. Booker (drawn by C. Miles),,50,54
224,2,0:55.0,C. Miles makes free throw 1 of 2,,51,54
225,2,0:55.0,,E. Millsap enters the game for T. Booker,51,54
226,2,0:55.0,C. Miles makes free throw 2 of 2,,52,54
227,2,0:37.0,,G. Hayward misses 3-pt jump shot from 24 ft,52,54
228,2,0:36.0,Defensive rebound by C. Miles,,52,54
229,2,0:29.0,C. Budinger misses 2-pt layup from 2 ft,,52,54
230,2,0:28.0,,Defensive rebound by E. Millsap,52,54
231,2,0:13.0,,Shooting foul by C. Budinger (drawn by A. Burks),52,54
232,2,0:13.0,,A. Burks misses free throw 1 of 2,52,54
233,2,0:13.0,,Offensive rebound by Team,52,54
234,2,0:13.0,R. Stuckey enters the game for C. Budinger,,52,54
235,2,0:13.0,,C. Johnson enters the game for G. Hayward,52,54
236,2,0:13.0,Indiana full timeout,,52,54
237,2,0:13.0,,A. Burks makes free throw 2 of 2,52,55
238,2,0:05.0,Turnover by I. Mahinmi (bad pass; steal by E. Millsap),,52,55
239,2,0:01.0,,T. Burke makes 2-pt layup from 1 ft (assist by E. Millsap),52,57
240,3,11:39.0,,Shooting foul by M. Ellis (drawn by R. Hood),52,57
241,3,11:39.0,,R. Hood makes free throw 1 of 2,52,58
242,3,11:39.0,,R. Hood makes free throw 2 of 2,52,59
243,3,11:30.0,Personal foul by R. Neto (drawn by G. Hill),,52,59
244,3,11:21.0,M. Ellis misses 2-pt jump shot from 16 ft,,52,59
245,3,11:21.0,,Defensive rebound by D. Favors,52,59
246,3,11:16.0,,R. Neto makes 2-pt jump shot from 8 ft,52,61
247,3,11:16.0,,Shooting foul by I. Mahinmi (drawn by R. Neto),52,61
248,3,11:16.0,,R. Neto makes free throw 1 of 1,52,62
249,3,11:04.0,C. Miles misses 2-pt jump shot from 17 ft,,52,62
250,3,11:04.0,,Defensive rebound by D. Favors,52,62
251,3,10:44.0,,D. Favors makes 2-pt layup from 2 ft (assist by R. Neto),52,64
252,3,10:33.0,G. Hill makes 2-pt jump shot from 21 ft,,54,64
253,3,10:13.0,,R. Neto makes 3-pt jump shot from 22 ft (assist by G. Hayward),54,67
254,3,9:46.0,M. Ellis misses 2-pt jump shot from 7 ft,,54,67
255,3,9:45.0,,Defensive rebound by T. Lyles,54,67
256,3,9:41.0,,R. Neto makes 2-pt layup from 1 ft (assist by T. Lyles),54,69
257,3,9:41.0,Indiana full timeout,,54,69
258,3,9:27.0,Personal foul by R. Hood (drawn by I. Mahinmi),,54,69
259,3,9:27.0,,A. Burks enters the game for R. Hood,54,69
260,3,9:18.0,C. Miles misses 3-pt jump shot from 24 ft,,54,69
261,3,9:18.0,,Defensive rebound by R. Neto,54,69
262,3,9:00.0,,R. Neto makes 2-pt layup from 1 ft (assist by D. Favors),54,71
263,3,8:39.0,G. Hill makes 2-pt jump shot from 9 ft,,56,71
264,3,8:20.0,,G. Hayward misses 3-pt jump shot from 24 ft,56,71
265,3,8:20.0,Defensive rebound by I. Mahinmi,,56,71
266,3,8:09.0,I. Mahinmi makes 2-pt layup from 2 ft (assist by M. Ellis),,58,71
267,3,7:59.0,,Personal foul by I. Mahinmi (drawn by D. Favors),58,71
268,3,7:47.0,,D. Favors misses 2-pt jump shot from 18 ft,58,71
269,3,7:46.0,Defensive rebound by P. George,,58,71
270,3,7:39.0,Offensive foul by I. Mahinmi (drawn by G. Hayward),,58,71
271,3,7:39.0,Turnover by I. Mahinmi (offensive foul),,58,71
272,3,7:39.0,J. Hill enters the game for I. Mahinmi,,58,71
273,3,7:27.0,,Personal foul by P. George (drawn by G. Hayward),58,71
274,3,7:20.0,,A. Burks misses 2-pt jump shot from 17 ft,58,71
275,3,7:19.0,,Offensive rebound by D. Favors,58,71
276,3,7:17.0,,D. Favors makes 2-pt jump shot from 2 ft,58,73
277,3,7:10.0,Offensive foul by J. Hill (drawn by A. Burks),,58,73
278,3,7:10.0,Turnover by J. Hill (offensive foul),,58,73
279,3,6:55.0,,G. Hayward misses 2-pt jump shot from 13 ft,58,73
280,3,6:55.0,Defensive rebound by P. George,,58,73
281,3,6:55.0,Personal foul by T. Lyles (drawn by P. George),,58,73
282,3,6:42.0,J. Hill misses 2-pt jump shot from 12 ft,,58,73
283,3,6:41.0,,Defensive rebound by D. Favors,58,73
284,3,6:25.0,,Turnover by R. Neto (bad pass; steal by G. Hill),58,73
285,3,6:25.0,,Loose ball foul by R. Neto (drawn by G. Hill),58,73
286,3,6:25.0,,T. Booker enters the game for T. Lyles,58,73
287,3,6:07.0,C. Miles makes 3-pt jump shot from 25 ft (assist by G. Hill),,61,73
288,3,5:55.0,,A. Burks misses 3-pt jump shot from 24 ft,61,73
289,3,5:54.0,Defensive rebound by Team,,61,73
290,3,5:50.0,Shooting foul by T. Booker (drawn by C. Miles),,61,73
291,3,5:50.0,C. Miles misses free throw 1 of 3,,61,73
292,3,5:50.0,Offensive rebound by Team,,61,73
293,3,5:50.0,C. Miles makes free throw 2 of 3,,62,73
294,3,5:50.0,,C. Johnson enters the game for T. Booker,62,73
295,3,5:50.0,C. Miles makes free throw 3 of 3,,63,73
296,3,5:41.0,,Personal foul by P. George (drawn by G. Hayward),63,73
297,3,5:41.0,,G. Hayward makes free throw 1 of 2,63,74
298,3,5:41.0,,G. Hayward makes free throw 2 of 2,63,75
299,3,5:32.0,Shooting foul by D. Favors (drawn by M. Ellis),,63,75
300,3,5:32.0,M. Ellis makes free throw 1 of 2,,64,75
301,3,5:32.0,M. Ellis makes free throw 2 of 2,,65,75
302,3,5:16.0,,D. Favors makes 2-pt dunk at rim (assist by C. Johnson),65,77
303,3,4:56.0,P. George misses 2-pt jump shot from 11 ft,,65,77
304,3,4:56.0,Offensive rebound by J. Hill,,65,77
305,3,4:50.0,P. George makes 3-pt jump shot from 23 ft,,68,77
306,3,4:27.0,,D. Favors makes 2-pt hook shot from 2 ft,68,79
307,3,4:17.0,P. George makes 3-pt jump shot from 24 ft,,71,79
308,3,4:00.0,,Personal foul by J. Hill (drawn by G. Hayward),71,79
309,3,4:00.0,,G. Hayward makes free throw 1 of 2,71,80
310,3,4:00.0,R. Stuckey enters the game for M. Ellis,,71,80
311,3,4:00.0,,G. Hayward makes free throw 2 of 2,71,81
312,3,3:43.0,P. George misses 2-pt layup from 2 ft,,71,81
313,3,3:43.0,,Defensive rebound by D. Favors,71,81
314,3,3:43.0,,Offensive foul by D. Favors (drawn by P. George),71,81
315,3,3:43.0,,Turnover by D. Favors (offensive foul),71,81
316,3,3:34.0,R. Stuckey makes 3-pt jump shot from 22 ft (assist by G. Hill),,74,81
317,3,3:13.0,,A. Burks misses 2-pt jump shot from 4 ft,74,81
318,3,3:13.0,,Offensive rebound by D. Favors,74,81
319,3,3:13.0,,Shooting foul by R. Stuckey (drawn by D. Favors),74,81
320,3,3:13.0,,D. Favors misses free throw 1 of 2,74,81
321,3,3:13.0,,Offensive rebound by Team,74,81
322,3,3:13.0,,T. Burke enters the game for R. Neto,74,81
323,3,3:13.0,,D. Favors makes free throw 2 of 2,74,82
324,3,3:01.0,Turnover by R. Stuckey (offensive foul),,74,82
325,3,3:01.0,,Offensive charge foul by R. Stuckey (drawn by A. Burks),74,82
326,3,2:45.0,,G. Hayward misses 3-pt jump shot from 24 ft,74,82
327,3,2:44.0,Defensive rebound by C. Miles,,74,82
328,3,2:32.0,G. Hill makes 3-pt jump shot from 23 ft (assist by R. Stuckey),,77,82
329,3,2:27.0,,Utah full timeout,77,82
330,3,2:27.0,C. Budinger enters the game for C. Miles,,77,82
331,3,2:07.0,,T. Burke makes 2-pt layup from 2 ft,77,84
332,3,1:57.0,R. Stuckey misses 2-pt layup from 2 ft,,77,84
333,3,1:56.0,Offensive rebound by R. Stuckey,,77,84
334,3,1:54.0,R. Stuckey misses 2-pt layup from 1 ft,,77,84
335,3,1:52.0,,Defensive rebound by A. Burks,77,84
336,3,1:44.0,,T. Burke misses 3-pt jump shot from 24 ft,77,84
337,3,1:44.0,Defensive rebound by C. Budinger,,77,84
338,3,1:23.0,G. Hill misses 2-pt jump shot from 17 ft,,77,84
339,3,1:22.0,,Defensive rebound by D. Favors,77,84
340,3,1:07.0,,D. Favors misses 2-pt layup from 2 ft,77,84
341,3,1:07.0,Defensive rebound by J. Hill,,77,84
342,3,1:00.0,R. Stuckey makes 2-pt layup from 2 ft,,79,84
343,3,0:41.0,,G. Hayward misses 3-pt jump shot from 24 ft,79,84
344,3,0:40.0,Defensive rebound by G. Hill,,79,84
345,3,0:33.0,P. George makes 3-pt jump shot from 26 ft (assist by G. Hill),,82,84
346,3,0:18.0,,Shooting foul by J. Hill (drawn by A. Burks),82,84
347,3,0:18.0,,A. Burks misses free throw 1 of 2,82,84
348,3,0:18.0,,Offensive rebound by Team,82,84
349,3,0:18.0,,J. Withey enters the game for D. Favors,82,84
350,3,0:18.0,,E. Millsap enters the game for T. Burke,82,84
351,3,0:18.0,,A. Burks misses free throw 2 of 2,82,84
352,3,0:17.0,Defensive rebound by C. Budinger,,82,84
353,3,0:01.0,Shooting foul by C. Johnson (drawn by P. George),,82,84
354,3,0:01.0,,T. Booker enters the game for C. Johnson,82,84
355,3,0:01.0,P. George makes free throw 1 of 3,,83,84
356,3,0:01.0,P. George misses free throw 2 of 3,,83,84
357,3,0:01.0,Offensive rebound by Team,,83,84
358,3,0:01.0,P. George makes free throw 3 of 3,,84,84
359,4,11:40.0,R. Stuckey misses 2-pt jump shot from 21 ft,,84,84
360,4,11:40.0,,Defensive rebound by T. Burke,84,84
361,4,11:21.0,,T. Burke makes 2-pt jump shot from 21 ft,84,86
362,4,11:06.0,Personal foul by R. Hood (drawn by C. Budinger),,84,86
363,4,11:06.0,,E. Millsap enters the game for R. Hood,84,86
364,4,11:00.0,M. Ellis misses 2-pt jump shot from 3 ft,,84,86
365,4,10:59.0,Offensive rebound by J. Hill,,84,86
366,4,10:56.0,J. Hill makes 2-pt layup from 2 ft,,86,86
367,4,10:52.0,Offensive charge foul by A. Burks (drawn by C. Budinger),,86,86
368,4,10:52.0,,Turnover by A. Burks (offensive foul),86,86
369,4,10:40.0,C. Budinger misses 3-pt jump shot from 24 ft,,86,86
370,4,10:39.0,,Defensive rebound by Team,86,86
371,4,10:26.0,,A. Burks misses 3-pt jump shot from 23 ft,86,86
372,4,10:25.0,Defensive rebound by C. Budinger,,86,86
373,4,10:10.0,M. Ellis makes 2-pt jump shot from 15 ft,,88,86
374,4,9:53.0,,T. Burke misses 2-pt jump shot from 19 ft,88,86
375,4,9:52.0,Defensive rebound by L. Allen,,88,86
376,4,9:40.0,M. Ellis misses 2-pt jump shot from 17 ft,,88,86
377,4,9:39.0,,Defensive rebound by T. Booker,88,86
378,4,9:33.0,,J. Withey makes 2-pt layup from 2 ft (assist by A. Burks),88,88
379,4,9:18.0,Turnover by R. Stuckey (lost ball; steal by E. Millsap),,88,88
380,4,9:13.0,,Personal foul by L. Allen (drawn by A. Burks),88,88
381,4,9:13.0,,T. Lyles enters the game for T. Booker,88,88
382,4,9:13.0,I. Mahinmi enters the game for J. Hill,,88,88
383,4,9:04.0,,Offensive foul by J. Withey (drawn by I. Mahinmi),88,88
384,4,9:04.0,,Turnover by J. Withey (offensive foul),88,88
385,4,8:51.0,M. Ellis misses 2-pt layup from 1 ft,,88,88
386,4,8:50.0,,Defensive rebound by J. Withey,88,88
387,4,8:40.0,,Utah full timeout,88,88
388,4,8:40.0,P. George enters the game for C. Budinger,,88,88
389,4,8:32.0,,T. Burke makes 2-pt jump shot from 16 ft,88,90
390,4,8:17.0,M. Ellis misses 2-pt hook shot from 6 ft,,88,90
391,4,8:16.0,,Defensive rebound by J. Withey,88,90
392,4,8:11.0,,E. Millsap makes 2-pt layup from 2 ft (assist by T. Burke),88,92
393,4,7:57.0,P. George makes 3-pt jump shot from 24 ft,,91,92
394,4,7:36.0,,A. Burks misses 2-pt jump shot from 10 ft,91,92
395,4,7:35.0,,Offensive rebound by A. Burks,91,92
396,4,7:34.0,,A. Burks misses 2-pt layup from 2 ft,91,92
