,QUARTER,TIME_REMAINING,DETROIT_ACTION,PHOENIX_ACTION,DETROIT_SCORE,PHOENIX_SCORE
72,1,3:58.0,,Offensive rebound by Team,12,9
73,1,3:52.0,,S. Weems misses 2-pt jump shot from 6 ft,12,9
74,1,3:52.0,Defensive rebound by K. Caldwell-Pope,,12,9
75,1,3:37.0,Turnover by S. Johnson (bad pass; steal by E. Bledsoe),,12,9
76,1,3:34.0,,Turnover by E. Bledsoe (bad pass),12,9
77,1,3:16.0,K. Caldwell-Pope makes 2-pt jump shot from 10 ft,,14,9
78,1,3:16.0,Shooting foul by S. Weems (drawn by K. Caldwell-Pope),,14,9
79,1,3:16.0,K. Caldwell-Pope makes free throw 1 of 1,,15,9
80,1,2:54.0,,Turnover by E. Bledsoe (offensive foul),15,9
81,1,2:54.0,,Offensive foul by E. Bledsoe (drawn by R. Jackson),15,9
82,1,2:54.0,,Phoenix full timeout,15,9
83,1,2:54.0,,R. Price enters the game for E. Bledsoe,15,9
84,1,2:54.0,M. Morris enters the game for K. Caldwell-Pope,,15,9
85,1,2:54.0,S. Blake enters the game for R. Jackson,,15,9
86,1,2:31.0,Turnover by S. Blake (bad pass; steal by T. Warren),,15,9
87,1,2:16.0,,Personal block foul by M. Morris (drawn by T. Warren),15,9
88,1,2:03.0,,R. Price misses 3-pt jump shot from 26 ft,15,9
89,1,2:03.0,Defensive rebound by S. Johnson,,15,9
90,1,1:59.0,S. Johnson misses 2-pt jump shot from 3 ft (block by R. Price),,15,9
91,1,1:59.0,Offensive rebound by Team,,15,9
92,1,1:55.0,S. Blake makes 2-pt jump shot from 17 ft (assist by M. Morris),,17,9
93,1,1:37.0,,M. Teletović makes 3-pt jump shot from 24 ft (assist by R. Price),17,12
94,1,1:14.0,A. Drummond makes 2-pt hook shot from 7 ft,,19,12
95,1,1:01.0,,T. Warren misses 2-pt jump shot from 13 ft,19,12
96,1,1:00.0,,Offensive rebound by T. Chandler,19,12
97,1,0:59.0,,T. Chandler makes 2-pt layup at rim,19,14
98,1,0:42.0,S. Johnson misses 3-pt jump shot from 24 ft,,19,14
99,1,0:41.0,,Defensive rebound by S. Weems,19,14
100,1,0:33.0,,Turnover by S. Weems (bad pass; steal by A. Drummond),19,14
101,1,0:27.0,S. Johnson makes 2-pt layup from 2 ft (assist by S. Blake),,21,14
102,1,0:05.0,,T. Chandler misses 2-pt jump shot from 16 ft,21,14
103,1,0:04.0,Defensive rebound by S. Johnson,,21,14
104,2,11:43.0,,Turnover by A. Len (traveling),21,14
105,2,11:32.0,Def 3 sec tech foul by A. Len,,21,14
106,2,11:32.0,S. Johnson misses technical free throw,,21,14
107,2,11:32.0,Offensive rebound by Team,,21,14
108,2,11:21.0,A. Tolliver misses 3-pt jump shot from 23 ft,,21,14
109,2,11:20.0,,Defensive rebound by R. Price,21,14
110,2,10:58.0,,S. Weems misses 2-pt jump shot from 16 ft,21,14
111,2,10:58.0,Defensive rebound by A. Tolliver,,21,14
112,2,10:50.0,M. Morris misses 2-pt jump shot from 9 ft,,21,14
113,2,10:50.0,,Defensive rebound by S. Weems,21,14
114,2,10:37.0,,T. Warren makes 2-pt layup at rim (assist by R. Price),21,16
115,2,10:27.0,Personal foul by T. Warren (drawn by M. Morris),,21,16
116,2,10:27.0,,B. Knight enters the game for S. Weems,21,16
117,2,10:19.0,Personal foul by R. Price (drawn by M. Morris),,21,16
118,2,10:05.0,S. Johnson misses 3-pt jump shot from 24 ft,,21,16
119,2,10:04.0,,Defensive rebound by A. Len,21,16
120,2,9:50.0,,B. Knight misses 3-pt jump shot from 26 ft,21,16
121,2,9:49.0,,Offensive rebound by T. Warren,21,16
122,2,9:49.0,,T. Warren makes 2-pt dunk from 1 ft,21,18
123,2,9:30.0,K. Caldwell-Pope enters the game for S. Johnson,,21,18
124,2,9:20.0,S. Blake makes 3-pt jump shot from 22 ft (assist by K. Caldwell-Pope),,24,18
125,2,9:06.0,,J. Leuer misses 3-pt jump shot from 24 ft,24,18
126,2,9:06.0,Defensive rebound by K. Caldwell-Pope,,24,18
127,2,8:53.0,S. Blake makes 3-pt jump shot from 23 ft (assist by A. Baynes),,27,18
128,2,8:50.0,,Phoenix full timeout,27,18
129,2,8:42.0,,Turnover by J. Leuer (bad pass; steal by A. Baynes),27,18
130,2,8:31.0,A. Tolliver misses 3-pt jump shot from 24 ft,,27,18
131,2,8:29.0,Offensive rebound by M. Morris,,27,18
132,2,8:29.0,M. Morris makes 2-pt layup at rim,,29,18
133,2,8:12.0,,T. Warren misses 2-pt layup from 2 ft,29,18
134,2,8:12.0,,Offensive rebound by A. Len,29,18
135,2,8:12.0,,A. Len misses 2-pt layup from 1 ft,29,18
136,2,8:12.0,,Offensive rebound by Team,29,18
137,2,8:12.0,Loose ball foul by A. Baynes (drawn by A. Len),,29,18
138,2,8:12.0,,E. Bledsoe enters the game for T. Warren,29,18
139,2,8:12.0,,P. Tucker enters the game for R. Price,29,18
140,2,8:07.0,,B. Knight makes 2-pt jump shot from 17 ft,29,20
141,2,7:52.0,S. Blake misses 2-pt jump shot from 3 ft,,29,20
142,2,7:51.0,,Defensive rebound by A. Len,29,20
143,2,7:43.0,,P. Tucker misses 3-pt jump shot from 22 ft,29,20
144,2,7:43.0,Defensive rebound by A. Tolliver,,29,20
145,2,7:29.0,M. Morris misses 2-pt jump shot from 5 ft,,29,20
146,2,7:29.0,,Defensive rebound by A. Len,29,20
147,2,7:19.0,,J. Leuer misses 2-pt layup from 1 ft,29,20
148,2,7:18.0,,Offensive rebound by A. Len,29,20
149,2,7:18.0,,A. Len makes 2-pt dunk at rim,29,22
150,2,7:05.0,M. Morris misses 2-pt jump shot from 8 ft,,29,22
151,2,7:04.0,,Defensive rebound by A. Len,29,22
152,2,6:56.0,,B. Knight misses 2-pt jump shot from 18 ft,29,22
153,2,6:55.0,Defensive rebound by A. Tolliver,,29,22
154,2,6:47.0,A. Tolliver misses 3-pt jump shot from 26 ft,,29,22
155,2,6:47.0,,Defensive rebound by J. Leuer,29,22
156,2,6:31.0,,J. Leuer makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),29,25
157,2,6:24.0,Detroit full timeout,,29,25
158,2,6:24.0,E. İlyasova enters the game for A. Tolliver,,29,25
159,2,6:24.0,R. Jackson enters the game for S. Blake,,29,25
160,2,6:24.0,A. Drummond enters the game for A. Baynes,,29,25
161,2,6:09.0,K. Caldwell-Pope misses 2-pt jump shot from 16 ft,,29,25
162,2,6:08.0,,Defensive rebound by A. Len,29,25
163,2,6:02.0,,E. Bledsoe misses 2-pt jump shot from 20 ft,29,25
164,2,5:59.0,,Offensive rebound by J. Leuer,29,25
165,2,5:53.0,,Turnover by J. Leuer (bad pass; steal by K. Caldwell-Pope),29,25
166,2,5:38.0,A. Drummond makes 2-pt layup from 2 ft (assist by R. Jackson),,31,25
167,2,5:38.0,Shooting block foul by A. Len (drawn by A. Drummond),,31,25
168,2,5:38.0,,T. Chandler enters the game for A. Len,31,25
169,2,5:38.0,,M. Morris enters the game for J. Leuer,31,25
170,2,5:38.0,A. Drummond misses free throw 1 of 1,,31,25
171,2,5:37.0,,Defensive rebound by P. Tucker,31,25
172,2,5:25.0,,Shooting block foul by R. Jackson (drawn by E. Bledsoe),31,25
173,2,5:25.0,,E. Bledsoe makes free throw 1 of 2,31,26
174,2,5:25.0,,E. Bledsoe makes free throw 2 of 2,31,27
175,2,5:10.0,R. Jackson makes 2-pt jump shot from 17 ft,,33,27
176,2,4:45.0,,E. Bledsoe makes 2-pt layup from 2 ft,33,29
177,2,4:25.0,M. Morris makes 3-pt jump shot from 25 ft,,36,29
178,2,4:19.0,,Personal foul by E. İlyasova (drawn by M. Morris),36,29
179,2,4:03.0,,M. Morris makes 2-pt jump shot from 7 ft (assist by E. Bledsoe),36,31
180,2,3:50.0,E. İlyasova misses 2-pt jump shot from 7 ft,,36,31
181,2,3:50.0,,Defensive rebound by P. Tucker,36,31
182,2,3:44.0,,E. Bledsoe makes 2-pt jump shot from 11 ft,36,33
183,2,3:25.0,Turnover by E. İlyasova (lost ball; steal by E. Bledsoe),,36,33
184,2,3:22.0,,E. Bledsoe misses 2-pt dunk at rim,36,33
185,2,3:18.0,Defensive rebound by R. Jackson,,36,33
186,2,3:15.0,R. Jackson misses 2-pt jump shot from 3 ft,,36,33
187,2,3:14.0,,Defensive rebound by M. Morris,36,33
188,2,3:06.0,,M. Morris misses 2-pt jump shot from 19 ft,36,33
189,2,3:05.0,Defensive rebound by M. Morris,,36,33
190,2,2:52.0,M. Morris makes 3-pt jump shot from 26 ft (assist by R. Jackson),,39,33
191,2,2:31.0,,Personal foul by R. Jackson (drawn by M. Morris),39,33
192,2,2:31.0,Official timeout,,39,33
193,2,2:31.0,S. Blake enters the game for R. Jackson,,39,33
194,2,2:20.0,,M. Morris misses 2-pt jump shot from 13 ft,39,33
195,2,2:20.0,Defensive rebound by A. Drummond,,39,33
196,2,1:59.0,K. Caldwell-Pope makes 2-pt jump shot from 12 ft,,41,33
197,2,1:38.0,,B. Knight makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),41,36
198,2,1:15.0,Personal foul by T. Chandler (drawn by A. Drummond),,41,36
199,2,1:05.0,M. Morris misses 2-pt jump shot from 11 ft,,41,36
200,2,1:05.0,Offensive rebound by A. Drummond,,41,36
201,2,1:05.0,A. Drummond misses 2-pt layup from 2 ft (block by B. Knight),,41,36
202,2,1:03.0,,Defensive rebound by T. Chandler,41,36
203,2,0:54.0,,E. Bledsoe makes 2-pt jump shot from 7 ft,41,38
204,2,0:39.0,S. Blake misses 2-pt jump shot from 20 ft,,41,38
205,2,0:38.0,,Defensive rebound by B. Knight,41,38
206,2,0:32.0,,B. Knight makes 2-pt layup from 1 ft,41,40
207,2,0:22.0,Shooting foul by B. Knight (drawn by A. Drummond),,41,40
208,2,0:22.0,A. Drummond misses free throw 1 of 2,,41,40
209,2,0:22.0,Offensive rebound by Team,,41,40
210,2,0:22.0,,J. Leuer enters the game for T. Chandler,41,40
211,2,0:22.0,A. Drummond makes free throw 2 of 2,,42,40
212,2,0:03.0,,E. Bledsoe misses 2-pt jump shot from 19 ft,42,40
213,2,0:00.0,Defensive rebound by S. Blake,,42,40
214,3,11:44.0,,M. Morris misses 2-pt jump shot from 7 ft,42,40
215,3,11:44.0,Defensive rebound by R. Jackson,,42,40
216,3,11:29.0,Turnover by A. Drummond (3 sec),,42,40
217,3,11:22.0,,E. Bledsoe misses 2-pt jump shot from 3 ft,42,40
218,3,11:20.0,Defensive rebound by E. İlyasova,,42,40
219,3,11:13.0,R. Jackson makes 2-pt layup from 2 ft,,44,40
220,3,10:59.0,,Turnover by M. Morris (lost ball; steal by E. İlyasova),44,40
221,3,10:55.0,M. Morris makes 2-pt dunk from 1 ft (assist by R. Jackson),,46,40
222,3,10:55.0,,Phoenix full timeout,46,40
223,3,10:48.0,,Personal foul by E. İlyasova (drawn by M. Morris),46,40
224,3,10:37.0,,M. Morris misses 2-pt layup from 1 ft,46,40
225,3,10:33.0,Defensive rebound by A. Drummond,,46,40
226,3,10:23.0,A. Drummond misses 2-pt hook shot from 1 ft,,46,40
227,3,10:21.0,,Defensive rebound by P. Tucker,46,40
228,3,10:14.0,,B. Knight misses 2-pt layup from 2 ft,46,40
229,3,10:13.0,Defensive rebound by A. Drummond,,46,40
230,3,10:05.0,R. Jackson misses 2-pt layup at rim,,46,40
231,3,10:05.0,,Defensive rebound by P. Tucker,46,40
232,3,9:46.0,,M. Morris makes 2-pt layup at rim,46,42
233,3,9:26.0,R. Jackson misses 2-pt jump shot from 16 ft,,46,42
234,3,9:26.0,,Defensive rebound by Team,46,42
235,3,9:26.0,Loose ball foul by A. Drummond (drawn by T. Chandler),,46,42
236,3,9:17.0,,B. Knight misses 2-pt jump shot from 18 ft,46,42
237,3,9:15.0,Defensive rebound by A. Drummond,,46,42
238,3,9:06.0,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),,48,42
239,3,8:45.0,,M. Morris makes 2-pt jump shot from 14 ft (assist by B. Knight),48,44
240,3,8:28.0,Turnover by A. Drummond (offensive foul),,48,44
241,3,8:28.0,,Offensive charge foul by A. Drummond (drawn by T. Chandler),48,44
242,3,8:14.0,,M. Morris misses 3-pt jump shot from 25 ft,48,44
243,3,8:12.0,Defensive rebound by A. Drummond,,48,44
244,3,8:00.0,R. Jackson misses 3-pt jump shot from 24 ft,,48,44
245,3,7:59.0,,Defensive rebound by T. Chandler,48,44
246,3,7:49.0,,M. Morris makes 2-pt dunk at rim (assist by E. Bledsoe),48,46
247,3,7:49.0,R. Jackson misses 2-pt layup from 1 ft,,48,46
248,3,7:49.0,Offensive rebound by A. Drummond,,48,46
249,3,7:32.0,A. Drummond makes 2-pt layup from 3 ft,,50,46
250,3,7:21.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,50,46
251,3,7:21.0,Defensive rebound by E. İlyasova,,50,46
252,3,7:08.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by R. Jackson),,53,46
253,3,6:51.0,,P. Tucker makes 3-pt jump shot from 25 ft (assist by B. Knight),53,49
254,3,6:35.0,R. Jackson makes 2-pt jump shot from 6 ft,,55,49
255,3,6:23.0,,E. Bledsoe misses 2-pt layup at rim (block by A. Drummond),55,49
256,3,6:22.0,Defensive rebound by A. Drummond,,55,49
257,3,6:20.0,Turnover by A. Drummond (bad pass; steal by E. Bledsoe),,55,49
258,3,6:15.0,,B. Knight makes 2-pt jump shot from 4 ft,55,51
259,3,6:00.0,Personal foul by E. Bledsoe (drawn by R. Jackson),,55,51
260,3,6:00.0,S. Johnson enters the game for M. Morris,,55,51
261,3,5:53.0,A. Drummond misses 2-pt hook shot from 3 ft,,55,51
262,3,5:51.0,Offensive rebound by E. İlyasova,,55,51
263,3,5:35.0,E. İlyasova misses 3-pt jump shot from 23 ft,,55,51
264,3,5:35.0,Offensive rebound by A. Drummond,,55,51
265,3,5:30.0,A. Drummond makes 2-pt jump shot from 8 ft,,57,51
266,3,5:05.0,,E. Bledsoe makes 2-pt jump shot from 14 ft,57,53
267,3,4:56.0,Turnover by E. İlyasova (bad pass),,57,53
268,3,4:56.0,,Phoenix full timeout,57,53
269,3,4:56.0,A. Tolliver enters the game for E. İlyasova,,57,53
270,3,4:56.0,,T. Warren enters the game for P. Tucker,57,53
271,3,4:38.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,57,53
272,3,4:38.0,Defensive rebound by A. Drummond,,57,53
273,3,4:29.0,R. Jackson makes 2-pt layup from 2 ft,,59,53
274,3,4:19.0,,Turnover by B. Knight (bad pass; steal by A. Drummond),59,53
275,3,4:14.0,R. Jackson misses 2-pt layup at rim,,59,53
276,3,4:11.0,,Defensive rebound by T. Warren,59,53
277,3,4:10.0,,Personal block foul by A. Tolliver (drawn by T. Warren),59,53
278,3,4:10.0,,J. Leuer enters the game for T. Chandler,59,53
279,3,3:57.0,,M. Morris makes 2-pt jump shot from 6 ft,59,55
280,3,3:43.0,A. Tolliver misses 3-pt jump shot from 25 ft,,59,55
281,3,3:42.0,,Defensive rebound by E. Bledsoe,59,55
282,3,3:28.0,,M. Morris misses 3-pt jump shot from 24 ft,59,55
283,3,3:27.0,Defensive rebound by S. Johnson,,59,55
284,3,3:11.0,Shooting foul by M. Morris (drawn by A. Drummond),,59,55
285,3,3:11.0,A. Drummond misses free throw 1 of 2,,59,55
286,3,3:11.0,Offensive rebound by Team,,59,55
287,3,3:11.0,A. Drummond misses free throw 2 of 2,,59,55
288,3,3:10.0,,Defensive rebound by J. Leuer,59,55
289,3,2:55.0,,E. Bledsoe makes 2-pt layup at rim,59,57
290,3,2:32.0,S. Johnson makes 2-pt layup at rim,,61,57
291,3,2:27.0,,Shooting foul by S. Johnson (drawn by T. Warren),61,57
292,3,2:27.0,Detroit full timeout,,61,57
293,3,2:27.0,,R. Price enters the game for E. Bledsoe,61,57
294,3,2:27.0,S. Blake enters the game for K. Caldwell-Pope,,61,57
295,3,2:27.0,M. Morris enters the game for R. Jackson,,61,57
296,3,2:27.0,,T. Warren misses free throw 1 of 2,61,57
297,3,2:27.0,,Offensive rebound by Team,61,57
298,3,2:27.0,,T. Warren makes free throw 2 of 2,61,58
299,3,2:11.0,M. Morris makes 2-pt layup from 2 ft,,63,58
300,3,1:55.0,,J. Leuer misses 2-pt jump shot from 16 ft,63,58
301,3,1:55.0,,Offensive rebound by J. Leuer,63,58
302,3,1:50.0,,B. Knight makes 3-pt jump shot from 25 ft (assist by J. Leuer),63,61
303,3,1:35.0,,A. Len enters the game for M. Morris,63,61
304,3,1:19.0,Turnover by Team (shot clock),,63,61
305,3,1:01.0,,B. Knight misses 2-pt jump shot from 21 ft,63,61
306,3,1:00.0,,Offensive rebound by T. Warren,63,61
307,3,0:59.0,,T. Warren misses 2-pt layup from 2 ft,63,61
308,3,0:59.0,Defensive rebound by A. Tolliver,,63,61
309,3,0:59.0,Personal foul by T. Warren (drawn by A. Tolliver),,63,61
310,3,0:58.0,Personal take foul by A. Len (drawn by A. Drummond),,63,61
311,3,0:58.0,A. Drummond misses free throw 1 of 2,,63,61
312,3,0:58.0,Offensive rebound by Team,,63,61
313,3,0:58.0,A. Drummond makes free throw 2 of 2,,64,61
314,3,0:46.0,,Shooting foul by A. Drummond (drawn by A. Len),64,61
315,3,0:46.0,,A. Len makes free throw 1 of 2,64,62
316,3,0:46.0,A. Baynes enters the game for A. Drummond,,64,62
317,3,0:46.0,,A. Len makes free throw 2 of 2,64,63
318,3,0:38.0,Shooting foul by J. Leuer (drawn by S. Johnson),,64,63
319,3,0:38.0,S. Johnson misses free throw 1 of 2,,64,63
320,3,0:38.0,Offensive rebound by Team,,64,63
321,3,0:38.0,S. Johnson makes free throw 2 of 2,,65,63
322,3,0:29.0,,Turnover by A. Len (lost ball; steal by S. Johnson),65,63
323,3,0:24.0,M. Morris makes 2-pt layup at rim (assist by S. Johnson),,67,63
324,3,0:01.0,,B. Knight misses 3-pt jump shot from 25 ft,67,63
325,3,0:00.0,,Offensive rebound by Team,67,63
326,4,11:40.0,A. Baynes makes 2-pt layup at rim (assist by S. Blake),,69,63
327,4,11:15.0,,E. Bledsoe misses 2-pt layup at rim,69,63
328,4,11:13.0,Defensive rebound by M. Morris,,69,63
329,4,11:06.0,Shooting foul by E. Bledsoe (drawn by A. Baynes),,69,63
330,4,11:06.0,A. Baynes makes free throw 1 of 2,,70,63
331,4,11:06.0,,M. Morris enters the game for A. Len,70,63
332,4,11:06.0,A. Baynes makes free throw 2 of 2,,71,63
333,4,10:52.0,,R. Price misses 2-pt layup from 3 ft,71,63
334,4,10:50.0,Defensive rebound by A. Tolliver,,71,63
335,4,10:40.0,S. Blake misses 3-pt jump shot from 25 ft,,71,63
336,4,10:39.0,,Defensive rebound by Team,71,63
337,4,10:38.0,,P. Tucker enters the game for R. Price,71,63
338,4,10:18.0,,T. Warren misses 2-pt jump shot from 4 ft,71,63
339,4,10:16.0,Defensive rebound by A. Tolliver,,71,63
340,4,10:02.0,A. Tolliver makes 3-pt jump shot from 23 ft,,74,63
341,4,9:50.0,,E. Bledsoe makes 2-pt layup at rim,74,65
342,4,9:50.0,,Shooting foul by A. Baynes (drawn by E. Bledsoe),74,65
343,4,9:50.0,,T. Chandler enters the game for J. Leuer,74,65
344,4,9:50.0,,E. Bledsoe misses free throw 1 of 1,74,65
345,4,9:49.0,Defensive rebound by M. Morris,,74,65
346,4,9:32.0,Turnover by S. Johnson (bad pass; steal by P. Tucker),,74,65
347,4,9:28.0,,Personal foul by S. Johnson (drawn by E. Bledsoe),74,65
348,4,9:17.0,,Turnover by E. Bledsoe (bad pass; steal by M. Morris),74,65
349,4,9:14.0,Shooting foul by T. Warren (drawn by M. Morris),,74,65
350,4,9:14.0,M. Morris makes free throw 1 of 2,,75,65
351,4,9:14.0,M. Morris misses free throw 2 of 2,,75,65
352,4,9:13.0,,Defensive rebound by M. Morris,75,65
353,4,8:51.0,,E. Bledsoe misses 2-pt jump shot from 20 ft,75,65
354,4,8:51.0,,Offensive rebound by Team,75,65
355,4,8:51.0,Loose ball foul by A. Baynes (drawn by T. Chandler),,75,65
356,4,8:51.0,Official timeout,,75,65
357,4,8:36.0,,Turnover by P. Tucker (bad pass),75,65
358,4,8:25.0,Personal foul by M. Morris (drawn by A. Baynes),,75,65
359,4,8:25.0,,B. Knight enters the game for T. Warren,75,65
360,4,8:12.0,M. Morris misses 3-pt jump shot from 26 ft,,75,65
361,4,8:11.0,,Defensive rebound by T. Chandler,75,65
362,4,8:03.0,,Turnover by B. Knight (lost ball),75,65
363,4,7:52.0,Turnover by M. Morris (bad pass; steal by M. Morris),,75,65
364,4,7:47.0,,Personal block foul by S. Johnson (drawn by B. Knight),75,65
365,4,7:47.0,R. Jackson enters the game for M. Morris,,75,65
366,4,7:47.0,K. Caldwell-Pope enters the game for S. Blake,,75,65
367,4,7:41.0,,M. Morris makes 2-pt jump shot from 4 ft (assist by P. Tucker),75,67
368,4,7:27.0,K. Caldwell-Pope makes 2-pt layup from 1 ft,,77,67
369,4,7:07.0,,M. Morris makes 2-pt jump shot from 16 ft,77,69
370,4,6:54.0,,Offensive charge foul by S. Johnson (drawn by P. Tucker),77,69
371,4,6:54.0,Turnover by S. Johnson (offensive foul),,77,69
372,4,6:54.0,A. Drummond enters the game for A. Baynes,,77,69
373,4,6:33.0,,M. Morris misses 2-pt jump shot from 20 ft,77,69
374,4,6:33.0,Defensive rebound by S. Johnson,,77,69
375,4,6:22.0,Offensive foul by R. Jackson (drawn by M. Morris),,77,69
376,4,6:22.0,Turnover by R. Jackson (offensive foul),,77,69
377,4,6:07.0,,Turnover by M. Morris (dbl dribble),77,69
378,4,5:54.0,R. Jackson makes 2-pt layup from 2 ft,,79,69
379,4,5:48.0,,Personal foul by K. Caldwell-Pope (drawn by B. Knight),79,69
380,4,5:48.0,,Phoenix full timeout,79,69
381,4,5:48.0,,B. Knight makes free throw 1 of 2,79,70
382,4,5:48.0,,B. Knight makes free throw 2 of 2,79,71
383,4,5:41.0,Shooting foul by E. Bledsoe (drawn by R. Jackson),,79,71
384,4,5:41.0,R. Jackson misses free throw 1 of 2,,79,71
385,4,5:41.0,Offensive rebound by Team,,79,71
386,4,5:41.0,R. Jackson makes free throw 2 of 2,,80,71
387,4,5:25.0,,B. Knight makes 3-pt jump shot from 24 ft (assist by P. Tucker),80,74
388,4,5:11.0,R. Jackson makes 2-pt jump shot from 10 ft,,82,74
