,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,CHARLOTTE_ACTION,BROOKLYN_SCORE,CHARLOTTE_SCORE
39,1,5:26.0,,K. Walker makes 3-pt jump shot from 24 ft,16,18
40,1,5:09.0,C. McCullough makes 3-pt jump shot from 25 ft (assist by S. Larkin),,19,18
41,1,4:52.0,,C. Lee misses 3-pt jump shot from 24 ft,19,18
42,1,4:51.0,Defensive rebound by T. Robinson,,19,18
43,1,4:39.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,19,18
44,1,4:38.0,,Defensive rebound by K. Walker,19,18
45,1,4:22.0,,C. Zeller makes 2-pt dunk at rim (assist by N. Batum),19,20
46,1,3:58.0,B. Bogdanović misses 2-pt layup from 2 ft,,19,20
47,1,3:56.0,,Defensive rebound by C. Lee,19,20
48,1,3:48.0,,K. Walker misses 3-pt jump shot from 27 ft,19,20
49,1,3:46.0,Defensive rebound by S. Larkin,,19,20
50,1,3:37.0,,Violation by K. Walker (kicked ball),19,20
51,1,3:37.0,,J. Lin enters the game for M. Williams,19,20
52,1,3:37.0,,A. Jefferson enters the game for C. Lee,19,20
53,1,3:37.0,R. Hollis-Jefferson enters the game for C. McCullough,,19,20
54,1,3:37.0,,F. Kaminsky enters the game for C. Zeller,19,20
55,1,3:31.0,Shooting foul by A. Jefferson (drawn by S. Larkin),,19,20
56,1,3:31.0,S. Larkin makes free throw 1 of 2,,20,20
57,1,3:31.0,S. Larkin makes free throw 2 of 2,,21,20
58,1,3:14.0,,F. Kaminsky makes 2-pt jump shot from 7 ft (assist by N. Batum),21,22
59,1,3:01.0,W. Ellington misses 3-pt jump shot from 24 ft,,21,22
60,1,3:00.0,,Defensive rebound by F. Kaminsky,21,22
61,1,2:40.0,,N. Batum misses 2-pt layup from 1 ft,21,22
62,1,2:39.0,Defensive rebound by S. Larkin,,21,22
63,1,2:33.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,21,22
64,1,2:30.0,Offensive rebound by T. Robinson,,21,22
65,1,2:30.0,T. Robinson makes 2-pt layup from 1 ft,,23,22
66,1,1:59.0,,K. Walker makes 2-pt layup from 1 ft,23,24
67,1,1:45.0,Turnover by S. Larkin (lost ball; steal by K. Walker),,23,24
68,1,1:43.0,,Shooting foul by R. Hollis-Jefferson (drawn by J. Lin),23,24
69,1,1:43.0,Brooklyn full timeout,,23,24
70,1,1:43.0,,M. Williams enters the game for N. Batum,23,24
71,1,1:43.0,,J. Lin makes free throw 1 of 2,23,25
72,1,1:43.0,,J. Lin misses free throw 2 of 2,23,25
73,1,1:40.0,Defensive rebound by T. Robinson,,23,25
74,1,1:21.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by S. Larkin),,25,25
75,1,1:00.0,,Turnover by A. Jefferson (lost ball; steal by S. Larkin),25,25
76,1,0:57.0,S. Larkin misses 2-pt layup from 1 ft (block by K. Walker),,25,25
77,1,0:57.0,Offensive rebound by Team,,25,25
78,1,0:57.0,D. Sloan enters the game for W. Ellington,,25,25
79,1,0:57.0,S. Kilpatrick enters the game for B. Bogdanović,,25,25
80,1,0:57.0,M. Brown enters the game for S. Larkin,,25,25
81,1,0:42.0,T. Robinson misses 2-pt hook shot from 7 ft,,25,25
82,1,0:40.0,Offensive rebound by T. Robinson,,25,25
83,1,0:40.0,Shooting foul by F. Kaminsky (drawn by T. Robinson),,25,25
84,1,0:40.0,T. Robinson misses free throw 1 of 2,,25,25
85,1,0:40.0,Offensive rebound by Team,,25,25
86,1,0:40.0,T. Robinson misses free throw 2 of 2,,25,25
87,1,0:39.0,,Defensive rebound by M. Williams,25,25
88,1,0:25.0,,A. Jefferson misses 2-pt hook shot from 11 ft,25,25
89,1,0:23.0,Defensive rebound by R. Hollis-Jefferson,,25,25
90,1,0:04.0,S. Kilpatrick misses 3-pt jump shot from 26 ft,,25,25
91,1,0:01.0,,Defensive rebound by A. Jefferson,25,25
92,1,0:00.0,,K. Walker misses 3-pt jump shot from 53 ft,25,25
93,1,0:00.0,,Offensive rebound by Team,25,25
94,2,11:47.0,R. Hollis-Jefferson misses 3-pt jump shot from 25 ft,,25,25
95,2,11:46.0,,Defensive rebound by J. Lin,25,25
96,2,11:33.0,,M. Williams makes 2-pt dunk at rim (assist by A. Jefferson),25,27
97,2,11:14.0,D. Sloan makes 2-pt layup at rim (assist by H. Sims),,27,27
98,2,10:59.0,,Shooting foul by H. Sims (drawn by M. Williams),27,27
99,2,10:59.0,,M. Williams makes free throw 1 of 2,27,28
100,2,10:59.0,,M. Williams misses free throw 2 of 2,27,28
101,2,10:57.0,Defensive rebound by R. Hollis-Jefferson,,27,28
102,2,10:45.0,S. Kilpatrick makes 2-pt jump shot from 10 ft,,29,28
103,2,10:25.0,,A. Jefferson makes 2-pt layup from 1 ft,29,30
104,2,10:21.0,Personal foul by C. Lee,,29,30
105,2,10:21.0,,T. Daniels enters the game for C. Lee,29,30
106,2,10:10.0,D. Sloan misses 2-pt layup from 1 ft (block by J. Lin),,29,30
107,2,10:08.0,,Defensive rebound by F. Kaminsky,29,30
108,2,10:00.0,,J. Lin misses 2-pt jump shot from 8 ft,29,30
109,2,9:59.0,,Offensive rebound by A. Jefferson,29,30
110,2,9:54.0,,M. Williams misses 3-pt jump shot from 25 ft,29,30
111,2,9:53.0,Defensive rebound by M. Brown,,29,30
112,2,9:44.0,H. Sims misses 2-pt layup from 1 ft,,29,30
113,2,9:44.0,Offensive rebound by H. Sims,,29,30
114,2,9:44.0,Shooting foul by A. Jefferson (drawn by H. Sims),,29,30
115,2,9:44.0,H. Sims makes free throw 1 of 2,,30,30
116,2,9:44.0,H. Sims misses free throw 2 of 2,,30,30
117,2,9:43.0,,Defensive rebound by A. Jefferson,30,30
118,2,9:22.0,,Turnover by J. Lin (bad pass; steal by S. Kilpatrick),30,30
119,2,9:17.0,M. Brown makes 2-pt layup at rim,,32,30
120,2,9:05.0,,Personal foul by M. Brown,32,30
121,2,8:55.0,,F. Kaminsky misses 2-pt hook shot from 7 ft,32,30
122,2,8:54.0,Defensive rebound by H. Sims,,32,30
123,2,8:46.0,R. Hollis-Jefferson misses 3-pt jump shot from 23 ft,,32,30
124,2,8:45.0,,Defensive rebound by J. Lin,32,30
125,2,8:36.0,,J. Lin misses 3-pt jump shot from 26 ft,32,30
126,2,8:35.0,Defensive rebound by H. Sims,,32,30
127,2,8:26.0,H. Sims makes 2-pt jump shot from 18 ft (assist by D. Sloan),,34,30
128,2,8:05.0,Violation by R. Hollis-Jefferson (def goaltending),,34,30
129,2,8:05.0,,J. Lin makes 2-pt layup from 1 ft (assist by A. Jefferson),34,32
130,2,7:52.0,Turnover by H. Sims (bad pass),,34,32
131,2,7:52.0,Official timeout,,34,32
132,2,7:34.0,,A. Jefferson misses 2-pt hook shot from 8 ft,34,32
133,2,7:32.0,,Offensive rebound by F. Kaminsky,34,32
134,2,7:28.0,,M. Williams misses 3-pt jump shot from 24 ft,34,32
135,2,7:27.0,Defensive rebound by R. Hollis-Jefferson,,34,32
136,2,7:13.0,Turnover by D. Sloan (bad pass; steal by A. Jefferson),,34,32
137,2,7:05.0,,T. Daniels makes 3-pt jump shot from 23 ft (assist by J. Lin),34,35
138,2,6:52.0,Personal foul by M. Williams,,34,35
139,2,6:52.0,,C. Zeller enters the game for A. Jefferson,34,35
140,2,6:52.0,,N. Batum enters the game for M. Williams,34,35
141,2,6:38.0,H. Sims misses 2-pt layup from 2 ft,,34,35
142,2,6:38.0,Offensive rebound by Team,,34,35
143,2,6:29.0,Turnover by Team (shot clock),,34,35
144,2,6:29.0,,Offensive foul by N. Batum (drawn by S. Kilpatrick),34,35
145,2,6:29.0,,Turnover by N. Batum (offensive foul),34,35
146,2,6:29.0,C. McCullough enters the game for R. Hollis-Jefferson,,34,35
147,2,6:16.0,S. Kilpatrick misses 3-pt jump shot from 25 ft,,34,35
148,2,6:15.0,,Defensive rebound by J. Lin,34,35
149,2,6:02.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by N. Batum),34,37
150,2,5:48.0,Turnover by M. Brown (lost ball; steal by F. Kaminsky),,34,37
151,2,5:48.0,,Personal foul by M. Brown,34,37
152,2,5:48.0,,Charlotte full timeout,34,37
153,2,5:48.0,,K. Walker enters the game for J. Lin,34,37
154,2,5:48.0,,S. Hawes enters the game for F. Kaminsky,34,37
155,2,5:37.0,,N. Batum makes 2-pt jump shot from 11 ft (assist by K. Walker),34,39
156,2,5:14.0,S. Kilpatrick makes 2-pt jump shot from 11 ft,,36,39
157,2,4:59.0,,Turnover by N. Batum (bad pass; steal by C. McCullough),36,39
158,2,4:54.0,W. Ellington enters the game for M. Brown,,36,39
159,2,4:54.0,T. Robinson enters the game for H. Sims,,36,39
160,2,4:41.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by D. Sloan),,39,39
161,2,4:20.0,,T. Daniels misses 2-pt layup from 1 ft,39,39
162,2,4:19.0,Defensive rebound by T. Robinson,,39,39
163,2,4:13.0,Turnover by D. Sloan (bad pass; steal by C. Zeller),,39,39
164,2,4:08.0,,Turnover by N. Batum (bad pass),39,39
165,2,3:51.0,C. McCullough misses 3-pt jump shot from 24 ft,,39,39
166,2,3:49.0,Offensive rebound by D. Sloan,,39,39
167,2,3:40.0,T. Robinson misses 2-pt jump shot from 8 ft,,39,39
168,2,3:39.0,,Defensive rebound by C. Zeller,39,39
169,2,3:35.0,,Turnover by C. Zeller (lost ball; steal by T. Robinson),39,39
170,2,3:31.0,T. Robinson misses 2-pt layup from 1 ft,,39,39
171,2,3:30.0,Offensive rebound by T. Robinson,,39,39
172,2,3:30.0,T. Robinson makes 2-pt layup from 1 ft,,41,39
173,2,3:11.0,,T. Daniels makes 3-pt jump shot from 24 ft (assist by N. Batum),41,42
174,2,3:11.0,Brooklyn full timeout,,41,42
175,2,3:11.0,B. Bogdanović enters the game for S. Kilpatrick,,41,42
176,2,2:46.0,W. Ellington misses 3-pt jump shot from 25 ft,,41,42
177,2,2:46.0,Offensive rebound by Team,,41,42
178,2,2:46.0,,Loose ball foul by C. Zeller,41,42
179,2,2:46.0,S. Larkin enters the game for D. Sloan,,41,42
180,2,2:36.0,B. Bogdanović misses 2-pt jump shot from 18 ft,,41,42
181,2,2:34.0,,Defensive rebound by T. Daniels,41,42
182,2,2:19.0,,N. Batum misses 3-pt jump shot from 25 ft,41,42
183,2,2:18.0,Defensive rebound by C. McCullough,,41,42
184,2,2:04.0,S. Larkin misses 3-pt jump shot from 25 ft,,41,42
185,2,2:02.0,,Defensive rebound by C. Zeller,41,42
186,2,1:47.0,,T. Daniels makes 3-pt jump shot from 28 ft,41,45
187,2,1:18.0,B. Bogdanović makes 2-pt layup from 1 ft,,43,45
188,2,1:04.0,,N. Batum makes 2-pt layup at rim (assist by K. Walker),43,47
189,2,0:40.0,C. McCullough misses 2-pt layup at rim (block by C. Zeller),,43,47
190,2,0:39.0,,Defensive rebound by T. Daniels,43,47
191,2,0:33.0,,K. Walker makes 3-pt jump shot from 24 ft,43,50
192,2,0:24.0,W. Ellington misses 2-pt jump shot from 17 ft,,43,50
193,2,0:23.0,,Defensive rebound by N. Batum,43,50
194,2,0:10.0,,Personal foul by S. Larkin,43,50
195,2,0:00.0,,K. Walker misses 3-pt jump shot from 26 ft,43,50
196,2,0:00.0,,Offensive rebound by Team,43,50
197,3,11:48.0,B. Bogdanović misses 2-pt jump shot from 6 ft (block by C. Zeller),,43,50
198,3,11:48.0,Offensive rebound by T. Robinson,,43,50
199,3,11:48.0,T. Robinson makes 2-pt layup at rim,,45,50
200,3,11:48.0,Shooting foul by M. Williams (drawn by T. Robinson),,45,50
201,3,11:48.0,T. Robinson misses free throw 1 of 1,,45,50
202,3,11:37.0,Offensive rebound by T. Robinson,,45,50
203,3,11:35.0,T. Robinson misses 2-pt layup at rim (block by N. Batum),,45,50
204,3,11:32.0,Offensive rebound by T. Robinson,,45,50
205,3,11:32.0,B. Bogdanović misses 2-pt layup at rim,,45,50
206,3,11:29.0,Offensive rebound by T. Robinson,,45,50
207,3,11:26.0,T. Robinson misses 2-pt layup from 1 ft (block by C. Zeller),,45,50
208,3,11:26.0,,Defensive rebound by Team,45,50
209,3,11:26.0,,Shooting foul by T. Robinson (drawn by C. Zeller),45,50
210,3,11:26.0,,C. Zeller misses free throw 1 of 2,45,50
211,3,11:26.0,,Offensive rebound by Team,45,50
212,3,11:26.0,,C. Zeller makes free throw 2 of 2,45,51
213,3,11:09.0,Shooting foul by K. Walker (drawn by T. Robinson),,45,51
214,3,11:09.0,T. Robinson misses free throw 1 of 2,,45,51
215,3,11:09.0,Offensive rebound by Team,,45,51
216,3,11:09.0,T. Robinson misses free throw 2 of 2,,45,51
217,3,11:07.0,,Defensive rebound by N. Batum,45,51
218,3,10:53.0,,K. Walker misses 3-pt jump shot from 25 ft,45,51
219,3,10:52.0,,Offensive rebound by M. Williams,45,51
220,3,10:42.0,,C. Lee makes 2-pt jump shot from 16 ft,45,53
221,3,10:26.0,Turnover by C. McCullough (lost ball; steal by M. Williams),,45,53
222,3,10:22.0,,M. Williams makes 2-pt layup at rim,45,55
223,3,10:00.0,W. Ellington makes 2-pt jump shot from 19 ft,,47,55
224,3,9:56.0,,Shooting foul by S. Larkin (drawn by K. Walker),47,55
225,3,9:56.0,,K. Walker makes free throw 1 of 2,47,56
226,3,9:56.0,,K. Walker makes free throw 2 of 2,47,57
227,3,9:44.0,Turnover by S. Larkin (bad pass; steal by M. Williams),,47,57
228,3,9:20.0,,M. Williams makes 2-pt jump shot from 9 ft (assist by C. Lee),47,59
229,3,9:13.0,Brooklyn full timeout,,47,59
230,3,9:03.0,Turnover by S. Larkin (bad pass; steal by C. Lee),,47,59
231,3,8:57.0,,C. Lee makes 2-pt layup from 1 ft,47,61
232,3,8:43.0,C. McCullough misses 2-pt jump shot from 18 ft,,47,61
233,3,8:40.0,Offensive rebound by T. Robinson,,47,61
234,3,8:40.0,T. Robinson misses 2-pt layup at rim (block by M. Williams),,47,61
235,3,8:39.0,Offensive rebound by T. Robinson,,47,61
236,3,8:39.0,T. Robinson makes 2-pt layup at rim,,49,61
237,3,8:39.0,Shooting foul by M. Williams (drawn by T. Robinson),,49,61
238,3,8:39.0,R. Hollis-Jefferson enters the game for C. McCullough,,49,61
239,3,8:39.0,D. Sloan enters the game for S. Larkin,,49,61
240,3,8:39.0,T. Robinson misses free throw 1 of 1,,49,61
241,3,8:38.0,,Defensive rebound by N. Batum,49,61
242,3,8:15.0,,K. Walker misses 3-pt jump shot from 28 ft,49,61
243,3,8:13.0,Defensive rebound by B. Bogdanović,,49,61
244,3,8:06.0,T. Robinson makes 2-pt dunk at rim (assist by D. Sloan),,51,61
245,3,7:37.0,,K. Walker misses 3-pt jump shot from 25 ft,51,61
246,3,7:36.0,Defensive rebound by R. Hollis-Jefferson,,51,61
247,3,7:27.0,W. Ellington misses 2-pt jump shot from 19 ft,,51,61
248,3,7:27.0,,Defensive rebound by Team,51,61
249,3,7:15.0,,K. Walker misses 2-pt jump shot from 12 ft,51,61
250,3,7:14.0,,Offensive rebound by M. Williams,51,61
251,3,7:14.0,,Shooting foul by T. Robinson (drawn by M. Williams),51,61
252,3,7:14.0,,M. Williams makes free throw 1 of 2,51,62
253,3,7:14.0,,M. Williams makes free throw 2 of 2,51,63
254,3,7:01.0,B. Bogdanović misses 2-pt layup from 2 ft (block by C. Zeller),,51,63
255,3,7:01.0,Offensive rebound by Team,,51,63
256,3,6:53.0,D. Sloan makes 2-pt jump shot from 17 ft,,53,63
257,3,6:36.0,,N. Batum makes 3-pt jump shot from 26 ft (assist by K. Walker),53,66
258,3,6:21.0,R. Hollis-Jefferson misses 2-pt jump shot from 18 ft,,53,66
259,3,6:20.0,,Defensive rebound by N. Batum,53,66
260,3,6:11.0,,C. Zeller misses 2-pt layup from 2 ft (block by B. Bogdanović),53,66
261,3,6:11.0,Defensive rebound by D. Sloan,,53,66
262,3,6:11.0,Personal foul by N. Batum,,53,66
263,3,5:55.0,R. Hollis-Jefferson misses 2-pt layup from 1 ft,,53,66
264,3,5:53.0,Offensive rebound by T. Robinson,,53,66
265,3,5:53.0,T. Robinson misses 2-pt layup at rim (block by C. Zeller),,53,66
266,3,5:52.0,,Defensive rebound by K. Walker,53,66
267,3,5:47.0,,K. Walker makes 2-pt layup from 1 ft,53,68
268,3,5:35.0,Turnover by D. Sloan (lost ball; steal by M. Williams),,53,68
269,3,5:29.0,,K. Walker makes 2-pt layup at rim,53,70
270,3,5:29.0,Brooklyn full timeout,,53,70
271,3,5:29.0,S. Kilpatrick enters the game for B. Bogdanović,,53,70
272,3,5:29.0,M. Brown enters the game for W. Ellington,,53,70
273,3,5:19.0,S. Kilpatrick misses 2-pt layup from 1 ft,,53,70
274,3,5:19.0,Offensive rebound by T. Robinson,,53,70
275,3,5:19.0,Shooting foul by M. Williams (drawn by T. Robinson),,53,70
276,3,5:19.0,T. Robinson makes free throw 1 of 2,,54,70
277,3,5:19.0,,F. Kaminsky enters the game for M. Williams,54,70
278,3,5:19.0,,J. Lin enters the game for C. Lee,54,70
279,3,5:19.0,T. Robinson makes free throw 2 of 2,,55,70
280,3,5:00.0,,K. Walker makes 3-pt jump shot from 23 ft (assist by F. Kaminsky),55,73
281,3,4:45.0,S. Kilpatrick misses 3-pt jump shot from 24 ft,,55,73
282,3,4:44.0,,Defensive rebound by C. Zeller,55,73
283,3,4:35.0,,Turnover by J. Lin (bad pass; steal by M. Brown),55,73
284,3,4:31.0,S. Kilpatrick misses 2-pt layup from 1 ft (block by K. Walker),,55,73
285,3,4:28.0,Offensive rebound by S. Kilpatrick,,55,73
286,3,4:28.0,S. Kilpatrick makes 2-pt layup from 1 ft,,57,73
287,3,4:16.0,,N. Batum misses 3-pt jump shot from 25 ft,57,73
288,3,4:15.0,,Offensive rebound by J. Lin,57,73
289,3,4:04.0,,F. Kaminsky makes 3-pt jump shot from 23 ft (assist by K. Walker),57,76
290,3,4:04.0,Brooklyn full timeout,,57,76
291,3,4:04.0,,A. Jefferson enters the game for C. Zeller,57,76
292,3,3:48.0,D. Sloan makes 2-pt layup from 1 ft (assist by R. Hollis-Jefferson),,59,76
293,3,3:30.0,,F. Kaminsky misses 2-pt layup from 1 ft,59,76
294,3,3:29.0,Defensive rebound by R. Hollis-Jefferson,,59,76
295,3,3:22.0,T. Robinson misses 2-pt jump shot from 16 ft,,59,76
296,3,3:19.0,,Defensive rebound by K. Walker,59,76
297,3,3:13.0,,K. Walker misses 2-pt layup from 1 ft (block by R. Hollis-Jefferson),59,76
298,3,3:13.0,,Offensive rebound by Team,59,76
299,3,3:13.0,H. Sims enters the game for T. Robinson,,59,76
300,3,2:59.0,,A. Jefferson misses 2-pt jump shot from 7 ft,59,76
301,3,2:58.0,,Offensive rebound by N. Batum,59,76
302,3,2:58.0,,N. Batum makes 2-pt layup from 1 ft,59,78
303,3,2:44.0,D. Sloan misses 2-pt jump shot from 20 ft,,59,78
304,3,2:43.0,,Defensive rebound by A. Jefferson,59,78
305,3,2:34.0,,T. Daniels enters the game for N. Batum,59,78
306,3,2:27.0,,J. Lin misses 3-pt jump shot from 25 ft,59,78
307,3,2:26.0,Defensive rebound by M. Brown,,59,78
308,3,2:05.0,D. Sloan makes 2-pt layup from 1 ft,,61,78
309,3,1:49.0,,Personal foul by M. Brown,61,78
310,3,1:42.0,,J. Lin makes 2-pt layup from 1 ft,61,80
311,3,1:27.0,M. Brown misses 3-pt jump shot from 25 ft,,61,80
312,3,1:25.0,Offensive rebound by Team,,61,80
313,3,1:12.0,S. Kilpatrick makes 3-pt jump shot from 27 ft (assist by D. Sloan),,64,80
314,3,0:52.0,,J. Lin misses 2-pt jump shot from 3 ft (block by D. Sloan),64,80
315,3,0:50.0,Defensive rebound by H. Sims,,64,80
316,3,0:47.0,D. Sloan misses 2-pt layup at rim,,64,80
317,3,0:46.0,,Defensive rebound by A. Jefferson,64,80
318,3,0:40.0,,Shooting foul by H. Sims (drawn by K. Walker),64,80
319,3,0:40.0,,K. Walker makes free throw 1 of 2,64,81
320,3,0:40.0,,K. Walker makes free throw 2 of 2,64,82
321,3,0:29.0,H. Sims misses 2-pt jump shot from 18 ft,,64,82
322,3,0:28.0,,Defensive rebound by F. Kaminsky,64,82
323,3,0:07.0,,K. Walker misses 3-pt jump shot from 26 ft,64,82
324,3,0:06.0,,Offensive rebound by A. Jefferson,64,82
325,3,0:06.0,,A. Jefferson makes 2-pt layup from 1 ft,64,84
326,3,0:02.0,Turnover by M. Brown (lost ball; steal by A. Jefferson),,64,84
327,4,11:40.0,,A. Jefferson misses 2-pt jump shot from 7 ft,64,84
328,4,11:38.0,Defensive rebound by H. Sims,,64,84
329,4,11:22.0,R. Hollis-Jefferson makes 2-pt jump shot from 18 ft (assist by D. Sloan),,66,84
330,4,11:10.0,,J. Lin misses 3-pt jump shot from 24 ft,66,84
331,4,11:09.0,Defensive rebound by S. Kilpatrick,,66,84
332,4,10:55.0,H. Sims makes 2-pt jump shot from 15 ft (assist by M. Brown),,68,84
333,4,10:33.0,,T. Daniels makes 3-pt jump shot from 27 ft (assist by A. Jefferson),68,87
334,4,10:12.0,Turnover by H. Sims (bad pass),,68,87
335,4,9:56.0,,A. Jefferson makes 2-pt jump shot from 15 ft (assist by J. Lin),68,89
336,4,9:35.0,H. Sims makes 2-pt dunk at rim (assist by M. Brown),,70,89
337,4,9:16.0,,J. Lin makes 2-pt layup from 1 ft (assist by A. Jefferson),70,91
338,4,9:16.0,,Shooting foul by R. Hollis-Jefferson (drawn by J. Lin),70,91
339,4,9:16.0,,J. Lin makes free throw 1 of 1,70,92
340,4,9:01.0,H. Sims misses 2-pt layup from 2 ft,,70,92
341,4,8:59.0,,Defensive rebound by A. Jefferson,70,92
342,4,8:58.0,,Turnover by J. Lin (bad pass),70,92
343,4,8:58.0,Official timeout,,70,92
344,4,8:41.0,R. Hollis-Jefferson misses 2-pt jump shot from 12 ft,,70,92
345,4,8:40.0,,Defensive rebound by A. Jefferson,70,92
346,4,8:32.0,,F. Kaminsky misses 3-pt jump shot from 27 ft,70,92
347,4,8:31.0,Defensive rebound by M. Brown,,70,92
348,4,8:20.0,R. Hollis-Jefferson makes 3-pt jump shot from 25 ft (assist by M. Brown),,73,92
349,4,7:56.0,,A. Jefferson misses 2-pt jump shot from 6 ft (block by H. Sims),73,92
350,4,7:56.0,,Offensive rebound by Team,73,92
351,4,7:56.0,T. Robinson enters the game for H. Sims,,73,92
352,4,7:52.0,,T. Daniels makes 2-pt jump shot from 20 ft (assist by A. Jefferson),73,94
353,4,7:42.0,S. Kilpatrick misses 3-pt jump shot from 22 ft,,73,94
354,4,7:40.0,,Defensive rebound by A. Jefferson,73,94
355,4,7:31.0,,T. Daniels makes 3-pt jump shot from 22 ft (assist by C. Lee),73,97
356,4,7:31.0,Brooklyn full timeout,,73,97
357,4,7:31.0,,S. Hawes enters the game for A. Jefferson,73,97
358,4,7:31.0,S. Larkin enters the game for D. Sloan,,73,97
359,4,7:13.0,S. Kilpatrick makes 3-pt jump shot from 23 ft (assist by S. Larkin),,76,97
360,4,6:58.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by S. Hawes),76,99
361,4,6:36.0,M. Brown misses 3-pt jump shot from 24 ft,,76,99
362,4,6:34.0,,Defensive rebound by T. Daniels,76,99
363,4,6:23.0,,S. Hawes misses 2-pt jump shot from 17 ft,76,99
364,4,6:21.0,Defensive rebound by R. Hollis-Jefferson,,76,99
365,4,6:18.0,Shooting foul by T. Daniels (drawn by M. Brown),,76,99
366,4,6:18.0,M. Brown makes free throw 1 of 2,,77,99
367,4,6:18.0,C. McCullough enters the game for R. Hollis-Jefferson,,77,99
368,4,6:18.0,M. Brown makes free throw 2 of 2,,78,99
369,4,6:05.0,,F. Kaminsky makes 2-pt jump shot from 4 ft (assist by J. Lin),78,101
370,4,6:05.0,,Shooting foul by T. Robinson (drawn by F. Kaminsky),78,101
371,4,6:05.0,W. Ellington enters the game for M. Brown,,78,101
372,4,6:05.0,,F. Kaminsky makes free throw 1 of 1,78,102
373,4,5:50.0,Shooting foul by S. Hawes (drawn by S. Kilpatrick),,78,102
374,4,5:50.0,S. Kilpatrick makes free throw 1 of 2,,79,102
375,4,5:50.0,,T. Hansbrough enters the game for F. Kaminsky,79,102
376,4,5:50.0,S. Kilpatrick makes free throw 2 of 2,,80,102
377,4,5:38.0,,J. Lin makes 3-pt jump shot from 24 ft (assist by S. Hawes),80,105
378,4,5:22.0,Shooting foul by T. Daniels (drawn by S. Kilpatrick),,80,105
379,4,5:22.0,S. Kilpatrick makes free throw 1 of 2,,81,105
380,4,5:22.0,,J. Gutiérrez enters the game for C. Lee,81,105
