,QUARTER,TIME_REMAINING,PORTLAND_ACTION,ORLANDO_ACTION,PORTLAND_SCORE,ORLANDO_SCORE
389,4,4:57.0,G. Henderson misses 3-pt jump shot from 23 ft,,78,91
390,4,4:54.0,,Defensive rebound by V. Oladipo,78,91
391,4,4:48.0,,Flagrant foul type 1 by C. McCollum (drawn by E. Payton),78,91
392,4,4:48.0,,E. Payton misses flagrant free throw 1 of 2,78,91
393,4,4:48.0,,Offensive rebound by Team,78,91
394,4,4:48.0,A. Crabbe enters the game for G. Henderson,,78,91
395,4,4:48.0,,E. Payton makes flagrant free throw 2 of 2,78,92
396,4,4:35.0,,V. Oladipo misses 3-pt jump shot from 25 ft,78,92
397,4,4:33.0,Defensive rebound by A. Aminu,,78,92
398,4,4:27.0,Shooting foul by E. Payton (drawn by C. McCollum),,78,92
399,4,4:27.0,D. Lillard makes free throw 1 of 2,,79,92
400,4,4:27.0,D. Lillard makes free throw 2 of 2,,80,92
401,4,4:08.0,,A. Nicholson makes 2-pt layup from 1 ft (assist by N. Vučević),80,94
402,4,3:56.0,Turnover by M. Plumlee (offensive foul),,80,94
403,4,3:56.0,Offensive foul by M. Plumlee (drawn by T. Harris),,80,94
404,4,3:36.0,,Offensive foul by A. Nicholson (drawn by D. Lillard),80,94
405,4,3:36.0,,Turnover by A. Nicholson (offensive foul),80,94
406,4,3:26.0,C. McCollum misses 2-pt jump shot from 11 ft,,80,94
407,4,3:25.0,Offensive rebound by A. Aminu,,80,94
408,4,3:24.0,A. Aminu makes 2-pt layup at rim,,82,94
409,4,3:09.0,,N. Vučević misses 2-pt jump shot from 19 ft,82,94
410,4,3:07.0,Defensive rebound by A. Crabbe,,82,94
411,4,2:56.0,D. Lillard misses 3-pt jump shot from 24 ft,,82,94
412,4,2:56.0,,Defensive rebound by T. Harris,82,94
413,4,2:38.0,,V. Oladipo misses 2-pt jump shot from 16 ft,82,94
414,4,2:37.0,Defensive rebound by A. Aminu,,82,94
415,4,2:34.0,Official timeout,,82,94
416,4,2:26.0,A. Aminu makes 3-pt jump shot from 25 ft (assist by D. Lillard),,85,94
417,4,2:00.0,,Personal foul by M. Plumlee (drawn by A. Nicholson),85,94
418,4,1:50.0,,A. Nicholson makes 2-pt hook shot from 8 ft,85,96
419,4,1:50.0,,Shooting foul by M. Plumlee (drawn by A. Nicholson),85,96
420,4,1:50.0,M. Leonard enters the game for M. Plumlee,,85,96
421,4,1:50.0,,A. Nicholson misses free throw 1 of 1,85,96
422,4,1:47.0,Defensive rebound by M. Leonard,,85,96
423,4,1:41.0,D. Lillard makes 3-pt jump shot from 25 ft (assist by C. McCollum),,88,96
424,4,1:28.0,,N. Vučević misses 2-pt jump shot from 14 ft,88,96
425,4,1:28.0,,Offensive rebound by T. Harris,88,96
426,4,1:28.0,,T. Harris makes 2-pt layup from 1 ft,88,98
427,4,1:20.0,A. Crabbe makes 3-pt jump shot from 24 ft (assist by C. McCollum),,91,98
428,4,1:19.0,,Turnover by E. Payton (bad pass; steal by D. Lillard),91,98
429,4,1:12.0,D. Lillard misses 3-pt jump shot from 25 ft,,91,98
430,4,1:11.0,,Defensive rebound by E. Payton,91,98
431,4,1:11.0,,Personal foul by A. Aminu (drawn by E. Payton),91,98
432,4,1:11.0,,E. Payton makes free throw 1 of 2,91,99
433,4,1:11.0,,E. Payton makes free throw 2 of 2,91,100
434,4,1:00.0,A. Aminu makes 3-pt jump shot from 24 ft (assist by D. Lillard),,94,100
435,4,0:40.0,,E. Payton misses 2-pt jump shot from 12 ft,94,100
436,4,0:39.0,Defensive rebound by C. McCollum,,94,100
437,4,0:27.0,C. McCollum misses 3-pt jump shot from 24 ft,,94,100
438,4,0:26.0,,Defensive rebound by T. Harris,94,100
439,4,0:26.0,,Personal foul by A. Crabbe (drawn by T. Harris),94,100
440,4,0:26.0,,T. Harris makes free throw 1 of 2,94,101
441,4,0:26.0,,T. Harris makes free throw 2 of 2,94,102
442,4,0:26.0,Portland full timeout,,94,102
443,4,0:26.0,,A. Gordon enters the game for A. Nicholson,94,102
444,4,0:19.0,A. Crabbe misses 3-pt jump shot from 23 ft,,94,102
445,4,0:18.0,,Defensive rebound by N. Vučević,94,102
