,QUARTER,TIME_REMAINING,DALLAS_ACTION,SACRAMENTO_ACTION,DALLAS_SCORE,SACRAMENTO_SCORE
389,4,9:51.0,Defensive rebound by D. Powell,,78,82
390,4,9:40.0,Personal foul by D. Collison (drawn by D. Nowitzki),,78,82
391,4,9:26.0,R. Felton misses 3-pt jump shot from 24 ft,,78,82
392,4,9:25.0,,Defensive rebound by D. Collison,78,82
393,4,9:17.0,,Personal foul by R. Felton (drawn by D. Collison),78,82
394,4,9:06.0,,D. Cousins makes 2-pt hook shot from 5 ft (assist by O. Casspi),78,84
395,4,8:51.0,Shooting foul by O. Casspi (drawn by D. Nowitzki),,78,84
396,4,8:51.0,Official timeout,,78,84
397,4,8:51.0,D. Williams enters the game for R. Felton,,78,84
398,4,8:51.0,Z. Pachulia enters the game for D. Powell,,78,84
399,4,8:51.0,D. Nowitzki misses free throw 1 of 2,,78,84
400,4,8:51.0,Offensive rebound by Team,,78,84
401,4,8:51.0,D. Nowitzki makes free throw 2 of 2,,79,84
402,4,8:31.0,,D. Cousins misses 2-pt jump shot from 3 ft,79,84
403,4,8:31.0,Defensive rebound by Team,,79,84
404,4,8:15.0,D. Nowitzki misses 2-pt jump shot from 14 ft,,79,84
405,4,8:14.0,,Defensive rebound by D. Collison,79,84
406,4,8:05.0,,D. Cousins makes 2-pt dunk at rim (assist by O. Casspi),79,86
407,4,8:03.0,Dallas full timeout,,79,86
408,4,8:03.0,,R. Gay enters the game for S. Curry,79,86
409,4,8:03.0,C. Villanueva enters the game for D. Nowitzki,,79,86
410,4,7:47.0,W. Matthews misses 3-pt jump shot from 24 ft,,79,86
411,4,7:47.0,,Defensive rebound by D. Cousins,79,86
412,4,7:28.0,,D. Cousins misses 2-pt jump shot from 14 ft,79,86
413,4,7:26.0,Defensive rebound by W. Matthews,,79,86
414,4,7:09.0,D. Williams misses 2-pt jump shot from 15 ft,,79,86
415,4,7:09.0,,Defensive rebound by D. Cousins,79,86
416,4,7:01.0,,O. Casspi makes 3-pt jump shot from 25 ft (assist by M. Belinelli),79,89
417,4,6:43.0,Turnover by C. Villanueva (offensive foul),,79,89
418,4,6:43.0,,Offensive charge foul by C. Villanueva (drawn by D. Cousins),79,89
419,4,6:24.0,,Turnover by D. Cousins (lost ball; steal by C. Villanueva),79,89
420,4,6:20.0,Shooting foul by M. Belinelli (drawn by D. Harris),,79,89
421,4,6:20.0,D. Harris makes free throw 1 of 2,,80,89
422,4,6:20.0,D. Harris makes free throw 2 of 2,,81,89
423,4,6:05.0,,D. Collison makes 3-pt jump shot from 25 ft,81,92
424,4,5:51.0,D. Harris misses 3-pt jump shot from 23 ft,,81,92
425,4,5:50.0,,Defensive rebound by O. Casspi,81,92
426,4,5:30.0,,D. Cousins misses 3-pt jump shot from 24 ft,81,92
427,4,5:29.0,Defensive rebound by C. Villanueva,,81,92
428,4,5:20.0,C. Villanueva makes 3-pt jump shot from 24 ft (assist by D. Williams),,84,92
429,4,5:02.0,,D. Cousins makes 2-pt layup from 1 ft (assist by D. Collison),84,94
430,4,4:42.0,C. Villanueva makes 2-pt jump shot from 10 ft,,86,94
431,4,4:24.0,,R. Gay makes 2-pt jump shot from 4 ft,86,96
432,4,4:24.0,,Shooting foul by W. Matthews (drawn by R. Gay),86,96
433,4,4:24.0,,R. Rondo enters the game for M. Belinelli,86,96
434,4,4:24.0,,Sacramento full timeout,86,96
435,4,4:24.0,R. Felton enters the game for Z. Pachulia,,86,96
436,4,4:24.0,D. Nowitzki enters the game for C. Villanueva,,86,96
437,4,4:24.0,,R. Gay makes free throw 1 of 1,86,97
438,4,4:13.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,86,97
439,4,4:13.0,,Defensive rebound by R. Gay,86,97
440,4,4:04.0,,D. Cousins misses 2-pt layup from 2 ft (block by D. Nowitzki),86,97
441,4,4:03.0,Defensive rebound by D. Williams,,86,97
442,4,3:55.0,D. Harris misses 3-pt jump shot from 23 ft,,86,97
443,4,3:55.0,,Defensive rebound by D. Collison,86,97
444,4,3:49.0,,Shooting foul by D. Harris (drawn by D. Collison),86,97
445,4,3:49.0,,D. Collison makes free throw 1 of 2,86,98
446,4,3:49.0,,D. Collison makes free throw 2 of 2,86,99
447,4,3:41.0,R. Felton misses 3-pt jump shot from 23 ft,,86,99
448,4,3:41.0,Offensive rebound by Team,,86,99
449,4,3:30.0,W. Matthews makes 2-pt jump shot from 17 ft,,88,99
450,4,3:27.0,,Personal take foul by D. Harris (drawn by R. Rondo),88,99
451,4,3:27.0,,R. Rondo misses free throw 1 of 2,88,99
452,4,3:27.0,,Offensive rebound by Team,88,99
453,4,3:27.0,J. Jenkins enters the game for R. Felton,,88,99
454,4,3:27.0,,R. Rondo makes free throw 2 of 2,88,100
455,4,3:19.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,88,100
456,4,3:19.0,,Defensive rebound by O. Casspi,88,100
457,4,3:17.0,,Personal take foul by D. Harris (drawn by R. Rondo),88,100
458,4,3:17.0,,R. Rondo makes free throw 1 of 2,88,101
459,4,3:17.0,R. Felton enters the game for D. Nowitzki,,88,101
460,4,3:17.0,,R. Rondo makes free throw 2 of 2,88,102
461,4,3:07.0,J. Jenkins makes 2-pt layup from 2 ft (assist by D. Williams),,90,102
462,4,2:52.0,,D. Cousins makes 2-pt dunk at rim (assist by R. Rondo),90,104
463,4,2:40.0,D. Williams makes 2-pt jump shot from 21 ft,,92,104
464,4,2:16.0,,Shooting foul by W. Matthews (drawn by D. Cousins),92,104
465,4,2:16.0,,D. Cousins makes free throw 1 of 2,92,105
466,4,2:16.0,,Sacramento full timeout,92,105
467,4,2:16.0,,D. Cousins makes free throw 2 of 2,92,106
468,4,2:07.0,D. Harris makes 2-pt layup from 3 ft,,94,106
469,4,1:48.0,,R. Rondo misses 3-pt jump shot from 23 ft,94,106
470,4,1:48.0,,Offensive rebound by D. Cousins,94,106
471,4,1:47.0,,D. Cousins makes 2-pt jump shot from 4 ft,94,108
472,4,1:40.0,D. Williams misses 3-pt jump shot from 26 ft,,94,108
473,4,1:39.0,,Defensive rebound by R. Rondo,94,108
474,4,1:16.0,,R. Rondo makes 2-pt layup from 2 ft (assist by D. Cousins),94,110
475,4,1:11.0,Dallas full timeout,,94,110
476,4,1:11.0,J. Anderson enters the game for W. Matthews,,94,110
477,4,1:11.0,C. Villanueva enters the game for D. Williams,,94,110
478,4,1:11.0,J. McGee enters the game for R. Felton,,94,110
479,4,1:11.0,J. Evans enters the game for D. Harris,,94,110
480,4,1:11.0,,W. Cauley-Stein enters the game for R. Gay,94,110
481,4,1:11.0,,B. McLemore enters the game for D. Cousins,94,110
482,4,1:11.0,,S. Curry enters the game for R. Rondo,94,110
483,4,0:58.0,J. McGee makes 2-pt hook shot from 4 ft,,96,110
484,4,0:38.0,,D. Collison makes 2-pt jump shot from 16 ft,96,112
485,4,0:30.0,J. Jenkins makes 2-pt jump shot from 4 ft,,98,112
486,4,0:06.0,,Turnover by Team (shot clock),98,112
