,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,CLEVELAND_ACTION,LA CLIPPERS_SCORE,CLEVELAND_SCORE
33,1,7:53.0,,Defensive rebound by K. Love,8,14
34,1,7:41.0,,Turnover by K. Love (bad pass; steal by P. Pierce),8,14
35,1,7:35.0,J. Redick makes 2-pt layup from 1 ft (assist by P. Pierce),,10,14
36,1,7:13.0,,Personal foul by L. Mbah a Moute (drawn by K. Love),10,14
37,1,7:02.0,,K. Irving misses 2-pt jump shot from 19 ft,10,14
38,1,7:00.0,Defensive rebound by D. Jordan,,10,14
39,1,6:54.0,Personal foul by K. Irving (drawn by C. Paul),,10,14
40,1,6:54.0,,M. Dellavedova enters the game for K. Irving,10,14
41,1,6:44.0,Personal foul by M. Dellavedova (drawn by C. Paul),,10,14
42,1,6:44.0,C. Paul makes free throw 1 of 2,,11,14
43,1,6:44.0,C. Paul makes free throw 2 of 2,,12,14
44,1,6:25.0,,L. James misses 2-pt jump shot from 13 ft,12,14
45,1,6:24.0,Defensive rebound by C. Paul,,12,14
46,1,6:17.0,C. Paul makes 3-pt jump shot from 25 ft,,15,14
47,1,6:16.0,,Cleveland full timeout,15,14
48,1,5:54.0,,K. Love makes 2-pt hook shot from 5 ft (assist by J. Smith),15,16
49,1,5:32.0,P. Pierce misses 3-pt jump shot from 25 ft,,15,16
50,1,5:32.0,,Defensive rebound by T. Mozgov,15,16
51,1,5:22.0,,L. James makes 2-pt layup at rim (assist by M. Dellavedova),15,18
52,1,5:03.0,C. Paul makes 2-pt jump shot from 16 ft,,17,18
53,1,4:45.0,,M. Dellavedova misses 3-pt jump shot from 25 ft,17,18
54,1,4:45.0,Defensive rebound by D. Jordan,,17,18
55,1,4:30.0,C. Paul misses 3-pt jump shot from 23 ft,,17,18
56,1,4:29.0,Offensive rebound by L. Mbah a Moute,,17,18
57,1,4:17.0,D. Jordan misses 2-pt hook shot from 5 ft,,17,18
58,1,4:15.0,,Defensive rebound by K. Love,17,18
59,1,3:55.0,,Personal foul by C. Paul (drawn by L. James),17,18
60,1,3:55.0,,I. Shumpert enters the game for J. Smith,17,18
61,1,3:55.0,,T. Thompson enters the game for T. Mozgov,17,18
62,1,3:55.0,W. Johnson enters the game for P. Pierce,,17,18
63,1,3:43.0,,K. Love makes 3-pt jump shot from 23 ft (assist by M. Dellavedova),17,21
64,1,3:28.0,J. Redick misses 2-pt jump shot from 21 ft,,17,21
65,1,3:28.0,,Defensive rebound by K. Love,17,21
66,1,3:25.0,,Turnover by K. Love (bad pass; steal by C. Paul),17,21
67,1,3:19.0,C. Paul makes 2-pt jump shot from 6 ft,,19,21
68,1,3:19.0,Shooting foul by T. Thompson (drawn by C. Paul),,19,21
69,1,3:19.0,C. Paul makes free throw 1 of 1,,20,21
70,1,2:58.0,,Turnover by T. Thompson (lost ball; steal by C. Paul),20,21
71,1,2:48.0,C. Paul makes 2-pt jump shot from 11 ft,,22,21
72,1,2:37.0,,M. Dellavedova makes 2-pt jump shot from 4 ft,22,23
73,1,2:28.0,LA Clippers full timeout,,22,23
74,1,2:28.0,J. Crawford enters the game for J. Redick,,22,23
75,1,2:28.0,,J. Jones enters the game for K. Love,22,23
76,1,2:17.0,J. Crawford misses 3-pt jump shot from 25 ft,,22,23
77,1,2:16.0,,Defensive rebound by T. Thompson,22,23
78,1,1:50.0,,T. Thompson misses 2-pt layup at rim,22,23
79,1,1:49.0,,Offensive rebound by T. Thompson,22,23
80,1,1:49.0,,T. Thompson misses 2-pt layup at rim,22,23
81,1,1:49.0,Defensive rebound by L. Mbah a Moute,,22,23
82,1,1:32.0,W. Johnson makes 2-pt jump shot from 19 ft (assist by D. Jordan),,24,23
83,1,1:10.0,,L. James misses 2-pt jump shot from 7 ft,24,23
84,1,1:10.0,Defensive rebound by L. Mbah a Moute,,24,23
85,1,0:59.0,L. Mbah a Moute makes 2-pt dunk at rim (assist by C. Paul),,26,23
86,1,0:50.0,,M. Dellavedova makes 2-pt jump shot from 7 ft,26,25
87,1,0:37.0,J. Crawford makes 2-pt layup at rim,,28,25
88,1,0:18.0,,I. Shumpert makes 3-pt jump shot from 26 ft (assist by L. James),28,28
89,1,0:00.0,J. Crawford makes 3-pt jump shot from 25 ft (assist by C. Paul),,31,28
90,2,11:43.0,,K. Irving misses 2-pt jump shot from 12 ft,31,28
91,2,11:43.0,Defensive rebound by W. Johnson,,31,28
92,2,11:30.0,Personal foul by I. Shumpert (drawn by J. Crawford),,31,28
93,2,11:17.0,J. Crawford makes 3-pt jump shot from 24 ft,,34,28
94,2,10:54.0,,K. Irving misses 2-pt layup from 1 ft,34,28
95,2,10:53.0,,Offensive rebound by T. Thompson,34,28
96,2,10:53.0,,T. Thompson misses 2-pt dunk at rim,34,28
97,2,10:51.0,,Offensive rebound by I. Shumpert,34,28
98,2,10:43.0,,K. Irving makes 3-pt jump shot from 24 ft (assist by J. Jones),34,31
99,2,10:20.0,P. Prigioni misses 3-pt jump shot from 26 ft,,34,31
100,2,10:20.0,,Defensive rebound by I. Shumpert,34,31
101,2,10:00.0,,Turnover by M. Dellavedova (lost ball; steal by P. Prigioni),34,31
102,2,9:57.0,,J. Smith enters the game for M. Dellavedova,34,31
103,2,9:47.0,P. Prigioni misses 3-pt jump shot from 24 ft,,34,31
104,2,9:46.0,,Defensive rebound by T. Thompson,34,31
105,2,9:34.0,,Personal foul by C. Aldrich (drawn by T. Thompson),34,31
106,2,9:31.0,,Turnover by K. Irving (bad pass; steal by W. Johnson),34,31
107,2,9:24.0,Turnover by J. Crawford (lost ball; steal by K. Irving),,34,31
108,2,9:21.0,,I. Shumpert makes 2-pt dunk at rim (assist by K. Irving),34,33
109,2,9:06.0,C. Aldrich misses 2-pt hook shot from 3 ft,,34,33
110,2,9:04.0,Offensive rebound by C. Aldrich,,34,33
111,2,9:03.0,C. Aldrich misses 2-pt hook shot from 5 ft,,34,33
112,2,9:02.0,,Defensive rebound by T. Thompson,34,33
113,2,8:53.0,,K. Irving makes 2-pt layup at rim,34,35
114,2,8:28.0,C. Aldrich misses 2-pt layup from 2 ft,,34,35
115,2,8:28.0,,Defensive rebound by T. Thompson,34,35
116,2,8:23.0,,Shooting foul by C. Aldrich (drawn by T. Thompson),34,35
117,2,8:23.0,,Cleveland full timeout,34,35
118,2,8:23.0,,T. Thompson makes free throw 1 of 2,34,36
119,2,8:23.0,,T. Thompson makes free throw 2 of 2,34,37
120,2,8:03.0,C. Aldrich makes 2-pt jump shot from 9 ft (assist by A. Rivers),,36,37
121,2,7:52.0,,Personal foul by A. Rivers (drawn by K. Irving),36,37
122,2,7:52.0,,Turnover by J. Jones (bad pass),36,37
123,2,7:41.0,C. Aldrich makes 2-pt hook shot from 4 ft (assist by A. Rivers),,38,37
124,2,7:30.0,,K. Irving misses 2-pt layup from 1 ft,38,37
125,2,7:30.0,,Offensive rebound by T. Thompson,38,37
126,2,7:30.0,,Shooting foul by W. Johnson (drawn by T. Thompson),38,37
127,2,7:30.0,,T. Thompson makes free throw 1 of 2,38,38
128,2,7:30.0,,K. Love enters the game for J. Jones,38,38
129,2,7:30.0,,T. Thompson makes free throw 2 of 2,38,39
130,2,7:16.0,W. Johnson makes 2-pt jump shot from 18 ft (assist by A. Rivers),,40,39
131,2,6:54.0,,K. Love misses 2-pt hook shot from 7 ft,40,39
132,2,6:52.0,,Offensive rebound by T. Thompson,40,39
133,2,6:44.0,,J. Smith makes 2-pt jump shot from 5 ft (assist by K. Irving),40,41
134,2,6:29.0,A. Rivers misses 3-pt jump shot from 26 ft,,40,41
135,2,6:29.0,,Defensive rebound by K. Love,40,41
136,2,6:24.0,,Personal block foul by A. Rivers (drawn by K. Irving),40,41
137,2,6:24.0,,K. Irving makes free throw 1 of 2,40,42
138,2,6:24.0,,L. James enters the game for I. Shumpert,40,42
139,2,6:24.0,C. Paul enters the game for P. Prigioni,,40,42
140,2,6:24.0,,K. Irving makes free throw 2 of 2,40,43
141,2,6:10.0,Personal foul by L. James (drawn by J. Crawford),,40,43
142,2,6:10.0,D. Jordan enters the game for C. Aldrich,,40,43
143,2,6:10.0,L. Mbah a Moute enters the game for W. Johnson,,40,43
144,2,6:07.0,J. Crawford misses 2-pt jump shot from 21 ft,,40,43
145,2,6:07.0,,Defensive rebound by K. Love,40,43
146,2,5:43.0,,Turnover by Team (shot clock),40,43
147,2,5:43.0,,Cleveland full timeout,40,43
148,2,5:43.0,J. Redick enters the game for J. Crawford,,40,43
149,2,5:43.0,P. Pierce enters the game for A. Rivers,,40,43
150,2,5:31.0,Shooting foul by K. Irving (drawn by C. Paul),,40,43
151,2,5:31.0,C. Paul makes free throw 1 of 2,,41,43
152,2,5:31.0,,M. Dellavedova enters the game for K. Irving,41,43
153,2,5:31.0,C. Paul makes free throw 2 of 2,,42,43
154,2,5:12.0,,Shooting foul by P. Pierce (drawn by K. Love),42,43
155,2,5:12.0,,K. Love makes free throw 1 of 2,42,44
156,2,5:12.0,,K. Love makes free throw 2 of 2,42,45
157,2,5:05.0,J. Redick misses 3-pt jump shot from 25 ft,,42,45
158,2,5:04.0,,Defensive rebound by K. Love,42,45
159,2,4:57.0,,J. Smith misses 3-pt jump shot from 24 ft,42,45
160,2,4:56.0,Defensive rebound by D. Jordan,,42,45
161,2,4:45.0,C. Paul makes 2-pt layup from 1 ft,,44,45
162,2,4:22.0,,K. Love misses 2-pt jump shot from 6 ft,44,45
163,2,4:20.0,Defensive rebound by D. Jordan,,44,45
164,2,4:14.0,P. Pierce misses 3-pt jump shot from 24 ft,,44,45
165,2,4:14.0,Offensive rebound by Team,,44,45
166,2,4:14.0,,Loose ball foul by L. James (drawn by L. Mbah a Moute),44,45
167,2,4:03.0,C. Paul misses 3-pt jump shot from 28 ft,,44,45
168,2,4:03.0,,Defensive rebound by M. Dellavedova,44,45
169,2,3:56.0,,L. James misses 3-pt jump shot from 25 ft,44,45
170,2,3:54.0,,Offensive rebound by K. Love,44,45
171,2,3:54.0,,K. Love misses 2-pt layup at rim,44,45
172,2,3:52.0,Defensive rebound by D. Jordan,,44,45
173,2,3:45.0,C. Paul misses 2-pt jump shot from 3 ft,,44,45
174,2,3:44.0,,Defensive rebound by Team,44,45
175,2,3:44.0,Loose ball foul by C. Paul (drawn by K. Love),,44,45
176,2,3:44.0,,K. Love makes free throw 1 of 2,44,46
177,2,3:44.0,,T. Mozgov enters the game for T. Thompson,44,46
178,2,3:44.0,,K. Love makes free throw 2 of 2,44,47
179,2,3:34.0,Turnover by C. Paul (bad pass),,44,47
180,2,3:22.0,,L. James makes 2-pt layup from 1 ft (assist by M. Dellavedova),44,49
181,2,3:00.0,C. Paul misses 2-pt jump shot from 17 ft,,44,49
182,2,2:59.0,,Defensive rebound by K. Love,44,49
183,2,2:55.0,,L. James makes 2-pt layup from 1 ft (assist by K. Love),44,51
184,2,2:49.0,Shooting foul by J. Smith (drawn by J. Redick),,44,51
185,2,2:49.0,LA Clippers full timeout,,44,51
186,2,2:49.0,J. Redick makes free throw 1 of 2,,45,51
187,2,2:49.0,J. Redick makes free throw 2 of 2,,46,51
188,2,2:33.0,,J. Smith makes 2-pt jump shot from 20 ft (assist by L. James),46,53
189,2,2:17.0,C. Paul misses 2-pt jump shot from 15 ft,,46,53
190,2,2:16.0,,Defensive rebound by T. Mozgov,46,53
191,2,2:08.0,,L. James misses 2-pt jump shot from 21 ft,46,53
192,2,2:08.0,,Offensive rebound by T. Mozgov,46,53
193,2,1:52.0,,T. Mozgov makes 2-pt hook shot from 4 ft (assist by L. James),46,55
194,2,1:35.0,Turnover by P. Pierce (bad pass; steal by M. Dellavedova),,46,55
195,2,1:31.0,,I. Shumpert enters the game for J. Smith,46,55
196,2,1:28.0,,M. Dellavedova makes 2-pt layup at rim (assist by L. James),46,57
197,2,1:13.0,Turnover by C. Paul (bad pass),,46,57
198,2,0:49.0,,I. Shumpert misses 3-pt jump shot from 23 ft,46,57
199,2,0:48.0,Defensive rebound by D. Jordan,,46,57
200,2,0:42.0,J. Redick makes 3-pt jump shot from 27 ft (assist by C. Paul),,49,57
201,2,0:33.0,,Shooting foul by P. Pierce (drawn by K. Love),49,57
202,2,0:33.0,,K. Love makes free throw 1 of 2,49,58
203,2,0:33.0,,J. Cunningham enters the game for L. James,49,58
204,2,0:33.0,J. Crawford enters the game for P. Pierce,,49,58
205,2,0:33.0,,K. Love makes free throw 2 of 2,49,59
206,2,0:27.0,Personal foul by I. Shumpert (drawn by J. Redick),,49,59
207,2,0:27.0,J. Redick makes free throw 1 of 2,,50,59
208,2,0:27.0,W. Johnson enters the game for J. Crawford,,50,59
209,2,0:27.0,,L. James enters the game for J. Cunningham,50,59
210,2,0:27.0,A. Rivers enters the game for C. Paul,,50,59
211,2,0:27.0,J. Redick misses free throw 2 of 2,,50,59
212,2,0:25.0,,Defensive rebound by K. Love,50,59
213,2,0:04.0,,I. Shumpert misses 2-pt jump shot from 13 ft,50,59
214,2,0:02.0,Defensive rebound by W. Johnson,,50,59
215,2,0:00.0,J. Redick misses 3-pt jump shot from 27 ft,,50,59
216,2,0:00.0,Offensive rebound by Team,,50,59
217,3,11:48.0,,K. Love misses 3-pt jump shot from 24 ft,50,59
218,3,11:47.0,Defensive rebound by D. Jordan,,50,59
219,3,11:33.0,C. Paul makes 2-pt jump shot from 16 ft,,52,59
220,3,11:21.0,,K. Irving makes 3-pt jump shot from 25 ft,52,62
221,3,11:04.0,P. Pierce misses 3-pt jump shot from 24 ft,,52,62
222,3,11:04.0,,Defensive rebound by Team,52,62
223,3,10:46.0,,Shooting foul by D. Jordan (drawn by T. Mozgov),52,62
224,3,10:46.0,,T. Mozgov misses free throw 1 of 2,52,62
225,3,10:46.0,,Offensive rebound by Team,52,62
226,3,10:46.0,,T. Mozgov makes free throw 2 of 2,52,63
227,3,10:28.0,P. Pierce misses 2-pt jump shot from 5 ft,,52,63
228,3,10:27.0,Offensive rebound by D. Jordan,,52,63
229,3,10:27.0,D. Jordan misses 2-pt layup from 1 ft,,52,63
230,3,10:26.0,,Defensive rebound by L. James,52,63
231,3,10:19.0,,J. Smith misses 2-pt jump shot from 5 ft,52,63
232,3,10:18.0,Defensive rebound by L. Mbah a Moute,,52,63
233,3,10:11.0,J. Redick makes 3-pt jump shot from 25 ft,,55,63
234,3,9:55.0,,L. James misses 3-pt jump shot from 25 ft,55,63
235,3,9:53.0,,Offensive rebound by K. Love,55,63
236,3,9:47.0,,T. Mozgov makes 2-pt jump shot from 9 ft (assist by K. Irving),55,65
237,3,9:26.0,L. Mbah a Moute misses 3-pt jump shot from 23 ft,,55,65
238,3,9:26.0,,Defensive rebound by K. Love,55,65
239,3,9:12.0,,Turnover by K. Love (bad pass; steal by C. Paul),55,65
240,3,8:52.0,Turnover by L. Mbah a Moute (bad pass),,55,65
241,3,8:43.0,,K. Irving makes 2-pt jump shot from 6 ft (assist by L. James),55,67
242,3,8:42.0,LA Clippers full timeout,,55,67
243,3,8:42.0,J. Crawford enters the game for L. Mbah a Moute,,55,67
244,3,8:27.0,P. Pierce misses 2-pt jump shot from 4 ft (block by T. Mozgov),,55,67
245,3,8:26.0,,Defensive rebound by K. Love,55,67
246,3,8:21.0,W. Johnson enters the game for P. Pierce,,55,67
247,3,8:07.0,,K. Irving misses 2-pt jump shot from 20 ft,55,67
248,3,8:04.0,Defensive rebound by Team,,55,67
249,3,7:59.0,C. Paul makes 2-pt jump shot from 14 ft,,57,67
250,3,7:41.0,,J. Smith misses 2-pt jump shot from 15 ft,57,67
251,3,7:40.0,,Offensive rebound by T. Mozgov,57,67
252,3,7:36.0,,L. James misses 3-pt jump shot from 24 ft,57,67
253,3,7:36.0,Defensive rebound by D. Jordan,,57,67
254,3,7:25.0,W. Johnson misses 2-pt jump shot from 21 ft,,57,67
255,3,7:23.0,Offensive rebound by C. Paul,,57,67
256,3,7:15.0,C. Paul makes 2-pt jump shot from 13 ft,,59,67
257,3,6:59.0,,T. Mozgov makes 2-pt jump shot from 15 ft (assist by L. James),59,69
258,3,6:40.0,Shooting foul by K. Love (drawn by D. Jordan),,59,69
259,3,6:40.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,61,69
260,3,6:40.0,,M. Dellavedova enters the game for K. Irving,61,69
261,3,6:40.0,D. Jordan makes free throw 1 of 1,,62,69
262,3,6:27.0,,T. Mozgov makes 2-pt dunk at rim (assist by L. James),62,71
263,3,6:13.0,Personal foul by K. Love (drawn by D. Jordan),,62,71
264,3,6:00.0,J. Redick makes 2-pt jump shot from 20 ft (assist by C. Paul),,64,71
265,3,5:37.0,,J. Smith makes 3-pt jump shot from 22 ft (assist by M. Dellavedova),64,74
266,3,5:18.0,J. Redick misses 3-pt jump shot from 23 ft,,64,74
267,3,5:17.0,Offensive rebound by D. Jordan,,64,74
268,3,5:16.0,Shooting foul by J. Smith (drawn by D. Jordan),,64,74
269,3,5:16.0,D. Jordan misses free throw 1 of 2,,64,74
270,3,5:16.0,Offensive rebound by Team,,64,74
271,3,5:16.0,,J. Jones enters the game for K. Love,64,74
272,3,5:16.0,D. Jordan makes free throw 2 of 2,,65,74
273,3,5:01.0,,L. James makes 2-pt layup from 2 ft (assist by M. Dellavedova),65,76
274,3,4:44.0,C. Paul misses 2-pt jump shot from 17 ft,,65,76
275,3,4:42.0,,Defensive rebound by T. Mozgov,65,76
276,3,4:35.0,,M. Dellavedova misses 3-pt jump shot from 22 ft,65,76
277,3,4:34.0,Defensive rebound by C. Paul,,65,76
278,3,4:27.0,LA Clippers full timeout,,65,76
279,3,4:20.0,C. Paul makes 2-pt jump shot from 13 ft,,67,76
280,3,3:51.0,,M. Dellavedova misses 2-pt jump shot from 6 ft (block by C. Paul),67,76
281,3,3:49.0,Defensive rebound by J. Redick,,67,76
282,3,3:46.0,Personal foul by M. Dellavedova (drawn by C. Paul),,67,76
283,3,3:46.0,,T. Thompson enters the game for T. Mozgov,67,76
284,3,3:38.0,J. Crawford makes 2-pt jump shot from 6 ft (assist by C. Paul),,69,76
285,3,3:11.0,,J. Smith misses 2-pt jump shot from 7 ft,69,76
286,3,3:09.0,Defensive rebound by W. Johnson,,69,76
287,3,2:59.0,C. Paul misses 2-pt jump shot from 15 ft,,69,76
288,3,2:58.0,,Defensive rebound by J. Smith,69,76
289,3,2:46.0,,Personal block foul by C. Paul (drawn by L. James),69,76
290,3,2:46.0,,Cleveland full timeout,69,76
291,3,2:42.0,,T. Thompson misses 2-pt layup from 1 ft,69,76
292,3,2:40.0,,Offensive rebound by M. Dellavedova,69,76
293,3,2:37.0,,J. Smith makes 3-pt jump shot from 27 ft (assist by M. Dellavedova),69,79
294,3,2:29.0,Personal foul by J. Jones (drawn by D. Jordan),,69,79
295,3,2:29.0,D. Jordan misses free throw 1 of 2,,69,79
296,3,2:29.0,Offensive rebound by Team,,69,79
297,3,2:29.0,A. Rivers enters the game for C. Paul,,69,79
298,3,2:29.0,D. Jordan makes free throw 2 of 2,,70,79
299,3,2:13.0,,Personal foul by A. Rivers (drawn by L. James),70,79
300,3,2:13.0,,K. Irving enters the game for M. Dellavedova,70,79
301,3,2:01.0,,L. James makes 3-pt jump shot from 24 ft,70,82
302,3,1:51.0,Personal foul by J. Jones (drawn by D. Jordan),,70,82
303,3,1:51.0,D. Jordan misses free throw 1 of 2,,70,82
304,3,1:51.0,Offensive rebound by Team,,70,82
305,3,1:51.0,D. Jordan misses free throw 2 of 2,,70,82
306,3,1:50.0,,Defensive rebound by L. James,70,82
307,3,1:36.0,,L. James misses 2-pt layup from 1 ft,70,82
308,3,1:32.0,,Offensive rebound by T. Thompson,70,82
309,3,1:32.0,,T. Thompson makes 2-pt dunk at rim,70,84
310,3,1:32.0,Personal foul by J. Jones (drawn by D. Jordan),,70,84
311,3,1:32.0,D. Jordan misses free throw 1 of 2,,70,84
312,3,1:32.0,Offensive rebound by Team,,70,84
313,3,1:32.0,D. Jordan misses free throw 2 of 2,,70,84
314,3,1:31.0,,Defensive rebound by L. James,70,84
315,3,1:11.0,,L. James makes 2-pt layup from 1 ft,70,86
316,3,1:08.0,Personal foul by J. Jones (drawn by D. Jordan),,70,86
317,3,1:08.0,D. Jordan makes free throw 1 of 2,,71,86
318,3,1:08.0,P. Prigioni enters the game for J. Redick,,71,86
319,3,1:08.0,,M. Dellavedova enters the game for J. Jones,71,86
320,3,1:08.0,D. Jordan makes free throw 2 of 2,,72,86
321,3,0:55.0,Violation by D. Jordan (def goaltending),,72,86
322,3,0:55.0,,L. James makes 2-pt jump shot from 9 ft,72,88
323,3,0:38.0,W. Johnson misses 3-pt jump shot from 24 ft,,72,88
324,3,0:38.0,,Defensive rebound by T. Thompson,72,88
325,3,0:17.0,,K. Irving misses 3-pt jump shot from 25 ft,72,88
326,3,0:17.0,Defensive rebound by D. Jordan,,72,88
327,3,0:02.0,W. Johnson misses 3-pt jump shot from 27 ft,,72,88
328,3,0:00.0,,Defensive rebound by Team,72,88
329,4,11:43.0,P. Prigioni makes 3-pt jump shot from 26 ft (assist by C. Aldrich),,75,88
330,4,11:26.0,,K. Irving misses 2-pt jump shot from 4 ft,75,88
331,4,11:24.0,Defensive rebound by P. Prigioni,,75,88
332,4,11:12.0,A. Rivers misses 2-pt jump shot from 6 ft,,75,88
333,4,11:10.0,,Defensive rebound by Team,75,88
334,4,10:55.0,,Turnover by I. Shumpert (lost ball; steal by J. Crawford),75,88
335,4,10:50.0,J. Crawford misses 2-pt layup at rim,,75,88
336,4,10:49.0,,Defensive rebound by T. Thompson,75,88
337,4,10:49.0,,Personal foul by A. Rivers (drawn by T. Thompson),75,88
338,4,10:49.0,L. Stephenson enters the game for W. Johnson,,75,88
339,4,10:42.0,,Personal foul by L. Stephenson (drawn by K. Love),75,88
340,4,10:31.0,,M. Dellavedova misses 3-pt jump shot from 24 ft,75,88
341,4,10:30.0,Defensive rebound by C. Aldrich,,75,88
342,4,10:16.0,C. Aldrich misses 2-pt hook shot from 10 ft,,75,88
343,4,10:15.0,,Defensive rebound by K. Love,75,88
344,4,10:08.0,,K. Irving misses 2-pt jump shot from 3 ft (block by C. Aldrich),75,88
345,4,10:07.0,Defensive rebound by C. Aldrich,,75,88
346,4,10:07.0,Personal foul by I. Shumpert (drawn by J. Crawford),,75,88
347,4,9:54.0,J. Crawford makes 2-pt layup from 1 ft (assist by C. Aldrich),,77,88
348,4,9:54.0,,Cleveland full timeout,77,88
349,4,9:42.0,,Personal foul by L. Stephenson (drawn by K. Love),77,88
350,4,9:30.0,,K. Irving misses 2-pt jump shot from 6 ft (block by A. Rivers),77,88
351,4,9:29.0,,Offensive rebound by K. Irving,77,88
352,4,9:23.0,,K. Irving makes 2-pt jump shot from 9 ft,77,90
353,4,9:18.0,Turnover by A. Rivers (bad pass; steal by K. Love),,77,90
354,4,9:16.0,,Clear path foul by C. Aldrich,77,90
355,4,9:16.0,,K. Love misses clear path free throw 1 of 2,77,90
356,4,9:16.0,,Offensive rebound by Team,77,90
357,4,9:16.0,,K. Love makes clear path free throw 2 of 2,77,91
358,4,9:12.0,,Turnover by M. Dellavedova (bad pass),77,91
359,4,8:57.0,A. Rivers misses 3-pt jump shot from 23 ft,,77,91
360,4,8:56.0,,Defensive rebound by T. Thompson,77,91
361,4,8:50.0,,Turnover by T. Thompson (offensive goaltending),77,91
362,4,8:50.0,C. Paul enters the game for P. Prigioni,,77,91
363,4,8:34.0,C. Aldrich makes 2-pt dunk at rim (assist by C. Paul),,79,91
364,4,8:15.0,,T. Thompson makes 2-pt jump shot from 4 ft (assist by K. Love),79,93
365,4,7:57.0,A. Rivers makes 2-pt layup from 1 ft (assist by C. Aldrich),,81,93
366,4,7:39.0,,K. Irving misses 3-pt jump shot from 25 ft,81,93
367,4,7:39.0,Defensive rebound by L. Stephenson,,81,93
368,4,7:30.0,J. Crawford makes 2-pt layup at rim,,83,93
369,4,7:14.0,,M. Dellavedova misses 3-pt jump shot from 24 ft,83,93
370,4,7:13.0,Defensive rebound by A. Rivers,,83,93
371,4,7:10.0,Shooting foul by I. Shumpert (drawn by J. Crawford),,83,93
372,4,7:10.0,J. Crawford makes free throw 1 of 2,,84,93
373,4,7:10.0,,L. James enters the game for M. Dellavedova,84,93
374,4,7:10.0,D. Jordan enters the game for C. Aldrich,,84,93
375,4,7:10.0,J. Crawford makes free throw 2 of 2,,85,93
376,4,6:53.0,,Turnover by K. Love (lost ball; steal by A. Rivers),85,93
377,4,6:45.0,A. Rivers misses 3-pt jump shot from 24 ft,,85,93
378,4,6:44.0,Offensive rebound by Team,,85,93
379,4,6:44.0,,Loose ball foul by T. Thompson (drawn by D. Jordan),85,93
380,4,6:44.0,,J. Smith enters the game for I. Shumpert,85,93
381,4,6:37.0,C. Paul makes 2-pt layup from 1 ft,,87,93
382,4,6:24.0,,L. James misses 2-pt jump shot from 19 ft,87,93
383,4,6:23.0,Defensive rebound by Team,,87,93
384,4,6:13.0,Personal foul by J. Smith (drawn by C. Paul),,87,93
385,4,6:10.0,Turnover by C. Paul (traveling),,87,93
386,4,5:47.0,,K. Love makes 3-pt jump shot from 23 ft (assist by L. James),87,96
387,4,5:35.0,Personal foul by T. Thompson (drawn by D. Jordan),,87,96
388,4,5:35.0,Official timeout,,87,96
