,QUARTER,TIME_REMAINING,HOUSTON_ACTION,SAN ANTONIO_ACTION,HOUSTON_SCORE,SAN ANTONIO_SCORE
68,1,3:56.0,T. Jones makes 2-pt jump shot from 8 ft (assist by T. Lawson),,20,16
69,1,3:37.0,,L. Aldridge makes 2-pt layup from 3 ft (assist by D. West),20,18
70,1,3:22.0,J. Harden misses 2-pt jump shot from 12 ft,,20,18
71,1,3:18.0,,Defensive rebound by D. West,20,18
72,1,3:13.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by D. Green),20,20
73,1,2:55.0,T. Lawson makes 2-pt jump shot from 16 ft,,22,20
74,1,2:38.0,,L. Aldridge makes 2-pt jump shot from 17 ft,22,22
75,1,2:13.0,Turnover by T. Lawson (bad pass; steal by L. Aldridge),,22,22
76,1,2:06.0,,L. Aldridge makes 2-pt layup from 3 ft (assist by M. Ginóbili),22,24
77,1,2:03.0,Houston full timeout,,22,24
78,1,2:03.0,C. Capela enters the game for D. Howard,,22,24
79,1,2:03.0,J. Terry enters the game for J. Harden,,22,24
80,1,1:49.0,T. Jones misses 3-pt jump shot from 24 ft,,22,24
81,1,1:47.0,,Defensive rebound by D. Green,22,24
82,1,1:46.0,,Personal foul by T. Lawson (drawn by P. Mills),22,24
83,1,1:46.0,,J. Simmons enters the game for D. Green,22,24
84,1,1:26.0,,Turnover by J. Simmons (bad pass; steal by C. Capela),22,24
85,1,1:23.0,C. Brewer makes 2-pt layup from 4 ft (assist by T. Lawson),,24,24
86,1,1:23.0,Shooting block foul by M. Ginóbili (drawn by C. Brewer),,24,24
87,1,1:23.0,,B. Diaw enters the game for L. Aldridge,24,24
88,1,1:23.0,C. Brewer makes free throw 1 of 1,,25,24
89,1,1:05.0,,P. Mills makes 3-pt jump shot from 23 ft (assist by J. Simmons),25,27
90,1,0:57.0,Shooting foul by B. Diaw (drawn by T. Jones),,25,27
91,1,0:57.0,T. Jones makes free throw 1 of 2,,26,27
92,1,0:57.0,,Violation by M. Ginóbili (lane),26,27
93,1,0:57.0,T. Jones makes free throw 2 of 2,,27,27
94,1,0:39.0,,B. Diaw makes 2-pt jump shot from 19 ft (assist by M. Ginóbili),27,29
95,1,0:30.0,Offensive foul by T. Jones (drawn by P. Mills),,27,29
96,1,0:30.0,Turnover by T. Jones (offensive foul),,27,29
97,1,0:30.0,T. Ariza enters the game for T. Lawson,,27,29
98,1,0:30.0,P. Beverley enters the game for J. Terry,,27,29
99,1,0:06.0,,B. Diaw misses 2-pt hook shot from 8 ft,27,29
100,1,0:04.0,Defensive rebound by Team,,27,29
101,1,0:04.0,J. Harden enters the game for C. Capela,,27,29
102,1,0:04.0,T. Lawson enters the game for T. Jones,,27,29
103,1,0:04.0,,K. Leonard enters the game for B. Diaw,27,29
104,1,0:04.0,,D. Green enters the game for D. West,27,29
105,1,0:00.0,C. Brewer misses 2-pt layup from 2 ft,,27,29
106,1,0:00.0,Offensive rebound by J. Harden,,27,29
107,2,11:48.0,,M. Ginóbili misses 2-pt layup from 2 ft (block by C. Capela),27,29
108,2,11:48.0,,Offensive rebound by Team,27,29
109,2,11:48.0,,T. Parker enters the game for J. Simmons,27,29
110,2,11:44.0,,M. Ginóbili misses 2-pt layup from 3 ft,27,29
111,2,11:42.0,,Offensive rebound by Team,27,29
112,2,11:42.0,,Personal foul by C. Brewer (drawn by M. Ginóbili),27,29
113,2,11:34.0,,Shooting foul by T. Lawson (drawn by T. Parker),27,29
114,2,11:34.0,,T. Parker makes free throw 1 of 2,27,30
115,2,11:34.0,,T. Parker makes free throw 2 of 2,27,31
116,2,11:15.0,T. Lawson makes 2-pt jump shot from 6 ft,,29,31
117,2,11:04.0,,Turnover by T. Parker (lost ball; steal by T. Lawson),29,31
118,2,11:00.0,T. Lawson misses 2-pt layup from 2 ft,,29,31
119,2,10:59.0,Offensive rebound by C. Brewer,,29,31
120,2,10:57.0,C. Brewer misses 2-pt layup from 2 ft,,29,31
121,2,10:56.0,,Defensive rebound by T. Parker,29,31
122,2,10:52.0,,P. Mills misses 3-pt jump shot from 24 ft,29,31
123,2,10:49.0,,Offensive rebound by M. Ginóbili,29,31
124,2,10:36.0,,P. Mills misses 3-pt jump shot from 23 ft,29,31
125,2,10:35.0,Defensive rebound by T. Lawson,,29,31
126,2,10:30.0,Turnover by T. Lawson (bad pass; steal by M. Ginóbili),,29,31
127,2,10:25.0,,T. Parker misses 2-pt jump shot from 18 ft,29,31
128,2,10:24.0,Defensive rebound by C. Capela,,29,31
129,2,10:15.0,C. Brewer makes 2-pt layup from 1 ft (assist by T. Lawson),,31,31
130,2,10:02.0,,P. Mills misses 3-pt jump shot from 25 ft,31,31
131,2,10:01.0,Defensive rebound by C. Capela,,31,31
132,2,10:01.0,Personal foul by M. Ginóbili (drawn by C. Capela),,31,31
133,2,9:50.0,C. Brewer misses 2-pt jump shot from 16 ft,,31,31
134,2,9:49.0,,Defensive rebound by B. Diaw,31,31
135,2,9:40.0,,T. Parker misses 3-pt jump shot from 24 ft,31,31
136,2,9:38.0,Defensive rebound by T. Lawson,,31,31
137,2,9:21.0,C. Capela makes 2-pt dunk at rim,,33,31
138,2,9:18.0,,San Antonio full timeout,33,31
139,2,9:18.0,J. Harden enters the game for C. Capela,,33,31
140,2,9:18.0,T. Ariza enters the game for C. Brewer,,33,31
141,2,9:18.0,D. Howard enters the game for J. Terry,,33,31
142,2,9:18.0,,D. Green enters the game for P. Mills,33,31
143,2,9:05.0,,D. West makes 2-pt jump shot from 17 ft (assist by T. Parker),33,33
144,2,8:45.0,T. Jones misses 2-pt layup from 1 ft,,33,33
145,2,8:44.0,,Defensive rebound by Team,33,33
146,2,8:44.0,Loose ball foul by D. Howard (drawn by B. Diaw),,33,33
147,2,8:29.0,,D. West makes 2-pt jump shot from 6 ft,33,35
148,2,8:05.0,Personal foul by M. Ginóbili (drawn by T. Ariza),,33,35
149,2,8:05.0,,K. Leonard enters the game for M. Ginóbili,33,35
150,2,8:05.0,P. Beverley enters the game for T. Lawson,,33,35
151,2,7:54.0,J. Harden makes 2-pt jump shot from 16 ft,,35,35
152,2,7:31.0,,B. Diaw misses 2-pt layup from 3 ft,35,35
153,2,7:30.0,Defensive rebound by T. Jones,,35,35
154,2,7:27.0,Turnover by T. Jones (lost ball; steal by B. Diaw),,35,35
155,2,7:16.0,,D. West makes 2-pt jump shot from 19 ft (assist by T. Parker),35,37
156,2,6:59.0,J. Harden makes 2-pt jump shot from 14 ft,,37,37
157,2,6:42.0,,K. Leonard makes 2-pt jump shot from 12 ft (assist by B. Diaw),37,39
158,2,6:27.0,Shooting foul by D. West (drawn by D. Howard),,37,39
159,2,6:27.0,D. Howard makes free throw 1 of 2,,38,39
160,2,6:27.0,D. Howard makes free throw 2 of 2,,39,39
161,2,6:11.0,,B. Diaw makes 3-pt jump shot from 25 ft (assist by K. Leonard),39,42
162,2,5:56.0,Shooting foul by D. Green (drawn by D. Howard),,39,42
163,2,5:56.0,Official timeout,,39,42
164,2,5:56.0,,L. Aldridge enters the game for D. West,39,42
165,2,5:56.0,C. Capela enters the game for T. Jones,,39,42
166,2,5:56.0,D. Howard makes free throw 1 of 2,,40,42
167,2,5:56.0,D. Howard makes free throw 2 of 2,,41,42
168,2,5:38.0,,D. Green misses 2-pt jump shot from 15 ft,41,42
169,2,5:37.0,Defensive rebound by D. Howard,,41,42
170,2,5:27.0,D. Howard makes 2-pt dunk at rim (assist by P. Beverley),,43,42
171,2,5:16.0,,Personal foul by P. Beverley (drawn by D. Green),43,42
172,2,5:05.0,,Personal foul by J. Harden (drawn by K. Leonard),43,42
173,2,5:05.0,,K. Leonard misses free throw 1 of 2,43,42
174,2,5:05.0,,Offensive rebound by Team,43,42
175,2,5:05.0,,P. Mills enters the game for T. Parker,43,42
176,2,5:05.0,,K. Leonard makes free throw 2 of 2,43,43
177,2,4:45.0,C. Capela makes 2-pt dunk at rim (assist by J. Harden),,45,43
178,2,4:31.0,,B. Diaw misses 2-pt jump shot from 2 ft (block by C. Capela),45,43
179,2,4:29.0,,Offensive rebound by B. Diaw,45,43
180,2,4:24.0,,D. Green misses 3-pt jump shot from 24 ft,45,43
181,2,4:22.0,Defensive rebound by D. Howard,,45,43
182,2,4:14.0,J. Harden makes 3-pt jump shot from 24 ft (assist by T. Ariza),,48,43
183,2,4:03.0,,K. Leonard makes 2-pt dunk at rim,48,45
184,2,3:54.0,Turnover by J. Harden (lost ball; steal by D. Green),,48,45
185,2,3:48.0,,D. Green makes 3-pt jump shot from 24 ft (assist by P. Mills),48,48
186,2,3:48.0,Houston full timeout,,48,48
187,2,3:48.0,T. Jones enters the game for D. Howard,,48,48
188,2,3:27.0,T. Ariza makes 2-pt layup from 3 ft (assist by T. Jones),,50,48
189,2,3:09.0,,K. Leonard makes 2-pt dunk at rim,50,50
190,2,2:47.0,Turnover by J. Harden (bad pass; steal by D. Green),,50,50
191,2,2:35.0,,Shooting foul by C. Capela (drawn by L. Aldridge),50,50
192,2,2:35.0,,L. Aldridge makes 2-pt layup from 1 ft,50,52
193,2,2:35.0,D. Howard enters the game for C. Capela,,50,52
194,2,2:35.0,,L. Aldridge makes free throw 1 of 1,50,53
195,2,2:20.0,T. Ariza makes 2-pt jump shot from 8 ft (assist by P. Beverley),,52,53
196,2,2:02.0,,B. Diaw misses 2-pt layup from 2 ft,52,53
197,2,2:00.0,,Offensive rebound by B. Diaw,52,53
198,2,1:58.0,,B. Diaw makes 2-pt layup from 2 ft,52,55
199,2,1:44.0,T. Jones misses 2-pt layup from 1 ft,,52,55
200,2,1:43.0,,Defensive rebound by B. Diaw,52,55
201,2,1:31.0,,K. Leonard makes 3-pt jump shot from 25 ft (assist by D. Green),52,58
202,2,1:12.0,Turnover by T. Jones (traveling),,52,58
203,2,0:53.0,,Shooting foul by J. Harden (drawn by K. Leonard),52,58
204,2,0:53.0,,K. Leonard makes free throw 1 of 2,52,59
205,2,0:53.0,C. Brewer enters the game for J. Harden,,52,59
206,2,0:53.0,T. Lawson enters the game for T. Jones,,52,59
207,2,0:53.0,,K. Leonard makes free throw 2 of 2,52,60
208,2,0:30.0,T. Ariza misses 2-pt jump shot from 3 ft,,52,60
209,2,0:28.0,,Defensive rebound by D. Green,52,60
210,2,0:09.0,,P. Mills misses 3-pt jump shot from 24 ft,52,60
211,2,0:07.0,Defensive rebound by D. Howard,,52,60
212,2,0:03.0,C. Brewer makes 3-pt jump shot from 24 ft (assist by D. Howard),,55,60
213,2,0:00.0,,P. Mills misses 3-pt jump shot from 40 ft,55,60
214,2,0:00.0,,Offensive rebound by Team,55,60
215,3,11:43.0,,Turnover by T. Duncan (bad pass; steal by T. Ariza),55,60
216,3,11:36.0,Shooting foul by L. Aldridge (drawn by P. Beverley),,55,60
217,3,11:36.0,P. Beverley makes free throw 1 of 2,,56,60
218,3,11:36.0,P. Beverley misses free throw 2 of 2,,56,60
219,3,11:35.0,,Defensive rebound by K. Leonard,56,60
220,3,11:27.0,,Def 3 sec tech foul by D. Howard,56,60
221,3,11:27.0,,K. Leonard makes technical free throw,56,61
222,3,11:17.0,,Turnover by L. Aldridge (bad pass),56,61
223,3,10:59.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by P. Beverley),,59,61
224,3,10:41.0,,L. Aldridge makes 2-pt jump shot from 19 ft (assist by T. Duncan),59,63
225,3,10:19.0,C. Capela misses 2-pt hook shot from 3 ft,,59,63
226,3,10:17.0,,Defensive rebound by L. Aldridge,59,63
227,3,10:03.0,,Turnover by K. Leonard (bad pass; steal by J. Harden),59,63
228,3,9:51.0,Def 3 sec tech foul by T. Duncan,,59,63
229,3,9:51.0,J. Harden makes technical free throw,,60,63
230,3,9:36.0,Turnover by Team (shot clock),,60,63
231,3,9:18.0,,L. Aldridge makes 2-pt hook shot from 4 ft,60,65
232,3,9:07.0,Shooting foul by T. Duncan (drawn by D. Howard),,60,65
233,3,9:07.0,D. Howard makes 2-pt dunk at rim (assist by P. Beverley),,62,65
234,3,9:07.0,D. Howard makes free throw 1 of 1,,63,65
235,3,8:51.0,,T. Parker misses 2-pt jump shot from 16 ft,63,65
236,3,8:49.0,Defensive rebound by C. Capela,,63,65
237,3,8:36.0,P. Beverley makes 2-pt jump shot from 15 ft,,65,65
238,3,8:09.0,,K. Leonard makes 2-pt jump shot from 11 ft,65,67
239,3,7:50.0,D. Howard misses 2-pt jump shot from 6 ft,,65,67
240,3,7:49.0,,Defensive rebound by L. Aldridge,65,67
241,3,7:46.0,,Personal foul by P. Beverley (drawn by T. Parker),65,67
242,3,7:36.0,,D. Green makes 3-pt jump shot from 24 ft (assist by K. Leonard),65,70
243,3,7:21.0,C. Capela misses 2-pt jump shot from 3 ft,,65,70
244,3,7:18.0,Offensive rebound by T. Ariza,,65,70
245,3,7:14.0,T. Ariza misses 3-pt jump shot from 24 ft,,65,70
246,3,7:13.0,,Defensive rebound by T. Duncan,65,70
247,3,7:04.0,,T. Duncan misses 2-pt jump shot from 18 ft,65,70
248,3,7:03.0,Defensive rebound by C. Capela,,65,70
249,3,6:56.0,Turnover by D. Howard (3 sec),,65,70
250,3,6:56.0,T. Jones enters the game for C. Capela,,65,70
251,3,6:38.0,,K. Leonard misses 2-pt jump shot from 9 ft,65,70
252,3,6:37.0,Defensive rebound by D. Howard,,65,70
253,3,6:29.0,T. Jones makes 2-pt dunk at rim (assist by T. Ariza),,67,70
254,3,6:29.0,,San Antonio full timeout,67,70
255,3,6:08.0,,L. Aldridge makes 2-pt jump shot from 2 ft (assist by T. Parker),67,72
256,3,5:48.0,T. Jones misses 3-pt jump shot from 25 ft,,67,72
257,3,5:47.0,,Defensive rebound by T. Parker,67,72
258,3,5:38.0,,L. Aldridge makes 2-pt jump shot from 11 ft (assist by T. Parker),67,74
259,3,5:38.0,,Shooting foul by T. Jones (drawn by L. Aldridge),67,74
260,3,5:38.0,,B. Diaw enters the game for T. Duncan,67,74
261,3,5:38.0,,L. Aldridge makes free throw 1 of 1,67,75
262,3,5:24.0,Personal foul by L. Aldridge (drawn by D. Howard),,67,75
263,3,5:11.0,Turnover by T. Ariza (lost ball),,67,75
264,3,4:53.0,,Turnover by B. Diaw (bad pass; steal by T. Ariza),67,75
265,3,4:50.0,Turnover by J. Harden (bad pass; steal by B. Diaw),,67,75
266,3,4:45.0,,B. Diaw makes 2-pt layup from 1 ft (assist by T. Parker),67,77
267,3,4:45.0,,Shooting foul by P. Beverley (drawn by B. Diaw),67,77
268,3,4:45.0,,P. Mills enters the game for T. Parker,67,77
269,3,4:45.0,C. Capela enters the game for D. Howard,,67,77
270,3,4:45.0,,B. Diaw makes free throw 1 of 1,67,78
271,3,4:25.0,Turnover by J. Harden (bad pass; steal by D. Green),,67,78
272,3,4:13.0,,K. Leonard makes 3-pt jump shot from 23 ft (assist by B. Diaw),67,81
273,3,4:11.0,Houston full timeout,,67,81
274,3,4:11.0,T. Lawson enters the game for P. Beverley,,67,81
275,3,4:11.0,C. Brewer enters the game for T. Ariza,,67,81
276,3,4:11.0,,M. Ginóbili enters the game for D. Green,67,81
277,3,3:58.0,C. Capela makes 2-pt dunk at rim (assist by T. Lawson),,69,81
278,3,3:40.0,,Turnover by K. Leonard (bad pass),69,81
279,3,3:25.0,C. Brewer misses 3-pt jump shot from 23 ft,,69,81
280,3,3:24.0,Offensive rebound by C. Capela,,69,81
281,3,3:16.0,J. Harden misses 3-pt jump shot from 23 ft,,69,81
282,3,3:14.0,,Defensive rebound by B. Diaw,69,81
283,3,3:01.0,,Shooting foul by C. Capela (drawn by L. Aldridge),69,81
284,3,3:01.0,,L. Aldridge makes free throw 1 of 2,69,82
285,3,3:01.0,,L. Aldridge makes free throw 2 of 2,69,83
286,3,2:49.0,J. Harden misses 3-pt jump shot from 25 ft,,69,83
287,3,2:48.0,,Defensive rebound by K. Leonard,69,83
288,3,2:43.0,,P. Mills misses 2-pt layup from 1 ft,69,83
289,3,2:42.0,Defensive rebound by J. Harden,,69,83
290,3,2:37.0,Shooting foul by B. Diaw (drawn by C. Brewer),,69,83
291,3,2:37.0,C. Brewer makes free throw 1 of 2,,70,83
292,3,2:37.0,C. Brewer misses free throw 2 of 2,,70,83
293,3,2:35.0,,Defensive rebound by B. Diaw,70,83
294,3,2:19.0,,L. Aldridge misses 2-pt layup from 2 ft,70,83
295,3,2:19.0,,Offensive rebound by M. Ginóbili,70,83
296,3,2:19.0,,Shooting foul by T. Jones (drawn by M. Ginóbili),70,83
297,3,2:19.0,,M. Ginóbili makes free throw 1 of 2,70,84
298,3,2:19.0,,M. Ginóbili makes free throw 2 of 2,70,85
299,3,2:07.0,Turnover by C. Brewer (bad pass),,70,85
300,3,1:58.0,,Personal foul by C. Brewer (drawn by M. Ginóbili),70,85
301,3,1:58.0,,M. Ginóbili makes free throw 1 of 2,70,86
302,3,1:58.0,,M. Ginóbili makes free throw 2 of 2,70,87
303,3,1:40.0,T. Lawson misses 3-pt jump shot from 23 ft,,70,87
304,3,1:39.0,,Defensive rebound by L. Aldridge,70,87
305,3,1:32.0,,M. Ginóbili makes 2-pt hook shot from 8 ft (assist by P. Mills),70,89
306,3,1:19.0,C. Brewer makes 2-pt layup from 2 ft (assist by T. Lawson),,72,89
307,3,1:00.0,,B. Diaw makes 2-pt jump shot from 13 ft,72,91
308,3,0:50.0,Turnover by J. Harden (bad pass; steal by P. Mills),,72,91
309,3,0:34.0,,M. Ginóbili makes 2-pt layup from 2 ft,72,93
310,3,0:28.0,J. Harden misses 3-pt jump shot from 26 ft,,72,93
311,3,0:27.0,,Defensive rebound by L. Aldridge,72,93
312,3,0:04.0,,B. Diaw makes 3-pt jump shot from 25 ft (assist by M. Ginóbili),72,96
313,3,0:00.0,T. Lawson misses 3-pt jump shot from 26 ft,,72,96
314,3,0:00.0,Offensive rebound by Team,,72,96
315,4,11:41.0,T. Lawson makes 2-pt jump shot from 13 ft,,74,96
316,4,11:22.0,,P. Mills misses 3-pt jump shot from 25 ft,74,96
317,4,11:20.0,Defensive rebound by D. Howard,,74,96
318,4,11:08.0,Shooting foul by B. Diaw (drawn by D. Howard),,74,96
319,4,11:08.0,D. Howard makes 2-pt layup from 1 ft (assist by T. Lawson),,76,96
320,4,11:08.0,D. Howard misses free throw 1 of 1,,76,96
321,4,11:07.0,,Defensive rebound by B. Diaw,76,96
322,4,10:53.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by D. West),76,99
323,4,10:38.0,J. Terry makes 3-pt jump shot from 26 ft (assist by T. Jones),,79,99
324,4,10:26.0,,P. Mills makes 3-pt jump shot from 24 ft,79,102
325,4,10:18.0,Shooting foul by D. West (drawn by D. Howard),,79,102
326,4,10:18.0,D. Howard misses free throw 1 of 2,,79,102
327,4,10:18.0,Offensive rebound by Team,,79,102
328,4,10:18.0,D. Howard makes free throw 2 of 2,,80,102
329,4,10:04.0,,Personal foul by C. Brewer (drawn by B. Diaw),80,102
330,4,9:56.0,,M. Ginóbili misses 2-pt jump shot from 22 ft,80,102
331,4,9:55.0,Defensive rebound by C. Brewer,,80,102
332,4,9:53.0,D. Howard makes 2-pt dunk at rim (assist by C. Brewer),,82,102
333,4,9:53.0,,San Antonio full timeout,82,102
334,4,9:37.0,,B. Diaw makes 2-pt layup from 1 ft (assist by M. Ginóbili),82,104
335,4,9:18.0,T. Jones makes 2-pt jump shot from 2 ft (assist by D. Howard),,84,104
336,4,9:01.0,,B. Diaw misses 2-pt layup at rim,84,104
337,4,8:59.0,Defensive rebound by T. Jones,,84,104
338,4,8:51.0,Turnover by D. Howard (bad pass),,84,104
339,4,8:42.0,,B. Diaw makes 2-pt layup from 1 ft (assist by P. Mills),84,106
340,4,8:42.0,,Shooting foul by T. Jones (drawn by B. Diaw),84,106
341,4,8:42.0,,K. Leonard enters the game for M. Ginóbili,84,106
342,4,8:42.0,C. Capela enters the game for T. Jones,,84,106
343,4,8:42.0,,B. Diaw makes free throw 1 of 1,84,107
344,4,8:32.0,C. Brewer misses 3-pt jump shot from 24 ft,,84,107
345,4,8:31.0,,Defensive rebound by D. Green,84,107
346,4,8:15.0,,K. Leonard misses 2-pt hook shot from 3 ft,84,107
347,4,8:13.0,,Offensive rebound by B. Diaw,84,107
348,4,8:01.0,,K. Leonard misses 2-pt jump shot from 16 ft,84,107
349,4,7:59.0,Defensive rebound by J. Terry,,84,107
350,4,7:52.0,J. Terry makes 3-pt jump shot from 22 ft (assist by C. Brewer),,87,107
351,4,7:41.0,,Personal foul by C. Brewer (drawn by K. Leonard),87,107
352,4,7:41.0,P. Beverley enters the game for T. Lawson,,87,107
353,4,7:41.0,,T. Parker enters the game for P. Mills,87,107
354,4,7:41.0,,L. Aldridge enters the game for B. Diaw,87,107
355,4,7:35.0,,Offensive foul by K. Leonard (drawn by C. Brewer),87,107
356,4,7:35.0,,Turnover by K. Leonard (offensive foul),87,107
357,4,7:16.0,Shooting foul by L. Aldridge (drawn by D. Howard),,87,107
358,4,7:16.0,D. Howard makes free throw 1 of 2,,88,107
359,4,7:16.0,,J. Simmons enters the game for D. Green,88,107
360,4,7:16.0,D. Howard makes free throw 2 of 2,,89,107
361,4,6:50.0,,D. West misses 2-pt jump shot from 14 ft,89,107
362,4,6:48.0,,Offensive rebound by L. Aldridge,89,107
363,4,6:47.0,,L. Aldridge misses 2-pt layup at rim,89,107
364,4,6:45.0,Defensive rebound by P. Beverley,,89,107
365,4,6:28.0,P. Beverley misses 2-pt layup at rim,,89,107
366,4,6:26.0,Offensive rebound by D. Howard,,89,107
367,4,6:23.0,J. Terry misses 3-pt jump shot from 25 ft,,89,107
368,4,6:21.0,Offensive rebound by P. Beverley,,89,107
369,4,6:18.0,P. Beverley misses 2-pt layup from 2 ft,,89,107
370,4,6:17.0,,Defensive rebound by L. Aldridge,89,107
371,4,6:04.0,,L. Aldridge misses 2-pt jump shot from 17 ft,89,107
372,4,6:03.0,Defensive rebound by C. Capela,,89,107
373,4,5:44.0,C. Brewer misses 2-pt jump shot from 9 ft,,89,107
374,4,5:43.0,,Defensive rebound by L. Aldridge,89,107
375,4,5:34.0,,D. West makes 2-pt jump shot from 14 ft (assist by T. Parker),89,109
376,4,5:22.0,Turnover by C. Brewer (bad pass; steal by L. Aldridge),,89,109
377,4,5:19.0,,L. Aldridge makes 2-pt dunk at rim,89,111
378,4,5:18.0,Houston full timeout,,89,111
379,4,5:18.0,K. McDaniels enters the game for C. Capela,,89,111
380,4,5:18.0,M. Harrell enters the game for C. Brewer,,89,111
381,4,5:00.0,Shooting foul by D. West (drawn by D. Howard),,89,111
382,4,5:00.0,D. Howard makes free throw 1 of 2,,90,111
383,4,5:00.0,D. Howard makes free throw 2 of 2,,91,111
384,4,4:39.0,,L. Aldridge misses 2-pt jump shot from 16 ft,91,111
385,4,4:38.0,Defensive rebound by J. Terry,,91,111
