,QUARTER,TIME_REMAINING,CHICAGO_ACTION,PHILADELPHIA_ACTION,CHICAGO_SCORE,PHILADELPHIA_SCORE
52,1,5:29.0,T. Gibson makes 2-pt layup at rim,,14,13
53,1,5:18.0,T. Snell enters the game for J. Noah,,14,13
54,1,5:18.0,,C. Landry enters the game for J. Okafor,14,13
55,1,5:06.0,,C. Landry makes 2-pt jump shot from 13 ft (assist by I. Smith),14,15
56,1,4:48.0,T. Gibson misses 2-pt jump shot from 17 ft,,14,15
57,1,4:47.0,,Defensive rebound by N. Noel,14,15
58,1,4:42.0,,Personal foul by N. Mirotić (drawn by C. Landry),14,15
59,1,4:42.0,A. Brooks enters the game for K. Hinrich,,14,15
60,1,4:30.0,,C. Landry misses 2-pt jump shot from 19 ft,14,15
61,1,4:29.0,Defensive rebound by T. Snell,,14,15
62,1,4:17.0,T. Gibson makes 2-pt hook shot from 3 ft (assist by T. Snell),,16,15
63,1,4:05.0,,R. Covington makes 2-pt hook shot from 3 ft (assist by I. Smith),16,17
64,1,3:59.0,N. Mirotić misses 2-pt jump shot from 3 ft,,16,17
65,1,3:56.0,,Defensive rebound by C. Landry,16,17
66,1,3:48.0,,C. Landry misses 2-pt layup from 2 ft,16,17
67,1,3:46.0,Defensive rebound by T. Gibson,,16,17
68,1,3:42.0,Turnover by T. Snell (lost ball; steal by H. Thompson),,16,17
69,1,3:37.0,,N. Noel makes 2-pt layup at rim (assist by I. Smith),16,19
70,1,3:37.0,Chicago full timeout,,16,19
71,1,3:37.0,B. Portis enters the game for N. Mirotić,,16,19
72,1,3:37.0,,T. McConnell enters the game for I. Smith,16,19
73,1,3:23.0,Shooting foul by N. Noel (drawn by J. Butler),,16,19
74,1,3:23.0,J. Butler makes free throw 1 of 2,,17,19
75,1,3:23.0,J. Butler makes free throw 2 of 2,,18,19
76,1,3:10.0,,T. McConnell makes 2-pt jump shot from 3 ft,18,21
77,1,2:50.0,J. Butler makes 2-pt layup from 1 ft (assist by A. Brooks),,20,21
78,1,2:34.0,,H. Thompson makes 3-pt jump shot from 25 ft (assist by R. Covington),20,24
79,1,2:21.0,Turnover by A. Brooks (lost ball; steal by N. Noel),,20,24
80,1,2:03.0,,H. Thompson misses 3-pt jump shot from 24 ft,20,24
81,1,2:02.0,Defensive rebound by J. Butler,,20,24
82,1,1:50.0,Turnover by T. Gibson (bad pass; steal by T. McConnell),,20,24
83,1,1:49.0,,Personal foul by A. Brooks (drawn by T. McConnell),20,24
84,1,1:33.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by C. Landry),20,27
85,1,1:17.0,Turnover by A. Brooks (lost ball),,20,27
86,1,1:17.0,,N. Stauskas enters the game for C. Landry,20,27
87,1,1:02.0,,R. Covington makes 3-pt jump shot from 26 ft (assist by H. Thompson),20,30
88,1,0:41.0,Turnover by A. Brooks (bad pass),,20,30
89,1,0:35.0,,Shooting foul by T. Gibson (drawn by N. Noel),20,30
90,1,0:35.0,,N. Noel makes free throw 1 of 2,20,31
91,1,0:35.0,,N. Noel makes free throw 2 of 2,20,32
92,1,0:22.0,Shooting foul by N. Noel (drawn by J. Butler),,20,32
93,1,0:22.0,J. Butler makes free throw 1 of 2,,21,32
94,1,0:22.0,,J. Okafor enters the game for N. Noel,21,32
95,1,0:22.0,J. Noah enters the game for T. Gibson,,21,32
96,1,0:22.0,K. Hinrich enters the game for A. Brooks,,21,32
97,1,0:22.0,J. Butler makes free throw 2 of 2,,22,32
98,1,0:02.0,,N. Stauskas makes 2-pt jump shot from 18 ft,22,34
99,1,0:00.0,Turnover by J. Noah (bad pass),,22,34
100,2,11:40.0,,R. Covington misses 3-pt jump shot from 25 ft,22,34
101,2,11:39.0,Defensive rebound by J. Noah,,22,34
102,2,11:28.0,D. McDermott misses 2-pt jump shot from 21 ft,,22,34
103,2,11:27.0,,Defensive rebound by T. McConnell,22,34
104,2,11:16.0,,T. McConnell misses 3-pt jump shot from 26 ft,22,34
105,2,11:15.0,Defensive rebound by J. Noah,,22,34
106,2,11:08.0,A. Brooks makes 2-pt jump shot from 19 ft,,24,34
107,2,10:46.0,,J. Okafor makes 2-pt jump shot from 4 ft (assist by T. McConnell),24,36
108,2,10:42.0,Turnover by J. Noah (bad pass; steal by T. McConnell),,24,36
109,2,10:38.0,,H. Thompson misses 3-pt jump shot from 29 ft,24,36
110,2,10:36.0,,Offensive rebound by Team,24,36
111,2,10:36.0,,C. Landry enters the game for R. Covington,24,36
112,2,10:26.0,,Shooting foul by A. Brooks (drawn by T. McConnell),24,36
113,2,10:26.0,,T. McConnell makes 2-pt jump shot from 3 ft,24,38
114,2,10:26.0,,T. McConnell makes free throw 1 of 1,24,39
115,2,10:08.0,B. Portis misses 2-pt layup from 2 ft (block by C. Landry),,24,39
116,2,10:06.0,,Defensive rebound by H. Thompson,24,39
117,2,9:58.0,,J. Okafor makes 2-pt jump shot from 9 ft (assist by T. McConnell),24,41
118,2,9:44.0,T. Snell misses 3-pt jump shot from 26 ft,,24,41
119,2,9:43.0,Offensive rebound by J. Noah,,24,41
120,2,9:36.0,A. Brooks misses 2-pt layup from 1 ft,,24,41
121,2,9:36.0,,Defensive rebound by Team,24,41
122,2,9:36.0,Loose ball foul by J. Noah (drawn by T. McConnell),,24,41
123,2,9:23.0,,J. Okafor makes 2-pt jump shot from 16 ft,24,43
124,2,9:22.0,Chicago full timeout,,24,43
125,2,9:22.0,K. Hinrich enters the game for A. Brooks,,24,43
126,2,9:22.0,N. Mirotić enters the game for B. Portis,,24,43
127,2,9:01.0,J. Noah misses 2-pt layup from 1 ft,,24,43
128,2,9:00.0,,Defensive rebound by J. Okafor,24,43
129,2,8:37.0,,J. Okafor misses 2-pt jump shot from 19 ft,24,43
130,2,8:35.0,Defensive rebound by T. Snell,,24,43
131,2,8:25.0,,Offensive charge foul by T. Snell (drawn by C. Landry),24,43
132,2,8:25.0,Turnover by T. Snell (offensive foul),,24,43
133,2,8:12.0,,H. Thompson misses 2-pt layup from 1 ft,24,43
134,2,8:10.0,Defensive rebound by N. Mirotić,,24,43
135,2,8:03.0,Personal foul by C. Landry (drawn by N. Mirotić),,24,43
136,2,8:03.0,J. Butler enters the game for T. Snell,,24,43
137,2,8:01.0,Personal foul by N. Stauskas (drawn by D. McDermott),,24,43
138,2,7:55.0,D. McDermott makes 2-pt layup from 1 ft (assist by J. Noah),,26,43
139,2,7:35.0,,T. McConnell makes 2-pt layup from 1 ft,26,45
140,2,7:20.0,,Offensive charge foul by K. Hinrich (drawn by T. McConnell),26,45
141,2,7:20.0,Turnover by K. Hinrich (offensive foul),,26,45
142,2,6:58.0,,J. Okafor misses 2-pt jump shot from 8 ft (block by J. Noah),26,45
143,2,6:57.0,,Offensive rebound by Team,26,45
144,2,6:55.0,,Shooting foul by J. Noah (drawn by J. Okafor),26,45
145,2,6:55.0,,J. Okafor misses free throw 1 of 3,26,45
146,2,6:55.0,,Offensive rebound by Team,26,45
147,2,6:55.0,,J. Okafor makes free throw 2 of 3,26,46
148,2,6:55.0,,J. Okafor makes free throw 3 of 3,26,47
149,2,6:40.0,N. Mirotić misses 2-pt jump shot from 10 ft,,26,47
150,2,6:39.0,,Defensive rebound by C. Landry,26,47
151,2,6:33.0,,C. Landry makes 2-pt jump shot from 15 ft (assist by T. McConnell),26,49
152,2,6:32.0,Chicago full timeout,,26,49
153,2,6:32.0,E. Moore enters the game for J. Noah,,26,49
154,2,6:32.0,T. Gibson enters the game for K. Hinrich,,26,49
155,2,6:26.0,Turnover by N. Mirotić (lost ball; steal by N. Stauskas),,26,49
156,2,6:22.0,,Shooting foul by E. Moore (drawn by T. McConnell),26,49
157,2,6:22.0,,T. McConnell misses free throw 1 of 2,26,49
158,2,6:22.0,,Offensive rebound by Team,26,49
159,2,6:22.0,,T. McConnell makes free throw 2 of 2,26,50
160,2,6:04.0,Shooting foul by H. Thompson (drawn by J. Butler),,26,50
161,2,6:04.0,J. Butler makes free throw 1 of 2,,27,50
162,2,6:04.0,J. Butler makes free throw 2 of 2,,28,50
163,2,6:01.0,,Philadelphia full timeout,28,50
164,2,5:38.0,,Turnover by Team (shot clock),28,50
165,2,5:38.0,,I. Smith enters the game for T. McConnell,28,50
166,2,5:38.0,,N. Noel enters the game for J. Okafor,28,50
167,2,5:30.0,J. Butler misses 2-pt layup from 2 ft (block by N. Noel),,28,50
168,2,5:30.0,Offensive rebound by Team,,28,50
169,2,5:30.0,,R. Covington enters the game for C. Landry,28,50
170,2,5:28.0,N. Mirotić misses 2-pt jump shot from 3 ft (block by N. Noel),,28,50
171,2,5:27.0,,Defensive rebound by Team,28,50
172,2,5:12.0,,N. Stauskas misses 3-pt jump shot from 24 ft,28,50
173,2,5:11.0,Defensive rebound by N. Mirotić,,28,50
174,2,4:58.0,E. Moore makes 2-pt jump shot from 20 ft,,30,50
175,2,4:38.0,,R. Covington misses 2-pt layup from 1 ft,30,50
176,2,4:36.0,Defensive rebound by N. Mirotić,,30,50
177,2,4:30.0,Personal block foul by N. Noel (drawn by J. Butler),,30,50
178,2,4:30.0,J. Noah enters the game for N. Mirotić,,30,50
179,2,4:30.0,,R. Holmes enters the game for N. Noel,30,50
180,2,4:26.0,J. Butler makes 2-pt dunk at rim (assist by J. Noah),,32,50
181,2,4:08.0,,N. Stauskas misses 3-pt jump shot from 23 ft,32,50
182,2,4:07.0,Defensive rebound by T. Gibson,,32,50
183,2,3:58.0,Shooting foul by N. Stauskas (drawn by J. Butler),,32,50
184,2,3:58.0,J. Butler misses free throw 1 of 2,,32,50
185,2,3:58.0,Offensive rebound by Team,,32,50
186,2,3:58.0,J. Butler makes free throw 2 of 2,,33,50
187,2,3:39.0,,I. Smith makes 2-pt jump shot from 18 ft,33,52
188,2,3:27.0,J. Butler misses 2-pt jump shot from 17 ft,,33,52
189,2,3:25.0,Offensive rebound by T. Gibson,,33,52
190,2,3:24.0,T. Gibson makes 2-pt layup from 1 ft,,35,52
191,2,3:13.0,,I. Smith makes 2-pt jump shot from 9 ft,35,54
192,2,3:01.0,J. Noah misses 2-pt jump shot from 16 ft,,35,54
193,2,3:00.0,Offensive rebound by T. Gibson,,35,54
194,2,3:00.0,Shooting foul by R. Covington (drawn by T. Gibson),,35,54
195,2,3:00.0,T. Gibson misses free throw 1 of 2,,35,54
196,2,3:00.0,Offensive rebound by Team,,35,54
197,2,3:00.0,,J. Sampson enters the game for N. Stauskas,35,54
198,2,3:00.0,T. Gibson makes free throw 2 of 2,,36,54
199,2,2:49.0,,H. Thompson makes 2-pt layup from 2 ft (assist by J. Sampson),36,56
200,2,2:37.0,D. McDermott misses 2-pt jump shot from 15 ft,,36,56
201,2,2:35.0,Offensive rebound by J. Butler,,36,56
202,2,2:32.0,Personal foul by H. Thompson (drawn by J. Butler),,36,56
203,2,2:32.0,Official timeout,,36,56
204,2,2:32.0,,C. Landry enters the game for R. Covington,36,56
205,2,2:32.0,J. Butler makes free throw 1 of 2,,37,56
206,2,2:32.0,J. Butler makes free throw 2 of 2,,38,56
207,2,2:20.0,,Personal foul by D. McDermott (drawn by J. Sampson),38,56
208,2,2:20.0,,J. Sampson makes free throw 1 of 2,38,57
209,2,2:20.0,,J. Sampson makes free throw 2 of 2,38,58
210,2,2:02.0,E. Moore misses 2-pt jump shot from 15 ft,,38,58
211,2,2:01.0,Offensive rebound by T. Gibson,,38,58
212,2,1:59.0,Turnover by J. Noah (offensive goaltending),,38,58
213,2,1:59.0,,J. Okafor enters the game for R. Holmes,38,58
214,2,1:59.0,,R. Covington enters the game for J. Sampson,38,58
215,2,1:40.0,,I. Smith misses 2-pt jump shot from 9 ft,38,58
216,2,1:38.0,Defensive rebound by E. Moore,,38,58
217,2,1:29.0,T. Gibson makes 2-pt jump shot from 15 ft (assist by J. Butler),,40,58
218,2,1:18.0,,Turnover by H. Thompson (bad pass; steal by J. Butler),40,58
219,2,1:17.0,Personal foul by R. Covington (drawn by J. Butler),,40,58
220,2,1:17.0,J. Butler makes free throw 1 of 2,,41,58
221,2,1:17.0,J. Butler makes free throw 2 of 2,,42,58
222,2,1:03.0,,H. Thompson misses 3-pt jump shot from 25 ft,42,58
223,2,1:01.0,Defensive rebound by J. Butler,,42,58
224,2,0:53.0,Shooting foul by C. Landry (drawn by T. Gibson),,42,58
225,2,0:53.0,T. Snell enters the game for D. McDermott,,42,58
226,2,0:53.0,J. Butler makes free throw 1 of 2,,43,58
227,2,0:53.0,J. Butler makes free throw 2 of 2,,44,58
228,2,0:52.0,,Personal foul by E. Moore (drawn by I. Smith),44,58
229,2,0:52.0,,I. Smith makes free throw 1 of 2,44,59
230,2,0:52.0,,J. Sampson enters the game for J. Okafor,44,59
231,2,0:52.0,,R. Holmes enters the game for H. Thompson,44,59
232,2,0:52.0,,I. Smith makes free throw 2 of 2,44,60
233,2,0:33.0,J. Butler makes 2-pt jump shot from 17 ft,,46,60
234,2,0:32.0,,Philadelphia full timeout,46,60
235,2,0:32.0,,H. Thompson enters the game for R. Covington,46,60
236,2,0:32.0,,J. Okafor enters the game for J. Sampson,46,60
237,2,0:32.0,,R. Covington enters the game for R. Holmes,46,60
238,2,0:32.0,,Violation by Team (delay of game),46,60
239,2,0:14.0,,C. Landry misses 3-pt jump shot from 26 ft,46,60
240,2,0:12.0,,Offensive rebound by I. Smith,46,60
241,2,0:01.0,,I. Smith makes 2-pt jump shot from 20 ft,46,62
242,3,11:40.0,,J. Okafor misses 2-pt jump shot from 9 ft,46,62
243,3,11:39.0,Defensive rebound by K. Hinrich,,46,62
244,3,11:27.0,Turnover by N. Mirotić (bad pass; steal by J. Okafor),,46,62
245,3,11:17.0,,N. Stauskas makes 3-pt jump shot from 25 ft (assist by J. Okafor),46,65
246,3,11:02.0,Turnover by N. Mirotić (bad pass; steal by J. Sampson),,46,65
247,3,11:00.0,,Personal foul by J. Butler (drawn by N. Stauskas),46,65
248,3,10:47.0,,Turnover by N. Stauskas (lost ball; steal by J. Noah),46,65
249,3,10:38.0,J. Butler misses 3-pt jump shot from 25 ft,,46,65
250,3,10:37.0,,Defensive rebound by N. Noel,46,65
251,3,10:33.0,,Shooting block foul by N. Mirotić (drawn by J. Sampson),46,65
252,3,10:33.0,,J. Sampson misses free throw 1 of 2,46,65
253,3,10:33.0,,Offensive rebound by Team,46,65
254,3,10:33.0,,J. Sampson makes free throw 2 of 2,46,66
255,3,10:24.0,Shooting foul by J. Okafor (drawn by J. Butler),,46,66
256,3,10:24.0,J. Butler makes free throw 1 of 2,,47,66
257,3,10:24.0,J. Butler makes free throw 2 of 2,,48,66
258,3,10:07.0,,I. Smith misses 2-pt jump shot from 4 ft,48,66
259,3,10:05.0,,Offensive rebound by N. Noel,48,66
260,3,10:05.0,,N. Noel misses 2-pt layup from 1 ft,48,66
261,3,10:04.0,Defensive rebound by N. Mirotić,,48,66
262,3,9:52.0,T. Gibson misses 2-pt hook shot from 2 ft,,48,66
263,3,9:51.0,Offensive rebound by J. Noah,,48,66
264,3,9:50.0,J. Noah misses 2-pt layup from 1 ft,,48,66
265,3,9:48.0,,Defensive rebound by N. Stauskas,48,66
266,3,9:45.0,,Philadelphia full timeout,48,66
267,3,9:33.0,,I. Smith misses 2-pt jump shot from 8 ft,48,66
268,3,9:31.0,Defensive rebound by J. Butler,,48,66
269,3,9:12.0,N. Mirotić makes 2-pt jump shot from 5 ft (assist by J. Butler),,50,66
270,3,8:48.0,,I. Smith makes 2-pt jump shot from 21 ft (assist by J. Okafor),50,68
271,3,8:31.0,J. Butler makes 2-pt jump shot from 14 ft,,52,68
272,3,8:08.0,,J. Okafor misses 2-pt jump shot from 8 ft,52,68
273,3,8:05.0,Defensive rebound by J. Noah,,52,68
274,3,7:59.0,N. Mirotić makes 3-pt jump shot from 26 ft (assist by J. Noah),,55,68
275,3,7:39.0,,N. Stauskas misses 2-pt layup from 1 ft,55,68
276,3,7:37.0,Defensive rebound by J. Noah,,55,68
277,3,7:25.0,N. Mirotić misses 2-pt jump shot from 3 ft,,55,68
278,3,7:24.0,Offensive rebound by T. Gibson,,55,68
279,3,7:20.0,,Offensive charge foul by N. Mirotić (drawn by N. Stauskas),55,68
280,3,7:20.0,Turnover by N. Mirotić (offensive foul),,55,68
281,3,7:20.0,,C. Landry enters the game for J. Okafor,55,68
282,3,7:04.0,,I. Smith misses 2-pt jump shot from 15 ft,55,68
283,3,7:03.0,Defensive rebound by J. Noah,,55,68
284,3,6:57.0,Personal foul by C. Landry (drawn by T. Gibson),,55,68
285,3,6:42.0,N. Mirotić misses 2-pt layup from 2 ft,,55,68
286,3,6:39.0,Offensive rebound by J. Noah,,55,68
287,3,6:39.0,J. Noah makes 2-pt layup from 2 ft,,57,68
288,3,6:39.0,,Technical foul by Team,57,68
289,3,6:39.0,J. Butler misses technical free throw,,57,68
290,3,6:39.0,,Offensive rebound by Team,57,68
291,3,6:23.0,,N. Stauskas makes 3-pt jump shot from 23 ft (assist by I. Smith),57,71
292,3,6:04.0,T. Gibson misses 2-pt jump shot from 14 ft,,57,71
293,3,6:02.0,,Defensive rebound by J. Sampson,57,71
294,3,5:59.0,D. McDermott enters the game for N. Mirotić,,57,71
295,3,5:59.0,,Turnover by J. Sampson (lost ball; steal by J. Butler),57,71
296,3,5:58.0,,R. Covington enters the game for J. Sampson,57,71
297,3,5:51.0,Shooting foul by C. Landry (drawn by J. Butler),,57,71
298,3,5:51.0,J. Butler makes free throw 1 of 2,,58,71
299,3,5:51.0,J. Butler makes free throw 2 of 2,,59,71
300,3,5:34.0,,Turnover by C. Landry (bad pass),59,71
301,3,5:24.0,K. Hinrich makes 3-pt jump shot from 25 ft (assist by J. Noah),,62,71
302,3,5:11.0,,I. Smith misses 2-pt jump shot from 18 ft,62,71
303,3,5:09.0,Defensive rebound by J. Noah,,62,71
304,3,5:02.0,D. McDermott makes 2-pt jump shot from 19 ft (assist by J. Noah),,64,71
305,3,4:45.0,,Turnover by C. Landry (traveling),64,71
306,3,4:45.0,,H. Thompson enters the game for N. Stauskas,64,71
307,3,4:39.0,Personal foul by R. Covington (drawn by J. Butler),,64,71
308,3,4:33.0,K. Hinrich misses 3-pt jump shot from 25 ft,,64,71
309,3,4:32.0,Offensive rebound by J. Butler,,64,71
310,3,4:21.0,J. Noah misses 2-pt jump shot from 17 ft,,64,71
311,3,4:18.0,Offensive rebound by T. Gibson,,64,71
312,3,4:13.0,J. Noah misses 2-pt hook shot from 2 ft,,64,71
313,3,4:11.0,Offensive rebound by D. McDermott,,64,71
314,3,4:11.0,D. McDermott makes 2-pt layup from 2 ft,,66,71
315,3,3:53.0,,Shooting foul by J. Butler (drawn by R. Covington),66,71
316,3,3:53.0,,R. Covington makes free throw 1 of 2,66,72
317,3,3:53.0,,R. Covington misses free throw 2 of 2,66,72
318,3,3:52.0,,Offensive rebound by R. Covington,66,72
319,3,3:48.0,,R. Covington misses 3-pt jump shot from 27 ft,66,72
320,3,3:47.0,Defensive rebound by J. Noah,,66,72
321,3,3:41.0,D. McDermott misses 3-pt jump shot from 24 ft,,66,72
322,3,3:39.0,Offensive rebound by Team,,66,72
323,3,3:39.0,Chicago full timeout,,66,72
324,3,3:39.0,N. Mirotić enters the game for T. Gibson,,66,72
325,3,3:39.0,,N. Stauskas enters the game for C. Landry,66,72
326,3,3:31.0,J. Butler misses 2-pt layup from 1 ft,,66,72
327,3,3:29.0,Offensive rebound by J. Noah,,66,72
328,3,3:29.0,J. Noah makes 2-pt layup from 1 ft,,68,72
329,3,3:06.0,,H. Thompson misses 3-pt jump shot from 25 ft,68,72
330,3,3:05.0,,Offensive rebound by R. Covington,68,72
331,3,2:57.0,,I. Smith makes 2-pt layup from 1 ft (assist by N. Stauskas),68,74
332,3,2:52.0,Personal foul by H. Thompson (drawn by N. Mirotić),,68,74
333,3,2:52.0,N. Mirotić makes free throw 1 of 2,,69,74
334,3,2:52.0,,T. McConnell enters the game for I. Smith,69,74
335,3,2:52.0,,J. Okafor enters the game for N. Noel,69,74
336,3,2:52.0,E. Moore enters the game for K. Hinrich,,69,74
337,3,2:52.0,N. Mirotić makes free throw 2 of 2,,70,74
338,3,2:33.0,,R. Covington misses 3-pt jump shot from 25 ft,70,74
339,3,2:32.0,Defensive rebound by D. McDermott,,70,74
340,3,2:18.0,D. McDermott misses 2-pt jump shot from 4 ft,,70,74
341,3,2:17.0,,Defensive rebound by Team,70,74
342,3,2:00.0,,N. Stauskas misses 2-pt layup from 2 ft (block by N. Mirotić),70,74
343,3,1:59.0,Defensive rebound by N. Mirotić,,70,74
344,3,1:52.0,Turnover by J. Noah (bad pass; steal by N. Stauskas),,70,74
345,3,1:46.0,,R. Covington misses 2-pt jump shot from 3 ft,70,74
346,3,1:43.0,Defensive rebound by J. Noah,,70,74
347,3,1:40.0,Turnover by J. Noah (bad pass; steal by T. McConnell),,70,74
348,3,1:29.0,,R. Covington misses 3-pt jump shot from 22 ft,70,74
349,3,1:28.0,Defensive rebound by J. Butler,,70,74
350,3,1:24.0,Personal foul by H. Thompson (drawn by J. Butler),,70,74
351,3,1:24.0,J. Butler makes free throw 1 of 2,,71,74
352,3,1:24.0,J. Butler makes free throw 2 of 2,,72,74
353,3,1:08.0,,J. Okafor misses 2-pt jump shot from 17 ft,72,74
354,3,1:06.0,,Offensive rebound by R. Covington,72,74
355,3,1:04.0,,R. Covington makes 2-pt jump shot from 6 ft,72,76
356,3,0:49.0,J. Butler misses 2-pt jump shot from 6 ft,,72,76
357,3,0:47.0,Offensive rebound by J. Butler,,72,76
358,3,0:40.0,Turnover by N. Mirotić (lost ball; steal by R. Covington),,72,76
359,3,0:37.0,,Shooting foul by D. McDermott (drawn by R. Covington),72,76
360,3,0:37.0,,R. Covington makes free throw 1 of 2,72,77
361,3,0:37.0,,J. Sampson enters the game for H. Thompson,72,77
362,3,0:37.0,,R. Covington makes free throw 2 of 2,72,78
363,3,0:27.0,E. Moore makes 2-pt jump shot from 8 ft,,74,78
364,3,0:11.0,,Shooting foul by J. Butler (drawn by N. Stauskas),74,78
365,3,0:11.0,,N. Stauskas misses free throw 1 of 2,74,78
366,3,0:11.0,,Offensive rebound by Team,74,78
367,3,0:11.0,,N. Stauskas makes free throw 2 of 2,74,79
368,3,0:03.0,J. Butler makes 3-pt jump shot from 25 ft,,77,79
369,4,11:41.0,J. Butler misses 2-pt jump shot from 3 ft (block by J. Okafor),,77,79
370,4,11:38.0,,Defensive rebound by R. Covington,77,79
371,4,11:33.0,,R. Covington makes 3-pt jump shot from 23 ft (assist by J. Sampson),77,82
372,4,11:18.0,N. Mirotić misses 3-pt jump shot from 23 ft,,77,82
373,4,11:17.0,,Defensive rebound by T. McConnell,77,82
374,4,11:11.0,,T. McConnell makes 2-pt jump shot from 5 ft,77,84
375,4,11:10.0,Chicago full timeout,,77,84
376,4,11:10.0,B. Portis enters the game for N. Mirotić,,77,84
377,4,10:52.0,J. Butler misses 2-pt layup from 2 ft,,77,84
378,4,10:49.0,Offensive rebound by Team,,77,84
379,4,10:48.0,Personal foul by J. Sampson (drawn by J. Butler),,77,84
380,4,10:41.0,Turnover by J. Butler (lost ball; steal by R. Covington),,77,84
381,4,10:17.0,,R. Covington makes 3-pt jump shot from 24 ft (assist by N. Stauskas),77,87
382,4,10:01.0,J. Butler makes 2-pt layup from 2 ft,,79,87
383,4,9:43.0,,Turnover by T. McConnell (bad pass; steal by D. McDermott),79,87
384,4,9:39.0,D. McDermott makes 2-pt layup at rim,,81,87
385,4,9:19.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by N. Stauskas),81,90
386,4,9:06.0,J. Butler misses 2-pt jump shot from 21 ft,,81,90
387,4,9:04.0,,Defensive rebound by T. McConnell,81,90
388,4,8:57.0,,Turnover by T. McConnell (lost ball; steal by T. Gibson),81,90
389,4,8:54.0,Personal foul by R. Covington (drawn by J. Butler),,81,90
390,4,8:54.0,,H. Thompson enters the game for J. Sampson,81,90
