,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,WASHINGTON_ACTION,NEW ORLEANS_SCORE,WASHINGTON_SCORE
49,1,6:29.0,,Offensive rebound by G. Temple,8,9
50,1,6:26.0,,G. Temple misses 2-pt layup from 1 ft,8,9
51,1,6:26.0,Defensive rebound by N. Cole,,8,9
52,1,6:20.0,N. Cole misses 2-pt layup at rim (block by M. Gortat),,8,9
53,1,6:18.0,,Defensive rebound by O. Porter,8,9
54,1,6:12.0,,O. Porter makes 3-pt jump shot from 24 ft (assist by J. Wall),8,12
55,1,5:42.0,N. Cole misses 2-pt jump shot from 20 ft,,8,12
56,1,5:41.0,,Defensive rebound by G. Temple,8,12
57,1,5:30.0,,M. Gortat makes 2-pt layup from 1 ft (assist by G. Temple),8,14
58,1,5:24.0,New Orleans full timeout,,8,14
59,1,5:24.0,,B. Beal enters the game for G. Temple,8,14
60,1,5:24.0,J. Holiday enters the game for N. Cole,,8,14
61,1,5:24.0,A. Ajinça enters the game for K. Perkins,,8,14
62,1,5:17.0,Shooting foul by O. Porter (drawn by J. Holiday),,8,14
63,1,5:17.0,J. Holiday makes free throw 1 of 2,,9,14
64,1,5:17.0,,G. Temple enters the game for O. Porter,9,14
65,1,5:17.0,J. Holiday makes free throw 2 of 2,,10,14
66,1,5:00.0,,G. Temple makes 2-pt layup at rim (assist by B. Beal),10,16
67,1,4:42.0,J. Holiday misses 2-pt jump shot from 22 ft,,10,16
68,1,4:40.0,,Defensive rebound by J. Wall,10,16
69,1,4:17.0,,B. Beal misses 2-pt jump shot from 5 ft,10,16
70,1,4:16.0,Defensive rebound by A. Ajinça,,10,16
71,1,4:09.0,J. Holiday makes 2-pt layup from 1 ft (assist by A. Ajinça),,12,16
72,1,3:49.0,,B. Beal misses 2-pt jump shot from 15 ft,12,16
73,1,3:48.0,,Offensive rebound by M. Gortat,12,16
74,1,3:47.0,,M. Gortat makes 2-pt layup from 1 ft,12,18
75,1,3:26.0,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),,14,18
76,1,3:16.0,,Shooting block foul by A. Ajinça (drawn by J. Wall),14,18
77,1,3:16.0,,J. Wall makes free throw 1 of 2,14,19
78,1,3:16.0,,M. Morris enters the game for J. Dudley,14,19
79,1,3:16.0,R. Anderson enters the game for A. Ajinça,,14,19
80,1,3:16.0,,J. Wall makes free throw 2 of 2,14,20
81,1,3:07.0,,N. Hilário enters the game for M. Gortat,14,20
82,1,2:56.0,J. Holiday makes 2-pt jump shot from 17 ft (assist by R. Anderson),,16,20
83,1,2:56.0,Shooting foul by G. Temple (drawn by J. Holiday),,16,20
84,1,2:56.0,,Washington full timeout,16,20
85,1,2:56.0,,K. Oubre enters the game for G. Temple,16,20
86,1,2:56.0,J. Holiday misses free throw 1 of 1,,16,20
87,1,2:54.0,,Defensive rebound by N. Hilário,16,20
88,1,2:34.0,,J. Wall misses 2-pt layup from 1 ft,16,20
89,1,2:33.0,,Offensive rebound by Team,16,20
90,1,2:33.0,,R. Sessions enters the game for J. Wall,16,20
91,1,2:33.0,T. Douglas enters the game for B. Dejean-Jones,,16,20
92,1,2:30.0,,K. Oubre misses 2-pt jump shot from 20 ft,16,20
93,1,2:30.0,,Offensive rebound by Team,16,20
94,1,2:30.0,,Turnover by Team (shot clock),16,20
95,1,2:19.0,J. Holiday misses 2-pt jump shot from 18 ft,,16,20
96,1,2:18.0,,Defensive rebound by K. Oubre,16,20
97,1,2:07.0,,Shooting foul by T. Douglas (drawn by R. Sessions),16,20
98,1,2:07.0,,R. Sessions misses free throw 1 of 2,16,20
99,1,2:07.0,,Offensive rebound by Team,16,20
100,1,2:07.0,,R. Sessions misses free throw 2 of 2,16,20
101,1,2:06.0,Defensive rebound by A. Davis,,16,20
102,1,1:48.0,T. Douglas misses 3-pt jump shot from 28 ft,,16,20
103,1,1:47.0,Offensive rebound by Team,,16,20
104,1,1:37.0,Turnover by D. Cunningham (step out of bounds),,16,20
105,1,1:37.0,A. Gee enters the game for D. Cunningham,,16,20
106,1,1:18.0,,M. Morris makes 2-pt hook shot from 11 ft,16,22
107,1,1:05.0,J. Holiday misses 3-pt jump shot from 25 ft,,16,22
108,1,1:04.0,,Defensive rebound by K. Oubre,16,22
109,1,0:59.0,,K. Oubre makes 2-pt jump shot from 9 ft,16,24
110,1,0:56.0,A. Ajinça enters the game for A. Davis,,16,24
111,1,0:35.0,R. Anderson makes 2-pt jump shot from 22 ft,,18,24
112,1,0:29.0,,R. Sessions misses 2-pt jump shot from 4 ft,18,24
113,1,0:29.0,Defensive rebound by R. Anderson,,18,24
114,1,0:09.0,Shooting foul by N. Hilário (drawn by A. Ajinça),,18,24
115,1,0:09.0,A. Ajinça misses free throw 1 of 2,,18,24
116,1,0:09.0,Offensive rebound by Team,,18,24
117,1,0:09.0,,J. Wall enters the game for K. Oubre,18,24
118,1,0:09.0,A. Ajinça makes free throw 2 of 2,,19,24
119,1,0:01.0,,M. Morris misses 3-pt jump shot from 25 ft,19,24
120,1,0:00.0,,Offensive rebound by Team,19,24
121,2,11:49.0,J. Holiday makes 2-pt jump shot from 15 ft,,21,24
122,2,11:29.0,,B. Beal misses 2-pt jump shot from 13 ft,21,24
123,2,11:28.0,Defensive rebound by R. Anderson,,21,24
124,2,11:17.0,R. Anderson makes 3-pt jump shot from 27 ft (assist by J. Holiday),,24,24
125,2,10:54.0,,M. Morris misses 3-pt jump shot from 25 ft,24,24
126,2,10:53.0,Defensive rebound by T. Douglas,,24,24
127,2,10:41.0,A. Gee misses 3-pt jump shot from 22 ft,,24,24
128,2,10:40.0,Offensive rebound by A. Ajinça,,24,24
129,2,10:28.0,A. Ajinça misses 2-pt jump shot from 8 ft,,24,24
130,2,10:26.0,,Defensive rebound by N. Hilário,24,24
131,2,10:18.0,,R. Sessions misses 2-pt jump shot from 6 ft,24,24
132,2,10:17.0,,Offensive rebound by Team,24,24
133,2,10:07.0,,N. Hilário makes 2-pt jump shot from 16 ft,24,26
134,2,10:01.0,A. Gee makes 2-pt layup at rim (assist by J. Holiday),,26,26
135,2,10:01.0,Shooting foul by K. Oubre (drawn by A. Gee),,26,26
136,2,10:01.0,A. Gee misses free throw 1 of 1,,26,26
137,2,10:00.0,,Defensive rebound by N. Hilário,26,26
138,2,9:46.0,,M. Morris makes 2-pt jump shot from 14 ft,26,28
139,2,9:40.0,Shooting block foul by M. Morris (drawn by J. Holiday),,26,28
140,2,9:40.0,A. Gee makes free throw 1 of 2,,27,28
141,2,9:40.0,K. Perkins enters the game for A. Ajinça,,27,28
142,2,9:40.0,A. Gee misses free throw 2 of 2,,27,28
143,2,9:39.0,,Defensive rebound by R. Sessions,27,28
144,2,9:35.0,,Turnover by R. Sessions (bad pass; steal by R. Anderson),27,28
145,2,9:20.0,T. Douglas misses 3-pt jump shot from 26 ft,,27,28
146,2,9:19.0,,Defensive rebound by N. Hilário,27,28
147,2,9:08.0,,Turnover by K. Oubre (bad pass; steal by A. Gee),27,28
148,2,9:04.0,Shooting foul by M. Morris (drawn by T. Douglas),,27,28
149,2,9:04.0,T. Douglas makes free throw 1 of 2,,28,28
150,2,9:04.0,,J. Wall enters the game for K. Oubre,28,28
151,2,9:04.0,T. Douglas makes free throw 2 of 2,,29,28
152,2,8:52.0,,R. Sessions makes 2-pt layup at rim (assist by B. Beal),29,30
153,2,8:52.0,,Shooting foul by J. Holiday (drawn by R. Sessions),29,30
154,2,8:52.0,Official timeout,,29,30
155,2,8:52.0,,R. Sessions makes free throw 1 of 1,29,31
156,2,8:38.0,R. Anderson makes 2-pt jump shot from 6 ft,,31,31
157,2,8:12.0,,B. Beal makes 2-pt layup from 1 ft (assist by J. Wall),31,33
158,2,8:00.0,J. Holiday misses 3-pt jump shot from 25 ft,,31,33
159,2,8:00.0,Offensive rebound by R. Anderson,,31,33
160,2,7:59.0,R. Anderson makes 2-pt layup from 2 ft,,33,33
161,2,7:48.0,,M. Morris misses 2-pt layup from 1 ft,33,33
162,2,7:45.0,Defensive rebound by K. Perkins,,33,33
163,2,7:33.0,A. Gee misses 2-pt jump shot from 15 ft,,33,33
164,2,7:32.0,,Defensive rebound by N. Hilário,33,33
165,2,7:23.0,,B. Beal makes 2-pt jump shot from 20 ft (assist by M. Morris),33,35
166,2,7:02.0,J. Holiday misses 3-pt jump shot from 27 ft,,33,35
167,2,7:00.0,,Defensive rebound by N. Hilário,33,35
168,2,6:50.0,,R. Sessions makes 2-pt layup at rim (assist by M. Morris),33,37
169,2,6:39.0,Shooting foul by J. Wall (drawn by T. Douglas),,33,37
170,2,6:39.0,T. Douglas makes free throw 1 of 2,,34,37
171,2,6:39.0,,J. Dudley enters the game for B. Beal,34,37
172,2,6:39.0,,M. Gortat enters the game for M. Morris,34,37
173,2,6:39.0,,O. Porter enters the game for N. Hilário,34,37
174,2,6:39.0,A. Davis enters the game for K. Perkins,,34,37
175,2,6:39.0,T. Douglas makes free throw 2 of 2,,35,37
176,2,6:31.0,,J. Wall misses 2-pt jump shot from 15 ft,35,37
177,2,6:30.0,Defensive rebound by A. Davis,,35,37
178,2,6:14.0,J. Holiday makes 2-pt dunk at rim (assist by R. Anderson),,37,37
179,2,5:58.0,,J. Dudley misses 2-pt jump shot from 15 ft,37,37
180,2,5:57.0,Defensive rebound by J. Holiday,,37,37
181,2,5:46.0,R. Anderson misses 3-pt jump shot from 27 ft,,37,37
182,2,5:45.0,,Defensive rebound by M. Gortat,37,37
183,2,5:35.0,,R. Sessions misses 3-pt jump shot from 24 ft,37,37
184,2,5:34.0,Defensive rebound by T. Douglas,,37,37
185,2,5:16.0,T. Douglas makes 3-pt jump shot from 27 ft (assist by A. Davis),,40,37
186,2,5:09.0,,M. Gortat makes 2-pt layup at rim (assist by J. Wall),40,39
187,2,4:52.0,J. Holiday misses 2-pt layup from 1 ft,,40,39
188,2,4:51.0,,Defensive rebound by J. Wall,40,39
189,2,4:36.0,,J. Dudley misses 3-pt jump shot from 25 ft,40,39
190,2,4:34.0,,Offensive rebound by M. Gortat,40,39
191,2,4:31.0,,J. Wall misses 3-pt jump shot from 26 ft,40,39
192,2,4:30.0,Defensive rebound by A. Davis,,40,39
193,2,4:21.0,A. Davis makes 2-pt jump shot from 18 ft (assist by J. Holiday),,42,39
194,2,4:15.0,,Washington full timeout,42,39
195,2,4:15.0,,B. Beal enters the game for R. Sessions,42,39
196,2,4:07.0,,J. Wall misses 2-pt jump shot from 4 ft,42,39
197,2,4:06.0,Defensive rebound by A. Davis,,42,39
198,2,3:57.0,A. Davis misses 2-pt layup at rim,,42,39
199,2,3:55.0,,Defensive rebound by J. Dudley,42,39
200,2,3:50.0,,J. Dudley makes 3-pt jump shot from 26 ft (assist by J. Wall),42,42
201,2,3:41.0,Turnover by A. Gee (lost ball; steal by O. Porter),,42,42
202,2,3:35.0,,M. Gortat makes 2-pt layup at rim (assist by J. Dudley),42,44
203,2,3:16.0,R. Anderson makes 3-pt jump shot from 24 ft,,45,44
204,2,3:04.0,,Turnover by J. Dudley (bad pass; steal by T. Douglas),45,44
205,2,3:03.0,Personal take foul by J. Dudley (drawn by A. Gee),,45,44
206,2,3:03.0,A. Gee misses free throw 1 of 2,,45,44
207,2,3:03.0,Offensive rebound by Team,,45,44
208,2,3:03.0,N. Cole enters the game for J. Holiday,,45,44
209,2,3:03.0,A. Gee makes free throw 2 of 2,,46,44
210,2,2:45.0,,M. Gortat makes 2-pt hook shot from 7 ft,46,46
211,2,2:28.0,T. Douglas misses 3-pt jump shot from 24 ft,,46,46
212,2,2:27.0,,Defensive rebound by M. Gortat,46,46
213,2,2:14.0,,Shooting foul by T. Douglas (drawn by J. Wall),46,46
214,2,2:14.0,New Orleans full timeout,,46,46
215,2,2:14.0,D. Cunningham enters the game for A. Gee,,46,46
216,2,2:14.0,A. Ajinça enters the game for R. Anderson,,46,46
217,2,2:14.0,,J. Wall misses free throw 1 of 2,46,46
218,2,2:14.0,,Offensive rebound by Team,46,46
219,2,2:14.0,,J. Wall misses free throw 2 of 2,46,46
220,2,2:13.0,Defensive rebound by A. Davis,,46,46
221,2,1:59.0,N. Cole misses 2-pt jump shot from 16 ft,,46,46
222,2,1:58.0,,Defensive rebound by J. Wall,46,46
223,2,1:45.0,,J. Dudley makes 3-pt jump shot from 26 ft (assist by J. Wall),46,49
224,2,1:22.0,D. Cunningham makes 3-pt jump shot from 26 ft (assist by T. Douglas),,49,49
225,2,1:15.0,,B. Beal misses 2-pt layup from 1 ft (block by D. Cunningham),49,49
226,2,1:15.0,,Offensive rebound by Team,49,49
227,2,1:02.0,,B. Beal misses 2-pt layup at rim,49,49
228,2,1:01.0,Defensive rebound by A. Davis,,49,49
229,2,0:57.0,N. Cole makes 2-pt jump shot from 3 ft,,51,49
230,2,0:55.0,,Clear path foul by A. Davis,51,49
231,2,0:55.0,,B. Beal makes clear path free throw 1 of 2,51,50
232,2,0:55.0,,B. Beal makes clear path free throw 2 of 2,51,51
233,2,0:41.0,,J. Wall misses 2-pt jump shot from 15 ft,51,51
234,2,0:40.0,Defensive rebound by Team,,51,51
235,2,0:26.0,D. Cunningham misses 3-pt jump shot from 26 ft,,51,51
236,2,0:25.0,,Defensive rebound by J. Dudley,51,51
237,2,0:22.0,Violation by D. Cunningham (def goaltending),,51,51
238,2,0:22.0,,J. Wall makes 2-pt layup at rim (assist by J. Dudley),51,53
239,2,0:22.0,,Shooting foul by N. Cole (drawn by J. Wall),51,53
240,2,0:22.0,R. Anderson enters the game for D. Cunningham,,51,53
241,2,0:22.0,,K. Oubre enters the game for O. Porter,51,53
242,2,0:22.0,,J. Wall makes free throw 1 of 1,51,54
243,2,0:14.0,New Orleans full timeout,,51,54
244,2,0:14.0,,M. Morris enters the game for K. Oubre,51,54
245,2,0:03.0,R. Anderson misses 3-pt jump shot from 28 ft,,51,54
246,2,0:02.0,,Defensive rebound by J. Wall,51,54
247,3,11:47.0,A. Ajinça misses 2-pt jump shot from 5 ft,,51,54
248,3,11:46.0,,Defensive rebound by J. Wall,51,54
249,3,11:32.0,,J. Wall misses 2-pt jump shot from 13 ft,51,54
250,3,11:31.0,Defensive rebound by A. Davis,,51,54
251,3,11:16.0,Personal foul by J. Wall (drawn by A. Ajinça),,51,54
252,3,11:02.0,Turnover by Team (shot clock),,51,54
253,3,10:52.0,,Personal foul by B. Dejean-Jones (drawn by G. Temple),51,54
254,3,10:40.0,,J. Wall misses 2-pt jump shot from 14 ft,51,54
255,3,10:38.0,Defensive rebound by A. Davis,,51,54
256,3,10:28.0,B. Dejean-Jones misses 2-pt jump shot from 21 ft,,51,54
257,3,10:27.0,,Defensive rebound by Team,51,54
258,3,10:18.0,,J. Dudley makes 3-pt jump shot from 27 ft (assist by J. Wall),51,57
259,3,10:17.0,New Orleans full timeout,,51,57
260,3,10:04.0,Turnover by A. Ajinça (3 sec),,51,57
261,3,9:45.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Dudley),51,59
262,3,9:33.0,T. Douglas misses 2-pt jump shot from 14 ft,,51,59
263,3,9:32.0,,Defensive rebound by O. Porter,51,59
264,3,9:18.0,,J. Dudley makes 3-pt jump shot from 26 ft (assist by J. Wall),51,62
265,3,9:16.0,New Orleans full timeout,,51,62
266,3,9:16.0,K. Perkins enters the game for A. Ajinça,,51,62
267,3,9:16.0,J. Holiday enters the game for T. Douglas,,51,62
268,3,9:04.0,J. Holiday misses 3-pt jump shot from 23 ft,,51,62
269,3,9:03.0,,Defensive rebound by G. Temple,51,62
270,3,8:57.0,,Turnover by J. Dudley (bad pass),51,62
271,3,8:46.0,D. Cunningham misses 3-pt jump shot from 27 ft,,51,62
272,3,8:45.0,Offensive rebound by A. Davis,,51,62
273,3,8:37.0,Turnover by D. Cunningham (bad pass; steal by J. Wall),,51,62
274,3,8:31.0,,J. Dudley makes 3-pt jump shot from 27 ft (assist by J. Wall),51,65
275,3,8:14.0,D. Cunningham misses 2-pt jump shot from 8 ft,,51,65
276,3,8:13.0,,Defensive rebound by J. Wall,51,65
277,3,8:06.0,,J. Dudley misses 3-pt jump shot from 28 ft,51,65
278,3,8:05.0,,Offensive rebound by O. Porter,51,65
279,3,8:02.0,,J. Wall makes 3-pt jump shot from 25 ft (assist by O. Porter),51,68
280,3,7:42.0,R. Anderson enters the game for B. Dejean-Jones,,51,68
281,3,7:33.0,J. Holiday misses 2-pt jump shot from 14 ft,,51,68
282,3,7:32.0,,Defensive rebound by J. Wall,51,68
283,3,7:25.0,,J. Dudley misses 3-pt jump shot from 27 ft,51,68
284,3,7:24.0,Defensive rebound by A. Davis,,51,68
285,3,7:17.0,D. Cunningham makes 2-pt jump shot from 19 ft (assist by J. Holiday),,53,68
286,3,6:50.0,,M. Gortat misses 2-pt jump shot from 9 ft,53,68
287,3,6:49.0,Defensive rebound by A. Davis,,53,68
288,3,6:41.0,R. Anderson makes 2-pt jump shot from 9 ft (assist by J. Holiday),,55,68
289,3,6:22.0,,J. Wall misses 2-pt jump shot from 19 ft,55,68
290,3,6:21.0,Defensive rebound by J. Holiday,,55,68
291,3,6:15.0,Turnover by J. Holiday (lost ball),,55,68
292,3,6:00.0,,O. Porter misses 3-pt jump shot from 26 ft,55,68
293,3,5:59.0,,Offensive rebound by M. Gortat,55,68
294,3,5:57.0,,M. Gortat makes 2-pt layup from 2 ft,55,70
295,3,5:43.0,J. Holiday makes 2-pt layup at rim,,57,70
296,3,5:38.0,,Shooting foul by K. Perkins (drawn by O. Porter),57,70
297,3,5:38.0,,O. Porter makes free throw 1 of 2,57,71
298,3,5:38.0,,B. Beal enters the game for G. Temple,57,71
299,3,5:38.0,,O. Porter misses free throw 2 of 2,57,71
300,3,5:38.0,Defensive rebound by K. Perkins,,57,71
301,3,5:27.0,A. Davis misses 2-pt jump shot from 8 ft,,57,71
302,3,5:26.0,,Defensive rebound by O. Porter,57,71
303,3,5:10.0,,O. Porter makes 2-pt jump shot from 14 ft (assist by B. Beal),57,73
304,3,4:57.0,A. Davis makes 2-pt layup from 2 ft (assist by J. Holiday),,59,73
305,3,4:50.0,,Offensive foul by M. Gortat (drawn by J. Holiday),59,73
306,3,4:50.0,,Turnover by M. Gortat (offensive foul),59,73
307,3,4:34.0,Turnover by K. Perkins (lost ball; steal by M. Gortat),,59,73
308,3,4:29.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),59,75
309,3,4:28.0,New Orleans full timeout,,59,75
310,3,4:28.0,N. Cole enters the game for K. Perkins,,59,75
311,3,4:19.0,J. Holiday misses 2-pt jump shot from 4 ft,,59,75
312,3,4:18.0,,Defensive rebound by J. Wall,59,75
313,3,4:13.0,,Turnover by B. Beal (lost ball),59,75
314,3,3:57.0,Turnover by R. Anderson (lost ball; steal by J. Wall),,59,75
315,3,3:48.0,,J. Wall misses 2-pt jump shot from 21 ft,59,75
316,3,3:47.0,Defensive rebound by A. Davis,,59,75
317,3,3:39.0,A. Davis misses 3-pt jump shot from 27 ft,,59,75
318,3,3:38.0,,Defensive rebound by J. Dudley,59,75
319,3,3:19.0,,Turnover by J. Wall (bad pass; steal by A. Davis),59,75
320,3,3:16.0,Shooting foul by J. Dudley (drawn by A. Davis),,59,75
321,3,3:16.0,A. Davis makes free throw 1 of 2,,60,75
322,3,3:16.0,,R. Sessions enters the game for J. Wall,60,75
323,3,3:16.0,A. Davis misses free throw 2 of 2,,60,75
324,3,3:15.0,,Defensive rebound by M. Gortat,60,75
325,3,3:05.0,,Personal foul by D. Cunningham (drawn by B. Beal),60,75
326,3,2:57.0,,M. Gortat misses 2-pt layup from 1 ft (block by A. Davis),60,75
327,3,2:57.0,,Offensive rebound by Team,60,75
328,3,2:49.0,,B. Beal misses 2-pt jump shot from 21 ft,60,75
329,3,2:48.0,Defensive rebound by R. Anderson,,60,75
330,3,2:34.0,R. Anderson misses 2-pt jump shot from 6 ft,,60,75
331,3,2:33.0,,Defensive rebound by J. Dudley,60,75
332,3,2:23.0,,Turnover by R. Sessions (bad pass; steal by N. Cole),60,75
333,3,2:20.0,Shooting block foul by J. Dudley (drawn by N. Cole),,60,75
334,3,2:20.0,N. Cole makes free throw 1 of 2,,61,75
335,3,2:20.0,,N. Hilário enters the game for M. Gortat,61,75
336,3,2:20.0,,M. Morris enters the game for J. Dudley,61,75
337,3,2:20.0,N. Cole makes free throw 2 of 2,,62,75
338,3,2:03.0,,N. Hilário makes 2-pt layup from 2 ft,62,77
339,3,1:54.0,Turnover by J. Holiday (bad pass; steal by N. Hilário),,62,77
340,3,1:49.0,,R. Sessions makes 2-pt layup from 1 ft,62,79
341,3,1:49.0,,Shooting foul by D. Cunningham (drawn by R. Sessions),62,79
342,3,1:49.0,A. Gee enters the game for D. Cunningham,,62,79
343,3,1:49.0,,R. Sessions makes free throw 1 of 1,62,80
344,3,1:35.0,J. Holiday makes 2-pt layup from 2 ft,,64,80
345,3,1:35.0,Shooting foul by B. Beal (drawn by J. Holiday),,64,80
346,3,1:35.0,J. Holiday makes free throw 1 of 1,,65,80
347,3,1:22.0,,M. Morris misses 2-pt jump shot from 13 ft,65,80
348,3,1:21.0,Defensive rebound by A. Davis,,65,80
349,3,1:15.0,Turnover by A. Gee (bad pass),,65,80
350,3,1:15.0,K. Perkins enters the game for A. Davis,,65,80
351,3,1:15.0,,Washington full timeout,65,80
352,3,1:15.0,B. Dejean-Jones enters the game for J. Holiday,,65,80
353,3,0:58.0,,N. Hilário misses 2-pt jump shot from 6 ft,65,80
354,3,0:56.0,Defensive rebound by B. Dejean-Jones,,65,80
355,3,0:41.0,B. Dejean-Jones misses 2-pt jump shot from 16 ft,,65,80
356,3,0:40.0,,Defensive rebound by N. Hilário,65,80
357,3,0:32.0,,B. Beal makes 3-pt jump shot from 24 ft,65,83
358,3,0:15.0,R. Anderson misses 2-pt jump shot from 20 ft,,65,83
359,3,0:14.0,,Defensive rebound by N. Hilário,65,83
360,3,0:03.0,,N. Hilário makes 2-pt dunk at rim (assist by B. Beal),65,85
361,4,11:45.0,,B. Beal misses 2-pt jump shot from 16 ft,65,85
362,4,11:44.0,Defensive rebound by J. Holiday,,65,85
363,4,11:28.0,Turnover by J. Holiday (bad pass; steal by O. Porter),,65,85
364,4,11:11.0,,N. Hilário misses 2-pt jump shot from 19 ft,65,85
365,4,11:11.0,Defensive rebound by A. Davis,,65,85
366,4,11:01.0,N. Cole misses 2-pt jump shot from 5 ft,,65,85
367,4,11:01.0,Offensive rebound by Team,,65,85
368,4,11:01.0,,Loose ball foul by M. Morris (drawn by A. Davis),65,85
369,4,11:01.0,,G. Temple enters the game for O. Porter,65,85
370,4,10:52.0,N. Cole makes 3-pt jump shot from 26 ft (assist by A. Davis),,68,85
371,4,10:37.0,,Turnover by G. Temple (lost ball; steal by R. Anderson),68,85
372,4,10:27.0,Turnover by A. Davis (bad pass; steal by M. Morris),,68,85
373,4,10:21.0,,M. Morris makes 2-pt dunk at rim (assist by B. Beal),68,87
374,4,10:11.0,Shooting foul by B. Beal (drawn by A. Davis),,68,87
375,4,10:11.0,A. Davis makes free throw 1 of 2,,69,87
376,4,10:11.0,A. Davis makes free throw 2 of 2,,70,87
377,4,9:56.0,,R. Sessions makes 2-pt layup at rim (assist by N. Hilário),70,89
378,4,9:45.0,R. Anderson makes 2-pt layup from 1 ft (assist by A. Davis),,72,89
379,4,9:40.0,,Offensive foul by N. Hilário (drawn by A. Davis),72,89
380,4,9:40.0,,Turnover by N. Hilário (offensive foul),72,89
381,4,9:31.0,J. Holiday misses 2-pt jump shot from 10 ft,,72,89
382,4,9:29.0,Offensive rebound by A. Davis,,72,89
383,4,9:27.0,A. Davis misses 2-pt layup from 2 ft,,72,89
384,4,9:26.0,,Defensive rebound by M. Morris,72,89
385,4,9:10.0,,Personal foul by R. Anderson (drawn by N. Hilário),72,89
386,4,9:03.0,,N. Hilário makes 2-pt layup from 1 ft,72,91
387,4,8:44.0,B. Dejean-Jones misses 3-pt jump shot from 23 ft,,72,91
388,4,8:43.0,,Defensive rebound by N. Hilário,72,91
389,4,8:28.0,,Turnover by N. Hilário (lost ball; steal by A. Davis),72,91
