,QUARTER,TIME_REMAINING,ORLANDO_ACTION,BROOKLYN_ACTION,ORLANDO_SCORE,BROOKLYN_SCORE
389,4,2:42.0,V. Oladipo makes 3-pt jump shot from 24 ft (assist by T. Harris),,81,72
390,4,2:19.0,,M. Brown misses 3-pt jump shot from 25 ft,81,72
391,4,2:18.0,Defensive rebound by A. Gordon,,81,72
392,4,1:57.0,A. Gordon makes 2-pt dunk at rim (assist by N. Vučević),,83,72
393,4,1:49.0,,T. Young makes 2-pt layup from 1 ft,83,74
394,4,1:28.0,T. Harris misses 2-pt jump shot from 4 ft (block by B. Lopez),,83,74
395,4,1:27.0,,Defensive rebound by Team,83,74
396,4,1:27.0,,W. Ellington enters the game for M. Brown,83,74
397,4,1:16.0,,J. Johnson misses 3-pt jump shot from 24 ft,83,74
398,4,1:14.0,,Offensive rebound by W. Ellington,83,74
399,4,1:09.0,,S. Larkin misses 3-pt jump shot from 24 ft,83,74
400,4,1:08.0,Defensive rebound by T. Harris,,83,74
401,4,0:51.0,E. Fournier misses 3-pt jump shot from 25 ft,,83,74
402,4,0:50.0,,Defensive rebound by S. Larkin,83,74
403,4,0:43.0,,S. Larkin misses 3-pt jump shot from 23 ft,83,74
404,4,0:42.0,Defensive rebound by V. Oladipo,,83,74
405,4,0:20.0,Turnover by N. Vučević (bad pass),,83,74
406,4,0:14.0,,S. Larkin makes 3-pt jump shot from 23 ft (assist by W. Ellington),83,77
