,QUARTER,TIME_REMAINING,DALLAS_ACTION,NEW YORK_ACTION,DALLAS_SCORE,NEW YORK_SCORE
380,4,1:41.0,,K. Porziņģis makes 3-pt jump shot from 27 ft (assist by J. Calderón),101,94
381,4,1:24.0,R. Felton misses 3-pt jump shot from 24 ft,,101,94
382,4,1:23.0,,Defensive rebound by Team,101,94
383,4,1:23.0,Loose ball foul by Z. Pachulia (drawn by K. Porziņģis),,101,94
384,4,1:23.0,,New York full timeout,101,94
385,4,1:10.0,,J. Calderón misses 2-pt layup from 2 ft,101,94
386,4,1:09.0,Defensive rebound by Z. Pachulia,,101,94
387,4,0:51.0,R. Felton misses 2-pt layup from 1 ft,,101,94
388,4,0:50.0,,Defensive rebound by K. Porziņģis,101,94
389,4,0:43.0,,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by A. Afflalo),101,97
390,4,0:25.0,D. Williams misses 2-pt layup from 1 ft (block by K. Porziņģis),,101,97
391,4,0:24.0,,Defensive rebound by A. Afflalo,101,97
392,4,0:20.0,,Offensive foul by C. Anthony (drawn by Z. Pachulia),101,97
393,4,0:20.0,,Turnover by C. Anthony (offensive foul),101,97
394,4,0:19.0,Personal take foul by A. Afflalo (drawn by D. Williams),,101,97
395,4,0:19.0,Personal take foul by L. Thomas (drawn by D. Nowitzki),,101,97
396,4,0:19.0,D. Nowitzki misses free throw 1 of 2,,101,97
397,4,0:19.0,Offensive rebound by Team,,101,97
398,4,0:19.0,D. Nowitzki makes free throw 2 of 2,,102,97
399,4,0:19.0,,New York full timeout,102,97
400,4,0:19.0,D. Powell enters the game for D. Nowitzki,,102,97
401,4,0:13.0,,C. Anthony misses 3-pt jump shot from 25 ft,102,97
402,4,0:12.0,,Offensive rebound by Team,102,97
403,4,0:09.0,,A. Afflalo misses 3-pt jump shot from 22 ft,102,97
404,4,0:08.0,Defensive rebound by D. Powell,,102,97
405,4,0:04.0,Personal take foul by A. Afflalo (drawn by D. Williams),,102,97
406,4,0:04.0,D. Williams makes free throw 1 of 2,,103,97
407,4,0:04.0,D. Williams makes free throw 2 of 2,,104,97
