,QUARTER,TIME_REMAINING,DENVER_ACTION,DETROIT_ACTION,DENVER_SCORE,DETROIT_SCORE
115,2,9:46.0,Defensive rebound by J. Nurkić,,29,27
116,2,9:37.0,R. Foye misses 3-pt jump shot from 26 ft,,29,27
117,2,9:36.0,,Defensive rebound by A. Tolliver,29,27
118,2,9:22.0,,A. Tolliver misses 3-pt jump shot from 24 ft,29,27
119,2,9:22.0,Defensive rebound by J. Nurkić,,29,27
120,2,9:11.0,W. Barton misses 2-pt jump shot from 12 ft,,29,27
121,2,9:10.0,,Defensive rebound by A. Tolliver,29,27
122,2,9:02.0,,S. Johnson misses 2-pt jump shot from 15 ft,29,27
123,2,9:01.0,Defensive rebound by G. Harris,,29,27
124,2,8:48.0,Turnover by J. Nurkić (bad pass),,29,27
125,2,8:48.0,,M. Morris enters the game for A. Tolliver,29,27
126,2,8:48.0,,A. Drummond enters the game for S. Johnson,29,27
127,2,8:31.0,,S. Blake makes 3-pt jump shot from 27 ft (assist by M. Morris),29,30
128,2,8:30.0,Denver full timeout,,29,30
129,2,8:23.0,Offensive foul by J. Nurkić (drawn by S. Blake),,29,30
130,2,8:23.0,Turnover by J. Nurkić (offensive foul),,29,30
131,2,8:08.0,,M. Morris makes 2-pt jump shot from 15 ft,29,32
132,2,7:57.0,Turnover by W. Barton (bad pass),,29,32
133,2,7:50.0,,Turnover by S. Blake (bad pass; steal by W. Barton),29,32
134,2,7:42.0,J. Nurkić makes 2-pt layup at rim (assist by W. Barton),,31,32
135,2,7:26.0,,A. Drummond makes 2-pt hook shot from 4 ft,31,34
136,2,7:16.0,Denver full timeout,,31,34
137,2,7:16.0,N. Jokić enters the game for J. Lauvergne,,31,34
138,2,7:16.0,D. Gallinari enters the game for W. Barton,,31,34
139,2,7:05.0,D. Gallinari misses 3-pt jump shot from 26 ft,,31,34
140,2,7:04.0,,Defensive rebound by A. Baynes,31,34
141,2,6:59.0,,M. Morris makes 2-pt dunk at rim (assist by D. Hilliard),31,36
142,2,6:54.0,,Offensive charge foul by J. Nurkić (drawn by A. Baynes),31,36
143,2,6:54.0,Turnover by J. Nurkić (offensive foul),,31,36
144,2,6:38.0,,M. Morris misses 2-pt jump shot from 17 ft,31,36
145,2,6:37.0,Defensive rebound by J. Nurkić,,31,36
146,2,6:28.0,Turnover by G. Harris (bad pass; steal by A. Drummond),,31,36
147,2,6:07.0,,A. Baynes makes 2-pt jump shot from 12 ft (assist by M. Morris),31,38
148,2,6:07.0,Denver full timeout,,31,38
149,2,6:07.0,,S. Johnson enters the game for D. Hilliard,31,38
150,2,6:07.0,,B. Jennings enters the game for A. Baynes,31,38
151,2,6:07.0,,A. Tolliver enters the game for S. Blake,31,38
152,2,6:07.0,E. Mudiay enters the game for J. Nurkić,,31,38
153,2,6:07.0,K. Faried enters the game for R. Foye,,31,38
154,2,5:55.0,E. Mudiay misses 2-pt jump shot from 15 ft,,31,38
155,2,5:54.0,,Defensive rebound by A. Drummond,31,38
156,2,5:40.0,,B. Jennings misses 3-pt jump shot from 22 ft,31,38
157,2,5:39.0,Defensive rebound by G. Harris,,31,38
158,2,5:29.0,N. Jokić makes 2-pt layup at rim (assist by D. Gallinari),,33,38
159,2,5:13.0,,A. Drummond misses 2-pt hook shot from 6 ft,33,38
160,2,5:11.0,Defensive rebound by N. Jokić,,33,38
161,2,5:03.0,D. Gallinari makes 2-pt layup at rim,,35,38
162,2,5:03.0,Shooting foul by A. Tolliver (drawn by D. Gallinari),,35,38
163,2,5:03.0,D. Gallinari makes free throw 1 of 1,,36,38
164,2,4:52.0,,S. Johnson makes 2-pt layup at rim,36,40
165,2,4:52.0,,Shooting foul by K. Faried (drawn by S. Johnson),36,40
166,2,4:52.0,,S. Johnson makes free throw 1 of 1,36,41
167,2,4:39.0,E. Mudiay misses 2-pt layup at rim,,36,41
168,2,4:38.0,,Defensive rebound by A. Drummond,36,41
169,2,4:30.0,,M. Morris makes 2-pt jump shot from 6 ft,36,43
170,2,4:11.0,K. Faried misses 2-pt layup from 1 ft,,36,43
171,2,4:10.0,,Defensive rebound by A. Drummond,36,43
172,2,4:00.0,,A. Drummond makes 2-pt layup at rim (assist by M. Morris),36,45
173,2,4:00.0,,Shooting foul by K. Faried (drawn by A. Drummond),36,45
174,2,4:00.0,J. Lauvergne enters the game for K. Faried,,36,45
175,2,4:00.0,,A. Drummond makes free throw 1 of 1,36,46
176,2,3:40.0,E. Mudiay makes 2-pt jump shot from 18 ft,,38,46
177,2,3:12.0,,A. Drummond makes 2-pt hook shot from 4 ft,38,48
178,2,3:03.0,N. Jokić misses 3-pt jump shot from 26 ft,,38,48
179,2,3:02.0,,Defensive rebound by S. Johnson,38,48
180,2,2:49.0,,A. Drummond misses 2-pt jump shot from 7 ft,38,48
181,2,2:47.0,Defensive rebound by N. Jokić,,38,48
182,2,2:41.0,J. Lauvergne makes 2-pt dunk at rim (assist by N. Jokić),,40,48
183,2,2:22.0,,M. Morris misses 2-pt jump shot from 17 ft,40,48
184,2,2:22.0,Defensive rebound by Team,,40,48
185,2,2:22.0,,Loose ball foul by A. Drummond (drawn by N. Jokić),40,48
186,2,2:11.0,D. Gallinari misses 3-pt jump shot from 26 ft,,40,48
187,2,2:11.0,Offensive rebound by Team,,40,48
188,2,2:11.0,,Loose ball foul by M. Morris (drawn by J. Lauvergne),40,48
189,2,2:03.0,E. Mudiay makes 2-pt jump shot from 7 ft (assist by D. Gallinari),,42,48
190,2,1:48.0,,Turnover by A. Tolliver (bad pass),42,48
191,2,1:37.0,N. Jokić misses 2-pt jump shot from 4 ft (block by A. Drummond),,42,48
192,2,1:37.0,Offensive rebound by Team,,42,48
193,2,1:25.0,E. Mudiay makes 2-pt layup at rim,,44,48
194,2,1:07.0,,B. Jennings makes 3-pt jump shot from 26 ft (assist by A. Tolliver),44,51
195,2,0:58.0,E. Mudiay makes 2-pt layup from 1 ft,,46,51
196,2,0:58.0,Shooting foul by B. Jennings (drawn by E. Mudiay),,46,51
197,2,0:58.0,E. Mudiay makes free throw 1 of 1,,47,51
198,2,0:45.0,,Turnover by M. Morris (lost ball; steal by D. Gallinari),47,51
199,2,0:41.0,,Loose ball foul by S. Johnson (drawn by J. Lauvergne),47,51
200,2,0:41.0,J. Lauvergne makes free throw 1 of 2,,48,51
201,2,0:41.0,,D. Hilliard enters the game for S. Johnson,48,51
202,2,0:41.0,J. Lauvergne makes free throw 2 of 2,,49,51
203,2,0:21.0,,A. Drummond makes 2-pt layup at rim (assist by D. Hilliard),49,53
204,2,0:05.0,N. Jokić makes 2-pt layup at rim (assist by E. Mudiay),,51,53
205,2,0:05.0,Shooting foul by A. Drummond (drawn by N. Jokić),,51,53
206,2,0:05.0,,A. Baynes enters the game for A. Drummond,51,53
207,2,0:05.0,N. Jokić makes free throw 1 of 1,,52,53
208,2,0:03.0,,Personal take foul by G. Harris (drawn by B. Jennings),52,53
209,2,0:01.0,,A. Baynes misses 3-pt jump shot from 38 ft,52,53
210,2,0:00.0,,Offensive rebound by Team,52,53
211,3,11:35.0,G. Harris misses 2-pt jump shot from 20 ft,,52,53
212,3,11:34.0,,Defensive rebound by A. Drummond,52,53
213,3,11:12.0,,B. Jennings makes 3-pt jump shot from 25 ft (assist by S. Johnson),52,56
214,3,11:00.0,K. Faried makes 2-pt layup at rim (assist by G. Harris),,54,56
215,3,11:00.0,Shooting foul by S. Johnson (drawn by K. Faried),,54,56
216,3,11:00.0,K. Faried misses free throw 1 of 1,,54,56
217,3,10:59.0,,Defensive rebound by A. Drummond,54,56
218,3,10:37.0,,S. Johnson misses 3-pt jump shot from 25 ft,54,56
219,3,10:36.0,Defensive rebound by D. Gallinari,,54,56
220,3,10:31.0,Offensive foul by D. Gallinari (drawn by M. Morris),,54,56
221,3,10:31.0,Turnover by D. Gallinari (offensive foul),,54,56
222,3,10:20.0,,Turnover by S. Johnson (bad pass; steal by G. Harris),54,56
223,3,10:14.0,K. Faried makes 2-pt dunk at rim (assist by E. Mudiay),,56,56
224,3,9:49.0,,M. Morris misses 3-pt jump shot from 26 ft,56,56
225,3,9:48.0,,Offensive rebound by A. Tolliver,56,56
226,3,9:34.0,,B. Jennings misses 2-pt jump shot from 16 ft,56,56
227,3,9:33.0,,Offensive rebound by Team,56,56
228,3,9:27.0,,Turnover by A. Drummond (bad pass; steal by G. Harris),56,56
229,3,9:21.0,D. Gallinari misses 3-pt jump shot from 26 ft,,56,56
230,3,9:21.0,,Defensive rebound by M. Morris,56,56
231,3,9:13.0,,S. Johnson misses 2-pt jump shot from 3 ft (block by E. Mudiay),56,56
232,3,9:11.0,Defensive rebound by E. Mudiay,,56,56
233,3,9:10.0,G. Harris makes 2-pt layup from 1 ft (assist by E. Mudiay),,58,56
234,3,9:10.0,,Detroit full timeout,58,56
235,3,8:57.0,,M. Morris makes 2-pt layup from 1 ft (assist by B. Jennings),58,58
236,3,8:39.0,N. Jokić misses 2-pt jump shot from 7 ft,,58,58
237,3,8:38.0,,Defensive rebound by S. Johnson,58,58
238,3,8:32.0,,A. Tolliver misses 3-pt jump shot from 23 ft,58,58
239,3,8:31.0,,Offensive rebound by A. Drummond,58,58
240,3,8:30.0,,A. Drummond misses 2-pt layup at rim,58,58
241,3,8:29.0,Defensive rebound by N. Jokić,,58,58
242,3,8:15.0,D. Gallinari misses 2-pt jump shot from 3 ft (block by A. Drummond),,58,58
243,3,8:14.0,,Defensive rebound by A. Tolliver,58,58
244,3,8:03.0,,Turnover by M. Morris (step out of bounds),58,58
245,3,7:39.0,E. Mudiay makes 2-pt layup at rim (assist by D. Gallinari),,60,58
246,3,7:22.0,,B. Jennings misses 3-pt jump shot from 24 ft,60,58
247,3,7:22.0,Defensive rebound by Team,,60,58
248,3,7:10.0,D. Gallinari misses 2-pt layup from 2 ft (block by A. Drummond),,60,58
249,3,7:10.0,Offensive rebound by D. Gallinari,,60,58
250,3,7:10.0,Shooting foul by A. Tolliver (drawn by D. Gallinari),,60,58
251,3,7:10.0,D. Gallinari misses free throw 1 of 2,,60,58
252,3,7:10.0,Offensive rebound by Team,,60,58
253,3,7:10.0,D. Gallinari makes free throw 2 of 2,,61,58
254,3,6:49.0,,S. Johnson makes 2-pt jump shot from 6 ft,61,60
255,3,6:36.0,Turnover by N. Jokić (bad pass; steal by A. Tolliver),,61,60
256,3,6:19.0,,M. Morris makes 2-pt layup at rim,61,62
257,3,5:58.0,G. Harris misses 3-pt jump shot from 23 ft,,61,62
258,3,5:58.0,,Defensive rebound by A. Drummond,61,62
259,3,5:48.0,,A. Drummond misses 2-pt layup at rim,61,62
260,3,5:46.0,Defensive rebound by N. Jokić,,61,62
261,3,5:41.0,G. Harris misses 2-pt layup from 2 ft,,61,62
262,3,5:40.0,,Defensive rebound by B. Jennings,61,62
263,3,5:35.0,,A. Drummond misses 2-pt layup from 2 ft,61,62
264,3,5:33.0,Defensive rebound by E. Mudiay,,61,62
265,3,5:21.0,K. Faried makes 2-pt dunk at rim (assist by G. Harris),,63,62
266,3,5:05.0,,S. Johnson misses 3-pt jump shot from 25 ft,63,62
267,3,5:05.0,Defensive rebound by N. Jokić,,63,62
268,3,4:46.0,G. Harris misses 2-pt jump shot from 5 ft (block by A. Drummond),,63,62
269,3,4:45.0,,Defensive rebound by S. Johnson,63,62
270,3,4:32.0,,B. Jennings misses 2-pt jump shot from 6 ft,63,62
271,3,4:32.0,Defensive rebound by K. Faried,,63,62
272,3,4:28.0,,Offensive charge foul by K. Faried (drawn by A. Tolliver),63,62
273,3,4:28.0,Turnover by K. Faried (offensive foul),,63,62
274,3,4:28.0,,D. Hilliard enters the game for S. Johnson,63,62
275,3,4:28.0,,A. Baynes enters the game for A. Tolliver,63,62
276,3,4:28.0,J. Lauvergne enters the game for K. Faried,,63,62
277,3,4:07.0,,A. Drummond misses 2-pt jump shot from 5 ft,63,62
278,3,4:06.0,Defensive rebound by N. Jokić,,63,62
279,3,3:59.0,G. Harris makes 3-pt jump shot from 24 ft (assist by D. Gallinari),,66,62
280,3,3:33.0,,M. Morris makes 2-pt jump shot from 16 ft,66,64
281,3,3:20.0,E. Mudiay misses 3-pt jump shot from 24 ft,,66,64
282,3,3:20.0,Offensive rebound by J. Lauvergne,,66,64
283,3,3:05.0,,A. Tolliver enters the game for A. Drummond,66,64
284,3,3:05.0,J. Nurkić enters the game for N. Jokić,,66,64
285,3,2:58.0,D. Gallinari misses 3-pt jump shot from 24 ft,,66,64
286,3,2:57.0,Offensive rebound by J. Nurkić,,66,64
287,3,2:50.0,J. Nurkić misses 2-pt hook shot from 4 ft,,66,64
288,3,2:48.0,,Defensive rebound by A. Baynes,66,64
289,3,2:43.0,,B. Jennings makes 2-pt layup at rim,66,66
290,3,2:43.0,Denver full timeout,,66,66
291,3,2:43.0,W. Barton enters the game for G. Harris,,66,66
292,3,2:43.0,R. Foye enters the game for E. Mudiay,,66,66
293,3,2:25.0,J. Nurkić makes 2-pt dunk at rim (assist by J. Lauvergne),,68,66
294,3,2:13.0,,Turnover by A. Baynes (lost ball; steal by J. Nurkić),68,66
295,3,1:52.0,J. Nurkić misses 2-pt layup at rim (block by A. Tolliver),,68,66
296,3,1:52.0,Offensive rebound by J. Nurkić,,68,66
297,3,1:49.0,J. Nurkić makes 2-pt layup at rim,,70,66
298,3,1:34.0,,Shooting foul by J. Nurkić (drawn by D. Hilliard),70,66
299,3,1:34.0,,D. Hilliard makes free throw 1 of 2,70,67
300,3,1:34.0,,S. Blake enters the game for B. Jennings,70,67
301,3,1:34.0,,D. Hilliard misses free throw 2 of 2,70,67
302,3,1:34.0,Defensive rebound by J. Lauvergne,,70,67
303,3,1:22.0,R. Foye makes 3-pt jump shot from 26 ft,,73,67
304,3,1:01.0,,M. Morris misses 2-pt jump shot from 16 ft,73,67
305,3,1:00.0,Defensive rebound by R. Foye,,73,67
306,3,0:56.0,Personal foul by S. Blake (drawn by R. Foye),,73,67
307,3,0:37.0,R. Foye misses 2-pt jump shot from 15 ft,,73,67
308,3,0:37.0,,Defensive rebound by M. Morris,73,67
309,3,0:31.0,Violation by J. Nurkić (def goaltending),,73,67
310,3,0:31.0,,D. Hilliard makes 2-pt layup at rim (assist by M. Morris),73,69
311,3,0:13.0,Shooting foul by S. Blake (drawn by D. Gallinari),,73,69
312,3,0:13.0,D. Gallinari makes free throw 1 of 2,,74,69
313,3,0:13.0,D. Gallinari makes free throw 2 of 2,,75,69
314,3,0:00.0,,A. Baynes makes 2-pt dunk at rim (assist by D. Hilliard),75,71
315,4,11:52.0,,Turnover by D. Hilliard (bad pass; steal by W. Barton),75,71
316,4,11:49.0,Personal foul by S. Blake (drawn by R. Foye),,75,71
317,4,11:40.0,W. Barton makes 2-pt jump shot from 7 ft,,77,71
318,4,11:13.0,,S. Blake misses 3-pt jump shot from 23 ft,77,71
319,4,11:12.0,Defensive rebound by W. Barton,,77,71
320,4,11:00.0,J. Nurkić makes 2-pt layup at rim (assist by R. Foye),,79,71
321,4,10:35.0,,D. Hilliard misses 2-pt jump shot from 21 ft,79,71
322,4,10:35.0,Defensive rebound by J. Nurkić,,79,71
323,4,10:14.0,W. Barton misses 3-pt jump shot from 26 ft,,79,71
324,4,10:13.0,,Defensive rebound by A. Drummond,79,71
325,4,10:01.0,,A. Baynes makes 2-pt layup at rim (assist by A. Drummond),79,73
326,4,9:37.0,J. Nurkić misses 2-pt hook shot from 4 ft,,79,73
327,4,9:36.0,,Defensive rebound by A. Baynes,79,73
328,4,9:31.0,,S. Johnson misses 2-pt layup at rim,79,73
329,4,9:30.0,Defensive rebound by R. Foye,,79,73
330,4,9:24.0,G. Harris misses 3-pt jump shot from 25 ft,,79,73
331,4,9:24.0,,Defensive rebound by A. Baynes,79,73
332,4,9:14.0,,A. Drummond misses 2-pt hook shot from 7 ft,79,73
333,4,9:11.0,Defensive rebound by W. Barton,,79,73
334,4,8:57.0,J. Nurkić makes 2-pt hook shot from 6 ft (assist by W. Barton),,81,73
335,4,8:41.0,,D. Hilliard makes 2-pt layup at rim,81,75
336,4,8:41.0,,Shooting foul by R. Foye (drawn by D. Hilliard),81,75
337,4,8:41.0,Official timeout,,81,75
338,4,8:41.0,,A. Tolliver enters the game for A. Baynes,81,75
339,4,8:41.0,,D. Hilliard makes free throw 1 of 1,81,76
340,4,8:21.0,W. Barton makes 2-pt layup at rim,,83,76
341,4,8:03.0,,A. Tolliver makes 3-pt jump shot from 26 ft (assist by S. Johnson),83,79
342,4,7:42.0,W. Barton misses 2-pt jump shot from 17 ft,,83,79
343,4,7:42.0,,Defensive rebound by D. Hilliard,83,79
344,4,7:34.0,,A. Tolliver makes 3-pt jump shot from 23 ft (assist by D. Hilliard),83,82
345,4,7:33.0,Denver full timeout,,83,82
346,4,7:33.0,D. Gallinari enters the game for J. Lauvergne,,83,82
347,4,7:08.0,W. Barton misses 2-pt jump shot from 4 ft,,83,82
348,4,7:07.0,,Defensive rebound by A. Drummond,83,82
349,4,6:51.0,,A. Drummond misses 2-pt hook shot from 4 ft,83,82
350,4,6:49.0,Defensive rebound by W. Barton,,83,82
351,4,6:42.0,E. Mudiay enters the game for G. Harris,,83,82
352,4,6:30.0,R. Foye makes 3-pt jump shot from 27 ft,,86,82
353,4,6:06.0,,S. Johnson misses 2-pt jump shot from 6 ft,86,82
354,4,6:05.0,Defensive rebound by J. Nurkić,,86,82
355,4,5:46.0,W. Barton misses 3-pt jump shot from 24 ft,,86,82
356,4,5:45.0,Offensive rebound by J. Nurkić,,86,82
357,4,5:43.0,J. Nurkić makes 2-pt layup at rim,,88,82
358,4,5:19.0,,S. Johnson makes 2-pt layup at rim,88,84
359,4,4:51.0,D. Gallinari misses 2-pt jump shot from 20 ft,,88,84
360,4,4:51.0,,Defensive rebound by A. Tolliver,88,84
361,4,4:33.0,,D. Hilliard misses 2-pt layup at rim,88,84
362,4,4:31.0,Defensive rebound by J. Nurkić,,88,84
363,4,4:27.0,W. Barton makes 2-pt layup at rim,,90,84
364,4,4:11.0,,Turnover by S. Johnson (lost ball),90,84
365,4,4:11.0,,M. Morris enters the game for D. Hilliard,90,84
366,4,3:52.0,W. Barton makes 2-pt layup at rim,,92,84
367,4,3:52.0,,Detroit full timeout,92,84
368,4,3:33.0,,S. Johnson misses 2-pt jump shot from 10 ft,92,84
369,4,3:32.0,Defensive rebound by W. Barton,,92,84
370,4,3:19.0,Shooting foul by M. Morris (drawn by W. Barton),,92,84
371,4,3:19.0,W. Barton misses free throw 1 of 2,,92,84
372,4,3:19.0,Offensive rebound by Team,,92,84
373,4,3:19.0,,D. Hilliard enters the game for A. Tolliver,92,84
374,4,3:19.0,W. Barton makes free throw 2 of 2,,93,84
375,4,3:03.0,,M. Morris misses 2-pt jump shot from 5 ft (block by J. Nurkić),93,84
376,4,3:02.0,Defensive rebound by J. Nurkić,,93,84
377,4,2:57.0,D. Gallinari misses 2-pt jump shot from 3 ft,,93,84
378,4,2:57.0,Offensive rebound by W. Barton,,93,84
379,4,2:57.0,Personal foul by A. Drummond (drawn by W. Barton),,93,84
380,4,2:57.0,W. Barton makes free throw 1 of 2,,94,84
381,4,2:57.0,,B. Jennings enters the game for S. Blake,94,84
382,4,2:57.0,W. Barton makes free throw 2 of 2,,95,84
383,4,2:40.0,,A. Drummond misses 2-pt layup at rim (block by W. Barton),95,84
