,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,SAN ANTONIO_ACTION,WASHINGTON_SCORE,SAN ANTONIO_SCORE
177,2,5:58.0,,D. Green enters the game for K. Anderson,39,42
178,2,5:58.0,,K. Leonard makes free throw 2 of 2,39,43
179,2,5:48.0,Turnover by J. Wall (bad pass; steal by D. West),,39,43
180,2,5:29.0,,T. Parker misses 3-pt jump shot from 25 ft,39,43
181,2,5:28.0,Defensive rebound by K. Humphries,,39,43
182,2,5:15.0,O. Porter misses 3-pt jump shot from 24 ft,,39,43
183,2,5:14.0,,Defensive rebound by D. West,39,43
184,2,4:51.0,,Turnover by T. Parker (traveling),39,43
185,2,4:38.0,Shooting foul by K. Leonard (drawn by J. Wall),,39,43
186,2,4:38.0,J. Wall makes free throw 1 of 2,,40,43
187,2,4:38.0,J. Wall misses free throw 2 of 2,,40,43
188,2,4:38.0,,Defensive rebound by D. West,40,43
189,2,4:15.0,,D. West misses 2-pt layup at rim,40,43
190,2,4:15.0,Defensive rebound by M. Gortat,,40,43
191,2,4:08.0,K. Humphries makes 2-pt jump shot from 13 ft (assist by J. Wall),,42,43
192,2,4:08.0,,San Antonio full timeout,42,43
193,2,3:56.0,,T. Parker makes 2-pt layup from 1 ft,42,45
194,2,3:42.0,Turnover by J. Wall (bad pass; steal by K. Leonard),,42,45
195,2,3:39.0,Violation by J. Wall (def goaltending),,42,45
196,2,3:39.0,,T. Parker makes 2-pt layup from 1 ft,42,47
197,2,3:23.0,R. Sessions misses 2-pt jump shot from 5 ft,,42,47
198,2,3:22.0,,Defensive rebound by K. Leonard,42,47
199,2,3:16.0,,D. Green misses 3-pt jump shot from 24 ft,42,47
200,2,3:15.0,Defensive rebound by M. Gortat,,42,47
201,2,2:58.0,K. Humphries misses 3-pt jump shot from 24 ft,,42,47
202,2,2:57.0,,Defensive rebound by D. Green,42,47
203,2,2:49.0,,T. Parker makes 2-pt jump shot from 17 ft,42,49
204,2,2:32.0,J. Wall misses 3-pt jump shot from 24 ft,,42,49
205,2,2:32.0,,Defensive rebound by Team,42,49
206,2,2:32.0,Loose ball foul by K. Humphries (drawn by L. Aldridge),,42,49
207,2,2:32.0,,L. Aldridge makes free throw 1 of 2,42,50
208,2,2:32.0,K. Oubre enters the game for O. Porter,,42,50
209,2,2:32.0,,M. Ginóbili enters the game for D. Green,42,50
210,2,2:32.0,,L. Aldridge makes free throw 2 of 2,42,51
211,2,2:18.0,Personal foul by M. Ginóbili (drawn by J. Wall),,42,51
212,2,2:04.0,K. Oubre makes 2-pt dunk at rim (assist by K. Humphries),,44,51
213,2,1:47.0,,L. Aldridge makes 2-pt jump shot from 17 ft (assist by T. Parker),44,53
214,2,1:34.0,Shooting foul by D. West (drawn by K. Oubre),,44,53
215,2,1:34.0,K. Oubre makes free throw 1 of 2,,45,53
216,2,1:34.0,,J. Simmons enters the game for M. Ginóbili,45,53
217,2,1:34.0,,B. Diaw enters the game for D. West,45,53
218,2,1:34.0,K. Oubre makes free throw 2 of 2,,46,53
219,2,1:22.0,,L. Aldridge misses 2-pt jump shot from 18 ft,46,53
220,2,1:21.0,Defensive rebound by J. Wall,,46,53
221,2,1:18.0,Personal foul by J. Simmons (drawn by J. Wall),,46,53
222,2,1:18.0,J. Wall makes free throw 1 of 2,,47,53
223,2,1:18.0,,K. Anderson enters the game for J. Simmons,47,53
224,2,1:18.0,J. Wall makes free throw 2 of 2,,48,53
225,2,1:02.0,,K. Leonard makes 2-pt jump shot from 16 ft (assist by T. Parker),48,55
226,2,0:57.0,R. Sessions makes 2-pt layup from 2 ft,,50,55
227,2,0:57.0,Shooting foul by T. Parker (drawn by R. Sessions),,50,55
228,2,0:57.0,R. Sessions misses free throw 1 of 1,,50,55
229,2,0:57.0,Offensive rebound by J. Wall,,50,55
230,2,0:48.0,Shooting foul by K. Anderson (drawn by K. Oubre),,50,55
231,2,0:48.0,K. Oubre makes free throw 1 of 2,,51,55
232,2,0:48.0,,M. Ginóbili enters the game for K. Anderson,51,55
233,2,0:48.0,K. Oubre makes free throw 2 of 2,,52,55
234,2,0:33.0,,T. Parker misses 2-pt layup at rim (block by M. Gortat),52,55
235,2,0:32.0,Defensive rebound by M. Gortat,,52,55
236,2,0:27.0,J. Wall misses 3-pt jump shot from 25 ft,,52,55
237,2,0:26.0,,Defensive rebound by T. Parker,52,55
238,2,0:02.0,,Turnover by Team (shot clock),52,55
239,3,11:49.0,J. Wall misses 2-pt jump shot from 11 ft,,52,55
240,3,11:48.0,,Defensive rebound by L. Aldridge,52,55
241,3,11:33.0,,D. West makes 2-pt jump shot from 17 ft (assist by T. Parker),52,57
242,3,11:20.0,G. Neal makes 2-pt jump shot from 20 ft (assist by J. Wall),,54,57
243,3,11:04.0,,Turnover by T. Parker (bad pass; steal by J. Wall),54,57
244,3,11:04.0,Personal take foul by D. West (drawn by J. Wall),,54,57
245,3,10:51.0,G. Neal misses 2-pt jump shot from 19 ft,,54,57
246,3,10:50.0,,Defensive rebound by L. Aldridge,54,57
247,3,10:37.0,,Personal foul by K. Humphries (drawn by D. West),54,57
248,3,10:22.0,,T. Parker makes 2-pt layup from 2 ft (assist by L. Aldridge),54,59
249,3,10:08.0,O. Porter misses 2-pt jump shot from 10 ft,,54,59
250,3,10:07.0,,Defensive rebound by D. West,54,59
251,3,9:58.0,,T. Parker misses 2-pt jump shot from 19 ft,54,59
252,3,9:58.0,Defensive rebound by M. Gortat,,54,59
253,3,9:50.0,Turnover by J. Wall (bad pass; steal by K. Leonard),,54,59
254,3,9:46.0,,K. Leonard makes 2-pt dunk at rim,54,61
255,3,9:46.0,Washington full timeout,,54,61
256,3,9:34.0,G. Neal misses 2-pt jump shot from 8 ft (block by T. Parker),,54,61
257,3,9:33.0,,Defensive rebound by D. Green,54,61
258,3,9:15.0,,D. Green misses 3-pt jump shot from 22 ft,54,61
259,3,9:15.0,Defensive rebound by J. Wall,,54,61
260,3,9:08.0,O. Porter makes 2-pt jump shot from 20 ft,,56,61
261,3,8:52.0,,K. Leonard makes 2-pt jump shot from 16 ft,56,63
262,3,8:42.0,O. Porter misses 3-pt jump shot from 25 ft,,56,63
263,3,8:42.0,,Defensive rebound by D. West,56,63
264,3,8:30.0,,K. Leonard makes 3-pt jump shot from 25 ft (assist by T. Parker),56,66
265,3,8:10.0,G. Neal makes 2-pt jump shot from 20 ft (assist by M. Gortat),,58,66
266,3,7:52.0,,D. West makes 2-pt hook shot from 6 ft (assist by K. Leonard),58,68
267,3,7:30.0,J. Wall makes 2-pt jump shot from 8 ft (assist by M. Gortat),,60,68
268,3,7:07.0,,K. Leonard makes 2-pt jump shot from 14 ft (assist by D. West),60,70
269,3,6:58.0,J. Wall misses 2-pt jump shot from 15 ft,,60,70
270,3,6:56.0,Offensive rebound by G. Neal,,60,70
271,3,6:47.0,J. Wall misses 2-pt layup from 2 ft (block by D. West),,60,70
272,3,6:47.0,Offensive rebound by Team,,60,70
273,3,6:47.0,Technical foul by J. Wall,,60,70
274,3,6:47.0,,K. Leonard makes technical free throw,60,71
275,3,6:30.0,O. Porter misses 2-pt jump shot from 20 ft,,60,71
276,3,6:29.0,,Defensive rebound by L. Aldridge,60,71
277,3,6:17.0,,K. Leonard misses 3-pt jump shot from 24 ft,60,71
278,3,6:17.0,,Offensive rebound by Team,60,71
279,3,6:17.0,K. Oubre enters the game for O. Porter,,60,71
280,3,6:13.0,,L. Aldridge makes 2-pt jump shot from 16 ft (assist by T. Parker),60,73
281,3,6:08.0,Personal foul by D. West (drawn by M. Gortat),,60,73
282,3,6:02.0,G. Neal misses 2-pt layup from 2 ft,,60,73
283,3,5:59.0,Offensive rebound by M. Gortat,,60,73
284,3,5:58.0,M. Gortat misses 2-pt jump shot from 6 ft,,60,73
285,3,5:55.0,,Defensive rebound by D. West,60,73
286,3,5:52.0,,D. Green makes 2-pt layup from 2 ft (assist by T. Parker),60,75
287,3,5:52.0,Washington full timeout,,60,75
288,3,5:52.0,J. Dudley enters the game for K. Humphries,,60,75
289,3,5:45.0,Shooting foul by T. Parker (drawn by J. Wall),,60,75
290,3,5:45.0,J. Wall makes free throw 1 of 2,,61,75
291,3,5:45.0,J. Wall makes free throw 2 of 2,,62,75
292,3,5:30.0,,K. Leonard misses 2-pt jump shot from 17 ft,62,75
293,3,5:28.0,,Offensive rebound by T. Parker,62,75
294,3,5:23.0,,D. Green makes 3-pt jump shot from 25 ft (assist by T. Parker),62,78
295,3,5:10.0,G. Neal misses 2-pt jump shot from 19 ft,,62,78
296,3,5:09.0,,Defensive rebound by D. West,62,78
297,3,4:58.0,,L. Aldridge misses 2-pt jump shot from 8 ft,62,78
298,3,4:57.0,Defensive rebound by K. Oubre,,62,78
299,3,4:50.0,K. Oubre makes 3-pt jump shot from 22 ft (assist by J. Wall),,65,78
300,3,4:28.0,,T. Parker misses 2-pt layup at rim (block by M. Gortat),65,78
301,3,4:28.0,,Offensive rebound by Team,65,78
302,3,4:25.0,,D. West makes 2-pt layup from 1 ft (assist by T. Parker),65,80
303,3,4:21.0,Shooting block foul by D. Green (drawn by G. Neal),,65,80
304,3,4:21.0,G. Neal makes free throw 1 of 2,,66,80
305,3,4:21.0,G. Neal makes free throw 2 of 2,,67,80
306,3,4:09.0,,Def 3 sec tech foul by K. Oubre,67,80
307,3,4:09.0,,K. Leonard makes technical free throw,67,81
308,3,4:01.0,,Personal foul by K. Oubre (drawn by K. Leonard),67,81
309,3,3:55.0,,D. West misses 2-pt layup from 1 ft (block by M. Gortat),67,81
310,3,3:53.0,,Offensive rebound by D. West,67,81
311,3,3:49.0,,T. Parker misses 3-pt jump shot from 25 ft,67,81
312,3,3:49.0,Defensive rebound by J. Dudley,,67,81
313,3,3:35.0,K. Oubre misses 3-pt jump shot from 24 ft,,67,81
314,3,3:34.0,,Defensive rebound by L. Aldridge,67,81
315,3,3:28.0,,San Antonio full timeout,67,81
316,3,3:28.0,,M. Ginóbili enters the game for D. Green,67,81
317,3,3:28.0,,B. Diaw enters the game for D. West,67,81
318,3,3:11.0,,L. Aldridge misses 2-pt jump shot from 15 ft,67,81
319,3,3:10.0,Defensive rebound by M. Gortat,,67,81
320,3,3:03.0,Turnover by J. Wall (bad pass; steal by T. Parker),,67,81
321,3,2:49.0,,M. Ginóbili misses 2-pt jump shot from 11 ft,67,81
322,3,2:49.0,Defensive rebound by G. Neal,,67,81
323,3,2:26.0,J. Wall misses 2-pt jump shot from 14 ft,,67,81
324,3,2:25.0,,Defensive rebound by B. Diaw,67,81
325,3,2:11.0,,L. Aldridge makes 2-pt layup at rim (assist by M. Ginóbili),67,83
326,3,1:45.0,M. Gortat makes 2-pt jump shot from 10 ft (assist by G. Neal),,69,83
327,3,1:35.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,69,83
328,3,1:35.0,Defensive rebound by M. Gortat,,69,83
329,3,1:10.0,M. Gortat misses 2-pt jump shot from 14 ft,,69,83
330,3,1:09.0,,Defensive rebound by L. Aldridge,69,83
331,3,0:45.0,,T. Parker misses 2-pt jump shot from 19 ft,69,83
332,3,0:45.0,Defensive rebound by G. Neal,,69,83
333,3,0:37.0,J. Wall makes 2-pt jump shot from 18 ft,,71,83
334,3,0:29.0,,Turnover by M. Ginóbili (bad pass; steal by M. Gortat),71,83
335,3,0:27.0,,P. Mills enters the game for T. Parker,71,83
336,3,0:27.0,,B. Marjanović enters the game for L. Aldridge,71,83
337,3,0:07.0,G. Neal misses 2-pt jump shot from 14 ft,,71,83
338,3,0:06.0,,Defensive rebound by K. Leonard,71,83
339,3,0:02.0,,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by K. Leonard),71,86
340,3,0:01.0,K. Oubre misses 3-pt jump shot from 46 ft,,71,86
341,3,0:00.0,Offensive rebound by Team,,71,86
342,4,11:48.0,Violation by K. Oubre (def goaltending),,71,86
343,4,11:48.0,,B. Marjanović makes 2-pt layup from 1 ft (assist by M. Ginóbili),71,88
344,4,11:35.0,Turnover by R. Sessions (lost ball; steal by P. Mills),,71,88
345,4,11:31.0,Offensive charge foul by K. Anderson (drawn by G. Temple),,71,88
346,4,11:31.0,,Turnover by K. Anderson (offensive foul),71,88
347,4,11:19.0,J. Dudley makes 2-pt jump shot from 16 ft (assist by R. Sessions),,73,88
348,4,11:06.0,,P. Mills makes 2-pt layup at rim (assist by M. Ginóbili),73,90
349,4,10:42.0,K. Oubre misses 2-pt jump shot from 5 ft,,73,90
350,4,10:42.0,Offensive rebound by D. Blair,,73,90
351,4,10:42.0,D. Blair misses 2-pt layup from 1 ft,,73,90
352,4,10:41.0,,Defensive rebound by B. Marjanović,73,90
353,4,10:36.0,,Shooting foul by D. Blair (drawn by B. Marjanović),73,90
354,4,10:36.0,,B. Marjanović makes free throw 1 of 2,73,91
355,4,10:36.0,,B. Marjanović makes free throw 2 of 2,73,92
356,4,10:16.0,Shooting foul by B. Diaw (drawn by R. Sessions),,73,92
357,4,10:16.0,R. Sessions makes free throw 1 of 2,,74,92
358,4,10:16.0,R. Sessions makes free throw 2 of 2,,75,92
359,4,9:54.0,,B. Diaw makes 2-pt layup from 1 ft (assist by K. Anderson),75,94
360,4,9:42.0,K. Oubre misses 3-pt jump shot from 25 ft,,75,94
361,4,9:41.0,,Defensive rebound by B. Marjanović,75,94
362,4,9:30.0,,Shooting foul by R. Sessions (drawn by P. Mills),75,94
363,4,9:30.0,,P. Mills makes free throw 1 of 3,75,95
364,4,9:30.0,,P. Mills makes free throw 2 of 3,75,96
365,4,9:30.0,M. Gortat enters the game for D. Blair,,75,96
366,4,9:30.0,J. Wall enters the game for J. Dudley,,75,96
367,4,9:30.0,K. Humphries enters the game for R. Sessions,,75,96
368,4,9:30.0,,K. Leonard enters the game for M. Ginóbili,75,96
369,4,9:30.0,,P. Mills makes free throw 3 of 3,75,97
370,4,9:13.0,Turnover by J. Wall (bad pass; steal by B. Diaw),,75,97
371,4,9:04.0,,B. Diaw misses 2-pt jump shot from 8 ft,75,97
372,4,9:03.0,Defensive rebound by K. Humphries,,75,97
373,4,8:54.0,K. Oubre makes 2-pt layup from 1 ft (assist by J. Wall),,77,97
374,4,8:38.0,,Turnover by B. Marjanović (traveling),77,97
375,4,8:38.0,Official timeout,,77,97
376,4,8:38.0,Violation by Team (delay of game),,77,97
377,4,8:17.0,K. Oubre makes 2-pt dunk at rim (assist by J. Wall),,79,97
378,4,7:50.0,,K. Leonard misses 2-pt jump shot from 14 ft,79,97
379,4,7:48.0,Defensive rebound by K. Humphries,,79,97
380,4,7:36.0,J. Wall misses 2-pt layup from 1 ft (block by B. Diaw),,79,97
381,4,7:35.0,Offensive rebound by K. Oubre,,79,97
382,4,7:34.0,Washington full timeout,,79,97
383,4,7:34.0,,D. West enters the game for B. Marjanović,79,97
384,4,7:26.0,J. Wall misses 2-pt jump shot from 18 ft,,79,97
385,4,7:25.0,Offensive rebound by M. Gortat,,79,97
386,4,7:20.0,M. Gortat misses 2-pt jump shot from 17 ft,,79,97
387,4,7:19.0,,Defensive rebound by K. Anderson,79,97
