,QUARTER,TIME_REMAINING,DALLAS_ACTION,WASHINGTON_ACTION,DALLAS_SCORE,WASHINGTON_SCORE
200,2,4:36.0,,Defensive rebound by J. Dudley,41,48
201,2,4:27.0,,R. Sessions misses 3-pt jump shot from 24 ft,41,48
202,2,4:26.0,Defensive rebound by D. Williams,,41,48
203,2,4:19.0,C. Villanueva makes 2-pt layup from 1 ft (assist by D. Williams),,43,48
204,2,4:04.0,,G. Neal makes 2-pt jump shot from 15 ft,43,50
205,2,3:51.0,Turnover by Z. Pachulia (bad pass),,43,50
206,2,3:39.0,,G. Neal makes 3-pt jump shot from 23 ft (assist by J. Dudley),43,53
207,2,3:23.0,W. Matthews misses 3-pt jump shot from 25 ft,,43,53
208,2,3:22.0,Offensive rebound by Z. Pachulia,,43,53
209,2,3:22.0,Shooting foul by B. Beal (drawn by Z. Pachulia),,43,53
210,2,3:22.0,Z. Pachulia makes free throw 1 of 2,,44,53
211,2,3:22.0,D. Nowitzki enters the game for C. Villanueva,,44,53
212,2,3:22.0,J. Jenkins enters the game for R. Felton,,44,53
213,2,3:22.0,Z. Pachulia misses free throw 2 of 2,,44,53
214,2,3:21.0,,Defensive rebound by B. Beal,44,53
215,2,3:07.0,,J. Wall misses 2-pt layup at rim,44,53
216,2,3:06.0,Defensive rebound by W. Matthews,,44,53
217,2,2:56.0,D. Williams makes 3-pt jump shot from 24 ft (assist by W. Matthews),,47,53
218,2,2:47.0,,J. Dudley makes 3-pt jump shot from 25 ft (assist by B. Beal),47,56
219,2,2:29.0,Z. Pachulia makes 2-pt layup from 1 ft (assist by D. Nowitzki),,49,56
220,2,2:18.0,,G. Neal misses 3-pt jump shot from 25 ft,49,56
221,2,2:17.0,Defensive rebound by W. Matthews,,49,56
222,2,2:07.0,Turnover by D. Nowitzki (bad pass; steal by J. Wall),,49,56
223,2,2:02.0,,J. Wall makes 2-pt layup from 1 ft,49,58
224,2,1:49.0,D. Williams misses 2-pt jump shot from 6 ft,,49,58
225,2,1:48.0,Offensive rebound by Z. Pachulia,,49,58
226,2,1:46.0,Z. Pachulia misses 2-pt layup from 1 ft,,49,58
227,2,1:46.0,,Defensive rebound by Team,49,58
228,2,1:46.0,Official timeout,,49,58
229,2,1:46.0,R. Felton enters the game for Z. Pachulia,,49,58
230,2,1:24.0,,B. Beal misses 2-pt jump shot from 6 ft,49,58
231,2,1:22.0,Defensive rebound by D. Nowitzki,,49,58
232,2,1:05.0,D. Nowitzki makes 2-pt jump shot from 12 ft,,51,58
233,2,0:53.0,,J. Dudley misses 2-pt jump shot from 14 ft,51,58
234,2,0:52.0,Defensive rebound by R. Felton,,51,58
235,2,0:35.0,Personal foul by J. Dudley (drawn by D. Nowitzki),,51,58
236,2,0:35.0,D. Nowitzki makes free throw 1 of 2,,52,58
237,2,0:35.0,D. Nowitzki makes free throw 2 of 2,,53,58
238,2,0:33.0,,Turnover by B. Beal (bad pass; steal by R. Felton),53,58
239,2,0:27.0,J. Jenkins makes 2-pt jump shot from 22 ft (assist by D. Williams),,55,58
240,2,0:04.0,,Shooting foul by R. Felton (drawn by R. Sessions),55,58
241,2,0:04.0,,R. Sessions misses free throw 1 of 2,55,58
242,2,0:04.0,,Offensive rebound by Team,55,58
243,2,0:04.0,,K. Oubre enters the game for J. Dudley,55,58
244,2,0:04.0,,R. Sessions misses free throw 2 of 2,55,58
245,2,0:04.0,Defensive rebound by W. Matthews,,55,58
246,2,0:01.0,D. Williams misses 3-pt jump shot from 59 ft,,55,58
247,2,0:00.0,Offensive rebound by Team,,55,58
248,3,11:40.0,Violation by Z. Pachulia (kicked ball),,55,58
249,3,11:26.0,,B. Beal misses 2-pt jump shot from 23 ft,55,58
250,3,11:26.0,,Offensive rebound by Team,55,58
251,3,11:26.0,,Turnover by Team (shot clock),55,58
252,3,11:16.0,Z. Pachulia makes 2-pt jump shot from 6 ft (assist by D. Nowitzki),,57,58
253,3,11:16.0,Shooting foul by B. Beal (drawn by Z. Pachulia),,57,58
254,3,11:16.0,Z. Pachulia makes free throw 1 of 1,,58,58
255,3,11:02.0,,B. Beal misses 2-pt jump shot from 4 ft,58,58
256,3,11:01.0,,Offensive rebound by O. Porter,58,58
257,3,11:00.0,,O. Porter makes 2-pt layup from 1 ft,58,60
258,3,10:30.0,W. Matthews makes 3-pt jump shot from 22 ft (assist by Z. Pachulia),,61,60
259,3,10:17.0,,Personal foul by W. Matthews (drawn by B. Beal),61,60
260,3,10:06.0,,J. Wall misses 2-pt jump shot from 20 ft,61,60
261,3,10:05.0,Defensive rebound by D. Williams,,61,60
262,3,9:52.0,Turnover by Z. Pachulia (bad pass),,61,60
263,3,9:40.0,,O. Porter makes 3-pt jump shot from 24 ft (assist by J. Wall),61,63
264,3,9:15.0,D. Williams misses 3-pt jump shot from 25 ft,,61,63
265,3,9:15.0,Offensive rebound by Team,,61,63
266,3,9:15.0,,Loose ball foul by D. Blair (drawn by Z. Pachulia),61,63
267,3,9:08.0,W. Matthews makes 3-pt jump shot from 26 ft (assist by D. Williams),,64,63
268,3,8:55.0,,O. Porter misses 3-pt jump shot from 24 ft,64,63
269,3,8:54.0,Defensive rebound by R. Felton,,64,63
270,3,8:35.0,D. Nowitzki makes 2-pt jump shot from 13 ft,,66,63
271,3,8:18.0,,Turnover by J. Wall (bad pass; steal by Z. Pachulia),66,63
272,3,8:11.0,W. Matthews makes 3-pt jump shot from 24 ft,,69,63
273,3,8:11.0,,Washington full timeout,69,63
274,3,8:00.0,,J. Dudley misses 3-pt jump shot from 22 ft,69,63
275,3,7:59.0,Defensive rebound by W. Matthews,,69,63
276,3,7:38.0,D. Williams misses 2-pt jump shot from 8 ft,,69,63
277,3,7:37.0,,Defensive rebound by J. Wall,69,63
278,3,7:33.0,,Turnover by J. Wall (bad pass; steal by R. Felton),69,63
279,3,7:21.0,Turnover by R. Felton (bad pass; steal by J. Wall),,69,63
280,3,7:16.0,,B. Beal misses 3-pt jump shot from 25 ft,69,63
281,3,7:13.0,Defensive rebound by D. Nowitzki,,69,63
282,3,6:52.0,W. Matthews misses 3-pt jump shot from 23 ft,,69,63
283,3,6:50.0,,Defensive rebound by O. Porter,69,63
284,3,6:43.0,,J. Dudley misses 3-pt jump shot from 24 ft,69,63
285,3,6:42.0,,Offensive rebound by Team,69,63
286,3,6:41.0,,G. Neal enters the game for J. Dudley,69,63
287,3,6:41.0,C. Villanueva enters the game for D. Nowitzki,,69,63
288,3,6:33.0,,J. Wall makes 2-pt layup from 1 ft,69,65
289,3,6:20.0,D. Williams misses 2-pt jump shot from 5 ft,,69,65
290,3,6:18.0,,Defensive rebound by O. Porter,69,65
291,3,6:05.0,,J. Wall makes 2-pt jump shot from 13 ft,69,67
292,3,5:44.0,W. Matthews makes 2-pt jump shot from 13 ft,,71,67
293,3,5:29.0,,O. Porter misses 2-pt jump shot from 8 ft,71,67
294,3,5:28.0,Defensive rebound by Z. Pachulia,,71,67
295,3,5:15.0,W. Matthews misses 2-pt jump shot from 7 ft,,71,67
296,3,5:14.0,,Defensive rebound by D. Blair,71,67
297,3,5:08.0,,J. Wall makes 2-pt layup from 1 ft,71,69
298,3,5:08.0,,Shooting foul by R. Felton (drawn by J. Wall),71,69
299,3,5:08.0,,J. Wall makes free throw 1 of 1,71,70
300,3,4:51.0,Z. Pachulia misses 2-pt jump shot from 7 ft,,71,70
301,3,4:50.0,,Defensive rebound by D. Blair,71,70
302,3,4:43.0,,O. Porter misses 2-pt layup from 2 ft,71,70
303,3,4:40.0,Defensive rebound by Z. Pachulia,,71,70
304,3,4:37.0,Shooting foul by D. Blair (drawn by Z. Pachulia),,71,70
305,3,4:37.0,Z. Pachulia makes free throw 1 of 2,,72,70
306,3,4:37.0,,J. Dudley enters the game for D. Blair,72,70
307,3,4:37.0,J. Jenkins enters the game for R. Felton,,72,70
308,3,4:37.0,Z. Pachulia makes free throw 2 of 2,,73,70
309,3,4:28.0,,J. Wall makes 2-pt dunk at rim,73,72
310,3,4:10.0,J. Jenkins makes 3-pt jump shot from 24 ft (assist by W. Matthews),,76,72
311,3,3:52.0,,O. Porter misses 2-pt jump shot from 17 ft,76,72
312,3,3:52.0,Defensive rebound by J. Jenkins,,76,72
313,3,3:44.0,Turnover by C. Villanueva (step out of bounds),,76,72
314,3,3:27.0,,O. Porter misses 3-pt jump shot from 24 ft,76,72
315,3,3:26.0,,Offensive rebound by J. Dudley,76,72
316,3,3:20.0,,O. Porter makes 2-pt layup from 1 ft (assist by G. Neal),76,74
317,3,2:57.0,W. Matthews makes 3-pt jump shot from 26 ft (assist by D. Williams),,79,74
318,3,2:51.0,,J. Wall makes 2-pt layup from 2 ft,79,76
319,3,2:51.0,,Shooting foul by C. Villanueva (drawn by J. Wall),79,76
320,3,2:51.0,Dallas full timeout,,79,76
321,3,2:51.0,,J. Wall makes free throw 1 of 1,79,77
322,3,2:28.0,C. Villanueva makes 3-pt jump shot from 24 ft (assist by W. Matthews),,82,77
323,3,2:06.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),82,80
324,3,1:47.0,Personal foul by B. Beal (drawn by W. Matthews),,82,80
325,3,1:47.0,,R. Sessions enters the game for B. Beal,82,80
326,3,1:47.0,,G. Temple enters the game for O. Porter,82,80
327,3,1:47.0,D. Nowitzki enters the game for Z. Pachulia,,82,80
328,3,1:47.0,J. Evans enters the game for C. Villanueva,,82,80
329,3,1:35.0,J. Jenkins misses 3-pt jump shot from 25 ft,,82,80
330,3,1:34.0,,Defensive rebound by J. Dudley,82,80
331,3,1:26.0,,Personal foul by D. Williams (drawn by J. Wall),82,80
332,3,1:21.0,,R. Sessions makes 2-pt jump shot from 11 ft,82,82
333,3,1:04.0,D. Williams misses 2-pt jump shot from 3 ft,,82,82
334,3,1:03.0,,Defensive rebound by G. Temple,82,82
335,3,0:42.0,,J. Wall makes 2-pt jump shot from 18 ft,82,84
336,3,0:32.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by D. Williams),,85,84
337,3,0:31.0,,Washington full timeout,85,84
338,3,0:31.0,R. Felton enters the game for D. Nowitzki,,85,84
339,3,0:17.0,,J. Wall misses 3-pt jump shot from 25 ft,85,84
340,3,0:16.0,Defensive rebound by D. Williams,,85,84
341,3,0:02.0,Shooting foul by G. Temple (drawn by D. Williams),,85,84
342,3,0:02.0,D. Williams makes free throw 1 of 2,,86,84
343,3,0:02.0,D. Williams makes free throw 2 of 2,,87,84
344,4,11:41.0,R. Felton misses 2-pt jump shot from 7 ft,,87,84
345,4,11:41.0,,Defensive rebound by Team,87,84
346,4,11:22.0,,B. Beal misses 2-pt jump shot from 7 ft,87,84
347,4,11:21.0,Defensive rebound by D. Nowitzki,,87,84
348,4,11:03.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by R. Felton),,90,84
349,4,10:44.0,,O. Porter misses 3-pt jump shot from 26 ft,90,84
350,4,10:43.0,Defensive rebound by D. Nowitzki,,90,84
351,4,10:31.0,Turnover by R. Felton (bad pass; steal by R. Sessions),,90,84
352,4,10:22.0,,B. Beal makes 2-pt jump shot from 16 ft (assist by G. Temple),90,86
353,4,9:58.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by R. Felton),,93,86
354,4,9:34.0,,O. Porter makes 2-pt jump shot from 7 ft,93,88
355,4,9:22.0,Personal foul by R. Sessions (drawn by R. Felton),,93,88
356,4,9:07.0,R. Felton misses 3-pt jump shot from 26 ft,,93,88
357,4,9:04.0,Offensive rebound by J. Evans,,93,88
358,4,9:04.0,,Loose ball foul by R. Sessions (drawn by J. Evans),93,88
359,4,8:53.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by R. Felton),,96,88
360,4,8:40.0,,B. Beal misses 2-pt jump shot from 17 ft,96,88
361,4,8:39.0,Defensive rebound by R. Felton,,96,88
362,4,8:15.0,W. Matthews misses 3-pt jump shot from 26 ft,,96,88
363,4,8:12.0,Offensive rebound by J. Evans,,96,88
364,4,8:00.0,D. Nowitzki makes 2-pt jump shot from 13 ft,,98,88
365,4,8:00.0,,Washington full timeout,98,88
366,4,8:00.0,,J. Dudley enters the game for O. Porter,98,88
367,4,8:00.0,,J. Wall enters the game for R. Sessions,98,88
368,4,8:00.0,D. Williams enters the game for W. Matthews,,98,88
369,4,7:50.0,,Offensive foul by J. Dudley (drawn by D. Williams),98,88
370,4,7:50.0,,Turnover by J. Dudley (offensive foul),98,88
371,4,7:36.0,D. Nowitzki misses 2-pt jump shot from 16 ft,,98,88
372,4,7:35.0,,Defensive rebound by J. Wall,98,88
373,4,7:24.0,Violation by J. Evans (kicked ball),,98,88
374,4,7:24.0,,O. Porter enters the game for G. Temple,98,88
375,4,7:11.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by G. Neal),98,91
376,4,6:49.0,J. Evans makes 2-pt jump shot from 18 ft (assist by R. Felton),,100,91
377,4,6:37.0,,G. Neal misses 3-pt jump shot from 24 ft,100,91
378,4,6:35.0,Defensive rebound by R. Felton,,100,91
379,4,6:13.0,R. Felton misses 3-pt jump shot from 25 ft,,100,91
380,4,6:12.0,,Defensive rebound by O. Porter,100,91
381,4,6:06.0,,J. Wall makes 2-pt layup from 1 ft,100,93
382,4,6:06.0,Dallas full timeout,,100,93
383,4,6:06.0,W. Matthews enters the game for D. Nowitzki,,100,93
384,4,5:44.0,R. Felton makes 2-pt layup at rim (assist by W. Matthews),,102,93
385,4,5:26.0,,Turnover by B. Beal (lost ball; steal by D. Williams),102,93
386,4,5:04.0,W. Matthews misses 3-pt jump shot from 25 ft,,102,93
