,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,PHOENIX_ACTION,CLEVELAND_SCORE,PHOENIX_SCORE
27,1,7:32.0,,J. Leuer makes 2-pt jump shot from 8 ft,15,13
28,1,7:14.0,K. Irving makes 3-pt jump shot from 22 ft (assist by K. Love),,18,13
29,1,7:01.0,,P. Tucker makes 3-pt jump shot from 24 ft (assist by J. Leuer),18,16
30,1,6:40.0,Personal foul by A. Len (drawn by T. Thompson),,18,16
31,1,6:31.0,L. James makes 2-pt layup from 3 ft,,20,16
32,1,6:16.0,,J. Leuer misses 2-pt jump shot from 11 ft,20,16
33,1,6:15.0,Defensive rebound by K. Love,,20,16
34,1,6:05.0,K. Love misses 3-pt jump shot from 24 ft,,20,16
35,1,6:03.0,,Defensive rebound by A. Len,20,16
36,1,5:58.0,,Phoenix full timeout,20,16
37,1,5:44.0,,A. Len misses 2-pt jump shot from 13 ft,20,16
38,1,5:42.0,Defensive rebound by T. Thompson,,20,16
39,1,5:22.0,K. Love misses 2-pt hook shot from 7 ft,,20,16
40,1,5:18.0,,Defensive rebound by J. Leuer,20,16
41,1,5:10.0,,J. Leuer makes 2-pt jump shot from 6 ft,20,18
42,1,4:49.0,K. Irving misses 2-pt jump shot from 5 ft (block by J. Leuer),,20,18
43,1,4:45.0,,Defensive rebound by A. Len,20,18
44,1,4:35.0,,J. Leuer makes 3-pt jump shot from 24 ft (assist by D. Booker),20,21
45,1,4:15.0,Personal foul by J. Leuer (drawn by K. Love),,20,21
46,1,4:15.0,M. Dellavedova enters the game for K. Irving,,20,21
47,1,4:15.0,,T. Chandler enters the game for A. Len,20,21
48,1,4:15.0,,S. Weems enters the game for D. Booker,20,21
49,1,4:15.0,T. Mozgov enters the game for T. Thompson,,20,21
50,1,4:02.0,J. Smith misses 3-pt jump shot from 24 ft,,20,21
51,1,4:00.0,Offensive rebound by J. Smith,,20,21
52,1,3:56.0,Turnover by J. Smith (bad pass; steal by P. Tucker),,20,21
53,1,3:43.0,,T. Chandler misses 2-pt jump shot from 15 ft,20,21
54,1,3:42.0,Defensive rebound by T. Mozgov,,20,21
55,1,3:32.0,M. Dellavedova makes 3-pt jump shot from 22 ft (assist by L. James),,23,21
56,1,3:22.0,,B. Knight misses 2-pt jump shot from 20 ft,23,21
57,1,3:18.0,,Offensive rebound by T. Chandler,23,21
58,1,3:17.0,,Turnover by T. Chandler (bad pass; steal by L. James),23,21
59,1,3:14.0,L. James makes 2-pt layup at rim,,25,21
60,1,3:14.0,Shooting foul by J. Leuer (drawn by L. James),,25,21
61,1,3:14.0,,M. Teletović enters the game for J. Leuer,25,21
62,1,3:14.0,L. James makes free throw 1 of 1,,26,21
63,1,2:54.0,,B. Knight makes 2-pt layup from 1 ft,26,23
64,1,2:45.0,Cleveland full timeout,,26,23
65,1,2:45.0,I. Shumpert enters the game for L. James,,26,23
66,1,2:45.0,R. Jefferson enters the game for K. Love,,26,23
67,1,2:29.0,R. Jefferson makes 3-pt jump shot from 24 ft (assist by I. Shumpert),,29,23
68,1,2:11.0,,S. Weems makes 2-pt jump shot from 8 ft (assist by B. Knight),29,25
69,1,1:53.0,Turnover by I. Shumpert (bad pass; steal by B. Knight),,29,25
70,1,1:48.0,,B. Knight misses 2-pt layup from 1 ft (block by T. Mozgov),29,25
71,1,1:47.0,Defensive rebound by Team,,29,25
72,1,1:47.0,,Loose ball foul by M. Teletović (drawn by M. Dellavedova),29,25
73,1,1:47.0,M. Dellavedova makes free throw 1 of 2,,30,25
74,1,1:47.0,J. Jones enters the game for J. Smith,,30,25
75,1,1:47.0,,T. Warren enters the game for P. Tucker,30,25
76,1,1:47.0,,R. Price enters the game for B. Knight,30,25
77,1,1:47.0,M. Dellavedova makes free throw 2 of 2,,31,25
78,1,1:28.0,,M. Teletović misses 2-pt layup from 3 ft (block by R. Jefferson),31,25
79,1,1:27.0,,Offensive rebound by T. Chandler,31,25
80,1,1:26.0,,T. Chandler makes 2-pt dunk at rim,31,27
81,1,1:11.0,J. Jones misses 3-pt jump shot from 24 ft,,31,27
82,1,1:09.0,,Defensive rebound by S. Weems,31,27
83,1,1:00.0,,M. Teletović misses 3-pt jump shot from 24 ft,31,27
84,1,0:58.0,Defensive rebound by J. Jones,,31,27
85,1,0:54.0,Turnover by M. Dellavedova (bad pass),,31,27
86,1,0:42.0,,M. Teletović makes 3-pt jump shot from 25 ft (assist by S. Weems),31,30
87,1,0:27.0,J. Jones makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),,34,30
88,1,0:06.0,,S. Weems misses 2-pt layup from 2 ft (block by T. Mozgov),34,30
89,1,0:04.0,,Offensive rebound by T. Chandler,34,30
90,1,0:03.0,,Shooting foul by T. Mozgov (drawn by T. Chandler),34,30
91,1,0:03.0,,T. Chandler misses free throw 1 of 2,34,30
92,1,0:03.0,,Offensive rebound by Team,34,30
93,1,0:03.0,,T. Chandler misses free throw 2 of 2,34,30
94,1,0:00.0,,Offensive rebound by Team,34,30
95,2,11:48.0,T. Mozgov makes 2-pt dunk at rim (assist by M. Dellavedova),,36,30
96,2,11:25.0,,R. Price misses 2-pt jump shot from 4 ft (block by T. Mozgov),36,30
97,2,11:23.0,,Offensive rebound by S. Weems,36,30
98,2,11:21.0,,Turnover by S. Weems (step out of bounds),36,30
99,2,10:59.0,T. Mozgov misses 2-pt jump shot from 19 ft,,36,30
100,2,10:57.0,,Defensive rebound by M. Teletović,36,30
101,2,10:41.0,,T. Warren makes 3-pt jump shot from 24 ft (assist by M. Teletović),36,33
102,2,10:18.0,R. Jefferson misses 3-pt jump shot from 24 ft,,36,33
103,2,10:16.0,,Defensive rebound by A. Len,36,33
104,2,10:06.0,,A. Len misses 2-pt layup from 1 ft (block by R. Jefferson),36,33
105,2,10:03.0,,Offensive rebound by A. Len,36,33
106,2,10:03.0,,A. Len makes 2-pt layup from 1 ft,36,35
107,2,9:55.0,Turnover by M. Dellavedova (lost ball; steal by R. Price),,36,35
108,2,9:51.0,,M. Teletović misses 3-pt jump shot from 25 ft,36,35
109,2,9:49.0,,Offensive rebound by T. Warren,36,35
110,2,9:49.0,,T. Warren makes 2-pt layup from 1 ft,36,37
111,2,9:49.0,Cleveland full timeout,,36,37
112,2,9:49.0,L. James enters the game for J. Jones,,36,37
113,2,9:49.0,,Violation by Team (delay of game),36,37
114,2,9:33.0,Turnover by R. Jefferson (bad pass),,36,37
115,2,9:17.0,,Shooting foul by I. Shumpert (drawn by A. Len),36,37
116,2,9:17.0,,A. Len makes free throw 1 of 2,36,38
117,2,9:17.0,,P. Tucker enters the game for M. Teletović,36,38
118,2,9:17.0,T. Thompson enters the game for T. Mozgov,,36,38
119,2,9:17.0,,A. Len makes free throw 2 of 2,36,39
120,2,8:57.0,M. Dellavedova misses 2-pt jump shot from 14 ft,,36,39
121,2,8:55.0,,Defensive rebound by T. Warren,36,39
122,2,8:50.0,,T. Warren misses 2-pt jump shot from 15 ft,36,39
123,2,8:48.0,Defensive rebound by T. Thompson,,36,39
124,2,8:35.0,Personal foul by S. Weems (drawn by I. Shumpert),,36,39
125,2,8:27.0,L. James makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),,39,39
126,2,8:13.0,,P. Tucker misses 2-pt jump shot from 21 ft,39,39
127,2,8:12.0,,Offensive rebound by S. Weems,39,39
128,2,8:06.0,,T. Warren makes 3-pt jump shot from 22 ft (assist by S. Weems),39,42
129,2,7:47.0,Shooting foul by T. Warren (drawn by R. Jefferson),,39,42
130,2,7:47.0,R. Jefferson makes free throw 1 of 2,,40,42
131,2,7:47.0,K. Irving enters the game for M. Dellavedova,,40,42
132,2,7:47.0,R. Jefferson misses free throw 2 of 2,,40,42
133,2,7:46.0,,Defensive rebound by A. Len,40,42
134,2,7:25.0,,P. Tucker misses 2-pt jump shot from 5 ft (block by R. Jefferson),40,42
135,2,7:22.0,Defensive rebound by K. Irving,,40,42
136,2,7:21.0,Shooting foul by R. Price (drawn by K. Irving),,40,42
137,2,7:21.0,K. Irving makes free throw 1 of 2,,41,42
138,2,7:21.0,,B. Knight enters the game for R. Price,41,42
139,2,7:21.0,K. Love enters the game for R. Jefferson,,41,42
140,2,7:21.0,J. Smith enters the game for I. Shumpert,,41,42
141,2,7:21.0,,D. Booker enters the game for S. Weems,41,42
142,2,7:21.0,K. Irving makes free throw 2 of 2,,42,42
143,2,7:08.0,,B. Knight makes 2-pt jump shot from 19 ft (assist by P. Tucker),42,44
144,2,6:44.0,K. Love makes 3-pt jump shot from 25 ft (assist by L. James),,45,44
145,2,6:34.0,,T. Warren misses 2-pt jump shot from 11 ft,45,44
146,2,6:32.0,,Offensive rebound by A. Len,45,44
147,2,6:32.0,,A. Len misses 2-pt layup from 1 ft,45,44
148,2,6:29.0,,Offensive rebound by T. Warren,45,44
149,2,6:29.0,,T. Warren makes 2-pt layup from 3 ft,45,46
150,2,6:14.0,Turnover by K. Love (bad pass; steal by P. Tucker),,45,46
151,2,6:09.0,,P. Tucker makes 2-pt layup from 1 ft,45,48
152,2,5:47.0,K. Love makes 3-pt jump shot from 24 ft (assist by L. James),,48,48
153,2,5:23.0,,Turnover by A. Len (bad pass),48,48
154,2,5:23.0,Official timeout,,48,48
155,2,5:23.0,,J. Leuer enters the game for T. Warren,48,48
156,2,5:03.0,J. Smith makes 3-pt jump shot from 23 ft (assist by K. Love),,51,48
157,2,4:47.0,,A. Len misses 2-pt jump shot from 3 ft,51,48
158,2,4:45.0,Defensive rebound by K. Love,,51,48
159,2,4:33.0,J. Smith misses 3-pt jump shot from 23 ft,,51,48
160,2,4:32.0,Offensive rebound by Team,,51,48
161,2,4:26.0,K. Irving misses 2-pt layup from 1 ft,,51,48
162,2,4:23.0,,Defensive rebound by P. Tucker,51,48
163,2,4:16.0,,B. Knight misses 3-pt jump shot from 24 ft,51,48
164,2,4:14.0,Defensive rebound by K. Love,,51,48
165,2,4:03.0,T. Thompson makes 2-pt dunk at rim (assist by K. Irving),,53,48
166,2,3:38.0,,J. Leuer misses 2-pt jump shot from 18 ft,53,48
167,2,3:36.0,,Offensive rebound by D. Booker,53,48
168,2,3:24.0,,Shooting foul by K. Love (drawn by A. Len),53,48
169,2,3:24.0,,A. Len makes free throw 1 of 2,53,49
170,2,3:24.0,,A. Len misses free throw 2 of 2,53,49
171,2,3:23.0,Defensive rebound by J. Smith,,53,49
172,2,3:06.0,K. Irving makes 2-pt layup from 1 ft,,55,49
173,2,2:40.0,,P. Tucker misses 3-pt jump shot from 24 ft,55,49
174,2,2:36.0,Defensive rebound by K. Love,,55,49
175,2,2:36.0,,Phoenix full timeout,55,49
176,2,2:36.0,,T. Chandler enters the game for A. Len,55,49
177,2,2:36.0,M. Dellavedova enters the game for K. Irving,,55,49
178,2,2:36.0,Turnover by J. Smith (lost ball; steal by J. Leuer),,55,49
179,2,2:22.0,,Turnover by J. Leuer (bad pass; steal by M. Dellavedova),55,49
180,2,2:04.0,M. Dellavedova makes 3-pt jump shot from 24 ft (assist by L. James),,58,49
181,2,1:44.0,,Turnover by B. Knight (bad pass),58,49
182,2,1:28.0,Turnover by T. Thompson (3 sec),,58,49
183,2,1:17.0,,J. Leuer makes 3-pt jump shot from 25 ft (assist by B. Knight),58,52
184,2,0:57.0,J. Smith misses 3-pt jump shot from 22 ft,,58,52
185,2,0:55.0,,Defensive rebound by P. Tucker,58,52
186,2,0:54.0,,D. Booker makes 2-pt layup at rim (assist by P. Tucker),58,54
187,2,0:32.0,K. Love makes 2-pt hook shot from 7 ft,,60,54
188,2,0:14.0,,B. Knight misses 2-pt jump shot from 7 ft,60,54
189,2,0:12.0,Defensive rebound by T. Thompson,,60,54
190,3,11:43.0,K. Love misses 3-pt jump shot from 22 ft,,60,54
191,3,11:41.0,Offensive rebound by T. Thompson,,60,54
192,3,11:35.0,K. Love makes 3-pt jump shot from 22 ft (assist by J. Smith),,63,54
193,3,11:19.0,,J. Leuer misses 2-pt jump shot from 5 ft,63,54
194,3,11:17.0,Defensive rebound by K. Love,,63,54
195,3,11:10.0,K. Irving misses 2-pt jump shot from 17 ft,,63,54
196,3,11:08.0,,Defensive rebound by D. Booker,63,54
197,3,11:04.0,,Turnover by D. Booker (lost ball; steal by L. James),63,54
198,3,11:04.0,Personal take foul by D. Booker (drawn by L. James),,63,54
199,3,10:51.0,L. James makes 2-pt jump shot from 21 ft (assist by K. Irving),,65,54
200,3,10:38.0,,B. Knight makes 3-pt jump shot from 24 ft (assist by J. Leuer),65,57
201,3,10:24.0,K. Irving misses 3-pt jump shot from 23 ft,,65,57
202,3,10:22.0,,Defensive rebound by J. Leuer,65,57
203,3,10:18.0,,D. Booker makes 2-pt layup from 1 ft (assist by J. Leuer),65,59
204,3,10:07.0,T. Thompson makes 2-pt layup at rim (assist by L. James),,67,59
205,3,10:07.0,Shooting foul by A. Len (drawn by T. Thompson),,67,59
206,3,10:07.0,T. Thompson misses free throw 1 of 1,,67,59
207,3,10:06.0,,Defensive rebound by J. Leuer,67,59
208,3,9:56.0,,B. Knight makes 2-pt jump shot from 15 ft,67,61
209,3,9:36.0,J. Smith misses 3-pt jump shot from 24 ft,,67,61
210,3,9:34.0,Offensive rebound by K. Love,,67,61
211,3,9:30.0,L. James misses 3-pt jump shot from 25 ft,,67,61
212,3,9:29.0,,Defensive rebound by Team,67,61
213,3,9:20.0,,P. Tucker makes 2-pt layup at rim (assist by B. Knight),67,63
214,3,9:00.0,K. Love misses 3-pt jump shot from 25 ft,,67,63
215,3,8:58.0,Offensive rebound by T. Thompson,,67,63
216,3,8:50.0,J. Smith makes 3-pt jump shot from 25 ft (assist by L. James),,70,63
217,3,8:36.0,,B. Knight makes 2-pt jump shot from 20 ft (assist by J. Leuer),70,65
218,3,8:19.0,Personal foul by A. Len (drawn by T. Thompson),,70,65
219,3,8:06.0,J. Smith misses 3-pt jump shot from 24 ft,,70,65
220,3,8:03.0,,Defensive rebound by A. Len,70,65
221,3,8:00.0,Violation by T. Thompson (def goaltending),,70,65
222,3,8:00.0,,P. Tucker makes 2-pt jump shot from 3 ft,70,67
223,3,7:44.0,Shooting foul by A. Len (drawn by L. James),,70,67
224,3,7:44.0,L. James makes free throw 1 of 2,,71,67
225,3,7:44.0,,T. Chandler enters the game for A. Len,71,67
226,3,7:44.0,L. James misses free throw 2 of 2,,71,67
227,3,7:42.0,,Defensive rebound by J. Leuer,71,67
228,3,7:36.0,,Personal foul by L. James (drawn by D. Booker),71,67
229,3,7:32.0,,Personal foul by K. Love (drawn by T. Chandler),71,67
230,3,7:32.0,M. Dellavedova enters the game for K. Irving,,71,67
231,3,7:32.0,,Inbound foul by L. James,71,67
232,3,7:32.0,,B. Knight makes free throw 1 of 2,71,68
233,3,7:32.0,,B. Knight makes free throw 2 of 2,71,69
234,3,7:23.0,,Violation by T. Chandler (kicked ball),71,69
235,3,7:11.0,J. Smith makes 3-pt jump shot from 25 ft,,74,69
236,3,7:05.0,,Personal foul by M. Dellavedova (drawn by B. Knight),74,69
237,3,7:05.0,,T. Warren enters the game for D. Booker,74,69
238,3,7:01.0,,B. Knight misses 2-pt jump shot from 19 ft,74,69
239,3,6:59.0,Defensive rebound by L. James,,74,69
240,3,6:52.0,,Offensive charge foul by L. James (drawn by B. Knight),74,69
241,3,6:52.0,Turnover by L. James (offensive foul),,74,69
242,3,6:44.0,,Turnover by B. Knight (offensive foul),74,69
243,3,6:44.0,,Offensive foul by B. Knight (drawn by J. Smith),74,69
244,3,6:32.0,T. Thompson misses 2-pt layup from 2 ft,,74,69
245,3,6:29.0,,Defensive rebound by P. Tucker,74,69
246,3,6:25.0,,P. Tucker misses 2-pt jump shot from 19 ft,74,69
247,3,6:22.0,Defensive rebound by T. Thompson,,74,69
248,3,6:20.0,K. Love misses 2-pt layup from 1 ft,,74,69
249,3,6:19.0,,Defensive rebound by J. Leuer,74,69
250,3,6:07.0,,Shooting foul by K. Love (drawn by T. Chandler),74,69
251,3,6:07.0,,T. Chandler misses free throw 1 of 2,74,69
252,3,6:07.0,,Offensive rebound by Team,74,69
253,3,6:07.0,,R. Price enters the game for B. Knight,74,69
254,3,6:07.0,,M. Teletović enters the game for J. Leuer,74,69
255,3,6:07.0,,T. Chandler makes free throw 2 of 2,74,70
256,3,5:55.0,L. James misses 2-pt jump shot from 18 ft,,74,70
257,3,5:53.0,,Defensive rebound by T. Chandler,74,70
258,3,5:53.0,,Personal foul by T. Thompson (drawn by T. Chandler),74,70
259,3,5:53.0,,Phoenix full timeout,74,70
260,3,5:53.0,J. Jones enters the game for K. Love,,74,70
261,3,5:53.0,T. Mozgov enters the game for T. Thompson,,74,70
262,3,5:53.0,,T. Chandler misses free throw 1 of 2,74,70
263,3,5:53.0,,Offensive rebound by Team,74,70
264,3,5:53.0,,T. Chandler makes free throw 2 of 2,74,71
265,3,5:31.0,J. Jones misses 3-pt jump shot from 23 ft,,74,71
266,3,5:29.0,,Defensive rebound by P. Tucker,74,71
267,3,5:14.0,,M. Teletović misses 2-pt jump shot from 9 ft,74,71
268,3,5:11.0,,Offensive rebound by R. Price,74,71
269,3,4:59.0,,T. Chandler misses 2-pt layup from 2 ft (block by L. James),74,71
270,3,4:56.0,Defensive rebound by M. Dellavedova,,74,71
271,3,4:46.0,J. Smith misses 3-pt jump shot from 24 ft,,74,71
272,3,4:45.0,Offensive rebound by Team,,74,71
273,3,4:40.0,Turnover by M. Dellavedova (lost ball; steal by R. Price),,74,71
274,3,4:36.0,,M. Teletović makes 2-pt dunk at rim (assist by R. Price),74,73
275,3,4:16.0,Offensive foul by J. Jones (drawn by R. Price),,74,73
276,3,4:16.0,Turnover by J. Jones (offensive foul),,74,73
277,3,4:05.0,,T. Warren misses 2-pt jump shot from 15 ft,74,73
278,3,4:02.0,Defensive rebound by L. James,,74,73
279,3,3:41.0,Turnover by J. Jones (bad pass),,74,73
280,3,3:18.0,,Turnover by P. Tucker (bad pass),74,73
281,3,3:18.0,Shooting foul by P. Tucker (drawn by L. James),,74,73
282,3,3:18.0,L. James makes free throw 1 of 2,,75,73
283,3,3:18.0,L. James misses free throw 2 of 2,,75,73
284,3,3:17.0,,Defensive rebound by T. Chandler,75,73
285,3,2:52.0,,R. Price misses 3-pt jump shot from 24 ft,75,73
286,3,2:49.0,Defensive rebound by T. Mozgov,,75,73
287,3,2:40.0,Personal foul by T. Warren (drawn by J. Smith),,75,73
288,3,2:40.0,Cleveland full timeout,,75,73
289,3,2:40.0,K. Irving enters the game for L. James,,75,73
290,3,2:40.0,R. Jefferson enters the game for M. Dellavedova,,75,73
291,3,2:40.0,,A. Len enters the game for T. Chandler,75,73
292,3,2:40.0,J. Smith makes free throw 1 of 2,,76,73
293,3,2:40.0,J. Smith makes free throw 2 of 2,,77,73
294,3,2:28.0,,Turnover by A. Len (bad pass; steal by J. Smith),77,73
295,3,2:10.0,K. Irving makes 2-pt layup from 2 ft,,79,73
296,3,2:07.0,,Turnover by M. Teletović (inbound),79,73
297,3,2:07.0,I. Shumpert enters the game for J. Smith,,79,73
298,3,2:07.0,,B. Knight enters the game for M. Teletović,79,73
299,3,2:07.0,,D. Booker enters the game for P. Tucker,79,73
300,3,1:56.0,T. Mozgov misses 2-pt jump shot from 15 ft,,79,73
301,3,1:54.0,,Defensive rebound by D. Booker,79,73
302,3,1:47.0,,B. Knight misses 3-pt jump shot from 24 ft,79,73
303,3,1:45.0,Defensive rebound by J. Jones,,79,73
304,3,1:37.0,K. Irving misses 3-pt jump shot from 25 ft,,79,73
305,3,1:35.0,,Defensive rebound by R. Price,79,73
306,3,1:16.0,,R. Price misses 3-pt jump shot from 24 ft,79,73
307,3,1:13.0,Defensive rebound by R. Jefferson,,79,73
308,3,0:50.0,K. Irving misses 3-pt jump shot from 30 ft,,79,73
309,3,0:48.0,,Defensive rebound by T. Warren,79,73
310,3,0:26.0,,Turnover by D. Booker (bad pass; steal by J. Jones),79,73
311,3,0:05.0,Shooting foul by B. Knight (drawn by K. Irving),,79,73
312,3,0:05.0,K. Irving makes free throw 1 of 2,,80,73
313,3,0:05.0,K. Irving makes free throw 2 of 2,,81,73
314,3,0:00.0,,T. Warren misses 2-pt jump shot from 8 ft (block by R. Jefferson),81,73
315,3,0:00.0,,Offensive rebound by Team,81,73
316,4,11:43.0,,R. Price misses 3-pt jump shot from 24 ft,81,73
317,4,11:40.0,Defensive rebound by T. Mozgov,,81,73
318,4,11:23.0,R. Jefferson misses 3-pt jump shot from 23 ft,,81,73
319,4,11:21.0,Offensive rebound by T. Mozgov,,81,73
320,4,11:21.0,Personal block foul by D. Booker,,81,73
321,4,11:10.0,K. Irving misses 2-pt jump shot from 21 ft,,81,73
322,4,11:08.0,Offensive rebound by I. Shumpert,,81,73
323,4,10:56.0,J. Jones misses 3-pt jump shot from 25 ft,,81,73
324,4,10:54.0,,Defensive rebound by T. Chandler,81,73
325,4,10:46.0,,Personal take foul by J. Jones (drawn by T. Chandler),81,73
326,4,10:46.0,,S. Weems enters the game for R. Price,81,73
327,4,10:46.0,M. Dellavedova enters the game for K. Irving,,81,73
328,4,10:33.0,,T. Warren makes 2-pt jump shot from 8 ft,81,75
329,4,10:14.0,T. Mozgov makes 2-pt dunk at rim (assist by J. Jones),,83,75
330,4,10:02.0,,B. Knight misses 3-pt jump shot from 25 ft,83,75
331,4,9:58.0,Defensive rebound by J. Jones,,83,75
332,4,9:51.0,T. Mozgov misses 2-pt jump shot from 4 ft,,83,75
333,4,9:48.0,,Defensive rebound by T. Chandler,83,75
334,4,9:36.0,,T. Warren makes 3-pt jump shot from 22 ft (assist by T. Chandler),83,78
335,4,9:22.0,I. Shumpert misses 3-pt jump shot from 24 ft,,83,78
336,4,9:20.0,,Defensive rebound by Team,83,78
337,4,9:04.0,,Turnover by B. Knight (bad pass; steal by T. Mozgov),83,78
338,4,8:55.0,Turnover by I. Shumpert (bad pass),,83,78
339,4,8:55.0,Official timeout,,83,78
340,4,8:55.0,,P. Tucker enters the game for S. Weems,83,78
341,4,8:55.0,T. Thompson enters the game for T. Mozgov,,83,78
342,4,8:55.0,K. Love enters the game for J. Jones,,83,78
343,4,8:36.0,,D. Booker misses 3-pt jump shot from 24 ft,83,78
344,4,8:33.0,Defensive rebound by T. Thompson,,83,78
345,4,8:22.0,R. Jefferson makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),,86,78
346,4,7:55.0,,P. Tucker misses 2-pt jump shot from 9 ft,86,78
347,4,7:55.0,,Offensive rebound by Team,86,78
348,4,7:55.0,Loose ball foul by K. Love (drawn by T. Chandler),,86,78
349,4,7:55.0,,J. Leuer enters the game for D. Booker,86,78
350,4,7:49.0,,T. Warren makes 2-pt jump shot from 13 ft,86,80
351,4,7:29.0,I. Shumpert makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),,89,80
352,4,7:13.0,,Turnover by J. Leuer (bad pass; steal by R. Jefferson),89,80
353,4,6:59.0,Turnover by I. Shumpert (lost ball; steal by P. Tucker),,89,80
354,4,6:59.0,Loose ball foul by I. Shumpert (drawn by P. Tucker),,89,80
355,4,6:59.0,L. James enters the game for K. Love,,89,80
356,4,6:59.0,,M. Teletović enters the game for T. Chandler,89,80
357,4,6:50.0,,Shooting foul by R. Jefferson (drawn by J. Leuer),89,80
358,4,6:50.0,,J. Leuer makes free throw 1 of 2,89,81
359,4,6:50.0,,J. Leuer makes free throw 2 of 2,89,82
360,4,6:36.0,Shooting foul by J. Leuer (drawn by L. James),,89,82
361,4,6:36.0,L. James makes free throw 1 of 2,,90,82
362,4,6:36.0,L. James makes free throw 2 of 2,,91,82
363,4,6:15.0,,B. Knight misses 2-pt jump shot from 21 ft,91,82
364,4,6:11.0,Defensive rebound by I. Shumpert,,91,82
365,4,5:55.0,Turnover by L. James (bad pass),,91,82
366,4,5:55.0,,Phoenix full timeout,91,82
367,4,5:35.0,,M. Teletović misses 3-pt jump shot from 25 ft,91,82
368,4,5:33.0,Defensive rebound by I. Shumpert,,91,82
369,4,5:17.0,L. James misses 2-pt jump shot from 15 ft,,91,82
370,4,5:16.0,,Defensive rebound by B. Knight,91,82
371,4,5:04.0,,Shooting foul by I. Shumpert (drawn by J. Leuer),91,82
372,4,5:04.0,,J. Leuer makes free throw 1 of 2,91,83
373,4,5:04.0,,T. Chandler enters the game for M. Teletović,91,83
374,4,5:04.0,,J. Leuer makes free throw 2 of 2,91,84
375,4,4:54.0,M. Dellavedova misses 2-pt jump shot from 8 ft,,91,84
376,4,4:52.0,Offensive rebound by T. Thompson,,91,84
377,4,4:36.0,Shooting foul by B. Knight (drawn by T. Thompson),,91,84
378,4,4:36.0,T. Thompson makes free throw 1 of 2,,92,84
379,4,4:36.0,T. Thompson misses free throw 2 of 2,,92,84
380,4,4:34.0,,Defensive rebound by T. Chandler,92,84
381,4,4:12.0,,T. Warren makes 3-pt jump shot from 25 ft,92,87
382,4,3:54.0,I. Shumpert makes 2-pt jump shot from 20 ft,,94,87
383,4,3:38.0,,T. Warren makes 2-pt layup from 1 ft (assist by T. Chandler),94,89
384,4,3:13.0,Turnover by M. Dellavedova (bad pass; steal by T. Warren),,94,89
385,4,3:02.0,,Shooting foul by I. Shumpert (drawn by T. Chandler),94,89
386,4,3:02.0,,T. Chandler makes free throw 1 of 2,94,90
387,4,3:02.0,K. Irving enters the game for M. Dellavedova,,94,90
388,4,3:02.0,J. Smith enters the game for R. Jefferson,,94,90
389,4,3:02.0,,T. Chandler makes free throw 2 of 2,94,91
390,4,2:48.0,Personal foul by P. Tucker (drawn by K. Irving),,94,91
391,4,2:48.0,Cleveland full timeout,,94,91
392,4,2:48.0,,D. Booker enters the game for J. Leuer,94,91
393,4,2:39.0,Turnover by K. Irving (bad pass),,94,91
