,QUARTER,TIME_REMAINING,HOUSTON_ACTION,INDIANA_ACTION,HOUSTON_SCORE,INDIANA_SCORE
398,4,5:23.0,,Offensive rebound by Team,94,93
399,4,5:23.0,,I. Mahinmi makes free throw 2 of 2,94,94
400,4,5:02.0,Shooting foul by G. Hill (drawn by C. Capela),,94,94
401,4,5:02.0,C. Capela makes free throw 1 of 2,,95,94
402,4,5:02.0,C. Capela misses free throw 2 of 2,,95,94
403,4,5:02.0,,Defensive rebound by M. Ellis,95,94
404,4,4:47.0,,M. Ellis makes 2-pt jump shot from 17 ft,95,96
405,4,4:23.0,Turnover by J. Harden (lost ball; steal by S. Hill),,95,96
406,4,4:01.0,,I. Mahinmi makes 2-pt dunk at rim (assist by S. Hill),95,98
407,4,3:39.0,C. Brewer misses 3-pt jump shot from 23 ft,,95,98
408,4,3:38.0,,Defensive rebound by S. Hill,95,98
409,4,3:28.0,,I. Mahinmi makes 2-pt dunk at rim (assist by S. Hill),95,100
410,4,3:26.0,Houston full timeout,,95,100
411,4,3:26.0,M. Beasley enters the game for P. Beverley,,95,100
412,4,3:26.0,D. Howard enters the game for C. Capela,,95,100
413,4,3:16.0,Shooting foul by I. Mahinmi (drawn by J. Harden),,95,100
414,4,3:16.0,J. Harden misses free throw 1 of 3,,95,100
415,4,3:16.0,Offensive rebound by Team,,95,100
416,4,3:16.0,J. Harden makes free throw 2 of 3,,96,100
417,4,3:16.0,J. Harden makes free throw 3 of 3,,97,100
418,4,3:03.0,,M. Ellis misses 2-pt layup at rim,97,100
419,4,3:03.0,Defensive rebound by M. Beasley,,97,100
420,4,2:53.0,Turnover by J. Harden (lost ball; steal by M. Ellis),,97,100
421,4,2:38.0,,Turnover by I. Mahinmi (bad pass; steal by C. Brewer),97,100
422,4,2:33.0,Shooting foul by I. Mahinmi (drawn by C. Brewer),,97,100
423,4,2:33.0,C. Brewer makes free throw 1 of 2,,98,100
424,4,2:33.0,C. Brewer makes free throw 2 of 2,,99,100
425,4,2:22.0,,P. George misses 3-pt jump shot from 27 ft,99,100
426,4,2:21.0,,Offensive rebound by I. Mahinmi,99,100
427,4,2:04.0,,M. Ellis makes 2-pt jump shot from 20 ft (assist by G. Hill),99,102
428,4,1:42.0,T. Ariza misses 3-pt jump shot from 25 ft,,99,102
429,4,1:41.0,,Defensive rebound by M. Ellis,99,102
430,4,1:25.0,,G. Hill misses 3-pt jump shot from 23 ft,99,102
431,4,1:24.0,,Offensive rebound by I. Mahinmi,99,102
432,4,1:06.0,,M. Ellis misses 2-pt jump shot from 21 ft,99,102
433,4,1:04.0,Defensive rebound by J. Harden,,99,102
434,4,0:57.0,C. Brewer misses 3-pt jump shot from 23 ft,,99,102
435,4,0:56.0,Offensive rebound by M. Beasley,,99,102
436,4,0:49.0,T. Ariza misses 3-pt jump shot from 23 ft,,99,102
437,4,0:48.0,,Defensive rebound by P. George,99,102
438,4,0:43.0,,Personal foul by T. Ariza,99,102
439,4,0:43.0,,Indiana full timeout,99,102
440,4,0:43.0,K. McDaniels enters the game for M. Beasley,,99,102
441,4,0:24.0,,M. Ellis misses 3-pt jump shot from 26 ft,99,102
442,4,0:23.0,Defensive rebound by J. Harden,,99,102
443,4,0:18.0,J. Harden misses 3-pt jump shot from 27 ft,,99,102
444,4,0:17.0,,Defensive rebound by P. George,99,102
445,4,0:12.0,,Personal foul by K. McDaniels,99,102
446,4,0:12.0,,I. Mahinmi makes free throw 1 of 2,99,103
447,4,0:12.0,M. Beasley enters the game for C. Brewer,,99,103
448,4,0:12.0,,I. Mahinmi misses free throw 2 of 2,99,103
449,4,0:12.0,Defensive rebound by J. Harden,,99,103
450,4,0:11.0,Houston full timeout,,99,103
451,4,0:11.0,J. Terry enters the game for K. McDaniels,,99,103
452,4,0:07.0,D. Howard makes 2-pt dunk at rim (assist by J. Harden),,101,103
453,4,0:06.0,,Personal take foul by T. Ariza,101,103
454,4,0:06.0,,M. Ellis misses free throw 1 of 2,101,103
455,4,0:06.0,,Offensive rebound by Team,101,103
456,4,0:06.0,,M. Ellis makes free throw 2 of 2,101,104
457,4,0:06.0,Houston full timeout,,101,104
458,4,0:06.0,Personal foul by P. George,,101,104
459,4,0:06.0,,Personal foul by J. Harden,101,104
460,4,0:01.0,J. Terry misses 3-pt jump shot from 26 ft,,101,104
461,4,0:00.0,,Defensive rebound by S. Hill,101,104
