,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,DETROIT_ACTION,LA LAKERS_SCORE,DETROIT_SCORE
85,1,3:39.0,,A. Tolliver misses 3-pt jump shot from 26 ft,13,22
86,1,3:39.0,,Offensive rebound by A. Baynes,13,22
87,1,3:35.0,,S. Johnson misses 2-pt jump shot from 5 ft,13,22
88,1,3:35.0,Defensive rebound by J. Randle,,13,22
89,1,3:25.0,L. Williams misses 3-pt jump shot from 26 ft,,13,22
90,1,3:25.0,,Defensive rebound by A. Baynes,13,22
91,1,3:16.0,,A. Baynes misses 2-pt layup at rim,13,22
92,1,3:14.0,Defensive rebound by J. Randle,,13,22
93,1,3:10.0,Turnover by K. Bryant (lost ball; steal by R. Jackson),,13,22
94,1,3:06.0,,M. Morris makes 2-pt layup at rim (assist by R. Jackson),13,24
95,1,3:06.0,,Shooting foul by L. Williams (drawn by M. Morris),13,24
96,1,3:06.0,M. World Peace enters the game for K. Bryant,,13,24
97,1,3:06.0,L. Nance enters the game for J. Randle,,13,24
98,1,3:06.0,,M. Morris makes free throw 1 of 1,13,25
99,1,2:45.0,B. Bass makes 2-pt jump shot from 16 ft,,15,25
100,1,2:24.0,,R. Jackson misses 2-pt jump shot from 18 ft,15,25
101,1,2:24.0,,Offensive rebound by Team,15,25
102,1,2:24.0,Loose ball foul by J. Clarkson (drawn by A. Baynes),,15,25
103,1,2:24.0,,S. Blake enters the game for R. Jackson,15,25
104,1,2:20.0,,Personal foul by M. World Peace (drawn by A. Baynes),15,25
105,1,2:08.0,,A. Baynes misses 2-pt hook shot from 7 ft,15,25
106,1,2:06.0,Defensive rebound by B. Bass,,15,25
107,1,1:52.0,J. Clarkson makes 2-pt jump shot from 8 ft,,17,25
108,1,1:31.0,,Shooting foul by M. World Peace (drawn by S. Johnson),17,25
109,1,1:31.0,,S. Johnson makes free throw 1 of 2,17,26
110,1,1:31.0,,S. Johnson makes free throw 2 of 2,17,27
111,1,1:19.0,Shooting foul by S. Johnson (drawn by L. Williams),,17,27
112,1,1:19.0,L. Williams makes free throw 1 of 3,,18,27
113,1,1:19.0,L. Williams makes free throw 2 of 3,,19,27
114,1,1:19.0,L. Williams misses free throw 3 of 3,,19,27
115,1,1:18.0,,Defensive rebound by A. Tolliver,19,27
116,1,1:01.0,,S. Blake makes 3-pt jump shot from 23 ft (assist by M. Morris),19,30
117,1,0:47.0,B. Bass misses 2-pt layup at rim,,19,30
118,1,0:46.0,,Defensive rebound by A. Tolliver,19,30
119,1,0:39.0,,A. Baynes makes 2-pt layup from 1 ft (assist by S. Blake),19,32
120,1,0:31.0,J. Clarkson misses 2-pt layup at rim,,19,32
121,1,0:31.0,,Defensive rebound by A. Tolliver,19,32
122,1,0:13.0,,S. Johnson misses 2-pt jump shot from 6 ft,19,32
123,1,0:13.0,Defensive rebound by M. World Peace,,19,32
124,1,0:03.0,J. Clarkson misses 2-pt jump shot from 5 ft,,19,32
125,1,0:02.0,Offensive rebound by J. Clarkson,,19,32
126,1,0:01.0,Turnover by J. Clarkson (lost ball; steal by S. Blake),,19,32
127,2,11:47.0,M. World Peace misses 2-pt layup at rim,,19,32
128,2,11:46.0,Offensive rebound by B. Bass,,19,32
129,2,11:43.0,B. Bass makes 2-pt dunk at rim,,21,32
130,2,11:26.0,,Turnover by A. Baynes (3 sec),21,32
131,2,11:13.0,Turnover by D. Russell (bad pass; steal by A. Tolliver),,21,32
132,2,10:58.0,,S. Johnson misses 3-pt jump shot from 26 ft,21,32
133,2,10:57.0,,Offensive rebound by A. Tolliver,21,32
134,2,10:54.0,,A. Tolliver makes 2-pt layup at rim,21,34
135,2,10:39.0,L. Williams misses 2-pt jump shot from 17 ft,,21,34
136,2,10:39.0,,Defensive rebound by A. Baynes,21,34
137,2,10:33.0,,K. Caldwell-Pope makes 2-pt layup at rim (assist by S. Blake),21,36
138,2,10:12.0,L. Williams misses 3-pt jump shot from 26 ft,,21,36
139,2,10:11.0,Offensive rebound by D. Russell,,21,36
140,2,10:07.0,D. Russell makes 2-pt jump shot from 11 ft,,23,36
141,2,9:41.0,,A. Tolliver misses 3-pt jump shot from 23 ft (block by M. World Peace),23,36
142,2,9:41.0,,Offensive rebound by Team,23,36
143,2,9:41.0,,Turnover by Team (shot clock),23,36
144,2,9:41.0,K. Bryant enters the game for M. World Peace,,23,36
145,2,9:22.0,B. Bass makes 2-pt dunk at rim (assist by D. Russell),,25,36
146,2,9:15.0,,Offensive foul by A. Baynes (drawn by D. Russell),25,36
147,2,9:15.0,,Turnover by A. Baynes (offensive foul),25,36
148,2,8:59.0,Turnover by D. Russell (lost ball; steal by S. Johnson),,25,36
149,2,8:53.0,,S. Johnson makes 2-pt layup at rim,25,38
150,2,8:44.0,D. Russell misses 2-pt jump shot from 13 ft,,25,38
151,2,8:44.0,,Defensive rebound by A. Baynes,25,38
152,2,8:34.0,,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,25,38
153,2,8:34.0,,Offensive rebound by A. Baynes,25,38
154,2,8:34.0,,Personal foul by B. Bass (drawn by A. Baynes),25,38
155,2,8:34.0,Official timeout,,25,38
156,2,8:26.0,,Turnover by A. Tolliver (bad pass),25,38
157,2,8:15.0,Shooting foul by A. Baynes (drawn by L. Williams),,25,38
158,2,8:15.0,L. Williams makes free throw 1 of 2,,26,38
159,2,8:15.0,,A. Drummond enters the game for A. Baynes,26,38
160,2,8:15.0,R. Hibbert enters the game for B. Bass,,26,38
161,2,8:15.0,L. Williams misses free throw 2 of 2,,26,38
162,2,8:14.0,,Defensive rebound by S. Blake,26,38
163,2,7:59.0,,A. Drummond makes 2-pt dunk at rim (assist by K. Caldwell-Pope),26,40
164,2,7:32.0,K. Bryant misses 2-pt jump shot from 16 ft,,26,40
165,2,7:31.0,Offensive rebound by L. Nance,,26,40
166,2,7:30.0,Turnover by L. Nance (bad pass; steal by K. Caldwell-Pope),,26,40
167,2,7:30.0,,Personal foul by K. Bryant (drawn by K. Caldwell-Pope),26,40
168,2,7:30.0,J. Randle enters the game for L. Nance,,26,40
169,2,7:10.0,,A. Tolliver makes 3-pt jump shot from 26 ft (assist by S. Blake),26,43
170,2,6:53.0,Shooting foul by A. Tolliver (drawn by J. Randle),,26,43
171,2,6:53.0,J. Randle makes free throw 1 of 2,,27,43
172,2,6:53.0,J. Randle misses free throw 2 of 2,,27,43
173,2,6:52.0,,Defensive rebound by A. Drummond,27,43
174,2,6:34.0,,K. Caldwell-Pope makes 2-pt layup at rim (assist by S. Blake),27,45
175,2,6:16.0,D. Russell makes 2-pt jump shot from 17 ft (assist by K. Bryant),,29,45
176,2,6:02.0,,S. Blake makes 3-pt jump shot from 23 ft (assist by S. Johnson),29,48
177,2,6:02.0,,Shooting foul by L. Williams (drawn by S. Blake),29,48
178,2,6:02.0,J. Clarkson enters the game for L. Williams,,29,48
179,2,6:02.0,,S. Blake makes free throw 1 of 1,29,49
180,2,5:48.0,K. Bryant misses 2-pt jump shot from 14 ft,,29,49
181,2,5:47.0,,Defensive rebound by S. Johnson,29,49
182,2,5:38.0,,Shooting foul by R. Hibbert (drawn by A. Drummond),29,49
183,2,5:38.0,,Detroit full timeout,29,49
184,2,5:38.0,,R. Jackson enters the game for S. Blake,29,49
185,2,5:38.0,,A. Drummond misses free throw 1 of 2,29,49
186,2,5:38.0,,Offensive rebound by Team,29,49
187,2,5:38.0,,A. Drummond misses free throw 2 of 2,29,49
188,2,5:37.0,,Offensive rebound by A. Tolliver,29,49
189,2,5:24.0,,K. Caldwell-Pope makes 2-pt layup at rim (assist by R. Jackson),29,51
190,2,5:24.0,,Shooting foul by D. Russell (drawn by K. Caldwell-Pope),29,51
191,2,5:24.0,,E. İlyasova enters the game for S. Johnson,29,51
192,2,5:24.0,,M. Morris enters the game for A. Tolliver,29,51
193,2,5:24.0,,Turnover by E. İlyasova (lane violation.),29,51
194,2,5:08.0,J. Randle makes 2-pt layup from 1 ft,,31,51
195,2,5:08.0,Shooting foul by E. İlyasova (drawn by J. Randle),,31,51
196,2,5:08.0,,A. Tolliver enters the game for E. İlyasova,31,51
197,2,5:08.0,J. Randle makes free throw 1 of 1,,32,51
198,2,5:00.0,,Shooting foul by D. Russell (drawn by R. Jackson),32,51
199,2,5:00.0,,R. Jackson makes free throw 1 of 2,32,52
200,2,5:00.0,M. World Peace enters the game for K. Bryant,,32,52
201,2,5:00.0,,R. Jackson makes free throw 2 of 2,32,53
202,2,4:42.0,D. Russell misses 3-pt jump shot from 26 ft,,32,53
203,2,4:42.0,,Defensive rebound by A. Tolliver,32,53
204,2,4:31.0,,A. Drummond misses 2-pt layup from 1 ft,32,53
205,2,4:31.0,Defensive rebound by J. Randle,,32,53
206,2,4:23.0,Offensive foul by M. World Peace (drawn by A. Tolliver),,32,53
207,2,4:23.0,Turnover by M. World Peace (offensive foul),,32,53
208,2,4:23.0,N. Young enters the game for M. World Peace,,32,53
209,2,4:01.0,,R. Jackson makes 2-pt jump shot from 6 ft,32,55
210,2,3:38.0,J. Randle makes 2-pt layup at rim (assist by D. Russell),,34,55
211,2,3:23.0,,R. Jackson makes 2-pt jump shot from 9 ft,34,57
212,2,3:10.0,D. Russell misses 2-pt jump shot from 13 ft,,34,57
213,2,3:10.0,,Defensive rebound by A. Tolliver,34,57
214,2,2:51.0,,M. Morris misses 2-pt jump shot from 10 ft,34,57
215,2,2:48.0,Defensive rebound by J. Randle,,34,57
216,2,2:47.0,Shooting foul by A. Drummond (drawn by J. Randle),,34,57
217,2,2:47.0,LA Lakers full timeout,,34,57
218,2,2:47.0,L. Williams enters the game for D. Russell,,34,57
219,2,2:47.0,,A. Baynes enters the game for A. Drummond,34,57
220,2,2:47.0,J. Randle makes free throw 1 of 2,,35,57
221,2,2:47.0,J. Randle makes free throw 2 of 2,,36,57
222,2,2:29.0,,R. Jackson misses 2-pt jump shot from 12 ft,36,57
223,2,2:28.0,Defensive rebound by J. Randle,,36,57
224,2,2:06.0,J. Randle makes 2-pt layup from 3 ft,,38,57
225,2,1:53.0,,R. Jackson misses 2-pt jump shot from 6 ft,38,57
226,2,1:51.0,Defensive rebound by J. Randle,,38,57
227,2,1:42.0,N. Young misses 3-pt jump shot from 25 ft,,38,57
228,2,1:42.0,,Defensive rebound by R. Jackson,38,57
229,2,1:35.0,,M. Morris misses 2-pt jump shot from 11 ft,38,57
230,2,1:34.0,,Offensive rebound by K. Caldwell-Pope,38,57
231,2,1:31.0,,K. Caldwell-Pope makes 2-pt layup at rim,38,59
232,2,1:08.0,J. Clarkson makes 2-pt jump shot from 10 ft,,40,59
233,2,0:53.0,,A. Baynes misses 2-pt jump shot from 12 ft,40,59
234,2,0:52.0,Defensive rebound by J. Clarkson,,40,59
235,2,0:46.0,J. Clarkson makes 2-pt jump shot from 15 ft,,42,59
236,2,0:34.0,,A. Tolliver misses 3-pt jump shot from 24 ft,42,59
237,2,0:33.0,,Offensive rebound by A. Baynes,42,59
238,2,0:30.0,,R. Jackson makes 3-pt jump shot from 25 ft (assist by A. Baynes),42,62
239,2,0:09.0,J. Clarkson misses 2-pt jump shot from 3 ft,,42,62
240,2,0:08.0,,Defensive rebound by M. Morris,42,62
241,2,0:03.0,,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by M. Morris),42,65
242,3,11:47.0,Shooting foul by E. İlyasova (drawn by J. Randle),,42,65
243,3,11:47.0,J. Randle misses free throw 1 of 2,,42,65
244,3,11:47.0,Offensive rebound by Team,,42,65
245,3,11:47.0,J. Randle makes free throw 2 of 2,,43,65
246,3,11:32.0,,M. Morris misses 2-pt jump shot from 19 ft,43,65
247,3,11:31.0,,Offensive rebound by E. İlyasova,43,65
248,3,11:28.0,,E. İlyasova makes 2-pt layup at rim,43,67
249,3,11:17.0,Turnover by K. Bryant (bad pass; steal by K. Caldwell-Pope),,43,67
250,3,11:05.0,,E. İlyasova misses 3-pt jump shot from 22 ft,43,67
251,3,11:05.0,Defensive rebound by J. Randle,,43,67
252,3,10:57.0,Turnover by J. Clarkson (bad pass; steal by K. Caldwell-Pope),,43,67
253,3,10:52.0,,Shooting foul by D. Russell (drawn by K. Caldwell-Pope),43,67
254,3,10:52.0,,R. Jackson makes free throw 1 of 2,43,68
255,3,10:52.0,,R. Jackson makes free throw 2 of 2,43,69
256,3,10:42.0,D. Russell misses 2-pt jump shot from 19 ft,,43,69
257,3,10:42.0,Offensive rebound by Team,,43,69
258,3,10:32.0,J. Randle misses 2-pt hook shot from 6 ft,,43,69
259,3,10:31.0,,Defensive rebound by A. Drummond,43,69
260,3,10:25.0,,R. Jackson makes 2-pt layup at rim,43,71
261,3,10:06.0,K. Bryant misses 3-pt jump shot from 25 ft,,43,71
262,3,10:05.0,,Defensive rebound by K. Caldwell-Pope,43,71
263,3,9:53.0,,K. Caldwell-Pope misses 2-pt jump shot from 10 ft,43,71
264,3,9:53.0,Defensive rebound by R. Hibbert,,43,71
265,3,9:47.0,D. Russell makes 2-pt layup at rim,,45,71
266,3,9:29.0,,M. Morris misses 3-pt jump shot from 23 ft,45,71
267,3,9:29.0,Defensive rebound by Team,,45,71
268,3,9:10.0,J. Randle makes 2-pt jump shot from 6 ft (assist by R. Hibbert),,47,71
269,3,8:52.0,,Turnover by K. Caldwell-Pope (lost ball; steal by J. Clarkson),47,71
270,3,8:35.0,K. Bryant misses 2-pt jump shot from 19 ft,,47,71
271,3,8:35.0,,Defensive rebound by R. Jackson,47,71
272,3,8:25.0,,K. Caldwell-Pope makes 2-pt jump shot from 8 ft (assist by R. Jackson),47,73
273,3,8:11.0,Turnover by D. Russell (bad pass),,47,73
274,3,7:51.0,,R. Jackson misses 2-pt jump shot from 15 ft,47,73
275,3,7:51.0,Defensive rebound by J. Randle,,47,73
276,3,7:43.0,Personal foul by M. Morris (drawn by K. Bryant),,47,73
277,3,7:36.0,K. Bryant makes 3-pt jump shot from 24 ft (assist by R. Hibbert),,50,73
278,3,7:25.0,,Personal foul by J. Clarkson (drawn by R. Jackson),50,73
279,3,7:12.0,,Shooting foul by J. Randle (drawn by K. Caldwell-Pope),50,73
280,3,7:12.0,,K. Caldwell-Pope makes free throw 1 of 3,50,74
281,3,7:12.0,,K. Caldwell-Pope makes free throw 2 of 3,50,75
282,3,7:12.0,,K. Caldwell-Pope makes free throw 3 of 3,50,76
283,3,6:54.0,K. Bryant misses 2-pt jump shot from 15 ft,,50,76
284,3,6:53.0,,Defensive rebound by A. Drummond,50,76
285,3,6:34.0,,M. Morris misses 2-pt jump shot from 10 ft,50,76
286,3,6:33.0,,Offensive rebound by A. Drummond,50,76
287,3,6:30.0,,A. Drummond makes 2-pt layup from 1 ft,50,78
288,3,6:15.0,K. Bryant misses 3-pt jump shot from 26 ft,,50,78
289,3,6:14.0,,Defensive rebound by A. Drummond,50,78
290,3,6:06.0,,Turnover by R. Jackson (lost ball; steal by D. Russell),50,78
291,3,6:00.0,K. Bryant makes 2-pt layup at rim (assist by D. Russell),,52,78
292,3,5:41.0,,Turnover by R. Jackson (bad pass; steal by D. Russell),52,78
293,3,5:36.0,D. Russell makes 2-pt layup at rim,,54,78
294,3,5:14.0,,E. İlyasova misses 2-pt jump shot from 21 ft,54,78
295,3,5:14.0,Defensive rebound by J. Clarkson,,54,78
296,3,5:03.0,J. Randle misses 2-pt jump shot from 3 ft,,54,78
297,3,5:03.0,Offensive rebound by J. Randle,,54,78
298,3,5:03.0,J. Randle makes 2-pt layup from 3 ft,,56,78
299,3,5:03.0,,Detroit full timeout,56,78
300,3,5:03.0,L. Williams enters the game for D. Russell,,56,78
301,3,5:03.0,,A. Tolliver enters the game for E. İlyasova,56,78
302,3,4:47.0,,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),56,80
303,3,4:28.0,R. Hibbert misses 2-pt layup from 2 ft,,56,80
304,3,4:27.0,Offensive rebound by R. Hibbert,,56,80
305,3,4:25.0,R. Hibbert makes 2-pt layup from 1 ft,,58,80
306,3,4:12.0,,Shooting foul by R. Hibbert (drawn by A. Drummond),58,80
307,3,4:12.0,,A. Drummond makes free throw 1 of 2,58,81
308,3,4:12.0,,S. Johnson enters the game for M. Morris,58,81
309,3,4:12.0,,A. Drummond makes free throw 2 of 2,58,82
310,3,4:00.0,Personal foul by K. Caldwell-Pope (drawn by R. Hibbert),,58,82
311,3,4:00.0,L. Nance enters the game for J. Randle,,58,82
312,3,3:54.0,R. Hibbert makes 2-pt jump shot from 16 ft (assist by J. Clarkson),,60,82
313,3,3:43.0,,R. Jackson misses 2-pt jump shot from 6 ft,60,82
314,3,3:43.0,,Offensive rebound by A. Drummond,60,82
315,3,3:43.0,,A. Drummond makes 2-pt hook shot from 4 ft,60,84
316,3,3:43.0,,Shooting foul by K. Bryant (drawn by A. Drummond),60,84
317,3,3:43.0,,A. Drummond misses free throw 1 of 1,60,84
318,3,3:42.0,Defensive rebound by R. Hibbert,,60,84
319,3,3:31.0,K. Bryant misses 2-pt jump shot from 16 ft,,60,84
320,3,3:31.0,,Defensive rebound by A. Tolliver,60,84
321,3,3:12.0,,K. Caldwell-Pope misses 2-pt jump shot from 13 ft,60,84
322,3,3:10.0,Defensive rebound by R. Hibbert,,60,84
323,3,3:10.0,Turnover by R. Hibbert (lost ball; steal by A. Drummond),,60,84
324,3,3:08.0,,K. Caldwell-Pope makes 2-pt layup at rim,60,86
325,3,2:55.0,J. Clarkson misses 2-pt jump shot from 21 ft,,60,86
326,3,2:54.0,,Defensive rebound by A. Drummond,60,86
327,3,2:45.0,,K. Caldwell-Pope misses 2-pt jump shot from 4 ft,60,86
328,3,2:44.0,,Offensive rebound by K. Caldwell-Pope,60,86
329,3,2:38.0,,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),60,88
330,3,2:22.0,Turnover by L. Williams (bad pass),,60,88
331,3,2:22.0,LA Lakers full timeout,,60,88
332,3,2:22.0,,S. Blake enters the game for R. Jackson,60,88
333,3,2:22.0,B. Bass enters the game for R. Hibbert,,60,88
334,3,2:13.0,,S. Johnson misses 2-pt layup from 2 ft,60,88
335,3,2:12.0,Defensive rebound by K. Bryant,,60,88
336,3,2:05.0,K. Bryant misses 2-pt jump shot from 20 ft,,60,88
337,3,2:04.0,,Defensive rebound by S. Blake,60,88
338,3,1:50.0,,A. Drummond makes 2-pt jump shot from 7 ft (assist by S. Blake),60,90
339,3,1:32.0,J. Clarkson misses 3-pt jump shot from 25 ft,,60,90
340,3,1:32.0,,Defensive rebound by S. Johnson,60,90
341,3,1:19.0,,S. Johnson misses 2-pt jump shot from 11 ft,60,90
342,3,1:18.0,Defensive rebound by K. Bryant,,60,90
343,3,1:11.0,L. Williams makes 2-pt layup from 1 ft,,62,90
344,3,0:50.0,,A. Tolliver misses 3-pt jump shot from 23 ft,62,90
345,3,0:50.0,Defensive rebound by B. Bass,,62,90
346,3,0:36.0,J. Clarkson misses 2-pt jump shot from 17 ft,,62,90
347,3,0:35.0,,Defensive rebound by S. Blake,62,90
348,3,0:27.0,,S. Johnson misses 3-pt jump shot from 27 ft,62,90
349,3,0:27.0,,Offensive rebound by A. Drummond,62,90
350,3,0:23.0,,A. Drummond misses 2-pt layup at rim,62,90
351,3,0:21.0,Defensive rebound by B. Bass,,62,90
352,3,0:08.0,L. Williams makes 3-pt jump shot from 25 ft,,65,90
353,3,0:01.0,,Turnover by S. Blake (bad pass; steal by K. Bryant),65,90
354,4,11:50.0,,Shooting foul by N. Young (drawn by M. Morris),65,90
355,4,11:50.0,,M. Morris misses free throw 1 of 2,65,90
356,4,11:50.0,,Offensive rebound by Team,65,90
357,4,11:50.0,,M. Morris misses free throw 2 of 2,65,90
358,4,11:48.0,Defensive rebound by R. Sacre,,65,90
359,4,11:34.0,L. Williams makes 3-pt jump shot from 26 ft (assist by M. Huertas),,68,90
360,4,11:07.0,,M. Morris makes 2-pt jump shot from 17 ft,68,92
361,4,10:55.0,L. Williams misses 3-pt jump shot from 26 ft,,68,92
362,4,10:55.0,,Defensive rebound by M. Morris,68,92
363,4,10:47.0,,A. Tolliver makes 3-pt jump shot from 23 ft (assist by S. Johnson),68,95
364,4,10:26.0,N. Young misses 3-pt jump shot from 23 ft,,68,95
365,4,10:25.0,,Defensive rebound by S. Johnson,68,95
366,4,10:11.0,,Turnover by A. Tolliver (bad pass),68,95
367,4,9:55.0,L. Williams misses 2-pt jump shot from 17 ft,,68,95
368,4,9:55.0,,Defensive rebound by A. Tolliver,68,95
369,4,9:31.0,,M. Morris makes 2-pt jump shot from 15 ft,68,97
370,4,9:09.0,N. Young misses 2-pt jump shot from 18 ft,,68,97
371,4,9:08.0,,Defensive rebound by A. Baynes,68,97
372,4,9:01.0,,Turnover by S. Blake (bad pass; steal by R. Sacre),68,97
373,4,8:58.0,Shooting foul by A. Tolliver (drawn by N. Young),,68,97
374,4,8:58.0,Official timeout,,68,97
375,4,8:58.0,,Flagrant foul type 1 by N. Young (drawn by A. Tolliver),68,97
376,4,8:58.0,L. Nance enters the game for N. Young,,68,97
377,4,8:58.0,L. Nance makes free throw 1 of 1,,69,97
378,4,8:58.0,L. Nance makes free throw 2 of 2,,70,97
379,4,8:58.0,,A. Tolliver misses flagrant free throw 1 of 2,70,97
380,4,8:58.0,Offensive rebound by Team,,70,97
381,4,8:58.0,,A. Tolliver makes flagrant free throw 2 of 2,70,98
382,4,8:43.0,,S. Johnson makes 2-pt jump shot from 6 ft,70,100
383,4,8:26.0,L. Williams makes 2-pt jump shot from 7 ft (assist by R. Sacre),,72,100
384,4,8:09.0,,M. Morris misses 2-pt jump shot from 12 ft,72,100
385,4,8:09.0,Defensive rebound by R. Sacre,,72,100
