,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,HOUSTON_ACTION,CLEVELAND_SCORE,HOUSTON_SCORE
49,1,5:08.0,Defensive rebound by K. Love,,13,16
50,1,4:53.0,J. Smith misses 3-pt jump shot from 25 ft,,13,16
51,1,4:51.0,Offensive rebound by J. Smith,,13,16
52,1,4:48.0,Turnover by J. Smith (bad pass; steal by P. Beverley),,13,16
53,1,4:36.0,,P. Beverley misses 2-pt jump shot from 10 ft,13,16
54,1,4:36.0,,Offensive rebound by D. Howard,13,16
55,1,4:36.0,,D. Howard misses 2-pt layup from 1 ft (block by L. James),13,16
56,1,4:35.0,Defensive rebound by J. Smith,,13,16
57,1,4:26.0,Turnover by K. Love (bad pass; steal by J. Harden),,13,16
58,1,4:19.0,,D. Howard makes 2-pt hook shot from 6 ft,13,18
59,1,4:09.0,K. Love misses 3-pt jump shot from 24 ft,,13,18
60,1,4:08.0,,Defensive rebound by T. Ariza,13,18
61,1,4:01.0,,P. Beverley misses 3-pt jump shot from 23 ft,13,18
62,1,4:00.0,Defensive rebound by M. Dellavedova,,13,18
63,1,3:39.0,J. Smith makes 2-pt layup from 2 ft,,15,18
64,1,3:29.0,,Houston full timeout,15,18
65,1,3:29.0,I. Shumpert enters the game for T. Mozgov,,15,18
66,1,3:29.0,T. Thompson enters the game for J. Smith,,15,18
67,1,3:29.0,,C. Capela enters the game for D. Howard,15,18
68,1,3:29.0,,T. Lawson enters the game for P. Beverley,15,18
69,1,3:15.0,,T. Jones misses 2-pt jump shot from 7 ft,15,18
70,1,3:14.0,,Offensive rebound by T. Jones,15,18
71,1,2:59.0,,Shooting foul by I. Shumpert (drawn by J. Harden),15,18
72,1,2:59.0,,J. Harden makes free throw 1 of 2,15,19
73,1,2:59.0,,J. Harden makes free throw 2 of 2,15,20
74,1,2:41.0,K. Love misses 2-pt jump shot from 5 ft (block by T. Jones),,15,20
75,1,2:40.0,,Defensive rebound by C. Capela,15,20
76,1,2:30.0,,J. Harden misses 3-pt jump shot from 24 ft,15,20
77,1,2:29.0,Defensive rebound by K. Love,,15,20
78,1,2:21.0,L. James misses 2-pt layup from 2 ft (block by C. Capela),,15,20
79,1,2:20.0,,Defensive rebound by T. Jones,15,20
80,1,2:09.0,,C. Capela misses 2-pt layup from 1 ft,15,20
81,1,2:08.0,Defensive rebound by K. Love,,15,20
82,1,1:57.0,I. Shumpert misses 2-pt jump shot from 17 ft,,15,20
83,1,1:56.0,,Defensive rebound by C. Capela,15,20
84,1,1:46.0,,C. Capela misses 2-pt jump shot from 4 ft (block by T. Thompson),15,20
85,1,1:45.0,Defensive rebound by K. Love,,15,20
86,1,1:44.0,Personal foul by T. Lawson (drawn by L. James),,15,20
87,1,1:44.0,,M. Thornton enters the game for J. Harden,15,20
88,1,1:44.0,A. Varejão enters the game for L. James,,15,20
89,1,1:44.0,R. Jefferson enters the game for K. Love,,15,20
90,1,1:44.0,,C. Brewer enters the game for T. Ariza,15,20
91,1,1:31.0,A. Varejão misses 2-pt hook shot from 7 ft,,15,20
92,1,1:31.0,,Defensive rebound by Team,15,20
93,1,1:31.0,Loose ball foul by T. Thompson (drawn by C. Capela),,15,20
94,1,1:31.0,,C. Capela misses free throw 1 of 2,15,20
95,1,1:31.0,,Offensive rebound by Team,15,20
96,1,1:31.0,,C. Capela misses free throw 2 of 2,15,20
97,1,1:31.0,Defensive rebound by I. Shumpert,,15,20
98,1,1:21.0,Shooting foul by T. Jones (drawn by A. Varejão),,15,20
99,1,1:21.0,A. Varejão makes free throw 1 of 2,,16,20
100,1,1:21.0,K. Irving enters the game for M. Dellavedova,,16,20
101,1,1:21.0,A. Varejão makes free throw 2 of 2,,17,20
102,1,1:06.0,,M. Thornton misses 2-pt jump shot from 11 ft (block by K. Irving),17,20
103,1,1:06.0,Defensive rebound by Team,,17,20
104,1,0:46.0,R. Jefferson makes 3-pt jump shot from 25 ft (assist by A. Varejão),,20,20
105,1,0:30.0,,T. Jones misses 3-pt jump shot from 25 ft,20,20
106,1,0:29.0,,Offensive rebound by Team,20,20
107,1,0:29.0,Loose ball foul by A. Varejão (drawn by C. Capela),,20,20
108,1,0:29.0,,C. Capela makes free throw 1 of 2,20,21
109,1,0:29.0,,T. Ariza enters the game for T. Lawson,20,21
110,1,0:29.0,,C. Capela misses free throw 2 of 2,20,21
111,1,0:29.0,Defensive rebound by R. Jefferson,,20,21
112,1,0:28.0,Personal foul by C. Brewer (drawn by R. Jefferson),,20,21
113,1,0:28.0,R. Jefferson misses free throw 1 of 2,,20,21
114,1,0:28.0,Offensive rebound by Team,,20,21
115,1,0:28.0,,T. Lawson enters the game for C. Capela,20,21
116,1,0:28.0,,J. Harden enters the game for C. Brewer,20,21
117,1,0:28.0,M. Dellavedova enters the game for A. Varejão,,20,21
118,1,0:28.0,R. Jefferson makes free throw 2 of 2,,21,21
119,1,0:06.0,,Turnover by J. Harden (bad pass; steal by I. Shumpert),21,21
120,1,0:00.0,M. Dellavedova makes 2-pt jump shot from 9 ft (assist by I. Shumpert),,23,21
121,2,11:44.0,K. Irving makes 2-pt jump shot from 20 ft,,25,21
122,2,11:27.0,,M. Thornton makes 2-pt layup from 1 ft (assist by T. Jones),25,23
123,2,11:11.0,I. Shumpert makes 2-pt jump shot from 20 ft (assist by T. Thompson),,27,23
124,2,11:01.0,,Personal foul by I. Shumpert (drawn by M. Thornton),27,23
125,2,10:49.0,,C. Brewer misses 2-pt jump shot from 16 ft,27,23
126,2,10:48.0,Defensive rebound by A. Varejão,,27,23
127,2,10:37.0,A. Varejão makes 2-pt jump shot from 13 ft (assist by K. Irving),,29,23
128,2,10:23.0,,Offensive foul by D. Howard (drawn by A. Varejão),29,23
129,2,10:23.0,,Turnover by D. Howard (offensive foul),29,23
130,2,10:07.0,I. Shumpert misses 3-pt jump shot from 24 ft,,29,23
131,2,10:06.0,Offensive rebound by A. Varejão,,29,23
132,2,10:05.0,A. Varejão misses 2-pt layup from 2 ft,,29,23
133,2,10:04.0,,Defensive rebound by Team,29,23
134,2,9:51.0,,M. Thornton misses 2-pt jump shot from 9 ft,29,23
135,2,9:48.0,,Offensive rebound by C. Brewer,29,23
136,2,9:43.0,,M. Thornton misses 3-pt jump shot from 22 ft,29,23
137,2,9:43.0,,Offensive rebound by Team,29,23
138,2,9:27.0,,Turnover by D. Howard (lost ball; steal by A. Varejão),29,23
139,2,9:22.0,K. Irving makes 2-pt layup from 1 ft (assist by A. Varejão),,31,23
140,2,9:21.0,,Houston full timeout,31,23
141,2,9:21.0,,C. Capela enters the game for T. Lawson,31,23
142,2,9:21.0,,P. Beverley enters the game for C. Brewer,31,23
143,2,9:21.0,,J. Harden enters the game for T. Jones,31,23
144,2,9:03.0,,Shooting block foul by A. Varejão (drawn by D. Howard),31,23
145,2,9:03.0,,D. Howard misses free throw 1 of 2,31,23
146,2,9:03.0,,Offensive rebound by Team,31,23
147,2,9:03.0,,T. Ariza enters the game for M. Thornton,31,23
148,2,9:03.0,L. James enters the game for R. Jefferson,,31,23
149,2,9:03.0,,D. Howard makes free throw 2 of 2,31,24
150,2,8:41.0,A. Varejão misses 2-pt jump shot from 18 ft,,31,24
151,2,8:41.0,,Defensive rebound by D. Howard,31,24
152,2,8:31.0,,J. Harden misses 2-pt jump shot from 9 ft (block by I. Shumpert),31,24
153,2,8:31.0,,Offensive rebound by Team,31,24
154,2,8:31.0,K. Love enters the game for A. Varejão,,31,24
155,2,8:18.0,,D. Howard misses 2-pt hook shot from 6 ft,31,24
156,2,8:17.0,Defensive rebound by K. Irving,,31,24
157,2,8:10.0,K. Irving misses 3-pt jump shot from 26 ft,,31,24
158,2,8:09.0,,Defensive rebound by D. Howard,31,24
159,2,8:04.0,,D. Howard makes 2-pt dunk at rim (assist by P. Beverley),31,26
160,2,7:45.0,K. Love misses 3-pt jump shot from 23 ft,,31,26
161,2,7:45.0,,Defensive rebound by T. Ariza,31,26
162,2,7:34.0,,Turnover by J. Harden (lost ball; steal by I. Shumpert),31,26
163,2,7:18.0,K. Love misses 2-pt jump shot from 17 ft,,31,26
164,2,7:18.0,Offensive rebound by T. Thompson,,31,26
165,2,7:12.0,K. Irving makes 3-pt jump shot from 24 ft (assist by I. Shumpert),,34,26
166,2,6:49.0,,C. Capela makes 2-pt layup from 4 ft (assist by P. Beverley),34,28
167,2,6:35.0,K. Irving makes 2-pt jump shot from 8 ft,,36,28
168,2,6:24.0,,Turnover by P. Beverley (bad pass),36,28
169,2,6:08.0,Turnover by K. Irving (bad pass; steal by T. Ariza),,36,28
170,2,6:02.0,,T. Ariza makes 2-pt layup from 1 ft,36,30
171,2,5:46.0,K. Love misses 3-pt jump shot from 23 ft,,36,30
172,2,5:46.0,,Defensive rebound by J. Harden,36,30
173,2,5:39.0,,J. Harden misses 3-pt jump shot from 25 ft,36,30
174,2,5:38.0,,Offensive rebound by D. Howard,36,30
175,2,5:36.0,,Shooting foul by T. Thompson (drawn by D. Howard),36,30
176,2,5:36.0,Official timeout,,36,30
177,2,5:36.0,M. Dellavedova enters the game for K. Irving,,36,30
178,2,5:36.0,T. Mozgov enters the game for I. Shumpert,,36,30
179,2,5:36.0,J. Smith enters the game for T. Thompson,,36,30
180,2,5:36.0,,T. Jones enters the game for C. Capela,36,30
181,2,5:36.0,,J. Terry enters the game for P. Beverley,36,30
182,2,5:36.0,,D. Howard misses free throw 1 of 2,36,30
183,2,5:36.0,,Offensive rebound by Team,36,30
184,2,5:36.0,,D. Howard makes free throw 2 of 2,36,31
185,2,5:14.0,M. Dellavedova misses 2-pt jump shot from 10 ft,,36,31
186,2,5:13.0,,Defensive rebound by D. Howard,36,31
187,2,5:01.0,,T. Jones misses 2-pt jump shot from 12 ft,36,31
188,2,5:01.0,Defensive rebound by L. James,,36,31
189,2,4:50.0,J. Smith misses 3-pt jump shot from 23 ft,,36,31
190,2,4:49.0,Offensive rebound by L. James,,36,31
191,2,4:49.0,Shooting foul by T. Ariza (drawn by L. James),,36,31
192,2,4:49.0,L. James makes free throw 1 of 2,,37,31
193,2,4:49.0,L. James makes free throw 2 of 2,,38,31
194,2,4:35.0,,Turnover by J. Terry (bad pass; steal by M. Dellavedova),38,31
195,2,4:25.0,L. James misses 2-pt jump shot from 13 ft,,38,31
196,2,4:24.0,Offensive rebound by L. James,,38,31
197,2,4:23.0,L. James misses 2-pt layup from 2 ft,,38,31
198,2,4:23.0,,Defensive rebound by Team,38,31
199,2,4:23.0,,Personal foul by T. Mozgov (drawn by T. Jones),38,31
200,2,4:06.0,,Turnover by J. Harden (lost ball; steal by M. Dellavedova),38,31
201,2,3:58.0,Turnover by M. Dellavedova (bad pass; steal by J. Harden),,38,31
202,2,3:52.0,,Shooting foul by T. Mozgov (drawn by D. Howard),38,31
203,2,3:52.0,,D. Howard misses free throw 1 of 2,38,31
204,2,3:52.0,,Offensive rebound by Team,38,31
205,2,3:52.0,,D. Howard makes free throw 2 of 2,38,32
206,2,3:37.0,Turnover by L. James (bad pass),,38,32
207,2,3:18.0,,J. Terry misses 3-pt jump shot from 23 ft,38,32
208,2,3:17.0,Defensive rebound by L. James,,38,32
209,2,3:10.0,Shooting foul by J. Harden (drawn by J. Smith),,38,32
210,2,3:10.0,J. Smith misses free throw 1 of 2,,38,32
211,2,3:10.0,Offensive rebound by Team,,38,32
212,2,3:10.0,J. Smith makes free throw 2 of 2,,39,32
213,2,2:53.0,,Personal foul by T. Mozgov (drawn by D. Howard),39,32
214,2,2:53.0,Cleveland full timeout,,39,32
215,2,2:53.0,A. Varejão enters the game for T. Mozgov,,39,32
216,2,2:53.0,,D. Howard misses free throw 1 of 2,39,32
217,2,2:53.0,,Offensive rebound by Team,39,32
218,2,2:53.0,,D. Howard makes free throw 2 of 2,39,33
219,2,2:42.0,L. James misses 2-pt jump shot from 4 ft (block by D. Howard),,39,33
220,2,2:42.0,Offensive rebound by Team,,39,33
221,2,2:38.0,J. Smith misses 3-pt jump shot from 25 ft,,39,33
222,2,2:38.0,,Defensive rebound by D. Howard,39,33
223,2,2:33.0,,Turnover by J. Harden (lost ball; steal by J. Smith),39,33
224,2,2:29.0,J. Smith makes 2-pt layup from 2 ft,,41,33
225,2,2:01.0,,Turnover by Team (shot clock),41,33
226,2,1:46.0,L. James makes 2-pt layup from 2 ft,,43,33
227,2,1:32.0,,Shooting foul by L. James (drawn by J. Harden),43,33
228,2,1:32.0,,J. Harden makes free throw 1 of 2,43,34
229,2,1:32.0,,C. Brewer enters the game for T. Jones,43,34
230,2,1:32.0,,J. Harden makes free throw 2 of 2,43,35
231,2,1:13.0,Personal block foul by C. Brewer (drawn by J. Smith),,43,35
232,2,1:13.0,R. Jefferson enters the game for K. Love,,43,35
233,2,1:06.0,Personal foul by T. Ariza (drawn by L. James),,43,35
234,2,1:06.0,L. James misses free throw 1 of 2,,43,35
235,2,1:06.0,Offensive rebound by Team,,43,35
236,2,1:06.0,,M. Thornton enters the game for C. Brewer,43,35
237,2,1:06.0,L. James makes free throw 2 of 2,,44,35
238,2,0:56.0,,Turnover by J. Terry (lost ball),44,35
239,2,0:35.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,44,35
240,2,0:34.0,Offensive rebound by R. Jefferson,,44,35
241,2,0:31.0,Cleveland full timeout,,44,35
242,2,0:31.0,,C. Brewer enters the game for M. Thornton,44,35
243,2,0:21.0,A. Varejão misses 2-pt jump shot from 16 ft,,44,35
244,2,0:20.0,Offensive rebound by M. Dellavedova,,44,35
245,2,0:01.0,L. James makes 2-pt layup from 2 ft,,46,35
246,3,11:46.0,Def 3 sec tech foul by C. Capela,,46,35
247,3,11:46.0,K. Irving makes technical free throw,,47,35
248,3,11:38.0,J. Smith misses 3-pt jump shot from 24 ft,,47,35
249,3,11:38.0,,Defensive rebound by D. Howard,47,35
250,3,11:23.0,,Turnover by C. Capela (traveling),47,35
251,3,11:07.0,K. Love makes 3-pt jump shot from 26 ft (assist by L. James),,50,35
252,3,10:40.0,,T. Ariza misses 2-pt hook shot from 5 ft,50,35
253,3,10:38.0,,Offensive rebound by C. Capela,50,35
254,3,10:37.0,,C. Capela makes 2-pt layup from 1 ft,50,37
255,3,10:20.0,K. Irving makes 2-pt jump shot from 18 ft (assist by L. James),,52,37
256,3,10:07.0,,J. Harden misses 2-pt jump shot from 19 ft,52,37
257,3,10:06.0,Defensive rebound by K. Love,,52,37
258,3,10:02.0,Personal foul by P. Beverley (drawn by K. Irving),,52,37
259,3,10:02.0,,M. Thornton enters the game for C. Capela,52,37
260,3,9:56.0,Turnover by K. Love (bad pass),,52,37
261,3,9:49.0,,T. Ariza misses 3-pt jump shot from 24 ft,52,37
262,3,9:48.0,Defensive rebound by K. Love,,52,37
263,3,9:35.0,Turnover by L. James (bad pass; steal by D. Howard),,52,37
264,3,9:31.0,,Turnover by J. Harden (bad pass),52,37
265,3,9:26.0,J. Smith misses 3-pt jump shot from 24 ft,,52,37
266,3,9:25.0,,Defensive rebound by D. Howard,52,37
267,3,9:03.0,,D. Howard makes 2-pt hook shot from 8 ft (assist by M. Thornton),52,39
268,3,8:52.0,K. Irving misses 2-pt jump shot from 8 ft,,52,39
269,3,8:51.0,Offensive rebound by K. Love,,52,39
270,3,8:41.0,K. Love misses 2-pt jump shot from 9 ft (block by J. Harden),,52,39
271,3,8:39.0,,Defensive rebound by T. Ariza,52,39
272,3,8:38.0,,M. Thornton misses 2-pt layup from 2 ft (block by L. James),52,39
273,3,8:38.0,Defensive rebound by Team,,52,39
274,3,8:23.0,K. Irving misses 3-pt jump shot from 25 ft,,52,39
275,3,8:22.0,Offensive rebound by K. Love,,52,39
276,3,8:16.0,K. Love makes 3-pt jump shot from 24 ft (assist by L. James),,55,39
277,3,8:02.0,,P. Beverley makes 3-pt jump shot from 24 ft (assist by D. Howard),55,42
278,3,7:46.0,K. Love misses 3-pt jump shot from 25 ft,,55,42
279,3,7:45.0,,Defensive rebound by M. Thornton,55,42
280,3,7:31.0,,M. Thornton misses 3-pt jump shot from 25 ft,55,42
281,3,7:30.0,Defensive rebound by K. Irving,,55,42
282,3,7:20.0,J. Smith misses 3-pt jump shot from 25 ft,,55,42
283,3,7:19.0,,Defensive rebound by D. Howard,55,42
284,3,7:03.0,,M. Thornton misses 2-pt jump shot from 4 ft,55,42
285,3,7:02.0,Defensive rebound by T. Mozgov,,55,42
286,3,6:55.0,Cleveland full timeout,,55,42
287,3,6:39.0,J. Smith misses 3-pt jump shot from 25 ft,,55,42
288,3,6:38.0,,Defensive rebound by P. Beverley,55,42
289,3,6:22.0,,T. Ariza misses 2-pt layup from 3 ft (block by T. Mozgov),55,42
290,3,6:21.0,Defensive rebound by K. Love,,55,42
291,3,6:08.0,Personal foul by P. Beverley (drawn by K. Irving),,55,42
292,3,5:55.0,T. Mozgov makes 2-pt jump shot from 20 ft,,57,42
293,3,5:40.0,,Turnover by J. Harden (bad pass; steal by K. Love),57,42
294,3,5:39.0,,J. Terry enters the game for P. Beverley,57,42
295,3,5:39.0,,C. Brewer enters the game for M. Thornton,57,42
296,3,5:39.0,,C. Capela enters the game for D. Howard,57,42
297,3,5:39.0,I. Shumpert enters the game for T. Mozgov,,57,42
298,3,5:39.0,Turnover by K. Love (lost ball; steal by T. Ariza),,57,42
299,3,5:23.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Harden),57,45
300,3,5:06.0,I. Shumpert misses 3-pt jump shot from 24 ft,,57,45
301,3,5:05.0,,Defensive rebound by J. Harden,57,45
302,3,5:03.0,,Personal block foul by J. Smith (drawn by J. Harden),57,45
303,3,5:03.0,M. Dellavedova enters the game for K. Irving,,57,45
304,3,4:58.0,,C. Capela misses 2-pt layup from 1 ft,57,45
305,3,4:57.0,,Offensive rebound by C. Capela,57,45
306,3,4:56.0,,C. Capela misses 2-pt layup from 3 ft,57,45
307,3,4:56.0,Defensive rebound by Team,,57,45
308,3,4:40.0,K. Love makes 2-pt layup from 2 ft (assist by M. Dellavedova),,59,45
309,3,4:36.0,,Houston full timeout,59,45
310,3,4:36.0,,M. Thornton enters the game for C. Capela,59,45
311,3,4:36.0,,D. Howard enters the game for J. Harden,59,45
312,3,4:18.0,,Personal foul by J. Smith (drawn by J. Terry),59,45
313,3,4:13.0,,C. Brewer misses 3-pt jump shot from 22 ft,59,45
314,3,4:12.0,Defensive rebound by L. James,,59,45
315,3,3:52.0,J. Smith makes 3-pt jump shot from 24 ft (assist by L. James),,62,45
316,3,3:31.0,,D. Howard misses 2-pt hook shot from 6 ft,62,45
317,3,3:30.0,Defensive rebound by J. Smith,,62,45
318,3,3:21.0,L. James makes 2-pt layup from 1 ft,,64,45
319,3,3:13.0,,Turnover by M. Thornton (bad pass; steal by M. Dellavedova),64,45
320,3,3:02.0,J. Smith misses 3-pt jump shot from 25 ft,,64,45
321,3,3:00.0,Offensive rebound by K. Love,,64,45
322,3,2:50.0,Turnover by K. Love (bad pass; steal by J. Terry),,64,45
323,3,2:49.0,,Personal foul by M. Dellavedova (drawn by M. Thornton),64,45
324,3,2:49.0,T. Thompson enters the game for K. Love,,64,45
325,3,2:49.0,,J. Harden enters the game for T. Ariza,64,45
326,3,2:30.0,,M. Thornton misses 2-pt layup from 1 ft,64,45
327,3,2:29.0,,Offensive rebound by M. Thornton,64,45
328,3,2:16.0,,J. Terry misses 3-pt jump shot from 24 ft,64,45
329,3,2:15.0,Defensive rebound by J. Smith,,64,45
330,3,2:10.0,L. James makes 2-pt layup from 1 ft,,66,45
331,3,1:51.0,,M. Thornton misses 3-pt jump shot from 23 ft,66,45
332,3,1:51.0,Defensive rebound by L. James,,66,45
333,3,1:43.0,J. Smith misses 3-pt jump shot from 26 ft,,66,45
334,3,1:42.0,,Defensive rebound by J. Harden,66,45
335,3,1:35.0,,J. Terry makes 3-pt jump shot from 24 ft (assist by J. Harden),66,48
336,3,1:20.0,T. Thompson makes 2-pt dunk at rim (assist by M. Dellavedova),,68,48
337,3,0:58.0,,J. Harden misses 3-pt jump shot from 25 ft,68,48
338,3,0:58.0,Defensive rebound by J. Smith,,68,48
339,3,0:46.0,L. James misses 2-pt jump shot from 18 ft,,68,48
340,3,0:45.0,,Defensive rebound by J. Terry,68,48
341,3,0:37.0,,M. Thornton misses 3-pt jump shot from 24 ft,68,48
342,3,0:36.0,Defensive rebound by T. Thompson,,68,48
343,3,0:16.0,J. Smith misses 3-pt jump shot from 25 ft,,68,48
344,3,0:14.0,Offensive rebound by M. Dellavedova,,68,48
345,3,0:14.0,M. Dellavedova misses 2-pt layup from 1 ft,,68,48
346,3,0:12.0,,Defensive rebound by D. Howard,68,48
347,3,0:11.0,,Clear path foul by J. Smith,68,48
348,3,0:11.0,,C. Brewer misses clear path free throw 1 of 2,68,48
349,3,0:11.0,,Offensive rebound by Team,68,48
350,3,0:11.0,R. Jefferson enters the game for L. James,,68,48
351,3,0:11.0,,P. Beverley enters the game for M. Thornton,68,48
352,3,0:11.0,,C. Brewer makes clear path free throw 2 of 2,68,49
353,3,0:09.0,,Personal take foul by R. Jefferson (drawn by D. Howard),68,49
354,3,0:09.0,,D. Howard makes free throw 1 of 2,68,50
355,3,0:09.0,K. Irving enters the game for J. Smith,,68,50
356,3,0:09.0,L. James enters the game for T. Thompson,,68,50
357,3,0:09.0,,T. Ariza enters the game for J. Terry,68,50
358,3,0:09.0,,D. Howard makes free throw 2 of 2,68,51
359,3,0:03.0,K. Irving misses 3-pt jump shot from 24 ft,,68,51
360,3,0:01.0,Offensive rebound by I. Shumpert,,68,51
361,3,0:01.0,I. Shumpert misses 2-pt layup from 1 ft,,68,51
362,3,0:00.0,Offensive rebound by I. Shumpert,,68,51
363,3,0:00.0,I. Shumpert misses 2-pt layup from 1 ft,,68,51
364,3,0:00.0,Offensive rebound by Team,,68,51
365,4,11:46.0,,D. Howard misses 2-pt hook shot from 6 ft,68,51
366,4,11:45.0,Defensive rebound by K. Irving,,68,51
367,4,11:36.0,Turnover by M. Dellavedova (bad pass; steal by J. Terry),,68,51
368,4,11:30.0,,C. Brewer makes 2-pt layup from 3 ft (assist by J. Terry),68,53
369,4,11:09.0,M. Dellavedova misses 2-pt jump shot from 7 ft (block by D. Howard),,68,53
370,4,11:08.0,Offensive rebound by M. Dellavedova,,68,53
371,4,11:06.0,T. Thompson makes 2-pt dunk at rim (assist by M. Dellavedova),,70,53
372,4,10:54.0,,Turnover by P. Beverley (bad pass),70,53
373,4,10:42.0,K. Irving makes 2-pt jump shot from 19 ft,,72,53
374,4,10:30.0,,J. Terry makes 2-pt jump shot from 7 ft,72,55
375,4,10:17.0,K. Irving makes 2-pt jump shot from 9 ft,,74,55
376,4,10:04.0,,Personal foul by K. Irving (drawn by C. Brewer),74,55
377,4,9:51.0,,C. Brewer misses 2-pt jump shot from 21 ft,74,55
378,4,9:50.0,Defensive rebound by K. Irving,,74,55
379,4,9:48.0,Personal foul by J. Harden (drawn by K. Irving),,74,55
380,4,9:34.0,Shooting foul by J. Harden (drawn by T. Thompson),,74,55
381,4,9:34.0,T. Thompson makes free throw 1 of 2,,75,55
382,4,9:34.0,T. Thompson makes free throw 2 of 2,,76,55
383,4,9:25.0,,Personal foul by T. Thompson (drawn by D. Howard),76,55
384,4,9:17.0,,J. Terry misses 2-pt layup from 4 ft,76,55
385,4,9:16.0,Defensive rebound by M. Dellavedova,,76,55
386,4,9:12.0,Personal foul by J. Harden (drawn by R. Jefferson),,76,55
387,4,9:12.0,,Houston full timeout,76,55
388,4,9:12.0,,T. Jones enters the game for D. Howard,76,55
389,4,9:12.0,,M. Harrell enters the game for C. Brewer,76,55
390,4,9:00.0,K. Irving misses 2-pt layup from 2 ft,,76,55
391,4,8:59.0,,Defensive rebound by T. Jones,76,55
392,4,8:53.0,,P. Beverley makes 3-pt jump shot from 25 ft (assist by J. Harden),76,58
393,4,8:33.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,76,58
394,4,8:33.0,,Defensive rebound by Team,76,58
395,4,8:21.0,,Shooting foul by T. Thompson (drawn by T. Jones),76,58
396,4,8:21.0,,T. Jones misses free throw 1 of 2,76,58
397,4,8:21.0,,Offensive rebound by Team,76,58
398,4,8:21.0,L. James enters the game for M. Dellavedova,,76,58
399,4,8:21.0,,T. Ariza enters the game for J. Terry,76,58
