,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,SAN ANTONIO_ACTION,SACRAMENTO_SCORE,SAN ANTONIO_SCORE
151,2,7:02.0,,Defensive rebound by K. Leonard,30,38
152,2,6:46.0,,J. Simmons misses 2-pt layup from 1 ft,30,38
153,2,6:46.0,Defensive rebound by R. Gay,,30,38
154,2,6:39.0,R. Rondo makes 2-pt layup from 1 ft,,32,38
155,2,6:39.0,,San Antonio full timeout,32,38
156,2,6:39.0,D. Cousins enters the game for Q. Acy,,32,38
157,2,6:24.0,,Shooting foul by D. Cousins (drawn by K. Leonard),32,38
158,2,6:24.0,,K. Leonard misses free throw 1 of 2,32,38
159,2,6:24.0,,Offensive rebound by Team,32,38
160,2,6:24.0,,K. Leonard makes free throw 2 of 2,32,39
161,2,6:07.0,Shooting foul by J. Simmons (drawn by D. Cousins),,32,39
162,2,6:07.0,,Violation by K. Leonard (def goaltending),32,39
163,2,6:07.0,D. Cousins makes 2-pt layup from 1 ft (assist by D. Collison),,34,39
164,2,6:07.0,,P. Mills enters the game for K. Anderson,34,39
165,2,6:07.0,D. Cousins misses free throw 1 of 1,,34,39
166,2,6:05.0,,Defensive rebound by K. Leonard,34,39
167,2,6:02.0,,Turnover by K. Leonard (lost ball; steal by R. Rondo),34,39
168,2,5:55.0,R. Rondo misses 2-pt layup from 1 ft,,34,39
169,2,5:54.0,Offensive rebound by D. Cousins,,34,39
170,2,5:50.0,D. Cousins makes 2-pt layup from 1 ft,,36,39
171,2,5:42.0,,K. Leonard makes 2-pt layup at rim (assist by P. Mills),36,41
172,2,5:30.0,R. Rondo makes 2-pt layup from 1 ft,,38,41
173,2,5:12.0,,B. Diaw misses 3-pt jump shot from 24 ft,38,41
174,2,5:12.0,Defensive rebound by M. Belinelli,,38,41
175,2,5:07.0,D. Cousins makes 2-pt layup at rim (assist by R. Rondo),,40,41
176,2,4:57.0,,K. Leonard misses 2-pt jump shot from 17 ft,40,41
177,2,4:57.0,Defensive rebound by M. Belinelli,,40,41
178,2,4:43.0,D. Cousins misses 2-pt jump shot from 3 ft,,40,41
179,2,4:43.0,Offensive rebound by D. Cousins,,40,41
180,2,4:43.0,Shooting foul by B. Diaw (drawn by D. Cousins),,40,41
181,2,4:43.0,D. Cousins misses free throw 1 of 2,,40,41
182,2,4:43.0,Offensive rebound by Team,,40,41
183,2,4:43.0,,B. Marjanović enters the game for B. Diaw,40,41
184,2,4:43.0,D. Cousins makes free throw 2 of 2,,41,41
185,2,4:30.0,,K. Leonard makes 2-pt hook shot from 9 ft,41,43
186,2,4:30.0,,Shooting foul by R. Gay (drawn by K. Leonard),41,43
187,2,4:30.0,,B. Diaw enters the game for J. Simmons,41,43
188,2,4:30.0,,K. Leonard makes free throw 1 of 1,41,44
189,2,4:16.0,M. Belinelli misses 2-pt jump shot from 16 ft,,41,44
190,2,4:15.0,,Defensive rebound by B. Marjanović,41,44
191,2,4:07.0,,K. Leonard misses 2-pt jump shot from 7 ft,41,44
192,2,4:06.0,,Offensive rebound by K. Leonard,41,44
193,2,3:59.0,,B. Diaw makes 3-pt jump shot from 24 ft (assist by K. Leonard),41,47
194,2,3:44.0,D. Collison misses 2-pt jump shot from 17 ft,,41,47
195,2,3:44.0,,Defensive rebound by B. Marjanović,41,47
196,2,3:32.0,,K. Leonard misses 3-pt jump shot from 24 ft,41,47
197,2,3:31.0,,Offensive rebound by B. Diaw,41,47
198,2,3:25.0,,K. Leonard misses 3-pt jump shot from 24 ft,41,47
199,2,3:24.0,Defensive rebound by D. Collison,,41,47
200,2,3:19.0,R. Gay makes 2-pt dunk at rim (assist by D. Collison),,43,47
201,2,2:52.0,,P. Mills makes 3-pt jump shot from 23 ft (assist by B. Marjanović),43,50
202,2,2:46.0,Sacramento full timeout,,43,50
203,2,2:46.0,Official timeout,,43,50
204,2,2:46.0,B. McLemore enters the game for M. Belinelli,,43,50
205,2,2:46.0,Q. Acy enters the game for D. Collison,,43,50
206,2,2:37.0,Shooting foul by B. Marjanović (drawn by D. Cousins),,43,50
207,2,2:37.0,D. Cousins makes free throw 1 of 2,,44,50
208,2,2:37.0,,M. Ginóbili enters the game for P. Mills,44,50
209,2,2:37.0,D. Cousins makes free throw 2 of 2,,45,50
210,2,2:20.0,,K. Leonard misses 2-pt jump shot from 7 ft,45,50
211,2,2:20.0,,Offensive rebound by K. Leonard,45,50
212,2,2:20.0,,Shooting foul by R. Gay (drawn by K. Leonard),45,50
213,2,2:20.0,,K. Leonard makes free throw 1 of 2,45,51
214,2,2:20.0,,D. West enters the game for B. Marjanović,45,51
215,2,2:20.0,,K. Leonard makes free throw 2 of 2,45,52
216,2,2:18.0,Personal foul by B. Diaw (drawn by D. Cousins),,45,52
217,2,2:18.0,D. Cousins makes free throw 1 of 2,,46,52
218,2,2:18.0,D. Cousins makes free throw 2 of 2,,47,52
219,2,2:04.0,,Turnover by K. Leonard (lost ball; steal by R. Gay),47,52
220,2,1:54.0,R. Gay misses 2-pt layup at rim (block by K. Leonard),,47,52
221,2,1:52.0,Offensive rebound by R. Gay,,47,52
222,2,1:50.0,R. Gay makes 2-pt layup at rim,,49,52
223,2,1:37.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,49,52
224,2,1:37.0,Defensive rebound by R. Gay,,49,52
225,2,1:28.0,D. Cousins misses 3-pt jump shot from 23 ft,,49,52
226,2,1:27.0,,Defensive rebound by B. Diaw,49,52
227,2,1:13.0,,M. Ginóbili makes 2-pt layup from 1 ft (assist by K. Leonard),49,54
228,2,1:08.0,Turnover by R. Rondo (bad pass; steal by K. Leonard),,49,54
229,2,0:56.0,,Turnover by M. Ginóbili (bad pass; steal by Q. Acy),49,54
230,2,0:48.0,R. Rondo makes 2-pt layup at rim,,51,54
231,2,0:35.0,,T. Parker misses 2-pt layup at rim,51,54
232,2,0:33.0,Defensive rebound by D. Cousins,,51,54
233,2,0:31.0,Turnover by R. Rondo (bad pass),,51,54
234,2,0:18.0,,San Antonio full timeout,51,54
235,2,0:18.0,,M. Bonner enters the game for B. Diaw,51,54
236,2,0:18.0,,P. Mills enters the game for K. Leonard,51,54
237,2,0:18.0,W. Cauley-Stein enters the game for D. Cousins,,51,54
238,2,0:10.0,,M. Bonner makes 3-pt jump shot from 24 ft (assist by T. Parker),51,57
239,2,0:00.0,R. Rondo makes 3-pt jump shot from 23 ft (assist by R. Gay),,54,57
240,3,11:34.0,R. Rondo misses 2-pt jump shot from 4 ft,,54,57
241,3,11:33.0,,Defensive rebound by M. Bonner,54,57
242,3,11:13.0,,T. Parker misses 2-pt jump shot from 18 ft,54,57
243,3,11:12.0,Defensive rebound by Q. Acy,,54,57
244,3,10:55.0,Turnover by D. Cousins (bad pass; steal by K. Anderson),,54,57
245,3,10:49.0,,K. Leonard makes 2-pt layup from 1 ft (assist by D. West),54,59
246,3,10:32.0,Personal foul by D. West (drawn by D. Cousins),,54,59
247,3,10:24.0,D. Cousins misses 2-pt layup from 1 ft,,54,59
248,3,10:22.0,,Defensive rebound by K. Anderson,54,59
249,3,10:13.0,Violation by Q. Acy (def goaltending),,54,59
250,3,10:13.0,,K. Leonard makes 2-pt layup from 1 ft,54,61
251,3,10:00.0,D. Cousins misses 2-pt jump shot from 21 ft,,54,61
252,3,9:59.0,,Defensive rebound by K. Leonard,54,61
253,3,9:52.0,,K. Leonard makes 3-pt jump shot from 25 ft,54,64
254,3,9:51.0,Sacramento full timeout,,54,64
255,3,9:33.0,B. McLemore misses 2-pt jump shot from 21 ft,,54,64
256,3,9:32.0,Offensive rebound by D. Cousins,,54,64
257,3,9:32.0,Personal foul by D. West (drawn by D. Cousins),,54,64
258,3,9:20.0,Turnover by R. Gay (bad pass; steal by D. West),,54,64
259,3,9:11.0,,K. Leonard makes 2-pt jump shot from 19 ft,54,66
260,3,9:04.0,Turnover by B. McLemore (lost ball),,54,66
261,3,8:54.0,,Personal foul by B. McLemore (drawn by K. Anderson),54,66
262,3,8:43.0,,M. Bonner makes 3-pt jump shot from 24 ft (assist by K. Leonard),54,69
263,3,8:29.0,O. Casspi enters the game for Q. Acy,,54,69
264,3,8:22.0,B. McLemore misses 2-pt jump shot from 3 ft,,54,69
265,3,8:21.0,,Defensive rebound by M. Bonner,54,69
266,3,8:08.0,,K. Leonard misses 2-pt jump shot from 18 ft,54,69
267,3,8:07.0,Defensive rebound by B. McLemore,,54,69
268,3,8:03.0,Turnover by R. Rondo (lost ball),,54,69
269,3,7:48.0,,K. Anderson misses 3-pt jump shot from 23 ft,54,69
270,3,7:47.0,Defensive rebound by D. Cousins,,54,69
271,3,7:35.0,O. Casspi misses 3-pt jump shot from 24 ft,,54,69
272,3,7:34.0,,Defensive rebound by K. Anderson,54,69
273,3,7:24.0,,Personal block foul by O. Casspi (drawn by K. Anderson),54,69
274,3,7:24.0,D. Collison enters the game for B. McLemore,,54,69
275,3,7:17.0,,K. Leonard misses 2-pt jump shot from 19 ft,54,69
276,3,7:16.0,,Offensive rebound by K. Anderson,54,69
277,3,6:58.0,,M. Bonner misses 3-pt jump shot from 24 ft,54,69
278,3,6:57.0,Defensive rebound by D. Cousins,,54,69
279,3,6:46.0,O. Casspi makes 2-pt jump shot from 6 ft (assist by R. Rondo),,56,69
280,3,6:36.0,,Shooting foul by R. Gay (drawn by K. Leonard),56,69
281,3,6:36.0,,K. Leonard makes free throw 1 of 2,56,70
282,3,6:36.0,,M. Ginóbili enters the game for M. Bonner,56,70
283,3,6:36.0,,K. Leonard makes free throw 2 of 2,56,71
284,3,6:18.0,D. Collison makes 2-pt jump shot from 18 ft,,58,71
285,3,5:51.0,,Turnover by T. Parker (lost ball; steal by D. Collison),58,71
286,3,5:47.0,D. Collison makes 2-pt layup from 1 ft (assist by R. Rondo),,60,71
287,3,5:29.0,,D. West misses 2-pt jump shot from 17 ft,60,71
288,3,5:28.0,,Offensive rebound by K. Leonard,60,71
289,3,5:13.0,,M. Ginóbili misses 3-pt jump shot from 26 ft,60,71
290,3,5:12.0,Defensive rebound by O. Casspi,,60,71
291,3,5:02.0,Personal foul by K. Leonard (drawn by R. Gay),,60,71
292,3,4:53.0,Turnover by R. Rondo (bad pass),,60,71
293,3,4:39.0,,M. Ginóbili makes 2-pt layup from 1 ft (assist by D. West),60,73
294,3,4:30.0,Turnover by D. Cousins (bad pass),,60,73
295,3,4:30.0,,B. Diaw enters the game for K. Anderson,60,73
296,3,4:12.0,,M. Ginóbili makes 2-pt jump shot from 13 ft (assist by T. Parker),60,75
297,3,4:01.0,D. Cousins makes 3-pt jump shot from 25 ft (assist by R. Rondo),,63,75
298,3,4:01.0,,San Antonio full timeout,63,75
299,3,4:01.0,Q. Acy enters the game for R. Gay,,63,75
300,3,3:46.0,,K. Leonard misses 3-pt jump shot from 25 ft,63,75
301,3,3:45.0,Defensive rebound by Team,,63,75
302,3,3:45.0,,B. Marjanović enters the game for D. West,63,75
303,3,3:28.0,Turnover by Q. Acy (traveling),,63,75
304,3,3:10.0,,Shooting foul by D. Cousins (drawn by B. Marjanović),63,75
305,3,3:10.0,,B. Marjanović makes free throw 1 of 2,63,76
306,3,3:10.0,,B. Marjanović makes free throw 2 of 2,63,77
307,3,2:57.0,D. Cousins misses 3-pt jump shot from 24 ft,,63,77
308,3,2:56.0,,Defensive rebound by B. Marjanović,63,77
309,3,2:46.0,,Shooting foul by D. Cousins (drawn by M. Ginóbili),63,77
310,3,2:46.0,,M. Ginóbili makes free throw 1 of 2,63,78
311,3,2:46.0,W. Cauley-Stein enters the game for D. Cousins,,63,78
312,3,2:46.0,,K. Anderson enters the game for K. Leonard,63,78
313,3,2:46.0,,M. Ginóbili makes free throw 2 of 2,63,79
314,3,2:23.0,O. Casspi misses 2-pt jump shot from 2 ft,,63,79
315,3,2:22.0,Offensive rebound by O. Casspi,,63,79
316,3,2:22.0,O. Casspi misses 2-pt layup from 2 ft,,63,79
317,3,2:21.0,,Defensive rebound by K. Anderson,63,79
318,3,2:10.0,,T. Parker misses 3-pt jump shot from 23 ft,63,79
319,3,2:06.0,,Offensive rebound by M. Ginóbili,63,79
320,3,1:51.0,,Turnover by K. Anderson (lost ball; steal by R. Rondo),63,79
321,3,1:46.0,Q. Acy makes 2-pt layup from 1 ft (assist by R. Rondo),,65,79
322,3,1:24.0,,M. Ginóbili makes 2-pt jump shot from 12 ft,65,81
323,3,1:14.0,W. Cauley-Stein misses 2-pt jump shot from 18 ft,,65,81
324,3,1:13.0,,Defensive rebound by K. Anderson,65,81
325,3,1:00.0,,Personal foul by R. Rondo (drawn by M. Ginóbili),65,81
326,3,1:00.0,,M. Ginóbili makes free throw 1 of 2,65,82
327,3,1:00.0,,P. Mills enters the game for T. Parker,65,82
328,3,1:00.0,,M. Ginóbili makes free throw 2 of 2,65,83
329,3,0:46.0,Turnover by D. Collison (bad pass),,65,83
330,3,0:32.0,,Turnover by P. Mills (bad pass; steal by O. Casspi),65,83
331,3,0:29.0,O. Casspi makes 2-pt dunk at rim,,67,83
332,3,0:09.0,,M. Ginóbili makes 2-pt layup at rim,67,85
333,3,0:09.0,,Shooting foul by W. Cauley-Stein (drawn by M. Ginóbili),67,85
334,3,0:09.0,M. Belinelli enters the game for Q. Acy,,67,85
335,3,0:09.0,,J. Simmons enters the game for B. Marjanović,67,85
336,3,0:09.0,,M. Ginóbili makes free throw 1 of 1,67,86
337,3,0:05.0,Personal foul by M. Ginóbili (drawn by R. Rondo),,67,86
338,3,0:02.0,W. Cauley-Stein misses 2-pt jump shot from 15 ft,,67,86
339,3,0:01.0,,Defensive rebound by J. Simmons,67,86
340,3,0:00.0,,J. Simmons misses 3-pt jump shot from 50 ft,67,86
341,3,0:00.0,,Offensive rebound by Team,67,86
342,4,11:49.0,,Personal foul by W. Cauley-Stein (drawn by B. Marjanović),67,86
343,4,11:34.0,,P. Mills misses 3-pt jump shot from 25 ft,67,86
344,4,11:32.0,,Offensive rebound by P. Mills,67,86
345,4,11:31.0,,Turnover by B. Diaw (lost ball),67,86
346,4,11:12.0,W. Cauley-Stein misses 2-pt hook shot from 6 ft,,67,86
347,4,11:11.0,,Defensive rebound by B. Marjanović,67,86
348,4,11:03.0,,Turnover by K. Anderson (bad pass; steal by O. Casspi),67,86
349,4,10:58.0,O. Casspi makes 2-pt dunk at rim,,69,86
350,4,10:42.0,Violation by O. Casspi (kicked ball),,69,86
351,4,10:41.0,,Personal foul by O. Casspi (drawn by K. Anderson),69,86
352,4,10:28.0,,B. Diaw misses 2-pt layup at rim,69,86
353,4,10:27.0,,Offensive rebound by B. Marjanović,69,86
354,4,10:26.0,,Shooting foul by Q. Acy (drawn by B. Marjanović),69,86
355,4,10:26.0,,B. Marjanović misses free throw 1 of 2,69,86
356,4,10:26.0,,Offensive rebound by Team,69,86
357,4,10:26.0,,B. Marjanović makes free throw 2 of 2,69,87
358,4,10:15.0,M. Belinelli makes 3-pt jump shot from 24 ft (assist by D. Collison),,72,87
359,4,10:01.0,,Offensive foul by B. Diaw (drawn by Q. Acy),72,87
360,4,10:01.0,,Turnover by B. Diaw (offensive foul),72,87
361,4,9:45.0,Personal foul by A. Miller (drawn by O. Casspi),,72,87
362,4,9:31.0,M. Belinelli misses 2-pt jump shot from 20 ft,,72,87
363,4,9:30.0,Offensive rebound by Team,,72,87
364,4,9:30.0,Turnover by Team (shot clock),,72,87
365,4,9:17.0,,B. Marjanović misses 2-pt layup from 1 ft (block by O. Casspi),72,87
366,4,9:15.0,Defensive rebound by O. Casspi,,72,87
367,4,9:11.0,Turnover by O. Casspi (bad pass; steal by B. Diaw),,72,87
368,4,9:02.0,,Turnover by P. Mills (lost ball),72,87
369,4,9:02.0,D. Cousins enters the game for W. Cauley-Stein,,72,87
370,4,8:50.0,D. Cousins misses 2-pt layup from 1 ft,,72,87
371,4,8:49.0,,Defensive rebound by B. Marjanović,72,87
372,4,8:44.0,,A. Miller makes 2-pt layup at rim (assist by B. Diaw),72,89
373,4,8:44.0,Sacramento full timeout,,72,89
374,4,8:44.0,,K. Leonard enters the game for K. Anderson,72,89
375,4,8:23.0,O. Casspi misses 3-pt jump shot from 23 ft,,72,89
376,4,8:22.0,Offensive rebound by M. Belinelli,,72,89
377,4,8:20.0,Personal foul by P. Mills (drawn by M. Belinelli),,72,89
378,4,8:14.0,Turnover by M. Belinelli (bad pass),,72,89
379,4,7:59.0,,B. Marjanović makes 2-pt dunk at rim (assist by B. Diaw),72,91
380,4,7:47.0,D. Cousins makes 2-pt layup from 2 ft,,74,91
381,4,7:22.0,,K. Leonard misses 3-pt jump shot from 25 ft,74,91
382,4,7:21.0,Defensive rebound by D. Collison,,74,91
383,4,7:16.0,M. Belinelli makes 2-pt layup from 1 ft (assist by D. Collison),,76,91
384,4,6:56.0,,Personal block foul by Q. Acy (drawn by K. Leonard),76,91
385,4,6:56.0,R. Gay enters the game for O. Casspi,,76,91
