,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,NEW ORLEANS_ACTION,BROOKLYN_SCORE,NEW ORLEANS_SCORE
50,1,4:58.0,,R. Anderson misses 3-pt jump shot from 25 ft,7,7
51,1,4:58.0,Defensive rebound by B. Lopez,,7,7
52,1,4:46.0,B. Lopez makes 2-pt jump shot from 14 ft (assist by J. Johnson),,9,7
53,1,4:27.0,,R. Anderson makes 2-pt jump shot from 16 ft,9,9
54,1,4:06.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by J. Johnson),,12,9
55,1,3:54.0,,A. Davis misses 3-pt jump shot from 25 ft,12,9
56,1,3:53.0,Defensive rebound by T. Young,,12,9
57,1,3:38.0,B. Lopez makes 2-pt layup from 2 ft,,14,9
58,1,3:22.0,,R. Anderson makes 2-pt jump shot from 20 ft,14,11
59,1,3:06.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by T. Young),,17,11
60,1,2:47.0,Brooklyn full timeout,,17,11
61,1,2:47.0,T. Robinson enters the game for J. Johnson,,17,11
62,1,2:47.0,B. Bogdanović enters the game for B. Lopez,,17,11
63,1,2:47.0,S. Larkin enters the game for D. Sloan,,17,11
64,1,2:47.0,,T. Douglas enters the game for B. Dejean-Jones,17,11
65,1,2:47.0,,J. Holiday enters the game for N. Cole,17,11
66,1,2:40.0,,Turnover by Team (shot clock),17,11
67,1,2:17.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),,20,11
68,1,2:02.0,,R. Anderson misses 2-pt jump shot from 14 ft,20,11
69,1,2:01.0,,Offensive rebound by A. Davis,20,11
70,1,1:44.0,,A. Gee makes 2-pt layup from 2 ft (assist by R. Anderson),20,13
71,1,1:23.0,T. Young makes 2-pt jump shot from 19 ft (assist by S. Larkin),,22,13
72,1,1:17.0,,Turnover by J. Holiday (lost ball; steal by B. Bogdanović),22,13
73,1,1:04.0,W. Ellington misses 3-pt jump shot from 24 ft,,22,13
74,1,1:04.0,,Defensive rebound by R. Anderson,22,13
75,1,0:57.0,,R. Anderson makes 3-pt jump shot from 27 ft (assist by J. Holiday),22,16
76,1,0:42.0,T. Robinson misses 2-pt layup from 2 ft,,22,16
77,1,0:41.0,,Defensive rebound by A. Davis,22,16
78,1,0:32.0,,R. Anderson misses 3-pt jump shot from 25 ft,22,16
79,1,0:31.0,Defensive rebound by T. Robinson,,22,16
80,1,0:07.0,W. Ellington misses 3-pt jump shot from 23 ft,,22,16
81,1,0:07.0,,Defensive rebound by R. Anderson,22,16
82,1,0:04.0,,Personal foul by B. Bogdanović (drawn by T. Douglas),22,16
83,1,0:04.0,A. Bargnani enters the game for T. Young,,22,16
84,1,0:04.0,M. Brown enters the game for W. Ellington,,22,16
85,1,0:04.0,,D. Cunningham enters the game for A. Davis,22,16
86,1,0:00.0,,J. Holiday misses 3-pt jump shot from 32 ft,22,16
87,1,0:00.0,,Offensive rebound by Team,22,16
88,2,11:46.0,B. Bogdanović misses 2-pt layup at rim,,22,16
89,2,11:45.0,Offensive rebound by T. Robinson,,22,16
90,2,11:45.0,T. Robinson makes 2-pt layup from 1 ft,,24,16
91,2,11:33.0,,J. Holiday makes 2-pt jump shot from 5 ft,24,18
92,2,11:33.0,,Shooting foul by M. Brown (drawn by J. Holiday),24,18
93,2,11:33.0,,J. Holiday makes free throw 1 of 1,24,19
94,2,11:19.0,T. Robinson makes 2-pt layup from 2 ft (assist by S. Larkin),,26,19
95,2,10:58.0,,B. Dejean-Jones makes 3-pt jump shot from 24 ft (assist by J. Holiday),26,22
96,2,10:40.0,S. Larkin misses 3-pt jump shot from 24 ft,,26,22
97,2,10:39.0,,Defensive rebound by R. Anderson,26,22
98,2,10:33.0,,J. Holiday misses 2-pt jump shot from 4 ft,26,22
99,2,10:32.0,,Offensive rebound by D. Cunningham,26,22
100,2,10:32.0,,D. Cunningham misses 2-pt layup from 1 ft,26,22
101,2,10:31.0,Defensive rebound by T. Robinson,,26,22
102,2,10:17.0,T. Robinson makes 2-pt dunk at rim (assist by S. Larkin),,28,22
103,2,10:05.0,,Shooting foul by A. Bargnani (drawn by R. Anderson),28,22
104,2,10:05.0,,R. Anderson misses free throw 1 of 2,28,22
105,2,10:05.0,,Offensive rebound by Team,28,22
106,2,10:05.0,,R. Anderson makes free throw 2 of 2,28,23
107,2,9:52.0,Personal foul by J. Holiday (drawn by A. Bargnani),,28,23
108,2,9:46.0,S. Larkin makes 3-pt jump shot from 25 ft,,31,23
109,2,9:32.0,,J. Holiday makes 3-pt jump shot from 23 ft,31,26
110,2,9:17.0,M. Brown misses 2-pt jump shot from 19 ft,,31,26
111,2,9:16.0,,Defensive rebound by B. Dejean-Jones,31,26
112,2,9:15.0,,Personal foul by T. Robinson (drawn by D. Cunningham),31,26
113,2,9:05.0,,T. Douglas makes 3-pt jump shot from 26 ft (assist by R. Anderson),31,29
114,2,8:46.0,M. Brown misses 2-pt layup from 1 ft,,31,29
115,2,8:45.0,Offensive rebound by T. Robinson,,31,29
116,2,8:45.0,T. Robinson misses 2-pt layup from 2 ft (block by R. Anderson),,31,29
117,2,8:44.0,,Defensive rebound by D. Cunningham,31,29
118,2,8:36.0,,B. Dejean-Jones misses 2-pt dunk from 2 ft (block by T. Robinson),31,29
119,2,8:34.0,,Offensive rebound by R. Anderson,31,29
120,2,8:31.0,,R. Anderson misses 3-pt jump shot from 26 ft,31,29
121,2,8:30.0,,Offensive rebound by B. Dejean-Jones,31,29
122,2,8:30.0,,B. Dejean-Jones makes 2-pt dunk at rim,31,31
123,2,8:25.0,Brooklyn full timeout,,31,31
124,2,8:13.0,Shooting foul by J. Holiday (drawn by M. Brown),,31,31
125,2,8:13.0,M. Brown misses free throw 1 of 2,,31,31
126,2,8:13.0,Offensive rebound by Team,,31,31
127,2,8:13.0,M. Brown misses free throw 2 of 2,,31,31
128,2,8:12.0,,Defensive rebound by B. Dejean-Jones,31,31
129,2,8:08.0,,D. Cunningham makes 2-pt dunk at rim (assist by J. Holiday),31,33
130,2,7:57.0,T. Robinson makes 2-pt dunk at rim,,33,33
131,2,7:57.0,Shooting foul by D. Cunningham (drawn by T. Robinson),,33,33
132,2,7:57.0,J. Johnson enters the game for M. Brown,,33,33
133,2,7:57.0,,N. Cole enters the game for J. Holiday,33,33
134,2,7:57.0,T. Robinson misses free throw 1 of 1,,33,33
135,2,7:55.0,,Defensive rebound by B. Dejean-Jones,33,33
136,2,7:37.0,,Shooting foul by A. Bargnani (drawn by R. Anderson),33,33
137,2,7:37.0,,R. Anderson makes free throw 1 of 2,33,34
138,2,7:37.0,,A. Davis enters the game for D. Cunningham,33,34
139,2,7:37.0,B. Lopez enters the game for A. Bargnani,,33,34
140,2,7:37.0,,R. Anderson makes free throw 2 of 2,33,35
141,2,7:30.0,Turnover by T. Robinson (bad pass),,33,35
142,2,7:30.0,,Ö. Aşık enters the game for R. Anderson,33,35
143,2,7:22.0,,Turnover by N. Cole (bad pass; steal by T. Robinson),33,35
144,2,7:18.0,S. Larkin makes 2-pt layup from 1 ft (assist by T. Robinson),,35,35
145,2,7:02.0,,A. Davis misses 2-pt jump shot from 19 ft,35,35
146,2,7:01.0,Defensive rebound by B. Lopez,,35,35
147,2,6:48.0,B. Lopez makes 2-pt jump shot from 9 ft (assist by S. Larkin),,37,35
148,2,6:37.0,,N. Cole makes 2-pt jump shot from 20 ft (assist by B. Dejean-Jones),37,37
149,2,6:21.0,Shooting foul by N. Cole (drawn by S. Larkin),,37,37
150,2,6:21.0,S. Larkin makes free throw 1 of 2,,38,37
151,2,6:21.0,,A. Gee enters the game for T. Douglas,38,37
152,2,6:21.0,T. Young enters the game for T. Robinson,,38,37
153,2,6:21.0,S. Larkin makes free throw 2 of 2,,39,37
154,2,6:02.0,,A. Gee misses 2-pt layup at rim (block by B. Lopez),39,37
155,2,6:02.0,Defensive rebound by Team,,39,37
156,2,5:45.0,J. Johnson makes 3-pt jump shot from 23 ft (assist by B. Lopez),,42,37
157,2,5:35.0,,B. Dejean-Jones misses 3-pt jump shot from 24 ft,42,37
158,2,5:34.0,Defensive rebound by S. Larkin,,42,37
159,2,5:24.0,Turnover by J. Johnson (bad pass; steal by B. Dejean-Jones),,42,37
160,2,5:17.0,,N. Cole makes 2-pt jump shot from 15 ft,42,39
161,2,4:50.0,Shooting foul by A. Davis (drawn by T. Young),,42,39
162,2,4:50.0,Official timeout,,42,39
163,2,4:50.0,W. Ellington enters the game for B. Bogdanović,,42,39
164,2,4:50.0,T. Young makes free throw 1 of 2,,43,39
165,2,4:50.0,T. Young makes free throw 2 of 2,,44,39
166,2,4:27.0,,N. Cole misses 3-pt jump shot from 25 ft,44,39
167,2,4:25.0,Defensive rebound by S. Larkin,,44,39
168,2,4:11.0,Turnover by W. Ellington (bad pass; steal by A. Gee),,44,39
169,2,3:55.0,,Ö. Aşık makes 2-pt layup from 2 ft (assist by N. Cole),44,41
170,2,3:33.0,B. Lopez misses 2-pt jump shot from 12 ft,,44,41
171,2,3:32.0,,Defensive rebound by B. Dejean-Jones,44,41
172,2,3:21.0,,Ö. Aşık misses 2-pt layup from 1 ft,44,41
173,2,3:20.0,Defensive rebound by J. Johnson,,44,41
174,2,3:06.0,B. Lopez makes 2-pt jump shot from 13 ft,,46,41
175,2,2:49.0,,A. Davis misses 2-pt jump shot from 18 ft,46,41
176,2,2:49.0,Defensive rebound by J. Johnson,,46,41
177,2,2:38.0,S. Larkin misses 3-pt jump shot from 24 ft,,46,41
178,2,2:38.0,,Defensive rebound by A. Davis,46,41
179,2,2:32.0,,N. Cole misses 2-pt layup from 1 ft,46,41
180,2,2:31.0,Defensive rebound by B. Lopez,,46,41
181,2,2:26.0,W. Ellington misses 2-pt jump shot from 19 ft,,46,41
182,2,2:25.0,,Defensive rebound by A. Davis,46,41
183,2,2:15.0,,A. Davis misses 2-pt jump shot from 16 ft,46,41
184,2,2:14.0,Defensive rebound by W. Ellington,,46,41
185,2,2:08.0,Personal foul by Ö. Aşık (drawn by B. Lopez),,46,41
186,2,2:08.0,,New Orleans full timeout,46,41
187,2,2:08.0,D. Sloan enters the game for S. Larkin,,46,41
188,2,2:08.0,,J. Holiday enters the game for B. Dejean-Jones,46,41
189,2,2:08.0,B. Lopez makes free throw 1 of 2,,47,41
190,2,2:08.0,B. Lopez misses free throw 2 of 2,,47,41
191,2,2:06.0,,Defensive rebound by Ö. Aşık,47,41
192,2,1:55.0,,N. Cole misses 2-pt jump shot from 19 ft,47,41
193,2,1:54.0,Defensive rebound by J. Johnson,,47,41
194,2,1:34.0,W. Ellington misses 3-pt jump shot from 25 ft,,47,41
195,2,1:32.0,Offensive rebound by T. Young,,47,41
196,2,1:28.0,B. Lopez makes 2-pt jump shot from 9 ft (assist by T. Young),,49,41
197,2,1:16.0,,J. Holiday misses 3-pt jump shot from 25 ft,49,41
198,2,1:15.0,Defensive rebound by J. Johnson,,49,41
199,2,0:56.0,Personal foul by J. Holiday (drawn by B. Lopez),,49,41
200,2,0:56.0,B. Lopez misses free throw 1 of 2,,49,41
201,2,0:56.0,Offensive rebound by Team,,49,41
202,2,0:56.0,,R. Anderson enters the game for Ö. Aşık,49,41
203,2,0:56.0,,T. Douglas enters the game for J. Holiday,49,41
204,2,0:56.0,B. Lopez misses free throw 2 of 2,,49,41
205,2,0:55.0,,Defensive rebound by A. Gee,49,41
206,2,0:39.0,,T. Douglas misses 3-pt jump shot from 24 ft,49,41
207,2,0:38.0,Defensive rebound by B. Lopez,,49,41
208,2,0:33.0,Turnover by B. Lopez (bad pass; steal by R. Anderson),,49,41
209,2,0:29.0,,R. Anderson makes 3-pt jump shot from 25 ft,49,44
210,2,0:05.0,B. Lopez misses 2-pt jump shot from 18 ft,,49,44
211,2,0:02.0,Offensive rebound by W. Ellington,,49,44
212,2,0:01.0,W. Ellington makes 2-pt layup from 2 ft,,51,44
213,3,11:41.0,T. Young misses 2-pt layup from 2 ft (block by A. Davis),,51,44
214,3,11:40.0,,Defensive rebound by Ö. Aşık,51,44
215,3,11:20.0,,A. Davis misses 2-pt jump shot from 6 ft,51,44
216,3,11:19.0,,Offensive rebound by A. Davis,51,44
217,3,11:06.0,,A. Davis makes 2-pt jump shot from 4 ft,51,46
218,3,10:55.0,Shooting foul by Ö. Aşık (drawn by B. Lopez),,51,46
219,3,10:55.0,B. Lopez misses free throw 1 of 2,,51,46
220,3,10:55.0,Offensive rebound by Team,,51,46
221,3,10:55.0,B. Lopez makes free throw 2 of 2,,52,46
222,3,10:40.0,,A. Davis makes 2-pt jump shot from 19 ft (assist by N. Cole),52,48
223,3,10:21.0,B. Lopez misses 2-pt jump shot from 19 ft,,52,48
224,3,10:19.0,,Defensive rebound by A. Davis,52,48
225,3,10:09.0,,N. Cole misses 2-pt jump shot from 19 ft,52,48
226,3,10:08.0,Defensive rebound by T. Young,,52,48
227,3,9:57.0,T. Young misses 2-pt layup from 1 ft,,52,48
228,3,9:56.0,Offensive rebound by T. Young,,52,48
229,3,9:55.0,T. Young makes 2-pt hook shot from 6 ft,,54,48
230,3,9:33.0,,A. Davis makes 2-pt jump shot from 16 ft,54,50
231,3,9:18.0,B. Lopez misses 2-pt jump shot from 5 ft,,54,50
232,3,9:18.0,,Defensive rebound by A. Davis,54,50
233,3,9:06.0,,A. Davis makes 2-pt jump shot from 17 ft,54,52
234,3,8:43.0,B. Lopez makes 2-pt dunk at rim (assist by T. Young),,56,52
235,3,8:31.0,,Turnover by N. Cole (bad pass; steal by T. Young),56,52
236,3,8:27.0,Shooting foul by B. Dejean-Jones (drawn by W. Ellington),,56,52
237,3,8:27.0,W. Ellington misses free throw 1 of 2,,56,52
238,3,8:27.0,Offensive rebound by Team,,56,52
239,3,8:27.0,W. Ellington makes free throw 2 of 2,,57,52
240,3,8:03.0,,N. Cole makes 2-pt jump shot from 12 ft (assist by A. Davis),57,54
241,3,8:02.0,,Violation by Team (delay of game),57,54
242,3,7:54.0,Personal foul by N. Cole (drawn by D. Sloan),,57,54
243,3,7:45.0,B. Lopez makes 2-pt jump shot from 7 ft,,59,54
244,3,7:38.0,,A. Davis misses 2-pt jump shot from 14 ft,59,54
245,3,7:37.0,Defensive rebound by W. Ellington,,59,54
246,3,7:31.0,W. Ellington misses 2-pt jump shot from 16 ft,,59,54
247,3,7:29.0,,Defensive rebound by A. Davis,59,54
248,3,7:20.0,,N. Cole makes 2-pt dunk at rim,59,56
249,3,7:06.0,T. Young misses 2-pt jump shot from 8 ft,,59,56
250,3,7:04.0,,Defensive rebound by Ö. Aşık,59,56
251,3,7:00.0,,A. Gee makes 2-pt dunk at rim (assist by N. Cole),59,58
252,3,7:00.0,Brooklyn full timeout,,59,58
253,3,6:36.0,B. Lopez misses 2-pt jump shot from 15 ft,,59,58
254,3,6:36.0,,Defensive rebound by Ö. Aşık,59,58
255,3,6:19.0,,A. Davis makes 2-pt jump shot from 7 ft (assist by N. Cole),59,60
256,3,5:56.0,J. Johnson misses 3-pt jump shot from 28 ft,,59,60
257,3,5:55.0,,Defensive rebound by Ö. Aşık,59,60
258,3,5:45.0,,Ö. Aşık makes 2-pt dunk at rim (assist by N. Cole),59,62
259,3,5:32.0,D. Sloan misses 2-pt jump shot from 7 ft,,59,62
260,3,5:32.0,Offensive rebound by Team,,59,62
261,3,5:32.0,T. Robinson enters the game for J. Johnson,,59,62
262,3,5:32.0,S. Larkin enters the game for T. Young,,59,62
263,3,5:32.0,B. Bogdanović enters the game for D. Sloan,,59,62
264,3,5:21.0,T. Robinson misses 2-pt jump shot from 12 ft,,59,62
265,3,5:19.0,,Defensive rebound by B. Dejean-Jones,59,62
266,3,5:12.0,,Personal foul by T. Robinson (drawn by A. Davis),59,62
267,3,4:56.0,,N. Cole misses 2-pt jump shot from 22 ft,59,62
268,3,4:56.0,Defensive rebound by T. Robinson,,59,62
269,3,4:43.0,B. Lopez makes 2-pt layup from 1 ft (assist by S. Larkin),,61,62
270,3,4:23.0,,A. Davis misses 2-pt jump shot from 16 ft,61,62
271,3,4:22.0,,Offensive rebound by B. Dejean-Jones,61,62
272,3,4:21.0,,B. Dejean-Jones misses 2-pt layup from 2 ft,61,62
273,3,4:20.0,,Offensive rebound by A. Davis,61,62
274,3,4:20.0,,A. Davis makes 2-pt layup from 1 ft,61,64
275,3,3:58.0,B. Lopez misses 2-pt jump shot from 12 ft,,61,64
276,3,3:57.0,,Defensive rebound by B. Dejean-Jones,61,64
277,3,3:39.0,,A. Davis misses 2-pt jump shot from 8 ft,61,64
278,3,3:38.0,,Offensive rebound by A. Davis,61,64
279,3,3:35.0,,Turnover by A. Davis (lost ball; steal by B. Lopez),61,64
280,3,3:29.0,B. Lopez misses 2-pt jump shot from 7 ft,,61,64
281,3,3:28.0,,Defensive rebound by Team,61,64
282,3,3:28.0,Loose ball foul by B. Lopez (drawn by B. Dejean-Jones),,61,64
283,3,3:28.0,,J. Holiday enters the game for B. Dejean-Jones,61,64
284,3,3:18.0,,Turnover by J. Holiday (traveling),61,64
285,3,3:04.0,,R. Anderson enters the game for A. Davis,61,64
286,3,2:53.0,S. Larkin makes 2-pt layup from 2 ft,,63,64
287,3,2:39.0,,N. Cole misses 2-pt jump shot from 21 ft,63,64
288,3,2:39.0,,Offensive rebound by Team,63,64
289,3,2:39.0,Loose ball foul by S. Larkin (drawn by Ö. Aşık),,63,64
290,3,2:39.0,,New Orleans full timeout,63,64
291,3,2:39.0,M. Brown enters the game for B. Lopez,,63,64
292,3,2:39.0,A. Bargnani enters the game for W. Ellington,,63,64
293,3,2:39.0,,T. Douglas enters the game for N. Cole,63,64
294,3,2:28.0,,R. Anderson misses 3-pt jump shot from 27 ft,63,64
295,3,2:28.0,Defensive rebound by B. Bogdanović,,63,64
296,3,2:14.0,T. Robinson misses 2-pt layup from 1 ft,,63,64
297,3,2:13.0,,Defensive rebound by R. Anderson,63,64
298,3,2:04.0,,R. Anderson misses 2-pt jump shot from 17 ft,63,64
299,3,2:03.0,Defensive rebound by T. Robinson,,63,64
300,3,1:44.0,M. Brown misses 2-pt layup from 1 ft,,63,64
301,3,1:43.0,,Defensive rebound by Ö. Aşık,63,64
302,3,1:39.0,,A. Davis enters the game for Ö. Aşık,63,64
303,3,1:31.0,,J. Holiday makes 2-pt layup from 1 ft,63,66
304,3,1:17.0,Turnover by S. Larkin (bad pass; steal by T. Douglas),,63,66
305,3,1:11.0,,R. Anderson makes 3-pt jump shot from 26 ft (assist by T. Douglas),63,69
306,3,1:08.0,Brooklyn full timeout,,63,69
307,3,0:50.0,S. Larkin misses 3-pt jump shot from 26 ft,,63,69
308,3,0:47.0,Offensive rebound by T. Robinson,,63,69
309,3,0:39.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by A. Bargnani),,66,69
310,3,0:27.0,,J. Holiday makes 2-pt layup from 1 ft,66,71
311,3,0:02.0,M. Brown misses 2-pt layup from 1 ft,,66,71
312,3,0:02.0,Offensive rebound by T. Robinson,,66,71
313,3,0:02.0,T. Robinson misses 2-pt layup from 2 ft,,66,71
314,3,0:01.0,,Defensive rebound by A. Davis,66,71
315,4,11:41.0,,J. Holiday makes 2-pt jump shot from 16 ft (assist by R. Anderson),66,73
316,4,11:21.0,S. Larkin makes 2-pt layup from 2 ft,,68,73
317,4,11:13.0,,T. Douglas misses 3-pt jump shot from 24 ft,68,73
318,4,11:12.0,Defensive rebound by S. Larkin,,68,73
319,4,11:04.0,Personal foul by A. Davis (drawn by T. Robinson),,68,73
320,4,11:04.0,B. Lopez enters the game for T. Robinson,,68,73
321,4,11:04.0,J. Johnson enters the game for M. Brown,,68,73
322,4,10:56.0,B. Lopez makes 2-pt layup from 2 ft (assist by S. Larkin),,70,73
323,4,10:56.0,Shooting foul by R. Anderson (drawn by B. Lopez),,70,73
324,4,10:56.0,B. Lopez makes free throw 1 of 1,,71,73
325,4,10:43.0,,J. Holiday makes 2-pt layup from 2 ft,71,75
326,4,10:32.0,B. Lopez makes 2-pt jump shot from 13 ft,,73,75
327,4,10:32.0,Shooting foul by R. Anderson (drawn by B. Lopez),,73,75
328,4,10:32.0,,Ö. Aşık enters the game for A. Davis,73,75
329,4,10:32.0,B. Lopez makes free throw 1 of 1,,74,75
330,4,10:23.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by R. Anderson),74,78
331,4,10:11.0,Shooting foul by Ö. Aşık (drawn by B. Lopez),,74,78
332,4,10:11.0,B. Lopez makes free throw 1 of 2,,75,78
333,4,10:11.0,B. Lopez makes free throw 2 of 2,,76,78
334,4,9:56.0,,B. Dejean-Jones misses 3-pt jump shot from 26 ft,76,78
335,4,9:55.0,Defensive rebound by A. Bargnani,,76,78
336,4,9:41.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,76,78
337,4,9:39.0,,Defensive rebound by Ö. Aşık,76,78
338,4,9:23.0,,T. Douglas misses 2-pt jump shot from 4 ft,76,78
339,4,9:22.0,,Offensive rebound by Ö. Aşık,76,78
340,4,9:21.0,T. Young enters the game for A. Bargnani,,76,78
341,4,9:21.0,,Turnover by Ö. Aşık (lost ball; steal by B. Lopez),76,78
342,4,9:00.0,J. Johnson makes 2-pt jump shot from 11 ft,,78,78
343,4,8:52.0,,T. Douglas misses 2-pt layup at rim (block by B. Lopez),78,78
344,4,8:50.0,,Offensive rebound by Ö. Aşık,78,78
345,4,8:49.0,,Ö. Aşık misses 2-pt layup from 1 ft,78,78
346,4,8:48.0,Defensive rebound by B. Lopez,,78,78
347,4,8:43.0,Turnover by S. Larkin (traveling),,78,78
348,4,8:43.0,Official timeout,,78,78
349,4,8:43.0,,A. Davis enters the game for Ö. Aşık,78,78
350,4,8:43.0,,A. Gee enters the game for T. Douglas,78,78
351,4,8:31.0,,J. Holiday makes 2-pt jump shot from 7 ft,78,80
352,4,8:12.0,Personal foul by A. Gee (drawn by B. Lopez),,78,80
353,4,8:12.0,B. Lopez misses free throw 1 of 2,,78,80
354,4,8:12.0,Offensive rebound by Team,,78,80
355,4,8:12.0,B. Lopez makes free throw 2 of 2,,79,80
356,4,8:00.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),79,82
357,4,7:42.0,,Violation by J. Holiday (def goaltending),79,82
358,4,7:42.0,S. Larkin makes 2-pt layup from 2 ft,,81,82
359,4,7:34.0,,J. Holiday misses 3-pt jump shot from 24 ft,81,82
360,4,7:33.0,,Offensive rebound by R. Anderson,81,82
361,4,7:33.0,,R. Anderson makes 2-pt layup from 1 ft,81,84
362,4,7:19.0,J. Johnson misses 3-pt jump shot from 26 ft,,81,84
363,4,7:19.0,,Defensive rebound by Team,81,84
364,4,7:11.0,,Personal foul by S. Larkin (drawn by J. Holiday),81,84
365,4,7:01.0,,R. Anderson makes 3-pt jump shot from 24 ft (assist by J. Holiday),81,87
366,4,7:00.0,Brooklyn full timeout,,81,87
367,4,7:00.0,W. Ellington enters the game for B. Bogdanović,,81,87
368,4,6:42.0,J. Johnson makes 2-pt jump shot from 7 ft,,83,87
369,4,6:30.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),83,89
370,4,6:05.0,Turnover by T. Young (bad pass; steal by R. Anderson),,83,89
371,4,5:49.0,,R. Anderson misses 2-pt jump shot from 18 ft,83,89
372,4,5:48.0,Defensive rebound by T. Young,,83,89
373,4,5:39.0,Turnover by S. Larkin (bad pass; steal by A. Gee),,83,89
374,4,5:35.0,,Turnover by B. Dejean-Jones (traveling),83,89
375,4,5:12.0,W. Ellington makes 3-pt jump shot from 24 ft (assist by J. Johnson),,86,89
376,4,4:54.0,,J. Holiday misses 3-pt jump shot from 25 ft,86,89
377,4,4:53.0,Defensive rebound by T. Young,,86,89
378,4,4:44.0,B. Lopez makes 2-pt hook shot from 4 ft (assist by J. Johnson),,88,89
379,4,4:28.0,,J. Holiday misses 2-pt jump shot from 4 ft,88,89
380,4,4:28.0,Defensive rebound by B. Lopez,,88,89
381,4,4:25.0,Turnover by S. Larkin (discontinued dribble),,88,89
