,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,OKLAHOMA CITY_ACTION,SACRAMENTO_SCORE,OKLAHOMA CITY_SCORE
87,1,1:38.0,Defensive rebound by M. Belinelli,,21,25
88,1,1:30.0,R. Gay misses 3-pt jump shot from 24 ft,,21,25
89,1,1:30.0,,Defensive rebound by K. Durant,21,25
90,1,1:20.0,,C. Payne makes 3-pt jump shot from 24 ft,21,28
91,1,1:05.0,M. Belinelli makes 2-pt jump shot from 18 ft (assist by R. Rondo),,23,28
92,1,0:43.0,,E. Freedom misses 2-pt layup from 1 ft (block by K. Koufos),23,28
93,1,0:43.0,Defensive rebound by Team,,23,28
94,1,0:43.0,J. Anderson enters the game for M. Belinelli,,23,28
95,1,0:29.0,R. Gay misses 2-pt layup at rim,,23,28
96,1,0:29.0,,Defensive rebound by C. Payne,23,28
97,1,0:22.0,,D. Augustin misses 3-pt jump shot from 24 ft,23,28
98,1,0:21.0,Defensive rebound by R. Gay,,23,28
99,1,0:02.0,R. Rondo misses 2-pt layup from 1 ft,,23,28
100,1,0:01.0,Offensive rebound by K. Koufos,,23,28
101,1,0:00.0,K. Koufos makes 2-pt layup at rim,,25,28
102,2,11:47.0,M. Belinelli misses 3-pt jump shot from 24 ft,,25,28
103,2,11:47.0,,Defensive rebound by E. Freedom,25,28
104,2,11:37.0,,D. Waiters misses 2-pt layup from 1 ft,25,28
105,2,11:36.0,,Offensive rebound by E. Freedom,25,28
106,2,11:36.0,,E. Freedom misses 2-pt layup from 1 ft,25,28
107,2,11:36.0,,Offensive rebound by Team,25,28
108,2,11:36.0,D. Cousins enters the game for K. Koufos,,25,28
109,2,11:34.0,,C. Payne misses 2-pt jump shot from 12 ft,25,28
110,2,11:33.0,Defensive rebound by D. Cousins,,25,28
111,2,11:29.0,M. Belinelli makes 2-pt layup from 2 ft (assist by D. Collison),,27,28
112,2,11:25.0,,Turnover by E. Freedom (inbound),27,28
113,2,11:20.0,D. Cousins misses 2-pt layup at rim,,27,28
114,2,11:20.0,,Defensive rebound by C. Payne,27,28
115,2,11:14.0,,Turnover by C. Payne (bad pass),27,28
116,2,11:04.0,Personal foul by K. Singler (drawn by R. Gay),,27,28
117,2,11:04.0,O. Casspi enters the game for R. Gay,,27,28
118,2,10:52.0,D. Collison misses 3-pt jump shot from 24 ft,,27,28
119,2,10:52.0,,Defensive rebound by C. Payne,27,28
120,2,10:42.0,,Turnover by D. Waiters (bad pass; steal by D. Collison),27,28
121,2,10:38.0,D. Collison misses 2-pt layup from 2 ft,,27,28
122,2,10:37.0,Offensive rebound by D. Collison,,27,28
123,2,10:31.0,D. Collison misses 2-pt jump shot from 8 ft,,27,28
124,2,10:30.0,,Defensive rebound by E. Freedom,27,28
125,2,10:25.0,,Oklahoma City full timeout,27,28
126,2,10:12.0,,D. Waiters misses 2-pt layup from 1 ft,27,28
127,2,10:12.0,,Offensive rebound by E. Freedom,27,28
128,2,10:12.0,,E. Freedom misses 2-pt layup from 1 ft,27,28
129,2,10:11.0,Defensive rebound by J. Anderson,,27,28
130,2,10:02.0,J. Anderson misses 2-pt jump shot from 4 ft,,27,28
131,2,10:01.0,,Defensive rebound by K. Singler,27,28
132,2,9:50.0,,C. Payne misses 3-pt jump shot from 23 ft,27,28
133,2,9:49.0,Defensive rebound by O. Casspi,,27,28
134,2,9:29.0,Shooting foul by K. Singler (drawn by O. Casspi),,27,28
135,2,9:29.0,O. Casspi makes free throw 1 of 2,,28,28
136,2,9:29.0,,R. Westbrook enters the game for C. Payne,28,28
137,2,9:29.0,,A. Roberson enters the game for D. Augustin,28,28
138,2,9:29.0,O. Casspi misses free throw 2 of 2,,28,28
139,2,9:29.0,,Defensive rebound by E. Freedom,28,28
140,2,9:15.0,,E. Freedom makes 2-pt jump shot from 12 ft (assist by R. Westbrook),28,30
141,2,9:07.0,Shooting foul by E. Freedom (drawn by D. Cousins),,28,30
142,2,9:07.0,D. Cousins misses free throw 1 of 2,,28,30
143,2,9:07.0,Offensive rebound by Team,,28,30
144,2,9:07.0,,S. Adams enters the game for E. Freedom,28,30
145,2,9:07.0,D. Cousins makes free throw 2 of 2,,29,30
146,2,8:54.0,,D. Waiters misses 2-pt jump shot from 13 ft,29,30
147,2,8:53.0,,Offensive rebound by K. Singler,29,30
148,2,8:53.0,,K. Singler makes 2-pt layup from 1 ft,29,32
149,2,8:53.0,,Shooting foul by O. Casspi (drawn by K. Singler),29,32
150,2,8:53.0,,K. Singler misses free throw 1 of 1,29,32
151,2,8:52.0,Defensive rebound by D. Cousins,,29,32
152,2,8:33.0,J. Anderson misses 2-pt jump shot from 6 ft,,29,32
153,2,8:33.0,,Defensive rebound by K. Singler,29,32
154,2,8:26.0,,R. Westbrook makes 2-pt jump shot from 13 ft,29,34
155,2,8:26.0,,Shooting foul by J. Anderson (drawn by R. Westbrook),29,34
156,2,8:26.0,,R. Westbrook makes free throw 1 of 1,29,35
157,2,8:09.0,D. Collison makes 2-pt jump shot from 3 ft,,31,35
158,2,7:47.0,,D. Waiters misses 2-pt jump shot from 16 ft,31,35
159,2,7:46.0,Defensive rebound by D. Cousins,,31,35
160,2,7:41.0,Turnover by M. Belinelli (bad pass; steal by K. Singler),,31,35
161,2,7:27.0,,Turnover by K. Singler (traveling),31,35
162,2,7:27.0,,K. Durant enters the game for D. Waiters,31,35
163,2,7:18.0,Shooting foul by K. Singler (drawn by D. Collison),,31,35
164,2,7:18.0,D. Collison makes free throw 1 of 2,,32,35
165,2,7:18.0,,A. Morrow enters the game for K. Singler,32,35
166,2,7:18.0,D. Collison makes free throw 2 of 2,,33,35
167,2,6:58.0,,K. Durant makes 2-pt jump shot from 12 ft,33,37
168,2,6:40.0,D. Cousins misses 2-pt jump shot from 16 ft,,33,37
169,2,6:40.0,,Defensive rebound by R. Westbrook,33,37
170,2,6:33.0,,Shooting foul by O. Casspi (drawn by A. Morrow),33,37
171,2,6:33.0,,A. Morrow makes free throw 1 of 2,33,38
172,2,6:33.0,,A. Morrow misses free throw 2 of 2,33,38
173,2,6:32.0,Defensive rebound by M. Belinelli,,33,38
174,2,6:11.0,M. Belinelli misses 3-pt jump shot from 24 ft,,33,38
175,2,6:08.0,Offensive rebound by O. Casspi,,33,38
176,2,6:08.0,O. Casspi misses 2-pt layup from 1 ft,,33,38
177,2,6:07.0,,Defensive rebound by R. Westbrook,33,38
178,2,6:01.0,,A. Morrow makes 2-pt jump shot from 9 ft (assist by R. Westbrook),33,40
179,2,5:58.0,Sacramento full timeout,,33,40
180,2,5:58.0,R. Gay enters the game for O. Casspi,,33,40
181,2,5:58.0,B. McLemore enters the game for M. Belinelli,,33,40
182,2,5:58.0,R. Rondo enters the game for J. Anderson,,33,40
183,2,5:44.0,R. Gay makes 2-pt jump shot from 7 ft,,35,40
184,2,5:23.0,,Personal foul by D. Collison (drawn by R. Westbrook),35,40
185,2,5:14.0,,R. Westbrook misses 2-pt jump shot from 15 ft,35,40
186,2,5:12.0,Defensive rebound by Team,,35,40
187,2,5:03.0,D. Cousins misses 3-pt jump shot from 25 ft,,35,40
188,2,5:03.0,,Defensive rebound by K. Durant,35,40
189,2,5:00.0,,Turnover by K. Durant (bad pass; steal by D. Cousins),35,40
190,2,4:52.0,R. Gay misses 3-pt jump shot from 27 ft,,35,40
191,2,4:51.0,,Defensive rebound by R. Westbrook,35,40
192,2,4:29.0,,K. Durant makes 2-pt jump shot from 12 ft (assist by R. Westbrook),35,42
193,2,4:14.0,B. McLemore misses 2-pt jump shot from 19 ft,,35,42
194,2,4:13.0,,Defensive rebound by S. Adams,35,42
195,2,4:03.0,,Turnover by K. Durant (lost ball; steal by R. Gay),35,42
196,2,3:59.0,R. Gay makes 2-pt dunk at rim,,37,42
197,2,3:32.0,,A. Morrow misses 2-pt jump shot from 7 ft,37,42
198,2,3:32.0,Defensive rebound by R. Rondo,,37,42
199,2,3:23.0,Personal foul by S. Adams (drawn by D. Cousins),,37,42
200,2,3:23.0,D. Cousins makes free throw 1 of 2,,38,42
201,2,3:23.0,,E. Freedom enters the game for S. Adams,38,42
202,2,3:23.0,D. Cousins misses free throw 2 of 2,,38,42
203,2,3:22.0,Offensive rebound by R. Rondo,,38,42
204,2,3:12.0,D. Cousins makes 2-pt layup from 2 ft (assist by R. Gay),,40,42
205,2,3:02.0,,Turnover by A. Roberson (lost ball),40,42
206,2,2:52.0,D. Cousins makes 2-pt jump shot from 19 ft,,42,42
207,2,2:37.0,Offensive charge foul by R. Westbrook (drawn by D. Cousins),,42,42
208,2,2:37.0,,Turnover by R. Westbrook (offensive foul),42,42
209,2,2:37.0,Official timeout,,42,42
210,2,2:24.0,R. Rondo misses 2-pt layup from 2 ft (block by A. Roberson),,42,42
211,2,2:23.0,,Defensive rebound by K. Durant,42,42
212,2,2:19.0,,A. Morrow misses 3-pt jump shot from 25 ft,42,42
213,2,2:18.0,,Offensive rebound by A. Roberson,42,42
214,2,2:00.0,,A. Morrow makes 2-pt jump shot from 6 ft,42,44
215,2,2:00.0,,Shooting foul by D. Cousins (drawn by A. Morrow),42,44
216,2,2:00.0,,A. Morrow makes free throw 1 of 1,42,45
217,2,1:46.0,D. Cousins misses 2-pt jump shot from 11 ft,,42,45
218,2,1:45.0,,Defensive rebound by R. Westbrook,42,45
219,2,1:35.0,,A. Morrow misses 2-pt jump shot from 11 ft,42,45
220,2,1:35.0,Defensive rebound by R. Rondo,,42,45
221,2,1:29.0,R. Gay makes 2-pt layup from 1 ft (assist by R. Rondo),,44,45
222,2,1:08.0,,K. Durant makes 3-pt jump shot from 25 ft (assist by R. Westbrook),44,48
223,2,0:57.0,Personal foul by A. Roberson (drawn by D. Collison),,44,48
224,2,0:57.0,D. Collison makes free throw 1 of 2,,45,48
225,2,0:57.0,D. Collison makes free throw 2 of 2,,46,48
226,2,0:45.0,,A. Morrow makes 3-pt jump shot from 22 ft (assist by K. Durant),46,51
227,2,0:31.0,R. Rondo misses 3-pt jump shot from 24 ft,,46,51
228,2,0:30.0,,Defensive rebound by E. Freedom,46,51
229,2,0:06.0,,Turnover by R. Westbrook (bad pass; steal by D. Cousins),46,51
230,2,0:02.0,,Loose ball foul by A. Roberson (drawn by R. Gay),46,51
231,2,0:02.0,R. Gay makes free throw 1 of 2,,47,51
232,2,0:02.0,R. Gay makes free throw 2 of 2,,48,51
233,2,0:00.0,,A. Morrow misses 3-pt jump shot from 35 ft,48,51
234,2,0:00.0,,Offensive rebound by Team,48,51
235,3,11:43.0,O. Casspi misses 3-pt jump shot from 24 ft,,48,51
236,3,11:43.0,,Defensive rebound by S. Adams,48,51
237,3,11:19.0,,K. Durant misses 3-pt jump shot from 24 ft,48,51
238,3,11:15.0,,Offensive rebound by S. Ibaka,48,51
239,3,11:12.0,,Turnover by A. Roberson (lost ball),48,51
240,3,11:01.0,R. Rondo misses 2-pt layup from 2 ft,,48,51
241,3,11:00.0,,Defensive rebound by S. Ibaka,48,51
242,3,10:55.0,,R. Westbrook misses 2-pt jump shot from 16 ft,48,51
243,3,10:53.0,,Offensive rebound by S. Ibaka,48,51
244,3,10:48.0,,R. Westbrook makes 2-pt layup from 1 ft (assist by K. Durant),48,53
245,3,10:35.0,R. Gay makes 3-pt jump shot from 24 ft,,51,53
246,3,10:10.0,,A. Roberson misses 2-pt jump shot from 15 ft,51,53
247,3,10:08.0,Defensive rebound by Team,,51,53
248,3,9:56.0,O. Casspi misses 2-pt jump shot from 21 ft,,51,53
249,3,9:55.0,,Defensive rebound by K. Durant,51,53
250,3,9:44.0,,Turnover by K. Durant (bad pass; steal by R. Gay),51,53
251,3,9:38.0,Turnover by R. Gay (lost ball; steal by K. Durant),,51,53
252,3,9:31.0,,Shooting foul by B. McLemore (drawn by A. Roberson),51,53
253,3,9:31.0,,A. Roberson misses free throw 1 of 2,51,53
254,3,9:31.0,,Offensive rebound by Team,51,53
255,3,9:31.0,,A. Roberson makes free throw 2 of 2,51,54
256,3,9:19.0,R. Rondo misses 2-pt jump shot from 11 ft,,51,54
257,3,9:18.0,,Defensive rebound by R. Westbrook,51,54
258,3,9:11.0,,Turnover by K. Durant (bad pass),51,54
259,3,8:58.0,D. Cousins misses 2-pt jump shot from 18 ft,,51,54
260,3,8:58.0,,Defensive rebound by A. Roberson,51,54
261,3,8:46.0,,R. Westbrook misses 2-pt jump shot from 14 ft,51,54
262,3,8:46.0,Defensive rebound by O. Casspi,,51,54
263,3,8:26.0,D. Cousins misses 2-pt hook shot from 5 ft,,51,54
264,3,8:26.0,,Defensive rebound by S. Ibaka,51,54
265,3,8:24.0,,Oklahoma City full timeout,51,54
266,3,8:13.0,,K. Durant misses 3-pt jump shot from 25 ft,51,54
267,3,8:13.0,,Offensive rebound by S. Ibaka,51,54
268,3,8:10.0,,S. Ibaka misses 2-pt hook shot from 3 ft,51,54
269,3,8:08.0,,Offensive rebound by S. Ibaka,51,54
270,3,8:08.0,,S. Ibaka makes 2-pt layup from 1 ft,51,56
271,3,7:52.0,Turnover by O. Casspi (lost ball),,51,56
272,3,7:35.0,,S. Ibaka makes 2-pt jump shot from 3 ft (assist by R. Westbrook),51,58
273,3,7:28.0,Turnover by B. McLemore (lost ball; steal by R. Westbrook),,51,58
274,3,7:20.0,,A. Roberson misses 2-pt dunk at rim (block by D. Cousins),51,58
275,3,7:20.0,,Offensive rebound by Team,51,58
276,3,7:20.0,K. Koufos enters the game for O. Casspi,,51,58
277,3,6:59.0,,S. Ibaka makes 2-pt jump shot from 16 ft (assist by K. Durant),51,60
278,3,6:51.0,D. Cousins misses 2-pt layup from 1 ft (block by S. Ibaka),,51,60
279,3,6:50.0,,Defensive rebound by R. Westbrook,51,60
280,3,6:48.0,,Turnover by R. Westbrook (bad pass; steal by R. Rondo),51,60
281,3,6:36.0,R. Gay misses 2-pt jump shot from 3 ft,,51,60
282,3,6:35.0,,Defensive rebound by R. Westbrook,51,60
283,3,6:33.0,,Personal foul by R. Gay (drawn by R. Westbrook),51,60
284,3,6:16.0,,S. Ibaka misses 2-pt jump shot from 18 ft,51,60
285,3,6:15.0,,Offensive rebound by A. Roberson,51,60
286,3,6:13.0,,A. Roberson makes 2-pt layup from 2 ft,51,62
287,3,6:10.0,Sacramento full timeout,,51,62
288,3,6:10.0,D. Collison enters the game for B. McLemore,,51,62
289,3,5:52.0,R. Gay misses 3-pt jump shot from 24 ft,,51,62
290,3,5:52.0,Offensive rebound by Team,,51,62
291,3,5:52.0,,Loose ball foul by S. Ibaka (drawn by K. Koufos),51,62
292,3,5:30.0,D. Collison misses 2-pt jump shot from 17 ft,,51,62
293,3,5:30.0,,Defensive rebound by S. Adams,51,62
294,3,5:07.0,,A. Roberson misses 2-pt layup at rim,51,62
295,3,5:07.0,Defensive rebound by D. Cousins,,51,62
296,3,5:01.0,Shooting foul by K. Durant (drawn by K. Koufos),,51,62
297,3,5:01.0,K. Koufos misses free throw 1 of 2,,51,62
298,3,5:01.0,Offensive rebound by Team,,51,62
299,3,5:01.0,,E. Freedom enters the game for S. Ibaka,51,62
300,3,5:01.0,K. Koufos makes free throw 2 of 2,,52,62
301,3,4:51.0,M. Belinelli enters the game for K. Koufos,,52,62
302,3,4:45.0,,Shooting foul by R. Rondo (drawn by K. Durant),52,62
303,3,4:45.0,,K. Durant makes free throw 1 of 2,52,63
304,3,4:45.0,,D. Waiters enters the game for S. Adams,52,63
305,3,4:45.0,K. Koufos enters the game for R. Rondo,,52,63
306,3,4:45.0,,K. Durant makes free throw 2 of 2,52,64
307,3,4:28.0,Turnover by M. Belinelli (bad pass; steal by A. Roberson),,52,64
308,3,4:17.0,,Turnover by A. Roberson (step out of bounds),52,64
309,3,4:09.0,Turnover by D. Collison (bad pass; steal by R. Westbrook),,52,64
310,3,4:05.0,,R. Westbrook makes 2-pt dunk at rim,52,66
311,3,4:04.0,Sacramento full timeout,,52,66
312,3,4:04.0,,K. Singler enters the game for A. Roberson,52,66
313,3,4:04.0,Violation by Team (delay of game),,52,66
314,3,4:04.0,O. Casspi enters the game for D. Cousins,,52,66
315,3,3:48.0,K. Koufos makes 2-pt hook shot from 2 ft (assist by M. Belinelli),,54,66
316,3,3:27.0,,Shooting foul by O. Casspi (drawn by E. Freedom),54,66
317,3,3:27.0,,E. Freedom makes free throw 1 of 2,54,67
318,3,3:27.0,,E. Freedom makes free throw 2 of 2,54,68
319,3,3:12.0,M. Belinelli misses 2-pt jump shot from 23 ft,,54,68
320,3,3:11.0,,Defensive rebound by E. Freedom,54,68
321,3,3:02.0,,D. Waiters makes 3-pt jump shot from 24 ft (assist by R. Westbrook),54,71
322,3,2:46.0,O. Casspi makes 3-pt jump shot from 24 ft (assist by D. Collison),,57,71
323,3,2:31.0,,Shooting foul by K. Koufos (drawn by E. Freedom),57,71
324,3,2:31.0,,E. Freedom makes free throw 1 of 2,57,72
325,3,2:31.0,,E. Freedom makes free throw 2 of 2,57,73
326,3,2:23.0,R. Gay makes 2-pt jump shot from 21 ft,,59,73
327,3,1:56.0,,Turnover by K. Durant (bad pass),59,73
328,3,1:56.0,J. Anderson enters the game for R. Gay,,59,73
329,3,1:56.0,,D. Augustin enters the game for R. Westbrook,59,73
330,3,1:47.0,K. Koufos makes 2-pt dunk at rim (assist by D. Collison),,61,73
331,3,1:28.0,,E. Freedom misses 2-pt layup at rim (block by O. Casspi),61,73
332,3,1:25.0,,Offensive rebound by E. Freedom,61,73
333,3,1:25.0,,E. Freedom misses 2-pt layup from 1 ft (block by K. Koufos),61,73
334,3,1:24.0,Defensive rebound by D. Collison,,61,73
335,3,1:11.0,Turnover by D. Collison (bad pass),,61,73
336,3,1:00.0,,K. Singler misses 2-pt layup from 2 ft (block by K. Koufos),61,73
337,3,0:59.0,Defensive rebound by O. Casspi,,61,73
338,3,0:54.0,D. Collison misses 2-pt jump shot from 21 ft,,61,73
339,3,0:53.0,,Defensive rebound by E. Freedom,61,73
340,3,0:51.0,,Personal foul by K. Koufos (drawn by E. Freedom),61,73
341,3,0:51.0,,E. Freedom misses free throw 1 of 2,61,73
342,3,0:51.0,,Offensive rebound by Team,61,73
343,3,0:51.0,,E. Freedom makes free throw 2 of 2,61,74
344,3,0:40.0,Shooting foul by K. Singler (drawn by M. Belinelli),,61,74
345,3,0:40.0,M. Belinelli makes 2-pt jump shot from 18 ft (assist by D. Collison),,63,74
346,3,0:40.0,M. Belinelli makes free throw 1 of 1,,64,74
347,3,0:25.0,,Turnover by K. Durant (lost ball; steal by D. Collison),64,74
348,3,0:20.0,Turnover by J. Anderson (bad pass; steal by K. Singler),,64,74
349,3,0:16.0,,E. Freedom makes 2-pt dunk at rim (assist by D. Waiters),64,76
350,3,0:00.0,M. Belinelli misses 3-pt jump shot from 24 ft,,64,76
351,3,0:00.0,Offensive rebound by Team,,64,76
352,4,11:47.0,,D. Waiters misses 2-pt jump shot from 15 ft,64,76
353,4,11:46.0,Defensive rebound by K. Koufos,,64,76
354,4,11:28.0,K. Koufos misses 2-pt hook shot from 3 ft,,64,76
355,4,11:26.0,Offensive rebound by Team,,64,76
356,4,11:14.0,Shooting foul by E. Freedom (drawn by K. Koufos),,64,76
357,4,11:14.0,K. Koufos misses free throw 1 of 2,,64,76
358,4,11:14.0,Offensive rebound by Team,,64,76
359,4,11:14.0,K. Koufos makes free throw 2 of 2,,65,76
360,4,10:57.0,,Shooting foul by J. Anderson (drawn by D. Waiters),65,76
361,4,10:57.0,,D. Waiters makes free throw 1 of 2,65,77
362,4,10:57.0,,D. Waiters makes free throw 2 of 2,65,78
363,4,10:44.0,O. Casspi misses 2-pt layup at rim,,65,78
364,4,10:43.0,Offensive rebound by K. Koufos,,65,78
365,4,10:43.0,K. Koufos makes 2-pt layup from 1 ft,,67,78
366,4,10:32.0,,Turnover by D. Augustin (step out of bounds),67,78
367,4,10:32.0,R. Rondo enters the game for J. Anderson,,67,78
368,4,10:21.0,Shooting foul by D. Waiters (drawn by M. Belinelli),,67,78
369,4,10:21.0,M. Belinelli makes free throw 1 of 2,,68,78
370,4,10:21.0,M. Belinelli makes free throw 2 of 2,,69,78
371,4,9:57.0,,D. Waiters misses 2-pt jump shot from 17 ft,69,78
372,4,9:56.0,,Offensive rebound by E. Freedom,69,78
373,4,9:53.0,,K. Singler misses 2-pt layup from 2 ft,69,78
374,4,9:53.0,Defensive rebound by Team,,69,78
375,4,9:37.0,Shooting foul by D. Augustin (drawn by D. Collison),,69,78
376,4,9:37.0,D. Collison makes free throw 1 of 2,,70,78
377,4,9:37.0,D. Collison makes free throw 2 of 2,,71,78
378,4,9:24.0,,Shooting foul by K. Koufos (drawn by E. Freedom),71,78
379,4,9:24.0,,E. Freedom misses free throw 1 of 2,71,78
380,4,9:24.0,,Offensive rebound by Team,71,78
381,4,9:24.0,,R. Westbrook enters the game for D. Augustin,71,78
382,4,9:24.0,,E. Freedom makes free throw 2 of 2,71,79
383,4,9:14.0,D. Collison makes 2-pt layup at rim,,73,79
384,4,9:02.0,,D. Waiters makes 3-pt jump shot from 25 ft (assist by R. Westbrook),73,82
385,4,8:48.0,,Violation by E. Freedom (kicked ball),73,82
386,4,8:48.0,Sacramento full timeout,,73,82
387,4,8:48.0,,A. Roberson enters the game for K. Singler,73,82
388,4,8:48.0,,S. Ibaka enters the game for A. Morrow,73,82
389,4,8:48.0,D. Cousins enters the game for K. Koufos,,73,82
390,4,8:38.0,D. Cousins misses 2-pt jump shot from 4 ft (block by E. Freedom),,73,82
391,4,8:37.0,,Defensive rebound by D. Waiters,73,82
